Row,Xpos,Ypos
ROI# 1,-1505.1275,1350.5025
ROI# 2,-1382.34,785.68
ROI# 3,-1453.78,1619.99714285714
ROI# 4,-1284.11,473.13
ROI# 5,-1328.76,1821.56
ROI# 6,-1114.44,723.17
ROI# 7,-1384.32444444444,1166.69333333333
ROI# 8,-1373.41,1062.51
ROI# 9,-902.104444444444,1790.80111111111
ROI# 10,-1154.625,809.493333333333
ROI# 11,-969.458823529412,778.325882352941
ROI# 12,-662.257272727273,2111.37909090909
ROI# 13,-994.290909090909,1616.17
ROI# 14,-723.504444444445,1155.77888888889
ROI# 15,-995.869444444445,2167.34944444444
ROI# 16,-1823.58705882353,1242.68588235294
ROI# 17,-906.989230769231,1489.08923076923
ROI# 18,-1048.10285714286,2006.53857142857
ROI# 19,-488.724137931035,2120.86896551724
ROI# 20,-1841.44705882353,903.345882352941
ROI# 21,-828.68,2152.78181818182
ROI# 22,-1958.46903225806,768.972258064516
ROI# 23,-1736.29272727273,896.087272727273
ROI# 24,-953.7,1151.81
ROI# 25,-676.87,678.52
ROI# 26,-1104.98470588235,2058.99294117647
ROI# 27,-1548.18285714286,1089.3
ROI# 28,-1626.00142857143,1335.51285714286
ROI# 29,-1882.42,839.26
ROI# 30,-1739.54,514.208
ROI# 31,-1014.14923076923,506.789230769231
ROI# 32,-1194.81,566.257142857143
ROI# 33,-1295.42133333333,1723.92533333333
ROI# 34,-784.03,1383.99
ROI# 35,-646.252857142857,1580.45
ROI# 36,-755.0075,1051.3475
ROI# 37,-1278.15666666667,1211.34333333333
ROI# 38,-309.417037037037,1300.97407407407
ROI# 39,-1471.64,1485.792
ROI# 40,-1558.95555555556,994.046666666667
ROI# 41,-837.61,576.462857142857
ROI# 42,-1495.45333333333,1147.345
ROI# 43,-1328.76,1272.365
ROI# 44,-892.765882352941,1037.82117647059
ROI# 45,-1244.56285714286,874.98
ROI# 46,-605.43,780.577142857143
ROI# 47,-1666.61166666667,1258.97
ROI# 48,-1069.79,1258.97
ROI# 49,-1025.14,866.05
ROI# 50,-1364.48,1521.512
ROI# 51,-1412.10666666667,712.255555555555
ROI# 52,-834.038,503.492
ROI# 53,-919.766,748.174
ROI# 54,-1165.7875,944.1875
ROI# 55,-1352.57333333333,1364.14555555556
ROI# 56,-1082.292,1419.71
ROI# 57,-989.42,1241.11
ROI# 58,-1058.6275,1158.5075
ROI# 59,-807.248,1267.9
ROI# 60,-1246.32923076923,993.130769230769
ROI# 61,-1009.5125,712.0075
ROI# 62,-787.857142857143,785.68
ROI# 63,-1657.10923076923,1100.29076923077
ROI# 64,-1322.80666666667,529.686666666667
ROI# 65,-1568.29411764706,1555.76117647059
ROI# 66,-1644.74461538462,476.564615384615
ROI# 67,-1619.39090909091,372.464545454545
ROI# 68,-1492.47666666667,729.123333333333
ROI# 69,-1177.76181818182,1600.74545454545
ROI# 70,-1025.14,647.902857142857
ROI# 71,-1110.868,1660.82
ROI# 72,-1147.9275,1301.3875
ROI# 73,-1400.2,964.28
ROI# 74,-828.68,1835.29846153846
ROI# 75,-943.777777777778,859.104444444445
ROI# 76,-653.056666666667,1413.75666666667
ROI# 77,-1250.45076923077,1346.20923076923
ROI# 78,-1491.7325,819.1675
ROI# 79,-1430.81714285714,892.84
ROI# 80,-1507.36,928.56
ROI# 81,-1136.50235294118,883.384705882353
ROI# 82,-1069.79,571.36
ROI# 83,-1043,401.69
ROI# 84,-1275.18,601.977142857143
ROI# 85,-1242.43666666667,800.563333333333
ROI# 86,-1476.51090909091,610.327272727273
ROI# 87,-1524.22777777778,880.933333333333
ROI# 88,-1051.93,812.47
ROI# 89,-859.297142857143,1616.17
ROI# 90,-1629.03125,590.33625
ROI# 91,-565.245,1314.7825
ROI# 92,-954.81625,1719.98125
ROI# 93,-1214.04384615385,2022.82846153846
ROI# 94,-1126.34666666667,1908.87555555556
ROI# 95,-730.45,1779.1425
ROI# 96,-813.0525,1198.6925
ROI# 97,-812.308333333333,1915.325
ROI# 98,-1905.69212121212,311.03696969697
ROI# 99,-1717.71111111111,1055.56444444444
ROI# 100,-1328.76,1437.57
ROI# 101,-1382.34,1635.02222222222
ROI# 102,-1798.41185185185,777.080740740741
ROI# 103,-1826.45866666667,686.854666666667
ROI# 104,-1691.91333333333,967.256666666667
ROI# 105,-1917.14777777778,665.621111111111
ROI# 106,-1607.8225,718.705
ROI# 107,-900.12,1298.51714285714
ROI# 108,-600.468888888889,541.593333333333
ROI# 109,-1003.708,1069.05866666667
ROI# 110,-846.54,892.84
ROI# 111,-1737.15866666667,399.904
ROI# 112,-228.584,1789.412
ROI# 113,-1473.426,1541.158
ROI# 114,-1195.80222222222,1778.89444444444
ROI# 115,-1076.16857142857,1576.62285714286
ROI# 116,-1430.562,1744.762
ROI# 117,-716.649090909091,1427.01636363636
ROI# 118,-1400.2,1227.715
ROI# 119,-1465.68666666667,1037.70444444444
ROI# 120,-710.605555555555,1551.67555555556
ROI# 121,-1498.43,1273.00285714286
ROI# 122,-1932.56538461538,479.999230769231
ROI# 123,-1657.384,1556.04133333333
ROI# 124,-721.52,1860.852
ROI# 125,-1873.06476190476,1086.74857142857
ROI# 126,-891.19,517.78
ROI# 127,-969.575555555556,1994.20666666667
ROI# 128,-648.095555555556,1029.76666666667
ROI# 129,-1039.03111111111,1890.02333333333
ROI# 130,-1617.76727272727,1073.06363636364
ROI# 131,-1352.57333333333,998.015555555555
ROI# 132,-1092.45846153846,1825.68153846154
ROI# 133,-1873.49,600.134444444445
ROI# 134,-1537.12666666667,1188.52222222222
ROI# 135,-971.56,1776.91
ROI# 136,-1683.57866666667,686.854666666667
ROI# 137,-1805.02666666667,524.924
ROI# 138,-967.438461538462,1868.27076923077
ROI# 139,-1650.24,1163.29142857143
ROI# 140,-951.4675,468.665
ROI# 141,-1703.82,1243.73647058824
ROI# 142,-1343.37272727273,840.883636363636
