Row,Xpos,Ypos
ROI# 1,-1457.36,1299.43666666667
ROI# 2,-1332.34,796.38
ROI# 3,-1498.18285714286,1564.36
ROI# 4,-1324.68571428571,480.002857142857
ROI# 5,-1253.45833333333,1923.04833333333
ROI# 6,-1245.59142857143,770.865714285714
ROI# 7,-1400.80333333333,1193.765
ROI# 8,-1354.665,1035.2575
ROI# 9,-1171.6,782.092
ROI# 10,-668.272727272727,1830.63636363636
ROI# 11,-977.819,1634.907
ROI# 12,-744.583636363636,1129.22545454545
ROI# 13,-977.3725,2151.5075
ROI# 14,-1625.75428571429,1265.84285714286
ROI# 15,-957.28,1415.98461538462
ROI# 16,-999.6975,1933.83875
ROI# 17,-475.06,1885.84
ROI# 18,-1753.836,889.252
ROI# 19,-825.45619047619,2075.49619047619
ROI# 20,-1707.4,837.458
ROI# 21,-1671.68,921.4
ROI# 22,-1190.73571428571,966.05
ROI# 23,-705.616363636364,713.574545454545
ROI# 24,-1057.7425,1988.535
ROI# 25,-1516.298,1016.058
ROI# 26,-1562.53555555556,1250.81777777778
ROI# 27,-1631.495,376.67
ROI# 28,-1058.48666666667,522.526666666667
ROI# 29,-1248.14285714286,528.48
ROI# 30,-1277.27166666667,1728.07666666667
ROI# 31,-1481.17333333333,402.269333333333
ROI# 32,-1614.528,796.38
ROI# 33,-1620.65142857143,982.634285714286
ROI# 34,-621.019310344828,1576.67724137931
ROI# 35,-1162.67,448.11
ROI# 36,-694.875384615385,582.06
ROI# 37,-885.84,510.62
ROI# 38,-1019.79,483.83
ROI# 39,-647.706666666667,838.053333333333
ROI# 40,-784.633333333333,844.006666666667
ROI# 41,-790.586666666667,736.846666666667
ROI# 42,-841.19,626.71
ROI# 43,-1087.40285714286,679.014285714286
ROI# 44,-1046.58,769.59
ROI# 45,-1260.9,666.895
ROI# 46,-1364.488,589.204
ROI# 47,-1383.6875,686.9875
ROI# 48,-1508.38857142857,666.257142857143
ROI# 49,-1059.975,1070.9775
ROI# 50,-1112.06666666667,879.726666666667
ROI# 51,-1417.175,791.915
ROI# 52,-1582.38,867.82
ROI# 53,-1314.48,930.33
ROI# 54,-1445.45333333333,1076.18666666667
ROI# 55,-1248.62125,1246.22875
ROI# 56,-984.07,1153.58
ROI# 57,-892.984,1257.168
ROI# 58,-808.446666666667,1341.11
ROI# 59,-1327.875,1260.74
ROI# 60,-1251.97,1421.48
ROI# 61,-1176.065,1568.825
ROI# 62,-1601.47172413793,520.473793103448
ROI# 63,-801.005,1434.875
ROI# 64,-930.49,1501.85
ROI# 65,-617.94,1756.355
ROI# 66,-1463.31333333333,1486.96666666667
ROI# 67,-1339.99428571429,755.557142857143
ROI# 68,-1001.93,1028.56
ROI# 69,-1425.60888888889,889.648888888889
ROI# 70,-1502.01,1135.72
ROI# 71,-1041.47714285714,1691.93142857143
ROI# 72,-1649.355,1106.6975
ROI# 73,-1305.55,1144.65
ROI# 74,-1362.10666666667,1341.11
ROI# 75,-1793.72333333333,701.126666666667
ROI# 76,-1409.73333333333,638.616666666667
ROI# 77,-1567.07142857143,1171.44
ROI# 78,-1264.472,1046.42
ROI# 79,-1184.995,374.4375
ROI# 80,-1491.09555555556,891.633333333333
ROI# 81,-1707.4,576.702
ROI# 82,-1088.9975,327.555
ROI# 83,-1604.705,1044.93166666667
ROI# 84,-1122.485,644.57
ROI# 85,-710.812,482.044
ROI# 86,-1669.12857142857,638.191428571429
ROI# 87,-1550.232,1308.962
ROI# 88,-1311.50333333333,629.686666666667
ROI# 89,-855.222857142857,1383.20857142857
ROI# 90,-1604.705,733.87
ROI# 91,-950.136,1049.992
ROI# 92,-1161.85818181818,685.972727272727
ROI# 93,-1711.16,654.44
ROI# 94,-962.532941176471,1929.96470588235
ROI# 95,-591.15,912.47
ROI# 96,-1535.29454545455,1062.65636363636
ROI# 97,-1534.75333333333,605.873333333333
ROI# 98,-873.933333333333,1560.39111111111
ROI# 99,-1018.79777777778,923.384444444445
ROI# 100,-1064.44,1382.188
ROI# 101,-1689.54,1115.6275
ROI# 102,-1598.0075,1201.57875
ROI# 103,-1590.03428571429,612.677142857143
