Row,Xpos,Ypos
ROI# 1,1301.76285714286,1392.92
ROI# 2,1189.5,830.33
ROI# 3,1314.52,1223.25
ROI# 4,1164.77076923077,486.181538461538
ROI# 5,1073.41,1821.56
ROI# 6,1171.64,1151.81
ROI# 7,1158.88285714286,964.28
ROI# 8,809.975,1887.04666666667
ROI# 9,1019.83,830.33
ROI# 10,948.39,874.98
ROI# 11,644.77,2129.00714285714
ROI# 12,925.172,1839.42
ROI# 13,573.33,1062.51
ROI# 14,984.921818181818,2149.53454545455
ROI# 15,1635.107,1248.254
ROI# 16,873.973333333333,1680.66444444444
ROI# 17,952.217142857143,1964.44
ROI# 18,475.1,2301.5475
ROI# 19,829.552307692308,2192.49846153846
ROI# 20,1717.74384615385,631.122307692308
ROI# 21,1639.572,978.568
ROI# 22,1048.60444444444,1173.63888888889
ROI# 23,585.507272727273,681.767272727273
ROI# 24,1010.9,2050.168
ROI# 25,1388.93666666667,1032.74333333333
ROI# 26,1716.37,1008.93
ROI# 27,1555.63,1017.86
ROI# 28,1534.79333333333,412.604444444445
ROI# 29,870.004444444445,648.753333333333
ROI# 30,1010.9,571.36
ROI# 31,1200.49076923077,1649.82923076923
ROI# 32,812.2075,1573.7525
ROI# 33,689.42,1687.61
ROI# 34,662.63,1410.78
ROI# 35,1496.09666666667,1163.71666666667
ROI# 36,321.229230769231,1328.34923076923
ROI# 37,1246.05666666667,1532.82333333333
ROI# 38,1341.31,991.07
ROI# 39,758.6275,712.0075
ROI# 40,1397.86666666667,1194.47555555556
ROI# 41,1430.61,1125.02
ROI# 42,780.9525,944.1875
ROI# 43,1345.775,595.173333333333
ROI# 44,552.493333333333,816.935
ROI# 45,1502.05,1357.2
ROI# 46,1072.41777777778,1236.14888888889
ROI# 47,918.623333333333,1122.04333333333
ROI# 48,1227.4525,1466.5925
ROI# 49,1252.01,758.89
ROI# 50,741.376363636364,577.854545454545
ROI# 51,900.168,955.35
ROI# 52,999.534545454546,990.258181818182
ROI# 53,612.026666666667,1230.19555555556
ROI# 54,1025.94,1556.48
ROI# 55,814.44,1307.192
ROI# 56,1019.83,1267.9
ROI# 57,698.35,1294.69
ROI# 58,1075.84545454545,972.398181818182
ROI# 59,853.732,742.816
ROI# 60,655.9325,765.5875
ROI# 61,1375.244,1253.612
ROI# 62,1171.64,549.035
ROI# 63,1331.00615384615,1721.95615384615
ROI# 64,1652.66933333333,382.044
ROI# 65,1310.055,488.013333333333
ROI# 66,1377.03,848.19
ROI# 67,1082.34,1719.50285714286
ROI# 68,939.46,788.656666666667
ROI# 69,1000.97777777778,1777.90222222222
ROI# 70,901.755555555555,1309.57333333333
ROI# 71,1248.18285714286,1017.86
ROI# 72,800.407142857143,2069.04857142857
ROI# 73,900.763333333334,1050.60333333333
ROI# 74,633.855555555555,1577.47333333333
ROI# 75,1144.85,1276.83
ROI# 76,1299.63666666667,889.863333333333
ROI# 77,1265.405,1200.925
ROI# 78,903.74,1241.11
ROI# 79,850.16,830.33
ROI# 80,900.168,601.722
ROI# 81,932.316,445.149333333333
ROI# 82,1144.85,687.45
ROI# 83,1085.31666666667,889.863333333333
ROI# 84,1296.66,660.66
ROI# 85,1478.832,1064.296
ROI# 86,948.39,723.17
ROI# 87,948.39,1616.17
ROI# 88,1396.16571428571,410.62
ROI# 89,617.98,2228.768
ROI# 90,1480.36285714286,767.82
ROI# 91,1477.4925,1247.8075
ROI# 92,1457.4,880.082857142857
ROI# 93,792.115,1113.11333333333
ROI# 94,655.684444444444,1138.91111111111
ROI# 95,1249.38352941176,1881.44352941176
ROI# 96,920.226153846154,531.518461538462
ROI# 97,1298.8925,1122.7875
ROI# 98,1579.44333333333,1473.29
ROI# 99,1668.148,1076.798
ROI# 100,903.74,1473.29
ROI# 101,1436.1380952381,1550.25809523809
ROI# 102,1438.16615384615,1458.86461538462
ROI# 103,1234.15,1116.09
ROI# 104,1296.66,816.935
ROI# 105,943.287142857143,2099.66571428571
ROI# 106,1385.96,1482.22
ROI# 107,1151.79555555556,1077.39333333333
ROI# 108,1107.06923076923,2007.02923076923
ROI# 109,1076.982,1367.916
ROI# 110,1582.42,901.77
ROI# 111,1416.57714285714,571.36
ROI# 112,1028.76,1321.48
ROI# 113,1475.26,492.776
ROI# 114,1161.71777777778,1746.15111111111
ROI# 115,1138.1525,1408.5475
ROI# 116,871.592,2143.04
ROI# 117,1562.93636363636,1233.80363636364
ROI# 118,1126.99,441.875
ROI# 119,970.077142857143,1339.34
ROI# 120,233.245833333334,2291.12916666667
ROI# 121,1287.73,1598.31
ROI# 122,1124.55454545455,644.423636363636
ROI# 123,792.115,508.85
ROI# 124,824.645714285714,908.148571428571
ROI# 125,1088.29333333333,732.1
ROI# 126,1305.59,776.75
ROI# 127,493.952222222222,1085.33111111111
ROI# 128,857.514117647059,2004.36235294118
ROI# 129,190.963636363636,1957.94545454545
ROI# 130,1340.49818181818,1068.19272727273
ROI# 131,1614.568,719.002666666667
ROI# 132,1595.815,695.487
ROI# 133,1461.865,715.728333333333
ROI# 134,1100.2,1196.46
ROI# 135,1039.67444444444,792.625555555555
