Row,Xpos,Ypos
ROI# 1,1471.68,1341.11
ROI# 2,1294.56833333333,833.588333333333
ROI# 3,1560.98,1219.91714285714
ROI# 4,1193.57428571429,444.282857142857
ROI# 5,1302.3672,1785.824
ROI# 6,1162.702,710.652
ROI# 7,1398.75166666667,1238.415
ROI# 8,1340.70666666667,861.866666666667
ROI# 9,912.662,1828.688
ROI# 10,1203.78,566.581333333333
ROI# 11,1089.476,864.248
ROI# 12,784.07,2064.44
ROI# 13,1016.25,1546.5
ROI# 14,683.288571428571,1069.38285714286
ROI# 15,989.46,2141.238
ROI# 16,1758.71571428571,1112.75714285714
ROI# 17,961.394285714285,1469.95714285714
ROI# 18,1080.38363636364,1963.77454545455
ROI# 19,578.68,2332.34
ROI# 20,1721.72,787.45
ROI# 21,900.16,2225.18
ROI# 22,1715.76666666667,915.446666666667
ROI# 23,1693.65428571429,862.717142857143
ROI# 24,1291.70615384615,1105.49538461538
ROI# 25,595.349333333333,576.106666666667
ROI# 26,1063.64769230769,2053.44923076923
ROI# 27,1486.98857142857,973.704285714286
ROI# 28,1614.56,1166.975
ROI# 29,1611.1580952381,884.829523809524
ROI# 30,1702.37166666667,343.926666666667
ROI# 31,993.428888888889,437.195555555556
ROI# 32,1290.26,400.64
ROI# 33,337.57,1841.19
ROI# 34,700.35125,1446.0375
ROI# 35,694.77,599.92
ROI# 36,837.65,555.27
ROI# 37,1074.295,375.181666666667
ROI# 38,766.21,841.03
ROI# 39,758.768333333333,1257.76333333333
ROI# 40,793,1019.63
ROI# 41,940.345,599.92
ROI# 42,1043.04,626.71
ROI# 43,973.8325,711.545
ROI# 44,950.492727272727,851.583636363636
ROI# 45,682.268,1575.076
ROI# 46,732.276,1675.092
ROI# 47,901.27625,1192.64875
ROI# 48,920.2525,1329.9475
ROI# 49,839.436,1364.328
ROI# 50,1119.58285714286,786.174285714286
ROI# 51,1332.372,671.36
ROI# 52,1453.82,570.694545454545
ROI# 53,1489.54,662.43
ROI# 54,1655.24111111111,696.165555555556
ROI# 55,1507.4,819.110909090909
ROI# 56,1398.454,812.454
ROI# 57,1541.334,1060.708
ROI# 58,1374.72571428571,997.942857142857
ROI# 59,1164.488,910.684
ROI# 60,1207.352,967.836
ROI# 61,1300.73428571429,987.737142857143
ROI# 62,1045.02444444444,951.166666666667
ROI# 63,1194.03818181818,1085.38727272727
ROI# 64,1053.756,1067.852
ROI# 65,1105.55,1153.58
ROI# 66,1007.32,1126.79
ROI# 67,979.718181818182,1212.03090909091
ROI# 68,1025.18,1305.39
ROI# 69,1089.476,1335.752
ROI# 70,1456.0525,1151.3475
ROI# 71,1316.89333333333,1415.52666666667
ROI# 72,1350.232,1467.916
ROI# 73,1310.94,1600.08
ROI# 74,1094.3875,1633.5675
ROI# 75,880.676363636364,1624.43454545455
ROI# 76,1045.02444444444,1826.30666666667
ROI# 77,837.65,1832.26
ROI# 78,1224.19142857143,1656.21142857143
ROI# 79,963.945714285715,926.502857142857
ROI# 80,1409.17,919.1675
ROI# 81,1601.165,1064.28
ROI# 82,1547.585,1274.135
ROI# 83,1177.67692307692,358.123076923077
ROI# 84,1677.75692307692,1260.74
ROI# 85,1479.61777777778,732.877777777778
ROI# 86,1357.07833333333,754.706666666667
ROI# 87,1348.03384615385,1183.80461538462
ROI# 88,894.206666666666,468.946666666667
ROI# 89,1068.55428571429,439.18
ROI# 90,1085.904,721.368
ROI# 91,1407.384,685.648
ROI# 92,1129.78857142857,1023.45714285714
ROI# 93,694.77,912.47
ROI# 94,1118.945,559.735
ROI# 95,1198.67714285714,1304.11428571429
ROI# 96,1040.06333333333,1138.69666666667
ROI# 97,1662.18666666667,538.898333333333
ROI# 98,1195.44533333333,1900.128
ROI# 99,1443.89777777778,396.514444444445
ROI# 100,1387.48285714286,582.06
ROI# 101,1558.7475,534.06125
ROI# 102,755.494,1780.466
ROI# 103,1511.865,422.213
ROI# 104,1602.951,465.077
ROI# 105,1598.32363636364,695.714545454545
ROI# 106,1541.13555555556,736.846666666667
ROI# 107,1449.85111111111,851.944444444445
ROI# 108,984.357142857143,1105.10285714286
ROI# 109,903.92,1936.6
ROI# 110,1508.17652173913,1607.06869565217
ROI# 111,1761.75103448276,445.954482758621
ROI# 112,1427.03,1292.49111111111
ROI# 113,748.875294117647,1758.71882352941
ROI# 114,1187.40833333333,1469.10666666667
ROI# 115,1455.80444444444,1263.71666666667
ROI# 116,1461.93818181818,521.985454545455
ROI# 117,242.741904761905,1645.15523809524
ROI# 118,1666.15555555556,947.197777777778
ROI# 119,1315.405,302.9975
