smiles,regression_QED
CC1CCC2C(C)(C)C3CC12CC1OC13C,0.5679386531652655
CCCCOC(C)OCCc1ccccc1,0.4954885968894113
CCCCCCOC(C)OCC,0.4158375779996839
COc1ccc(CO)cc1,0.6647086961085451
COc1ccc(C=O)cc1,0.5758164651185451
COc1ccc(COC(C)=O)cc1,0.6646941536874358
CC(C)=O,0.3982369618339747
CC(=O)[n+]1cc(C)nc(C)c1,0.5099209961378339
CC(C)CC(=O)OCc1ccccc1,0.6855409042853027
CC(=O)OC1CCC(C(C)(C)C)CC1,0.6049091253170737
CC/C=C\CCOC(=O)c1ccccc1,0.4180097555110065
CC1(C)[C@H]2CC[C@]1(C)[C@@H](OCCO)C2,0.7531012256600575
CCc1nccnc1C(C)=O,0.5955396809871265
C=C(C)CCCC(C)CCOC(C)=O,0.4631043934423381
CC/C=C\CCOC=O,0.3185273266375682
CC/C=C\CCOC(C)=O,0.3402461316750794
O=Cc1ccccc1,0.4956362681365689
CC1(C)CCC2OC23C(C)(C)C2CCC13C2,0.5660962119726969
O=C1CCc2ccccc2O1,0.4117582021029618
CCC(C)C1CCCCC1=O,0.5974090084553279
CCOC(=O)c1ccccc1O,0.6781016736351199
CC(=O)c1nccnc1C,0.5404510418366952
CCCCCCCCCC(=O)OCCC(C)C,0.38701814108433136
CCOC(=O)C1OC1(C)c1ccccc1,0.5594241086868413
CC(=O)OCc1ccccc1,0.6001729288122303
CCOc1ccc2ccccc2c1,0.6753183566001417
CCOC(=O)C1OC1c1ccccc1,0.5400213360462292
OCc1ccccc1,0.5723436119287516
CCC(=O)O,0.4908446664452931
O=C(OCc1ccccc1)c1ccccc1,0.7307975714616393
O=C(O)/C=C(\CC(=O)O)C(=O)O,0.4976684796992808
CCCCCCCCCCCC(OC)OC,0.3621804100493104
CC(C)C(=O)OCc1ccccc1,0.6641326274174879
CC=Cc1ccc(OCc2ccccc2)c(OC)c1,0.7913111143014631
CCCCCCC(C)=O,0.519888284177327
CCC(=O)OCc1ccccc1,0.6395972856634639
CC1=CC[C@@]2(CC1)[C@H](C)CC[C@H]2C(C)(C)O,0.6666807797558785
O=C(OCc1ccccc1)c1ccccc1O,0.8214760330937975
O=C(O)CCCCC(=O)O,0.560076647689367
CCCCC/C=C\CCO,0.4460184733005347
C=CCOC(=O)COCCC(C)C,0.345187325224786
CCOC(=O)CC(C)=O,0.41310853664366537
CCC(C)(O)CCc1ccccc1,0.7513093009981919
CC(C)=CC1CC(C)=CCO1,0.5248021078852592
C=CC(C)CCCC(C)(C)OC(C)=O,0.4831697535244629
CC(C)C(=O)OC1CC2CC1C1C=CCC21,0.5281258683398975
CC(C)=CCCC(C)=CC(=O)O,0.5173625553766911
CC(C)C1CCC(O)CC1,0.5947334976837825
CCCCCCC#CC(OC)OC,0.3586728443713548
O=C1CCCCCCCCCCC(=O)OCCO1,0.6251480892348203
CC(CCO)CCCC(C)(C)O,0.6458237301030623
CC(=O)OCCC(C)CC(C)(C)C,0.6307756847964542
CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,0.6374825410921272
CC1(C)[C@H]2CC[C@@]1(C)[C@H](O)C2,0.5667995799649952
CCCCCC(C)=O,0.5116862498477169
C=CCCCCCCCCC(=O)OC/C=C(\C)CCC=C(C)C,0.2065204821422979
CCCCCCCOC=O,0.4039035139205014
CC(=O)OC1CC2CC1C1CC=CC21,0.4697831101837755
CC/C=C\CO,0.4958090298855456
C/C=C/C(=O)OC/C=C(\C)CCC=C(C)C,0.3879898896629116
NCCC(=O)O,0.4753919445136942
O=C(C=Cc1ccccc1)OCCCc1ccccc1,0.4504277695192668
C[C@@H](N=C(O)[C@@H](N)CC(=O)O)C(O)=NC1C(C)(C)SC1(C)C,0.4334776358037424
C=CCCCCCCCCC(=O)OCCCC,0.282134657940296
CC(C)C(=O)O,0.5126040106471911
C=CCOC(=O)c1ccccc1N,0.43325930054722267
CCCCCCOC(=O)/C=C/C(=O)OCCCCCC,0.31068212246023696
C=CCOC(=O)C=Cc1ccccc1,0.41183799798276943
Cc1occc(=O)c1O,0.5549387163495101
Cc1ccc2c(c1)OCC(=O)CO2,0.6009296233005482
CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,0.39175607133704576
C=CCC1(O)C(C)(C)CCCCC1(C)C,0.5407945104123651
C=C(C(C)C(C)O)C(C)C(C)(C)C,0.6675575238155916
CC(=O)OC1CCCCC1C(C)(C)C,0.6049091253170739
O=C1CCCCCCCCCCCC(=O)OCCO1,0.6331610373197498
CC(=O)OC1(C)CCC23CC1C(C)(C)[C@@H]2CC[C@H]3C,0.6640615086411682
C/C=C(\C)C(=O)OCCc1ccccc1,0.5565214282774292
C=CCOC(=O)CC1CCCCC1,0.4932945318845698
C=CCOC(=O)CCCC1CCCCC1,0.4954299385271364
CCOC(C=C(C)CCC=C(C)C)OCC,0.4584533503236317
CC(C)=CCCC(C)=CC#N,0.4462404503718859
CC=C(C)C(=O)OCCCCCC,0.3600434306448959
C=CCOC(=O)CCCCCC1CCCCC1,0.3588740805866801
C/C=C(/C)C(=O)OCC/C=C/CC,0.28268231316681225
O=CC=Cc1ccccc1,0.4433687822838736
CCOc1cc(C=O)ccc1O,0.6935743887715065
CCOC(C)OC/C=C(\C)CCC=C(C)C,0.4584533503236316
CCCCCCO,0.5339278817039772
C=C(C)[C@@H]1CC=C(C)C(=O)C1,0.5247132375688095
CCCCCCOC(=O)c1ccccc1O,0.5938273508900588
C=C(C)C1=C(C)C2(C)CC1CC2C(=O)OC,0.668352050111722
C=CCOC(=O)CCCCC1CCCCC1,0.37274579708374217
C=CCSSCC=C,0.33214743774408284
C=CCS,0.34926645099860176
C=C1C(O)CC23CC1C(C)(C)C2CCC3C,0.6204323431933563
C=CCOC(=O)CCCCCCCC,0.32198636276143106
C=CCOC(=O)CCCCCCC,0.3290168963835464
CC1=CC(=O)[C@H](C(C)C)CC1,0.5640585132195772
C=CCOC(=O)Cc1ccccc1,0.5174817890072418
C=CCOC(=O)CC,0.40575620054455697
C=CCOC(=O)c1ccccc1O,0.5660273196064272
C=C(C)OC(=O)C=CC=CC,0.2680142750842869
C=CCSCC=C,0.3981364711078457
C=CCN=C=S,0.2883568789906168
C=CCSC(=O)CC,0.5421512097736539
C=CCOC(=O)/C(C)=C/C,0.3384745094712063
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@]21CC[C@@]3(C)O,0.663594769689398
C=CCCCCCCCCC(=O)OCC=C,0.30082260878562445
C=CCOC(=O)CC(C)C,0.4413586779330932
CC1CCC(C(C)C)C(=O)C1,0.5671614370220809
C=CCCC(=O)C1=CCCC(C)(C)C1,0.6211802291789703
CC(=O)CC(=O)OCCC(C)C,0.4665546070870658
CCCCCO,0.5132813563520271
CCCCCCOC(C)=O,0.4361738106721368
O=C(O)/C=C/c1ccccc1,0.6489204335813592
C=CCC(C)C(=O)OCC,0.4413586779330932
OCC=Cc1ccccc1,0.6522100515394804
CC(C)CCOC(=O)C(C)C,0.5863535565334941
CCCCCC(=Cc1ccccc1)C(OC)OC,0.5050408277234811
CCCCC/C(=C/c1ccccc1)COC=O,0.5027935586778863
CC(=O)OCC=Cc1ccccc1,0.6601703655458808
CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C,0.4586127028031629
CC(C)CC(=O)OCC=Cc1ccccc1,0.7087777703298762
CCC(C)(C)C1CCC(=O)CC1,0.6185893799174206
CCCC(=O)O,0.5434407472889116
Cc1ccc(C=O)cc1,0.5163635148900696
CC(C)=CCCC(C)=CC=O,0.3437064624002452
COC(C=C(C)CCC=C(C)C)OC,0.4813599245239978
CCCCCCCCOC(C)=O,0.43573251046428413
C/C=C/c1ccc(OCCCCC)c(OC)c1,0.6548713381019711
CC(C)CCOC(=O)CCCc1ccco1,0.6675877747550789
CC(=O)CC(=O)OCc1ccccc1,0.5384312840740831
CC(C)CCOC(=O)CCc1ccco1,0.6776276029448692
CC(CO)C1CCCCC1,0.6263235382461175
CC(C)CCOC(=O)CC(C)C,0.5957782183942469
CC(=O)C1CCCC(C)(C)C1,0.5672862726203415
CCCCCCC(=O)OCCCCC,0.41890454460111903
O=C1CCCCCCC/C=C\CCCCCCC1,0.5123364099276083
CCCCCCOCC(OC)OC,0.4118800120061512
CCCCCCC(=O)OCCC(C)C,0.4422322277510611
CCC(C)CCC(C)(O)CC,0.6518703976339252
CC(C)C/C=C(/CO)C(C)C,0.6202468963169868
CC(O)C1C2CCC(C2)C1(C)C,0.6373120073910806
CCC(=O)OC,0.4378508777786624
CCCCCCCCCCCC(=O)OCCC(C)C,0.32626631832138897
CC1=CC[C@H](CC=O)C1(C)C,0.43877431969045794
CCCCCCCOC(C)=O,0.4383150695699537
CC/C=C(\C)C(O)CCCCC,0.4788511615039544
O=C1CCC2CCCCC2O1,0.4978541850696975
O=c1ccc2ccccc2o1,0.5302216682110639
Cc1ccc(O)cc1,0.5359354364287862
OCc1ccc2c(c1)OCO2,0.6495531494143051
CC(=O)Oc1ccc(C)cc1,0.4512838119266162
CC1(C)COC(C)(c2ccccc2)OC1,0.7030261171615337
COC(=O)c1ccc(O)c(C)c1O,0.6400560896336528
CCCC(C)C1OCC(C)(CCC)CO1,0.6958611231319082
COc1ccc(C)cc1,0.5532379862472909
C=C(C)CCOC(=O)C(C)(C)C,0.4803331495650217
C=CC(C)(CCCC(C)C)OC(C)OCC,0.43566224637447104
Cc1ccc(OC(=O)Cc2ccccc2)cc1,0.5933369200587376
CCC(=O)C(C)=O,0.4748220028701909
CC12CCCC(C)(CC1)C2=NO,0.4364412991018526
CC(C)c1ccc(C=O)cc1,0.5890553243743855
CC1(C)CC2C3CCCC(C)(C3O)C2C1,0.6478100869772025
CCCCCCCCC(=O)OCCC(C)C,0.4108161613445776
C/C(=C\CC(C)C=O)C(C)C,0.449264147305312
CC(=O)OC/C(=C\CC(C)C)C(C)C,0.5007264773371237
CC(C)c1ccc(C(C)CC=O)cc1,0.6639798974165252
CCCCCCCCCCC(=O)OCC,0.40438545208052856
CCCCCOC(=O)CCC,0.4383150695699536
CCCCCCCC(=O)OCCCCC,0.40438545208052856
CCc1occc(=O)c1O,0.6302567435089557
CCOC(=O)C(C)=O,0.3804020841804368
O=C1CCCCCCCCCCCCCCO1,0.5776871485597851
CCCCCC(=O)CC,0.5198882841773269
CCCCCCCC(COC(C)=O)OC(C)=O,0.4620499494527474
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.4331181194353768
COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,0.5797209261599566
C=CC(=C)CCCC(C)(C)OC(C)=O,0.4812740388212368
CC(=O)OC[C@H]1CCC=C(CCC=C(C)C)C1,0.5320351214816497
CCOC(=O)CC(=O)OCC,0.4436597598743995
CCCCC/C=C\CCC=O,0.3126611998648419
CCOC(=O)c1ccccc1C(=O)OCC,0.7313625096648502
CCCCC/C=C/CCC(=O)OCC,0.3389627114990167
CCC(C)(O)CCC=C(C)C,0.6204269925147667
C=CC(C)(CC/C=C(\C)CCC=C(C)C)OC(C)=O,0.4569288795837753
CNc1ccccc1C(=O)OC,0.6749581754269858
CC(C)=CCCC(C)CCOC(=O)c1ccccc1N,0.460763144712305
CC(C)(O)Cc1ccccc1,0.6832906730543121
CC(=O)OC(C)(C)Cc1ccccc1,0.6878907395350661
CC(C)=CCCC1=CCCC(C)(C=O)C1,0.5007487282331061
COc1ccc(OC)cc1,0.6189113153967104
CC(C)OC(=O)Cc1ccccc1,0.6629901982866924
C/C=C(\C)C(=O)OCCC(C)CCC=C(C)C,0.375978376271481
CC(C)COC(Cc1ccccc1)OCC(C)C,0.6514269015804985
CC(=O)C=CC=C(C)C,0.4066923733885357
CCC(=O)OC(C)C,0.5088591538782314
O=C(O)C1OC(O)C(O)C(O)C1O,0.298357725550275
c1ccc(Oc2ccccc2)cc1,0.6700363845267113
Cc1cccc(C=O)c1,0.5163635148900696
CC1=NC(CC(C)C)SC1C,0.6219698565597214
C=C=CC(C)C(=O)OCC,0.4386345326894878
Cc1ccc(C(C)(C)O)cc1,0.6504671047881186
CC(C)C=CC=O,0.37660034025417405
CCOC(C)=O,0.4378508777786624
OCC(O)/C(O)=C/c1ccccc1,0.606494730247806
CC/C=C\CCCCCO,0.4460184733005347
CCOC(=O)c1ccccc1,0.601336802799046
CCCC(=O)OCC,0.5200986676423002
CCCCCC(=O)OCC,0.4361738106721368
CCCCC=CC(C)O,0.4538943499465398
CC1(C)C(=CCO)C2CCC1C2,0.5928188328947247
CC12CCC3(CCCC(C)(C)C3C1)OC2=O,0.5877748470668429
CCC(C)C(=O)OC,0.506664866588942
CCOC(=O)C(C)CC,0.5422095914375367
C=CCOC(=O)c1ccco1,0.4876870144150425
CCCCCCCCCCCCCC(=O)OCC,0.33210766405412984
CCCCCCCCC(=O)OCC,0.4292208034093734
N#C/C=C/c1ccccc1,0.5331829792287306
CCOC(=O)CC,0.485245073645189
C=CCCCCCCCCC(=O)OCC,0.3121258554446429
CCCCCCCCCCCC#N,0.4826007732947972
CCCCCCCC1CCCC1=O,0.5721376830014531
CC1=CC(C)CC(CO)C1,0.5520032005421583
C=CCc1ccc(O)c(OC)c1,0.6932796632293876
C=CCc1ccc(OC(C)=O)c(OC)c1,0.4306939809874673
CC1COC(c2ccccc2)O1,0.6325916162295112
C=C(C)C1CC=C(C)C(OC(C)=O)C1,0.4988261809445679
CC1CCC(C(C)(C)S)C(=O)C1,0.6230548263302274
CCCCCCCCCCC=CC=O,0.2895188227012643
CCCCCCCCC/C=C/C=O,0.3002665583209913
CC(C)=CCCC(C)=CCCC(C)=CCO,0.6330301643827798
C=Cc1ccc(O)c(OC)c1,0.6986374292994981
CC(=O)OC1C2(C)CCC(C2)C1(C)C,0.6027050642944551
CC(=O)OC(C)C1CCCC(C)(C)C1,0.6370296236713389
CC1(C)CCC(CO)C23C4CC(CC412)C3(C)C,0.7363444439665763
CC/C=C\CCOC(=O)C(C)=O,0.2714525076040201
CC1(C)CCC(COC=O)C23C4CC(CC412)C3(C)C,0.7257155072568708
CC(=O)OCC1CC(C)=CC(C)C1,0.4843118307350391
O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,0.3042503204978373
CCc1ccc(CC(C)(C)C=O)cc1,0.666916545322532
C=C(C)C1CC=C(C)C(O)C1,0.5714094454139361
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,0.6051886198660831
CC/C=C\CCOC(=O)C(C)C,0.3598574935028998
CC(C)Cc1nccs1,0.6157192984263967
Cc1csc(C(C)C)n1,0.5854413328309773
CCCCCc1cccc(=O)o1,0.6426414889206324
O=COC1CCCCC1,0.5265280274418117
CCOC(=O)CC1(C)OCC(C)O1,0.6218090007290121
CCCCCC1COCCC1OC(C)=O,0.5208821953430807
Cc1ccc(C=O)c(C)c1,0.5374842497988215
C=CC=CC=CCCCCC,0.3981112328301655
Cc1cccc(C)n1,0.4913877769176361
O=C(Cc1ccccc1)Cc1ccccc1,0.7576756860336602
CCOC(=O)CCSCc1ccco1,0.5384196234149253
CC1=C(C)C(C)CCC1,0.435080825775145
CCCC(=O)CC(=O)OCC,0.4472443049484453
CCCCCCCCCCCCC=O,0.3527942123020164
CC(C)=CCC/C(C)=C/COC=O,0.3584809035572153
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,0.5406681680928831
CCC(=O)Oc1c(C)occc1=O,0.6459384886308437
CCC(=O)OC/C=C(\C)CCC=C(C)C,0.4940232014998092
Cc1occc(=O)c1OC(=O)C(C)C,0.6725514491648407
CCCCC/C=C/C=O,0.3136771297906082
COc1cc(C2OCC(C)O2)ccc1O,0.8086215822584816
C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,0.6099016323727142
COc1ccc(C#N)cc1,0.5820968638734555
CCCC(=O)CC,0.5278529243600644
CCCCCCOC(=O)c1ccco1,0.5182740349627537
Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.6024742555825864
CCCCCC(=O)OCCc1ccccc1,0.5200366388566927
COc1ccc(CC(C)=O)cc1,0.6808180585462468
CC(C)=CCC/C(C)=C/CS,0.4834011585426736
CC(=O)C(=O)OCCC(C)C,0.455266347611953
COC(=O)c1ccccc1N=CC(C)Cc1ccc2c(c1)OCO2,0.6198793791773778
CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2,0.5423183056245103
CCCCCC/C=C/C=C/C=O,0.2453890120259163
COc1cc(/C=C/C(C)=O)ccc1O,0.7448950262252774
C=Cc1ccc(O)cc1,0.6008410434031132
O=C1CCSC1,0.4474078036436932
C/C=C(\C)C(=O)OCCC(C)C,0.4784700828070246
Cc1ccc(C)c(O)c1,0.5577043959706656
CC(=O)/C=C/C=C(\C)CCC=C(C)C,0.36741905553839255
CCCCCCC1OCCO1,0.5716058293123109
O=Cc1ccc2c(c1)OCO2,0.5645624802089623
CCCC/C=C/CCCCC(=O)OCCC(C)C,0.29818139941458843
CC/C=C\CCO,0.5304015629545965
CCCCCOC(=O)CCCC,0.4357325104642841
CC(C)=CCC/C(C)=C/C(=O)OCCC(C)C,0.375978376271481
CCCCCCC(C=O)=Cc1ccccc1,0.3783149204846917
CCCCCCOC(=O)C(C)(C)C,0.4867353790249742
CC(=O)OC1CCCCC1,0.5223901680877142
C/C=C/C(=O)C1C(C)=CCCC1(C)C,0.4830684055274861
C=CC(C)CCCC(C)(C)O,0.6067453673130337
COC1CC2CC1C1CC(C=O)CC21,0.6273425806619557
COc1ccccc1C=CC=O,0.500938838941861
CCOC(=O)CC(O)c1ccccc1,0.7415152651851784
COc1ccccc1C=O,0.5758164651185451
O=C(/C=C/c1ccccc1)OCCc1ccccc1,0.601208527308549
CC(=O)OC(C)(C)C1CCC(C)CC1,0.6370296236713389
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,0.5052741459050272
COc1cc(CCC(C)=O)ccc1O,0.7960919268233743
CC=Cc1ccc(OCC)c(O)c1,0.7707508429785386
C=C1C2CCC(C2)C1(C)C,0.4489829994043464
COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,0.5445844961611465
CC1CCC(C(C)(C)O)CC1,0.6183767256072951
Cc1c[nH]c2ccccc12,0.5649684553619617
C=C(C)C1CCC2=CCCC(C)C2(C)C1,0.5418461603175865
CC1=CCC2CC1C2(C)C,0.4489829994043464
CCCC1CCCC(=O)O1,0.5501289338495143
CC1(C)[C@H]2CC[C@](C)(O)[C@@H]1C2,0.5667995799649952
CCC1CCC(=O)O1,0.477026553758751
CC(C=O)c1ccccc1,0.5651412770367776
CCCCCCC(CO)C(C)=O,0.5973783841873339
Nc1ccccc1C(=O)OCCc1ccccc1,0.6610301369810663
C=C(C)CCCC(C)CCOC(=O)C(C)C,0.4623707203319199
CCOC(OCC)C1CC2CC1C1C=CCC21,0.5387381622957566
COC(CC(C)CCCC(C)(C)O)OC,0.6363512173520035
c1ccc(CCOC2CCCCC2)cc1,0.7281009211147891
CC1CCC(O)C(C(C)(C)C)C1,0.5924401747517201
CCC=C(C)C(=O)O,0.5511534679505163
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,0.7328150258875
CC(C)=C1CC[C@@H](C)CC1=O,0.4876480558987527
c1ccc2[nH]ccc2c1,0.5439155908694729
CCCCC1CCC(=O)O1,0.5622546064908507
CC(=O)C=CC1=C(C)CCCC1(C)C,0.6101503454772369
CC(C)=CCC/C(C)=C\COC(=O)C(C)C,0.5053258035908861
C=CCCCCCCCCCOC(C)=O,0.3121258554446429
CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,0.4963967535141174
CC(=O)OCCC(C)C,0.5422095914375367
CCCC(=O)OCCC(C)C,0.5740773887103613
CC(C)CCOC(=O)c1ccccc1O,0.7734538509905432
CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C)C2(C)C,0.6027050642944551
CCCC(C)C(=O)OCC,0.5638542074438334
CC(C)COC(=O)Cc1ccccc1,0.6847362487409066
CC(C)C=O,0.41938247962025627
CCC(C)c1ccc2ncccc2c1,0.6940132742839659
CCCCC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,0.6935057057171574
CCCCCCC(C(C)=O)C(=O)OCC,0.3542870553753225
CC(C)COC(=O)c1ccccc1O,0.7501787491095314
CC1=CC(C)C(CO)C(C)C1,0.574079469332121
C=C(C)c1ccc(O)c(OC)c1,0.7269926580745424
CC(=O)OC1CC(C)CCC1C(C)C,0.6374825410921272
CCCCCCC1=CCCC1=O,0.5728819936078952
CC=CC(=O)C1C(C)C=CCC1(C)C,0.4840253354436439
CCOC(=O)[C@@]12CCC[C@@H]1[C@H]1CC[C@@H]2C1,0.6521820288607074
CC1=CC2C3CC(CC3O)C2C1C,0.5638343022296688
CC(C)=CCC/C(C)=C/CO,0.6171312932317708
CCC/C=C\CCC(=O)OC,0.4506805795083157
CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,0.6063088335337007
COC(=O)CCSC,0.5366208511616725
CC(C)=CCCC(C)CCO,0.6067463726043824
CCOC(=O)CC(C)C,0.5422095914375367
C=CCCCCCCCCCO,0.4156644141078396
CCOC(=O)c1ccccc1NCC1CCC(C)=CC1C,0.6490483649932869
CC(=O)C1CC2C(C=C1C)C2(C)C,0.5642005371507472
C=C(C)[C@H]1CC=C(C)C(=O)C1,0.5247132375688095
CC(=O)OCCC1=CCC2CC1C2(C)C,0.5262782049717686
CCCCCCCCOC=O,0.4005435221238045
CC1=CCC(=C(C)C)CC1,0.4473055981770794
CC1CCC(CO)C(C)C1,0.5937956276622857
CCOCCC(C)CCC=C(C)C,0.43180653109623657
C#CC1(OC(C)=O)CCCCC1C(C)CC,0.5413579633666363
CC(C)c1ccc2ncccc2c1,0.6407616264021434
CC=C(C)C1CCC(C)(C)O1,0.5275760099171601
COCc1ccccc1,0.581144288935902
CC(=O)/C(C)=C/CC1CC=C(C)C1(C)C,0.5052741459050272
CC(C)CC(C)CCCC(C)O,0.6519448120286947
C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC,0.28035019139564865
CC(=O)C(C)O,0.4878577781338866
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,0.6027050642944551
CC(O)C(=O)O,0.4539359506472032
CC(C)O,0.4284047940316283
CC=Cc1ccc(OC(C)=O)c(OC)c1,0.5630448785130105
CCCCOC(=O)C(C)OC(=O)CCC,0.4825750418650874
Sc1ccccc1,0.4849033405149623
CC(C)c1ccc(CC=O)cc1,0.6241145045733395
c1ccc2scnc2c1,0.5397735725540235
CCCCS,0.4902529720666805
CC/C=C\CCOC(C)OCC,0.3337929951113648
O=C1CCCCCCCCCCOCCCCO1,0.6174897142006701
CCC(C)=O,0.4510508050249618
CCCCCC(=O)OCCCC,0.4357325104642841
CC(C)COC(=O)C(C)C,0.5648358693923418
CCCCC(CC)C1OCCO1,0.6342524830964149
CCCCOC(=O)C(C)CC,0.4533071851630799
CC1=CC(C)C(C=O)CC1,0.4006807578283752
CCCCOC(=O)CC,0.4277197407264159
CC(O)C(C)C(C)C(C)C(C)(C)C,0.7165911008970614
CCCCN,0.5124148721749513
CCCC=O,0.4443450475833798
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,0.6686858427701446
Cc1cccc(O)c1,0.5359354364287862
CCCCCCCCCCOC,0.480948163772471
Cc1ccccc1O,0.5359354364287862
CC(C=O)Cc1ccc2c(c1)OCO2,0.6847821336495544
CCCCCCCCCC(=O)O,0.570683149963468
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0.6642905673771476
CCCCCCC/C=C/C=O,0.3126611998648419
C=COCCCCCCCCCC,0.3633927158385184
CCCCCC=C1CCCC1=O,0.462573578953341
C=C(C)[C@@H]1CC=C(C)CC1,0.485034491559516
CCC(C)(O)CCCC(C)C,0.6518703976339252
C=CC(C)(O)CCC=C(C)C,0.6171290071333284
C=CC(C)(CCC=C(C)C)OC(C)=O,0.4981507139283784
C=CC(C)(CCC=C(C)C)OC(=O)CC,0.4940389783151374
CC(=O)C(=O)CC(C)C,0.5348670057058413
CC(C)(O)CCCC1=CCC(C=O)CC1,0.5593683378002619
CC/C=C\CCOC(=O)CCCCC,0.3389627114990167
CC1OC(C)C2Cc3ccccc3C2O1,0.646540742534793
CC(C)COC(=O)c1ccccc1N,0.590312419298587
Cc1cccc2ccccc12,0.5297256591150028
CCC(C)COC(C)=O,0.5422095914375367
C/C=C/C(=O)CCCC,0.5281836231420908
CCCCCCCCCCC(=O)O,0.5584875282599889
CSSC,0.4528402196875038
CSSSC,0.5209370868792046
COC1=C(C)OC(C)C1=O,0.5441538232273597
Cc1nccnc1C,0.4968937629812778
CC(C)[C@@H]1CC[C@@H](C)CC1=O,0.567161437022081
Cc1cnc(C)cn1,0.4968937629812778
