TGSC ID,Content Data Category,Content TGSC ID,Content Name,Content Header,Concentration %,Concentration Min %,Concentration Max %
1026601,rw,1445811,(E)-4-hexen-3-one,also (can) contains,,,
1026601,rw,1445821,(Z)-4-hexen-3-one,also (can) contains,,,
1026621,rw,1554801,(R)-1-hexen-3-ol,also (can) contains,,,
1026621,rw,1554811,(S)-1-hexen-3-ol,also (can) contains,,,
1026641,rw,1017731,(E)-2-hexen-1-ol,also (can) contains,,0.1,4.0
1026761,rw,1008541,hexanoic acid,also (can) contains,,2.0,3.0
1026761,rw,1451611,2-hexen-1-ol,also (can) contains,,2.0,3.0
1026811,rw,1027651,2-methyl decanal (aldehyde C-11 MOA),also (can) contains,,3.0,8.0
1026871,rw,1471551,(E)-3-hexen-1-yl propionate,also (can) contains,,0.1,3.0
1026901,rw,1476601,(E)-3-hexen-1-yl valerate,also (can) contains,,0.1,2.5
1027461,rw,1007331,acetoin,also (can) contains,,5.0,10.0
1027691,rw,1047041,methyl (E)-3-octenoate,also (can) contains,,5.0,6.0
1027741,rw,1037681,2-pentyl-1-buten-3-one,also (can) contains,7.0,,
1027821,rw,1436311,(E)-4-heptenal,also (can) contains,,0.1,7.0
1027921,rw,1452471,(Z)-2-nonenal,also (can) contains,,0.1,3.5
1027961,rw,1123831,(R)-1-penten-3-ol,also (can) contains,,,
1027961,rw,1123841,(S)-1-penten-3-ol,also (can) contains,,,
1028061,rw,1116191,(Z)-3-nonen-2-one,also (can) contains,,,
1028061,rw,1588121,(E)-3-nonen-2-one,also (can) contains,,,
1028121,rw,1001331,acetone,also (can) contains,,,
1028121,rw,1007401,isopropyl alcohol,also (can) contains,,,
1028121,rw,1551881,"(E,Z)-2,4-decadienal",also (can) contains,,,
1028121,rw,1552241,"(Z,Z)-2,4-decadienal",also (can) contains,,,
1028121,rw,1560181,"(Z,E)-2,4-decadienal",also (can) contains,,,
1028261,rw,1116221,(E)-4-hepten-1-ol,also (can) contains,,2.0,7.0
1028391,rw,1004341,(Z)-4-decenal,also (can) contains,,6.0,8.5
1028481,rw,1697921,(E)-3-hexen-1-yl phenyl acetate,also (can) contains,,,
1028771,rw,1374221,ethyl dehydrocyclogeranate,also (can) contains,,,
1028771,rw,1374231,ethyl dimethyl methylene cyclohexene carboxylate,also (can) contains,,,
1028801,rw,1000382,propylene glycol,also (can) contains,97.0,,
1029161,rw,1491201,ethyl furaneol,also (can) contains,,,
1029381,rw,1451381,(E)-4-hexen-1-ol,also (can) contains,,0.1,8.0
1030091,rw,1033552,neryl acetate,also (can) contains,,1.0,2.0
1030092,rw,1033551,neryl acetate,also (can) contains,,1.0,2.0
1030361,rw,1038261,dihydronootkatone,also (can) contains,,3.0,4.0
1030521,rw,1123871,"2,12-tridecadiene nitrile",also (can) contains,,,
1030521,rw,1548691,10-undecenal / cyanoacetatic acid,also (can) contains,,,
1030561,rw,1007872,linalool,also (can) contains,,6.0,8.0
1031091,rw,1400051,(Z)-2-hexen-1-yl acetate,also (can) contains,,5.0,6.0
1031551,rw,1596881,(E)-6-nonenal,also (can) contains,,5.0,10.0
1031571,rw,1452511,"(E,E)-2,6-nonadien-1-ol",also (can) contains,,0.1,5.0
1031611,rw,1038171,"(E,E)-2,6-nonadienal",also (can) contains,,0.1,9.0
1032331,rw,1072151,(E)-4-methyl cinnamaldehyde,also (can) contains,,,
1032651,rw,1007872,linalool,also (can) contains,,,
1032651,rw,1012172,citronellyl acetate,also (can) contains,,,
1032651,rw,1056361,"1,8-cineole",also (can) contains,,,
1032651,rw,1096941,pulegol,also (can) contains,,,
1033711,rw,1456671,woody amylene,also (can) contains,,,
1033711,rw,1456681,(E)-woody amylene,also (can) contains,,,
1033711,rw,1531741,"3,5,6,6-woody amylene",also (can) contains,,,
1033811,rw,1523031,"1,2-hyacinth acetal",also (can) contains,,,
1033811,rw,1548491,"1,3-hyacinth acetal",also (can) contains,,,
1033961,rw,1290131,"potassium (E,E)-sorbate",also (can) contains,,,
1034081,rw,1463591,propylene glycol stearate,also (can) contains,,,
1034091,rw,1009211,propyl alcohol,also (can) contains,,,
1034881,rw,1375191,(R)-tetrahydrofurfuryl acetate,also (can) contains,,,
1034881,rw,1375201,(S)-tetrahydrofurfuryl acetate,also (can) contains,,,
1035411,rw,1035721,bis(2-methyl-3-furyl) disulfide,also (can) contains,,,
1035441,rw,1527361,(E)-2-methyl-2-pentenal,also (can) contains,,,
1035771,rw,1008081,dimethyl disulfide,also (can) contains,25.0,,
1035771,rw,1021251,dipropyl trisulfide,also (can) contains,25.0,,
1035771,rw,1035611,dipropyl disulfide,also (can) contains,25.0,,
1035771,rw,1524971,methyl propyl sulfide,also (can) contains,25.0,,
1035911,rw,1554781,(R)-delta-nonalactone,also (can) contains,,,
1035911,rw,1554791,(S)-delta-nonalactone,also (can) contains,,,
1036041,rw,1045901,linoleic acid,also (can) contains,,,
1036041,rw,1045911,linolenic acid,also (can) contains,,,
1036091,rw,1477771,methyl linolenate,also (can) contains,52.0,,
1036141,rw,1060551,(Z)-2-undecenal,also (can) contains,,0.1,3.5
1036291,rw,1075431,(Z)-cherry pentenoate,also (can) contains,,,
1036291,rw,1075441,(E)-cherry pentenoate,also (can) contains,,,
1036341,rw,1075411,(Z)-2-methyl-3-pentenoic acid,also (can) contains,,,
1036341,rw,1075421,(E)-2-methyl-3-pentenoic acid,also (can) contains,,,
1036521,rw,1135351,(E)-4-hexenal,also (can) contains,,1.0,8.0
1036541,rw,1486991,3-mercaptopinane,also (can) contains,54.0,,
1036541,rw,1487941,10-mercaptopinane,also (can) contains,54.0,,
1036631,rw,1452111,2-octenyl acetate,also (can) contains,,,
1036641,rw,1623681,(Z)-3-octen-1-yl butyrate,also (can) contains,0.1,,
1036881,rw,1035721,bis(2-methyl-3-furyl) disulfide,also (can) contains,,0.0,3.0
1036891,rw,1554461,(S)-4-methyl nonanoic acid,also (can) contains,,,
1036891,rw,1554471,(R)-4-methyl nonanoic acid,also (can) contains,,,
1036901,rw,1554421,(S)-4-methyl octanoic acid,also (can) contains,,,
1036901,rw,1554431,(R)-4-methyl octanoic acid,also (can) contains,,,
1036931,rw,1583321,(E)-spicy acrolein,also (can) contains,,,
1037051,rw,1035611,dipropyl disulfide,also (can) contains,,0.0,2.0
1037051,rw,1035721,bis(2-methyl-3-furyl) disulfide,also (can) contains,,0.0,2.0
1037321,rw,1008311,methyl heptenone,also (can) contains,,5.0,10.0
1037561,rw,1597631,methyl (E)-3-nonenoate,also (can) contains,,,
1037641,rw,1052141,(E)-2-nonen-1-ol,also (can) contains,,0.1,7.0
1037791,rw,1048521,(-)-alpha-campholenic alcohol,also (can) contains,,,
1037791,rw,1509101,(+)-alpha-campholenic alcohol,also (can) contains,,,
1037801,rw,1594461,5-decenoic acid,also (can) contains,,,
1037801,rw,1594471,6-decenoic acid,also (can) contains,,,
1038051,rw,1116121,(E)-5-octenal,also (can) contains,,10.0,15.0
1038181,rw,1475191,glycerol 3-oxododecanoate,also (can) contains,,,
1038251,rw,1000382,propylene glycol,also (can) contains,99.0,,
1038251,rw,1035971,mesityl oxide,also (can) contains,99.0,,
1038281,rw,1026831,(E)-2-hexen-1-yl propionate,also (can) contains,,,
1038321,rw,1583811,"4,6-dimethyl-2-(1-methyl ethyl) dihydro-1,3,5-dithiazine",also (can) contains,,,
1039181,rw,1019322,dihydro-beta-ionone,also (can) contains,,,
1039181,rw,1028041,dihydro-alpha-ionone,also (can) contains,,,
1039911,rw,1077431,(+)-sec-butyl acetate,also (can) contains,,,
1039911,rw,1077441,(-)-sec-butyl acetate,also (can) contains,,,
1040181,rw,1005931,(Z)-3-hexen-1-ol,also (can) contains,,0.1,8.0
1040241,rw,1436191,3-hepten-1-ol,also (can) contains,,,
1040511,rw,1377751,"4-methylene-2,6-epoxydecane",also (can) contains,,,
1040511,rw,1491691,"2-butyl-3,6-dihydro-4,6-dimethyl-2H-pyran",also (can) contains,,,
1040751,rw,1042491,dihydromyrcenyl formate,also (can) contains,,40.0,60.0
1041371,rw,1077761,(S)-citronellyl senecioate,also (can) contains,,,
1041871,rw,1508111,"(E,Z)-tobacco cyclohexenone",also (can) contains,50.0,,
1041871,rw,1508301,"(E,E)-tobacco cyclohexenone",also (can) contains,50.0,,
1042281,rw,1026561,(E)-2-hexenal diethyl acetal,also (can) contains,,,
1043001,rw,1429361,"3-methyl-1-phenyl-2-hexene 1,5-epoxide",also (can) contains,,,
1043001,rw,1429371,"2,4-dimethyl-6-phenyl-1-oxacyclohex-3-ene",also (can) contains,,,
1043671,rw,1043681,2-ethyl hexanoic acid,also (can) contains,,0.1,4.0
1043991,rw,1002652,ethyl vanillin,also (can) contains,,,
1044551,rw,1095381,(Z)-2-hexenal,also (can) contains,,,
1044551,rw,1445941,2-hexenoic acid,also (can) contains,,,
1044551,rw,1552391,(E)-2-hexenal,also (can) contains,,,
1044651,rw,1698051,(E)-3-hexen-1-yl 2-ethyl butyrate,also (can) contains,,,
1044951,rw,1419321,(E)-5-tangerine acetate,also (can) contains,,,
1044951,rw,1613241,(Z)-5-tangerine acetate,also (can) contains,,,
1044952,rw,1419321,(E)-5-tangerine acetate,also (can) contains,,,
1044952,rw,1613241,(Z)-5-tangerine acetate,also (can) contains,,,
1045331,rw,1011971,(E)-alpha-methyl ionone (74-80%),also (can) contains,,15.0,45.0
1045331,rw,1429121,pseudomethyl ionone,also (can) contains,,15.0,45.0
1045331,rw,1445221,(E)-beta-methyl ionone,also (can) contains,,15.0,45.0
1045331,rw,1594731,alpha-isomethyl ionone (90% min.),also (can) contains,,15.0,45.0
1045521,rw,1020771,raspberry ketone,also (can) contains,,3.0,5.0
1047951,rw,1123071,(Z)-2-nonen-1-yl acetate,also (can) contains,,0.1,4.0
1048181,rw,1588091,(Z)-2-octen-1-ol,also (can) contains,,0.1,4.0
1048311,rw,1015001,cetyl acetate,also (can) contains,,2.0,3.0
1048311,rw,1359571,stearyl acetate,also (can) contains,,2.0,3.0
1048831,rw,1077831,(Z)-2-pentenoic acid,also (can) contains,,,
1051201,rw,1420031,(Z)-2-tridecen-1-ol,also (can) contains,,0.1,3.0
1051281,rw,1548661,trimethyl bicyclo-3-heptyl acrylonitrile,also (can) contains,,,
1051871,rw,1013911,(Z)-3-hexenal,also (can) contains,,,
1051871,rw,1444501,(E)-3-hexenal,also (can) contains,,,
1052141,rw,1037641,(Z)-2-nonen-1-ol,also (can) contains,,0.1,4.0
1052211,rw,1032741,beta-methyl ionone,also (can) contains,,5.0,20.0
1052211,rw,1045331,beta-isomethyl ionone,also (can) contains,,5.0,20.0
1052211,rw,1429121,pseudomethyl ionone,also (can) contains,,5.0,20.0
1052211,rw,1594731,alpha-isomethyl ionone (90% min.),also (can) contains,,5.0,20.0
1052861,rw,1452491,3-methyl-2-nonenoic acid,also (can) contains,,,
1054851,rw,1000371,dodecanal (aldehyde C-12 lauric),also (can) contains,,3.0,4.0
1056591,rw,1077411,(R)-2-butane thiol,also (can) contains,,,
1056591,rw,1077421,(S)-2-butane thiol,also (can) contains,,,
1056901,rw,1607841,"dextro,laevo-camphor",also (can) contains,,,
1058941,rw,1131221,tetrahydromyrcenyl acetate,also (can) contains,,,
1059301,rw,1019332,isopropyl myristate,also contains,75.0,,
1060921,rw,1015411,ethyl decanoate,also (can) contains,,37.0,44.0
1077521,rw,1384531,cinnamaldehyde diethyl acetal,also (can) contains,,,
1077561,rw,1017111,cinnamaldehyde dimethyl acetal,also (can) contains,,,
1080151,rw,1022991,ethyl (Z)-4-octenoate,also (can) contains,15.0,,
1085601,rw,1600541,rebaudioside A,also (can) contains,,,
1085611,rw,1600541,rebaudioside A,also (can) contains,,,
1085801,rw,1600541,rebaudioside A,also (can) contains,,,
1086521,rw,1600541,rebaudioside A,also (can) contains,,,
1086531,rw,1600541,rebaudioside A,also (can) contains,,,
1086551,rw,1600541,rebaudioside A,also (can) contains,,,
1086691,rw,1128601,"(Z,Z)-8,11-heptadecadienal",also contains,,,
1095381,rw,1552391,(E)-2-hexenal,also (can) contains,,,
1096691,rw,1531121,1-ethyl-3-methoxytricycloheptane,also (can) contains,,,
1097231,rw,1029541,water,also (can) contains,,49.0,51.0
1104871,rw,1020571,cedryl methyl ether,also (can) contains,,,
1106241,rw,1028881,butyl laevo-lactate,also (can) contains,,,
1106241,rw,1077461,butyl dextro-lactate,also (can) contains,,,
1106811,rw,1001672,benzyl benzoate,also (can) contains,,48.0,52.0
1120491,rw,1008151,"2,6-dimethyl pyrazine",also (can) contains,,,
1120721,rw,1302901,2-ethyl-6-methyl pyrazine,also (can) contains,,,
1120831,rw,1426491,"3,6-cocoa pyrazine",also contains,,,
1122481,rw,1381321,"2-propyl-3,6-dimethyl pyrazine",also (can) contains,,,
1122991,rw,1547641,6-methyl quinoxaline,also (can) contains,,,
1123131,rw,1350711,cinnamic acid,also (can) contains,,,
1124451,rw,1687981,C12-14 pareth-3,also (can) contains,,,
1130931,rw,1400051,(Z)-2-hexen-1-yl acetate,also (can) contains,0.1,,
1130941,rw,1031531,(Z)-5-octen-1-ol,also (can) contains,0.5,,
1131061,rw,1030911,benzyl laurate,also (can) contains,90.0,,
1131741,rw,1313121,ci 77510,also (can) contains,,,
1131991,rw,1547701,ethyl isopropyl bicycloheptene-2-carboxylate,also contains,,,
1135351,rw,1011071,hexanal (aldehyde C-6),also (can) contains,,16.0,20.0
1135351,rw,1036521,(Z)-4-hexenal,also (can) contains,,16.0,20.0
1135351,rw,1451541,3-hexen-1-ol,also (can) contains,,16.0,20.0
1135681,rw,1021251,dipropyl trisulfide,also (can) contains,,20.0,30.0
1135681,rw,1042421,diethyl trisulfide,also (can) contains,,20.0,30.0
1147941,rw,1691251,propane diol,also (can) contains,,,
1221691,rw,1665001,C8-18-benzalkonium chloride,also contains,,,
1234081,rw,1241951,"dextro,laevo-norvaline",also (can) contains,,,
1234081,rw,1253901,laevo-norvaline,also (can) contains,,,
1242611,rw,327691,ci 45380,also (can) contains,,,
1270841,rw,1026181,hexadecanol,also (can) contains,,8.0,9.0
1270841,rw,1155941,stearyl alcohol,also (can) contains,,8.0,9.0
1283911,rw,1283921,sodium tetraborate,also (can) contains,,,
1298301,rw,1655881,"3,6,9,12,15-pentaoxahentriacontan-1-ol",also contains,,,
1299331,rw,1131591,triglyceryl monooleate,also (can) contains,,,
1299451,rw,1572541,fatty acids C18-unsatd. dimers,also (can) contains,,,
1300021,rw,1697251,(Z)-3-methyl-5-cyclotetradecen-1-one,also (can) contains,,,
1300371,rw,1682141,cetyl glyceryl ether,also (can) contains,,,
1301021,rw,1687981,C12-14 pareth-3,also (can) contains,,,
1301031,rw,1687981,C12-14 pareth-3,also (can) contains,,,
1301261,rw,1362481,magnesium laevo-aspartate,also (can) contains,,,
1304691,rw,1254311,lanolin,also contains,,,
1305211,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1305231,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1305241,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1305441,rw,1299691,disodium monolauryl sulfosuccinate,also contains,,,
1307301,rw,1299851,ethoxylated C10-16 alcohols,also (can) contains,,,
1308051,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1308071,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1308211,rw,1321891,"hydrocarbons, C4, 1,3-butadiene-free, polymd., triisobutylene fraction, hydrogenated",also (can) contains,,,
1308211,rw,1456701,"2,2,4,6,6-pentamethyl heptane",also (can) contains,,,
1308981,rw,1687981,C12-14 pareth-3,also (can) contains,,,
1311591,rw,1315751,glyceryl hydrogenated rosinate,also (can) contains,,,
1315161,rw,1321541,hydrogenated microcrystalline wax,also contains,,,
1319061,rw,1306031,caprylic/capric triglyceride,also contains,,,
1337381,rw,1038141,filbert heptenone,also (can) contains,,,
1343341,rw,1029101,ethyl (E)-2-crotonate,also (can) contains,,,
1350711,rw,1003271,(E)-cinnamic acid,also (can) contains,,,
1350711,rw,1123131,(Z)-cinnamic acid,also (can) contains,,,
1358081,rw,1656041,"coconut oil monoglycerides, ethoxylated",also contains,,,
1365851,rw,1300211,glyceryl linoleate,also (can) contains,,,
1368261,rw,1573281,isotridecanol ethoxylated,also contains,,,
1368271,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1368291,rw,1573281,isotridecanol ethoxylated,also contains,,,
1368341,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1368351,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1369201,rw,1513281,butoxyethyl nicotinate,also (can) contains,,,
1369511,rw,1303801,stearyl ethylhexanoate,also contains,,,
1371821,rw,1010172,3-phenyl propyl alcohol,also contains,,,
1376441,rw,1383071,neryl 2-methyl butyrate,also (can) contains,,,
1376761,rw,1031911,2-methoxy-3-methyl pyrazine,also (can) contains,,75.0,85.0
1376761,rw,1464141,2-methoxy-6-methyl pyrazine,also (can) contains,,75.0,85.0
1376761,rw,1464151,2-methoxy-5-methyl pyrazine,also (can) contains,,75.0,85.0
1383021,rw,1044061,alpha-farnesene,also (can) contains,,,
1383851,rw,1006491,sandal hexanol,also (can) contains,,,
1384531,rw,1077521,(E)-cinnamaldehyde diethyl acetal,also (can) contains,,,
1395171,rw,1035131,mandarine undecenal,also (can) contains,,,
1395171,rw,1051501,8-undecenal,also (can) contains,,,
1407621,rw,1011712,vanillin,also (can) contains,,5.0,7.0
1416101,rw,1006491,sandal hexanol,also (can) contains,,,
1417571,rw,1008271,methyl (E)-cinnamate,also (can) contains,,,
1417571,rw,1096531,methyl (Z)-cinnamate,also (can) contains,,,
1417701,rw,1004921,(E)-cinnamyl nitrile,also (can) contains,,,
1418831,rw,1006041,(E)-alpha-damascone,also (can) contains,,92.0,99.0
1418831,rw,1418841,(Z)-alpha-damascone,also (can) contains,,92.0,99.0
1418951,rw,1014692,(E)-geranyl acetone,also (can) contains,,,
1418951,rw,1057181,neryl acetone,also (can) contains,,,
1422351,rw,1011712,vanillin,also (can) contains,,2.0,3.0
1426341,rw,1426351,(E)-marine hexane,also (can) contains,,,
1428051,rw,1041741,(E)-geranyl linalool,also (can) contains,,,
1435341,rw,1070331,(R)-tetrahydrofurfural,also (can) contains,,,
1435341,rw,1070391,(S)-tetrahydrofurfural,also (can) contains,,,
1438291,rw,1438371,heptyl (E)-crotonate,also (can) contains,,,
1442221,rw,1028291,rhubarb oxirane,also (can) contains,,,
1444501,rw,1013911,(Z)-3-hexenal,also (can) contains,,,
1445672,rw,1000881,(E)-beta-damascone,also (can) contains,,,
1445672,rw,1378861,(Z)-beta-damascone,also (can) contains,,,
1451991,rw,1004751,(Z)-6-nonen-1-ol,also (can) contains,,0.1,7.0
1453591,rw,1037651,"2,4-octadienal",also (can) contains,,,
1454701,rw,1027131,triacetin,also (can) contains,90.0,,
1456331,rw,1548321,(Z)-coconut decanone methyl,also (can) contains,,,
1459301,rw,1037301,(S)-campholene acetate,also (can) contains,,,
1459301,rw,1509091,(R)-campholenic acetate,also (can) contains,,,
1463591,rw,1034081,propylene glycol stearate,also (can) contains,,,
1464231,rw,1046991,2-methyl-3-(methyl thio) pyrazine,also (can) contains,,,
1464231,rw,1428161,2-methyl-5-(methyl thio) pyrazine,also (can) contains,,,
1484881,rw,1011712,vanillin,also (can) contains,,22.0,27.0
1484881,rw,1022291,hexylene glycol,also (can) contains,,22.0,27.0
1489991,rw,1118411,trans-3-tert-butyl cyclohexyl acetate,also (can) contains,,,
1489991,rw,1489981,cis-3-tert-butyl cyclohexyl acetate,also (can) contains,,,
1491201,rw,1029161,shoyu furanone,also (can) contains,,,
1495051,rw,1008081,dimethyl disulfide,also (can) contains,,7.0,8.0
1495051,rw,1042351,diethyl disulfide,also (can) contains,,7.0,8.0
1506631,rw,1130971,4-methyl cyclohexene,also (can) contains,,92.0,99.0
1506631,rw,1506511,3-methyl cyclohexene,also (can) contains,,92.0,99.0
1507851,rw,1034931,"5-ethyl-3,4,5,6-tetramethyl cyclohexen-2-one",also (can) contains,,,
1509221,rw,1563031,(-)-alpha-campholenic acid,also (can) contains,,,
1509221,rw,1622181,(+)-alpha-campholenic acid,also (can) contains,,,
1530131,rw,1003711,(+)-alpha-campholenic aldehyde,also (can) contains,,,
1530131,rw,1509511,(-)-alpha-campholenic aldehyde,also (can) contains,,,
1538191,rw,1048831,(E)-2-pentenoic acid,also (can) contains,,,
1538191,rw,1077831,(Z)-2-pentenoic acid,also (can) contains,,,
1547811,rw,1442161,"hexahydro-1',1',5',5'-tetramethyl-spiro(1,3-dioxolane-2,8'(5'H)-(2H-2,4a)methanonaphthalene)",also contains,,,
1548351,rw,1025831,benzaldehyde / methyl anthranilate schiff's base,also (can) contains,,,
1551511,rw,1007761,(E)-2-decenal,also (can) contains,,,
1552391,rw,1095381,(Z)-2-hexenal,also (can) contains,,0.1,8.0
1552551,rw,1102211,3-thiohexanol,also (can) contains,8.0,,
1552551,rw,1545851,passiflora acetate,also (can) contains,8.0,,
1553261,rw,1017301,musk dec-8-enone,also (can) contains,,,
1553261,rw,1547661,musk dec-7-enone,also (can) contains,,,
1576841,rw,1510671,"2,4,6-trimethyl dihydro-1,3,5-dithiazine",also (can) contains,,,
1576911,rw,1123711,(E)-methyl 1-propenyl sulfide,also (can) contains,46.0,,
1576911,rw,1124591,(Z)-methyl 1-propenyl sulfide,also (can) contains,46.0,,
1576991,rw,1035611,dipropyl disulfide,also (can) contains,,24.0,25.0
1576991,rw,1056681,butyl disulfide,also (can) contains,,24.0,25.0
1582131,rw,1419411,stearyl aldehyde,also (can) contains,,3.0,5.0
1582391,rw,1115741,(Z)-5-octen-2-one,also (can) contains,,,
1582391,rw,1548481,(E)-5-octen-2-one,also (can) contains,,,
1582631,rw,1043851,ethyl (E)-3-octenoate,also (can) contains,,60.0,90.0
1582631,rw,1433201,ethyl (Z)-3-octenoate,also (can) contains,,60.0,90.0
1582641,rw,1042351,diethyl disulfide,also (can) contains,,2.0,3.0
1582641,rw,1056681,butyl disulfide,also (can) contains,,2.0,3.0
1583191,rw,1102211,3-thiohexanol,also (can) contains,,5.0,6.0
1583611,rw,1302251,"6,7-dihydro-2,3-dimethyl-5H-cyclopentapyrazine",also (can) contains,,30.0,60.0
1584081,rw,1007901,"2-butyl-5- or 6-keto-1,4-dioxane",also (can) contains,,,
1584171,rw,1018712,dipropylene glycol,also (can) contains,90.0,,
1584291,rw,1584301,"(Z+E)-2,5-dimethyl-3-tetrahydrofuran thiol",also (can) contains,,,
1584311,rw,1383291,"(E+Z)-4,8-dimethyl-3,7-nonadien-2-ol",also (can) contains,,,
1586421,rw,1013411,delta-decalactone,also (can) contains,,47.0,49.0
1586421,rw,1284161,acetone glycerol,also (can) contains,,47.0,49.0
1586781,rw,1077791,hexyl thiocyanate,also (can) contains,,,
1590501,rw,1028241,(E)-2-heptenal,also (can) contains,,5.0,7.0
1590621,rw,1077961,(E)-decanal methyl enol ether,also (can) contains,52.0,,
1590621,rw,1078451,(Z)-decanal methyl enol ether,also (can) contains,52.0,,
1590631,rw,1007331,acetoin,also (can) contains,99.0,,
1590691,rw,1594111,(E)-2-heptyl cyclopropane carboxylic acid,also (can) contains,,,
1590691,rw,1594121,(Z)-2-heptyl cyclopropane carboxylic acid,also (can) contains,,,
1590721,rw,1000511,ethanol,also (can) contains,94.5,,
1590721,rw,1004691,ethyl acetate,also (can) contains,94.5,,
1590751,rw,1122971,"2-isobutyl-3,5-dimethyl pyrazine",also contains,,48.0,50.0
1593621,rw,1489681,4-methyl-2-methylene valeric acid,also (can) contains,,,
1593701,rw,1219581,ammonium formate,also (can) contains,,6.0,10.0
1593761,rw,1472431,sulfuryl propionate (ester),also (can) contains,,,
1593801,rw,1043191,dipropyl sulfide,also (can) contains,36.0,,
1593801,rw,1576781,"(±)-3,5-diethyl-1,2,4-trithiolane",also (can) contains,36.0,,
1593821,rw,1011252,alpha-terpineol,also (can) contains,,8.0,9.0
1593821,rw,1049441,piperitone,also (can) contains,,8.0,9.0
1593831,rw,1009081,"(E,E)-2,4-nonadienal",also (can) contains,,5.0,6.0
1593881,rw,1587131,"1,2-dihydroperillaldehyde",also (can) contains,,1.0,2.0
1594021,rw,1505671,hexanal diisoamyl acetal,also (can) contains,,25.0,27.0
1594021,rw,1586941,hexanal dihexyl acetal,also (can) contains,,25.0,27.0
1594091,rw,1039881,2-butenoic acid,also (can) contains,,3.0,5.0
1594231,rw,1023911,acetaldehyde dihexyl acetal,also (can) contains,,26.0,28.0
1594231,rw,1408161,acetaldehyde diisoamyl acetal,also (can) contains,,26.0,28.0
1594522,rw,1018712,dipropylene glycol,also (can) contains,80.0,,
1594661,rw,1119681,"(E,Z)-di-(1-propanyl) sulfide",also (can) contains,,,
1594661,rw,1119691,"(Z,Z)-di-(1-propanyl) sulfide",also (can) contains,,,
1594661,rw,1610771,"(E,E)-di-(1-propanyl) sulfide",also (can) contains,,,
1594701,rw,1011971,(E)-alpha-methyl ionone (74-80%),also (can) contains,,15.0,20.0
1594701,rw,1045331,beta-isomethyl ionone,also (can) contains,,15.0,20.0
1594701,rw,1429121,pseudomethyl ionone,also (can) contains,,15.0,20.0
1594701,rw,1445221,(E)-beta-methyl ionone,also (can) contains,,15.0,20.0
1594711,rw,1011971,(E)-alpha-methyl ionone (74-80%),also (can) contains,,12.0,22.0
1594711,rw,1045331,beta-isomethyl ionone,also (can) contains,,12.0,22.0
1594711,rw,1429121,pseudomethyl ionone,also (can) contains,,12.0,22.0
1594711,rw,1445221,(E)-beta-methyl ionone,also (can) contains,,12.0,22.0
1594721,rw,1011971,(E)-alpha-methyl ionone (74-80%),also (can) contains,,1.0,10.0
1594721,rw,1045331,beta-isomethyl ionone,also (can) contains,,1.0,10.0
1594721,rw,1429121,pseudomethyl ionone,also (can) contains,,1.0,10.0
1594721,rw,1445221,(E)-beta-methyl ionone,also (can) contains,,1.0,10.0
1594731,rw,1011971,(E)-alpha-methyl ionone (74-80%),also (can) contains,,0.1,5.0
1594731,rw,1045331,beta-isomethyl ionone,also (can) contains,,0.1,5.0
1594731,rw,1429121,pseudomethyl ionone,also (can) contains,,0.1,5.0
1594731,rw,1445221,(E)-beta-methyl ionone,also (can) contains,,0.1,5.0
1595381,rw,1464141,2-methoxy-6-methyl pyrazine,also (can) contains,,,
1595381,rw,1464151,2-methoxy-5-methyl pyrazine,also (can) contains,,,
1596191,rw,1045331,beta-isomethyl ionone,also (can) contains,,12.0,16.0
1596191,rw,1429121,pseudomethyl ionone,also (can) contains,,12.0,16.0
1596191,rw,1445221,(E)-beta-methyl ionone,also (can) contains,,12.0,16.0
1596191,rw,1594731,alpha-isomethyl ionone (90% min.),also (can) contains,,12.0,16.0
1596201,rw,1045331,beta-isomethyl ionone,also (can) contains,,14.0,20.0
1596201,rw,1429121,pseudomethyl ionone,also (can) contains,,14.0,20.0
1596201,rw,1445221,(E)-beta-methyl ionone,also (can) contains,,14.0,20.0
1596201,rw,1594731,alpha-isomethyl ionone (90% min.),also (can) contains,,14.0,20.0
1597591,rw,1077781,(E)-ethyl alpha-acetyl cinnamate,also (can) contains,,,
1597591,rw,1429791,(Z)-ethyl alpha-acetyl cinnamate,also (can) contains,,,
1602821,rw,1052291,peony alcohol,also (can) contains,50.0,,
1607041,ex,1388361,beta vulgaris rapacea extract,also (can) contains,,,
1607041,ex,1388371,beta vulgaris altissima root extract,also (can) contains,,,
1607351,rw,1033901,polysorbate 80,also contains,,,
1607371,rw,1033901,polysorbate 80,also contains,,,
1607381,rw,1033901,polysorbate 80,also contains,,,
1607391,rw,1033901,polysorbate 80,also contains,,,
1607401,rw,1033901,polysorbate 80,also contains,,,
1607831,rw,1037341,disodium 5'-guanylate,also (can) contains,,,
1611771,rw,1600541,rebaudioside A,also (can) contains,,,
1612111,rw,1284351,starch food,also contains,,,
