Stimulus,TGSC ID,CID,Concentration %,Solvent
74513-58-9,1034051,5270647,100.0,
7452-79-1,1004871,24020,10.0,dipropylene glycol
74568-05-1,1555321,441644,100.0,
74568-06-2,1555331,10154345,100.0,
74585-00-5,1577081,21885377,,
74595-94-1,1545911,46941523,0.1,propylene glycol
7460-74-4,1048981,81964,100.0,
74758-91-1,1468521,173312,,
74758-93-3,1498431,3018539,0.1,propylene glycol
74775-06-7,1360031,156820,100.0,
74811-65-7,1607591,6328154,100.0,
74867-43-9,1554881,12619485,,
7487-88-9,1256141,24083,100.0,
7492-37-7,1011781,5463905,100.0,
7492-39-9,1011811,22235151,100.0,
7492-41-3,1012681,6432696,100.0,
7492-44-6Z,1013171,5853596,100.0,
7492-45-7,1013301,73555259,100.0,
7492-65-1,1015501,522567,100.0,
7492-66-2,1002571,24113,100.0,
7492-67-3,1016771,61401,10.0,dipropylene glycol
7492-69-5,1011911,61402,10.0,dipropylene glycol
7492-70-8,1007441,24114,100.0,
7493-57-4,1018151,61403,100.0,
7493-58-5,1032821,24115,1.0,dipropylene glycol
7493-59-6,1035121,61404,1.0,dipropylene glycol
7493-63-2,1002291,24116,100.0,
7493-65-4,1002551,61405,100.0,
7493-66-5,1002601,61406,100.0,
7493-68-7,1002771,61407,100.0,
7493-69-8,1027771,61408,1.0,dipropylene glycol
7493-71-2,1003011,5364729,100.0,
7493-72-3,1002841,61410,100.0,
7493-74-5,1028371,24117,100.0,
7493-75-6,1408831,6435833,100.0,
7493-76-7,1003051,61412,100.0,
7493-78-9Z,1012531,6433507,100.0,
7493-79-0Z,1003351,6435834,100.0,
7493-80-3Z,1003381,6435835,100.0,
7493-82-5,1003581,61415,100.0,
7495-84-3,1041641,24120,,
74962-98-4,1051201,5364949,100.0,
74962-99-5,1420031,5364998,100.0,
75-04-7,1245941,6341,0.01,propylene glycol
75-07-0,1019471,177,0.1,propylene glycol
75-08-1,1242961,6343,0.01,propylene glycol
75-18-3,1022341,1068,0.1,propylene glycol
75-31-0,1252851,6363,0.1,propylene glycol
75-33-2,1049571,6364,0.01,ethyl alcohol
75-50-3,1009301,1146,0.01,propylene glycol
75-56-9,1279141,6378,100.0,
75-65-0,1047291,6386,,
75-66-1,1056611,6387,,
75-85-4,1046561,6405,,
7500-42-7,1535881,101115,100.0,
75039-84-8,1420041,5365004,100.0,
7511-41-3,1555071,135309,1.0,propylene glycol
75147-23-8,1004001,166450,1.0,dipropylene glycol
75166-30-2,1557701,1715213,100.0,
75166-31-3,1557711,1549660,100.0,
7533-07-5,1583681,5324797,0.1,propylene glycol
7540-51-4,1057001,7793,100.0,
7540-53-6,1015841,61416,100.0,
7541-49-3,1002361,145386,100.0,
7549-33-9,1033771,61417,100.0,
7549-37-3,1003451,24191,100.0,
7549-41-9,1006861,61418,1.0,
75490-39-0,1104181,156605,100.0,
7554-12-3,1421041,24197,100.0,
7558-63-6,1410711,24200,100.0,
7558-79-4,1099961,24203,100.0,
7558-80-7,1283711,23672064,100.0,
75587-05-2,1600601,6432923,100.0,
75587-06-3,1587301,53411110,100.0,
7563-33-9,1010471,61419,100.0,
75631-91-3,1595311,53471638,0.1,propylene glycol
75640-26-5,1428841,3018936,100.0,
75832-79-0,1552311,19802217,100.0,
7585-39-9,1041811,24238,100.0,
75853-49-5,1419541,3018619,1.0,propylene glycol
759-05-7,1047091,49,,
7598-60-9,1600591,348502,,
76-09-5,1032191,6425,100.0,
76-22-2,1056901,2537,10.0,dipropylene glycol
76-49-3,1106081,6448,100.0,
76-50-6,1106181,23623651,100.0,
7601-54-9,1283731,24243,100.0,
762-29-8,1036181,61206,100.0,
76238-22-7,1047961,5363389,100.0,
763-32-6,1046571,12988,,
7631-99-4,1099941,24268,100.0,
7632-50-0,1410461,6435836,100.0,
764-39-6,1457931,12993,1.0,dipropylene glycol
764-40-9,1035541,61208,1.0,dipropylene glycol
76426-35-2,1127121,11196546,,
765-05-9,1007771,12999,100.0,
765-70-8,1012711,61209,10.0,dipropylene glycol
765-87-7,1145191,13006,10.0,dipropylene glycol
7651-02-7,1299251,62109,100.0,
766-92-7,1037001,13016,0.1,propylene glycol
7664-38-2,1033561,1004,10.0,water
7664-41-7,1097731,222,0.1,water
76649-14-4,1004831,42538,1.0,dipropylene glycol
76649-16-6,1004361,5362583,100.0,
76649-17-7,1017781,6441873,10.0,dipropylene glycol
76649-22-4,1049531,173534,100.0,
76649-23-5,1049551,173535,100.0,
76649-24-6,1018121,173536,,
76649-25-7,1383241,42011,1.0,dipropylene glycol
76649-26-8,1027881,6429325,100.0,
76788-46-0,1037141,5362584,0.1,dipropylene glycol
77-42-9,1377041,5281532,100.0,
77-53-2,1003031,65575,100.0,
77-54-3,1002481,6482,100.0,
77-70-3,1470051,101536,10.0,dipropylene glycol
77-74-7,1040311,6493,1.0,dipropylene glycol
77-83-8,1001601,6501,100.0,
77-89-4,1009561,6504,100.0,
77-90-7,1018731,6505,100.0,
77-92-9,1000441,311,100.0,
77-93-0,1012771,6506,100.0,
77-94-1,1024391,6507,100.0,
770-85-4,1016831,285462,,
7704-34-9,1285181,402,100.0,
7704-73-6,1303191,10197734,100.0,
771-03-9,1529191,10623,100.0,
77105-51-2,1597131,518791,,
77105-53-4,1597171,71587283,,
77118-93-5,1046471,89463,100.0,
77134-01-1,1020731,5315912,100.0,
77171-55-2,1452521,6432706,100.0,
77189-02-7,1305871,12867949,100.0,
7720-78-7,1608181,24393,100.0,
7722-88-5,1034701,24403,100.0,
77311-02-5,1583261,53654,0.1,propylene glycol
77311-06-9,1118681,18000835,0.1,propylene glycol
77311-07-0,1117721,19782729,0.1,propylene glycol
7732-18-5,1029541,962,100.0,
77341-67-4,1450761,11219061,5.0,
774-48-1,1411841,69884,100.0,
774-55-0,1545871,69885,100.0,
774-64-1,1428301,6433214,100.0,
7756-96-9,1028631,24433,100.0,
7757-79-1,1099621,24434,100.0,
7757-86-0,1311391,123955,100.0,
7757-87-1,1301301,24439,100.0,
7758-05-6,1099591,23665710,100.0,
7758-87-4,1607071,24456,100.0,
7764-50-3,1031221,24473,100.0,
7774-44-9,1017541,287439,100.0,
7774-47-2,1018671,10608036,100.0,
7774-60-9,1019821,11830590,100.0,
7774-65-4,1034861,522673,100.0,
7774-73-4,1551621,82202,0.01,propylene glycol
7774-74-5,1057671,522674,0.1,dipropylene glycol
7774-79-0,1035011,5463908,1.0,dipropylene glycol
7774-82-5,1005061,62653,1.0,dipropylene glycol
7774-96-1,1023541,5463909,100.0,
7775-00-0,1034191,62654,100.0,
7775-38-4,1032221,346286,100.0,
7775-39-5,1032201,569214,100.0,
7778-18-9,1098211,24497,100.0,
7778-53-2,1099661,62657,100.0,
7778-77-0,1278271,516951,100.0,
7778-87-2,1034131,229377,1.0,
7778-96-3,1034391,16204529,100.0,
7779-07-9,1424291,5463910,100.0,
7779-16-0,1017361,24510,100.0,
7779-23-9,1030571,564550,100.0,
7779-30-8,1052211,61071,10.0,dipropylene glycol
7779-41-1,1018261,24513,10.0,dipropylene glycol
7779-50-2,1451741,3591866,10.0,dipropylene glycol
7779-54-6,1033241,12678469,100.0,
7779-65-9,1021111,62660,100.0,
7779-66-0,1003501,68968644,10.0,dipropylene glycol
7779-67-1,1003521,538506,100.0,
7779-70-6,1004061,522676,100.0,
7779-72-8,1005741,537682,100.0,
7779-73-9,1012821,60968,100.0,
7779-75-1,1013091,522677,10.0,dipropylene glycol
7779-77-3,1008001,24515,100.0,
7779-78-4,1013741,62661,100.0,
7779-80-8,1013481,24516,100.0,
7779-81-9,1009371,5367807,100.0,
7779-94-4,1027481,5463911,100.0,
7782-75-4,1256011,16204530,100.0,
7783-06-4,1038291,402,,
7783-20-2,1097761,24538,,
7784-67-0,1023521,5382490,100.0,
7784-98-7,1032751,5463913,100.0,
7785-26-4,1108601,440968,10.0,dipropylene glycol
7785-33-3,1025011,5367785,10.0,dipropylene glycol
7785-53-7,1508221,442501,100.0,
7785-63-9,1459581,6430804,100.0,
7785-64-0,1039941,5364789,100.0,
7785-66-2,1013981,5352450,100.0,
7785-70-8,1137311,82227,10.0,dipropylene glycol
7785-88-8,1611161,3032541,100.0,
77851-07-1,1022531,166500,100.0,
7786-29-0,1032811,24583,100.0,
7786-44-9,1383231,34134,0.1,dipropylene glycol
7786-47-2,1033321,5463914,100.0,
7786-48-3,1033301,589365,100.0,
7786-58-5,1033411,228769,100.0,
7786-61-0,1005101,332,0.1,dipropylene glycol
7786-67-6,1449811,24585,10.0,dipropylene glycol
7787-20-4,1044071,82229,100.0,
7787-59-9,1224751,6328152,100.0,
7789-80-2,1098121,24619,,
7790-53-6,1610731,16133895,100.0,
7790-76-3,1227001,24632,100.0,
7791-13-1,1230901,24643,100.0,
77923-74-1,1033211,14931226,10.0,dipropylene glycol
78-35-3,1023421,6532,100.0,
78-36-4,1030551,62321,100.0,
78-37-5,1023431,5355858,100.0,
78-40-0,1292631,6535,,
78-59-1,1036811,6544,0.1,propylene glycol
78-69-3,1007851,6548,100.0,
78-70-6,1007871,6549,100.0,
78-81-9,1045141,6558,0.1,propylene glycol
78-83-1,1028231,6560,10.0,dipropylene glycol
78-84-2,1006831,6561,0.1,dipropylene glycol
78-85-3,1257401,6562,0.01,dipropylene glycol
78-92-2,1012951,6568,10.0,dipropylene glycol
78-93-3,1007581,6569,1.0,dipropylene glycol
78-94-4,1260571,6570,100.0,
78-96-6,1043411,4,0.1,propylene glycol
78-98-8,1034251,880,1.0,propylene glycol
78053-99-3,1635541,10702081,,
78183-56-9,1660341,447765,,
78246-20-5,1639951,528135,,
78417-28-4,1582601,3018771,10.0,dipropylene glycol
78503-09-0,1118541,57658745,,
78649-62-4,1027491,166504,100.0,
78761-38-3,1106441,5355850,100.0,
78761-39-4,1106421,5355254,100.0,
78989-37-4,1022981,5352799,100.0,
79-09-4,1001661,1032,0.1,propylene glycol
79-14-1,1248541,757,100.0,
79-20-9,1032001,6584,10.0,dipropylene glycol
79-31-2,1002281,6590,1.0,propylene glycol
79-33-4,1107811,107689,,
79-42-5,1028751,62326,0.01,propylene glycol
79-63-0,1300951,6606,100.0,
79-69-6,1006691,5371002,10.0,dipropylene glycol
79-70-9,1021631,5375215,10.0,dipropylene glycol
79-76-5,1035361,5363741,100.0,
79-77-6,1131301,6433147,10.0,dipropylene glycol
79-78-7E,1019831,5365976,10.0,dipropylene glycol
79-89-0,1045331,5372195,10.0,dipropylene glycol
79-92-5,1006291,6616,10.0,dipropylene glycol
79044-50-1,1697041,45086247,10.0,dipropylene glycol
79646-41-6,1554861,6994068,,
796857-79-9,1590681,9964407,0.1,propylene glycol
79893-63-3,1456301,22219099,10.0,dipropylene glycol
79915-74-5,1381941,166517,100.0,
79930-37-3,1590621,6365701,100.0,
80-05-7,1224891,6623,100.0,
80-25-1,1399001,6631,100.0,
80-26-2,1011271,111037,100.0,
80-54-6,1008611,6652,100.0,
80-56-8,1006351,6654,10.0,dipropylene glycol
80-57-9,1028081,29025,100.0,
80-59-1,1010371,125468,10.0,dipropylene glycol
80-62-6,1260051,6658,0.1,dipropylene glycol
80-71-7,1064211,6660,1.0,dipropylene glycol
8000-41-7,1311481,17100,100.0,
80041-00-5,1552341,11094871,,
80041-01-6,1552351,11084123,,
8007-35-0,1375491,6632,100.0,
80118-06-5,1028271,3018907,10.0,dipropylene glycol
8013-90-9,1006551,26955,10.0,dipropylene glycol
80183-38-6,1558091,7168192,10.0,dipropylene glycol
8024-27-9,1594851,547972,100.0,
80417-97-6,1038101,3018936,100.0,
80449-58-7,1408441,6440618,100.0,
80466-34-8,1440861,8901,1.0,dipropylene glycol
80480-24-6,1003921,166523,100.0,
8050-09-7,1280721,15379203,100.0,
8061-52-7,1298161,24711,100.0,
80657-64-3,1006971,157343,100.0,
80722-28-7,1065761,6428985,,
80748-58-9,1416101,17824126,100.0,
80858-47-5,1006461,166527,100.0,
80863-62-3,1002231,64763,,
80866-83-7S,1033791,7017232,100.0,
80957-74-0,1600471,6428985,,
81-07-2,1281441,5143,100.0,
81-14-1,1008691,6669,10.0,benzyl benzoate
81-15-2,1008751,62329,10.0,benzyl benzoate
81018-77-1,1552361,91748853,,
813-94-5,1098071,13136,100.0,
81397-67-3,1408781,6537490,100.0,
814-80-2,1098131,13144,100.0,
815580-59-7,1690851,12082921,1.0,dipropylene glycol
816-66-0,1047101,70,,
817-88-9,1584311,549663,100.0,
81752-33-2,1366981,9910684,100.0,
81752-87-6,1590031,11095260,10.0,dipropylene glycol
81782-77-6,1003761,6441135,100.0,dipropylene glycol
81783-01-9,1131061,6432934,10.0,dipropylene glycol
81786-73-4,1033711,20836197,100.0,
81787-06-6,1002411,21909238,100.0,
818-49-5,1444361,98346,,
818-57-5,1586231,543664,10.0,dipropylene glycol
81836-17-1,1442631,44145973,,
81925-81-7,1038141,517791,1.0,dipropylene glycol
821-41-0,1044591,69963,10.0,dipropylene glycol
821-55-6,1008331,13187,100.0,
82185-41-9,1039461,522771,100.0,
82297-64-1,1031951,5803450,10.0,dipropylene glycol
823-22-3,1026381,13204,100.0,
82356-51-2,1024781,9834606,10.0,dipropylene glycol
82461-14-1,1043021,113514,10.0,dipropylene glycol
825-51-4SSS,1018221,11862776,100.0,
82654-98-6,1038461,5084146,100.0,
82784-84-7,1004071,6441136,1.0,dipropylene glycol
828-26-2,1036401,13233,0.1,dipropylene glycol
828300-39-6,1555191,9793841,0.1,propylene glycol
83-34-1,1006331,6736,0.1,dipropylene glycol
83-66-9,1008671,6753,10.0,benzyl benzoate
831213-72-0,1593791,11264633,,
83150-77-0,1506811,10877566,0.1,dipropylene glycol
83334-93-4,1597501,71587306,,
83418-53-5,1103481,131751267,0.1,propylene glycol
83418-54-6,1593911,131751266,0.1,propylene glycol
83469-85-6,1583231,12762300,100.0,
83783-86-2,1056391,6365867,100.0,
83861-74-9,1552371,205986,0.1,propylene glycol
83926-73-2,1585801,14434313,100.0,
84-61-7,1061401,6777,100.0,
84-66-2,1004351,6781,100.0,
84-74-2,1018721,3026,100.0,
84-80-0,1296981,5280483,100.0,
84012-64-6,1041981,158410,100.0,
84029-92-5Z,1020471,20839505,100.0,
84029-93-6,1003961,163400,100.0,
84060-80-0,1498571,16220109,100.0,
84110-41-8,1511931,16205456,10.0,
84168-28-5,1130101,15101542,100.0,
84254-87-5,1015521,6432955,100.0,
84434-18-4,1027701,163414,10.0,propylene glycol
84434-20-8,1468641,6365957,100.0,
84434-65-1,1473041,22757845,1.0,
84560-00-9,1456791,3019960,10.0,dipropylene glycol
84605-08-3,1304521,3024804,100.0,
84642-56-8,1449871,3020011,10.0,dipropylene glycol
84642-57-9,1507711,3020012,10.0,dipropylene glycol
84642-60-4,1036641,5362591,10.0,dipropylene glycol
84642-61-5,1012961,529253,10.0,propylene glycol
84681-92-5,1043581,163418,1.0,dipropylene glycol
84697-09-6Z,1039601,6432962,100.0,
847144-75-6,1697241,15511119,100.0,
847565-09-7,1597431,56969824,100.0,
84788-08-9,1029421,119922,10.0,dipropylene glycol
84861-79-0,1367491,117444,100.0,
85-32-5,1584031,6804,100.0,
85-70-1,1226031,6819,100.0,
85-91-6,1004391,6826,100.0,
85136-10-3,1043081,3020401,100.0,
851669-60-8,1596151,57527964,,
851670-40-1,1102091,57527814,,
851768-51-9,1662361,11332546,,
851768-52-0,1597181,11263567,,
85180-66-1,1521501,5273467,100.0,
85248-56-2,1618321,11745805,100.0,
852997-30-9,1597101,46779104,0.1,propylene glycol
85351-07-1,1020011,11970928,1.0,dipropylene glycol
85392-03-6,1594461,53400879,,
85392-04-7,1594471,53401195,10.0,propylene glycol
85392-06-9,1597321,6441974,10.0,dipropylene glycol
85407-25-6,1597151,21999737,,
85508-08-3,1446151,6366072,100.0,
85554-72-9,1546281,5365136,,
85586-67-0,1298341,174490,100.0,
85761-70-2,1552391,5281168,0.1,dipropylene glycol
86-26-0,1046391,6835,100.0,
866-84-2,1352921,13344,100.0,
86702-81-0,1619121,6428785,,
868-18-8,1303591,13355,100.0,
868-57-5,1004861,13357,10.0,dipropylene glycol
86803-90-9,1006071,163529,100.0,
86849-52-7,1630991,21251947,,
87-05-8,1046751,66595,100.0,
87-19-4,1006891,6873,10.0,dipropylene glycol
87-20-7,1006771,6874,100.0,
87-22-9,1010131,62332,100.0,
87-25-2,1014531,6877,100.0,
87-29-6E,1015441,5284369,100.0,
87-41-2,1274731,6885,100.0,
87-44-5,1060851,5281515,100.0,
87-55-8,1471771,66600,100.0,
87-69-4,1034811,444305,100.0,
87-99-0,1297141,6912,100.0,
870-23-5,1002801,13367,0.1,propylene glycol
87061-04-9,1038341,5362595,100.0,
871-22-7,1038491,79117,10.0,dipropylene glycol
87118-95-4,1007661,15219341,100.0,
871465-49-5,1066191,11658397,10.0,dipropylene glycol
873-64-3,1576961,522877,0.01,propylene glycol
87310-12-1,1453041,522874,100.0,
873888-84-7,1697071,67480810,100.0,
874-90-8,1005651,70129,10.0,dipropylene glycol
87641-23-4,1018191,3086255,100.0,
87641-24-5,1018211,163546,10.0,dipropylene glycol
877-60-1Z,1590731,11665469,100.0,
87731-18-8,1059431,5463762,10.0,dipropylene glycol
87745-65-1,1013161,5463946,10.0,dipropylene glycol
88-09-5,1021031,6915,10.0,propylene glycol
88-14-2,1040161,6919,,
88-15-3,1038531,6920,100.0,
88-29-9,1009511,6930,10.0,dipropylene glycol
88-41-5,1002461,62334,100.0,
88-60-8,1013201,6937,0.1,dipropylene glycol
88-69-7,1036321,6943,0.1,propylene glycol
88-84-6,1012371,6949,100.0,
880-36-4,1048281,70153,1.0,dipropylene glycol
881-68-5,1035181,61229,100.0,
882-33-7,1021211,13436,0.1,propylene glycol
88270-38-6,1555251,11378500,10.0,dipropylene glycol
88497-17-0,1116601,6428546,0.01,propylene glycol
88642-03-9,1553261,53750858,100.0,
88644-30-8,1116441,534931,100.0,
888021-82-7,1594641,20656016,0.1,dipropylene glycol
89-43-0,1004281,98118,50.0,dipropylene glycol
89-46-3RSR,1031311,6970,100.0,
89-47-4,1031331,78941,100.0,
89-48-5,1046271,220674,100.0,
89-49-6,1252911,494311,10.0,
89-65-6,1019901,54675810,100.0,
89-71-4,1258521,33094,100.0,
89-74-7,1019791,6985,10.0,dipropylene glycol
89-78-1,1029671,1254,10.0,dipropylene glycol
89-79-2,1014351,7057942,10.0,dipropylene glycol
89-80-5,1398981,6986,10.0,dipropylene glycol
89-81-6,1049441,6987,10.0,dipropylene glycol
89-82-7,1006501,442495,100.0,
89-83-8,1019911,6989,1.0,dipropylene glycol
89-86-1,1097221,1491,100.0,
89079-92-5,1427111,20268659,10.0,dipropylene glycol
891781-90-1,1594561,71587848,100.0,
89534-38-3,1593951,6430878,0.1,propylene glycol
89534-74-7,1590561,5362832,0.1,propylene glycol
896447-13-5,1594021,57355543,100.0,
896447-14-6,1594061,66695403,10.0,dipropylene glycol
897672-50-3,1593741,71587851,100.0,
89780-06-3,1020431,174766,100.0,
89896-73-1,1637781,56018,10.0,dipropylene glycol
90-02-8,1028641,6998,10.0,dipropylene glycol
90-05-1,1032271,460,1.0,dipropylene glycol
90-12-0,1008021,7002,1.0,dipropylene glycol
90-17-5,1002671,7007,10.0,dipropylene glycol
90-42-6,1012911,7016,100.0,
90-80-2,1234591,7027,100.0,
90-87-9,1000031,62336,100.0,
9000-07-1,1607341,71597331,100.0,
9000-11-7,1008421,24748,100.0,
9002-92-0,1067721,24750,100.0,
9002-93-1,1007491,5590,,
9003-13-8,1359861,24752,100.0,
9003-73-0,1049481,22311,100.0,
9004-67-5,1032661,51063134,100.0,
9004-98-2,1054201,5364713,100.0,
9004-99-3,1097891,24762,100.0,
9005-00-9,1053581,75050,100.0,
9005-08-7,1304971,16211945,100.0,
9005-32-7,1097561,6850754,100.0,
9005-35-0,1004541,44630049,100.0,
9005-36-1,1302431,91886355,100.0,
9005-65-6,1033901,5281955,100.0,
9005-67-8,1033891,24832100,100.0,
90180-88-4,1554921,7162055,0.1,propylene glycol
90180-89-5,1555001,6951716,0.1,propylene glycol
90180-90-8,1554931,7162054,0.1,dipropylene glycol
90180-91-9,1555011,6951715,,
90201-28-8,1470791,3021670,0.1,propylene glycol
9035-85-2,1359771,165753,100.0,
90397-36-7,1594601,57090934,10.0,dipropylene glycol
90397-38-9,1031271,163588,100.0,
904295-77-8,1021941,6435826,1.0,dipropylene glycol
90530-04-4,1051161,53756778,100.0,
906079-63-8,1597231,46779102,,
90731-56-9,1593751,71587339,0.1,propylene glycol
91-01-0,1022151,7037,100.0,
91-10-1,1017771,7041,1.0,dipropylene glycol
91-16-7,1040471,7043,1.0,dipropylene glycol
91-20-3,1268211,931,10.0,benzyl benzoate
91-22-5,1009431,7047,1.0,triacetin
91-50-9,1025271,101555,50.0,dipropylene glycol
91-51-0,1006301,64807,50.0,dipropylene glycol
91-57-6,1179161,7055,1.0,dipropylene glycol
91-60-1,1035811,7058,0.1,propylene glycol
91-61-2,1010351,66678,1.0,dipropylene glycol
91-62-3,1026411,7059,1.0,dipropylene glycol
91-64-5,1003831,323,10.0,dipropylene glycol
91-87-2Z,1003331,6378927,100.0,
91052-70-9,1038181,92036167,100.0,
91052-71-0,1038201,92036168,100.0,
91052-72-1,1038211,91996704,100.0,
91069-39-5,1537621,18598146,1.0,dipropylene glycol
91069-40-8,1537631,18598146,1.0,dipropylene glycol
91212-78-1,1662181,53761233,100.0,
91418-25-6,1590741,5365819,100.0,
91482-37-0,1044951,76722,100.0,
915971-43-6,1597551,71587866,0.1,propylene glycol
9176-12-1,1000421,86111,100.0,
917750-72-2,1662171,15369664,100.0,
92-48-8,1012761,7092,1.0,dipropylene glycol
92-52-4,1012421,7095,0.1,propylene glycol
92-68-2,1535751,41690,100.0,
92015-65-1,1054771,14344497,10.0,dipropylene glycol
92044-96-7,1327621,133082064,100.0,
92046-48-5,1043841,174845,100.0,
92356-06-4,1552401,6428926,1.0,dipropylene glycol
923593-57-1,1597331,18728905,100.0,
925-78-0,1032891,61235,10.0,dipropylene glycol
92508-08-2,1078631,6429218,0.1,propylene glycol
92585-08-5,1590631,527393,0.01,propylene glycol
92585-24-5,1047231,3021997,100.0,
92666-21-2,1122951,764139,,
92760-25-3,1102521,523035,100.0,
928-80-3,1022701,13576,100.0,
928-91-6,1029381,5365589,1.0,dipropylene glycol
928-92-7,1451381,641248,10.0,dipropylene glycol
928-94-9,1026641,5324489,1.0,dipropylene glycol
928-95-0,1017731,5318042,1.0,dipropylene glycol
928-96-1,1005931,5281167,10.0,dipropylene glycol
928-97-2,1040181,5284503,1.0,dipropylene glycol
92900-67-9,1583731,21773712,0.01,propylene glycol
929253-05-4,1102021,24755581,100.0,
93-04-9,1012111,7119,1.0,dipropylene glycol
93-08-3,1033571,7122,10.0,dipropylene glycol
93-15-2,1008291,7127,1.0,dipropylene glycol
93-16-3,1011131,7128,100.0,
93-18-5,1001631,7129,10.0,dipropylene glycol
93-19-6,1131051,7130,10.0,dipropylene glycol
93-28-7,1005011,7136,100.0,
93-29-8,1007431,7137,100.0,
93-51-6,1020341,7144,1.0,ethyl alcohol
93-53-8,1006391,7146,10.0,dipropylene glycol
93-54-9,1000941,7147,100.0,
93-55-0,1036381,7148,10.0,dipropylene glycol
93-58-3,1015011,7150,1.0,dipropylene glycol
93-60-7,1028141,7151,10.0,dipropylene glycol
93-89-0,1004771,7165,100.0,
93-91-4,1017831,7166,100.0,
93-92-5,1011091,62341,10.0,dipropylene glycol
93-99-2,1049071,7169,,
930-68-7,1041861,13594,1.0,dipropylene glycol
931-57-7,1551441,70264,1.0,dipropylene glycol
932-16-1,1035381,61240,100.0,
933-48-2,1374191,101921,100.0,
934534-30-2,1838431,54099340,,
937-30-4,1043461,13642,1.0,dipropylene glycol
93762-34-6,1594571,16205756,10.0,dipropylene glycol
93762-35-7,1045081,548370,0.1,dipropylene glycol
93804-64-9,1523261,2839751,100.0,
93840-90-5,1046851,6437442,100.0,
93843-13-1,1015561,19693163,100.0,
93892-07-0,1586951,208863,1.0,dipropylene glycol
93893-89-1,1230781,104453,100.0,
93894-30-5,1025991,3022846,10.0,dipropylene glycol
939-48-0,1034011,13654,100.0,
93904-56-4,1039651,109261,10.0,dipropylene glycol
93905-03-4,1008661,33166,0.1,dipropylene glycol
93939-86-7,1021991,6441164,100.0,
93942-00-8,1052411,44145813,100.0,
93952-58-0,1016131,175572,100.0,
93981-50-1,1013531,163620,10.0,dipropylene glycol
93981-82-9,1020881,3023179,,
94-02-0,1022301,7170,100.0,
94-13-3,1034161,7175,100.0,
94-26-8,1007641,7184,100.0,
94-30-4,1022271,60979,100.0,
94-36-0,1097921,7187,100.0,
94-46-2,1021011,7193,100.0,
94-47-3,1012671,7194,100.0,
94-48-4E,1024871,5353011,100.0,
94-50-8,1058201,66751,100.0,
94-58-6,1019421,7197,10.0,dipropylene glycol
94-59-7,1010791,5144,10.0,dipropylene glycol
94-62-2,1033851,638024,1.0,propylene glycol
94-86-0,1006241,60982,10.0,dipropylene glycol
94-96-2,1175351,7211,100.0,
94021-42-8,1468231,3023273,0.1,propylene glycol
94021-78-0,1471341,3023280,100.0,
94022-06-7,1012781,3656473,100.0,
94071-12-2,1044651,20836301,,
94087-23-7,1492991,44152860,100.0,
94087-83-9,1038351,526195,0.1,propylene glycol
94089-01-7,1470981,5352459,,
94089-02-8,1050861,2724626,0.01,propylene glycol
94089-23-3,1523271,11971259,1.0,propylene glycol
941-98-0,1008371,13663,10.0,dipropylene glycol
94133-92-3E,1037381,6008212,100.0,
94134-03-9E,1472481,6366446,10.0,dipropylene glycol
94159-31-6,1520871,3023838,0.1,propylene glycol
94159-32-7,1520881,3023839,0.1,propylene glycol
94200-10-9,1413031,22082179,100.0,
94200-13-2,1052351,3023951,100.0,
94201-19-1,1456331,175596,10.0,dipropylene glycol
94201-73-7,1096561,3024003,10.0,dipropylene glycol
94248-21-2,1006981,174183,100.0,
94278-26-9,1046781,15225386,0.1,propylene glycol
94278-27-0,1005511,556940,0.1,propylene glycol
94291-50-6,1444051,3024273,,
94293-57-9,1399191,175606,0.1,dipropylene glycol
94333-50-3,1378381,175609,100.0,
94346-09-5,1042801,3086398,100.0,
94386-48-8,1025751,6445555,10.0,dipropylene glycol
94406-15-2,1018351,175612,100.0,
94704-89-9,1016911,5373603,10.0,dipropylene glycol
94944-51-1,1062211,197828,,
95-16-9,1007521,7222,0.1,propylene glycol
95-20-5,1179131,7224,0.1,dipropylene glycol
95-21-6,1032151,7225,0.1,dipropylene glycol
95-41-0,1006951,66768,10.0,dipropylene glycol
95-47-6,1270341,7237,,
95-48-7,1007721,335,0.01,dipropylene glycol
95-65-8,1036991,7249,,
95-87-4,1005831,7267,0.1,propylene glycol
950-33-4,1042591,70368,100.0,
950919-28-5,1691131,22934582,1.0,dipropylene glycol
955371-64-9,1597201,15667721,,
95654-18-5,1623851,6365994,10.0,dipropylene glycol
957136-80-0,1596931,25099817,,
958660-04-3,1597411,59847877,0.1,propylene glycol
95936-66-6,1618471,12397703,0.1,dipropylene glycol
95962-14-4,1052381,175661,100.0,
95994-93-7,1623661,6537958,100.0,
96-04-8,1025601,60983,1.0,dipropylene glycol
96-08-2,1342701,7275,100.0,
96-15-1,1178991,7283,0.1,propylene glycol
96-17-3,1008921,7284,1.0,dipropylene glycol
96-22-0,1042361,7288,0.1,propylene glycol
96-26-4,1019441,670,100.0,
96-48-0,1028441,7302,100.0,
96-54-8,1047331,7304,1.0,dipropylene glycol
97-42-7,1005041,7335,100.0,
97-53-0,1004991,3314,1.0,dipropylene glycol
97-54-1,1006911,2723653,100.0,
97-61-0S,1033021,642231,10.0,dipropylene glycol
97-62-1,1000751,7342,10.0,dipropylene glycol
97-63-2,1245421,7343,0.1,dipropylene glycol
97-64-3,1032431,7344,10.0,propylene glycol
