TGSC ID,Concentration %,Solvent
1013802,10.0,dipropylene glycol
1013821,100.0,
1013831,10.0,dipropylene glycol
1013831,1.0,
1013841,0.1,dipropylene glycol
1013851,100.0,
1013871,100.0,
1013881,0.01,propylene glycol
1013891,100.0,
1013911,1.0,dipropylene glycol
1013951,1.0,dipropylene glycol
1013971,10.0,dipropylene glycol
1013981,100.0,
1014011,10.0,dipropylene glycol
1014011,,
1014021,10.0,dipropylene glycol
1014051,10.0,dipropylene glycol
1014061,100.0,
1014071,10.0,dipropylene glycol
1014091,100.0,
1014091,,
1014111,100.0,
1014151,100.0,
1014161,100.0,
1014221,,
1014231,100.0,
1014241,,
1014251,10.0,dipropylene glycol
1014251,1.0,
1014261,100.0,
1014271,100.0,
1014291,1.0,dipropylene glycol
1014311,100.0,
1014311,,
1014331,100.0,
1014332,100.0,
1014332,,
1014351,10.0,dipropylene glycol
1014371,100.0,
1014371,,
1014411,10.0,dipropylene glycol
1014441,100.0,
1014471,100.0,
1014531,100.0,
1014541,,
1014591,10.0,dipropylene glycol
1014601,100.0,
1014611,1.0,propylene glycol
1014611,,
1014641,100.0,
1014661,100.0,
1014671,10.0,dipropylene glycol
1014671,,
1014691,100.0,
1014692,100.0,
1014692,,
1014711,1.0,dipropylene glycol
1014711,,
1014731,100.0,
1014751,100.0,
1014771,100.0,
1014811,100.0,
1014812,100.0,
1014812,,
1014881,100.0,
1014941,100.0,
1014971,100.0,
1015011,1.0,dipropylene glycol
1015012,1.0,dipropylene glycol
1015012,,
1015031,10.0,dipropylene glycol
1015051,1.0,dipropylene glycol
1015051,2.0,
1015071,100.0,
1015091,1.0,propylene glycol
1015101,100.0,
1015111,10.0,dipropylene glycol
1015111,1.0,
1015121,10.0,dipropylene glycol
1015121,,
1015141,100.0,
1015151,0.01,propylene glycol
1015151,,
1015161,1.0,dipropylene glycol
1015161,,
1015171,100.0,
1015191,100.0,
1015191,,
1015211,100.0,
1015211,1.0,
1015211,,
1015231,100.0,
1015241,0.1,dipropylene glycol
1015271,100.0,
1015272,100.0,
1015272,,
1015291,100.0,
1015301,10.0,dipropylene glycol
1015311,10.0,dipropylene glycol
1015331,10.0,dipropylene glycol
1015351,100.0,
1015351,,
1015371,100.0,
1015411,100.0,
1015411,,
1015421,10.0,dipropylene glycol
1015431,100.0,
1015431,,
1015441,100.0,
1015461,100.0,
1015471,100.0,
1015501,100.0,
1015511,10.0,dipropylene glycol
1015521,100.0,
1015531,100.0,
1015551,100.0,
1015561,100.0,
1015571,100.0,
1015591,100.0,
1015591,,
1015601,100.0,
1015611,100.0,
1015611,,
1015621,100.0,
1015631,100.0,
1015681,10.0,dipropylene glycol
1015691,1.0,dipropylene glycol
1015711,100.0,
1015731,100.0,
1015741,10.0,dipropylene glycol
1015761,100.0,
1015781,100.0,
1015801,100.0,
1015831,100.0,
1015831,,
1015841,100.0,
1015851,100.0,
1015851,,
1015861,100.0,
1015871,100.0,
1015871,1.0,ethyl alcohol
1015891,100.0,
1015911,100.0,
1015921,10.0,dipropylene glycol
1015951,100.0,
1015961,10.0,dipropylene glycol
1016011,100.0,
1016021,100.0,
1016031,10.0,dipropylene glycol
1016031,10.0,
1016061,10.0,dipropylene glycol
1016071,1.0,dipropylene glycol
1016071,,
1016091,100.0,
1016111,10.0,dipropylene glycol
1016131,100.0,
1016141,10.0,dipropylene glycol
1016151,100.0,
1016171,100.0,
1016181,10.0,dipropylene glycol
1016191,10.0,dipropylene glycol
1016211,,
1016331,10.0,dipropylene glycol
1016332,10.0,dipropylene glycol
1016351,100.0,
1016352,100.0,
1016352,,
1016371,1.0,dipropylene glycol
1016371,,
1016391,10.0,dipropylene glycol
1016431,100.0,
1016431,100.0,
1016431,,
1016451,100.0,
1016471,100.0,
1016471,,
1016491,100.0,
1016511,100.0,
1016531,5.0,dipropylene glycol
1016531,10.0,
1016621,,
1016641,10.0,dipropylene glycol
1016651,10.0,isopropyl myristate
1016652,10.0,isopropyl myristate
1016671,100.0,
1016691,100.0,
1016701,10.0,dipropylene glycol
1016711,100.0,
1016711,1.0,
1016721,,
1016731,1.0,dipropylene glycol
1016741,,
1016751,100.0,
1016771,10.0,dipropylene glycol
1016771,,
1016791,100.0,
1016791,,
1016811,1.0,dipropylene glycol
1016831,,
1016851,10.0,dipropylene glycol
1016871,100.0,
1016881,100.0,
1016891,10.0,dipropylene glycol
1016891,,
1016911,10.0,dipropylene glycol
1016911,,
1016921,,
1016931,100.0,
1016951,1.0,dipropylene glycol
1016971,10.0,propylene glycol
1016971,1.0,
1016991,10.0,dipropylene glycol
1016991,,
1017011,10.0,dipropylene glycol
1017031,10.0,dipropylene glycol
1017031,,
1017071,100.0,
1017091,100.0,
1017111,10.0,dipropylene glycol
1017121,100.0,
1017131,100.0,
1017141,,
1017151,10.0,dipropylene glycol
1017151,,
1017191,100.0,
1017201,100.0,
1017211,1.0,propylene glycol
1017211,0.5,
1017251,100.0,
1017281,1.0,dipropylene glycol
1017301,10.0,dipropylene glycol
1017311,100.0,
1017311,,
1017321,100.0,
1017331,100.0,
1017341,10.0,dipropylene glycol
1017351,10.0,dipropylene glycol
1017361,100.0,
1017401,100.0,
1017411,100.0,
1017421,100.0,
1017431,100.0,
1017441,100.0,
1017451,100.0,
1017461,,
1017481,0.1,dipropylene glycol
1017501,100.0,
1017541,100.0,
1017561,0.1,propylene glycol
1017561,,
1017641,100.0,
1017661,100.0,
1017671,1.0,dipropylene glycol
1017701,100.0,
1017711,100.0,
1017711,,
1017731,10.0,dipropylene glycol
1017731,1.0,
1017751,10.0,dipropylene glycol
1017771,1.0,dipropylene glycol
1017771,,
1017781,10.0,dipropylene glycol
1017811,10.0,dipropylene glycol
1017821,100.0,
1017831,100.0,
1017841,0.1,dipropylene glycol
1017841,,
1017851,100.0,
1017851,,
1017861,100.0,
1017861,,
1017871,100.0,
1017871,,
1017881,10.0,dipropylene glycol
1017881,,
1017891,100.0,
1017901,100.0,
1017901,,
1017911,0.1,dipropylene glycol
1017911,1.0,
1017921,1.0,dipropylene glycol
1017931,100.0,
1017951,100.0,
1017991,100.0,
1018061,100.0,
1018071,10.0,dipropylene glycol
1018111,,
1018121,,
1018131,1.0,propylene glycol
1018151,100.0,
1018191,100.0,
1018201,1.0,dipropylene glycol
1018201,1.0,
1018211,10.0,dipropylene glycol
1018221,100.0,
1018231,100.0,
1018241,100.0,
1018251,10.0,dipropylene glycol
1018251,,
1018261,10.0,dipropylene glycol
1018271,0.1,dipropylene glycol
1018281,100.0,
1018301,10.0,dipropylene glycol
1018301,,
1018321,100.0,
1018331,100.0,
1018351,100.0,
1018361,100.0,
1018371,100.0,
1018381,100.0,
1018391,1.0,dipropylene glycol
1018411,100.0,
1018421,100.0,
1018451,100.0,
1018461,100.0,
1018551,0.1,dipropylene glycol
1018551,,
1018571,100.0,
1018581,0.1,propylene glycol
1018631,100.0,
1018661,100.0,
1018671,100.0,
1018691,,
1018711,100.0,
1018712,100.0,
1018721,100.0,
1018731,100.0,
1018811,10.0,dipropylene glycol
1018831,1.0,dipropylene glycol
1018832,1.0,dipropylene glycol
1018851,0.1,dipropylene glycol
1018851,1.0,
1018871,100.0,
1018891,100.0,
1018901,,
1018921,100.0,
1018941,100.0,
1018961,0.1,dipropylene glycol
1018961,,
1018981,100.0,
1019011,0.1,propylene glycol
1019021,100.0,
1019051,0.1,propylene glycol
1019071,100.0,
1019111,100.0,
1019151,100.0,
1019161,100.0,
1019191,100.0,
1019221,100.0,
1019221,,
1019251,10.0,dipropylene glycol
1019271,100.0,
1019271,,
1019281,100.0,
1019291,10.0,dipropylene glycol
1019311,100.0,
1019321,100.0,
1019322,100.0,
1019322,1.0,
1019331,100.0,
1019332,100.0,
1019351,10.0,dipropylene glycol
1019351,,
1019361,100.0,
1019411,100.0,
1019421,10.0,dipropylene glycol
1019431,10.0,dipropylene glycol
1019441,100.0,
1019471,0.1,propylene glycol
1019471,,
1019481,1.0,propylene glycol
1019491,0.1,propylene glycol
1019491,1.0,propylene glycol
1019501,,
1019511,1.0,dipropylene glycol
1019511,,
1019531,1.0,dipropylene glycol
1019561,10.0,dipropylene glycol
1019571,100.0,
1019591,10.0,dipropylene glycol
1019611,10.0,dipropylene glycol
1019631,100.0,
1019661,,
1019701,,
1019711,100.0,
1019711,,
1019721,,
1019731,100.0,
1019741,,
1019751,100.0,
1019751,,
1019761,100.0,
1019771,1.0,dipropylene glycol
1019781,1.0,dipropylene glycol
1019781,,
1019791,10.0,dipropylene glycol
1019801,0.1,dipropylene glycol
1019801,,
1019811,100.0,
1019811,,
1019821,100.0,
1019831,10.0,dipropylene glycol
1019831,,
1019841,100.0,
1019851,10.0,dipropylene glycol
1019851,,
1019861,1.0,dipropylene glycol
1019891,1.0,dipropylene glycol
1019891,,
1019901,100.0,
1019911,1.0,dipropylene glycol
1019911,,
1019912,1.0,dipropylene glycol
1019912,,
1019921,100.0,
1019921,,
1020011,1.0,dipropylene glycol
1020031,100.0,
1020051,10.0,dipropylene glycol
1020071,10.0,dipropylene glycol
1020081,,
1020101,,
1020111,100.0,
1020131,,
1020171,100.0,
1020221,100.0,
1020221,,
1020231,100.0,
1020241,100.0,
1020241,1.0,
1020261,0.1,propylene glycol
1020261,,
1020281,10.0,dipropylene glycol
1020281,,
1020301,10.0,dipropylene glycol
1020301,,
1020321,,
1020331,100.0,
1020341,10.0,dipropylene glycol
1020341,1.0,ethyl alcohol
1020361,10.0,dipropylene glycol
1020361,,
1020371,100.0,
1020381,100.0,
1020381,,
1020401,100.0,
1020411,100.0,
1020431,100.0,
1020441,10.0,dipropylene glycol
1020451,100.0,
1020461,,
1020471,100.0,
1020491,100.0,
1020501,,
1020511,1.0,dipropylene glycol
1020531,100.0,
1020532,100.0,
1020532,,
1020551,100.0,
1020571,100.0,
1020581,100.0,
1020591,100.0,
1020611,100.0,
1020612,100.0,
1020621,100.0,
1020631,10.0,dipropylene glycol
1020632,10.0,dipropylene glycol
1020651,100.0,
1020671,100.0,
1020671,,
1020681,10.0,dipropylene glycol
1020681,1.0,
1020691,100.0,
1020711,100.0,
1020712,100.0,
1020731,100.0,
1020751,100.0,
1020752,100.0,
1020771,10.0,dipropylene glycol
1020771,,
1020772,10.0,dipropylene glycol
1020772,,
1020791,100.0,
1020811,100.0,
1020821,1.0,dipropylene glycol
1020821,,
1020861,100.0,
1020881,,
1020891,100.0,
1020891,,
1020901,100.0,
1020911,100.0,
1020911,,
1020931,100.0,
1020951,100.0,
1021011,100.0,
1021011,,
1021021,100.0,
1021021,,
1021031,10.0,propylene glycol
1021031,,
1021051,100.0,
1021051,,
1021061,0.1,dipropylene glycol
1021071,10.0,dipropylene glycol
1021071,,
1021081,100.0,
1021091,100.0,
1021091,2.0,
1021111,100.0,
1021111,,
1021121,10.0,dipropylene glycol
1021131,100.0,
1021151,100.0,
1021151,,
1021171,10.0,dipropylene glycol
1021171,,
1021201,,
1021211,0.1,propylene glycol
1021221,100.0,
1021241,100.0,
1021251,0.1,propylene glycol
1021251,,
1021261,10.0,dipropylene glycol
1021271,,
1021291,0.01,propylene glycol
1021291,0.01,
1021321,100.0,
1021341,10.0,dipropylene glycol
1021341,,
1021361,10.0,dipropylene glycol
1021381,10.0,dipropylene glycol
1021391,0.1,propylene glycol
1021401,100.0,
1021421,100.0,
1021471,,
1021491,100.0,
1021511,100.0,
1021511,,
1021541,100.0,
1021571,100.0,
1021591,100.0,
1021631,10.0,dipropylene glycol
1021651,100.0,
1021652,100.0,
1021652,5.0,
1021681,100.0,
1021701,100.0,
1021721,10.0,dipropylene glycol
1021731,10.0,dipropylene glycol
1021751,100.0,
1021751,5.0,
1021771,10.0,dipropylene glycol
1021831,100.0,
1021871,10.0,dipropylene glycol
1021891,1.0,dipropylene glycol
1021911,10.0,dipropylene glycol
1021911,,
1021931,1.0,dipropylene glycol
1021941,1.0,dipropylene glycol
1021951,10.0,dipropylene glycol
1021971,100.0,
1021991,100.0,
1022031,1.0,dipropylene glycol
1022111,100.0,
1022121,100.0,
1022131,100.0,
1022141,0.1,propylene glycol
1022151,100.0,
1022171,100.0,
1022171,1.0,
1022181,0.1,propylene glycol
1022201,1.0,dipropylene glycol
1022201,2.0,
1022221,100.0,
1022241,100.0,
1022241,,
1022251,100.0,
1022261,100.0,
1022271,100.0,
1022271,,
1022291,100.0,
1022301,100.0,
1022301,,
1022321,100.0,
1022331,10.0,dipropylene glycol
1022341,0.1,propylene glycol
1022341,0.5,
1022381,10.0,dipropylene glycol
1022381,,
1022411,100.0,
1022441,100.0,
1022441,,
1022451,100.0,
1022451,,
1022461,10.0,dipropylene glycol
1022501,10.0,dipropylene glycol
1022511,0.1,dipropylene glycol
1022531,100.0,
1022591,100.0,
1022601,100.0,
1022621,10.0,dipropylene glycol
1022621,,
1022631,10.0,dipropylene glycol
1022671,100.0,
1022681,1.0,dipropylene glycol
1022691,10.0,dipropylene glycol
1022701,100.0,
1022711,100.0,
1022711,,
1022721,100.0,
1022721,,
1022731,10.0,dipropylene glycol
1022751,0.1,propylene glycol
1022781,100.0,
1022801,0.1,dipropylene glycol
1022841,100.0,
1022871,100.0,
1022901,,
1022921,0.1,dipropylene glycol
1022921,1.0,ethyl alcohol
1022941,1.0,propylene glycol
1022951,1.0,dipropylene glycol
1022961,100.0,
1022971,100.0,
1022981,100.0,
1022991,100.0,
1023011,10.0,dipropylene glycol
1023012,10.0,dipropylene glycol
1023021,10.0,dipropylene glycol
1023031,10.0,dipropylene glycol
1023041,100.0,
1023051,100.0,
1023081,10.0,dipropylene glycol
1023091,100.0,
1023121,0.1,dipropylene glycol
1023131,0.1,dipropylene glycol
1023141,0.1,dipropylene glycol
1023161,100.0,
1023161,,
1023171,1.0,propylene glycol
1023191,100.0,
1023201,0.1,propylene glycol
1023211,1.0,dipropylene glycol
1023221,100.0,
1023221,,
1023231,100.0,
1023241,10.0,dipropylene glycol
1023241,,
1023251,100.0,
1023271,100.0,
1023331,0.1,dipropylene glycol
1023331,,
1023351,100.0,
1023371,10.0,dipropylene glycol
1023372,10.0,dipropylene glycol
1023391,10.0,dipropylene glycol
1023411,100.0,
1023411,,
1023421,100.0,
1023421,,
1023431,100.0,
1023441,100.0,
1023441,,
1023471,100.0,
1023481,,
1023491,,
1023501,,
1023511,100.0,
1023521,100.0,
1023531,100.0,
1023541,100.0,
1023551,100.0,
1023561,100.0,
1023561,,
1023571,10.0,dipropylene glycol
1023591,100.0,
1023611,100.0,
1023631,100.0,
1023661,100.0,
1023671,100.0,
1023681,100.0,
1023691,100.0,
1023701,100.0,
1023721,,
1023751,100.0,
1023771,100.0,
1023772,100.0,
1023791,1.0,dipropylene glycol
1023811,100.0,
1023821,100.0,
1023831,10.0,dipropylene glycol
1023851,1.0,dipropylene glycol
1023881,100.0,
1023911,10.0,dipropylene glycol
1023921,100.0,
1023931,10.0,dipropylene glycol
1023951,10.0,dipropylene glycol
1023951,2.0,
1023971,100.0,
1023991,100.0,
1024031,100.0,
1024041,,
1024051,10.0,dipropylene glycol
1024051,,
1024071,100.0,
1024091,10.0,dipropylene glycol
1024092,10.0,dipropylene glycol
1024111,10.0,dipropylene glycol
1024111,1.0,
1024131,100.0,
1024151,10.0,dipropylene glycol
1024151,1.0,ethyl alcohol
1024171,1.0,dipropylene glycol
1024191,10.0,dipropylene glycol
1024231,100.0,
1024251,100.0,
1024251,,
1024271,100.0,
1024271,,
1024291,10.0,dipropylene glycol
1024291,1.0,ethyl alcohol
1024292,10.0,dipropylene glycol
1024292,1.0,ethyl alcohol
1024311,100.0,
1024311,,
1024321,100.0,
1024341,100.0,
1024351,1.0,dipropylene glycol
1024361,0.1,propylene glycol
1024361,,
1024371,100.0,
1024372,100.0,
1024372,,
1024381,0.1,dipropylene glycol
1024391,100.0,
1024401,0.1,propylene glycol
1024401,,
1024411,,
1024421,0.1,propylene glycol
1024421,,
1024451,1.0,dipropylene glycol
1024471,100.0,
1024491,100.0,
1024511,100.0,
1024521,1.0,dipropylene glycol
1024531,1.0,propylene glycol
1024531,,
1024541,1.0,dipropylene glycol
1024581,100.0,
1024581,,
1024591,100.0,
1024631,10.0,dipropylene glycol
1024661,100.0,
1024781,10.0,dipropylene glycol
1024841,100.0,
1024861,100.0,
1024861,,
1024871,100.0,
1024921,100.0,
1024961,100.0,
1024981,100.0,
1025001,100.0,
1025011,10.0,dipropylene glycol
1025021,100.0,
1025041,100.0,
1025041,,
1025081,100.0,
1025111,100.0,
1025121,100.0,
1025131,100.0,
1025131,,
1025141,100.0,
1025151,10.0,benzyl benzoate
1025161,100.0,
1025161,,
1025171,100.0,
1025201,100.0,
1025231,100.0,
1025231,,
1025251,50.0,dipropylene glycol
1025261,100.0,
1025261,5.0,
1025271,50.0,dipropylene glycol
1025291,10.0,dipropylene glycol
1025311,10.0,dipropylene glycol
1025351,100.0,
1025351,100.0,
1025361,100.0,
1025371,10.0,
1025391,10.0,dipropylene glycol
1025391,0.2,
1025401,100.0,
1025451,100.0,
1025561,1.0,dipropylene glycol
1025561,,
1025571,1.0,dipropylene glycol
1025601,1.0,dipropylene glycol
1025611,10.0,dipropylene glycol
1025621,100.0,
1025631,1.0,dipropylene glycol
1025641,1.0,dipropylene glycol
1025651,1.0,dipropylene glycol
1025651,,
1025671,0.1,dipropylene glycol
1025671,,
1025681,10.0,dipropylene glycol
1025681,,
1025691,100.0,
1025701,100.0,
1025701,,
1025711,1.0,dipropylene glycol
1025721,0.1,propylene glycol
1025731,50.0,dipropylene glycol
1025741,10.0,dipropylene glycol
1025751,10.0,dipropylene glycol
1025771,10.0,dipropylene glycol
1025781,100.0,
1025801,100.0,
1025831,10.0,dipropylene glycol
1025841,100.0,
1025901,100.0,
1025921,50.0,dipropylene glycol
1025941,100.0,
1025961,100.0,
1025981,100.0,
1025981,,
1025991,10.0,dipropylene glycol
1026001,10.0,dipropylene glycol
1026041,100.0,
1026061,100.0,
1026081,100.0,
1026101,100.0,
1026121,100.0,
1026131,100.0,
1026171,1.0,dipropylene glycol
1026171,,
1026181,100.0,
1026221,10.0,dipropylene glycol
1026221,,
1026241,100.0,
1026251,10.0,dipropylene glycol
1026261,100.0,
1026271,10.0,dipropylene glycol
1026281,100.0,
1026291,100.0,
1026301,100.0,
1026321,100.0,
1026331,100.0,
1026341,100.0,
1026351,,
1026361,100.0,
1026371,10.0,dipropylene glycol
1026381,100.0,
1026411,1.0,dipropylene glycol
1026421,100.0,
1026431,100.0,
1026441,100.0,
1026461,1.0,dipropylene glycol
1026471,100.0,
1026472,100.0,
1026481,1.0,dipropylene glycol
1026481,1.0,
1026491,1.0,dipropylene glycol
1026521,100.0,
1026541,10.0,dipropylene glycol
1026561,10.0,dipropylene glycol
1026571,10.0,dipropylene glycol
1026581,1.0,propylene glycol
1026601,1.0,propylene glycol
1026601,,
1026621,10.0,dipropylene glycol
1026641,10.0,dipropylene glycol
1026641,1.0,
1026651,100.0,
1026661,100.0,
1026681,100.0,
1026681,1.0,
1026691,100.0,
1026691,1.0,
1026701,100.0,
1026711,10.0,dipropylene glycol
1026721,1.0,dipropylene glycol
1026731,1.0,dipropylene glycol
1026731,,
1026741,100.0,
1026751,100.0,
1026761,100.0,
1026771,100.0,
1026791,100.0,
1026801,100.0,
1026811,1.0,dipropylene glycol
1026811,1.0,
1026831,10.0,dipropylene glycol
1026831,1.0,
1026871,10.0,dipropylene glycol
1026871,,
1026881,100.0,
1026891,10.0,dipropylene glycol
1026891,1.0,
1026901,100.0,
1026901,1.0,
1026911,10.0,dipropylene glycol
1026911,1.0,
1026921,1.0,dipropylene glycol
1026941,10.0,dipropylene glycol
1026941,10.0,
1026961,100.0,
1026981,100.0,
1027011,100.0,
1027021,,
1027041,100.0,
1027041,100.0,
1027041,,
1027051,100.0,
1027071,100.0,
1027081,1.0,dipropylene glycol
1027091,100.0,
1027101,100.0,
1027111,1.0,dipropylene glycol
1027111,,
1027121,100.0,
1027121,,
1027131,100.0,
1027131,,
1027151,100.0,
1027211,100.0,
1027221,100.0,
1027261,1.0,dipropylene glycol
1027291,10.0,dipropylene glycol
1027291,,
1027301,100.0,
1027311,100.0,
1027311,,
1027331,,
1027391,100.0,
1027391,,
1027411,10.0,dipropylene glycol
1027421,1.0,dipropylene glycol
1027441,10.0,dipropylene glycol
1027461,10.0,dipropylene glycol
1027461,,
1027481,100.0,
1027491,100.0,
1027501,100.0,
1027511,100.0,
1027551,100.0,
1027571,100.0,
1027581,1.0,propylene glycol
1027591,100.0,
1027601,100.0,
1027611,1.0,dipropylene glycol
1027611,,
1027631,100.0,
1027631,,
1027641,100.0,
1027651,1.0,dipropylene glycol
1027671,0.1,propylene glycol
1027681,1.0,dipropylene glycol
1027691,100.0,
1027691,,
1027701,10.0,propylene glycol
1027711,1.0,dipropylene glycol
1027711,,
1027731,0.1,dipropylene glycol
1027731,,
1027741,100.0,
1027751,1.0,dipropylene glycol
1027771,1.0,dipropylene glycol
1027781,1.0,dipropylene glycol
1027821,0.1,dipropylene glycol
1027831,0.1,dipropylene glycol
1027841,1.0,dipropylene glycol
1027841,,
1027851,100.0,
1027861,0.1,dipropylene glycol
1027881,100.0,
1027901,10.0,dipropylene glycol
1027901,5.0,
1027921,1.0,dipropylene glycol
1027921,,
1027931,100.0,
1027951,100.0,
1027961,1.0,dipropylene glycol
1027961,,
1027971,100.0,
1027981,1.0,dipropylene glycol
1027981,0.1,triacetin
1028001,0.1,dipropylene glycol
1028001,,
1028041,10.0,dipropylene glycol
1028041,10.0,ethyl alcohol
1028061,100.0,
1028081,100.0,
1028101,0.1,propylene glycol
1028121,1.0,dipropylene glycol
1028121,2.0,
1028141,10.0,dipropylene glycol
1028151,0.1,propylene glycol
1028161,10.0,dipropylene glycol
1028161,,
1028231,10.0,dipropylene glycol
1028241,1.0,dipropylene glycol
1028241,,
1028261,10.0,dipropylene glycol
1028271,10.0,dipropylene glycol
1028281,,
1028291,10.0,dipropylene glycol
1028321,10.0,dipropylene glycol
1028321,,
1028341,10.0,dipropylene glycol
1028341,,
1028371,100.0,
1028381,100.0,
1028381,,
1028391,0.1,dipropylene glycol
1028401,100.0,
1028401,,
1028411,100.0,
1028421,1.0,dipropylene glycol
1028421,,
1028441,100.0,
1028441,,
1028451,10.0,dipropylene glycol
1028451,,
1028461,0.1,propylene glycol
1028461,,
1028471,100.0,
1028481,100.0,
1028481,,
1028491,1.0,dipropylene glycol
1028491,1.0,
1028501,100.0,
1028511,10.0,dipropylene glycol
1028511,,
1028521,0.1,propylene glycol
1028521,1.0,
1028541,0.1,dipropylene glycol
1028541,,
1028561,1.0,dipropylene glycol
1028561,,
1028581,1.0,dipropylene glycol
1028581,,
1028591,100.0,
1028601,1.0,dipropylene glycol
1028601,,
1028621,10.0,dipropylene glycol
1028621,,
1028631,100.0,
1028631,,
1028641,10.0,dipropylene glycol
1028641,,
1028651,100.0,
1028651,2.0,
1028731,10.0,dipropylene glycol
1028741,1.0,dipropylene glycol
1028751,0.01,propylene glycol
1028751,,
1028771,10.0,dipropylene glycol
1028791,1.0,dipropylene glycol
1028801,1.0,propylene glycol
1028881,100.0,
1028891,,
1028891,,
1028961,100.0,
1029001,10.0,dipropylene glycol
1029001,,
1029011,0.01,propylene glycol
1029011,,
1029041,10.0,dipropylene glycol
1029041,,
1029051,100.0,
1029061,100.0,
1029061,,
1029071,10.0,dipropylene glycol
1029101,10.0,dipropylene glycol
1029101,,
1029131,10.0,dipropylene glycol
1029161,0.1,propylene glycol
1029161,,
1029181,100.0,
1029181,,
1029191,10.0,dipropylene glycol
1029201,100.0,
1029201,,
1029221,1.0,propylene glycol
1029221,,
1029241,10.0,dipropylene glycol
1029241,,
1029281,100.0,
1029281,,
1029301,100.0,
1029302,100.0,
1029302,,
1029321,100.0,
1029321,,
1029341,10.0,dipropylene glycol
1029341,2.0,
1029361,100.0,
1029361,,
1029381,1.0,dipropylene glycol
1029381,,
1029401,1.0,dipropylene glycol
1029401,,
1029421,10.0,dipropylene glycol
1029421,,
1029431,100.0,
1029431,,
1029461,100.0,
1029461,,
1029471,100.0,
1029481,10.0,dipropylene glycol
1029481,,
1029491,100.0,
1029501,10.0,dipropylene glycol
1029501,,
1029521,100.0,
1029521,5.0,
1029541,100.0,
1029551,100.0,
1029561,10.0,dipropylene glycol
1029601,0.1,propylene glycol
1029651,100.0,
1029671,10.0,dipropylene glycol
1029672,10.0,dipropylene glycol
1029691,,
1029701,0.1,propylene glycol
1029721,0.1,propylene glycol
1029841,0.1,propylene glycol
1029861,100.0,
1029891,0.1,propylene glycol
1029921,0.1,propylene glycol
1029981,100.0,
1030091,100.0,
1030092,100.0,
1030092,5.0,
1030131,100.0,
1030161,10.0,dipropylene glycol
1030211,10.0,dipropylene glycol
1030211,,
1030281,100.0,
1030291,100.0,
1030292,100.0,
1030301,100.0,
1030471,10.0,dipropylene glycol
1030501,100.0,
1030521,10.0,dipropylene glycol
1030541,100.0,
1030551,100.0,
1030551,,
1030561,100.0,
1030571,100.0,
1030591,,
1030611,100.0,
1030621,100.0,
1030641,100.0,
1030651,100.0,
1030711,100.0,
1030731,10.0,dipropylene glycol
1030761,100.0,
1030771,10.0,dipropylene glycol
1030791,100.0,
1030791,,
1030811,10.0,dipropylene glycol
1030831,100.0,
1030861,100.0,
1030911,100.0,
1030941,100.0,
1030991,10.0,dipropylene glycol
1030991,,
1031001,1.0,propylene glycol
1031001,,
1031011,100.0,
1031011,,
1031071,100.0,
1031091,10.0,dipropylene glycol
1031091,,
1031111,100.0,
1031131,100.0,
1031131,1.0,
1031141,10.0,dipropylene glycol
1031151,100.0,
1031151,,
1031161,100.0,
1031171,100.0,
1031181,100.0,
1031191,10.0,dipropylene glycol
1031201,100.0,
1031211,10.0,dipropylene glycol
1031221,100.0,
1031221,,
1031231,100.0,
1031251,1.0,dipropylene glycol
1031261,,
1031271,100.0,
1031281,100.0,
1031311,100.0,
1031321,100.0,
1031331,100.0,
1031351,0.1,propylene glycol
1031351,0.1,triacetin
1031401,,
1031451,1.0,dipropylene glycol
1031461,0.1,propylene glycol
1031471,10.0,dipropylene glycol
1031471,,
1031481,0.1,propylene glycol
1031491,100.0,
1031501,0.1,propylene glycol
1031511,100.0,
1031511,,
1031521,0.1,propylene glycol
1031521,0.1,triacetin
1031531,1.0,dipropylene glycol
1031531,,
1031551,1.0,dipropylene glycol
1031551,,
1031571,1.0,dipropylene glycol
1031571,1.0,
1031581,100.0,
1031591,100.0,
1031601,0.1,propylene glycol
1031611,1.0,dipropylene glycol
1031611,,
1031671,0.1,propylene glycol
1031741,0.1,dipropylene glycol
1031751,100.0,
1031761,100.0,
1031801,100.0,
1031831,100.0,
1031841,0.1,dipropylene glycol
1031851,100.0,
1031851,,
1031871,10.0,dipropylene glycol
1031881,,
1031901,100.0,
1031911,0.1,dipropylene glycol
1031941,10.0,dipropylene glycol
1031951,10.0,dipropylene glycol
1031951,,
1031961,0.1,propylene glycol
1032001,10.0,dipropylene glycol
1032001,,
1032011,10.0,dipropylene glycol
1032031,100.0,
1032051,100.0,
1032081,10.0,dipropylene glycol
1032091,100.0,
1032101,,
1032111,1.0,dipropylene glycol
1032111,1.0,
1032141,100.0,
1032151,0.1,dipropylene glycol
1032161,100.0,
1032181,100.0,
1032181,5.0,
1032191,100.0,
1032201,100.0,
1032221,100.0,
1032231,1.0,dipropylene glycol
1032231,,
1032241,0.1,propylene glycol
1032251,0.1,propylene glycol
1032251,0.1,
1032261,100.0,
1032261,,
1032271,1.0,dipropylene glycol
1032271,,
1032272,1.0,dipropylene glycol
1032272,,
1032311,100.0,
1032311,1.0,
1032331,10.0,dipropylene glycol
1032341,100.0,
1032351,100.0,
1032361,100.0,
1032371,100.0,
1032381,1.0,dipropylene glycol
1032431,10.0,propylene glycol
1032431,,
1032581,100.0,
