TGSC ID,TGSC OPL ID,Name,CAS Number,Other CAS Number,Deleted CAS Number,Concentration %,Concentration Min %,Concentration Max %,CID,Formula,Beilstein Number,CoE Number,Nikkaji Web,MDL,EC Number,ECHA Substance,FDA UNII,FDA Internal Number,FEMA Number,Molecular Weight,XlogP3-AA
1298431,,,13397-25-6,,,,,,,,,,,,310-127-6,,,,,,
1298461,56-95-1,,56-95-1,,,,,,9562059,C26 H38 Cl2 N10 O4,,,,MFCD00012532,200-302-4,100.000.275,5908ZUF22Y,,,625.55966,
1298471,18472-51-0,,18472-51-0,,105791-72-8,,,,,C34 H54 Cl2 N10 O14,4348068,,,MFCD00083599,242-354-0,100.038.489,MOR84MUD8E,,,897.76718,
1298481,3697-42-5,,3697-42-5,,,,,,9571016,C22 H32 Cl4 N10,,,,MFCD00068998,223-026-6,100.020.933,E64XL9U38K,,,578.37504,
1298491,75-68-3,,75-68-3,,65762-25-6,,,,,C2 H3 Cl F2,1731584,,J1.460E,MFCD00000779,200-891-8,100.000.811,FUC3XHA6GY,,,100.4947164,2.0
1298501,615-66-7,,615-66-7,,141740-59-2,,,,,C6 H7 Cl N2,2802557,,J7.028I,MFCD00128931,210-441-2,100.009.493,W949BCC82R,,,142.58779,1.6
1298511,6219-71-2,,6219-71-2,,,,,,,C6 H9 Cl N2 O4 S,,,,MFCD00013004,228-291-1,100.025.720,851056T3RC,,,240.66553,
1298521,4080-31-3,,4080-31-3,,103638-29-5,,,,,C9 H16 Cl2 N4,,,,,223-805-0,100.021.641,E40U03LEM0,,,251.15852,
1298521,51229-78-8,,51229-78-8,,,,,,,C9 H16 Cl2 N4,,,,,426-020-3,100.102.448,LIT014L4RH,,,251.15852,
1298531,104-28-9,,104-28-9,,,,,,,C14 H18 O4,2728232,,J5.028H,MFCD00868209,203-191-0,100.002.901,5437O7N5BH,,,250.29426,2.4
1298541,,,8007-45-2,,8050-41-7,,,,,,,,,,232-361-7,,R533ESO2EC,,,,
1298551,,,61789-19-3,,8007-05-4,,,,,unspecified,,,,,263-039-4,,3YXD33R71G,,,,
1298561,,,68920-76-3,,,,,,,,,,,,,,,,,,
1298571,,,68425-42-3,,,,,,,,,,,,,,,,,,
1298581,,,68425-43-4,,,,,,,,,,,,,,,,,,
1298591,,,68650-39-5,,101801-76-7,,,,,,,,,,272-043-5,,18L9G3U51M,,,,
1298611,,,68308-64-5,,68648-47-5,,,,,,,,,,269-662-8,,538DLS8DD4,,,,
1298621,,,68649-05-8,,,,,,,,,,,,272-021-5,,,,,,
1298631,,,61788-47-4,,,,,,,,,,,,262-978-7,,40U37V505D,,,,
1298641,,,61789-30-8,,,,,,,unspecified,,,,,263-049-9,,F8U72V8ZXP,,,,
1298651,,,61789-31-9,,,,,,,,,,,,263-050-4,,R1TQH25F4I,,,,
1298661,,,68425-37-6,,,,,,,,,,,,270-351-4,,13F4MW8Y9K,,,,
1298671,,,61788-46-3,,174593-28-3,,,,,unspecified,,,,,262-977-1,,6724Q5747W,,,,
1298681,,,61790-63-4,,,,,,,C4-H11-N-O2.unspecified,,,,,263-153-4,,,,,,
1298691,,,61788-90-7,,1890990-89-2,,,,,unspecified,,,,,263-016-9,,QWA2IZI6FI,,,,
1298701,,,8039-67-6,,12751-07-4,,,,,,,,,,,,21X4Y0VTB1,,,,
1298711,,,61789-04-6,,,,,,,,,,,,263-026-3,,,,,,
1298721,,,61789-18-2,,37334-78-4,,,,,,,,,,263-038-9,,KB94658IHQ,,,,
1298731,,,61791-38-6,,,,,,,,,,,,263-170-7,,,,,,
1298741,,,68140-00-1,,57425-45-3,,,,,,,,,,268-770-2,,C80684146D,,,,
1298751,,,68938-05-6,,,,,,,,,,,,273-112-2,,,,,,
1298761,,,9007-34-5,,157970-72-4,,,,,unspecified,,,,,232-697-4,,8JC99XGU4W,,,,
1298781,7440-50-8,,7440-50-8,,133353-46-5,,,,,Cu,,,J3.733H,MFCD00010965,231-159-6,100.028.326,789U1901C5,,,63.546,
1298791,,,68308-50-9,,8034-72-8,,,,,,,,,,269-654-4,,XJE75PM2FY,,,,
1298801,,,8029-44-5,,61789-06-8,,,,,,,,,,232-438-5,,03DV83R3XD,,,,
1298851,3468-63-1,,3468-63-1,,,,,,9570132,C16 H10 N4 O5,0964718,,,MFCD00059524,222-429-4,100.020.392,E27LT0986O,,,338.2797,3.9
1298861,5858-81-1,,5858-81-1,,39473-11-5,,,,,C18 H12 N2 Na2 O6 S,,,J1.905.594I,,227-497-9,100.024.998,481744AI4O,,,430.34737856,
1298891,548-26-5,,548-26-5,,,,,,11048,C20 H6 Br4 Na2 O5,3586809,,J79.244F,MFCD00005040,,,1678RKX8RT,,,691.85935856,
1298921,2379-74-0,,2379-74-0,,77642-23-0,,,,2844776,C18 H10 Cl2 O2 S2,,,,MFCD00059165,219-163-6,100.017.422,2S42T2808B,,,393.3101,6.1
1298941,3567-66-6,,3567-66-6,,64553-75-9,,,,,C16 H11 N3 Na2 O7 S2,,,J34.978J,MFCD00071877,222-656-9,100.020.597,9DBA0SBB0L,,,467.38860856,
1298951,6417-83-0,,6417-83-0,,12237-58-0,,,,,C21 H12 Ca N2 O6 S,,,,MFCD00071879,229-142-3,100.026.493,BAN556989E,,,460.47884,
1298961,2814-77-9,,2814-77-9,,70632-40-5,,,,,C16 H10 Cl N3 O3,0930971,,,MFCD00059095,220-562-2,100.018.693,OE8ZA0KN9Z,,,327.7263,4.1
1298981,81-48-1,,81-48-1,,12217-81-1,,,,6680,C21 H15 N O3,2163109,,J11.611D,MFCD00019148,201-353-5,100.001.231,350KA7O6HK,,,329.35515,5.5
1299001,59231-35-5,,59231-35-5,,,,,,,C19 H38 O2,,,,,261-674-1,100.056.049,4X46Q4U00Z,,,298.51026,7.3
1299011,541-02-6,,541-02-6,,,,,,10913,C10 H30 O5 Si5,1800166,,J120.964G,MFCD00046966,208-764-9,100.007.969,0THT5PCI0R,,,370.7716,
1299021,9004-80-2,,9004-80-2,,,,,,,(C2 H4 O)mult-C10 H22 O.x-H3 O4 P,,,,,,,,,,,2.8
1299021,52019-36-0,,52019-36-0,,121273-62-9,,,,,C12 H29 O6 P,,,,,,,97TW81K95C,,,300.332092,
1299031,2605-79-0,,2605-79-0,,,,,,62452,C12 H27 N O,2352550,,J192.113D,MFCD00082523,220-020-5,100.018.201,G387VUT5EZ,,,201.35339,4.2
1299041,2644-45-3,,2644-45-3,,,,,,,C14 H29 N O2,,,,,220-152-3,100.018.321,XPS9Q0ZPYZ,,,243.39053,5.0
1299051,3687-46-5,,3687-46-5,,,,,,,C28 H54 O2,,,J205.598H,,222-981-6,100.020.892,ZGR06DO97T,,,422.73678,12.1
1299061,,,9007-49-2,,,,,,,,,,,MFCD00130921,310-127-6,,,,,,
1299071,9004-54-0,,9004-54-0,,,,,,4125253,C18 H32 O16,,,,,232-677-5,100.029.694,EW7Q6SVD0D,,,504.44024,-7.2
1299091,66422-95-5,,66422-95-5,,,,,,,C8 H14 Cl2 N2 O2,,,,MFCD00035494,266-357-1,100.060.306,Z5Y843J6KQ,,,241.11598,
1299101,78491-02-8,,78491-02-8,,,,,,,C8 H14 N4 O7,,,J319.774C,MFCD03547942,278-928-2,100.071.732,N9VX1IBW6K,,,278.22198,-2.5
1299111,26597-36-4,,26597-36-4,,,,,,,C46 H96 Cl N,,,,,,,EH33SD2XAF,,,698.73012,
1299121,126-15-8,,126-15-8,,,,,,,C13 H16 O2,0011685,,J5.380E,,204-773-7,100.004.340,C62PHK07EV,,,204.26892,2.1
1299131,105-97-5,,105-97-5,,,,,,,C26 H50 O4,,,J45.499K,MFCD00072657,203-349-9,100.003.046,6I1ML2QMT3,,,426.6813,9.6
1299141,,,91053-51-9,,,,,,,,,,,,293-317-0,,,,,,
1299151,133-53-9,,133-53-9,,,,,,,C8 H8 Cl2 O,,,J5.587E,MFCD00019981,205-109-9,100.004.646,51AC49OLT7,,,191.05496,3.6
1299171,7173-51-5,,7173-51-5,,126851-24-9,,,,23558,C22 H48 Cl N,,,,MFCD00066262,230-525-2,100.027.751,JXN40O9Y9B,,,362.08356,
1299181,3179-80-4,,3179-80-4,,,,,,51392,C17 H36 N2 O,,,J27.687A,MFCD00085551,221-661-3,100.019.693,FS588RR72J,,,284.48712,5.1
1299211,143-00-0,,143-00-0,,,,,,,C16 H37 N O6 S,,,,MFCD00235980,205-577-4,100.005.071,95TG5ZH57K,,,371.53809,
1299221,26962-29-8,,26962-29-8,,,,,,,C10 H17 O6,,,,,,,R1B8ZV94R9,,,233.24069,0.8
1299231,16889-14-8,,16889-14-8,,,,,,24091,C24 H50 N2 O,,,J106.033C,MFCD00026659,240-924-3,100.037.189,25FFJ4209Z,,,382.6757,8.7
1299241,3179-81-5,,3179-81-5,,,,,,,C24 H49 N O2,,,J262.299H,,221-662-9,100.019.694,1M3B047X4D,,,383.65993,9.3
1299251,7651-02-7,,7651-02-7,,,,,,62109,C23 H48 N2 O,,,J215.881G,MFCD00072323,231-609-1,100.028.736,K7VEI00UFR,,,368.64876,8.3
1299261,43101-48-0,,43101-48-0,,,,,,,C8 H15 N O4,,,,,256-095-6,100.050.978,,,,189.21135,-0.2
1299271,109-30-8,,109-30-8,,,,,,,C40 H78 O5,,,J106.177A,,203-663-6,100.003.331,617Q4OD69O,,,639.05766,16.7
1299281,141-20-8,,141-20-8,,8034-22-8,,,,,C16 H32 O4,,,J5.803C,,205-468-1,100.004.972,XBL949IG2F,,,288.42784,4.4
1299291,104-68-7,,104-68-7,,,,,,,C10 H14 O3,2093125,,J22.146E,,203-227-5,100.002.934,LZU6ET206Z,,,182.21918,1.0
1299301,NF0402,,,,,,,,,C15 H24,,,J2.375.485A,,,,,,,204.35628,4.4
1299311,106-12-7,2-(2-hydroxyethoxy)ethyl (Z)-octadec-9-enoate,106-12-7,,240111-06-2,,,,,C22 H42 O4,,,J182.208J,MFCD00045993,203-364-0,100.003.059,9WHK450F71,,,370.57354,6.8
1299331,49553-76-6,"[3-(3,3-dihydroxypropoxy)-1-hydroxypropyl] (Z)-octadec-9-enoate",49553-76-6,,,,,,,C24 H46 O6,,,,,256-367-4,100.051.226,,,,430.62582,6.4
1299341,26720-21-8,,26720-21-8,,,,,,,C38 H74 O4,,,J38.342B,,247-941-5,100.043.568,OE9MOD7T1Z,,,595.00458,16.1
1299351,,,61791-47-7,,,,,,,,,,,,263-180-1,,8AR51R3BL5,,,,
1299361,14048-77-2,,14048-77-2,,,,,,,C22 H47 N O3,,,,,,,G67739LV1T,,,373.62119,7.2
1299371,61791-46-6,,61791-46-6,,,,,,8112,C4 H12 N2 O,,,J1.188F,,263-179-6,100.057.418,RC78W6NPXT,,,104.15284,-1.7
1299391,6938-94-9,,6938-94-9,,121879-14-9,,,,23368,C12 H22 O4,1785346,,J14.488F,MFCD00026391,230-072-0,100.027.338,P7E6YFV72X,,,230.30414,2.2
1299401,7491-02-3,,7491-02-3,,,,,,,C16 H30 O4,,,J26.295A,MFCD00072272,231-306-4,100.028.461,J8T3X564IH,,,286.4119,4.4
1299411,67763-18-2,,67763-18-2,,,,,,,C40 H78 O5,,,J317.105A,,267-041-6,100.060.928,,,,639.05766,16.4
1299421,25637-88-1,,25637-88-1,,,,,,,C30 H56 O7,,,,,247-146-3,100.042.846,5OYS3G306B,,,528.77072,9.8
1299431,3401-74-9,,3401-74-9,,942915-51-7,,,,,C26 H56 Cl N,,,,MFCD00038724,222-274-2,100.020.250,5M7W5MLR2Z,,,418.19132,
1299441,94247-10-6,,94247-10-6,,,,,,,C22 H44 O2,,,,,304-186-7,100.094.672,254BX4O0JU,,,340.59108,9.5
1299451,6144-28-1,,6144-28-1,,116745-32-5,,,,,(C18 H32 O2)2,,,,,,,5RP695IQQ3,,,64.25344,
1299461,67799-04-6,,67799-04-6,,,,,,,C23 H48 N2 O,,,J425.569K,,267-101-1,100.060.983,,,,368.64876,8.1
1299471,45267-19-4,,45267-19-4,,,,,,,C19 H40 N2 O,,,J319.960F,,256-214-1,100.051.087,YXS2X34V8W,,,312.541,6.2
1299481,109-28-4,,109-28-4,,3271-67-8,,,,6436063,C23 H46 N2 O,,,J193.576C,,203-661-5,100.003.329,79K39JU7RN,,,366.63282,7.4
1299491,39669-97-1,,39669-97-1,,,,,,,C21 H44 N2 O,,,J261.430H,,254-585-4,100.049.606,3L01IJ2B47,,,340.59488,7.3
1299501,,,61788-93-0,,39279-50-0,,,,,,,,,,263-020-0,,,,,,
1299511,107-64-2,,107-64-2,,12677-13-3,,,,,C38 H80 Cl N,3580288,,,MFCD00055540,203-508-2,100.003.190,OM9573ZX3X,,,586.5146,
1299531,65104-36-1,,65104-36-1,,,,,,,C19 H42 N2 O4,,,,,265-417-4,100.059.453,1D28QRO676,,,362.55454,
1299541,6440-58-0,,6440-58-0,,,,,,,C7 H12 N2 O4,0882348,,J207.046D,,229-222-8,100.026.566,BYR0546TOW,,,188.18344,-0.2
1299551,15534-95-9,,15534-95-9,,29759-65-7,,,,,C5 H10 N2 O2 S,0638446,,J62.588D,,239-579-1,100.035.966,H09EK3X952,,,162.2121,-0.8
1299561,9006-65-9,,9006-65-9,,,,,,,C8 H24 O2 Si3,,,J99.786B,,,,5L1VVC3K8O,,,236.53358,
1299571,,,61788-91-8,,,,,,,,,,,,263-017-4,,629IC4NN7W,,,,
1299581,123-79-5,,123-79-5,,,,,,31271,C22 H42 O4,,,J45.961E,,204-652-9,100.004.231,2BD76YG9SI,,,370.57354,7.4
1299601,41672-81-5,,41672-81-5,,,,,,,C37 H69 N O5,,,J320.117A,,255-490-0,100.050.428,E6AHA53N1H,,,607.95993,14.1
1299621,68797-35-3,,68797-35-3,,79165-05-2,,,,,C42 H60 K2 O16,,,,,272-296-1,100.065.704,CA2Y0FE3FX,,,899.124,
1299631,68683-31-8,,68683-31-8,,,,,,,C13 H18 O5,,,J332.582B,,272-070-2,100.065.499,,,,254.28246,2.4
1299641,,,68784-08-7,,,,,,,,,,,,272-219-1,,,,,,
1299651,,,68515-65-1,,68909-21-7,,,,,,,,,,271-102-2,,,,,,
1299661,3655-00-3,,3655-00-3,,,,,,,C18 H35 N O4.2Na,,,J205.572D,,222-899-0,100.020.818,KAS63U0A87,,,,
1299671,,,56388-44-4,,,,,,,,,,,,,,,,,,
1299681,25882-44-4,,25882-44-4,,,,,,117282,C18 H31 N Na2 O8 S,,,,,247-310-4,100.042.995,ZVJ4C47ROJ,,,467.49020856,
1299691,13192-12-6,,13192-12-6,,,,,,,C16 H28 Na2 O7 S,,,,,236-149-5,100.032.848,,,,410.43809856,
1299701,,,37767-42-3,,,,,,,,,,,,,,,,,,
1299711,20716-30-7,,20716-30-7,,,,,,,C24 H45 N Na2 O4,,,J225.311I,,243-983-3,100.039.970,61F9A8AV3L,,,457.60598856,
1299721,56388-43-3,,56388-43-3,,164982-59-6,,,,,C26 H45 N Na2 O9 S,,,,,260-143-1,100.054.658,9649G8O09D,,,593.68898856,
1299721,68227-80-5,,68227-80-5,,,,,,,C26 H45 N Na2 O9 S,,,,,269-392-0,100.063.064,W0A37B94Z3,,,593.68898856,
1299731,39354-45-5,,39354-45-5,,170809-72-0,,,,,C18 H32 Na2 O8 S,,,,,,,,,,454.49117856,
1299741,,,61791-56-8,,68648-85-1,,,,,,,,,,263-190-6,,,,,,
1299751,26650-05-5,,26650-05-5,,,,,,,C17 H27 N Na2 O8 S,,,,,247-873-6,100.043.506,9WD77I8V6N,,,451.44732856,
1299761,,,55963-33-2,,1189737-75-4,,,,,,,,,,,,,,,,
1299771,1323-83-7,,1323-83-7,,28474-96-6,,,,101269,C39 H76 O5,,,J6.217K,MFCD00066515,215-359-0,100.013.963,73071MW2KM,,,625.03072,16.2
1299781,79-74-3,,79-74-3,,211107-60-7,,,,6610,C16 H26 O2,2214556,,J10.508B,MFCD00027029,201-222-2,100.001.112,19O4J76TTK,,,250.38162,5.6
1299791,27176-87-0,,27176-87-0,,106602-89-5,,,,,C18 H30 O3 S,,,J181.022G,MFCD00066677,248-289-4,100.043.885,60NSK897G9,,,326.4997,6.9
1299801,1330-85-4,,1330-85-4,,29714-64-5,,,,3014024,C22 H40 Cl N,,,,,215-551-4,100.014.139,,,,354.0198,
1299801,19014-05-2,,19014-05-2,,39392-90-0,,,,,C22 H40 Cl N,,,,,242-754-5,100.038.852,66P6Q8243E,,,354.0198,
1299811,112-00-5,,112-00-5,,108779-79-9,,,,8152,C15 H34 Cl N,3915951,,,MFCD00041974,203-927-0,100.003.570,A81MSI0FIC,,,263.89498,
1299821,,,9006-50-2,,,,,,,,,,,,310-127-6,,3E0I92Z2GR,,,,
1299841,27640-89-7,,27640-89-7,,,,,,,C44 H84 O2,,,J333.537B,,248-587-4,100.044.156,12GCW2UZK6,,,645.15188,19.8
1299851,,,68002-97-1,,67015-99-0,,,,,unspecified,,,,,500-182-6,,3Y76363WPB,,,,
1299861,1808-26-0,,1808-26-0,,,,,,,C22 H36 O2,,,J103.655F,MFCD00038340,,,3NU6034AW3,,,332.52732,7.0
1299871,110-31-6,,110-31-6,,154853-77-7,,,,,C38 H72 N2 O2,,,J193.582H,,203-756-1,100.003.416,TMN5HDE2GX,,,589.00424,13.8
1299881,110-30-5,,110-30-5,,106908-24-1,,,,8044,C38 H76 N2 O2,,,J111.699A,MFCD00059224,203-755-6,100.003.415,603RP8TB9A,,,593.03612,15.7
1299891,627-83-8,,627-83-8,,,,,,61174,C38 H74 O4,,,J6.872A,,211-014-3,100.010.014,13W7MDN21W,,,595.00458,16.8
1299911,4500-01-0,,4500-01-0,,8034-24-0,,,,5364420,C20 H38 O3,,,J46.859B,,224-806-9,100.022.553,9Z5UXZ64XA,,,326.52046,6.9
1299921,4219-49-2,,4219-49-2,,,,,,,C18 H36 O3,1789719,,J110.953G,,224-160-8,100.021.965,T80A3T38WE,,,300.48252,6.8
1299931,106-17-2,,106-17-2,,,,,,5354357,C20 H38 O4,,,,,203-369-8,100.003.064,,,,342.51966,5.4
1299941,111-60-4,,111-60-4,,,,,,24762,C20 H40 O3,1794033,,J110.879D,,203-886-9,100.003.534,0324G66D0E,,,328.5364,7.8
1299951,22047-49-0,,22047-49-0,,146960-40-9,,,,,C26 H52 O2,,,J285.422H,MFCD00072275,244-754-0,100.040.671,EG3PA2K3K5,,,396.69884,11.9
1299961,1119-33-1,,1119-33-1,,,,,,,C7 H13 N O4,1725589,,J139.230A,MFCD00037217,214-274-6,100.012.977,3EC85NWR4K,,,175.18441,-3.0
1299971,2530-33-8,,2530-33-8,,,,,,,C14 H26 O4,,,J192.019G,,219-783-7,100.017.985,,,,258.35802,4.5
1299981,84-72-0,,84-72-0,,,,,,,C14 H16 O6,1389422,,J46.810J,,201-555-3,100.001.414,C591YI5BTG,,,280.27672,2.4
1299991,27538-35-8,,27538-35-8,,,,,,,C8 H10 N2 O2,,,J1.707.071A,,248-515-1,100.044.090,GS4W88OP01,,,166.1801,0.7
1300001,2809-21-4,,2809-21-4,,,,,,3305,C2 H8 O7 P2,1789291,,J7.915D,MFCD00070585,220-552-8,100.018.684,M2F465ROXU,,,206.027684,-3.7
1300011,2650-18-2,,2650-18-2,,1334-07-2,,,,17559,C37 H42 N4 O9 S3,,,J39.194H,,220-168-0,100.018.335,86R7G3C26F,,,782.95754,
1300021,259854-70-1,,259854-70-1,,,,,,,C15 H26 O,,,J3.363.257F,,,,,,,222.37142,4.9
1300031,25956-17-6,,25956-17-6,,64553-31-7,,,,6093299,C18 H16 N2 Na2 O8 S2,,,,MFCD00059526,247-368-0,100.043.047,WZB9127XOA,,,498.44265856,
1300041,4548-53-2,,4548-53-2,,,,,,5463878,C18 H14 N2 Na2 O7 S2,7161700,,,MFCD00046402,224-909-9,100.022.646,X3W0AM1JLX,,,480.42751856,
1300051,12227-78-0,,12227-78-0,,157367-40-3,,,,,C60 H18 Al2 I12 O15,,,,MFCD00151206,235-440-4,100.032.207,,,,2555.6081772,
1300071,15790-07-5,,15790-07-5,,12227-60-0,,,,,C16 H9 Al N2 O7 S2,,,,,239-888-1,100.036.247,,,,432.3676686,
1300101,4776-06-1,,4776-06-1,,,,,,20906,C14 H8 Br2 F3 N O2,,,J10.960F,,225-322-0,100.023.020,80OFG3WPYD,,,439.0263696,5.2
1300111,31694-55-0,,31694-55-0,,223797-38-4,,,,,C9 H20 O6,,,J226.154E,,500-075-4,100.105.580,3E565J9K7G,,,224.2536,-2.2
1300121,31694-55-0,,31694-55-0,,223797-38-4,,,,,C9 H20 O6,,,J226.154E,,500-075-4,100.105.580,MHY4NJW64H,,,224.2536,-2.2
1300131,136-44-7,,136-44-7,,,,,,,C10 H13 N O4,2727968,,J49.708H,,205-244-3,100.004.768,A886B5N5IM,,,211.21741,0.2
1300141,26402-22-2,,26402-22-2,,1322-59-4,,,,92926,C13 H26 O4,,,J102.875H,MFCD00056656,247-667-6,100.043.319,,,,246.34702,3.1
1300151,26402-26-6,,26402-26-6,,119938-58-8,,,,3033877,C11 H22 O4,,,J118.316H,MFCD00056652,247-668-1,100.043.320,TM2TZD4G4A,,,218.29314,30.0
1300161,,,61789-05-7,,8031-52-5,,,,,,,,,,263-027-9,,WVK1CT5994,,,,
1300171,25637-84-7,,25637-84-7,,12776-09-9,,,,,C39 H72 O5,1730341,,,,247-144-2,100.042.844,,,,620.99884,14.3
1300181,26657-95-4,,26657-95-4,,,,,,,C35 H68 O5,,,J6.202B,MFCD00216843,247-886-7,100.043.518,7775E5IR3L,,,568.92296,14.0
1300191,28063-42-5,,28063-42-5,,,,,,,C25 H48 O4,,,,MFCD00063456,248-812-6,100.044.360,,,,412.65436,8.5
1300201,1323-42-8,,1323-42-8,,99900-51-3,,,,,C21 H42 O5,,,,,215-355-9,100.013.960,,,,374.56174,6.5
1300211,26545-74-4,,26545-74-4,,100786-09-2,,,,5283469,C21 H38 O4,,,J116.896G,,247-788-4,100.043.429,4763AXI84L,,,354.53066,5.8
1300221,589-68-4,,589-68-4,,,,,,79050,C17 H34 O4,,,,,,,SMJ2192F1R,,,302.45478,5.2
1300221,27214-38-6,,27214-38-6,,1330-67-2,,,,79050,C17 H34 O4,,,J104.106A,,248-329-0,100.043.921,6992Y81827,,,302.45478,5.2
1300231,542-44-9,,542-44-9,,10161-77-0,,,,14900,C19 H38 O4,1728235,,J6.399A,MFCD00042734,208-812-9,100.008.012,U9H9OM3S75,,,330.50866,6.3
1300241,141-08-2,,141-08-2,,16467-77-9,,,,,C21 H40 O5,,,J24.718I,,205-455-0,100.004.960,,,,372.5458,4.8
1300241,1323-38-2,,1323-38-2,,8042-05-5,,,,6433266,C21 H40 O5,,,,,215-353-8,100.013.958,ZUE0CEL42O,,,372.5458,4.8
1300251,27177-85-1,,27177-85-1,,,,,,,C23 H44 O5,,,,,,,MC9K8A77CZ,,,400.59968,
1300271,101-34-8,,101-34-8,,22323-48-4,,,,,C63 H110 O12,,,,,202-935-1,100.002.669,6TX6N2LEXN,,,1059.5601,19.5
1300281,139-44-6,,139-44-6,,117313-82-3,,,,25100,C57 H110 O9,,,J184.417B,,205-364-6,100.004.877,06YD7896S3,,,939.4965,19.5
1300291,13552-80-2,,13552-80-2,,,,,,,C36 H68 O6,1810343,,J118.332J,MFCD00042869,236-935-8,100.033.563,ZTT041BJ4O,,,596.93316,13.8
1300301,79416-55-0,,79416-55-0,,,,,,,C46 H90 O4,,,J122.577D,,279-153-2,100.071.935,158B18Y411,,,707.2201,21.2
1300301,,,344-64-8,,,,,,,C46 H90 O4,,,,,,,,,,707.2201,
1300311,94020-95-8,,94020-95-8,,,,,,,C15 H24 O,,,J367.903I,,301-390-8,100.092.131,,,,220.35548,3.7
1300321,,,65497-29-2,,172719-97-0,,,,,C6 H16 N O2.x-Cl.x-Unspecified,,,,MFCD00217411,,,B16G315W7A,,,,
1300341,2871-01-4,2-(4-amino-2-nitroanilino)ethanol,2871-01-4,,,,,,,C8 H11 N3 O3,,,J78.138J,MFCD00071801,220-701-7,100.018.820,51CPX7M1SQ,,,197.19427,0.5
1300351,4926-55-0,2-(2-nitroanilino)ethanol,4926-55-0,,,,,,78637,C8 H10 N2 O3,,,J262.526A,MFCD00239475,225-555-8,100.023.232,9FVT2KMV9O,,,182.1793,1.5
1300371,506-03-6,"(2S)-3-hexadecoxypropane-1,2-diol",506-03-6,,,,,,72733,C19 H40 O3,1724517,,J6.228F,,208-026-6,100.007.297,UJ10V6YY6H,,,316.5254,6.5
1300381,,,34424-97-0,,,,,,,C54 H106 O15,,,,,252-010-1,,Z35I17EQOP,,,995.42682,
1300391,659-40-5,,659-40-5,,,,,,,C24 H38 N4 O10 S2,,,,,211-533-5,100.010.486,023XA5Z50L,,,606.71686,
1300401,26730-92-7,,26730-92-7,,,,,,,C42 H82 O4,,,J249.023D,,247-947-8,100.043.574,1LF5H7G01B,,,651.11234,18.3
1300411,,,61789-07-9,,,,,,,,,,,,263-028-4,,,,,,
1300421,,,61789-79-5,,12704-96-0,,,,,,,,,,263-089-7,,,,,,
1300451,61693-08-1,,61693-08-1,,,,,,,C33 H68,,,,,,,,,,464.90496,14.6
1300461,,,61789-08-0,,,,,,,,,,,,263-030-5,,,,,,
1300481,,,61790-38-3,,39390-66-4,,,,,,,,,,263-130-9,,Q8Y7S3B85M,,,,
1300491,,,61790-31-6,,55599-10-5,,,,,,,,,,263-123-0,,,,,,
1300501,,,61788-94-1,,,,,,,,,,,,263-021-6,,,,,,
1300511,,,61789-09-1,,113552-58-2,,,,,,,,,,263-031-0,,,,,,
1300521,,,68990-59-0,,,,,,,,,,,,273-613-6,,,,,,
1300531,,,68990-06-7,,,,,,,,,,,,273-576-6,,,,,,
1300541,,,61788-78-1,,1258874-74-6,,,,,,,,,,263-005-9,,,,,,
1300561,,,65072-00-6,,68409-77-8,,,,,,,,,,265-363-1,,M93H91U80R,,,,
1300571,134-31-6,,134-31-6,,,,,,,C18 H16 N2 O6 S,,,,MFCD00013095,205-137-1,100.004.671,61VUG75Y3P,,,388.39972,
1300581,24625-03-4,,24625-03-4,,,,,,,C20 H44 Cl N O,,,,,246-369-3,100.042.139,73JQ08D7IT,,,350.02888,
1300591,,,37353-59-6,,,,,,,,,,,,,,273FM27VK1,,,,
1300601,2440-22-4,,2440-22-4,,106085-67-0,,,,17113,C13 H11 N3 O,0615546,,J7.899I,MFCD00022903,219-470-5,100.017.700,5X93W9OFZL,,,225.25087,4.3
1300611,,,39421-75-5,,114680-41-0,,,,,C3 H8 O2.x-Unspecified,,,,,609-675-1,,3A1I7376TC,,,,
1300611,,,68442-94-4,,,,,,,unspecified,,,,,270-497-9,,,,,,
1300621,9049-76-7,,9049-76-7,,102511-23-9,,,,,C31 H56 O22,,,,MFCD00081709,,,9M44R3409A,,,780.76972,-8.1
1300631,106-15-0,,106-15-0,,163387-30-2,,,,,C20 H41 N O3,,,J182.210A,,203-367-7,100.003.062,3688201800,,,343.55137,5.4
1300651,110-34-9,,110-34-9,,,,,,,C20 H40 O2,,10715.0,J150.252B,MFCD00059289,203-758-2,100.003.418,M88W0H94JB,,,312.5372,8.8
1300661,4247-02-3,,4247-02-3,,,,,,20240,C11 H14 O3,2642305,,J909A,MFCD00020167,224-208-8,100.022.008,0QQJ25X58G,,,194.23018,3.4
1300671,646-13-9,,646-13-9,,,,,,,C22 H44 O2,1792857,,J95.901D,MFCD00072278,211-466-1,100.010.425,V8DPR6HNX3,,,340.59108,9.9
1300681,68551-16-6,,68551-16-6,,,,,,,C10 H22,,,J95.545K,,271-365-3,100.064.858,382AKH052V,,,142.28534,5.3
1300691,26264-05-1,,26264-05-1,,118998-53-1,,,,,C21 H39 N O3 S,,,,,247-556-2,100.043.218,3PD7DBA3T6,,,385.61143,
