CID,TGSC ID
24762,1357481
24762,1357521
24762,1357541
24762,1357701
24762,1358191
24762,1301041
24762,1358461
24762,1304921
24762,1686311
24762,1307691
24762,1307681
24762,1307671
24762,1304861
24762,1304871
24762,1686321
24762,1307741
24762,1686331
24762,1304891
24762,1304911
24762,1357411
24762,1357141
24762,1097891
24762,1365891
24762,1356741
24762,1356671
24762,1307721
24762,1299941
24762,1356481
24762,1307701
24762,1356441
24764,1249991
24765,1311631
24766,1642651
24771,1275981
24777,1789171
24779,1411031
24781,1060381
24796,1607711
24798,1221291
24813,1274551
24823,1330921
24826,1311651
24834,1022121
24835,1023531
24837,1061311
24838,1024372
24838,1024371
24841,1250701
24843,1256131
24846,1250991
24848,1284561
24850,1218971
24854,1098061
24856,1342931
24861,1342941
24862,1559541
24869,1445891
24870,1311661
24874,1056631
24877,1098931
24915,1020531
24915,1020532
24916,1539471
24928,1344851
24928,1227031
24934,1283791
24939,1343021
24945,1577961
24952,1351291
24958,1278351
24963,1311721
24965,1311731
24982,1747871
24982,1747851
24982,1747831
24986,1453171
25045,1175141
25046,1431091
25050,1136721
25059,1331041
25068,1099091
25075,1400021
25100,1300281
25127,1244621
25204,1221161
25208,1135691
25212,1311781
25213,1055351
25238,1023591
25239,1027301
25289,1273211
25298,1408221
25311,1005541
25324,1012631
25325,1027051
25378,1262201
25403,1120391
25422,1119401
25429,1227191
25457,1299791
25480,1066231
25484,1334391
25485,1360021
25494,1359111
25501,1684751
25514,1219461
25515,1410331
25516,1219571
25517,1097711
25520,1344111
25523,1661381
25561,1257751
25604,1259361
25611,1108181
25612,1009352
25612,1009351
25701,1724871
25793,1444351
25797,1464211
25804,1716101
25812,1001971
25817,1680921
25913,1156051
25915,1120721
25915,1008361
25916,1426491
25945,1447931
25982,1360021
26041,1304471
26042,1100161
26049,1014471
26052,1345031
26053,1345041
26058,1456701
26059,1345051
26068,1010571
26089,1332561
26129,1312291
26130,1252581
26135,1541331
26179,1150811
26204,1007951
26229,1098451
26248,1665351
26250,1277741
26257,1085981
26268,1345371
26289,1016811
26305,1841611
26331,1008381
26332,1302901
26333,1013671
26334,1426461
26334,1008281
26334,1008261
26335,1035521
26370,1312401
26370,1311681
26384,1191771
26396,1378061
26397,1433941
26404,1580611
26447,1008131
26464,1214121
26519,1288641
26548,1203751
26565,1125031
26607,1410391
26612,1447641
26612,1447621
26613,1447771
26633,1238031
26690,1649871
26731,1199251
26768,1372741
26808,1012941
26839,1120611
26840,1438851
26862,1177811
26925,1403841
26938,1368171
26948,1821891
26955,1006551
26989,1204821
27010,1159341
27021,1373831
27154,1125411
27178,1358871
27189,1078751
27208,1012461
27209,1019161
27369,1299551
27423,1293791
27440,1022921
27457,1017841
27458,1017911
27460,1551711
27461,1312521
27461,1117051
27470,1437951
27518,1514311
27519,1178141
27523,1522091
27689,1093931
27756,1210081
27769,1333331
27809,1164331
27866,1035651
27867,1105041
27867,1006931
27867,1612491
27868,1381681
27872,1131811
27892,1037081
27902,1303741
27938,1082541
27940,1120061
27941,1003401
27944,1254891
27982,1174491
27990,1513481
28019,1099611
28025,1120521
28026,1425161
28114,1169861
28127,1283321
28145,1219711
28151,1446161
28226,1512901
28231,1124401
28237,1053721
28310,1479721
28329,1539061
28358,1477341
28452,1121271
28455,1513841
28456,1121001
28459,1121121
28469,1072211
28471,1121301
28477,1081681
28481,1602121
28497,1046341
28499,1698221
28500,1016911
28516,1512011
28518,1126291
28523,1698591
28540,1129281
28557,1157401
28579,1473941
28594,1268501
28619,1278691
28678,1371201
28810,1098401
28818,1019961
28838,1753531
28905,1018961
28906,1301661
28930,1023701
28937,1452061
28965,1070381
28999,1474021
29008,1434341
29009,1626571
29010,1434591
29025,1028081
29075,1155871
29076,1660321
29096,1006052
29096,1006051
29096,1040751
29112,1680841
29231,1699981
29251,1176351
29303,1585761
29327,1284461
29339,1585951
29381,1027651
29393,1334011
29408,1123921
29420,1463731
29435,1666961
29561,1603511
29563,1710381
29632,1427061
29634,1579261
29644,1586981
29744,1177601
29746,1454691
29771,1413781
29773,1042121
29775,1437521
29777,1436751
29909,1428431
29995,1628211
30111,1334401
30181,1586681
30185,1698751
30214,1118731
30215,1051411
30219,1531311
30220,1408231
30227,1596591
30231,1003941
30247,1030141
30248,1019221
30249,1017891
30313,1129761
30322,1133251
30332,1093881
30364,1120051
30398,1389431
30465,1117921
30541,1301811
30664,1290491
30692,1354141
30725,1203291
30748,1430641
30771,1016511
30875,1144091
30914,1012201
30915,1583531
30916,1455741
30945,1191611
30976,1166141
31039,1581911
31040,1669471
31131,1574541
31138,1129611
31155,1178961
31161,1822851
31202,1222681
31204,1303791
31209,1001011
31210,1021511
31211,1006231
31214,1051231
31215,1292641
31217,1133691
31218,1135661
31219,1001772
31219,1001771
31225,1012692
31225,1012691
31226,1015191
31227,1009672
31227,1009671
31229,1099401
31231,1005711
31234,1371821
31234,1010172
31234,1010171
31236,1012571
31239,1069351
31241,1335611
31241,1043671
31242,1035341
31244,1001271
31244,1001272
31244,1411751
31245,1036101
31246,1025681
31247,1470141
31249,1018871
31250,1236571
31251,1004911
31251,1004912
31252,1008141
31252,1120491
31253,1016531
31256,1203631
31258,1456821
31260,1014671
31261,1164641
31263,1049601
31264,1048621
31265,1004811
31266,1000731
31268,1009391
31271,1299581
31272,1019351
31275,1149081
31276,1006711
31276,1006712
31277,1289041
31278,1013821
31280,1227981
31283,1004891
31284,1032781
31285,1155891
31286,1048131
31288,1167711
31289,1000292
31289,1000291
31291,1000161
31292,1270391
31294,1296141
31297,1257551
31337,1295391
31339,1050521
31341,1299121
31344,1268561
31352,1240211
31353,1030541
31357,1291841
31362,1163221
31368,1257451
31369,1277301
31369,1309551
31373,1286921
31374,1263431
31377,1344391
31386,1273721
31389,1192401
31391,1304461
31401,1296231
31404,1029651
31405,1166071
31408,1017251
31416,1284191
31420,1148631
31423,1279441
31492,1009461
31493,1559061
31553,1108841
31645,1696241
31829,1669701
31904,1017791
31954,1031491
32021,1813581
32033,1008161
32045,1587591
32052,1445672
32054,1399371
32065,1035761
32093,1001571
32154,1335041
32196,1047381
32205,1126131
32207,1047051
32240,1130541
32464,1459031
32465,1531301
32465,1531291
32490,1666671
32502,1637131
32594,1013601
32611,1291561
32735,1402151
32776,1415541
32777,1434191
32793,1286321
32794,1275351
32796,1579181
32857,1018711
32857,1018712
32881,1360821
32881,1360101
32881,1686921
32881,1360251
32881,1686911
32881,1359961
32881,1360441
32881,1686901
32881,1686891
32881,1686881
32881,1686871
32881,1359841
32881,1686861
32881,1276561
32881,1359911
32881,1360361
32898,1690751
32898,1315831
32898,1313021
32899,1121051
32912,1446701
32967,1594761
33032,1479921
33032,1025121
33037,1736771
33094,1258521
33105,1119381
33107,1119341
33109,1468601
33120,1300171
33135,1031841
33166,1107761
33263,1167911
33286,1275951
33286,1235311
33344,1301371
33360,1313151
33439,1414231
33510,1495681
33510,1495631
33528,1335651
33586,1299341
33599,1313271
33635,1054421
33637,1032111
33640,1435821
33645,1590721
33662,1669521
33668,1447171
33701,1482901
33706,1184931
33733,1024411
33740,1347521
33744,1047921
33747,1525811
33771,1449831
33865,1431641
33865,1045641
33865,1317391
33917,1098761
33919,1371801
33931,1491201
33934,1238651
33936,1519281
33960,1005401
33970,1668471
34007,1347561
34023,1417521
34134,1383231
34167,1513651
34222,1629421
34225,1415131
34260,1371341
34286,1035411
34295,1580571
34296,1574311
34306,1312891
34335,1488491
34338,1435501
34453,1302641
34526,1313461
34590,1045581
34591,1045261
34627,1126761
34645,1034221
34691,1072071
34742,1467421
34751,1233651
34857,1559241
35349,1582981
35367,1509291
35408,1039981
35413,1508651
35450,1667531
35703,1213871
35784,1437471
35785,1025171
35804,1449001
35821,1028041
35847,1368431
35960,1582001
36023,1188091
36081,1489891
36081,1001372
36081,1001371
36081,1096661
36098,1583821
36224,1629861
36225,1301651
36240,1259191
36247,1438771
36314,1271741
36324,1336591
36383,1370151
36462,1380261
36573,1836901
36574,1399281
36599,1698251
36599,1621391
36628,1656341
36679,1313661
36744,1119581
36822,1035871
37065,1445001
37098,1298381
37109,1603731
37153,1042131
37175,1336911
37246,1619481
37439,1582451
37508,1501311
37511,1153951
37517,1313701
37542,1380721
37576,1688221
37723,1667151
37907,1098831
38026,1801141
38049,1308041
38049,1368351
38049,1368251
38049,1368341
38049,1690301
38049,1305211
38049,1305221
38049,1305231
38049,1305241
38049,1368261
38049,1305251
38049,1368271
38049,1308061
38049,1308051
38049,1368291
38049,1308071
38049,1690311
38049,1368321
38049,1690321
38258,1068791
38259,1446961
38313,1299491
38477,1706271
38479,1337371
38515,1468971
38621,1530091
38679,1031351
38687,1077541
38688,1003641
38689,1004101
38737,1656771
38756,1127621
38762,1434491
38854,1085871
38855,1302591
38883,1443841
38884,1456271
38911,1683541
38935,1619491
39040,1666641
39042,1666801
39172,1417871
39175,1441101
39230,1666661
39327,1337591
39499,1121171
39539,1164361
39655,1544031
39722,1080301
39738,1636311
39742,1013691
39800,1301401
39801,1018381
39848,1132141
39914,1038011
39977,1272931
39985,1314021
40003,1414461
40004,1503781
40024,1680861
40138,1368911
40326,1338011
40380,1521211
40585,1349811
40631,1047001
40634,1295721
40761,1292371
40787,1546521
40895,1124901
40923,1125341
40997,1587491
41013,1117691
41017,1160401
41088,1124831
41126,1130531
41143,1579521
41170,1451351
41171,1211181
41183,1619901
41208,1574841
41209,1436401
41234,1338281
41270,1001991
41285,1552161
41306,1121541
41310,1121521
41311,1121601
41333,1450941
41368,1314101
41384,1690931
41428,1080811
41463,1314111
41518,1585971
41569,1036241
41570,1036451
41671,1626231
41679,1079641
41690,1535751
41742,1013581
41774,1663151
41838,1569951
42011,1383241
42263,1012871
42296,1445021
42549,1667791
42576,1086521
42576,1086531
42576,1085801
42576,1085611
42576,1085601
42576,1611771
42576,1023901
42576,1086551
42674,1024121
42675,1384631
42745,1002011
42865,1362781
42891,1300861
42953,1363141
42956,1131671
42956,1369511
42978,1065881
42981,1688071
43046,1018832
43046,1018831
43234,1338691
43263,1470111
43389,1134421
43579,1037051
43595,1681161
43598,1036851
43710,1691571
43715,1414471
43851,1022781
43858,1444291
43924,1818891
43925,1120631
44072,1339001
44079,1007101
44079,1389811
44824,1600691
45056,1137841
46202,1136851
47167,1000831
47346,1887921
47445,1696211
47519,1482801
47576,1670781
47649,1036881
47759,1690951
47866,1340011
47898,1354561
47922,1016751
47932,1299091
47936,1539271
47945,1452861
47974,1756321
48038,1627731
49384,1315841
49988,1020661
49998,1359161
50006,1437241
50024,1015811
50106,1547551
50216,1010271
50256,1468071
50258,1366281
50280,1682251
50280,1682351
50280,1682331
50280,1682301
50280,1368661
50280,1686441
50280,1686461
50280,1737181
50280,1686451
50280,1357131
50280,1682281
50286,1301521
50297,1631181
50367,1072271
50465,1686951
50941,1007191
50969,1429521
51040,1131381
51132,1384051
51166,1757491
51330,1408951
51392,1299181
51551,1452891
51605,1341301
51964,1363751
52538,1797461
52847,1017081
52856,1548331
52999,1071761
53172,1146691
53232,1380451
53517,1576981
53518,1341651
53654,1583261
53735,1093941
54738,1697701
54778,1342081
54886,1690941
54960,1080281
55317,1117091
57363,1561311
57449,1107831
57469,1684841
57525,1459331
59177,1513591
59228,1523001
59541,1289151
60960,1349801
60961,1136651
60966,1288131
60968,1106181
60968,1012821
60971,1298371
60973,1358661
60973,1480511
60979,1022271
60982,1006242
60982,1006241
60983,1025601
60985,1019711
60986,1228291
60990,1028341
60994,1382491
60995,1009972
60995,1009971
60997,1003971
60998,1006811
60999,1021131
61000,1005571
61003,1031941
61005,1031511
61006,1331071
61007,1021652
61007,1021651
61010,1017641
61011,1189381
61012,1168561
61014,1002472
61014,1002471
61015,1013551
61016,1019891
61018,1134801
61019,1286081
61020,1037231
61021,1257361
61021,1309381
61022,1664591
61024,1029281
61026,1299271
61027,1002261
61028,1226291
61030,1031851
61031,1000411
61031,1000412
61035,1006581
61037,1302201
61038,1172831
61040,1030561
61041,1016371
61045,1037331
61048,1013272
61048,1013271
61050,1033391
61052,1017701
61054,1020891
61056,1513761
61057,1448161
61067,1175391
61072,1032741
61079,1005771
61081,1298201
61082,1226781
61085,1006431
61088,1332661
61092,1034371
61093,1034361
61096,1033401
61097,1035131
61098,1007941
61123,1046201
61124,1036391
61125,1014751
61126,1036981
61130,1008861
61134,1033051
61135,1027631
61137,1014011
61138,1033581
61140,1226081
61151,1032761
61153,1035701
61154,1262881
61155,1025261
61156,1025141
61159,1037761
61160,1450181
61166,1028471
61167,1040131
61168,1034101
61171,1028461
61174,1299891
61177,1023931
61182,1043451
61183,1034911
61184,1034021
61185,1004161
61192,1023561
61199,1008621
61200,1037471
61202,1034171
61204,1009471
61204,1009472
61206,1036181
61208,1035541
61209,1012711
61217,1036671
61221,1235921
61225,1239171
61229,1035181
61235,1032891
61240,1035381
61243,1035841
61249,1251031
61252,1005811
61253,1270671
61260,1037101
61261,1035511
61262,1488031
61265,1634421
61270,1509091
61270,1459301
61274,1247441
61275,1001891
61278,1038721
61282,1024381
61283,1032881
61284,1037791
61289,1218991
61290,1035931
61293,1020221
61294,1455901
61295,1036061
61296,1003181
61300,1348251
61300,1608071
61302,1033831
61303,1037671
61304,1008521
61319,1002921
61320,1609431
61321,1099371
61325,1008111
61326,1301291
61327,1611951
61328,1626941
61331,1010001
61332,1337441
61334,1106051
61337,1004881
61341,1011591
61342,1009401
61346,1027981
61351,1582411
61359,1007511
61361,1013781
61362,1002881
61373,1271131
61375,1029061
61379,1017661
61384,1005691
61385,1035981
61386,1003691
61387,1365461
61388,1013901
61400,1019761
61401,1016771
61402,1011911
61403,1018151
61404,1035121
61405,1002551
61406,1002601
61407,1002771
61408,1027771
61410,1002841
61412,1003051
61414,1003381
61415,1003581
61416,1015841
61417,1033771
61418,1006861
61419,1010471
61424,1283501
61429,1360771
61429,1360771
61429,1360091
61429,1100061
61429,1360781
61429,1360541
61429,1360791
61429,1360791
61429,1360801
61429,1360801
61429,1360811
61429,1360531
61429,1360811
61429,1360091
61429,1360561
61429,1360531
61429,1360551
61429,1360551
61429,1360541
61429,1360781
61429,1360641
61429,1360641
61429,1360081
61429,1357431
61429,1357431
61429,1357651
61429,1360561
61429,1046441
61429,1360061
61429,1357651
61429,1046441
61429,1360071
61429,1360071
61429,1100061
61429,1360061
61429,1360081
61431,1009151
61434,1035031
61435,1007321
61444,1342861
61446,1032921
61447,1022321
61448,1022331
61450,1025231
61451,1022951
61452,1023081
61453,1032791
61455,1027041
61457,1026921
61459,1559271
61464,1020861
61466,1022501
61473,1283721
61475,1284031
61478,1559921
61479,1566071
61482,1231431
61494,1356831
61495,1682581
61502,1036301
61503,1447821
61514,1664381
61516,1001881
61517,1033821
61523,1037121
61524,1033001
61527,1027711
61554,1344121
61574,1356211
61574,1357941
61574,1358291
61575,1358651
61585,1007691
61586,1434631
61590,1022571
61592,1008241
61598,1804411
61631,1037561
61633,1012731
61634,1014441
61634,1012741
61641,1007021
61653,1008831
61656,1035491
61657,1035961
61658,1024341
61659,1035661
61660,1024401
61661,1024351
61662,1035791
61663,1009041
61664,1036601
61665,1012121
61670,1122991
61670,1035481
61674,1594391
61695,1302551
61700,1036821
61701,1278501
61712,1037361
61715,1035991
61721,1411101
61729,1332801
61738,1036121
61740,1359191
61742,1612261
61743,1018301
61745,1362541
61745,1362541
61746,1034821
61747,1302761
61769,1607871
61771,1001541
61780,1031171
61781,1046211
61807,1333181
61808,1005381
61809,1022201
61812,1007621
61814,1005451
61817,1300071
61829,1036711
61833,1731211
61833,1312581
61834,1430591
61835,1037061
61840,1515051
61842,1365501
61844,1123411
61845,1036011
61851,1277951
61858,1333491
61861,1312631
61888,1736791
61889,1607911
61896,1451981
61899,1696201
61906,1368921
61912,1572101
61913,1361411
61913,1100191
61913,1361431
61913,1361451
61913,1307411
61914,1034211
61916,1660791
61917,1162121
61918,1001401
61921,1446041
61922,1036021
61926,1009841
61927,1276781
61928,1827191
61930,1305421
61935,1037601
61936,1029841
61942,1049431
61945,1035631
61948,1336941
61951,1035901
61953,1027841
61954,1038081
61955,1023411
61959,1795391
61967,1376551
61968,1125901
61969,1036341
61973,1313741
61976,1035431
61979,1035731
61980,1022591
61982,1005051
61982,1589311
61984,1005671
61985,1027391
61988,1035331
61989,1035891
61990,1025981
61993,1367981
61995,1003001
61997,1033721
62000,1036111
62001,1609351
62003,1554471
62003,1036891
62007,1036371
62008,1690221
62008,1308271
62008,1690231
62010,1195431
62013,1038391
62017,1037491
62020,1664241
62024,1003281
62069,1037371
62072,1128421
62074,1026751
62085,1301471
62087,1036531
62087,1191151
62089,1036901
62090,1036581
62092,1032831
62095,1037221
62097,1338331
62098,1012851
62105,1036231
62106,1475701
62108,1303711
62109,1299251
62110,1365891
62117,1037741
62118,1191221
62120,1367231
62124,1649691
62126,1036211
62128,1038371
62131,1008731
62139,1805291
62140,1296761
62143,1024421
62144,1035351
62145,1031461
62148,1027741
62151,1038041
62158,1739411
62159,1036461
62166,1004631
62178,1748121
62182,1036861
62183,1036781
62210,1339041
62213,1355931
62213,1355921
62213,1355911
62213,1355941
62217,1033101
62218,1037681
62219,1314331
62220,1123671
62223,1699971
62231,1125301
62237,1031521
62238,1298331
62240,1009711
62247,1359181
62247,1359171
62249,1381011
62265,1710021
62276,1341701
62277,1299101
62321,1030551
62326,1028751
62328,1011291
62328,1011291
62328,1011292
62328,1011292
62329,1008751
62331,1284861
62332,1010131
62332,1010132
62333,1018981
62334,1002461
62334,1002462
62335,1082311
62336,1000031
62339,1206661
62341,1412121
62341,1011092
62341,1011091
62345,1019781
62348,1037781
62349,1027581
62351,1035801
62358,1687071
62362,1023511
62367,1035671
62371,1362491
62374,1029401
62375,1022451
62378,1009071
62384,1036171
62385,1018551
62388,1459361
62389,1212511
62395,1297901
62406,1293031
62424,1038421
62425,1298111
62427,1371791
62433,1005951
62434,1009831
62441,1011851
62444,1035781
62445,1032311
62452,1299031
62453,1005801
62459,1154011
62465,1028451
62469,1022601
62477,1216101
62478,1660821
62484,1036801
62485,1167921
62490,1017821
62493,1293611
62498,1218651
62500,1285081
62503,1365141
62510,1028001
62511,1497941
62531,1369191
62539,1026461
62552,1270431
62553,1004471
62557,1436741
62566,1039751
62570,1587451
62571,1038981
62572,1056311
62575,1005991
62576,1222371
62577,1466881
62578,1032901
62580,1033861
62583,1037091
62592,1025801
62593,1338611
62601,1268731
62602,1360951
62603,1311241
62610,1358891
62612,1152311
62624,1048271
62626,1371711
62632,1351761
62633,1368081
62639,1297641
62640,1297631
62648,1219911
62649,1283821
62654,1034191
62655,1283681
62657,1099661
62660,1021111
62661,1013741
62662,1252111
62667,1218941
62668,1218721
62693,1275741
62695,1172771
62696,1276601
62697,1362071
62697,1276591
62698,1098691
62699,1307331
62699,1356241
62699,1302021
62699,1357461
62699,1358161
62699,1686601
62699,1307461
62699,1302001
62699,1302011
62699,1356981
62699,1356471
62699,1356651
62700,1276201
62701,1276181
62702,1276221
62703,1525501
62704,1618611
62705,1304341
62705,1276721
62705,1340731
62705,1276711
62706,1612011
62707,1276671
62708,1131491
62712,1098961
62717,1304221
62725,1005371
62726,1304031
62738,1334321
62752,1017211
62781,1077081
62788,1772291
62790,1347091
62793,1359831
62793,1359931
62806,1725421
62806,1665871
62806,1302361
62806,1725391
62806,1725451
62806,1725481
62806,1725471
62806,1496321
62816,1611881
62825,1098231
62832,1313401
62835,1029011
62835,1028801
62838,1313301
62842,1020411
62848,1448951
62851,1022741
62852,1155931
62856,1491511
62859,1695071
62876,1001221
62884,1663951
62897,1035741
62900,1029501
62901,1036651
62902,1006801
62904,1363801
62904,1363791
62904,1363811
62904,1299731
62904,1308171
62907,1036281
62908,1037531
62909,1584371
62911,1032931
62912,1037021
62913,1019011
62990,1252931
63123,1819231
64120,1358831
64645,1698481
64663,1220761
64671,1452301
64672,1301561
64675,1301601
64676,1301611
64677,1452331
64678,1019431
64680,1371101
64685,1412971
64689,1495271
64689,1607691
64735,1254341
64763,1002231
64772,1683581
64780,1665381
64784,1061461
64802,1414641
64805,1007731
64805,1007732
64807,1006301
64811,1377271
64812,1000311
64813,1023691
64819,1311271
64820,1376231
64832,1023831
64860,1185801
64863,1017041
64870,1472721
64883,1110211
64884,1382681
64916,1383631
64945,1296241
64947,1260661
64961,1269771
64969,1191881
64970,1157411
64971,1223341
64981,1486671
64982,1667691
65030,1539031
65036,1009901
65037,1514481
65041,1233881
65041,1365661
65046,1248871
65048,1843981
65057,1240571
65063,1899971
65064,1654041
65065,1408501
65067,1158741
65075,1289001
65082,1481281
65084,1867671
65090,1037851
65093,1216501
65098,1253901
65099,1224581
65110,1812391
65115,1699461
65126,1588221
65130,1370531
65146,1094661
65146,1770061
65156,1434941
65193,1710001
65196,1285101
65238,1736911
65243,1395201
65249,1811141
65285,1131201
65288,1037071
65289,1036221
65290,1037631
65300,1131231
65326,1137561
65359,1736991
65360,1275461
65360,1169581
65413,1028521
65425,1027671
65427,1036271
65428,1447681
65428,1008561
65428,1384841
65428,1456021
65442,1682211
65550,1234031
65551,1215501
65571,1368861
65575,1003031
65576,1698601
65626,1494821
65689,1522181
65717,1522191
65724,1051421
65727,1586081
65784,1653801
65946,1800711
66027,1271621
66048,1203401
66058,1480401
66060,1056701
66065,1665331
66066,1900681
66077,1480371
66087,1180991
66091,1370611
66093,1296281
66117,1216301
66133,1222841
66141,1703381
66144,1244971
66165,1237421
66171,1156971
66173,1287711
66180,1072111
66193,1105651
66194,1474681
66195,1191541
66197,1237211
66227,1225191
66243,1255511
66250,1253361
66278,1297561
66282,1038781
66291,1431081
66295,1040371
66303,1085941
66308,1343201
66310,1596871
66321,1255351
66327,1131081
66328,1131011
66329,1529931
66330,1002941
66331,1459691
66337,1013221
66338,1022691
66341,1057911
66344,1469431
66349,1208491
66353,1530801
66356,1014021
66370,1024201
66379,1359271
66389,1244031
66391,1355641
66412,1275491
66449,1296041
66520,1622251
66532,1180871
66540,1413971
66542,1204261
66548,1540341
66581,1161771
66595,1046751
66596,1426471
66597,1465571
66598,1243901
66600,1471771
66609,1166051
66615,1180841
66628,1162281
66644,1281521
66654,1540351
66666,1241261
66678,1010351
66682,1134351
66726,1165481
66734,1539571
66743,1043751
66751,1058201
66755,1175321
66768,1006951
66769,1051961
66841,1399141
66884,1080671
66885,1089521
66898,1071161
66899,1418381
66908,1093991
66912,1250891
66924,1235201
66926,1494621
66929,1019611
66932,1413081
66933,1363121
66939,1431301
66948,1593281
66955,1003611
66957,1383501
66960,1668881
66967,1300651
66968,1478021
66973,1438791
66975,1480461
66978,1262421
66982,1234511
66988,1270441
67000,1370891
67005,1025151
67014,1756541
67044,1757841
67069,1267231
67105,1262391
67116,1043431
67117,1244361
67123,1498191
67144,1194091
67146,1051101
67148,1058551
67150,1447431
67158,1362421
67174,1195321
67179,1377001
67180,1132581
67184,1052821
67249,1588691
67252,1175231
67284,1144861
67285,1007221
67322,1368151
67328,1049881
67329,1480071
67330,1299281
67337,1480481
67338,1262791
67339,1359551
67350,1005681
67406,1098551
67422,1145271
67427,1905261
67448,1234391
67495,1372771
67521,1576921
67524,1466631
67526,1439661
67535,1781541
67590,1461421
67652,1295841
67678,1253521
67701,1190271
67726,1734721
67739,1757291
67934,1803201
67940,1337621
68030,1691211
68047,1693361
68051,1039101
68057,1512331
68066,1502751
68073,1157631
68077,1055961
68079,1102171
68081,1028021
68082,1637351
68094,1841261
68099,1162961
68102,1516691
68108,1417991
68110,1201941
68112,1504541
68118,1539831
68120,1158401
68126,1183611
68128,1054141
68130,1637111
68135,1193341
68140,1522531
68141,1231771
68146,1192801
68148,1015241
68149,1824201
68154,1181231
68158,1531341
68162,1309791
68164,1364051
68171,1154381
68209,1838741
68213,1699791
68229,1637191
68231,1603911
68242,1176311
68245,1057711
68245,1701201
68247,1589081
68252,1038541
68254,1377781
68255,1349821
68262,1339891
68272,1433491
68289,1282281
68296,1851041
68310,1097521
68313,1634711
68315,1271731
68316,1531331
68329,1450091
68346,1011221
68352,1218461
68368,1812481
68374,1214051
68377,1888471
68379,1252801
68381,1401701
68383,1363341
68387,1098881
68393,1100281
68406,1059491
68424,1252471
68470,1047721
68481,1056461
68482,1584101
68486,1418011
68490,1469331
68493,1448271
68522,1192911
68529,1628261
68553,1753961
68635,1281681
68650,1718001
68651,1664061
68662,1367241
68781,1681171
68827,1220711
68932,1582691
68960,1586761
68971,1411131
68972,1156871
69007,1768281
69008,1580251
69016,1427101
69027,1047281
69031,1143911
69089,1203451
69091,1016571
69092,1049851
69100,1162021
69133,1158121
69136,1243971
69141,1203921
69144,1252481
69150,1194711
69154,1411781
69154,1056571
69175,1164151
69181,1381391
69182,1465511
69184,1415221
69188,1245491
69189,1241421
69193,1377941
69201,1244301
69202,1435811
69203,1475711
69209,1363301
69214,1363621
69220,1042061
69231,1549431
69241,1477231
69245,1176301
69248,1119671
69248,1584061
69263,1182851
69271,1668461
69286,1309901
69300,1481241
69301,1146451
69302,1049821
69306,1541121
69310,1368221
69313,1273471
69320,1180611
69334,1260171
69339,1271941
69344,1099681
69346,1597281
69347,1357231
69347,1438881
69348,1357421
69348,1307241
69348,1304961
69348,1356361
69348,1356621
69348,1304941
69348,1763771
69348,1655541
69348,1358121
69348,1356881
69348,1356771
69348,1307781
69350,1026041
69351,1049811
69354,1046941
69378,1382361
69381,1108411
69386,1434171
69387,1483401
69389,1188221
69396,1596731
69397,1480501
69402,1149701
69403,1279081
69406,1047021
69410,1414201
69415,1586811
69418,1602161
69420,1150351
69421,1634641
69422,1668921
69423,1573931
69424,1382531
69435,1234241
69457,1701751
69460,1047061
69466,1519411
69467,1181071
69477,1460771
69492,1590051
69502,1814181
69505,1182691
69512,1699781
69516,1058511
69519,1271031
69523,1546191
69528,1481161
69550,1695031
69560,1430561
69567,1253811
69568,1253821
69600,1027851
69602,1267551
69630,1368581
69641,1532511
69644,1018881
69658,1341011
69660,1434091
69661,1157201
69674,1204161
69687,1157831
69694,1026341
69702,1232621
69705,1204561
69709,1158091
69714,1158071
69718,1184811
69721,1021771
69751,1157071
69801,1419421
69816,1632261
69817,1034901
69819,1269681
69820,1447731
69821,1154021
69828,1233321
69843,1153221
69867,1251531
69884,1411841
69885,1545871
69894,1504651
69895,1414981
69949,1191621
69951,1470251
69953,1437331
69956,1481331
69962,1462631
69963,1044591
69967,1436611
69968,1359571
69978,1509161
69980,1435721
69985,1078671
70076,1251681
70129,1005651
70133,1194001
70135,1194011
70140,1191481
70149,1501881
70151,1240771
70153,1048281
70164,1626901
70184,1504611
70203,1175501
70204,1149181
70208,1070501
70209,1514621
70213,1481211
70214,1448231
70215,1235291
70216,1065871
70217,1503081
70220,1286141
70223,1171041
70236,1048791
70247,1455711
70258,1202071
70260,1144921
70264,1551441
70273,1041991
70275,1214031
70278,1534511
70289,1421721
70307,1446591
70315,1851531
70324,1056661
70332,1471861
70337,1250121
70355,1154521
70364,1495561
70368,1042591
70372,1182701
70380,1684761
70405,1481221
70421,1070291
70423,1365521
70431,1660811
70456,1025631
70495,1186841
70506,1014051
70520,1043011
70609,1457051
70612,1172841
70627,1057291
70639,1192211
70694,1044771
70700,1159391
70701,1216731
70705,1212971
70708,1270511
70713,1178351
70718,1656701
70719,1190401
70722,1476061
70723,1174931
70735,1528961
70736,1094971
70737,1213291
70745,1447571
70752,1426561
70759,1519181
70760,1426571
70761,1539941
70763,1189301
70775,1009881
70787,1039471
70790,1166091
70792,1017421
70796,1378681
70797,1044751
70807,1261671
70825,1184131
70826,1499021
70852,1310141
70914,1265511
70916,1146771
70924,1298421
70934,1042461
70945,1178031
70949,1057161
70952,1521031
70954,1506881
70960,1586141
70962,1449111
70968,1490261
70972,1586991
70987,1479361
70991,1157811
70998,1293271
71006,1250901
71070,1346141
71077,1234171
