CID,TGSC ID
6116,1007931
6119,1171101
6125,1283561
6131,1133211
6134,1300911
6137,1108061
6140,1036921
6144,1131681
6163,1237771
6166,1234671
6167,1231161
6169,1297151
6175,1233441
6180,1265451
6184,1011071
6195,1155531
6199,1279301
6202,1005141
6208,1636161
6209,1098511
6210,1184991
6212,1041211
6213,1260371
6224,1303101
6228,1263631
6241,1663971
6251,1030941
6251,1499991
6253,1380091
6255,1099251
6260,1513311
6262,1351451
6267,1039271
6269,1271461
6271,1194051
6274,1037461
6276,1003191
6277,1351641
6278,1143221
6287,1055601
6288,1254131
6293,1216581
6305,1254171
6306,1253751
6314,1546731
6318,1098391
6319,1262451
6322,1068131
6323,1225721
6324,1242921
6325,1277341
6325,1246211
6326,1132621
6328,1251821
6329,1260751
6333,1225581
6334,1278831
6338,1296731
6338,1276771
6339,1341481
6341,1245941
6342,1132591
6343,1242961
6344,1236221
6354,1020201
6356,1225311
6360,1179231
6362,1177221
6363,1252851
6364,1049571
6365,1633771
6366,1296871
6368,1143751
6369,1143761
6369,1276911
6371,1309121
6372,1228531
6374,1251811
6375,1269481
6378,1279141
6379,1288071
6386,1047291
6387,1056611
6388,1298491
6391,1309131
6395,1257511
6404,1268471
6405,1046561
6410,1285961
6417,1293561
6421,1292101
6423,1341611
6425,1032191
6428,1143381
6430,1228961
6448,1106081
6450,1225841
6451,1225601
6463,1221931
6466,1133321
6486,1506141
6490,1312971
6491,1207861
6492,1042261
6493,1040311
6497,1239621
6501,1001602
6501,1001601
6501,1077021
6502,1143311
6503,1295381
6504,1009561
6505,1018731
6506,1012772
6506,1012771
6507,1024391
6508,1049921
6510,1293861
6514,1191161
6516,1292461
6517,1287121
6525,1154261
6530,1341791
6532,1023421
6535,1292631
6537,1295091
6540,1295051
6544,1036811
6545,1164771
6547,1352581
6548,1011311
6548,1007851
6548,1011312
6549,1007871
6549,1007872
6555,1152661
6556,1178981
6557,1252691
6558,1045141
6560,1028231
6561,1006831
6562,1257401
6566,1352591
6568,1012951
6569,1007581
6570,1260571
6571,1228341
6573,1143701
6574,1143371
6575,1292161
6579,1216131
6579,1275731
6580,1174001
6581,1216141
6581,1275751
6584,1032001
6585,1272901
6590,1002281
6594,1366861
6594,1229111
6595,1257411
6597,1236021
6606,1300951
6610,1299781
6613,1301861
6616,1006292
6616,1006291
6623,1224891
6625,1201761
6626,1195201
6629,1232061
6631,1006131
6631,1399001
6633,1661571
6635,1760541
6637,1266591
6641,1236381
6643,1207101
6649,1195171
6651,1506501
6651,1126811
6651,1399121
6652,1008611
6652,1008612
6654,1006351
6656,1045251
6658,1260051
6658,1276401
6660,1064211
6661,1147551
6665,1133261
6669,1008691
6675,1611841
6676,1229421
6680,1298981
6683,1279371
6688,1279901
6690,1352841
6716,1296971
6731,1279911
6731,1807151
6731,1807151
6736,1006331
6742,1234621
6749,1149561
6753,1008671
6755,1108811
6758,1280741
6759,1136981
6769,1698661
6772,1175531
6773,1178871
6776,1220241
6777,1061401
6778,1240381
6780,1220291
6781,1004351
6782,1309191
6785,1299981
6786,1342141
6786,1340631
6794,1352901
6795,1310821
6799,1209541
6802,1248901
6804,1584031
6810,1229971
6811,1274711
6815,1516641
6819,1226031
6826,1004392
6826,1004391
6829,1179781
6835,1046391
6844,1154481
6855,1364801
6858,1051251
6861,1155541
6862,1155701
6867,1213841
6873,1006891
6873,1006892
6874,1006771
6874,1006772
6877,1014531
6880,1176831
6884,1162861
6885,1274731
6890,1248791
6896,1166981
6904,1254071
6909,1292181
6912,1297141
6915,1021031
6917,1277511
6917,1156961
6919,1040161
6920,1038531
6923,1335821
6923,1180901
6924,1270221
6928,1158661
6929,1411991
6930,1009511
6932,1414151
6937,1013201
6942,1220261
6943,1036321
6947,1179891
6961,1144621
6963,1413701
6966,1144611
6970,1031311
6970,1031311
6982,1200771
6984,1180811
6985,1019791
6986,1399161
6986,1003111
6987,1049441
6987,1461391
6988,1507831
6989,1019912
6989,1019911
6990,1157701
6994,1178951
6996,1174091
6997,1175631
6998,1028641
7000,1269991
7002,1008021
7005,1155611
7007,1002671
7013,1267631
7014,1137011
7016,1012911
7017,1099421
7020,1297051
7026,1163201
7027,1234591
7037,1022151
7038,1171401
7040,1290071
7041,1017771
7043,1040471
7044,1234431
7045,1049931
7047,1009431
7050,1213831
7052,1164161
7054,1252271
7055,1179161
7058,1035811
7059,1026411
7060,1108421
7061,1263041
7064,1163401
7072,1342451
7076,1313141
7076,1011461
7092,1012761
7095,1012421
7103,1206681
7107,1297021
7108,1273441
7112,1194391
7114,1205691
7118,1183531
7119,1012111
7119,1012112
7121,1183501
7122,1612541
7122,1033571
7127,1008291
7129,1001631
7129,1001632
7130,1131051
7132,1301131
7134,1177961
7136,1005011
7137,1007431
7137,1007432
7140,1477221
7142,1353171
7144,1020341
7146,1558271
7146,1006391
7147,1000941
7148,1036381
7149,1133901
7150,1015012
7150,1015011
7151,1028141
7153,1351591
7155,1304021
7163,1303731
7165,1004771
7166,1017831
7169,1049071
7170,1022301
7172,1665241
7175,1034161
7180,1222391
7184,1007641
7185,1342621
7187,1097921
7189,1414721
7191,1222581
7193,1021011
7194,1012671
7196,1275031
7197,1019421
7198,1239131
7211,1175351
7213,1057151
7219,1251321
7220,1222161
7221,1578681
7222,1007521
7223,1304531
7224,1179131
7225,1032151
7230,1309281
7232,1309291
7234,1342681
7237,1270341
7237,1297101
7239,1145461
7244,1172531
7245,1174581
7247,1144871
7249,1036991
7250,1164301
7252,1342691
7253,1260961
7261,1163431
7266,1373681
7267,1005831
7268,1237651
7269,1144701
7272,1185371
7274,1216871
7275,1342701
7276,1043361
7282,1192111
7283,1178991
7284,1008921
7285,1144551
7288,1042361
7290,1188351
7291,1191121
7293,1147651
7294,1259551
7298,1233081
7301,1179261
7302,1028441
7303,1245991
7304,1047331
7308,1211731
7309,1516681
7311,1163331
7314,1254291
7322,1534271
7329,1373641
7333,1146861
7334,1022461
7335,1005041
7336,1014731
7341,1033021
7342,1000751
7343,1276011
7343,1245421
7344,1032431
7347,1309311
7348,1301631
7351,1007601
7352,1252361
7352,1275281
7353,1028651
7354,1226171
7355,1246101
7358,1043501
7359,1022381
7360,1034891
7361,1013391
7362,1008441
7363,1008451
7364,1181011
7371,1221841
7379,1516631
7381,1207241
7390,1207291
7391,1013262
7391,1013261
7391,1118421
7391,1053371
7392,1017671
7393,1013761
7403,1207171
7405,1142131
7406,1232071
7407,1275861
7407,1218481
7409,1010151
7410,1000131
7412,1222201
7413,1036731
7414,1288971
7415,1263501
7417,1181481
7419,1187341
7420,1190621
7424,1184651
7425,1230731
7427,1618591
7428,1258641
7430,1166331
7431,1228051
7435,1258971
7438,1005281
7439,1399011
7451,1252671
7453,1207011
7455,1259321
7456,1032731
7459,1382821
7459,1382831
7459,1023491
7460,1009891
7461,1017031
7462,1016031
7463,1032712
7463,1032711
7465,1045571
7467,1012611
7468,1193661
7469,1013111
7470,1271561
7471,1263411
7476,1000111
7477,1271371
7478,1031871
7478,1411761
7479,1197141
7486,1149001
7488,1285671
7489,1285651
7493,1165941
7497,1263071
7498,1222421
7500,1022281
7501,1009281
7501,1277471
7502,1207391
7503,1222451
7504,1222661
7505,1024551
7508,1144461
7509,1017561
7510,1193151
7511,1274071
7515,1267211
7519,1031451
7520,1108231
7521,1181141
7523,1175671
7524,1287691
7528,1284161
7530,1032101
7531,1004412
7531,1004411
7533,1378601
7543,1330971
7547,1182491
7555,1162791
7559,1008431
7561,1232761
7562,1014151
7564,1267621
7570,1195121
7570,1313201
7573,1309331
7577,1195131
7580,1008911
7581,1171491
7582,1236461
7583,1004532
7583,1004531
7586,1330981
7590,1015111
7592,1106021
7593,1005501
7594,1147781
7595,1227171
7597,1240271
7599,1022411
7600,1011171
7601,1010111
7612,1338231
7613,1165471
7615,1131561
7616,1294821
7617,1291751
7618,1131551
7619,1309341
7620,1266261
7621,1168531
7622,1291861
7624,1292381
7628,1225151
7632,1016711
7633,1024591
7634,1514111
7635,1022731
7636,1134431
7636,1275501
7638,1196901
7641,1223671
7642,1455631
7643,1032981
7646,1001711
7647,1018641
7649,1014812
7649,1014811
7650,1022171
7651,1001361
7653,1481171
7654,1010032
7654,1010031
7655,1010071
7655,1010072
7656,1235621
7657,1012651
7658,1010081
7661,1024271
7662,1032641
7667,1002191
7668,1279111
7670,1266611
7673,1273681
7675,1167781
7678,1412311
7679,1273881
7681,1263471
7685,1035021
7690,1204611
7695,1001291
7695,1001292
7697,1364911
7702,1024292
7702,1024291
7704,1555271
7704,1555261
7704,1006542
7704,1006541
7705,1226251
7707,1462341
7707,1010241
7708,1012591
7710,1000531
7710,1000532
7711,1026431
7714,1000821
7714,1000822
7715,1299291
7717,1301161
7719,1134471
7720,1123361
7720,1015291
7725,1003421
7725,1003422
7726,1098371
7728,1008351
7731,1003932
7731,1003931
7732,1271361
7733,1013401
7734,1148901
7735,1148551
7737,1148291
7738,1001251
7742,1017151
7745,1178181
7749,1004931
7750,1296771
7751,1244991
7754,1526651
7755,1028581
7757,1014971
7758,1039911
7761,1004331
7762,1004791
7762,1004792
7765,1019481
7766,1042331
7767,1267311
7768,1242681
7769,1343361
7770,1009231
7771,1040091
7772,1021091
7773,1254541
7775,1013501
7778,1017871
7780,1424531
7781,1034381
7782,1427651
7783,1299131
7784,1235761
7788,1307211
7789,1157261
7789,1775481
7790,1363611
7791,1223711
7792,1424091
7792,1000592
7792,1000591
7793,1057001
7794,1032651
7795,1006751
7795,1006752
7797,1009172
7797,1009171
7798,1040691
7799,1056351
7799,1060921
7800,1012432
7800,1012431
7801,1279871
7802,1025651
7803,1029321
7809,1271711
7811,1055261
7814,1149271
7819,1331201
7820,1021021
7821,1377761
7822,1211071
7823,1040451
7824,1008741
7826,1017861
7829,1098801
7835,1242651
7837,1248431
7838,1216841
7841,1216741
7843,1226011
7844,1275391
7844,1153171
7844,1312921
7845,1079441
7845,1146751
7847,1216121
7848,1021391
7852,1049651
7853,1216951
7855,1216161
7855,1277181
7858,1038671
7859,1278841
7860,1248641
7861,1260561
7861,1276861
7864,1228791
7865,1039421
7868,1312931
7868,1162411
7869,1162441
7870,1022291
7874,1331301
7877,1267881
7879,1299511
7888,1000971
7888,1000972
7892,1179201
7894,1035551
7895,1009121
7896,1018691
7897,1343441
7900,1133881
7902,1263531
7904,1296701
7904,1276731
7907,1164341
7909,1032841
7910,1204781
7912,1238781
7915,1020281
7916,1252701
7918,1097401
7921,1024031
7922,1284741
7923,1256271
7924,1040401
7929,1257341
7930,1055251
7934,1309371
7935,1147911
7936,1164611
7937,1005491
7938,1008151
7940,1248301
7943,1020321
7945,1007041
7946,1279131
7947,1257181
7948,1052431
7950,1146381
7953,1162691
7955,1256761
7956,1232211
7957,1035301
7958,1036771
7959,1046491
7961,1225571
7962,1260781
7963,1206761
7964,1228391
7965,1232791
7966,1017341
7967,1098591
7968,1207411
7969,1007501
7970,1193041
7971,1190781
7972,1205131
7974,1108251
7975,1180531
7976,1009001
7979,1291521
7981,1029431
7983,1014091
7984,1618221
7984,1000301
7986,1028411
7989,1038661
7991,1009341
7992,1252391
7993,1189461
7997,1033971
7998,1279051
8003,1272811
8004,1156081
8007,1007671
8010,1256351
8012,1007541
8013,1036951
8016,1168781
8019,1752981
8019,1752861
8019,1752931
8019,1752761
8019,1752731
8019,1177841
8019,1276091
8020,1238941
8021,1237921
8023,1245861
8023,1276831
8025,1015051
8026,1022941
8027,1009261
8028,1287631
8029,1044201
8030,1289141
8031,1165591
8033,1286091
8034,1046831
8035,1132601
8037,1262761
8038,1013631
8040,1343471
8041,1262531
8042,1019331
8042,1019332
8043,1455651
8044,1299881
8046,1309401
8047,1040581
8048,1015411
8049,1029491
8050,1040271
8051,1002111
8052,1019851
8058,1321681
8058,1101111
8060,1220111
8061,1296271
8063,1009331
8064,1148481
8066,1172891
8067,1156071
8070,1262441
8071,1246111
8071,1496361
8072,1168661
8073,1034091
8075,1243851
8076,1175271
8077,1042351
8078,1232551
8079,1232681
8080,1042511
8081,1146491
8082,1009201
8083,1261851
8085,1238611
8086,1238661
8087,1234871
8088,1238311
8089,1284301
8090,1413791
8091,1008791
8092,1026731
8093,1001751
8094,1008501
8095,1175281
8096,1182081
8098,1331411
8102,1250251
8103,1002711
8105,1149751
8106,1107661
8109,1189501
8111,1238091
8112,1167661
8112,1299371
8113,1236621
8115,1174351
8116,1408881
8117,1234831
8118,1043191
8121,1246051
8122,1022961
8123,1130511
8125,1155991
8126,1596501
8127,1249441
8129,1437421
8129,1014251
8130,1014291
8131,1414211
8132,1683411
8133,1172791
8134,1018921
8137,1008391
8137,1008392
8138,1019631
8139,1023441
8141,1269671
8143,1270721
8144,1155981
8146,1002161
8147,1309421
8148,1235831
8150,1177881
8152,1299811
8154,1228011
8155,1304181
8158,1012131
8159,1003731
8160,1172801
8162,1300741
8163,1021151
8164,1003462
8164,1003461
8165,1234791
8167,1015431
8168,1263521
8169,1002141
8172,1051221
8174,1000232
8174,1000231
8174,1315831
8175,1000171
8175,1000172
8176,1007161
8177,1234751
8179,1234761
8180,1008061
8181,1057631
8182,1321891
8182,1242151
8183,1154001
8184,1022111
8185,1007081
8186,1026811
8187,1000332
8187,1000331
8187,1395171
8193,1014271
8193,1431651
8194,1000371
8195,1153991
8197,1287321
8198,1250201
8199,1234811
8200,1287301
8200,1276121
8201,1040351
8205,1015071
8207,1056091
8207,1319131
8207,1156881
8209,1373371
8209,1050721
8209,1317991
8209,1694701
8209,1315991
8209,1315961
8210,1238061
8211,1301571
8215,1242111
8217,1155951
8217,1121861
8221,1155941
8222,1242491
8227,1733511
8252,1278941
8254,1259861
8255,1179241
8255,1277411
8257,1040251
8258,1178481
8261,1190451
8263,1343641
8265,1148001
8266,1147991
8272,1225811
8282,1169711
8285,1272521
8289,1294351
8294,1007892
8294,1007891
8295,1295591
8298,1023671
8299,1132561
8301,1276691
8301,1309471
8302,1249881
8306,1224871
8306,1462021
8314,1298241
8314,1056421
8326,1286931
8343,1240171
8345,1413161
8346,1331651
8347,1051731
8347,1051731
8357,1182631
8359,1252281
8361,1040381
8362,1031321
8363,1001792
8363,1001791
8364,1016671
8365,1001561
8369,1002341
8369,1002342
8371,1286901
8372,1195011
8375,1013131
8380,1331731
8398,1158671
8400,1011601
8404,1144391
8405,1034341
8417,1212061
8418,1220231
8419,1030991
8422,1138311
8425,1279741
8430,1301071
8432,1031011
8434,1658981
8434,1244681
8437,1238051
8438,1005891
8439,1045621
8441,1239641
8446,1178931
8447,1158531
8452,1017921
8453,1177001
8454,1155471
8455,1163311
8467,1002651
8467,1002652
8468,1051611
8469,1001641
8471,1108621
8474,1257381
8478,1221891
8479,1284971
8487,1181611
8496,1252661
8499,1032091
8500,1008191
8507,1272161
8530,1149171
8532,1365481
8554,1018891
8555,1609581
8558,1455191
8560,1235271
8567,1267041
8569,1158421
8570,1131401
8571,1131391
8572,1131471
8606,1298231
8607,1332371
8615,1006421
8616,1567831
8617,1190841
8621,1299151
8633,1031281
8635,1008211
8640,1152221
8648,1135791
8652,1204981
8655,1026801
8657,1145511
8658,1006111
8663,1057991
8670,1730211
8679,1267641
8680,1281911
8690,1549071
8692,1300131
8693,1332591
8695,1068931
8697,1368411
8697,1043681
8698,1013151
8709,1301121
8710,1004971
8712,1020261
8714,1098161
8722,1239871
8723,1059521
8728,1233131
8732,1086421
8736,1611301
8738,1106241
8742,1282291
8748,1031211
8748,1559421
8748,1126511
8752,1714391
8753,1300991
8755,1351301
8755,1301591
8755,1664921
8757,1705931
8757,1345461
8759,1131691
8761,1223361
8763,1025161
8766,1273711
8767,1020951
8768,1040061
8772,1304251
8773,1264161
8777,1304121
8779,1302211
8784,1350711
8785,1001611
8785,1001612
8790,1098711
8791,1030911
8792,1010091
8794,1049061
8797,1003891
8814,1197551
8815,1013251
8816,1666831
8821,1008231
8827,1309641
8830,1098741
8831,1018661
8833,1001421
8834,1077721
8834,1001021
8835,1017851
8837,1413151
8838,1303681
8839,1621951
8840,1301391
8842,1007032
8842,1007032
8842,1007031
8842,1007031
8842,1010451
8843,1003432
8843,1003431
8844,1042301
8846,1226061
8857,1004691
8858,1035971
8861,1166151
8863,1006451
8864,1581351
8868,1001852
8868,1001851
8871,1176941
8872,1332741
8878,1021051
8880,1265621
8882,1233121
8890,1371081
8892,1008541
8893,1354781
8894,1287681
8895,1231391
8896,1345711
8897,1251231
8899,1301091
8899,1298741
8900,1249371
8902,1240851
8905,1670751
8906,1254571
8907,1019311
8908,1003201
8909,1226111
8910,1299211
8914,1000211
8914,1000212
8917,1057051
8918,1015611
8925,1287291
8926,1154421
8927,1455821
8928,1414171
8946,1159281
8955,1278741
8965,1610921
8969,1297161
8980,1240241
8981,1145561
8981,1465291
8988,1234131
8991,1271051
8998,1369961
9005,1293421
9007,1191401
9008,1304231
9012,1011651
9013,1021521
9015,1027421
9016,1004451
9017,1012171
9017,1012172
9020,1021271
9024,1004431
9024,1004432
9025,1027111
9027,1003621
9029,1383451
9033,1358541
9033,1358551
9033,1358521
9033,1358561
9033,1358581
9033,1358591
9033,1358531
9033,1358511
9033,1358481
9033,1358501
9033,1358611
9033,1358491
9033,1358471
9033,1309681
9033,1277361
9033,1358601
9033,1358571
9060,1234281
9064,1539671
9068,1118021
9075,1273351
9082,1171021
9085,1346121
9086,1186951
9161,1132511
9215,1216071
9223,1161131
9228,1222181
9229,1146601
9231,1220911
9233,1269711
9238,1216211
9244,1233111
9245,1603651
9248,1041821
9251,1293701
9253,1233031
9255,1118631
9256,1037111
9257,1144771
9258,1576851
9261,1040421
9264,1146521
9265,1232421
9266,1232881
9267,1232351
9268,1309691
9290,1098091
9301,1701711
9312,1184961
9316,1477771
9318,1175551
9321,1250661
9338,1166771
9357,1302511
9378,1622271
9386,1273021
9415,1261641
9433,1219401
9444,1208891
9447,1209891
9473,1020671
9475,1241941
9502,1309721
9507,1086431
9553,1734691
9582,1194671
9589,1012241
9608,1159011
9609,1042391
9637,1272921
9639,1336901
9719,1098921
9750,1253471
9782,1223321
9862,1008311
9862,1337381
9863,1282351
9864,1232101
9865,1246191
9873,1273111
9895,1037211
9903,1255741
9934,1802221
9948,1234611
9958,1205021
9960,1190791
9989,1001951
10005,1236391
10009,1187531
10015,1019111
10024,1236651
10045,1134771
10047,1412991
10049,1011571
10102,1016121
10106,1029041
10108,1506341
10112,1098041
10112,1344681
10114,1157421
10128,1049291
10129,1097391
10129,1026521
10132,1499711
10133,1228061
10137,1020031
10138,1687001
10140,1608801
10143,1817741
10144,1814151
10146,1667411
10149,1500651
10153,1818721
10154,1108781
10168,1280361
10169,1485131
10185,1504391
10189,1500591
10202,1229261
10205,1275251
10207,1665291
10208,1229821
10211,1637391
10212,1027431
10213,1349311
10222,1280331
10225,1054381
10228,1046251
10231,1019661
10235,1136731
10236,1269101
10237,1133151
10248,1021681
10251,1247021
10253,1176861
10254,1257151
10256,1251521
10263,1574791
10268,1044231
10272,1464041
10276,1162631
10277,1569341
10279,1157781
10281,1289381
10282,1031191
10285,1047341
10286,1229741
10296,1180471
10315,1014061
10321,1619941
10322,1003881
