Stimulus,Descriptors
1197-01-9,sweet;floral;fruity;camphoreous;cooling;coumarinic;cherry
1197-06-4,spicy;caraway
1197-07-5,solvent;spicy;caraway;spearmint
1197-15-5,spicy;fatty
1197-33-7,spicy
1197-40-6,roasted;rich
120-11-6,spicy;magnolia;powdery;carnation;balsamic
120-14-9,sweet;vanilla;herbal;powdery;creamy;phenolic;woody
120-24-1Z,sweet;spicy;cinnamon;floral;honey;clove
120-25-2,sweet;vanilla;powdery;floral
120-45-6S,sweet;floral;rose;weedy;fruity;fresh;green;tropical;citrus;gardenia
120-47-8,phenolic;mild
120-50-3,sweet;musty;fruity;powdery;balsam
120-51-4,sweet;faint;herbal;oily;balsam
120-57-0,sweet;vanilla;almond bitter almond;custard;spicy;floral;cherry maraschino cherry;cinnamyl;creamy;cherry;tropical
120-58-1,sweet;sassafrass;spicy
120-72-9,musty;naphthyl;animal;floral;fecal;pungent
120-74-1,fruity;green
120-92-3,minty
1200-67-5,musty;earthy;medicinal;camphoreous;cooling;balsamic;woody;minty
120021-96-7,oily
120486-24-0,mild;waxy
1205-17-0,cyclamen;floral;ozone;fresh;green;watery;hay
120811-92-9,petal;floral;rose;fruity;green
1209-61-6,nutmeg;dusty;amber;tobacco;woody
1209-71-8,sweet;waxy
121-32-4,sweet;vanilla;creamy;caramel
121-33-5,sweet;vanilla;creamy;chocolate
121-34-6,sweet;vanilla;custard;powdery;creamy;phenolic;brown;milky;beany;dairy
121-44-8,fishy;ammoniacal
121-79-9,bland
121-97-1,musty;anisic
121-98-2,sweet;herbal;anisic;anise
1211-29-6,sweet;magnolia;petal;floral;fruity;oily;fresh;green;waxy
121199-28-8,herbal;spicy;fatty
12124-99-1,ammoniacal
12125-02-9,odorless
121251-68-1,aldehydic;spicy;amber;green;woody;seaweed
12135-76-1,eggy;sulfurous;egg yolk
121734-22-3,floral
1217341-48-4,odorless
122-00-9,sweet;vanilla;naphthyl;floral;acacia;powdery;mimosa;coumarinic;hawthorn;cherry
122-03-2,herbal;spicy;cumin;green
122-19-0,bland
122-27-0,floral;ylang
122-39-4,sweet;floral;faint
122-40-7,sweet;floral;herbal;fruity;oily;powdery;green;jasmin;tropical
122-43-0,sweet;rose;honey;floral;cocoa;hay;chocolate
122-44-1,spicy;floral;rose;balsamic;green;hyacinth
122-45-2,honey;rooty;basil;orange;bois de rose;earthy
122-46-3,floral;narcissus;phenolic;pungent
122-48-5,sweet;vanilla;spicy;ginger;phenolic;creamy;balsamic;woody
122-57-6,sweet;spicy;rhubarb;cinnamon;floral;fruity;anisic;creamy;powdery;balsamic;phenolic;jammy
122-59-8,sweet;honey;sour
122-63-4,sweet;floral;banana;fruity;jasmin;balsam
122-67-8E,sweet;fruity;balsam;labdanum
122-70-3,floral;honey;rose;fruity;red;styrax;balsam
122-72-5,sweet;spicy;cinnamon;honey;fruity;cinnamyl;balsamic;storax;hay
122-73-6,floral;weedy;fruity;pea green pea;bean green bean;jasmin;gardenia
122-74-7,floral;fruity;mimosa;balsamic;hyacinth
122-78-1,sweet;fermented;floral;honey;rose;clover;cocoa;powdery;green;earthy;hyacinth;chocolate
122-79-2,animal;resinous;medicinal;smoky;burnt;phenolic;castoreum;woody
122-84-9,sweet;spicy;fruity;anisic;creamy;balsamic;green;licorice;fennel
122-91-8,sweet;vanilla;spicy;floral;fruity;anisic;powdery;seaweed
122-97-4,sweet;spicy;mignonette;cinnamyl;hyacinth;balsam
122-99-6,floral;cinnamyl;balsamic;rose
1222-05-5,sweet;floral;musk
122397-96-0,vanilla
122440-59-9,hazelnut;nutty;fatty;metallic
1225070-56-3,floral;herbal;spicy;citrus
12262-03-2,floral;rose;waxy
1227-51-6,savory;fatty;waxy
122760-84-3,woody;spicy;cardamom;ginger
122760-85-4,woody;amber;vetiver
122795-41-9,herbal;leafy;citrus;green
122861-78-3,sweet;sulfurous;green
123-03-5,pyridine
123-07-9,smoky;savory;guaiacol;phenolic;castoreum
123-08-0,sweet;vanilla;metallic;honey;nutty;balsamic;brown;almond;woody
123-11-5,sweet;floral;powdery;mimosa;hawthorn;balsam
123-15-9,vegetable;fruity;green;ethereal
123-19-3,sweet;cognac;fruity;pineapple;tutti frutti;cheesy
123-25-1,fruity;apple cooked apple;ylang
123-28-4,sweet;ethereal
123-29-5,natural;wine;rose;fruity;tropical;waxy;rum
123-32-0,musty;medicinal;cocoa;nutty;grassy;peanut;powdery;beefy roasted beefy;roasted;woody;earthy;chocolate
123-35-3,spicy;peppery;plastic;terpenic;herbal;rose;carrot;balsamic;woody;celery
123-38-6,meaty;cocoa;pungent;nutty;winey;cognac;grape;whiskey;ethereal;earthy;alcoholic;brandy
123-51-3,fermented;molasses;banana;pungent;cognac;fruity;whiskey;fusel;ethereal;alcoholic
123-62-6,acetaldehyde
123-63-7,sweet;aromatic
123-66-0,sweet;estery;fatty;banana;fruity;pineapple;green;waxy
123-68-2,sweet;juicy;rummy;estery;fatty;cognac;fruity;pineapple;ethereal;arrack;tropical
123-69-3,musty;ambrette;animal;musk
123-72-8,malty;musty;cocoa;bready;green;pungent;chocolate
123-75-1,animal;shellfish;eggy;fishy;seaweed;ammoniacal
123-76-2,sweet;vanilla;caramellic;acidic;guaiacol;creamy;buttery
123-77-3,odorless
123-86-4,solvent;banana;fruity;ethereal;sharp
123-92-2,sweet;solvent;estery;ripe;banana;fruity
123-94-4,fatty;waxy
123-95-5,oily;fatty
123-96-6,spicy;herbal;fresh;green;woody;earthy
123123-38-6,sweet;woody
123878-29-5,metallic;aldehydic;heavy
124-04-9,odorless
124-06-1,sweet;orris;violet;waxy
124-07-2,vegetable;rancid;fatty;oily;cheesy;waxy
124-10-7,petal;fatty;waxy
124-12-9,aldehydic;green;fatty
124-13-0,aldehydic;fatty;herbal;orange peel;peely;fresh;orange;green;citrus;waxy
124-19-6,aldehydic;fatty;rose;cucumber;orange peel;peely;fresh;green;lemon peel;orris;citrus;waxy
124-25-4,dry;fatty;fruity;pear;amber;creamy;citrus peel;fishy;incense;dairy;musk;waxy
124-38-9,odorless
124-68-5,ammonia;mild
124-76-5,camphoreous;herbal;woody;balsamic
124071-42-7,mandarin
1241905-19-0,currant bud black currant bud;sulfurous;mushroom;herbal;chocolate
1247790-47-1,floral;rose;green
124918-65-6,sweaty
125-12-2,sweet;camphor;herbal;woody;balsam
125037-13-0,vegetable;floral;herbal;lavender;neroli;green;bergamot;woody;myrrh;citrus
125109-84-4,cortex;floral;melon;ozone;fresh;green
125109-85-5,lily of the valley;floral;muguet;fresh;green;linden flower
125187-30-6,savory
125412-70-6,herbal;celery
125476-23-5,sweet;milky;dairy
125476-24-6,caramellic;sweet;maple
125811-37-2,floral;minty
126-14-7,odorless
126-64-7,plum;ylang;floral;herbal;grape;tuberose;bergamot;lily;tropical;genet
126-90-9,floral;lavender;sweet;petitgrain
126-91-0,natural;deep;floral;lavender;fresh;woody
126-96-5,bland
126745-61-7,pine;waxy
127-08-2,odorless
127-09-3,odorless
127-17-3,sour;caramellic;acetic;acidic;sharp
127-41-3,sweet;floral;fruity;violet;woody;tropical;orris
127-42-4,sweet;tea;floral;fruity;violet;powdery;woody;orris
127-43-5,floral;violet;powdery;tobacco;creamy;woody;tropical;orris
127-51-5,sweet;floral;violet;powdery;woody;orris
127-82-2,odorless
127-91-3,dry;resinous;spicy;nutmeg;peppery;herbal;eucalyptus;terpenic;camphoreous;cooling;fresh;green;woody;minty;hay;pine
1271488-66-4,floral;rose;muguet;green;jasmin
127793-88-8,sweet;aldehydic;rose
127931-21-9,dry;sweet;strawberry;fruity;pungent
128-37-0,camphoreous;phenolic
128-50-7,sweet;herbal;balsamic;pine;citrus
128-51-8,herbal;lavender;bergamot;woody;pine
128119-70-0,dry;warm;amber;powdery;woody
128331-45-3,fatty;mild
128331-48-6,fatty;mild
128331-49-7,odorless
128342-71-2,goaty;meaty;mutton
128342-72-3,goaty;meaty;mutton
128386-31-2,metal
129098-41-5,fruity;green
129319-15-9,pungent;spicy
130-95-0,odorless
13002-09-0,fermented;fruity;green;ethereal;alcoholic
1301-70-8,odorless
13019-16-4,metallic;aldehydic;fatty;sweaty;goaty;fruity;oily;green;watery;tropical
13019-20-0,leafy;fruity;green
13019-22-2,aldehydic;clean;rose;fresh;dewy;waxy
1303-96-4,odorless
1304037-63-5,muguet;fatty;green
1304037-68-0,muguet;fatty;green
13049-88-2,fleshy;herbal;fruity;pear;green;tropical
1305-62-0,odorless
1305-78-8,odorless
13074-63-0,sweet;spicy;fruity;coconut;jasmin
13074-65-2S,floral;jasmin;fruity
130786-09-3,metallic;marine;floral;herbal;orchid;clover;green;waxy
1308-38-9,odorless
1309-42-8,odorless
1309-48-4,odorless
13092-66-5,odorless
1309389-73-8,cooling
131-11-3,odorless
131-99-7,odorless
13109-70-1,herbal;woody
13112-65-7,sweet;nutty
131222-75-8,coumarinic;lactonic
131222-76-9,caramellic;burnt
131222-81-6,caramellic
131222-82-7,caramellic
131379-24-3,floral;fruity;fresh
1314-13-2,odorless
1314-62-1,odorless
1314926-27-6,roasted;nutty;sweet;ham
1315251-11-6,floral;amber;powdery;musk
13162-46-4,aldehydic;spicy;fatty;chicken;baked;fruity;green;buttery
131671-56-2,fish
1317-38-0,odorless
1317-61-9,odorless
13171-00-1,ambergris;animal;cedar;woody;musk
131766-73-9,tea;floral;herbal;sage clary sage;fruity;saffron
13184-86-6,sweet;vanilla;rummy;spicy;nutmeg;smoky;creamy;alcoholic;chocolate
1319-88-6,sweet;cherry;musty;fruity;almond;bitter
13192-12-6,bland
1320-67-8,odorless
1321-30-8,sweet;fruity;winey
1321-60-4,straw;hay;leafy
1321-89-7,sweet;floral;rose;green;lemon;citrus
13211-15-9,camphor
13215-88-8,sweet;spicy;tobacco;nut skin;acorn
1322-17-4,sweet;floral;oily;fresh;watery;jasmin
1322-58-3,sweet;dry;floral;rose;balsamic;woody
1323-00-8,berry;floral;nutty;violet;acidic;powdery;green;cashew;woody;orris
1323-39-3,fatty
1323-75-7,floral;woody;sandalwood;honey
13254-34-7,floral;herbal;fresh;bois de rose;woody;citrus
13257-44-8,sweet;foliage;violet;fresh;green
1327-43-1,odorless
132735-95-6,goaty
1329-99-3,minty
133-18-6,sweet;floral;grape;rose;honey;orange;orris
133-37-9,caramellic;mild
1331-92-6,floral
13327-56-5,metallic;sulfurous;ripe;pulpy;fruity;pineapple;tomato
1333-09-1,fruity;almond bitter almond
1333-49-9,sweet;musty;floral;rose;plastic;leathery
1333-53-5,leafy;metallic;earthy;green
1333-58-0,herbal;animal;green;leathery
1334-76-5,fruity;winey;berry
1334-78-7,sweet;fruity;powdery;coumarinic;cherry;chemical
1334-82-3,herbal;fruity;oily;anisic;fennel
13341-72-5,sweet;spearmint;coconut;powdery;creamy;tobacco;coumarinic;tonka
133447-37-7,roasted;fishy
1335-44-0,foliage;cortex;privet;green;woody
1335-46-2,floral;violet;powdery;woody;orris
1335-66-6,aldehydic;leafy;herbal;green;woody;earthy
1335-86-0,citrus
13351-61-6,floral;woody;lily of the valley
13360-64-0,nutty;grassy;coffee;roasted;beany
13360-65-1,cocoa;potato;nutty;roasted
1337-83-3,rose;aldehydic;clean;green
1338-41-6,bland
1338-43-8,oily;fatty;waxy
133860-42-1,roasted;meaty;brown;cooked
1339119-15-1,marine;floral;fruity;muguet;green;lily
134-03-2,odorless
134-09-8,grape;fruity;mentholic
134-20-3,musty;grape;floral;fruity;powdery;neroli;orangeflower
134-28-1,spicy;fatty;balsamic;green;rose tea rose;woody
134-96-3,plastic;green;woody;chocolate;tonka
1340-11-0,floral
134123-93-6,marine;herbal;seashore;ozone;anisic
13419-69-7,sweet;herbal;fruity;warm
13422-51-0,odorless
1343-88-0,odorless
134346-43-3,metal
134359-15-2,sweet;apple;fruity
1344-00-9,odorless
1344-28-1,odorless
1344-95-2,odorless
134452-45-2,metal
13463-67-7,odorless
13466-78-9,solvent;resinous;medicinal;cypress;herbal;terpenic;phenolic;woody;pine;citrus
13474-59-4,woody;tea;warm
134769-33-8,sweet;aldehydic;tangerine;fresh;watery;citrus
13477-62-8,metallic;floral;herbal;rose;green;geranium
13481-87-3,juicy;dry;fatty;pear skin;fruity;honeydew;green;watermelon rind
13491-79-7,earthy;herbal;camphoreous;phenolic;patchouli;woody;minty;pine
13493-97-5,ethereal
13494-06-9SS,sweet;fenugreek;caramellic;maple;sugar;licorice
13494-07-0,sweet;molasses;sugar burnt sugar;caramellic;nutty;maple;whiskey;coffee;brown;sugar;toffee
13494-08-1,caramellic;sweet;maple
135-02-4,sweet;vanilla;guaiacol;powdery;anisic;hawthorn;almond
135-79-5,metallic;leafy;cortex;weedy;nutty;phenolic;green;earthy
13529-27-6,earthy;fruity;mushroom
13532-18-8,sweet;vegetable;sulfurous;garlic;horseradish;rooty;onion;tomato;pungent
13552-96-0,fatty;fruity;oily;citrus peel;waxy
13567-39-0,herbal;amber;tobacco;fresh;patchouli;sandalwood;woody
135910-94-0,metallic;soft;nutty;hazelnut;chocolate;buttery
1359963-68-0,milky;dairy
136-60-7,amber;fruity;balsamic
136115-65-6,sweet;onion
136115-66-7,sweet;onion
13623-11-5,musty;vegetable;cocoa;nutty;coffee;brown;toasted;hazelnut;chocolate
1365-19-1,floral;herbal;earthy;green
13678-55-2,green
13678-56-3,chemical;fruity
13678-58-5,mustard;metallic;vegetable;mushroom;garlic;horseradish;savory;alliaceous;oily;wasabi;onion;fishy;fresh;radish
13678-59-6,mustard;sulfurous;garlic;horseradish;peppery;coffee;onion;pungent
13678-60-9,plum;ripe;grape;berry;fruity
13678-67-6,meaty;sulfurous;mushroom;cocoa;nutty;coffee;fungal;earthy;meaty roasted meaty
13678-68-7,vegetable;sulfurous;nutty;savory;alliaceous;coffee;burnt;roasted
13678-69-8,woody;praline
13679-46-4,coffee;coffee roasted coffee
13679-61-3,fried;alliaceous;creamy;onion cooked onion;milky
13679-70-4,sweet;almond bitter almond;fruity;bready;almond;cherry;woody
13679-72-6,floral;cananga;phenolic;almond;wintergreen
13679-74-8,sweet;spicy;caramellic;honey;acacia;hawthorn;almond;hyacinth;graham cracker
13679-75-9,caramellic;creamy
13679-83-9,fruity;green
13679-85-1,fruity;sulfurous;berry
13679-86-2,spicy;herbal;terpenic;cooling;phenolic;green;minty;rosemary
136954-20-6,currant bud black currant bud;blackberry;floral;fruity;pear;raspberry;passion fruit;tropical
136954-21-7,sulfurous;fruit overripe fruit;fruity;passion fruit;tropical
136954-22-8,tropical;fruity;sulfurous;passion fruit
136954-25-1,sweet;metallic;vegetable;rubbery;sulfurous;garlic;catty;buchu;fruity;apricot;burnt;onion;green;tropical;peach
137-00-8,yeasty;meaty;sulfurous;fatty;nutty;oily;brothy;bready;beef juice;cooked
137-03-1,fruity;oily;fresh;jasmin;tropical;peach
137-06-4,musty;naphthyl;meaty;rubbery;sulfurous;eggy;garlic;onion;chemical
137-08-6,odorless
137-16-6,bland
137-32-6,greasy;fatty;cocoa;winey;whiskey;fusel;ethereal;alcoholic;leathery
137-40-6,bland
137-66-6,citrus
13706-86-0,sweet;fruity;creamy;brown;buttery;sharp
1370711-06-0,sweet;fruity;fresh;sugar;woody
13708-12-8,musty;potato;nutty;corn chip;coffee;burnt;toasted;roasted;hazelnut;corn
137085-37-1,raspberry;berry
13720-12-2,ambergris;warm;violet;amber;tobacco;woody;earthy
137255-07-3,earthy;humus
13744-15-5,fruity;citrus;radish
1374790-21-2,vegetable;broccoli;weedy;sauerkraut;cabbage;bean green bean;green;onion green onion;kimchi
13786-79-3,woody;amber
137886-38-5,spicy
1378867-81-2,cyclamen;aldehydic;lily of the valley;floral;green
13794-73-5,woody;cedar
138-15-8,odorless
138-22-7,vanilla;earthy;fruity;winey;melon rind;kiwi;apple;dairy;creamy;green;milky;waxy;soapy;apple skin;cheesy;ketonic;lactonic
138-23-8,sweet;natural;rose red rose;spicy;floral;fruity;geranium;tropical
138-86-3,camphoreous;herbal;terpenic;citrus
138-87-4,woody;earthy;pungent
13811-71-7,caramellic;fruity;winey
13816-33-6,dry;spicy;cumin;green
13828-37-0,clean;magnolia;floral;grassy;fresh;muguet;cumin
13837-75-7,fresh;citrus
13851-11-1,sweet;herbal;fir needle;fresh;balsamic;pine;citrus
13877-91-3,vegetable;floral;terpenic;green;woody;tropical;citrus
13877-93-5,sweet;dry;spicy;terpenic;woody;clove
13894-61-6,sweet;cortex;floral;honey;fruity;pineapple;apple;pear;fresh;green;guava;tropical;hyacinth;papaya;sharp
13894-62-7,fruity
13894-63-8,fatty;banana;honey;fruity;green
138964-30-4,almond bitter almond;cherry maraschino cherry;fruity;cinnamyl;cherry;peach
139-33-3,odorless
139-45-7,chemical;fruity;fatty;oily
139-70-8,sweet;floral;honey;rose;herbal;fresh;waxy
139-85-5,dry;almond bitter almond;medicinal
139164-92-4,earthy;meaty;acidic;green
13925-00-3,musty;fermented;meaty;cocoa;nutty;peanut butter;coffee;roasted;woody
13925-03-6,roasted;potato
13925-05-8,nutty;coffee;green;roasted;earthy
13925-06-9,caramellic;herbal;green;sugar
13925-07-0,musty;caramellic;cocoa;nutty;peanut;coffee;burnt;almond;roasted
13925-08-1,coffee
139504-68-0,amber;woody;ambrette
13952-84-6,fishy;ammonia
139564-42-4,sweet;fruity
139564-43-5,fruity
13991-37-2,rancid;cheesy feta cheese;sour;acidic;cheesy;buttery
140-10-3,sweet;balsamic;storax
140-11-4,sweet;floral;fruity;fresh;jasmin
140-25-0,soapy;fatty;waxy
140-26-1,sweet;blueberry;ripe;floral;rose;fruity;pineapple;apricot;apple;tutti frutti;peach
140-27-2,sweet;fermented;yeasty;spicy;sour;melon;winey;fruity;apple green apple;cherry;woody
140-39-6,floral;animal;phenolic;narcissus
140-67-0,sweet;anise;spicy;herbal;sassafrass;anisic;phenolic;green;minty;fennel
140-88-5,plastic;fruity;acrylate
14009-71-3,citrus;green
14049-11-7,floral;honey
1405-86-3,spicy;mild
1405-92-1,dry;cedar;vetiver;peanut;woody;waxy;sharp
1407-14-3,faint
14073-97-3,sweet;anise;mentholic;herbal;camphoreous;cooling;fresh;green;peppermint;minty
141-04-8,estery;mild
141-05-9Z,banana;fruity;citrus
141-06-0,metallic;animal;fruity;pineapple;ethereal
141-09-3,dry;leafy;floral;rose;green;geranium
141-10-6,sweet;dry;spicy;floral;dusty;powdery;balsamic;citrus;waxy
141-11-7,rose red rose;spicy;leafy;floral;powdery;geranium;citrus
141-12-8,sweet;floral;rose;grapefruit;fruity;pear;dewy;tropical;soapy;citrus
141-13-9,aldehydic;lily of the valley;marine;floral;rose;fresh;incense;watery;waxy
141-14-0,floral;rose;fruity;green;neroli;citrus;waxy
141-15-1,rose red rose;berry;floral;fruity;geranium;tropical
141-16-2,sweet;floral;fruity;bois de rose;green;geranium;tropical;citrus;waxy
141-25-3,sweet;mandarin;lime;rose red rose;spicy;fatty;floral;rose;citronella;geranium;powdery;fresh;lemon;citrus;waxy
141-27-5,lemon;citrus
141-78-6,sweet;rummy;grape;weedy;fruity;green;ethereal
141-79-7,vegetable;earthy;musty;nutty;woody;chemical;pungent;chocolate;acrylate
141-92-4,lily of the valley;floral;rose;muguet;green;lily;waxy
141-97-9,fatty;fruity;apple;fresh;green
14109-72-9,melon
14129-48-7,fruity;coconut
14159-61-6,strong;aromatic
1416051-88-1,grape;tropical;gassy;grapefruit
14173-25-2,turnup;pungent;sulfurous;radish
141773-73-1,floral;fruity;ambrette;pear;woody;musk
142-19-8,sweet;fermented;ripe;banana;cognac;fruity;pineapple;fusel;waxy
142-47-2,bland
142-50-7,floral;mild
142-60-9,sweet;mushroom;floral;fruity;jammy;raspberry;green;woody
142-62-1,sweaty;cheesy;fatty;sour
142-68-7,sweet;pungent;ethereal
142-75-6,bland
142-77-8,fatty
142-82-5,sweet;ethereal
142-83-6,sweet;aldehydic;spicy;floral;fruity;green;citrus;waxy
142-88-1,odorless
142-91-6,bland
142-92-7,sweet;fatty;banana;fruity;apple;pear;fresh;green
142-96-1,ethereal
142227-90-5,floral;fruity
1424-83-5,floral;mild
14252-42-7,burnt;rubbery;alliaceous
14259-46-2,bland
142653-61-0,fatty;floral;fruity;violet;cucumber;oily;green;tropical
14289-65-7,honey;fruity;mushroom;green
142896-08-0,bitter;nutty;herbal
142896-09-1,leafy;herbal;violet;grassy;green
142896-11-5,sweet;grassy;amber;green;minty
142896-12-6,fermented;herbal;roasted;green
143-07-7,bay;coconut;fatty
143-08-8,clean;fatty;floral;rose;dusty;oily;fresh;orange;wet
143-13-5,sweet;clean;fruity;green;fruit tropical fruit;waxy
143-14-6,metallic;aldehydic;mandarin;clean;ozone;green;cloth laundered cloth;citrus;waxy
143-28-2,animal;fatty
14309-57-0,spicy;fatty;berry;weedy;fruity;oily;licorice;ketonic
143361-03-9,diffuse;green;fatty
14350-97-1,bland
14352-61-5,mango;banana;honey;fruity;pineapple;tropical
14360-50-0,sweet;fruity;apricot;green;peach;ketonic
14371-10-9,sweet;spicy;cinnamon;warm;candy
14374-92-6,sweet;dry;carrot;green;earthy
143764-28-7,pungent
1438-91-1,vegetable;sulfurous;garlic;horseradish;alliaceous;onion;pungent
1438-94-4,vegetable;mushroom;plastic;potato;fruity;coffee;bready;cereal;green;radish;waxy
144-39-8,rummy;floral;rose;fresh;bergamot;lily;woody
144-62-7,bland
14400-67-0,caramellic;fruity;estery
14436-32-9,fatty;fruity;creamy;green;soapy;cheesy;waxy
1445-91-6,floral;strawberry;hyacinth;gardenia
14476-37-0,fruity
14481-52-8,floral;fruity;neroli;lily;orangeflower
14481-55-1,floral;fruity
14486-03-4,savory;cheesy;meaty
145-39-1,sweet;powdery;musk;fatty
1450-72-2,floral;herbal;sweet
1450-85-7,onion;onion green onion
14507-02-9,meaty;turkey;fatty;chicken;melon;fruity;dairy;citrus;waxy
14542-13-3,caramellic;bready;cereal
14543-49-8,fruity;violet;fatty;green
1455-20-5,fried;chicken;floral;fruity;milky
14575-74-7,camphor
14576-08-0,vegetable;earthy;spicy;citrus;celery;bergamot;orangeflower;grapefruit
14595-54-1,natural;animal;gourmand;fruity;powdery;musk
14617-92-6,narcissus;animal;phenolic
14620-52-1,herbal;orchid;fresh;green;waxy
14639-25-9,odorless
14667-55-1,musty;cocoa;potato;nutty;potato baked potato;powdery;hazelnut;earthy;peanut roasted peanut;nut skin
146955-45-5,jasmin;fruity;orris
147-71-7,odorless
147-85-3,odorless
147159-48-6,cucumber;green
147159-49-7,aldehydic;clean;floral;citrus;waxy
14735-72-9,sweet;floral;powdery;mimosa;hawthorn
14765-30-1,spearmint;mentholic;camphoreous;cooling;fresh;peppermint;minty;woody
148-83-4,fruity;orris
14807-96-6,odorless
14812-03-4,fatty
1487-49-6,apple;fruity;green;winey
14898-79-4,winey;oily;fruity
149-32-6,odorless
1490-04-6,mentholic;cooling;minty
14901-07-6,sweet;beeswax;berry;floral;fruity;woody;tropical
14959-86-5,fruity
149982-46-7,pear;jasmin;fruity;lactonic
150-19-6,phenolic
150-30-1,odorless
150-60-7,caramellic;smoky;burnt;green;earthy
150-76-5,phenolic
150-78-7,sweet;hay new mown hay;fennel;green
150-84-5,fruit;floral;rose;fruity;green;woody;tropical;citrus
150-86-7,floral;powdery;balsamic;waxy
