Stimulus,Descriptors
16491-36-4,metallic;vegetable;grape;fruity;winey;apple;apple green apple;fresh;green;buttery
16491-54-6,metallic;mushroom;floral;fruity;orchid;privet;green;watery;buttery;waxy
16493-80-4,goaty;mutton;lamb;fatty
16509-46-9,green
16510-27-3,sweet;root beer;anise;spicy;herbal;sassafrass;anisic;licorice black licorice;tarragon
165191-91-3,floral;herbal;fruity;fatty
1653-30-1,cloth laundered cloth;sarsaparilla;fresh;waxy
1658479-63-0,strawberry;tropical;pepper bell pepper
16587-71-6,dry;camphoreous;woody;earthy;orris
16630-52-7S,vegetable;sulfurous;buchu;cabbage;fishy;green;potato chip;musk
16630-55-0,sulfurous;mushroom;herbal;potato;cabbage;asparagus;cheesy
16630-60-7,sulfurous;mushroom;fruity;pineapple;cheesy
16630-61-8,cabbage;pungent
16630-66-3,sulfurous;potato baked potato;nutty;fruity;roasted;tropical;cooked
16635-54-4,green
166432-52-6Z,greasy;floral;violet leaf;violet;fruity;green;tropical;chicken coup
1669-44-9,sweet;spicy;mushroom;blueberry;herbal;oily;earthy;hay;ketonic
1670-47-9,tobacco;woody;fruity;rummy
16721-38-3,herbal
16721-39-4,herbal
1674-08-4,herbal
1679-07-8,vegetable;meaty;eggy;garlic;horseradish;alliaceous;onion;celery
16841-14-8,bland
168564-54-3,musty;dusty
1686-14-2,green
168677-75-6,bland
169054-69-7,beeswax;fatty;floral;herbal;fruity;orange peel;green;citrus;waxy
16930-93-1,fruity;winey;green;dairy;cheesy
16930-96-4,natural;herbal;fruity;oily;fresh;green
16939-73-4,sweet;fruity;pineapple;kiwi;tropical;waxy
16957-70-3,strawberry;fruity;woody
16958-88-6,fatty
1703-52-2,burnt;fresh;gassy
17042-24-9,roasted;meaty;meaty roasted meaty
1706-12-3,floral;narcissus;rose
17066-67-0,herbal
170678-49-6,fruity;green;ethereal
1708-34-5,cortex;fatty;plastic;fruity;oily;fresh;wet;green;narcissus
1708-35-6,sweet;green;mossy;fungal;earthy
1708-81-2,dry;fatty;cortex;herbal;oily;grassy;green;earthy;waxy
1708-82-3,banana;apple;fruity;green
17102-64-6,herbal;fresh;green
17114-82-8,roasted;brown;cooked
172201-58-0,peach;fruity;fatty;oily
1725-01-5,sweet;animal;floral;fruity;oily;musk
1727-68-0,sweet;woody;floral;violet
1728-46-7S,camphoreous;woody;minty;orris
17283-81-7,dry;amber;mahogany;woody;earthy;orris
1730-89-8,fatty;caprylic
1730-91-2,sweet;fruity
1730-94-5,pungent;fruity;fresh;green
1730-97-8,cocoa;coffee;fruity;fresh
17301-53-0,bland
1731-81-3,clean;oily;waxy
1731-84-6,sweet;fruity;winey;pear;tropical;waxy
1731-86-8,fruity;fatty;waxy
1733-25-1,sweet;vegetable;spicy;cooling;green;minty
17369-60-7,caramellic;fruity;spicy
17369-61-8,caramellic;fruity;spicy;warm
17373-89-6,spicy;warm;floral;fruity;jasmin
17465-86-0,odorless
17511-60-3,herbal;fruity;oily;basil;woody;jasmin
1754-62-7,sweet;strawberry;balsamic;cherry
17587-33-6,vegetable;fatty;melon;cucumber;fresh;green;citrus
1759-28-0,musty;vegetable;root beer;cocoa;nutty;rooty
17597-95-4,sweet;leafy;floral;fruity;fresh;green
17619-36-2,metallic;clean;sulfurous;garlic;onion;green;scallion;cooked
17626-75-4,herbal;green
17627-44-0,floral;spicy;balsamic
1767-46-0,nutty;spicy;green;sour
17699-14-8,herbal;waxy
17699-16-0,woody;balsam
1775-43-5,sweaty;fruity;acidic;grassy;green;cheesy
1786-08-9,vegetable;cortex;minty;floral;herbal;weedy;green;narcissus;celery
178900-23-7,bland
17909-77-2,juicy;aldehydic;mandarin;sour;powdery;orange;candy;citrus;waxy
17957-94-7,camphoreous;herbal;minty;leafy
1797-74-6,honey;fruity;rummy
17990-16-8,amber;ambergris;woody;balsamic
18031-40-8,fatty;herbal;oily;grassy;fresh;green;cherry;minty
180348-60-1,sweet;minty
18060-79-2,mustard;horseradish
18096-62-3,jasmin;earthy;animal;fecal
180964-47-0,vanilla;minty
18114-49-3,roasted;buttery
1812-53-9,bland
181258-87-7,marine;ozone;fresh outdoors;green;pepper bell pepper
18127-01-0,sweet;cyclamen;floral;fresh;watery
18138-03-9,vegetable;nutty;barley roasted barley;green;hazelnut;corn
18138-04-0,hazelnut roasted hazelnut;musty;vegetable;meaty;foliage;potato;dusty;green;toasted;earthy;nut skin
18138-05-1,vegetable;nutty;meaty
181589-32-2,earthy
18172-67-3,dry;resinous;herbal;fresh;green;woody;hay;pine
18189-02-1,floral;neroli;honey;hawthorn
18189-07-6,floral;neroli;grape
182699-77-0,sweet;dill;spicy;coconut
18277-27-5S,spicy;herbal;bean green bean;green;tomato leaf;raw
18309-28-9,minty
18318-83-7,apple;fruity
18358-53-7,camphoreous;woody;cedar
18362-97-5,fruity;pineapple
18368-91-7,musty;dirty;rooty;camphoreous;patchouli;earthy;humus
18368-95-1,herbal;terpenic;tropical;oily;thyme;camphoreous;cooling;woody;chemical;pine
18374-76-0,peppery;woody;agarwood
1838-59-1,fruity;ethereal
1838-88-6,pear;melon;fruity;banana
18383-49-8,sweet;spicy;spearmint;minty;caraway
18402-84-1,fatty;fruity;pear;apple;apple green apple;fresh;green;milky;earthy;jasmin;waxy
18409-17-1,vegetable;fatty;citrus;green
18409-18-2,rue;rummy;fatty;rose;ozone;citrus;waxy
18409-20-6EZ,fatty;chicken;creamy;chicken fat;waxy
18409-21-7,fatty;melon;fruity;dairy;citrus;waxy
18433-93-7,sweet;rummy;sour;ripe;fruity;ethereal;tropical;dairy;buttery
18433-97-1,hazelnut;nutty
18433-98-2,fruity
18436-37-8,sweet;floral;fruity;coconut;grassy;green
18445-88-0,aldehydic;marine;floral;ozone;citrus
18479-49-7,camphoreous;woody;citrus
18479-51-1,blueberry;floral;weedy;bois de rose;woody;citrus
18479-54-4,sweet;floral;fresh;lily;citrus
18479-57-7,sweet;lime;floral;fresh;lily;citrus
18479-58-8,cologne;lime;clean;floral;weedy;fresh;citrus
18479-68-0,herbal;fruity
18485-38-6,fruity;green;waxy
18486-69-6,spicy;cinnamon;terpenic;camphoreous;jammy;tonka
184900-07-0,sweet;spicy;cinnamon;floral;fruity;jasmin;waxy
18492-65-4,dry;vegetable;seedy;fatty;herbal;cucumber;fruity;oily;apple;creamy;fishy;green;salty;waxy
185429-83-8,floral;woody;amber
18543-68-5,odorless
18607-93-7,peppery;spicy
1862-61-9,floral;herbal;fruity;green;geranium;citrus
18640-74-9,vegetable;metallic;musty;privet;wasabi;tomato leaf;green;earthy;waxy
1866-31-5,fruity;apricot;balsamic;peach
1866-31-5N,spicy;plum;fruity;pineapple;apricot;cinnamyl;balsamic;peach
1866-31-5Z,fruity
18675-35-9,woody;spicy
18679-18-0,sweet;fatty;fruity;creamy;lactonic;dairy;waxy
1871-67-6,musty;dirty;aldehydic;vegetable;fatty;sour;acidic;cheesy;waxy
18721-61-4,vegetable;potato;sulfurous
1875-89-4,lilac;floral;rose;muguet;jasmin;woody
18776-92-6,greasy
1878-18-8S,meaty;sulfurous;bloody
18787-63-8,fruity
18794-77-9,meaty;sulfurous;floral;fruity;green;gassy
18794-84-8,sweet;woody;citrus;herbal
18824-63-0,floral;plastic;fresh;green;citrus
18829-55-5,vegetable;fatty;fruity;oily;fresh;green;pungent
18829-56-6,aldehydic;fatty;cucumber;green;citrus
1883-78-9,coffee;savory;floral;meaty
18836-52-7,herbal;spicy
188417-26-7,sweet;vanilla;rummy;caramellic;creamy;milky;chocolate
1885-38-7,spicy;cumin;cinnamon;cassia
188570-78-7,natural;floral;fresh;green;fruit tropical fruit
188590-62-7,metallic;aldehydic;citrus;green
18871-14-2,mushroom;floral;herbal;oily;green;jasmin;lactonic
1888-80-8,blueberry;eucalyptus;camphoreous;cedarwood;woody
18881-04-4,balsamic
188829-73-4,sweet;aldehydic;butter rancid;cocoa;nutty;fruity;brown;green;bitter;nut skin;chocolate
189440-77-5,pear;fruity;green
18996-35-5,odorless
18999-28-5,ethereal;fruity;green;grassy
1900-69-2,woody
19009-56-4,dry;fresh;watery;citrus;waxy
1901-38-8,camphoreous;sweet;berry
19041-15-7,faint
19089-92-0,sweet;vegetable;caramellic;fruity;tropical;pineapple;walnut;oily;apple;pear;green;radish;celery
19139-31-2,magnolia;cortex;floral;herbal;plastic;fresh;green
19141-40-3,foliage;floral;fruity;hawthorn;peony;hyacinth
19162-00-6,fruity
1922-67-4,musk
19224-26-1,metallic;algae;shellfish;ethereal;salmon
19238-49-4,odorless
19269-28-4,sweet;green
19317-11-4,floral;minty
19322-27-1,sweet;sugar burnt sugar;cotton candy;caramellic;bready;sugar
19329-89-6,creamy;nutty;fruity
19342-01-9,sweet;fishy;ammoniacal
19407-28-4,woody;spicy;herbal
19431-84-6,fresh;fatty
19435-97-3,herbal;honey
19464-94-9,berry;strawberry;fruity;jammy;raspberry
19487-61-7E,fatty;waxy
194934-66-2,cyclamen;floral;orchid;creamy;muguet;green;watery;waxy
195863-84-4,cooling;minty
196109-18-9E,leafy;banana;melon;cucumber;violet leaf;apple;green;woody;tropical;watermelon
1963-36-6,sweet;vanilla;spicy;cinnamon;floral;smoky;candy;cherry
1968-40-7,warm;caramellic;herbal;fruity;green;ethereal
19700-21-1,musty;earthy;fresh;humus
197098-61-6,fruity
1975-78-6,musty;fatty;cognac;oily;fresh;waxy
19788-49-9,meaty;sulfurous;onion green onion
19788-50-2,meaty roasted meaty;potato baked potato;meaty;cooked
19819-98-8,cyclamen;natural;floral;rose;mimosa;green;peony;earthy;waxy
19825-93-5,herbal;chamomile
198404-98-7,cologne;fatty;floral;herbal;sandalwood;woody;tropical
19846-22-1,earthy
19870-74-7,dry;ambergris;cedar;vetiver;woody;earthy
19872-52-7,currant bud black currant bud;meaty;sulfurous;catty;fruity;green
19888-33-6,herbal
19894-97-4,medicinal;balsamic;woody;minty;pine
19902-08-0,sweet;terpenic;fresh;green;woody;hay;pine
19912-62-0,herbal;spicy;honey
19961-52-5,pyrazine;fishy;chocolate
20053-88-7,sweet;spicy;floral;ginger;tropical;fennel
20073-13-6,floral;jasmin
2009-74-7,herbal;oily;green
20125-81-9,fruity;berry
20125-84-2,spicy;fatty;greasy;cortex;herbal;melon;fusel;fresh;green;earthy
20175-19-3,leafy;fruity;green
20184-89-8,cucumber;marine;green
2021-28-5,rummy;floral;honey;rose;fruity;hyacinth
202188-43-0,musty;green;ethereal
202188-46-3,green;fatty
20273-24-9,green
20279-43-0,caramellic;floral;sweet
20279-51-0,floral;fruity;sweet;green
20286-45-7,musty;herbal;fruity;green;citrus
20298-69-5,lime;spicy;fruity;camphoreous;marjoram;fir needle;bergamot;woody
20298-72-0,floral;camphoreous;fresh;woody;orris
20307-83-9,herbal;fruity;woody
20307-84-0,sweet;herbal;lavender;woody
20333-39-5,vegetable;sulfurous;truffle;alliaceous;green
20347-65-3,camphoreous;herbal;fir needle;balsamic
2035-93-0,lilac;floral;muguet;green;hyacinth
2035-99-6,sweet;fatty;fruity;pineapple;oily;coconut;green;soapy;waxy
203719-53-3,minty;cool
203719-54-4,fruity;citrus;green
2040-10-0,dry;rose;labdanum;woody;orangeflower;musk
20407-84-5,metallic;mandarin;aldehydic;herbal;orange;citrus;waxy
20425-54-1,dirty;lime;citrus;aldehydic
2044-73-7,clean;sulfurous;savory;pork;beefy;roasted;meaty roasted meaty
2046-17-5,sweet;floral;honey;fruity;fruit dried fruit
20483-36-7,floral
20489-53-6,grapefruit;citrus peel;citrus
2049-96-9,musty;floral;amber;balsamic;green
2050-01-3,cherry;sweet;banana unripe banana;estery;grape;cocoa;fruity;apple;green;ethereal;tropical;waxy
2050-08-0,sweet;floral;herbal;clover;green;chocolate
2050-09-1,apple;fruity;green;ripe
2050-87-5,garlic;metallic;sulfurous;onion green onion
2051-04-9,sweet;onion
2051-50-5,fruity
2051-78-7,sweet;fruity;pineapple;green;tropical;pungent;waxy
2051-96-9,floral;buttery;fruity;fatty
2052-14-4,ethyl;benzoate;clover;harsh
2052-15-5,caramellic;herbal;savory;fruity;waxy
20582-85-8,vegetable;sulfurous;garlic;potato;alliaceous;cabbage;green
20662-84-4,mustard;vegetable;shellfish;nutty;wasabi;roasted;nut skin
20664-46-4,leafy;fatty;fruity;walnut;green
20665-85-4,sweet;vanilla;caramellic;fruity;creamy;chocolate
20675-95-0,sweet;spicy
20691-52-5,floral;woody
20702-77-6,bland;odorless
20770-40-5,floral;geranium;rose red rose
20777-49-5,sweet;vegetable;floral;rose;fruity;pine;beany;camphoreous;green;minty;cumin
2078-54-8,phenolic;mild
20780-48-7,floral;fresh;bergamot;woody;citrus
20780-49-8,sweet;clean;rose;honey;fruity;fresh;waxy
207983-28-6,sweet;cooked
20815-27-4,floral;geranium;earthy;green
20834-59-7,floral;muguet;cumin;green
2084-18-6S,coffee roasted coffee;meaty;rubbery;sulfurous;chicken;savory;pork;burnt;beefy;roasted;cheesy
2084-19-7,sulfury;gassy
20859-10-3,herbal;fruity;oily;green;tropical
20884-13-3,woody;chemical
209051-79-6,vanilla;cacao;honey
2092-49-1,vanilla;fruity
20920-83-6,sweet;vanilla;smoky;castoreum
20921-04-4,spicy
2094-69-1,floral;herbal;chamomile
2100-17-6,roasted
2102-59-2,minty;spearmint
21040-45-9,sweet;floral;spicy;balsamic
21063-71-8,pineapple;fruity;fresh
2109-22-0,natural;fruity;dusty;fresh;green
2110-18-1,metallic;vegetable;cortex;nasturtium;weedy;fresh;green;earthy;pepper bell pepper
2111-75-3,sweet;lime;spicy;cinnamon;pungent;herbal;clove;grassy;fresh;orange;green;minty;cumin;citrus
21112-37-8,woody;forest;vetiver
211238-85-6,floral;natural;lily of the valley;warm
21129-27-1,sweet;lime;herbal;terpenic;woody;pine
211299-54-6,woody;amber;agarwood
211323-05-6,sweet;melon;fruity;pear;fresh;green;waxy
21145-77-7,strong;sweet;fruity;amber;powdery;musk
21188-58-9,sweet;juicy;estery;ripe;fruit overripe fruit;fruity;pineapple;oily;woody;tropical
21188-61-4,fruity;green
21195-59-5,roasted
2120-70-9,leafy;cortex;ozone;fresh;green;hyacinth;leathery
21280-29-5,dry;ambergris;animal;civet;amber;musk
21284-22-0,herbal;tea green tea;spicy
21391-99-1,woody
2142-94-1,sweet;metallic;tea;floral;rose;herbal;fruity;green;geranium;tropical;citrus
215231-33-7,floral;muguet;citrus
2153-26-6,floral;herbal;fruity;lavender;woody;cypress;citrus
2153-28-8,sour;floral;fruity;balsamic;rosemary
21593-77-1,roasted;cooked
21653-20-3,camphoreous;minty;spicy
21661-97-2,aldehydic;cucumber;citrus
21661-99-4,geranium;pungent;green
21662-09-9,aldehydic;cardamom;orange;watery;citrus
21662-13-5,mandarin;aldehydic;spicy;fatty;melon;orange;green;citrus
21662-16-8,orange;grapefruit;fatty;citrus
2167-14-8,roasted;burnt;smoky
21722-83-8,floral;plastic;rose;raspberry;green;minty
2173-56-0,apple;fruity;ripe
2173-57-1,sweet;musty;naphthyl;floral;strawberry;fruity;orangeflower
2174-16-5,dull;pleasant;sweet
2179-57-9,garlic;metallic;onion;alliaceous
2179-58-0,garlic;sulfurous;onion green onion;alliaceous
2179-59-1,garlic;sulfurous;onion green onion;alliaceous
2179-60-4,mustard;sulfurous;garlic;potato;alliaceous;onion;radish;tomato
21835-00-7,caramellic
21835-01-8,sweet;rummy;fenugreek;caramellic;maple;whiskey;brown;sugar brown sugar
2186-92-7,elderflower;lilac;floral;hawthorn;jasmin
21862-63-5,woody;patchouli
21944-83-2,cucumber;soapy;fatty
21944-98-9,aldehydic;fruity;citrus
21948-70-9,ethereal;nutty;sulfurous;corn chip
21963-26-8,minty;fruity
21964-44-3,mushroom;oily;creamy;green;earthy
2197-63-9,bland
2198-61-0,sweet;sour;banana;fruity;pineapple;apple;green;pungent;cheesy
22014-48-8,sulfury
22029-76-1,sweet;berry;floral;herbal;fruity;violet;powdery;balsamic;woody;tropical
22030-19-9,sweet;seedy;berry;floral;strawberry;violet;jammy;raspberry;woody
22047-25-2,musty;potato;nutty;corn chip;coffee;bread crust;roasted;hazelnut;popcorn;chocolate
22047-26-3,coffee roasted coffee;cocoa;coffee;roasted;popcorn
22047-27-4,popcorn;nutty
2206-94-2,floral;animal;fecal;phenolic
220621-22-7,minty;menthol
22094-00-4,fruity;green;grassy
22104-78-5,vegetable;green
22104-79-6,sweet;vegetable;fatty;melon;cucumber
22104-80-9,rue;fatty;rose;ozone;fresh;citrus;waxy
22104-81-0,fatty
2216-45-7,floral;herbal;fruity;privet;cilantro;green;hawthorn;hyacinth
2216-51-5,mentholic;peppermint;cooling;minty
2216-52-6,mentholic;minty;sweet
2216-81-1,floral;apricot;rose
2217-33-6,sweet;musty;fruity;pineapple;apricot;creamy;green;tropical
2217-60-9,fennel
2219-82-1,phenolic;medicinal;leathery
2226-05-3,dry;sawdust;camphoreous;patchouli;woody;minty
2230-70-8,thujone
2235-83-8,floral;sweet pea
224031-71-4,fruity;pineapple;galbanum;green
22414-70-6,camphoreous;minty
22418-66-2,petitgrain;fresh;green;bergamot;woody;citrus
2243-33-6,dill
2244-16-8,minty;bready;spicy;caraway
22451-50-9,herbal;fruity;spicy
22451-73-6,spicy
22457-23-4,leafy;fig;cortex;weedy;galbanum;green
22457-25-6,bergamot;lime;citrus
22460-95-3,rose
22463-19-0,oil;armoise
22471-55-2,floral;amber;fruity;rose
2253-73-8,mustard;pungent;alliaceous
22567-17-5,musty
2257-09-2,sulfurous;horseradish;watercress;green;gooseberry
22628-11-1,floral;creamy;sweet
22629-49-8,mandarin;aldehydic;seashore;fresh;citrus;waxy
22694-96-8SS,musty;vegetable;cocoa;caramellic;nutty;phenolic;bread crust;brown;bready;woody;nut skin
2270-60-2,sweet;dry;fatty;floral;weedy;winey;fruity;dusty;geranium;waxy
22717-57-3,minty;fruity;leathery;cherry
2272-55-1,sweet;berry;floral;strawberry;honey;fruity;rose;tropical
227456-27-1,onion;sulfurous
227456-28-2,sulfurous;chicken;garlic;savory;alliaceous;fruit tropical fruit;onion;beefy;roasted;dairy;cooked;grilled
227456-33-9,sulfurous
2277-16-9,fruity
2277-19-2,vegetable;melon;cucumber;violet leaf;honeydew;cantaloupe;green;woody;orris;waxy
22771-44-4,terpenic;minty
2278-53-7,tobacco;melon;fruity
22810-10-2,clean;floral;rose;herbal;fresh;green;citrus
22874-79-9,mushroom;fruity;winey;chemical;hay
22882-89-9,floral;cologne;clean;rose
2294-76-0,mushroom;fatty;herbal;tallow;green;pepper bell pepper
22940-86-9,sweet;balsamic
2305-05-7,sweet;metallic;fatty;fruity;peach
2305-21-7,leafy;fruity;green
2305-25-1,sweet;spicy;grape;cranberry;fruity;pineapple;dusty;green;woody;hay;woody burnt wood;citrus
2306-78-7,sweet;floral;freesia;fresh;woody;citrus;waxy
2306-88-9,oily;fruity;coconut
2306-91-4,sweet;dirty;banana;cognac;fruity;green;waxy
2306-92-5,fatty;waxy
2307-10-0,vegetable;sulfurous;garlic;fresh;green;scallion;onion green onion
2308-18-1,sweet;fermented;winey;green;ethereal
23089-26-1,floral;nutty;fruity;coconut
2311-46-8,loganberry;fruity;pineapple;berry
2311-59-3,vegetable;fruity;oily;green;woody
2313-01-1,spice
23147-57-1,milky;creamy;dairy;buttery
2315-68-6,nutty;balsamic
23267-57-4,sweet;berry;fruity;violet;powdery;woody;orris
23283-97-8,sweet;musty;herbal;camphoreous;earthy;hay
23328-62-3,mustard;vegetable;sulfurous;garlic;potato;nutty;onion
23333-91-7,earthy;fresh;humus
233665-90-2,sweet;apple;fruity
233665-96-8,earthy;sulfurous;fatty;fruity;pineapple;tropical;waxy
233665-98-0,sulfurous
23433-05-8,musty
2344-70-9,sweet;foliage;floral;mimosa;peony;heliotrope
23445-02-5,minty;spicy
2345-24-6,sweet;floral;strawberry;melon;fruity;pear;fresh;raspberry;green;tutti frutti;citrus
2345-26-8,sweet;floral;rose;fruity;apricot;powdery;green;citrus;peach
2345-28-0,fatty;floral;oily;burnt;fresh;jasmin;celery;waxy
2346-00-1,musty;vegetable;meaty;sulfurous;nutty;beefy
2349-07-7,sweet;ripe;grape;berry;fruity;berry ripe berry;winey;apple;pear;tart;green;peach
2349-13-5,sweet;estery;warm;floral;fruity;pineapple;apricot;apple;green;cherry;peach
23495-12-7,opoponax;resinous;fruity;lavender;hay;myrrh
2351-90-8,juicy;pear skin;fruity;pineapple;green;tropical;hairy;waxy
23550-40-5,currant bud black currant bud;metallic;musty;fermented;sulfurous;rooty;fruity;green;tropical
2363-88-4,sweet;fatty;chicken;oily;fresh;orange;green;citrus
2363-89-5,herbal;green;fatty
236391-76-7,ambrette;fruity;musk;berry
23654-92-4,meaty;beefy;sulfurous
23696-85-7,sweet;natural;plum;floral;rose;grape;fruity;raspberry;sugar;green;woody;earthy
2370-13-0,herbal;pungent
2371-13-3,pear;melon;earthy;tropical
2371-42-8,musty;earthy
23726-91-2,plum;berry;floral;honey;rose;fruity;tobacco;woody;minty;currant black currant
23726-92-3,floral;tobacco;fruity;currant black currant
23726-93-4,sweet;rose;honey;fruity;apple;tobacco
23726-94-5,floral;apple;fruity;rose
23727-16-4,spicy
23747-43-5S,fruity;sulfurous
23747-45-7,fermented;vegetable;sulfurous;mushroom;ripe;potato;acidic;tomato;dairy;cheesy;sharp
23747-48-0S,sweet;meaty;potato baked potato;nutty;grain;savory;coffee;toasted;roasted;earthy;peanut roasted peanut;corn
23769-39-3,onion;sulfurous;onion green onion
23787-80-6,hazelnut roasted hazelnut;vegetable;caramellic;nutty;corn chip;grain toasted grain;nut skin;nut flesh
23787-90-8,dry;cedar;tobacco;patchouli;incense;woody;earthy
2379-55-7,earthy;fatty
23811-08-7,peppery;woody;spicy
23832-18-0,sulfurous;seedy;berry;weedy;terpenic;buchu;cooling;green;woody;tropical
2385-77-5,herbal;fresh;citrus
23911-56-0,floral;orangeflower
2396-77-2,fatty;fruity;pineapple;green;earthy
2396-78-3,sweet;estery;fruity;fresh;green;earthy
2396-83-0,sweet;metallic;rhubarb;weedy;fruity;pineapple;tart;fresh;candy;green;tropical;cheesy
2396-84-1,sweet;anise;warm;fruity;pineapple;licorice;ethereal;green;tropical
2396-85-2,fruity;cooked;green;pear skin
23986-74-5,woody;spicy
24048-14-4,aldehydic;waxy
24048-52-0,earthy
24050-16-6,meaty;soup;brothy;bouillon;cooked
2407-43-4,spice
2408-20-0,ripe;fruity;alliaceous;wasabi;banana ripe banana;ethereal;tropical;nut skin;acrylate;sharp
2408-37-9,thujonic;honey;cistus;labdanum;pungent
2409-55-4,medicinal;leathery
2412-73-9,floral;herbal;balsamic
2412-80-8,sweet;banana;fruity;pineapple;cheesy
24168-70-5,musty;vegetable;peppery;potato;nutty;pea green pea;galbanum;green;pepper bell pepper
24202-00-4,herbal;resinous;pine
24237-00-1,vegetable;spicy;floral;green;geranium;earthy
24276-84-4,sweet;clove;phenolic;spicy
24295-03-2,raw;nutty;corn chip;bready;toasted;hazelnut;popcorn;peanut roasted peanut
2430-93-5,fatty
2432-51-1,sulfurous;eggy;garlic;cabbage;tomato;fruit tropical fruit;cheesy
2432-77-1,rancid;floral;fruity;cabbage;green;ethereal;tropical;cheesy
2432-91-9,herbal;spicy;galbanum;green
24323-38-4,fruity;berry
24330-52-7,meaty;spicy;sulfurous;garlic;nutty;alliaceous;onion;roasted
2435-16-7,natural;rose;floral;pea green pea;green;waxy
24351-71-1,garlic
2436-90-0,floral;herbal;terpenic;rose;citrus
2437-25-4,dry;metallic;spicy;orange peel;citrus
2438-10-0,musty;dusty
2438-20-2,sweet;fruity;rummy;ethereal
2439-44-3,fruity;green
24401-36-3,fruity
24406-05-1,dry;woody
2441-06-7,tea;strawberry;honey;fruity;pineapple
24415-26-7,pungent;mushroom
2442-10-6,herbal;fruity;oily;lavender;fresh;green;earthy
24427-77-8,fruity
2444-46-4,odorless
2444-49-7,garlic;onion;sulfurous
2445-67-2,sweet;fruity
2445-69-4,banana;tropical;fruity;ethereal
2445-72-9,banana;fruity;apricot;apple;buttery
2445-76-3,musty;fruit overripe fruit;fruity;pear;green
2445-77-4,sweaty;herbal;cognac;fruity;winey;apple;green;earthy;apple skin;cheesy
2445-78-5,sweet;estery;berry;fruity;apple;green;waxy
2445-83-2,sweet;coconut;powdery;coumarinic;tonka
24545-81-1,minty;pungent
24587-53-9,musty;herbal;grassy;green;moldy;earthy
2463-53-8,vegetable;fatty;melon;cucumber;cereal;green;chicken fat;waxy
2463-63-0,fatty;green
2463-77-6,orange peel;fruity;fresh
246511-74-0,sweet;chocolate
24680-50-0,sweet;vanilla;spicy;cinnamon;floral;cherry
24683-00-9,galbanum;pea green pea;pepper bell pepper;green
24691-15-4,natural;herbal;fresh;green;woody;citrus
24703-35-3,weedy;woody;green
24717-85-9,tea;leafy;floral;rose;fruity;geranium
24717-86-0,camphoreous;nutty;fir needle
24720-09-0,sweet;berry;floral;rose;fruity;apple;green;woody;currant black currant
247219-77-8,cinnamon;allspice;spicy;warm
2478-38-8,odorless
24817-51-4,sweet;floral;rose;green;tropical;waxy
2482-39-5,mushroom
24851-98-7,natural;floral;oily;green;jasmin;tropical;lactonic
2497-18-9,sweet;leafy;privet;fruity;apple;banana peel;fresh;green;apple skin;waxy
2497-21-4,metallic;spicy;acidic;green;ethereal;tropical;pungent
2497-25-8,tallow;fatty
2500-83-6,floral;herbal;green
25013-16-5,rubbery;mild
2511-00-4,pear;fruity;green
25152-83-4,fried;fatty;green;geranium;waxy
25152-84-5,fried;fatty;chicken;melon;cucumber;nutty;oily;coriander;brothy;pumpkin;chicken fat;citrus
25152-85-6,fatty;floral;orchid;leaf;fresh;green;balsam
25166-87-4,vegetable;green
25168-73-4,bland
2520-60-7,floral;jasmin
25225-08-5,herbal;fruity;seashore;apple;fresh;woody
25225-09-6,camphoreous;minty
25225-10-9,floral;rose;fruity;geranium;musk
25231-21-4,bland
25246-27-9,woody
25265-71-8,alcoholic;slight
2527-76-6,medicinal
252736-36-0,garlic;sulfurous;alliaceous
252736-39-3,onion;meaty;sulfurous;meaty roasted meaty
252736-40-6,savory;meaty
252736-41-7,meaty;sulfurous;meaty roasted meaty
2530-10-1,roasted;burnt;meaty
25304-14-7,thujonic;cedar;herbal;woody;minty
25312-34-9,sweet;berry;floral;violet;powdery;woody;tropical
25339-09-7,bland
25343-57-1,caramellic
253596-70-2,sweet;green
25394-57-4,fruity
25395-31-7,alcoholic;mild
25415-62-7,apple;fruity;fresh
25415-67-2,fruity
25435-63-6,floral;coconut;muguet;orange;jasmin;lactonic
2548-87-0,fatty;leafy;banana;herbal;cucumber;fresh;green;waxy
25485-88-5,floral;sweet;balsamic;green
25496-72-4,bland
2550-11-0,fruity;fresh;citrus;bitter;grapefruit
2550-26-7,floral;balsamic
2550-40-5,eggy;alliaceous;clam;coffee;seafood;onion;nut skin
2550-52-9,powdery;animal;musk
2550-59-6,musk
25524-95-2,fatty;fruity;coconut;creamy;lactonic;jasmin;tropical;dairy;peach;waxy
2555-49-9,floral;rose;green
2556-10-7,leafy;nasturtium;floral;fresh;green;hyacinth
25564-22-1,floral;woody;tuberose;jasmin
2563-07-7,guaiacol;vanilla;spicy;woody
25634-93-9,floral;geranium;rose;waxy
2565-82-4,floral;sweet;rose
25679-28-1,anise
2568-06-1,rose;herbal;green;reseda
2568-25-4,sweet;naphthyl;floral;fruity;narcissus;bitter;woody
25680-57-3,potato raw potato;earthy;pepper bell pepper;galbanum
25680-58-4,nutty;green;potato raw potato;earthy;pepper bell pepper
25773-40-4,nutty;pea green pea;beany;earthy;chocolate
258823-39-1,sulfurous
259854-70-1,ambergris;animal;fatty;powdery;anisic;woody;cloth laundered cloth;musk
259854-71-2,musk
26001-58-1,sweet;floral
2601-13-0,ethereal
26131-91-9,roasted;burnt
26161-33-1,bland
