stimulus_1,stimulus_2,delay,mouse_id,response
33,26,0.0,103,1
31,7,0.0,103,0
123,123,0.0,103,1
115,115,0.0,103,0
127,133,0.0,103,1
97,56,0.0,103,1
3,39,0.0,103,1
39,96,0.0,103,1
56,74,0.0,103,0
50,78,0.0,103,0
126,56,0.0,103,1
124,98,0.0,103,1
98,53,0.0,103,1
92,98,0.0,103,0
10,44,0.0,103,0
43,68,0.0,103,1
128,4,0.0,103,0
42,134,0.0,103,0
56,56,0.0,103,1
52,52,0.0,103,1
56,98,0.0,103,1
111,123,0.0,103,0
97,96,0.0,103,1
50,25,0.0,103,0
90,38,0.0,103,1
111,134,0.0,103,1
98,128,0.0,103,0
74,80,0.0,103,0
50,80,0.0,103,0
97,51,0.0,103,1
74,44,0.0,103,1
132,52,0.0,103,0
51,44,0.0,103,0
31,7,0.0,103,0
80,31,0.0,103,1
80,134,0.0,103,0
123,133,0.0,103,0
48,90,0.0,103,0
31,80,0.0,103,1
83,48,0.0,103,1
135,135,0.0,103,1
115,132,0.0,103,1
139,18,0.0,103,1
80,25,0.0,103,0
4,52,0.0,103,1
115,80,0.0,103,0
90,31,0.0,103,0
115,52,0.0,103,0
78,25,0.0,103,1
132,52,0.0,103,0
7,7,0.0,103,1
123,7,0.0,103,1
96,39,0.0,103,1
78,38,0.0,103,0
42,134,0.0,103,1
56,133,0.0,103,0
133,133,0.0,103,1
38,38,0.0,103,1
4,78,0.0,103,0
123,53,0.0,103,1
97,80,0.0,103,1
128,113,0.0,103,0
10,111,0.0,103,1
53,53,0.0,103,1
26,105,0.0,103,1
7,91,0.0,103,1
47,123,0.0,103,0
31,91,0.0,103,1
4,18,0.0,103,0
4,123,0.0,103,0
127,91,0.0,103,1
26,26,0.0,103,1
80,42,0.0,103,1
115,127,0.0,103,1
97,50,0.0,103,1
128,43,0.0,103,1
123,133,0.0,103,1
123,135,0.0,103,1
126,18,0.0,103,0
97,39,0.0,103,1
39,83,0.0,103,0
10,31,0.0,103,1
78,123,0.0,103,0
139,124,0.0,103,0
105,33,0.0,103,1
4,96,0.0,103,0
90,132,0.0,103,0
3,123,0.0,103,0
47,29,0.0,103,1
18,105,0.0,103,1
38,74,0.0,103,1
80,4,0.0,103,1
127,26,0.0,103,0
53,128,0.0,103,0
98,111,0.0,103,1
53,33,0.0,103,0
25,78,0.0,103,1
133,105,0.0,103,1
48,111,0.0,103,1
38,51,0.0,103,1
47,91,0.0,103,0
115,10,0.0,103,0
96,7,0.0,103,0
98,83,0.0,103,0
113,4,0.0,103,0
115,91,0.0,103,0
10,44,0.0,103,1
56,98,0.0,103,0
42,42,0.0,103,1
92,128,0.0,103,1
53,97,0.0,103,0
111,52,0.0,103,0
51,51,0.0,103,1
44,44,0.0,103,1
48,56,0.0,103,1
25,97,0.0,103,1
98,105,0.0,103,0
50,50,0.0,103,0
18,18,0.0,103,1
126,91,0.0,103,1
105,105,0.0,103,1
50,115,0.0,103,1
98,124,0.0,103,0
80,31,0.0,103,0
51,25,0.0,103,1
53,123,0.0,103,0
44,4,0.0,103,1
128,3,0.0,103,1
33,139,0.0,103,1
127,7,0.0,103,0
115,90,0.0,103,0
134,52,0.0,103,1
124,48,0.0,103,0
7,138,0.0,103,0
31,53,0.0,103,0
105,105,0.0,103,1
42,128,0.0,103,0
113,132,0.0,103,0
139,4,0.0,103,0
138,138,0.0,103,1
135,4,0.0,103,0
53,53,0.0,103,1
92,128,0.0,103,1
115,26,0.0,103,1
139,7,0.0,103,1
53,97,0.0,103,1
80,44,0.0,103,1
7,124,0.0,103,1
123,80,0.0,103,0
3,74,0.0,103,0
115,50,0.0,103,0
115,52,0.0,103,1
53,53,0.0,103,1
96,134,0.0,103,0
51,51,0.0,103,0
113,26,0.0,103,1
3,25,0.0,103,0
111,111,0.0,103,1
68,68,0.0,103,1
123,43,0.0,103,1
74,47,0.0,103,0
31,80,0.0,103,1
97,31,0.0,103,0
53,139,0.0,103,0
91,92,0.0,103,1
96,56,0.0,103,1
80,10,0.0,103,1
51,26,0.0,103,1
52,74,0.0,103,0
139,43,0.0,103,0
135,39,0.0,103,0
48,48,0.0,103,1
80,39,0.0,103,1
78,56,0.0,103,1
78,4,0.0,103,0
127,127,0.0,103,0
123,123,0.0,103,1
113,48,0.0,103,1
3,42,0.0,103,0
80,33,0.0,103,0
52,138,0.0,103,1
80,52,0.0,103,1
90,90,0.0,103,1
91,123,0.0,103,0
44,31,0.0,103,0
56,39,0.0,103,1
98,90,0.0,103,1
90,3,0.0,103,0
53,53,0.0,103,1
53,29,0.0,103,0
96,56,0.0,103,0
139,33,0.0,103,1
115,96,0.0,103,1
4,10,0.0,103,1
51,111,0.0,103,1
97,3,0.0,103,0
42,38,0.0,103,0
38,31,0.0,103,0
44,10,0.0,103,1
56,126,0.0,103,0
53,48,0.0,103,1
53,111,0.0,103,0
26,25,0.0,103,0
51,25,0.0,103,1
26,105,0.0,103,0
123,123,0.0,103,1
26,26,0.0,103,0
124,38,0.0,103,0
68,43,0.0,103,1
44,44,0.0,103,0
39,39,0.0,103,1
18,31,0.0,103,1
91,133,0.0,103,0
124,56,0.0,103,0
92,10,0.0,103,0
68,68,0.0,103,1
124,38,0.0,103,0
139,33,0.0,103,0
4,4,0.0,103,1
7,39,0.0,103,0
83,4,0.0,103,0
91,31,0.0,103,0
90,138,0.0,103,0
7,123,0.0,103,1
47,29,0.0,103,0
134,134,0.0,103,1
7,80,0.0,103,0
3,18,0.0,103,1
139,92,0.0,103,0
127,7,0.0,103,0
42,42,0.0,103,1
52,52,0.0,103,1
113,26,0.0,103,1
52,111,0.0,103,0
56,96,0.0,103,1
4,7,0.0,103,0
25,78,0.0,103,1
139,33,0.0,103,1
10,10,0.0,103,1
56,132,0.0,103,0
111,39,0.0,103,1
52,135,0.0,103,0
56,92,0.0,103,0
135,111,0.0,103,0
133,133,0.0,103,1
3,68,0.0,103,0
126,96,0.0,103,1
56,56,0.0,103,0
128,53,0.0,103,0
128,128,0.0,103,1
115,115,0.0,103,0
127,91,0.0,103,1
96,83,0.0,103,0
97,123,0.0,103,0
48,74,0.0,103,1
51,97,0.0,103,0
123,123,0.0,103,1
139,33,0.0,103,1
7,33,0.0,103,1
52,128,0.0,103,1
53,47,0.0,103,0
42,38,0.0,103,1
96,97,0.0,103,1
43,78,0.0,103,0
38,52,0.0,103,0
68,50,0.0,103,0
3,3,0.0,103,1
39,105,0.0,103,0
124,124,0.0,103,1
96,44,0.0,103,1
123,56,0.0,103,0
52,128,0.0,103,0
128,3,0.0,103,0
80,31,0.0,103,0
56,56,0.0,103,1
53,4,0.0,103,1
39,7,0.0,103,0
10,44,0.0,103,0
96,96,0.0,103,1
83,96,0.0,103,0
7,33,0.0,103,0
44,42,0.0,103,0
96,96,0.0,103,0
134,134,0.0,103,0
47,29,0.0,103,1
96,3,0.0,103,1
127,91,0.0,103,0
38,124,0.0,103,1
139,7,0.0,103,0
50,50,0.0,103,0
113,113,0.0,103,1
113,124,0.0,103,0
31,80,0.0,103,0
51,51,0.0,103,1
83,31,0.0,103,1
97,51,0.0,103,0
33,33,0.0,103,1
43,78,0.0,103,0
111,123,0.0,103,0
7,123,0.0,103,0
80,31,0.0,103,0
97,97,0.0,103,1
97,90,0.0,103,0
52,115,0.0,103,1
48,96,0.0,103,0
139,31,0.0,103,0
51,18,0.0,103,0
96,96,0.0,103,0
68,68,0.0,103,1
134,134,0.0,103,1
43,68,0.0,103,0
44,10,0.0,103,1
115,132,0.0,103,0
53,26,0.0,103,0
92,3,0.0,103,0
133,135,0.0,103,0
138,138,0.0,103,0
98,111,0.0,103,1
18,18,0.0,103,0
42,134,0.0,103,0
127,127,0.0,103,1
139,44,0.0,103,0
113,26,0.0,103,1
115,31,0.0,103,0
26,51,0.0,103,0
53,139,0.0,103,0
26,113,0.0,103,0
10,10,0.0,103,1
92,92,0.0,103,0
18,18,0.0,103,1
74,74,0.0,103,0
51,97,0.0,103,1
31,25,0.0,103,0
139,139,0.0,103,0
29,29,0.0,103,1
50,115,0.0,103,1
97,96,0.0,103,0
31,31,0.0,103,0
53,128,0.0,103,1
96,123,0.0,103,0
115,115,0.0,103,0
91,139,0.0,103,0
111,98,0.0,103,0
31,80,0.0,103,0
74,26,0.0,103,0
31,80,0.0,103,0
91,91,0.0,103,1
7,29,0.0,103,0
133,135,0.0,103,1
56,98,0.0,103,1
98,98,0.0,103,0
68,68,0.0,103,1
53,138,0.0,103,0
48,91,0.0,103,0
10,44,0.0,103,1
96,97,0.0,103,1
74,25,0.0,103,0
98,43,0.0,103,1
98,80,0.0,103,0
31,111,0.0,103,0
44,98,0.0,103,0
10,10,0.0,103,1
105,138,0.0,103,0
105,126,0.0,103,0
97,123,0.0,103,0
132,50,0.0,103,0
3,18,0.0,103,1
7,123,0.0,103,1
56,56,0.0,103,1
113,91,0.0,103,0
111,111,0.0,103,0
115,52,0.0,103,1
42,42,0.0,103,1
97,97,0.0,103,1
25,134,0.0,103,1
52,50,0.0,103,0
83,31,0.0,103,1
3,3,0.0,103,1
10,4,0.0,103,1
42,97,0.0,103,0
113,51,0.0,103,1
139,38,0.0,103,1
25,38,0.0,103,1
133,123,0.0,103,0
52,47,0.0,103,1
7,33,0.0,103,1
135,44,0.0,103,0
138,115,0.0,103,0
96,97,0.0,103,0
47,47,0.0,103,1
97,123,0.0,103,0
7,74,0.0,103,0
3,105,0.0,103,1
134,135,0.0,103,1
4,42,0.0,103,0
38,10,0.0,103,0
29,56,0.0,103,0
124,124,0.0,103,0
97,51,0.0,103,0
80,135,0.0,103,1
91,56,0.0,103,0
26,127,0.0,103,0
4,74,0.0,103,1
128,48,0.0,103,1
134,134,0.0,103,1
96,3,0.0,103,0
111,78,0.0,103,1
138,56,0.0,103,1
97,51,0.0,103,1
91,123,0.0,103,1
80,98,0.0,103,0
105,98,0.0,103,1
111,80,0.0,103,1
132,97,0.0,103,1
98,83,0.0,103,0
4,96,0.0,103,0
92,29,0.0,103,1
53,138,0.0,103,1
133,39,0.0,103,0
51,43,0.0,103,1
97,10,0.0,103,0
18,92,0.0,103,1
124,42,0.0,103,1
31,53,0.0,103,0
4,51,0.0,103,0
128,7,0.0,103,0
96,96,0.0,103,0
128,128,0.0,103,0
115,115,0.0,103,1
38,111,0.0,103,1
7,68,0.0,103,0
135,53,0.0,103,1
56,39,0.0,103,1
48,126,0.0,103,1
111,123,0.0,103,0
39,31,0.0,103,0
127,123,0.0,103,1
74,52,0.0,103,1
7,135,0.0,103,0
52,50,0.0,103,1
127,123,0.0,103,1
44,10,0.0,103,1
126,83,0.0,103,1
25,139,0.0,103,0
26,47,0.0,103,1
115,68,0.0,103,1
51,97,0.0,103,1
51,44,0.0,103,0
31,83,0.0,103,1
7,74,0.0,103,0
3,97,0.0,103,1
51,4,0.0,103,0
74,127,0.0,103,0
51,33,0.0,103,0
7,123,0.0,103,1
47,83,0.0,103,0
111,105,0.0,103,0
138,138,0.0,103,1
115,52,0.0,103,1
7,33,0.0,103,1
90,135,0.0,103,1
74,25,0.0,103,0
52,128,0.0,103,1
68,31,0.0,103,1
97,42,0.0,103,0
135,39,0.0,103,0
98,128,0.0,103,0
111,111,0.0,103,0
43,68,0.0,103,1
83,48,0.0,103,1
7,68,0.0,103,1
4,56,0.0,103,0
97,96,0.0,103,1
78,25,0.0,103,1
51,115,0.0,103,0
25,98,0.0,103,0
90,138,0.0,103,1
128,98,0.0,103,1
91,91,0.0,103,1
38,56,0.0,103,1
31,56,0.0,103,0
18,18,0.0,103,0
80,31,0.0,103,0
39,105,0.0,103,0
68,68,0.0,103,1
80,18,0.0,103,0
51,97,0.0,103,1
128,123,0.0,103,0
111,133,0.0,103,0
74,128,0.0,103,1
56,26,0.0,103,0
92,91,0.0,103,0
44,43,0.0,103,0
18,18,0.0,103,1
56,111,0.0,103,1
29,124,0.0,103,1
3,25,0.0,103,0
96,3,0.0,103,1
126,113,0.0,103,1
29,124,0.0,103,0
50,52,0.0,103,0
126,127,0.0,103,1
31,3,0.0,103,0
80,68,0.0,103,1
139,43,0.0,103,1
98,74,0.0,103,1
134,48,0.0,103,0
53,80,0.0,103,0
127,91,0.0,103,1
96,50,0.0,103,0
18,10,0.0,103,0
124,80,0.0,103,1
26,26,0.0,103,1
92,139,0.0,103,0
80,132,0.0,103,0
52,132,0.0,103,0
133,135,0.0,103,1
91,7,0.0,103,0
97,97,0.0,103,1
133,128,0.0,103,1
31,18,0.0,103,1
74,115,0.0,103,0
33,111,0.0,103,1
74,132,0.0,103,0
53,51,0.0,103,0
80,111,0.0,103,1
124,29,0.0,103,0
138,52,0.0,103,1
42,42,0.0,103,1
133,133,0.0,103,1
91,3,0.0,103,0
90,90,0.0,103,0
4,26,0.0,103,1
97,139,0.0,103,1
80,115,0.0,103,1
98,127,0.0,103,0
138,124,0.0,103,0
105,18,0.0,103,0
126,126,0.0,103,1
92,38,0.0,103,1
133,33,0.0,103,1
68,26,0.0,103,1
18,4,0.0,103,0
123,52,0.0,103,0
127,134,0.0,103,0
135,135,0.0,103,1
97,124,0.0,103,0
83,97,0.0,103,0
78,39,0.0,103,0
26,113,0.0,103,0
111,111,0.0,103,1
42,3,0.0,103,0
18,18,0.0,103,1
92,113,0.0,103,0
7,56,0.0,103,0
97,97,0.0,103,0
47,47,0.0,103,1
7,113,0.0,103,0
124,38,0.0,103,1
98,98,0.0,103,1
96,56,0.0,103,1
51,138,0.0,103,0
4,74,0.0,103,0
56,56,0.0,103,1
105,138,0.0,103,0
127,138,0.0,103,0
39,39,0.0,103,0
44,29,0.0,103,0
56,96,0.0,103,1
39,105,0.0,103,0
111,39,0.0,103,0
138,3,0.0,103,1
4,4,0.0,103,1
38,38,0.0,103,1
113,33,0.0,103,0
25,138,0.0,103,0
111,91,0.0,103,0
47,47,0.0,103,0
78,25,0.0,103,1
53,133,0.0,103,0
31,26,0.0,103,0
53,25,0.0,103,1
134,26,0.0,103,0
123,123,0.0,103,1
139,139,0.0,103,1
133,133,0.0,103,1
132,115,0.0,103,1
138,3,0.0,103,0
139,91,0.0,103,0
51,138,0.0,103,0
56,96,0.0,103,0
51,51,0.0,103,0
132,50,0.0,103,1
51,113,0.0,103,0
113,113,0.0,103,1
53,53,0.0,103,1
31,78,0.0,103,0
115,115,0.0,103,0
26,113,0.0,103,1
111,39,0.0,103,1
39,39,0.0,103,1
123,25,0.0,103,0
44,31,0.0,103,0
96,7,0.0,103,0
51,51,0.0,103,0
10,10,0.0,103,1
38,38,0.0,103,1
126,115,0.0,103,0
83,83,0.0,103,1
97,133,0.0,103,1
138,26,0.0,103,1
56,97,0.0,103,0
29,53,0.0,103,0
4,26,0.0,103,0
31,80,0.0,103,1
29,111,0.0,103,1
50,51,0.0,103,0
74,74,0.0,103,0
124,38,0.0,103,0
31,31,0.0,103,0
123,10,0.0,103,0
53,128,0.0,103,1
47,38,0.0,103,1
135,133,0.0,103,0
123,7,0.0,103,1
38,33,0.0,103,1
96,124,0.0,103,0
52,115,0.0,103,1
74,50,0.0,103,1
18,26,0.0,103,1
123,47,0.0,103,0
126,43,0.0,103,0
124,97,0.0,103,0
44,44,0.0,103,1
29,139,0.0,103,0
133,48,0.0,103,1
52,96,0.0,103,0
43,4,0.0,103,0
31,124,0.0,103,1
92,96,0.0,103,1
53,4,0.0,103,0
31,31,0.0,103,1
7,48,0.0,103,0
98,38,0.0,103,0
98,139,0.0,103,1
42,42,0.0,103,1
74,74,0.0,103,1
53,111,0.0,103,0
44,7,0.0,103,0
91,135,0.0,103,0
74,4,0.0,103,0
50,50,0.0,103,0
139,33,0.0,103,1
127,127,0.0,103,0
80,31,0.0,103,0
115,52,0.0,103,1
25,25,0.0,103,0
96,96,0.0,103,1
39,96,0.0,103,0
83,83,0.0,103,1
124,124,0.0,103,1
83,83,0.0,103,1
48,139,0.0,103,0
111,25,0.0,103,1
96,96,0.0,103,1
80,31,0.0,103,1
52,133,0.0,103,0
3,74,0.0,103,1
7,97,0.0,103,0
133,68,0.0,103,0
33,98,0.0,103,0
31,126,0.0,103,1
53,128,0.0,103,1
98,38,0.0,103,1
78,91,0.0,103,1
38,83,0.0,103,0
56,126,0.0,103,0
10,43,0.0,103,0
97,97,0.0,103,0
96,56,0.0,103,1
18,97,0.0,103,0
74,124,0.0,103,0
105,38,0.0,103,1
52,98,0.0,103,0
3,50,0.0,103,1
91,52,0.0,103,0
44,42,0.0,103,0
98,25,0.0,103,1
139,26,0.0,103,0
111,96,0.0,103,1
83,31,0.0,103,1
29,113,0.0,103,0
111,111,0.0,103,0
111,98,0.0,103,1
115,52,0.0,103,1
96,96,0.0,103,1
53,4,0.0,103,1
133,53,0.0,103,1
26,39,0.0,103,0
7,138,0.0,103,0
42,78,0.0,103,0
68,98,0.0,103,1
128,128,0.0,103,1
31,31,0.0,103,0
44,90,0.0,103,1
126,48,0.0,103,1
132,132,0.0,103,1
52,50,0.0,103,1
97,123,0.0,103,0
91,3,0.0,103,0
115,56,0.0,103,1
31,80,0.0,103,1
68,68,0.0,103,1
56,126,0.0,103,1
43,124,0.0,103,1
53,7,0.0,103,0
138,48,0.0,103,1
138,43,0.0,103,1
42,38,0.0,103,0
44,50,0.0,103,1
10,111,0.0,103,0
115,74,0.0,103,1
123,124,0.0,103,1
126,128,0.0,103,1
4,7,0.0,103,0
51,18,0.0,103,0
98,56,0.0,103,1
98,43,0.0,103,0
128,53,0.0,103,1
26,48,0.0,103,1
139,132,0.0,103,0
128,123,0.0,103,0
74,128,0.0,103,1
74,113,0.0,103,0
132,132,0.0,103,0
80,31,0.0,103,0
74,4,0.0,103,1
90,29,0.0,103,1
111,133,0.0,103,1
56,132,0.0,103,0
51,56,0.0,103,0
111,97,0.0,103,1
7,123,0.0,103,0
139,139,0.0,103,1
96,96,0.0,103,1
133,123,0.0,103,1
51,4,0.0,103,0
96,113,0.0,103,1
31,80,0.0,103,1
7,80,0.0,103,1
31,124,0.0,103,0
53,50,0.0,103,0
91,42,0.0,103,0
31,80,0.0,103,0
80,31,0.0,103,1
56,80,0.0,103,1
47,47,0.0,103,1
80,134,0.0,103,0
97,25,0.0,103,1
52,80,0.0,103,1
10,10,0.0,103,1
3,74,0.0,103,1
3,135,0.0,103,0
138,138,0.0,103,1
42,132,0.0,103,1
115,74,0.0,103,0
48,138,0.0,103,0
138,51,0.0,103,0
74,4,0.0,103,1
83,105,0.0,103,1
90,52,0.0,103,1
80,7,0.0,103,0
43,105,0.0,103,0
7,7,0.0,103,1
4,31,0.0,103,1
97,51,0.0,103,0
80,80,0.0,103,1
74,138,0.0,103,0
123,80,0.0,103,1
97,105,0.0,103,0
42,91,0.0,103,0
52,52,0.0,103,1
56,97,0.0,103,1
53,48,0.0,103,1
80,134,0.0,103,0
56,124,0.0,103,0
92,56,0.0,103,1
29,127,0.0,103,0
25,25,0.0,103,0
31,31,0.0,103,1
98,124,0.0,103,1
80,96,0.0,103,0
31,31,0.0,103,1
39,139,0.0,103,1
56,4,0.0,103,0
128,128,0.0,103,1
123,132,0.0,103,1
96,138,0.0,103,0
48,96,0.0,103,1
53,80,0.0,103,0
96,4,0.0,103,0
98,98,0.0,103,1
111,98,0.0,103,1
115,123,0.0,103,1
42,44,0.0,103,1
53,43,0.0,103,0
29,123,0.0,103,0
68,111,0.0,103,1
50,3,0.0,103,0
139,50,0.0,103,1
52,134,0.0,103,1
25,25,0.0,103,1
25,43,0.0,103,1
53,48,0.0,103,0
80,74,0.0,103,0
56,42,0.0,103,0
18,3,0.0,103,0
139,25,0.0,103,1
97,128,0.0,103,1
33,98,0.0,103,1
123,51,0.0,103,0
135,138,0.0,103,0
4,47,0.0,103,0
128,128,0.0,103,1
126,96,0.0,103,1
128,128,0.0,103,1
56,78,0.0,103,0
31,31,0.0,103,1
52,132,0.0,103,1
31,52,0.0,103,0
10,10,0.0,103,1
38,56,0.0,103,1
51,51,0.0,103,1
139,133,0.0,103,1
51,78,0.0,103,1
3,44,0.0,103,1
25,124,0.0,103,1
51,90,0.0,103,1
128,123,0.0,103,1
42,115,0.0,103,1
25,56,0.0,103,0
56,113,0.0,103,1
124,51,0.0,103,1
133,7,0.0,103,1
111,68,0.0,103,1
124,97,0.0,103,0
3,133,0.0,103,0
90,31,0.0,103,0
97,51,0.0,103,1
123,29,0.0,103,1
56,126,0.0,103,0
96,127,0.0,103,0
115,135,0.0,103,0
128,128,0.0,103,1
52,74,0.0,103,0
96,90,0.0,103,0
39,29,0.0,103,0
80,31,0.0,103,0
139,38,0.0,103,1
96,128,0.0,103,1
74,38,0.0,103,0
113,78,0.0,103,0
51,4,0.0,103,0
51,97,0.0,103,0
10,10,0.0,103,0
7,7,0.0,103,1
53,44,0.0,103,0
48,126,0.0,103,1
53,51,0.0,103,0
44,115,0.0,103,0
111,98,0.0,103,0
98,111,0.0,103,1
115,115,0.0,103,1
3,139,0.0,103,1
25,133,0.0,103,0
78,25,0.0,103,1
78,25,0.0,103,1
80,50,0.0,103,0
91,7,0.0,103,0
3,53,0.0,103,1
91,127,0.0,103,0
50,115,0.0,103,1
111,52,0.0,103,0
97,33,0.0,103,0
7,31,0.0,103,0
115,52,0.0,103,0
3,3,0.0,103,1
74,83,0.0,103,0
7,123,0.0,103,0
115,115,0.0,103,1
124,25,0.0,103,0
96,115,0.0,103,1
7,7,0.0,103,0
133,133,0.0,103,1
134,42,0.0,103,0
53,128,0.0,103,1
132,97,0.0,103,0
7,83,0.0,103,0
56,39,0.0,103,0
4,4,0.0,103,1
31,80,0.0,103,1
51,97,0.0,103,1
113,38,0.0,103,1
115,29,0.0,103,0
10,127,0.0,103,0
31,10,0.0,103,0
7,7,0.0,103,0
90,138,0.0,103,0
74,74,0.0,103,1
80,74,0.0,103,0
52,115,0.0,103,0
83,92,0.0,103,1
92,92,0.0,103,1
53,126,0.0,103,0
47,47,0.0,103,1
7,123,0.0,103,0
53,128,0.0,103,1
113,51,0.0,103,1
111,113,0.0,103,1
29,83,0.0,103,0
98,38,0.0,103,0
26,33,0.0,103,0
97,51,0.0,103,0
42,42,0.0,103,1
128,51,0.0,103,0
68,42,0.0,103,0
111,98,0.0,103,0
80,80,0.0,103,1
128,105,0.0,103,0
51,97,0.0,103,0
53,53,0.0,103,1
115,105,0.0,103,0
139,92,0.0,103,1
113,134,0.0,103,0
51,124,0.0,103,0
56,92,0.0,103,0
38,124,0.0,103,1
98,98,0.0,103,1
92,92,0.0,103,1
25,31,0.0,103,0
25,138,0.0,103,0
80,4,0.0,103,1
138,138,0.0,103,1
4,42,0.0,103,0
48,115,0.0,103,0
126,113,0.0,103,1
48,48,0.0,103,1
123,123,0.0,103,1
83,50,0.0,103,1
43,44,0.0,103,1
105,53,0.0,103,1
33,98,0.0,103,0
3,3,0.0,103,1
42,42,0.0,103,0
97,51,0.0,103,0
134,42,0.0,103,1
78,68,0.0,103,1
80,78,0.0,103,1
29,74,0.0,103,1
47,98,0.0,103,0
68,68,0.0,103,1
115,68,0.0,103,1
18,128,0.0,103,1
124,111,0.0,103,0
78,33,0.0,103,0
96,25,0.0,103,0
90,90,0.0,103,0
56,96,0.0,103,1
74,51,0.0,103,0
44,31,0.0,103,1
4,7,0.0,103,0
98,7,0.0,103,1
135,44,0.0,103,0
111,105,0.0,103,0
68,91,0.0,103,0
115,115,0.0,103,1
111,50,0.0,103,1
111,126,0.0,103,1
10,52,0.0,103,0
43,38,0.0,103,0
134,80,0.0,103,0
98,111,0.0,103,1
43,18,0.0,103,1
74,10,0.0,103,0
111,97,0.0,103,0
91,127,0.0,103,0
135,133,0.0,103,1
92,68,0.0,103,1
29,44,0.0,103,1
29,50,0.0,103,0
33,139,0.0,103,1
42,44,0.0,103,0
42,51,0.0,103,0
115,52,0.0,103,1
91,31,0.0,103,1
111,48,0.0,103,0
25,78,0.0,103,0
56,96,0.0,103,1
7,7,0.0,103,1
127,127,0.0,103,1
97,48,0.0,103,1
111,47,0.0,103,0
18,3,0.0,103,0
111,111,0.0,103,1
115,4,0.0,103,1
133,127,0.0,103,1
10,31,0.0,103,0
74,134,0.0,103,0
56,111,0.0,103,1
38,92,0.0,103,0
135,133,0.0,103,0
10,44,0.0,103,1
98,91,0.0,103,0
78,78,0.0,103,0
52,90,0.0,103,0
53,51,0.0,103,1
83,31,0.0,103,1
128,53,0.0,103,0
83,92,0.0,103,0
98,111,0.0,103,1
25,96,0.0,103,0
4,38,0.0,103,1
113,43,0.0,103,1
124,38,0.0,103,1
52,42,0.0,103,1
127,83,0.0,103,1
4,92,0.0,103,1
98,10,0.0,103,0
51,127,0.0,103,0
31,10,0.0,103,1
68,135,0.0,103,1
50,26,0.0,103,0
74,98,0.0,103,0
97,48,0.0,103,0
56,96,0.0,103,0
50,83,0.0,103,1
97,33,0.0,103,0
115,96,0.0,103,0
74,111,0.0,103,1
83,139,0.0,103,1
135,139,0.0,103,1
38,44,0.0,103,0
52,115,0.0,103,0
48,126,0.0,103,1
97,33,0.0,103,1
38,3,0.0,103,0
31,127,0.0,103,1
7,83,0.0,103,0
51,126,0.0,103,0
50,98,0.0,103,0
115,134,0.0,103,1
52,127,0.0,103,1
25,126,0.0,103,0
138,51,0.0,103,0
111,68,0.0,103,0
115,115,0.0,103,1
31,128,0.0,103,0
132,50,0.0,103,1
138,44,0.0,103,1
53,96,0.0,103,0
78,96,0.0,103,0
43,51,0.0,103,1
31,25,0.0,103,0
97,90,0.0,103,0
51,132,0.0,103,1
53,53,0.0,103,1
96,4,0.0,103,0
10,53,0.0,103,0
115,56,0.0,103,1
91,91,0.0,103,0
10,44,0.0,103,1
31,31,0.0,103,1
133,68,0.0,103,0
98,98,0.0,103,1
68,29,0.0,103,0
98,80,0.0,103,1
111,98,0.0,103,1
113,26,0.0,103,1
128,126,0.0,103,0
98,52,0.0,103,0
18,123,0.0,103,0
83,83,0.0,103,1
80,80,0.0,103,1
52,115,0.0,103,1
97,132,0.0,103,0
31,4,0.0,103,0
56,80,0.0,103,0
53,128,0.0,103,0
51,97,0.0,103,1
52,3,0.0,103,0
90,90,0.0,103,0
4,123,0.0,103,0
3,18,0.0,103,0
33,33,0.0,103,1
7,39,0.0,103,0
3,3,0.0,103,1
80,80,0.0,103,0
133,135,0.0,103,1
51,105,0.0,103,0
98,26,0.0,103,1
128,105,0.0,103,0
138,128,0.0,103,1
124,139,0.0,103,0
80,123,0.0,103,0
90,92,0.0,103,0
31,80,0.0,103,1
18,3,0.0,103,0
83,92,0.0,103,1
51,97,0.0,103,1
135,53,0.0,103,1
126,25,0.0,103,0
68,51,0.0,103,0
50,132,0.0,103,0
74,4,0.0,103,1
80,78,0.0,103,0
96,56,0.0,103,0
111,25,0.0,103,0
25,10,0.0,103,0
47,29,0.0,103,1
92,92,0.0,103,1
7,74,0.0,103,0
7,4,0.0,103,0
97,90,0.0,103,0
123,123,0.0,103,0
98,111,0.0,103,0
39,105,0.0,103,0
29,29,0.0,103,0
43,43,0.0,103,0
128,128,0.0,103,1
10,111,0.0,103,1
134,42,0.0,103,0
92,83,0.0,103,0
115,115,0.0,103,0
47,47,0.0,103,0
123,123,0.0,103,0
56,56,0.0,103,0
4,4,0.0,103,1
111,43,0.0,103,0
38,38,0.0,103,1
74,52,0.0,103,1
91,51,0.0,103,0
115,115,0.0,103,0
115,52,0.0,103,0
3,3,0.0,103,1
43,18,0.0,103,0
124,124,0.0,103,0
123,7,0.0,103,0
90,138,0.0,103,0
4,74,0.0,103,0
10,44,0.0,103,1
91,90,0.0,103,0
133,138,0.0,103,0
80,80,0.0,103,1
135,44,0.0,103,1
52,52,0.0,103,1
7,92,0.0,103,1
98,132,0.0,103,1
39,111,0.0,103,0
115,138,0.0,103,1
68,113,0.0,103,1
128,43,0.0,103,1
18,4,0.0,103,1
4,56,0.0,103,0
138,96,0.0,103,0
