stimulus_1,stimulus_2,delay,mouse_id,response
3,90,0.0,100,0
96,74,0.0,100,1
78,31,0.0,100,1
29,3,0.0,100,1
92,56,0.0,100,1
56,91,0.0,100,1
52,98,0.0,100,0
132,52,0.0,100,1
127,123,0.0,100,0
139,44,0.0,100,0
111,133,0.0,100,0
31,80,0.0,100,1
43,29,0.0,100,0
38,90,0.0,100,0
135,56,0.0,100,0
33,33,0.0,100,0
138,138,0.0,100,1
83,92,0.0,100,1
113,128,0.0,100,1
31,47,0.0,100,0
50,127,0.0,100,1
91,96,0.0,100,1
31,115,0.0,100,0
134,115,0.0,100,0
135,98,0.0,100,0
92,92,0.0,100,0
7,123,0.0,100,1
115,105,0.0,100,0
124,124,0.0,100,1
90,97,0.0,100,0
135,53,0.0,100,1
115,115,0.0,100,0
43,98,0.0,100,1
7,7,0.0,100,1
4,74,0.0,100,1
56,139,0.0,100,0
74,50,0.0,100,0
10,38,0.0,100,1
80,31,0.0,100,0
42,42,0.0,100,1
53,31,0.0,100,0
123,68,0.0,100,0
42,105,0.0,100,0
98,111,0.0,100,1
98,111,0.0,100,1
52,51,0.0,100,0
128,53,0.0,100,1
31,92,0.0,100,1
7,123,0.0,100,1
25,97,0.0,100,1
96,38,0.0,100,0
53,47,0.0,100,0
44,53,0.0,100,1
29,126,0.0,100,1
128,53,0.0,100,1
68,126,0.0,100,1
39,7,0.0,100,0
134,42,0.0,100,1
53,92,0.0,100,1
52,74,0.0,100,0
53,31,0.0,100,1
48,53,0.0,100,0
31,92,0.0,100,1
47,135,0.0,100,0
56,26,0.0,100,0
42,78,0.0,100,0
7,7,0.0,100,1
38,33,0.0,100,0
133,123,0.0,100,1
123,7,0.0,100,0
47,7,0.0,100,0
51,90,0.0,100,0
31,78,0.0,100,0
26,113,0.0,100,1
111,111,0.0,100,1
105,44,0.0,100,1
123,31,0.0,100,0
91,80,0.0,100,1
53,53,0.0,100,1
39,98,0.0,100,1
115,138,0.0,100,1
126,3,0.0,100,0
128,51,0.0,100,0
135,128,0.0,100,1
83,92,0.0,100,1
4,51,0.0,100,1
127,7,0.0,100,1
124,53,0.0,100,0
133,132,0.0,100,0
74,52,0.0,100,0
74,4,0.0,100,0
44,10,0.0,100,1
26,7,0.0,100,0
44,44,0.0,100,1
111,78,0.0,100,0
56,7,0.0,100,0
96,92,0.0,100,1
92,135,0.0,100,1
44,26,0.0,100,0
92,92,0.0,100,1
52,29,0.0,100,1
68,105,0.0,100,0
83,127,0.0,100,0
123,138,0.0,100,0
26,113,0.0,100,1
31,97,0.0,100,1
4,74,0.0,100,1
56,74,0.0,100,1
74,80,0.0,100,1
78,51,0.0,100,0
39,105,0.0,100,1
127,7,0.0,100,0
134,127,0.0,100,0
25,31,0.0,100,0
38,124,0.0,100,0
42,134,0.0,100,1
44,111,0.0,100,0
68,43,0.0,100,0
134,134,0.0,100,0
139,139,0.0,100,1
18,18,0.0,100,1
52,83,0.0,100,0
51,124,0.0,100,1
51,51,0.0,100,0
74,74,0.0,100,1
39,135,0.0,100,1
98,25,0.0,100,0
115,74,0.0,100,1
115,133,0.0,100,0
53,97,0.0,100,0
111,98,0.0,100,1
105,113,0.0,100,0
80,43,0.0,100,1
3,3,0.0,100,1
91,83,0.0,100,0
80,128,0.0,100,0
115,96,0.0,100,0
126,126,0.0,100,1
115,52,0.0,100,0
18,18,0.0,100,1
68,80,0.0,100,0
50,18,0.0,100,1
97,47,0.0,100,1
128,128,0.0,100,0
47,134,0.0,100,0
113,33,0.0,100,0
31,90,0.0,100,0
91,127,0.0,100,1
4,124,0.0,100,0
48,7,0.0,100,0
133,111,0.0,100,0
96,96,0.0,100,1
26,26,0.0,100,1
80,139,0.0,100,0
53,128,0.0,100,1
128,128,0.0,100,1
52,52,0.0,100,1
96,51,0.0,100,0
53,31,0.0,100,1
91,26,0.0,100,0
113,133,0.0,100,0
33,26,0.0,100,1
42,126,0.0,100,0
115,115,0.0,100,1
33,18,0.0,100,1
43,43,0.0,100,1
4,138,0.0,100,0
105,7,0.0,100,0
50,52,0.0,100,0
90,90,0.0,100,1
111,97,0.0,100,0
4,113,0.0,100,0
7,123,0.0,100,1
135,135,0.0,100,1
7,7,0.0,100,1
127,47,0.0,100,0
105,113,0.0,100,0
33,139,0.0,100,1
90,31,0.0,100,0
135,135,0.0,100,1
3,127,0.0,100,1
38,38,0.0,100,1
4,33,0.0,100,1
43,10,0.0,100,1
74,124,0.0,100,1
98,127,0.0,100,0
128,53,0.0,100,1
31,127,0.0,100,1
80,134,0.0,100,0
98,134,0.0,100,0
42,115,0.0,100,1
31,4,0.0,100,0
7,7,0.0,100,0
123,25,0.0,100,0
127,68,0.0,100,0
139,139,0.0,100,1
43,25,0.0,100,1
139,123,0.0,100,1
111,128,0.0,100,0
39,135,0.0,100,0
53,113,0.0,100,0
80,31,0.0,100,1
83,3,0.0,100,1
123,90,0.0,100,0
18,18,0.0,100,1
47,31,0.0,100,0
128,3,0.0,100,1
50,83,0.0,100,0
135,123,0.0,100,0
52,4,0.0,100,1
56,96,0.0,100,1
68,44,0.0,100,1
52,7,0.0,100,0
47,29,0.0,100,1
133,133,0.0,100,1
43,111,0.0,100,1
4,47,0.0,100,0
78,53,0.0,100,0
56,126,0.0,100,1
43,43,0.0,100,1
56,123,0.0,100,1
48,123,0.0,100,1
43,98,0.0,100,0
25,83,0.0,100,0
113,128,0.0,100,0
53,53,0.0,100,1
52,83,0.0,100,0
98,115,0.0,100,1
56,56,0.0,100,1
80,26,0.0,100,0
98,97,0.0,100,1
68,43,0.0,100,1
7,135,0.0,100,1
74,3,0.0,100,0
91,39,0.0,100,0
38,25,0.0,100,0
126,126,0.0,100,0
128,128,0.0,100,1
135,53,0.0,100,1
98,47,0.0,100,0
68,43,0.0,100,0
92,92,0.0,100,1
92,80,0.0,100,1
3,3,0.0,100,1
91,7,0.0,100,1
97,53,0.0,100,1
128,98,0.0,100,1
3,4,0.0,100,1
10,47,0.0,100,0
127,48,0.0,100,0
98,98,0.0,100,0
111,111,0.0,100,1
68,97,0.0,100,0
39,96,0.0,100,0
80,31,0.0,100,1
31,39,0.0,100,0
115,4,0.0,100,1
68,91,0.0,100,0
52,91,0.0,100,1
47,133,0.0,100,0
134,10,0.0,100,0
50,138,0.0,100,1
132,50,0.0,100,1
90,50,0.0,100,1
98,138,0.0,100,0
128,128,0.0,100,1
92,74,0.0,100,1
128,138,0.0,100,0
97,33,0.0,100,1
52,52,0.0,100,1
56,78,0.0,100,0
44,18,0.0,100,0
50,111,0.0,100,1
83,50,0.0,100,0
56,98,0.0,100,0
47,74,0.0,100,0
97,51,0.0,100,0
105,39,0.0,100,1
7,7,0.0,100,1
96,96,0.0,100,1
52,56,0.0,100,0
91,91,0.0,100,1
97,138,0.0,100,0
80,44,0.0,100,1
133,133,0.0,100,1
26,26,0.0,100,0
25,25,0.0,100,1
43,135,0.0,100,1
78,3,0.0,100,0
68,97,0.0,100,1
39,98,0.0,100,1
113,113,0.0,100,0
98,111,0.0,100,1
25,90,0.0,100,0
111,135,0.0,100,0
80,38,0.0,100,0
124,124,0.0,100,1
111,39,0.0,100,1
111,98,0.0,100,1
68,111,0.0,100,1
135,128,0.0,100,1
50,97,0.0,100,0
124,115,0.0,100,1
128,74,0.0,100,1
133,138,0.0,100,0
139,39,0.0,100,1
38,4,0.0,100,1
78,98,0.0,100,0
31,56,0.0,100,0
96,53,0.0,100,1
74,123,0.0,100,0
56,39,0.0,100,0
31,74,0.0,100,0
90,90,0.0,100,1
113,133,0.0,100,1
97,33,0.0,100,1
4,48,0.0,100,0
98,115,0.0,100,0
7,47,0.0,100,0
31,31,0.0,100,1
74,96,0.0,100,0
74,4,0.0,100,1
38,4,0.0,100,1
18,4,0.0,100,1
56,127,0.0,100,1
52,128,0.0,100,0
139,52,0.0,100,0
10,138,0.0,100,0
135,135,0.0,100,1
83,56,0.0,100,1
115,98,0.0,100,1
115,18,0.0,100,0
53,128,0.0,100,1
51,123,0.0,100,0
7,123,0.0,100,1
3,56,0.0,100,0
56,105,0.0,100,1
10,44,0.0,100,1
52,135,0.0,100,1
25,68,0.0,100,0
53,4,0.0,100,0
26,128,0.0,100,1
7,111,0.0,100,1
80,135,0.0,100,1
126,31,0.0,100,0
56,111,0.0,100,1
105,48,0.0,100,1
138,68,0.0,100,1
42,115,0.0,100,1
7,90,0.0,100,0
33,7,0.0,100,0
96,51,0.0,100,0
7,7,0.0,100,1
53,43,0.0,100,1
42,115,0.0,100,0
105,91,0.0,100,0
44,31,0.0,100,0
4,74,0.0,100,1
92,52,0.0,100,1
111,98,0.0,100,1
139,111,0.0,100,1
44,31,0.0,100,0
91,91,0.0,100,1
56,111,0.0,100,0
10,4,0.0,100,0
4,18,0.0,100,0
48,48,0.0,100,0
50,132,0.0,100,0
128,53,0.0,100,0
115,52,0.0,100,0
111,98,0.0,100,1
83,111,0.0,100,0
124,38,0.0,100,0
138,138,0.0,100,0
97,97,0.0,100,0
74,74,0.0,100,0
74,74,0.0,100,1
31,92,0.0,100,1
115,18,0.0,100,0
44,97,0.0,100,0
111,98,0.0,100,1
123,74,0.0,100,1
113,26,0.0,100,0
74,105,0.0,100,1
115,47,0.0,100,0
90,138,0.0,100,1
134,132,0.0,100,1
96,56,0.0,100,1
74,96,0.0,100,0
123,132,0.0,100,1
132,52,0.0,100,0
52,56,0.0,100,0
105,7,0.0,100,0
115,52,0.0,100,0
33,33,0.0,100,1
97,133,0.0,100,0
31,96,0.0,100,0
38,31,0.0,100,1
78,78,0.0,100,0
123,7,0.0,100,0
33,139,0.0,100,0
48,126,0.0,100,0
51,18,0.0,100,1
38,124,0.0,100,1
124,91,0.0,100,0
111,98,0.0,100,1
52,126,0.0,100,0
74,51,0.0,100,0
47,113,0.0,100,0
43,43,0.0,100,0
128,128,0.0,100,0
18,3,0.0,100,1
50,132,0.0,100,1
51,74,0.0,100,0
127,42,0.0,100,0
126,48,0.0,100,1
74,10,0.0,100,1
124,111,0.0,100,1
42,97,0.0,100,0
56,96,0.0,100,1
111,31,0.0,100,1
4,124,0.0,100,1
52,123,0.0,100,0
51,115,0.0,100,0
3,4,0.0,100,1
111,42,0.0,100,0
74,135,0.0,100,0
7,113,0.0,100,0
74,4,0.0,100,1
128,42,0.0,100,0
123,7,0.0,100,1
78,128,0.0,100,1
135,80,0.0,100,1
96,138,0.0,100,0
53,115,0.0,100,0
123,4,0.0,100,0
126,48,0.0,100,1
7,52,0.0,100,0
123,7,0.0,100,1
33,43,0.0,100,0
132,43,0.0,100,0
91,80,0.0,100,1
74,74,0.0,100,1
127,127,0.0,100,1
7,97,0.0,100,0
31,26,0.0,100,0
111,31,0.0,100,1
26,26,0.0,100,1
96,74,0.0,100,0
83,83,0.0,100,1
97,51,0.0,100,0
138,90,0.0,100,0
123,7,0.0,100,1
123,7,0.0,100,0
52,115,0.0,100,1
111,135,0.0,100,0
126,96,0.0,100,1
53,33,0.0,100,1
56,78,0.0,100,0
98,98,0.0,100,1
56,96,0.0,100,1
4,74,0.0,100,1
53,42,0.0,100,0
10,83,0.0,100,0
113,4,0.0,100,1
135,53,0.0,100,1
113,128,0.0,100,1
42,96,0.0,100,1
52,68,0.0,100,0
80,98,0.0,100,1
43,135,0.0,100,0
7,80,0.0,100,1
96,7,0.0,100,1
80,48,0.0,100,1
96,51,0.0,100,0
51,91,0.0,100,1
38,4,0.0,100,0
96,128,0.0,100,0
4,38,0.0,100,0
98,98,0.0,100,1
7,113,0.0,100,0
52,51,0.0,100,0
52,26,0.0,100,0
51,97,0.0,100,1
74,18,0.0,100,0
52,53,0.0,100,0
80,3,0.0,100,1
74,4,0.0,100,1
51,123,0.0,100,0
96,39,0.0,100,1
97,111,0.0,100,0
128,7,0.0,100,0
18,124,0.0,100,1
126,115,0.0,100,0
126,128,0.0,100,1
115,52,0.0,100,1
139,139,0.0,100,0
126,48,0.0,100,1
56,53,0.0,100,1
25,74,0.0,100,1
134,52,0.0,100,0
128,105,0.0,100,0
132,7,0.0,100,0
139,139,0.0,100,1
10,10,0.0,100,1
53,128,0.0,100,1
44,7,0.0,100,0
92,92,0.0,100,0
31,31,0.0,100,1
18,18,0.0,100,1
132,52,0.0,100,1
53,92,0.0,100,0
52,91,0.0,100,0
51,78,0.0,100,0
25,78,0.0,100,0
4,4,0.0,100,1
56,80,0.0,100,0
52,53,0.0,100,0
124,31,0.0,100,0
139,139,0.0,100,1
127,98,0.0,100,1
51,92,0.0,100,0
52,52,0.0,100,1
51,56,0.0,100,0
38,38,0.0,100,0
126,126,0.0,100,1
83,31,0.0,100,0
50,39,0.0,100,0
31,80,0.0,100,1
98,43,0.0,100,0
83,83,0.0,100,1
90,138,0.0,100,0
56,56,0.0,100,1
29,4,0.0,100,1
56,126,0.0,100,0
133,7,0.0,100,1
39,105,0.0,100,1
18,80,0.0,100,0
97,78,0.0,100,0
3,53,0.0,100,1
92,92,0.0,100,1
98,98,0.0,100,1
96,105,0.0,100,0
128,74,0.0,100,0
115,80,0.0,100,0
111,98,0.0,100,0
115,115,0.0,100,1
31,31,0.0,100,1
42,42,0.0,100,1
4,78,0.0,100,0
18,53,0.0,100,1
52,105,0.0,100,0
123,80,0.0,100,0
98,124,0.0,100,1
127,123,0.0,100,1
51,42,0.0,100,0
78,25,0.0,100,0
98,111,0.0,100,1
105,29,0.0,100,0
7,113,0.0,100,0
128,48,0.0,100,0
7,123,0.0,100,0
68,43,0.0,100,0
96,96,0.0,100,0
115,115,0.0,100,1
111,135,0.0,100,0
98,98,0.0,100,0
139,33,0.0,100,1
124,38,0.0,100,0
44,10,0.0,100,1
83,83,0.0,100,1
51,123,0.0,100,0
33,133,0.0,100,0
74,74,0.0,100,0
43,126,0.0,100,1
124,56,0.0,100,0
123,123,0.0,100,0
132,50,0.0,100,1
53,53,0.0,100,1
97,138,0.0,100,0
133,50,0.0,100,0
74,38,0.0,100,0
74,4,0.0,100,1
96,96,0.0,100,1
38,124,0.0,100,1
31,111,0.0,100,1
50,115,0.0,100,0
48,96,0.0,100,0
80,56,0.0,100,1
111,111,0.0,100,0
91,127,0.0,100,1
127,51,0.0,100,0
51,7,0.0,100,0
115,80,0.0,100,0
98,111,0.0,100,1
39,96,0.0,100,1
97,97,0.0,100,1
138,111,0.0,100,0
111,111,0.0,100,0
113,128,0.0,100,0
135,123,0.0,100,0
38,38,0.0,100,1
135,123,0.0,100,0
31,31,0.0,100,1
33,92,0.0,100,0
51,74,0.0,100,0
132,132,0.0,100,1
124,56,0.0,100,0
83,92,0.0,100,1
98,111,0.0,100,0
128,53,0.0,100,1
3,38,0.0,100,0
123,123,0.0,100,1
113,26,0.0,100,0
105,105,0.0,100,1
31,80,0.0,100,1
52,123,0.0,100,0
44,111,0.0,100,0
135,134,0.0,100,0
7,123,0.0,100,0
124,124,0.0,100,1
111,111,0.0,100,0
98,98,0.0,100,1
133,133,0.0,100,0
138,90,0.0,100,0
134,42,0.0,100,1
98,123,0.0,100,1
39,134,0.0,100,0
53,53,0.0,100,1
53,42,0.0,100,0
111,52,0.0,100,0
42,52,0.0,100,1
18,78,0.0,100,0
80,91,0.0,100,1
47,29,0.0,100,1
96,91,0.0,100,0
139,39,0.0,100,1
128,128,0.0,100,1
4,74,0.0,100,1
31,92,0.0,100,1
51,92,0.0,100,1
33,127,0.0,100,0
96,111,0.0,100,0
33,123,0.0,100,1
44,74,0.0,100,0
53,111,0.0,100,0
53,124,0.0,100,1
7,51,0.0,100,0
51,127,0.0,100,0
51,83,0.0,100,0
18,3,0.0,100,0
7,123,0.0,100,1
92,83,0.0,100,0
123,7,0.0,100,1
124,111,0.0,100,1
52,56,0.0,100,0
53,138,0.0,100,0
90,111,0.0,100,0
128,53,0.0,100,1
78,135,0.0,100,0
42,115,0.0,100,1
96,96,0.0,100,1
132,98,0.0,100,0
115,90,0.0,100,0
98,96,0.0,100,1
44,80,0.0,100,1
123,38,0.0,100,0
50,132,0.0,100,1
124,98,0.0,100,1
139,33,0.0,100,1
128,39,0.0,100,0
53,53,0.0,100,1
115,29,0.0,100,1
51,51,0.0,100,1
52,31,0.0,100,0
127,134,0.0,100,0
44,47,0.0,100,0
68,68,0.0,100,0
113,113,0.0,100,1
38,134,0.0,100,0
115,97,0.0,100,0
74,4,0.0,100,1
4,4,0.0,100,1
74,83,0.0,100,0
132,7,0.0,100,1
38,4,0.0,100,1
134,134,0.0,100,1
128,97,0.0,100,0
51,111,0.0,100,0
7,25,0.0,100,0
26,26,0.0,100,1
113,50,0.0,100,0
124,38,0.0,100,0
139,33,0.0,100,1
105,68,0.0,100,0
111,39,0.0,100,0
92,80,0.0,100,1
29,47,0.0,100,1
10,44,0.0,100,1
52,56,0.0,100,0
111,97,0.0,100,0
52,105,0.0,100,0
97,97,0.0,100,1
97,97,0.0,100,1
123,123,0.0,100,1
128,47,0.0,100,0
98,111,0.0,100,1
4,4,0.0,100,1
124,4,0.0,100,1
115,3,0.0,100,0
123,98,0.0,100,0
26,134,0.0,100,1
39,98,0.0,100,1
138,48,0.0,100,0
51,80,0.0,100,0
80,83,0.0,100,1
80,115,0.0,100,0
51,97,0.0,100,1
68,50,0.0,100,0
53,18,0.0,100,1
74,74,0.0,100,1
78,31,0.0,100,1
97,31,0.0,100,1
52,33,0.0,100,0
127,127,0.0,100,1
96,33,0.0,100,1
105,98,0.0,100,0
80,133,0.0,100,0
43,96,0.0,100,0
52,115,0.0,100,1
52,134,0.0,100,0
115,29,0.0,100,1
115,132,0.0,100,1
51,51,0.0,100,1
111,68,0.0,100,1
51,68,0.0,100,1
43,47,0.0,100,1
83,33,0.0,100,1
96,51,0.0,100,0
4,10,0.0,100,0
7,4,0.0,100,1
56,96,0.0,100,1
123,52,0.0,100,0
51,31,0.0,100,1
68,128,0.0,100,0
47,33,0.0,100,0
80,39,0.0,100,1
53,50,0.0,100,0
96,4,0.0,100,1
74,7,0.0,100,0
42,29,0.0,100,1
124,38,0.0,100,1
42,134,0.0,100,0
105,138,0.0,100,0
52,33,0.0,100,1
111,92,0.0,100,1
3,4,0.0,100,0
123,91,0.0,100,0
74,138,0.0,100,0
97,97,0.0,100,1
33,126,0.0,100,1
111,132,0.0,100,0
74,68,0.0,100,0
111,134,0.0,100,0
138,138,0.0,100,1
52,74,0.0,100,1
113,113,0.0,100,1
18,126,0.0,100,1
33,42,0.0,100,0
25,42,0.0,100,0
4,7,0.0,100,1
132,132,0.0,100,1
113,47,0.0,100,1
53,138,0.0,100,0
111,98,0.0,100,0
56,56,0.0,100,1
97,68,0.0,100,0
53,25,0.0,100,0
90,51,0.0,100,1
115,38,0.0,100,1
68,139,0.0,100,0
68,68,0.0,100,0
47,29,0.0,100,1
134,56,0.0,100,0
78,78,0.0,100,1
105,96,0.0,100,0
111,98,0.0,100,1
53,47,0.0,100,0
123,133,0.0,100,1
33,139,0.0,100,1
53,3,0.0,100,1
50,52,0.0,100,1
68,139,0.0,100,0
47,74,0.0,100,0
39,52,0.0,100,1
113,128,0.0,100,0
126,51,0.0,100,0
7,83,0.0,100,0
80,80,0.0,100,1
38,38,0.0,100,1
31,132,0.0,100,1
126,96,0.0,100,1
25,133,0.0,100,0
133,127,0.0,100,1
47,47,0.0,100,1
31,74,0.0,100,1
105,92,0.0,100,0
43,128,0.0,100,1
39,115,0.0,100,1
56,4,0.0,100,0
111,78,0.0,100,0
123,52,0.0,100,0
111,111,0.0,100,0
128,53,0.0,100,1
128,33,0.0,100,0
31,48,0.0,100,0
38,29,0.0,100,0
111,111,0.0,100,0
56,56,0.0,100,1
4,10,0.0,100,1
128,68,0.0,100,0
115,52,0.0,100,1
51,42,0.0,100,0
51,97,0.0,100,1
80,133,0.0,100,0
80,90,0.0,100,0
51,51,0.0,100,1
44,47,0.0,100,0
105,56,0.0,100,1
47,47,0.0,100,1
4,26,0.0,100,0
98,115,0.0,100,1
25,25,0.0,100,1
115,115,0.0,100,1
4,51,0.0,100,0
33,111,0.0,100,1
92,92,0.0,100,1
97,51,0.0,100,1
111,123,0.0,100,0
97,7,0.0,100,0
105,96,0.0,100,1
33,139,0.0,100,1
3,18,0.0,100,1
127,123,0.0,100,1
96,42,0.0,100,0
123,33,0.0,100,0
44,18,0.0,100,0
90,115,0.0,100,1
111,4,0.0,100,1
56,52,0.0,100,0
90,105,0.0,100,0
50,68,0.0,100,0
132,50,0.0,100,1
83,56,0.0,100,1
123,123,0.0,100,1
51,52,0.0,100,1
92,25,0.0,100,1
113,134,0.0,100,1
80,74,0.0,100,1
4,124,0.0,100,0
26,26,0.0,100,1
96,33,0.0,100,0
53,25,0.0,100,1
52,39,0.0,100,0
39,91,0.0,100,0
26,53,0.0,100,0
134,52,0.0,100,1
115,51,0.0,100,1
39,115,0.0,100,0
7,96,0.0,100,1
133,135,0.0,100,1
18,126,0.0,100,0
4,51,0.0,100,0
51,80,0.0,100,1
4,80,0.0,100,0
25,132,0.0,100,0
92,83,0.0,100,1
126,128,0.0,100,1
74,111,0.0,100,0
90,53,0.0,100,0
78,105,0.0,100,0
83,92,0.0,100,1
80,115,0.0,100,0
96,4,0.0,100,1
39,39,0.0,100,0
111,98,0.0,100,1
124,124,0.0,100,1
4,47,0.0,100,0
53,7,0.0,100,1
139,7,0.0,100,1
98,111,0.0,100,0
56,56,0.0,100,1
56,50,0.0,100,0
123,53,0.0,100,0
139,25,0.0,100,0
90,138,0.0,100,1
91,91,0.0,100,1
113,83,0.0,100,0
111,3,0.0,100,1
123,50,0.0,100,0
80,132,0.0,100,0
56,4,0.0,100,0
74,74,0.0,100,1
31,31,0.0,100,1
139,139,0.0,100,1
52,124,0.0,100,0
111,18,0.0,100,0
18,18,0.0,100,1
123,56,0.0,100,1
56,52,0.0,100,0
105,51,0.0,100,0
123,7,0.0,100,1
33,123,0.0,100,1
126,48,0.0,100,1
74,111,0.0,100,0
53,53,0.0,100,1
33,7,0.0,100,0
25,78,0.0,100,0
56,56,0.0,100,1
29,115,0.0,100,1
83,92,0.0,100,0
53,98,0.0,100,0
4,52,0.0,100,0
139,48,0.0,100,0
128,128,0.0,100,0
127,91,0.0,100,0
53,128,0.0,100,0
31,80,0.0,100,1
38,96,0.0,100,0
38,124,0.0,100,1
111,83,0.0,100,0
78,128,0.0,100,0
113,25,0.0,100,1
123,68,0.0,100,0
48,53,0.0,100,1
128,53,0.0,100,1
97,4,0.0,100,0
135,53,0.0,100,0
128,123,0.0,100,1
53,53,0.0,100,1
52,97,0.0,100,0
90,90,0.0,100,1
7,7,0.0,100,0
29,91,0.0,100,0
3,83,0.0,100,0
74,91,0.0,100,0
123,123,0.0,100,1
80,80,0.0,100,1
50,56,0.0,100,0
128,135,0.0,100,1
74,97,0.0,100,1
139,127,0.0,100,0
53,126,0.0,100,1
4,10,0.0,100,1
96,56,0.0,100,1
29,113,0.0,100,0
26,128,0.0,100,0
29,127,0.0,100,0
51,51,0.0,100,1
29,47,0.0,100,1
128,53,0.0,100,1
53,4,0.0,100,0
39,132,0.0,100,0
44,10,0.0,100,1
39,48,0.0,100,0
92,92,0.0,100,1
90,92,0.0,100,1
48,48,0.0,100,1
51,126,0.0,100,0
48,132,0.0,100,0
80,31,0.0,100,1
31,92,0.0,100,1
132,4,0.0,100,0
97,68,0.0,100,0
98,105,0.0,100,1
74,52,0.0,100,0
123,51,0.0,100,0
115,134,0.0,100,1
10,7,0.0,100,0
10,44,0.0,100,1
123,53,0.0,100,1
139,139,0.0,100,1
126,90,0.0,100,0
53,128,0.0,100,1
96,47,0.0,100,0
96,97,0.0,100,0
138,124,0.0,100,1
38,124,0.0,100,1
18,3,0.0,100,0
96,96,0.0,100,1
98,48,0.0,100,0
47,52,0.0,100,1
52,56,0.0,100,0
51,51,0.0,100,1
78,25,0.0,100,1
111,111,0.0,100,1
38,127,0.0,100,0
115,134,0.0,100,1
128,128,0.0,100,1
123,80,0.0,100,1
134,31,0.0,100,1
51,74,0.0,100,0
96,52,0.0,100,0
97,4,0.0,100,0
96,96,0.0,100,1
92,80,0.0,100,1
138,80,0.0,100,1
4,113,0.0,100,0
123,48,0.0,100,0
123,96,0.0,100,0
38,124,0.0,100,1
128,78,0.0,100,0
123,52,0.0,100,0
25,51,0.0,100,0
111,111,0.0,100,1
135,47,0.0,100,0
127,31,0.0,100,1
26,128,0.0,100,1
90,51,0.0,100,1
127,123,0.0,100,1
128,51,0.0,100,1
50,83,0.0,100,1
98,39,0.0,100,0
38,38,0.0,100,1
138,18,0.0,100,0
53,53,0.0,100,1
90,52,0.0,100,1
31,56,0.0,100,0
105,105,0.0,100,1
80,80,0.0,100,1
97,96,0.0,100,1
98,80,0.0,100,1
90,97,0.0,100,1
47,92,0.0,100,1
