Stimulus,Experiment,ImagePath
27457_4.64e-11,111L,images/111_2-ethyl-3-methylpyrazine.csv
27457_4.64e-11,111R,images/111_2-ethyl-3-methylpyrazine.csv
27457_4.64e-11,112L,images/112_2-ethyl-3-methylpyrazine.csv
27457_4.64e-11,112R,images/112_2-ethyl-3-methylpyrazine.csv
27457_4.64e-11,113L,images/113_2-ethyl-3-methylpyrazine.csv
27457_4.64e-11,113R,images/113_2-ethyl-3-methylpyrazine.csv
27457_4.64e-11,114L,images/114_2-ethyl-3-methylpyrazine.csv
27457_4.64e-11,114R,images/114_2-ethyl-3-methylpyrazine.csv
27458_6.37e-09,111L,"images/111_2,3-diethylpyrazine.csv"
27458_6.37e-09,111R,"images/111_2,3-diethylpyrazine.csv"
27458_6.37e-09,112L,"images/112_2,3-diethylpyrazine.csv"
27458_6.37e-09,112R,"images/112_2,3-diethylpyrazine.csv"
27458_6.37e-10,113L,"images/113_2,3-diethylpyrazine.csv"
27458_6.37e-10,113R,"images/113_2,3-diethylpyrazine.csv"
27458_6.37e-10,114L,"images/114_2,3-diethylpyrazine.csv"
27458_6.37e-10,114R,"images/114_2,3-diethylpyrazine.csv"
2758_1.45e-09,111L,"images/111_1,8-cineole.csv"
2758_1.45e-09,111R,"images/111_1,8-cineole.csv"
2758_1.45e-09,112L,"images/112_1,8-cineole.csv"
2758_1.45e-09,112R,"images/112_1,8-cineole.csv"
2758_1.45e-09,113L,"images/113_1,8-cineole.csv"
2758_1.45e-09,113R,"images/113_1,8-cineole.csv"
2758_1.45e-09,114L,"images/114_1,8-cineole.csv"
2758_1.45e-09,114R,"images/114_1,8-cineole.csv"
27892_4.46e-09,111L,images/111_1-octen-3-yl_butyrate.csv
27892_4.46e-09,111R,images/111_1-octen-3-yl_butyrate.csv
27892_4.46e-09,112L,images/112_1-octen-3-yl_butyrate.csv
27892_4.46e-09,112R,images/112_1-octen-3-yl_butyrate.csv
27892_4.46e-09,113L,images/113_1-octen-3-yl_butyrate.csv
27892_4.46e-09,113R,images/113_1-octen-3-yl_butyrate.csv
27892_4.46e-09,114L,images/114_1-octen-3-yl_butyrate.csv
27892_4.46e-09,114R,images/114_1-octen-3-yl_butyrate.csv
3085845_2.28e-09,111L,"images/111_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
3085845_2.28e-09,111R,"images/111_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
3085845_2.28e-09,113L,"images/113_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
3085845_2.28e-09,113R,"images/113_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
3085845_2.28e-09,114L,"images/114_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
3085845_2.28e-09,114R,"images/114_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
3085845_2.28e-10,112L,"images/112_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
3085845_2.28e-10,112R,"images/112_2-acetyl-3,(5_or_6)-dimethylpyrazine.csv"
30914_1.43e-09,111L,images/111_2-acetylpyrazine.csv
30914_1.43e-09,111R,images/111_2-acetylpyrazine.csv
30914_1.43e-09,112L,images/112_2-acetylpyrazine.csv
30914_1.43e-09,112R,images/112_2-acetylpyrazine.csv
30914_1.43e-09,113L,images/113_2-acetylpyrazine.csv
30914_1.43e-09,113R,images/113_2-acetylpyrazine.csv
30914_1.43e-09,114L,images/114_2-acetylpyrazine.csv
30914_1.43e-09,114R,images/114_2-acetylpyrazine.csv
31244_7.62e-12,111L,images/111_p-anisaldehyde.csv
31244_7.62e-12,111R,images/111_p-anisaldehyde.csv
31244_7.62e-12,112L,images/112_p-anisaldehyde.csv
31244_7.62e-12,112R,images/112_p-anisaldehyde.csv
31244_7.62e-12,113L,images/113_p-anisaldehyde.csv
31244_7.62e-12,113R,images/113_p-anisaldehyde.csv
31244_7.62e-12,114L,images/114_p-anisaldehyde.csv
31244_7.62e-12,114R,images/114_p-anisaldehyde.csv
31245_1.34e-10,111L,images/111_2-methylvaleraldehyde.csv
31245_1.34e-10,111R,images/111_2-methylvaleraldehyde.csv
31245_1.34e-10,112L,images/112_2-methylvaleraldehyde.csv
31245_1.34e-10,112R,images/112_2-methylvaleraldehyde.csv
31245_1.34e-10,113L,images/113_2-methylvaleraldehyde.csv
31245_1.34e-10,113R,images/113_2-methylvaleraldehyde.csv
31245_1.34e-10,114L,images/114_2-methylvaleraldehyde.csv
31245_1.34e-10,114R,images/114_2-methylvaleraldehyde.csv
31247_9.09e-11,111L,images/111_vinyl_butyrate.csv
31247_9.09e-11,111R,images/111_vinyl_butyrate.csv
31247_9.09e-11,112L,images/112_vinyl_butyrate.csv
31247_9.09e-11,112R,images/112_vinyl_butyrate.csv
31247_9.09e-11,113L,images/113_vinyl_butyrate.csv
31247_9.09e-11,113R,images/113_vinyl_butyrate.csv
31247_9.09e-11,114L,images/114_vinyl_butyrate.csv
31247_9.09e-11,114R,images/114_vinyl_butyrate.csv
31252_3.02e-10,111L,"images/111_2,5-dimethylpyrazine.csv"
31252_3.02e-10,111R,"images/111_2,5-dimethylpyrazine.csv"
31252_3.02e-10,112L,"images/112_2,5-dimethylpyrazine.csv"
31252_3.02e-10,112R,"images/112_2,5-dimethylpyrazine.csv"
31252_3.02e-10,113L,"images/113_2,5-dimethylpyrazine.csv"
31252_3.02e-10,113R,"images/113_2,5-dimethylpyrazine.csv"
31252_3.02e-10,114L,"images/114_2,5-dimethylpyrazine.csv"
31252_3.02e-10,114R,"images/114_2,5-dimethylpyrazine.csv"
31253_1.83e-09,111L,images/111_myrcene.csv
31253_1.83e-09,111R,images/111_myrcene.csv
31253_1.83e-09,112L,images/112_myrcene.csv
31253_1.83e-09,112R,images/112_myrcene.csv
31253_1.83e-09,113L,images/113_myrcene.csv
31253_1.83e-09,113R,images/113_myrcene.csv
31253_1.83e-09,114L,images/114_myrcene.csv
31253_1.83e-09,114R,images/114_myrcene.csv
31272_8.94e-10,111L,images/111_butyl_acetate.csv
31272_8.94e-10,111R,images/111_butyl_acetate.csv
31272_8.94e-10,112L,images/112_butyl_acetate.csv
31272_8.94e-10,112R,images/112_butyl_acetate.csv
31272_8.94e-10,113L,images/113_butyl_acetate.csv
31272_8.94e-10,113R,images/113_butyl_acetate.csv
31272_8.94e-10,114L,images/114_butyl_acetate.csv
31272_8.94e-10,114R,images/114_butyl_acetate.csv
31276_4.30e-10,111L,images/111_isoamyl_acetate.csv
31276_4.30e-10,111R,images/111_isoamyl_acetate.csv
31276_4.30e-10,112L,images/112_isoamyl_acetate.csv
31276_4.30e-10,112R,images/112_isoamyl_acetate.csv
31276_4.30e-10,113L,images/113_isoamyl_acetate.csv
31276_4.30e-10,113R,images/113_isoamyl_acetate.csv
31276_4.30e-10,114L,images/114_isoamyl_acetate.csv
31276_4.30e-10,114R,images/114_isoamyl_acetate.csv
32052_9.77e-12,111L,images/111_beta-damascone.csv
32052_9.77e-12,111R,images/111_beta-damascone.csv
32052_9.77e-12,112L,images/112_beta-damascone.csv
32052_9.77e-12,112R,images/112_beta-damascone.csv
32052_9.77e-12,113L,images/113_beta-damascone.csv
32052_9.77e-12,113R,images/113_beta-damascone.csv
32052_9.77e-12,114L,images/114_beta-damascone.csv
32052_9.77e-12,114R,images/114_beta-damascone.csv
32065_2.22e-10,111L,"images/111_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32065_2.22e-10,111R,"images/111_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32065_2.22e-10,112L,"images/112_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32065_2.22e-10,112R,"images/112_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32065_2.22e-10,113L,"images/113_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32065_2.22e-10,113R,"images/113_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32065_2.22e-10,114L,"images/114_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32065_2.22e-10,114R,"images/114_5H-5-methyl-6,7-dihydrocyclopenta[b]pyrazine.csv"
32093_8.01e-11,111L,images/111_2-acetyl-3-methylpyrazine.csv
32093_8.01e-11,111R,images/111_2-acetyl-3-methylpyrazine.csv
32093_8.01e-11,112L,images/112_2-acetyl-3-methylpyrazine.csv
32093_8.01e-11,112R,images/112_2-acetyl-3-methylpyrazine.csv
32093_8.01e-11,113L,images/113_2-acetyl-3-methylpyrazine.csv
32093_8.01e-11,113R,images/113_2-acetyl-3-methylpyrazine.csv
32093_8.01e-11,114L,images/114_2-acetyl-3-methylpyrazine.csv
32093_8.01e-11,114R,images/114_2-acetyl-3-methylpyrazine.csv
323_7.63e-10,111L,images/111_coumarin.csv
323_7.63e-10,111R,images/111_coumarin.csv
323_7.63e-10,112L,images/112_coumarin.csv
323_7.63e-10,112R,images/112_coumarin.csv
323_7.63e-10,113L,images/113_coumarin.csv
323_7.63e-10,113R,images/113_coumarin.csv
323_7.63e-10,114L,images/114_coumarin.csv
323_7.63e-10,114R,images/114_coumarin.csv
32594_2.66e-11,111L,images/111_2-isobutyl-3-methoxypyrazine.csv
32594_2.66e-11,111R,images/111_2-isobutyl-3-methoxypyrazine.csv
32594_2.66e-11,112L,images/112_2-isobutyl-3-methoxypyrazine.csv
32594_2.66e-11,112R,images/112_2-isobutyl-3-methoxypyrazine.csv
32594_2.66e-11,113L,images/113_2-isobutyl-3-methoxypyrazine.csv
32594_2.66e-11,113R,images/113_2-isobutyl-3-methoxypyrazine.csv
32594_2.66e-11,114L,images/114_2-isobutyl-3-methoxypyrazine.csv
32594_2.66e-11,114R,images/114_2-isobutyl-3-methoxypyrazine.csv
326_4.48e-10,111L,images/111_cuminaldehyde.csv
326_4.48e-10,111R,images/111_cuminaldehyde.csv
326_4.48e-11,112L,images/112_cuminaldehyde.csv
326_4.48e-11,112R,images/112_cuminaldehyde.csv
326_4.48e-11,113L,images/113_cuminaldehyde.csv
326_4.48e-11,113R,images/113_cuminaldehyde.csv
326_4.48e-11,114L,images/114_cuminaldehyde.csv
326_4.48e-11,114R,images/114_cuminaldehyde.csv
3301_1.18e-09,113L,images/113_ethylenediamine.csv
3301_1.18e-09,113R,images/113_ethylenediamine.csv
3301_1.18e-10,111L,images/111_ethylenediamine.csv
3301_1.18e-10,111R,images/111_ethylenediamine.csv
3301_1.18e-10,112L,images/112_ethylenediamine.csv
3301_1.18e-10,112R,images/112_ethylenediamine.csv
3301_1.18e-10,114L,images/114_ethylenediamine.csv
3301_1.18e-10,114R,images/114_ethylenediamine.csv
33135_1.20e-10,113L,images/113_2-ethyl-3-methoxypyrazine.csv
33135_1.20e-10,113R,images/113_2-ethyl-3-methoxypyrazine.csv
33135_1.20e-11,111L,images/111_2-ethyl-3-methoxypyrazine.csv
33135_1.20e-11,111R,images/111_2-ethyl-3-methoxypyrazine.csv
33135_1.20e-11,112L,images/112_2-ethyl-3-methoxypyrazine.csv
33135_1.20e-11,112R,images/112_2-ethyl-3-methoxypyrazine.csv
33135_1.20e-11,114L,images/114_2-ethyl-3-methoxypyrazine.csv
33135_1.20e-11,114R,images/114_2-ethyl-3-methoxypyrazine.csv
3314_7.23e-13,111L,images/111_eugenol.csv
3314_7.23e-13,111R,images/111_eugenol.csv
3314_7.23e-13,112L,images/112_eugenol.csv
3314_7.23e-13,112R,images/112_eugenol.csv
3314_7.23e-13,113L,images/113_eugenol.csv
3314_7.23e-13,113R,images/113_eugenol.csv
3314_7.23e-13,114L,images/114_eugenol.csv
3314_7.23e-13,114R,images/114_eugenol.csv
33166_8.62e-11,111L,images/111_2-isopropyl-3-methoxypyrazine.csv
33166_8.62e-11,111R,images/111_2-isopropyl-3-methoxypyrazine.csv
33166_8.62e-11,112L,images/112_2-isopropyl-3-methoxypyrazine.csv
33166_8.62e-11,112R,images/112_2-isopropyl-3-methoxypyrazine.csv
33166_8.62e-12,113L,images/113_2-isopropyl-3-methoxypyrazine.csv
33166_8.62e-12,113R,images/113_2-isopropyl-3-methoxypyrazine.csv
33166_8.62e-12,114L,images/114_2-isopropyl-3-methoxypyrazine.csv
33166_8.62e-12,114R,images/114_2-isopropyl-3-methoxypyrazine.csv
342_1.27e-10,111L,images/111_m-cresol.csv
342_1.27e-10,111R,images/111_m-cresol.csv
342_1.27e-10,112L,images/112_m-cresol.csv
342_1.27e-10,112R,images/112_m-cresol.csv
342_1.27e-10,113L,images/113_m-cresol.csv
342_1.27e-10,113R,images/113_m-cresol.csv
342_1.27e-10,114L,images/114_m-cresol.csv
342_1.27e-10,114R,images/114_m-cresol.csv
36822_4.20e-10,111L,"images/111_5,6,7,8-tetrahydroquinoxaline.csv"
36822_4.20e-10,111R,"images/111_5,6,7,8-tetrahydroquinoxaline.csv"
36822_4.20e-10,112L,"images/112_5,6,7,8-tetrahydroquinoxaline.csv"
36822_4.20e-10,112R,"images/112_5,6,7,8-tetrahydroquinoxaline.csv"
36822_4.20e-11,113L,"images/113_5,6,7,8-tetrahydroquinoxaline.csv"
36822_4.20e-11,113R,"images/113_5,6,7,8-tetrahydroquinoxaline.csv"
36822_4.20e-11,114L,"images/114_5,6,7,8-tetrahydroquinoxaline.csv"
36822_4.20e-11,114R,"images/114_5,6,7,8-tetrahydroquinoxaline.csv"
4133_4.07e-11,111L,images/111_methyl_salicylate.csv
4133_4.07e-11,111R,images/111_methyl_salicylate.csv
4133_4.07e-11,112L,images/112_methyl_salicylate.csv
4133_4.07e-11,112R,images/112_methyl_salicylate.csv
4133_4.07e-11,113L,images/113_methyl_salicylate.csv
4133_4.07e-11,113R,images/113_methyl_salicylate.csv
4133_4.07e-11,114L,images/114_methyl_salicylate.csv
4133_4.07e-11,114R,images/114_methyl_salicylate.csv
439263_2.44e-10,111L,images/111_(+)-neomenthol.csv
439263_2.44e-10,111R,images/111_(+)-neomenthol.csv
439263_2.44e-10,112L,images/112_(+)-neomenthol.csv
439263_2.44e-10,112R,images/112_(+)-neomenthol.csv
439263_2.44e-10,113L,images/113_(+)-neomenthol.csv
439263_2.44e-10,113R,images/113_(+)-neomenthol.csv
439263_2.44e-10,114L,images/114_(+)-neomenthol.csv
439263_2.44e-10,114R,images/114_(+)-neomenthol.csv
439570_9.92e-11,111L,images/111_L-carvone.csv
439570_9.92e-11,111R,images/111_L-carvone.csv
439570_9.92e-11,112L,images/112_L-carvone.csv
439570_9.92e-11,112R,images/112_L-carvone.csv
439570_9.92e-11,113L,images/113_L-carvone.csv
439570_9.92e-11,113R,images/113_L-carvone.csv
439570_9.92e-11,114L,images/114_L-carvone.csv
439570_9.92e-11,114R,images/114_L-carvone.csv
440917_1.10e-09,111L,images/111_(R)-(+)-limonene.csv
440917_1.10e-09,111R,images/111_(R)-(+)-limonene.csv
440917_1.10e-09,112L,images/112_(R)-(+)-limonene.csv
440917_1.10e-09,112R,images/112_(R)-(+)-limonene.csv
440917_1.10e-09,113L,images/113_(R)-(+)-limonene.csv
440917_1.10e-09,113R,images/113_(R)-(+)-limonene.csv
440917_1.10e-09,114L,images/114_(R)-(+)-limonene.csv
440917_1.10e-09,114R,images/114_(R)-(+)-limonene.csv
4409936_3.19e-12,111L,images/111_phenylacetate.csv
4409936_3.19e-12,111R,images/111_phenylacetate.csv
4409936_3.19e-12,112L,images/112_phenylacetate.csv
4409936_3.19e-12,112R,images/112_phenylacetate.csv
4409936_3.19e-12,113L,images/113_phenylacetate.csv
4409936_3.19e-12,113R,images/113_phenylacetate.csv
4409936_3.19e-12,114L,images/114_phenylacetate.csv
4409936_3.19e-12,114R,images/114_phenylacetate.csv
442478_2.29e-10,111L,images/111_(+)-menthofuran.csv
442478_2.29e-10,111R,images/111_(+)-menthofuran.csv
442478_2.29e-10,112L,images/112_(+)-menthofuran.csv
442478_2.29e-10,112R,images/112_(+)-menthofuran.csv
442478_2.29e-10,113L,images/113_(+)-menthofuran.csv
442478_2.29e-10,113R,images/113_(+)-menthofuran.csv
442478_2.29e-10,114L,images/114_(+)-menthofuran.csv
442478_2.29e-10,114R,images/114_(+)-menthofuran.csv
442495_7.10e-13,111L,images/111_(R)-(+)-pulegone.csv
442495_7.10e-13,111R,images/111_(R)-(+)-pulegone.csv
442495_7.10e-13,112L,images/112_(R)-(+)-pulegone.csv
442495_7.10e-13,112R,images/112_(R)-(+)-pulegone.csv
442495_7.10e-13,113L,images/113_(R)-(+)-pulegone.csv
442495_7.10e-13,113R,images/113_(R)-(+)-pulegone.csv
442495_7.10e-13,114L,images/114_(R)-(+)-pulegone.csv
442495_7.10e-13,114R,images/114_(R)-(+)-pulegone.csv
454_1.13e-09,111L,images/111_octanal.csv
454_1.13e-09,111R,images/111_octanal.csv
454_1.13e-09,112L,images/112_octanal.csv
454_1.13e-09,112R,images/112_octanal.csv
454_1.13e-09,113L,images/113_octanal.csv
454_1.13e-09,113R,images/113_octanal.csv
454_1.13e-09,114L,images/114_octanal.csv
454_1.13e-09,114R,images/114_octanal.csv
460_9.23e-12,111L,images/111_guaiacol.csv
460_9.23e-12,111R,images/111_guaiacol.csv
460_9.23e-13,112L,images/112_guaiacol.csv
460_9.23e-13,112R,images/112_guaiacol.csv
460_9.23e-13,113L,images/113_guaiacol.csv
460_9.23e-13,113R,images/113_guaiacol.csv
460_9.23e-13,114L,images/114_guaiacol.csv
460_9.23e-13,114R,images/114_guaiacol.csv
518810_3.74e-12,111L,images/111_3-mercaptohexyl_acetate.csv
518810_3.74e-12,111R,images/111_3-mercaptohexyl_acetate.csv
518810_3.74e-12,112L,images/112_3-mercaptohexyl_acetate.csv
518810_3.74e-12,112R,images/112_3-mercaptohexyl_acetate.csv
518810_3.74e-12,113L,images/113_3-mercaptohexyl_acetate.csv
518810_3.74e-12,113R,images/113_3-mercaptohexyl_acetate.csv
518810_3.74e-12,114L,images/114_3-mercaptohexyl_acetate.csv
518810_3.74e-12,114R,images/114_3-mercaptohexyl_acetate.csv
518937_1.20e-09,111L,images/111_furfuryl_methyl_sulfide.csv
518937_1.20e-09,111R,images/111_furfuryl_methyl_sulfide.csv
518937_1.20e-09,112L,images/112_furfuryl_methyl_sulfide.csv
518937_1.20e-09,112R,images/112_furfuryl_methyl_sulfide.csv
518937_1.20e-09,113L,images/113_furfuryl_methyl_sulfide.csv
518937_1.20e-09,113R,images/113_furfuryl_methyl_sulfide.csv
518937_1.20e-09,114L,images/114_furfuryl_methyl_sulfide.csv
518937_1.20e-09,114R,images/114_furfuryl_methyl_sulfide.csv
520098_2.66e-11,111L,images/111_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520098_2.66e-11,111R,images/111_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520098_2.66e-11,112L,images/112_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520098_2.66e-11,112R,images/112_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520098_2.66e-11,114L,images/114_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520098_2.66e-11,114R,images/114_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520098_2.66e-12,113L,images/113_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520098_2.66e-12,113R,images/113_2-methoxy-3-(1-methylpropyl)pyrazine.csv
520108_1.41e-10,111L,images/111_2-acetylthiazole.csv
520108_1.41e-10,111R,images/111_2-acetylthiazole.csv
520108_1.41e-10,112L,images/112_2-acetylthiazole.csv
520108_1.41e-10,112R,images/112_2-acetylthiazole.csv
520108_1.41e-10,113L,images/113_2-acetylthiazole.csv
520108_1.41e-10,113R,images/113_2-acetylthiazole.csv
520108_1.41e-10,114L,images/114_2-acetylthiazole.csv
520108_1.41e-10,114R,images/114_2-acetylthiazole.csv
526195_2.51e-12,111L,images/111_4-methoxy-2-methyl-2-butanethiol.csv
526195_2.51e-12,111R,images/111_4-methoxy-2-methyl-2-butanethiol.csv
526195_2.51e-12,112L,images/112_4-methoxy-2-methyl-2-butanethiol.csv
526195_2.51e-12,112R,images/112_4-methoxy-2-methyl-2-butanethiol.csv
526195_2.51e-12,113L,images/113_4-methoxy-2-methyl-2-butanethiol.csv
526195_2.51e-12,113R,images/113_4-methoxy-2-methyl-2-butanethiol.csv
526195_2.51e-12,114L,images/114_4-methoxy-2-methyl-2-butanethiol.csv
526195_2.51e-12,114R,images/114_4-methoxy-2-methyl-2-butanethiol.csv
5281163_2.30e-12,111L,images/111_ethyl_tiglate.csv
5281163_2.30e-12,111R,images/111_ethyl_tiglate.csv
5281163_2.30e-12,112L,images/112_ethyl_tiglate.csv
5281163_2.30e-12,112R,images/112_ethyl_tiglate.csv
5281163_2.30e-12,113L,images/113_ethyl_tiglate.csv
5281163_2.30e-12,113R,images/113_ethyl_tiglate.csv
5281163_2.30e-12,114L,images/114_ethyl_tiglate.csv
5281163_2.30e-12,114R,images/114_ethyl_tiglate.csv
5281167_7.92e-10,111L,images/111_cis-3-hexenol.csv
5281167_7.92e-10,111R,images/111_cis-3-hexenol.csv
5281167_7.92e-10,112L,images/112_cis-3-hexenol.csv
5281167_7.92e-10,112R,images/112_cis-3-hexenol.csv
5281167_7.92e-10,113L,images/113_cis-3-hexenol.csv
5281167_7.92e-10,113R,images/113_cis-3-hexenol.csv
5281167_7.92e-10,114L,images/114_cis-3-hexenol.csv
5281167_7.92e-10,114R,images/114_cis-3-hexenol.csv
5283335_2.42e-09,111L,images/111_trans-2-nonenal.csv
5283335_2.42e-09,111R,images/111_trans-2-nonenal.csv
5283335_2.42e-09,112L,images/112_trans-2-nonenal.csv
5283335_2.42e-09,112R,images/112_trans-2-nonenal.csv
5283335_2.42e-09,113L,images/113_trans-2-nonenal.csv
5283335_2.42e-09,113R,images/113_trans-2-nonenal.csv
5283335_2.42e-09,114L,images/114_trans-2-nonenal.csv
5283335_2.42e-09,114R,images/114_trans-2-nonenal.csv
5283361_7.63e-10,111L,images/111_trans-2-dodecenal.csv
5283361_7.63e-10,111R,images/111_trans-2-dodecenal.csv
5283361_7.63e-10,112L,images/112_trans-2-dodecenal.csv
5283361_7.63e-10,112R,images/112_trans-2-dodecenal.csv
5283361_7.63e-10,113L,images/113_trans-2-dodecenal.csv
5283361_7.63e-10,113R,images/113_trans-2-dodecenal.csv
5283361_7.63e-10,114L,images/114_trans-2-dodecenal.csv
5283361_7.63e-10,114R,images/114_trans-2-dodecenal.csv
5319754_5.55e-11,111L,images/111_2-methyl-2-pentenal.csv
5319754_5.55e-11,111R,images/111_2-methyl-2-pentenal.csv
5319754_5.55e-11,112L,images/112_2-methyl-2-pentenal.csv
5319754_5.55e-11,112R,images/112_2-methyl-2-pentenal.csv
5319754_5.55e-11,113L,images/113_2-methyl-2-pentenal.csv
5319754_5.55e-11,113R,images/113_2-methyl-2-pentenal.csv
5319754_5.55e-11,114L,images/114_2-methyl-2-pentenal.csv
5319754_5.55e-11,114R,images/114_2-methyl-2-pentenal.csv
5321950_1.34e-11,111L,images/111_trans-2-methyl-2-butenal.csv
5321950_1.34e-11,111R,images/111_trans-2-methyl-2-butenal.csv
5321950_1.34e-11,112L,images/112_trans-2-methyl-2-butenal.csv
5321950_1.34e-11,112R,images/112_trans-2-methyl-2-butenal.csv
5321950_1.34e-11,113L,images/113_trans-2-methyl-2-butenal.csv
5321950_1.34e-11,113R,images/113_trans-2-methyl-2-butenal.csv
5321950_1.34e-11,114L,images/114_trans-2-methyl-2-butenal.csv
5321950_1.34e-11,114R,images/114_trans-2-methyl-2-butenal.csv
5323652_1.00e-11,111L,images/111_methyl_tiglate.csv
5323652_1.00e-11,111R,images/111_methyl_tiglate.csv
5323652_1.00e-11,112L,images/112_methyl_tiglate.csv
5323652_1.00e-11,112R,images/112_methyl_tiglate.csv
5323652_1.00e-11,113L,images/113_methyl_tiglate.csv
5323652_1.00e-11,113R,images/113_methyl_tiglate.csv
5323652_1.00e-11,114L,images/114_methyl_tiglate.csv
5323652_1.00e-11,114R,images/114_methyl_tiglate.csv
5362588_9.50e-10,111L,images/111_5-methyl-2-hepten-4-one.csv
5362588_9.50e-10,111R,images/111_5-methyl-2-hepten-4-one.csv
5362588_9.50e-10,112L,images/112_5-methyl-2-hepten-4-one.csv
5362588_9.50e-10,112R,images/112_5-methyl-2-hepten-4-one.csv
5362588_9.50e-10,113L,images/113_5-methyl-2-hepten-4-one.csv
5362588_9.50e-10,113R,images/113_5-methyl-2-hepten-4-one.csv
5362588_9.50e-10,114L,images/114_5-methyl-2-hepten-4-one.csv
5362588_9.50e-10,114R,images/114_5-methyl-2-hepten-4-one.csv
5363229_1.58e-09,111L,images/111_3-octen-2-one.csv
5363229_1.58e-09,111R,images/111_3-octen-2-one.csv
5363229_1.58e-09,112L,images/112_3-octen-2-one.csv
5363229_1.58e-09,112R,images/112_3-octen-2-one.csv
5363229_1.58e-10,113L,images/113_3-octen-2-one.csv
5363229_1.58e-10,113R,images/113_3-octen-2-one.csv
5363229_1.58e-10,114L,images/114_3-octen-2-one.csv
5363229_1.58e-10,114R,images/114_3-octen-2-one.csv
5364578_2.06e-09,111L,images/111_3-hepten-2-one.csv
5364578_2.06e-09,111R,images/111_3-hepten-2-one.csv
5364578_2.06e-09,112L,images/112_3-hepten-2-one.csv
5364578_2.06e-09,112R,images/112_3-hepten-2-one.csv
5364578_2.06e-09,113L,images/113_3-hepten-2-one.csv
5364578_2.06e-09,113R,images/113_3-hepten-2-one.csv
5364578_2.06e-09,114L,images/114_3-hepten-2-one.csv
5364578_2.06e-09,114R,images/114_3-hepten-2-one.csv
5365909_4.20e-14,111L,images/111_2-methyl-2-pentenoic_acid.csv
5365909_4.20e-14,111R,images/111_2-methyl-2-pentenoic_acid.csv
5365909_4.20e-14,112L,images/112_2-methyl-2-pentenoic_acid.csv
5365909_4.20e-14,112R,images/112_2-methyl-2-pentenoic_acid.csv
5365909_4.20e-14,113L,images/113_2-methyl-2-pentenoic_acid.csv
5365909_4.20e-14,113R,images/113_2-methyl-2-pentenoic_acid.csv
5365909_4.20e-14,114L,images/114_2-methyl-2-pentenoic_acid.csv
5365909_4.20e-14,114R,images/114_2-methyl-2-pentenoic_acid.csv
5366074_1.56e-10,111L,images/111_damascenone.csv
5366074_1.56e-10,111R,images/111_damascenone.csv
5366074_1.56e-10,112L,images/112_damascenone.csv
5366074_1.56e-10,112R,images/112_damascenone.csv
5366074_1.56e-10,113L,images/113_damascenone.csv
5366074_1.56e-10,113R,images/113_damascenone.csv
5366074_1.56e-10,114L,images/114_damascenone.csv
5366074_1.56e-10,114R,images/114_damascenone.csv
5367412_4.64e-09,111L,"images/111_1,3,5-undecatriene.csv"
5367412_4.64e-09,111R,"images/111_1,3,5-undecatriene.csv"
5367412_4.64e-09,112L,"images/112_1,3,5-undecatriene.csv"
5367412_4.64e-09,112R,"images/112_1,3,5-undecatriene.csv"
5367412_4.64e-09,113L,"images/113_1,3,5-undecatriene.csv"
5367412_4.64e-09,113R,"images/113_1,3,5-undecatriene.csv"
5367412_4.64e-09,114L,"images/114_1,3,5-undecatriene.csv"
5367412_4.64e-09,114R,"images/114_1,3,5-undecatriene.csv"
5367745_2.11e-11,111L,images/111_isopropyl_tiglate.csv
5367745_2.11e-11,111R,images/111_isopropyl_tiglate.csv
5367745_2.11e-11,112L,images/112_isopropyl_tiglate.csv
5367745_2.11e-11,112R,images/112_isopropyl_tiglate.csv
5367745_2.11e-11,113L,images/113_isopropyl_tiglate.csv
5367745_2.11e-11,113R,images/113_isopropyl_tiglate.csv
5367745_2.11e-11,114L,images/114_isopropyl_tiglate.csv
5367745_2.11e-11,114R,images/114_isopropyl_tiglate.csv
5460048_0,111L,images/111_triglyceride.csv
5460048_0,111R,images/111_triglyceride.csv
5460048_0,112L,images/112_triglyceride.csv
5460048_0,112R,images/112_triglyceride.csv
5460048_0,113L,images/113_triglyceride.csv
