Stimulus,Experiment,ImagePath
5460048_0,113R,images/113_triglyceride.csv
5460048_0,114L,images/114_triglyceride.csv
5460048_0,114R,images/114_triglyceride.csv
5610_2.29e-09,111L,images/111_tyramine.csv
5610_2.29e-09,111R,images/111_tyramine.csv
5610_2.29e-09,112L,images/112_tyramine.csv
5610_2.29e-09,112R,images/112_tyramine.csv
5610_2.29e-09,113L,images/113_tyramine.csv
5610_2.29e-09,113R,images/113_tyramine.csv
5610_2.29e-09,114L,images/114_tyramine.csv
5610_2.29e-09,114R,images/114_tyramine.csv
58165301_6.22e-10,111L,"images/111_ethyl-2,5-dihydro-4-methylthiazole.csv"
58165301_6.22e-10,111R,"images/111_ethyl-2,5-dihydro-4-methylthiazole.csv"
58165301_6.22e-10,112L,"images/112_ethyl-2,5-dihydro-4-methylthiazole.csv"
58165301_6.22e-10,112R,"images/112_ethyl-2,5-dihydro-4-methylthiazole.csv"
58165301_6.22e-11,113L,"images/113_ethyl-2,5-dihydro-4-methylthiazole.csv"
58165301_6.22e-11,113R,"images/113_ethyl-2,5-dihydro-4-methylthiazole.csv"
58165301_6.22e-11,114L,"images/114_ethyl-2,5-dihydro-4-methylthiazole.csv"
58165301_6.22e-11,114R,"images/114_ethyl-2,5-dihydro-4-methylthiazole.csv"
60968_1.39e-09,111L,images/111_isobornyl_isovalerate.csv
60968_1.39e-09,111R,images/111_isobornyl_isovalerate.csv
60968_1.39e-09,112L,images/112_isobornyl_isovalerate.csv
60968_1.39e-09,112R,images/112_isobornyl_isovalerate.csv
60968_1.39e-09,113L,images/113_isobornyl_isovalerate.csv
60968_1.39e-09,113R,images/113_isobornyl_isovalerate.csv
60968_1.39e-09,114L,images/114_isobornyl_isovalerate.csv
60968_1.39e-09,114R,images/114_isobornyl_isovalerate.csv
61653_4.52e-12,111L,"images/111_2,4,5-trimethylthiazole.csv"
61653_4.52e-12,111R,"images/111_2,4,5-trimethylthiazole.csv"
61653_4.52e-12,112L,"images/112_2,4,5-trimethylthiazole.csv"
61653_4.52e-12,112R,"images/112_2,4,5-trimethylthiazole.csv"
61653_4.52e-12,113L,"images/113_2,4,5-trimethylthiazole.csv"
61653_4.52e-12,113R,"images/113_2,4,5-trimethylthiazole.csv"
61653_4.52e-12,114L,"images/114_2,4,5-trimethylthiazole.csv"
61653_4.52e-12,114R,"images/114_2,4,5-trimethylthiazole.csv"
61670_3.51e-10,111L,images/111_5-methylquinoxaline.csv
61670_3.51e-10,111R,images/111_5-methylquinoxaline.csv
61670_3.51e-10,112L,images/112_5-methylquinoxaline.csv
61670_3.51e-10,112R,images/112_5-methylquinoxaline.csv
61670_3.51e-10,113L,images/113_5-methylquinoxaline.csv
61670_3.51e-10,113R,images/113_5-methylquinoxaline.csv
61670_3.51e-10,114L,images/114_5-methylquinoxaline.csv
61670_3.51e-10,114R,images/114_5-methylquinoxaline.csv
61808_2.78e-12,111L,images/111_2-isopropyl-4-methylthiazole.csv
61808_2.78e-12,111R,images/111_2-isopropyl-4-methylthiazole.csv
61808_2.78e-12,112L,images/112_2-isopropyl-4-methylthiazole.csv
61808_2.78e-12,112R,images/112_2-isopropyl-4-methylthiazole.csv
61808_2.78e-12,113L,images/113_2-isopropyl-4-methylthiazole.csv
61808_2.78e-12,113R,images/113_2-isopropyl-4-methylthiazole.csv
61808_2.78e-12,114L,images/114_2-isopropyl-4-methylthiazole.csv
61808_2.78e-12,114R,images/114_2-isopropyl-4-methylthiazole.csv
6184_7.21e-10,111L,images/111_hexanal.csv
6184_7.21e-10,111R,images/111_hexanal.csv
6184_7.21e-10,112L,images/112_hexanal.csv
6184_7.21e-10,112R,images/112_hexanal.csv
6184_7.21e-10,113L,images/113_hexanal.csv
6184_7.21e-10,113R,images/113_hexanal.csv
6184_7.21e-10,114L,images/114_hexanal.csv
6184_7.21e-10,114R,images/114_hexanal.csv
61918_1.98e-10,111L,images/111_2-acetyl-3-ethylpyrazine.csv
61918_1.98e-10,111R,images/111_2-acetyl-3-ethylpyrazine.csv
61918_1.98e-10,112L,images/112_2-acetyl-3-ethylpyrazine.csv
61918_1.98e-10,112R,images/112_2-acetyl-3-ethylpyrazine.csv
61918_1.98e-10,113L,images/113_2-acetyl-3-ethylpyrazine.csv
61918_1.98e-10,113R,images/113_2-acetyl-3-ethylpyrazine.csv
61918_1.98e-10,114L,images/114_2-acetyl-3-ethylpyrazine.csv
61918_1.98e-10,114R,images/114_2-acetyl-3-ethylpyrazine.csv
61945_4.35e-11,111L,images/111_pyrazineethanethiol.csv
61945_4.35e-11,111R,images/111_pyrazineethanethiol.csv
61945_4.35e-11,112L,images/112_pyrazineethanethiol.csv
61945_4.35e-11,112R,images/112_pyrazineethanethiol.csv
61945_4.35e-11,113L,images/113_pyrazineethanethiol.csv
61945_4.35e-11,113R,images/113_pyrazineethanethiol.csv
61945_4.35e-11,114L,images/114_pyrazineethanethiol.csv
61945_4.35e-11,114R,images/114_pyrazineethanethiol.csv
62128_2.28e-10,111L,images/111_2-methyl-3-tetrahydrofuranthiol.csv
62128_2.28e-10,111R,images/111_2-methyl-3-tetrahydrofuranthiol.csv
62128_2.28e-10,112L,images/112_2-methyl-3-tetrahydrofuranthiol.csv
62128_2.28e-10,112R,images/112_2-methyl-3-tetrahydrofuranthiol.csv
62128_2.28e-10,113L,images/113_2-methyl-3-tetrahydrofuranthiol.csv
62128_2.28e-10,113R,images/113_2-methyl-3-tetrahydrofuranthiol.csv
62128_2.28e-10,114L,images/114_2-methyl-3-tetrahydrofuranthiol.csv
62128_2.28e-10,114R,images/114_2-methyl-3-tetrahydrofuranthiol.csv
62444_1.85e-10,111L,images/111_S-methyl_thiobutanoate.csv
62444_1.85e-10,111R,images/111_S-methyl_thiobutanoate.csv
62444_1.85e-10,112L,images/112_S-methyl_thiobutanoate.csv
62444_1.85e-10,112R,images/112_S-methyl_thiobutanoate.csv
62444_1.85e-10,113L,images/113_S-methyl_thiobutanoate.csv
62444_1.85e-10,113R,images/113_S-methyl_thiobutanoate.csv
62444_1.85e-10,114L,images/114_S-methyl_thiobutanoate.csv
62444_1.85e-10,114R,images/114_S-methyl_thiobutanoate.csv
62725_3.04e-12,111L,images/111_2-isobutylthiazole.csv
62725_3.04e-12,111R,images/111_2-isobutylthiazole.csv
62725_3.04e-12,112L,images/112_2-isobutylthiazole.csv
62725_3.04e-12,112R,images/112_2-isobutylthiazole.csv
62725_3.04e-12,113L,images/113_2-isobutylthiazole.csv
62725_3.04e-12,113R,images/113_2-isobutylthiazole.csv
62725_3.04e-12,114L,images/114_2-isobutylthiazole.csv
62725_3.04e-12,114R,images/114_2-isobutylthiazole.csv
637511_2.06e-11,111L,images/111_trans-cinnamaldehyde.csv
637511_2.06e-11,111R,images/111_trans-cinnamaldehyde.csv
637511_2.06e-11,112L,images/112_trans-cinnamaldehyde.csv
637511_2.06e-11,112R,images/112_trans-cinnamaldehyde.csv
637511_2.06e-11,113L,images/113_trans-cinnamaldehyde.csv
637511_2.06e-11,113R,images/113_trans-cinnamaldehyde.csv
637511_2.06e-11,114L,images/114_trans-cinnamaldehyde.csv
637511_2.06e-11,114R,images/114_trans-cinnamaldehyde.csv
637523_3.97e-10,111L,images/111_hexyl_tiglate.csv
637523_3.97e-10,111R,images/111_hexyl_tiglate.csv
637523_3.97e-10,112L,images/112_hexyl_tiglate.csv
637523_3.97e-10,112R,images/112_hexyl_tiglate.csv
637523_3.97e-10,113L,images/113_hexyl_tiglate.csv
637523_3.97e-10,113R,images/113_hexyl_tiglate.csv
637523_3.97e-10,114L,images/114_hexyl_tiglate.csv
637523_3.97e-10,114R,images/114_hexyl_tiglate.csv
637566_1.21e-09,111L,images/111_geraniol.csv
637566_1.21e-09,111R,images/111_geraniol.csv
637566_1.21e-09,112L,images/112_geraniol.csv
637566_1.21e-09,112R,images/112_geraniol.csv
637566_1.21e-09,113L,images/113_geraniol.csv
637566_1.21e-09,113R,images/113_geraniol.csv
637566_1.21e-09,114L,images/114_geraniol.csv
637566_1.21e-09,114R,images/114_geraniol.csv
637776_8.39e-12,111L,images/111_methyl_isoeugenol.csv
637776_8.39e-12,111R,images/111_methyl_isoeugenol.csv
637776_8.39e-12,112L,images/112_methyl_isoeugenol.csv
637776_8.39e-12,112R,images/112_methyl_isoeugenol.csv
637776_8.39e-13,113L,images/113_methyl_isoeugenol.csv
637776_8.39e-13,113R,images/113_methyl_isoeugenol.csv
637776_8.39e-13,114L,images/114_methyl_isoeugenol.csv
637776_8.39e-13,114R,images/114_methyl_isoeugenol.csv
638014_1.30e-10,111L,images/111_beta-ionone.csv
638014_1.30e-10,111R,images/111_beta-ionone.csv
638014_1.30e-10,112L,images/112_beta-ionone.csv
638014_1.30e-10,112R,images/112_beta-ionone.csv
638014_1.30e-11,113L,images/113_beta-ionone.csv
638014_1.30e-11,113R,images/113_beta-ionone.csv
638014_1.30e-11,114L,images/114_beta-ionone.csv
638014_1.30e-11,114R,images/114_beta-ionone.csv
643731_2.14e-09,111L,"images/111_trans-2,cis-6-nonadienal.csv"
643731_2.14e-09,111R,"images/111_trans-2,cis-6-nonadienal.csv"
643731_2.14e-09,112L,"images/112_trans-2,cis-6-nonadienal.csv"
643731_2.14e-09,112R,"images/112_trans-2,cis-6-nonadienal.csv"
643731_2.14e-09,113L,"images/113_trans-2,cis-6-nonadienal.csv"
643731_2.14e-09,113R,"images/113_trans-2,cis-6-nonadienal.csv"
643731_2.14e-09,114L,"images/114_trans-2,cis-6-nonadienal.csv"
643731_2.14e-09,114R,"images/114_trans-2,cis-6-nonadienal.csv"
650_4.03e-09,111L,images/111_diacetyl.csv
650_4.03e-09,111R,images/111_diacetyl.csv
650_4.03e-09,112L,images/112_diacetyl.csv
650_4.03e-09,112R,images/112_diacetyl.csv
650_4.03e-09,113L,images/113_diacetyl.csv
650_4.03e-09,113R,images/113_diacetyl.csv
650_4.03e-09,114L,images/114_diacetyl.csv
650_4.03e-09,114R,images/114_diacetyl.csv
65413_6.41e-09,111L,images/111_3-(methylthio)-1-hexanol.csv
65413_6.41e-09,111R,images/111_3-(methylthio)-1-hexanol.csv
65413_6.41e-09,112L,images/112_3-(methylthio)-1-hexanol.csv
65413_6.41e-09,112R,images/112_3-(methylthio)-1-hexanol.csv
65413_6.41e-09,113L,images/113_3-(methylthio)-1-hexanol.csv
65413_6.41e-09,113R,images/113_3-(methylthio)-1-hexanol.csv
65413_6.41e-09,114L,images/114_3-(methylthio)-1-hexanol.csv
65413_6.41e-09,114R,images/114_3-(methylthio)-1-hexanol.csv
6561_1.08e-09,111L,images/111_isobutyraldehyde.csv
6561_1.08e-09,111R,images/111_isobutyraldehyde.csv
6561_1.08e-09,112L,images/112_isobutyraldehyde.csv
6561_1.08e-09,112R,images/112_isobutyraldehyde.csv
6561_1.08e-09,113L,images/113_isobutyraldehyde.csv
6561_1.08e-09,113R,images/113_isobutyraldehyde.csv
6561_1.08e-09,114L,images/114_isobutyraldehyde.csv
6561_1.08e-09,114R,images/114_isobutyraldehyde.csv
6562_9.82e-10,111L,images/111_methacrolein.csv
6562_9.82e-10,111R,images/111_methacrolein.csv
6562_9.82e-10,112L,images/112_methacrolein.csv
6562_9.82e-10,112R,images/112_methacrolein.csv
6562_9.82e-10,113L,images/113_methacrolein.csv
6562_9.82e-10,113R,images/113_methacrolein.csv
6562_9.82e-10,114L,images/114_methacrolein.csv
6562_9.82e-10,114R,images/114_methacrolein.csv
6569_6.65e-10,111L,images/111_2-butanone.csv
6569_6.65e-10,111R,images/111_2-butanone.csv
6569_6.65e-10,112L,images/112_2-butanone.csv
6569_6.65e-10,112R,images/112_2-butanone.csv
6569_6.65e-10,113L,images/113_2-butanone.csv
6569_6.65e-10,113R,images/113_2-butanone.csv
6569_6.65e-10,114L,images/114_2-butanone.csv
6569_6.65e-10,114R,images/114_2-butanone.csv
6654_3.05e-09,111L,images/111_alpha-pinene.csv
6654_3.05e-09,111R,images/111_alpha-pinene.csv
6654_3.05e-09,112L,images/112_alpha-pinene.csv
6654_3.05e-09,112R,images/112_alpha-pinene.csv
6654_3.05e-09,113L,images/113_alpha-pinene.csv
6654_3.05e-09,113R,images/113_alpha-pinene.csv
6654_3.05e-09,114L,images/114_alpha-pinene.csv
6654_3.05e-09,114R,images/114_alpha-pinene.csv
6736_1.76e-10,112L,images/112_3-methylindole.csv
6736_1.76e-10,112R,images/112_3-methylindole.csv
6736_1.76e-11,111L,images/111_3-methylindole.csv
6736_1.76e-11,111R,images/111_3-methylindole.csv
6736_1.76e-11,113L,images/113_3-methylindole.csv
6736_1.76e-11,113R,images/113_3-methylindole.csv
6736_1.76e-11,114L,images/114_3-methylindole.csv
6736_1.76e-11,114R,images/114_3-methylindole.csv
6826_1.59e-11,111L,images/111_dimethyl_anthranilate.csv
6826_1.59e-11,111R,images/111_dimethyl_anthranilate.csv
6826_1.59e-11,112L,images/112_dimethyl_anthranilate.csv
6826_1.59e-11,112R,images/112_dimethyl_anthranilate.csv
6826_1.59e-11,113L,images/113_dimethyl_anthranilate.csv
6826_1.59e-11,113R,images/113_dimethyl_anthranilate.csv
6826_1.59e-11,114L,images/114_dimethyl_anthranilate.csv
6826_1.59e-11,114R,images/114_dimethyl_anthranilate.csv
68490_5.36e-12,111L,images/111_2-hydroxyacetophenone.csv
68490_5.36e-12,111R,images/111_2-hydroxyacetophenone.csv
68490_5.36e-12,112L,images/112_2-hydroxyacetophenone.csv
68490_5.36e-12,112R,images/112_2-hydroxyacetophenone.csv
68490_5.36e-12,113L,images/113_2-hydroxyacetophenone.csv
68490_5.36e-12,113R,images/113_2-hydroxyacetophenone.csv
68490_5.36e-12,114L,images/114_2-hydroxyacetophenone.csv
68490_5.36e-12,114R,images/114_2-hydroxyacetophenone.csv
6985_6.23e-12,113L,"images/113_2,4-dimethylacetophenone.csv"
6985_6.23e-12,113R,"images/113_2,4-dimethylacetophenone.csv"
6985_6.23e-13,111L,"images/111_2,4-dimethylacetophenone.csv"
6985_6.23e-13,111R,"images/111_2,4-dimethylacetophenone.csv"
6985_6.23e-13,112L,"images/112_2,4-dimethylacetophenone.csv"
6985_6.23e-13,112R,"images/112_2,4-dimethylacetophenone.csv"
6985_6.23e-13,114L,"images/114_2,4-dimethylacetophenone.csv"
6985_6.23e-13,114R,"images/114_2,4-dimethylacetophenone.csv"
6992244_4.05e-10,111L,images/111_champignol.csv
6992244_4.05e-10,111R,images/111_champignol.csv
6992244_4.05e-10,112L,images/112_champignol.csv
6992244_4.05e-10,112R,images/112_champignol.csv
6992244_4.05e-10,113L,images/113_champignol.csv
6992244_4.05e-10,113R,images/113_champignol.csv
6992244_4.05e-10,114L,images/114_champignol.csv
6992244_4.05e-10,114R,images/114_champignol.csv
7041_2.34e-12,111L,"images/111_2,6-dimethoxyphenol.csv"
7041_2.34e-12,111R,"images/111_2,6-dimethoxyphenol.csv"
7041_2.34e-12,112L,"images/112_2,6-dimethoxyphenol.csv"
7041_2.34e-12,112R,"images/112_2,6-dimethoxyphenol.csv"
7041_2.34e-12,113L,"images/113_2,6-dimethoxyphenol.csv"
7041_2.34e-12,113R,"images/113_2,6-dimethoxyphenol.csv"
7041_2.34e-12,114L,"images/114_2,6-dimethoxyphenol.csv"
7041_2.34e-12,114R,"images/114_2,6-dimethoxyphenol.csv"
70962_1.95e-10,111L,images/111_(+)-isomenthone.csv
70962_1.95e-10,111R,images/111_(+)-isomenthone.csv
70962_1.95e-10,112L,images/112_(+)-isomenthone.csv
70962_1.95e-10,112R,images/112_(+)-isomenthone.csv
70962_1.95e-10,113L,images/113_(+)-isomenthone.csv
70962_1.95e-10,113R,images/113_(+)-isomenthone.csv
70962_1.95e-10,114L,images/114_(+)-isomenthone.csv
70962_1.95e-10,114R,images/114_(+)-isomenthone.csv
7127_2.06e-12,111L,images/111_methyl_eugenol.csv
7127_2.06e-12,111R,images/111_methyl_eugenol.csv
7127_2.06e-12,112L,images/112_methyl_eugenol.csv
7127_2.06e-12,112R,images/112_methyl_eugenol.csv
7127_2.06e-12,113L,images/113_methyl_eugenol.csv
7127_2.06e-12,113R,images/113_methyl_eugenol.csv
7127_2.06e-12,114L,images/114_methyl_eugenol.csv
7127_2.06e-12,114R,images/114_methyl_eugenol.csv
71311442_2.75e-10,111L,images/111_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
71311442_2.75e-10,111R,images/111_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
71311442_2.75e-10,112L,images/112_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
71311442_2.75e-10,112R,images/112_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
71311442_2.75e-11,113L,images/113_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
71311442_2.75e-11,113R,images/113_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
71311442_2.75e-11,114L,images/114_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
71311442_2.75e-11,114R,images/114_2-methoxy-3(5_or_6)-isopropylpyrazine.csv
7136_3.62e-10,111L,images/111_eugenyl_acetate.csv
7136_3.62e-10,111R,images/111_eugenyl_acetate.csv
7136_3.62e-10,112L,images/112_eugenyl_acetate.csv
7136_3.62e-10,112R,images/112_eugenyl_acetate.csv
7136_3.62e-11,113L,images/113_eugenyl_acetate.csv
7136_3.62e-11,113R,images/113_eugenyl_acetate.csv
7136_3.62e-11,114L,images/114_eugenyl_acetate.csv
7136_3.62e-11,114R,images/114_eugenyl_acetate.csv
7148_9.84e-12,111L,images/111_propiophenone.csv
7148_9.84e-12,111R,images/111_propiophenone.csv
7148_9.84e-12,112L,images/112_propiophenone.csv
7148_9.84e-12,112R,images/112_propiophenone.csv
7148_9.84e-12,113L,images/113_propiophenone.csv
7148_9.84e-12,113R,images/113_propiophenone.csv
7148_9.84e-12,114L,images/114_propiophenone.csv
7148_9.84e-12,114R,images/114_propiophenone.csv
7150_2.89e-11,111L,images/111_methyl_benzoate.csv
7150_2.89e-11,111R,images/111_methyl_benzoate.csv
7150_2.89e-11,112L,images/112_methyl_benzoate.csv
7150_2.89e-11,112R,images/112_methyl_benzoate.csv
7150_2.89e-11,113L,images/113_methyl_benzoate.csv
7150_2.89e-11,113R,images/113_methyl_benzoate.csv
7150_2.89e-11,114L,images/114_methyl_benzoate.csv
7150_2.89e-11,114R,images/114_methyl_benzoate.csv
7165_2.04e-11,111L,images/111_ethyl_benzoate.csv
7165_2.04e-11,111R,images/111_ethyl_benzoate.csv
7165_2.04e-11,112L,images/112_ethyl_benzoate.csv
7165_2.04e-11,112R,images/112_ethyl_benzoate.csv
7165_2.04e-11,113L,images/113_ethyl_benzoate.csv
7165_2.04e-11,113R,images/113_ethyl_benzoate.csv
7165_2.04e-11,114L,images/114_ethyl_benzoate.csv
7165_2.04e-11,114R,images/114_ethyl_benzoate.csv
7283_3.74e-10,111L,images/111_2-methylbutylamine.csv
7283_3.74e-10,111R,images/111_2-methylbutylamine.csv
7283_3.74e-10,112L,images/112_2-methylbutylamine.csv
7283_3.74e-10,112R,images/112_2-methylbutylamine.csv
7283_3.74e-10,113L,images/113_2-methylbutylamine.csv
7283_3.74e-10,113R,images/113_2-methylbutylamine.csv
7283_3.74e-10,114L,images/114_2-methylbutylamine.csv
7283_3.74e-10,114R,images/114_2-methylbutylamine.csv
7284_7.83e-11,111L,images/111_2-methylbutyraldehyde.csv
7284_7.83e-11,111R,images/111_2-methylbutyraldehyde.csv
7284_7.83e-11,112L,images/112_2-methylbutyraldehyde.csv
7284_7.83e-11,112R,images/112_2-methylbutyraldehyde.csv
7284_7.83e-11,113L,images/113_2-methylbutyraldehyde.csv
7284_7.83e-11,113R,images/113_2-methylbutyraldehyde.csv
7284_7.83e-11,114L,images/114_2-methylbutyraldehyde.csv
7284_7.83e-11,114R,images/114_2-methylbutyraldehyde.csv
73277_1.89e-09,111L,images/111_2-chloropyrazine.csv
73277_1.89e-09,111R,images/111_2-chloropyrazine.csv
73277_1.89e-09,112L,images/112_2-chloropyrazine.csv
73277_1.89e-09,112R,images/112_2-chloropyrazine.csv
73277_1.89e-09,113L,images/113_2-chloropyrazine.csv
73277_1.89e-09,113R,images/113_2-chloropyrazine.csv
73277_1.89e-09,114L,images/114_2-chloropyrazine.csv
73277_1.89e-09,114R,images/114_2-chloropyrazine.csv
7363_3.02e-12,111L,images/111_furfuryl_mercaptan.csv
7363_3.02e-12,111R,images/111_furfuryl_mercaptan.csv
7363_3.02e-12,112L,images/112_furfuryl_mercaptan.csv
7363_3.02e-12,112R,images/112_furfuryl_mercaptan.csv
7363_3.02e-12,113L,images/113_furfuryl_mercaptan.csv
7363_3.02e-12,113R,images/113_furfuryl_mercaptan.csv
7363_3.02e-12,114L,images/114_furfuryl_mercaptan.csv
7363_3.02e-12,114R,images/114_furfuryl_mercaptan.csv
7410_2.49e-11,111L,images/111_acetophenone.csv
7410_2.49e-11,111R,images/111_acetophenone.csv
7410_2.49e-11,112L,images/112_acetophenone.csv
7410_2.49e-11,112R,images/112_acetophenone.csv
7410_2.49e-12,113L,images/113_acetophenone.csv
7410_2.49e-12,113R,images/113_acetophenone.csv
7410_2.49e-12,114L,images/114_acetophenone.csv
7410_2.49e-12,114R,images/114_acetophenone.csv
7415_2.28e-11,111L,"images/111_N,N-dimethylcyclohexylamine.csv"
7415_2.28e-11,111R,"images/111_N,N-dimethylcyclohexylamine.csv"
7415_2.28e-11,112L,"images/112_N,N-dimethylcyclohexylamine.csv"
7415_2.28e-11,112R,"images/112_N,N-dimethylcyclohexylamine.csv"
7415_2.28e-11,113L,"images/113_N,N-dimethylcyclohexylamine.csv"
7415_2.28e-11,113R,"images/113_N,N-dimethylcyclohexylamine.csv"
7415_2.28e-11,114L,"images/114_N,N-dimethylcyclohexylamine.csv"
7415_2.28e-11,114R,"images/114_N,N-dimethylcyclohexylamine.csv"
7468_3.30e-10,111L,images/111_4-aminoacetophenone.csv
7468_3.30e-10,111R,images/111_4-aminoacetophenone.csv
7468_3.30e-10,112L,images/112_4-aminoacetophenone.csv
7468_3.30e-10,112R,images/112_4-aminoacetophenone.csv
7468_3.30e-10,113L,images/113_4-aminoacetophenone.csv
7468_3.30e-10,113R,images/113_4-aminoacetophenone.csv
7468_3.30e-10,114L,images/114_4-aminoacetophenone.csv
7468_3.30e-10,114R,images/114_4-aminoacetophenone.csv
7476_4.58e-13,111L,images/111_4-methoxyacetophenone.csv
7476_4.58e-13,111R,images/111_4-methoxyacetophenone.csv
7476_4.58e-13,112L,images/112_4-methoxyacetophenone.csv
7476_4.58e-13,112R,images/112_4-methoxyacetophenone.csv
7476_4.58e-13,113L,images/113_4-methoxyacetophenone.csv
7476_4.58e-13,113R,images/113_4-methoxyacetophenone.csv
7476_4.58e-13,114L,images/114_4-methoxyacetophenone.csv
7476_4.58e-13,114R,images/114_4-methoxyacetophenone.csv
7504_5.44e-10,112L,images/112_benzylamine.csv
7504_5.44e-10,112R,images/112_benzylamine.csv
7504_5.44e-11,111L,images/111_benzylamine.csv
7504_5.44e-11,111R,images/111_benzylamine.csv
7504_5.44e-11,113L,images/113_benzylamine.csv
7504_5.44e-11,113R,images/113_benzylamine.csv
7504_5.44e-11,114L,images/114_benzylamine.csv
7504_5.44e-11,114R,images/114_benzylamine.csv
7590_6.97e-11,111L,images/111_ethyl_phenylacetate.csv
7590_6.97e-11,111R,images/111_ethyl_phenylacetate.csv
7590_6.97e-11,112L,images/112_ethyl_phenylacetate.csv
7590_6.97e-11,112R,images/112_ethyl_phenylacetate.csv
7590_6.97e-11,113L,images/113_ethyl_phenylacetate.csv
7590_6.97e-11,113R,images/113_ethyl_phenylacetate.csv
7590_6.97e-11,114L,images/114_ethyl_phenylacetate.csv
7590_6.97e-11,114R,images/114_ethyl_phenylacetate.csv
7714_3.12e-09,111L,images/111_gamma-undecalactone.csv
7714_3.12e-09,111R,images/111_gamma-undecalactone.csv
7714_3.12e-09,112L,images/112_gamma-undecalactone.csv
7714_3.12e-09,112R,images/112_gamma-undecalactone.csv
7714_3.12e-09,113L,images/113_gamma-undecalactone.csv
7714_3.12e-09,113R,images/113_gamma-undecalactone.csv
7714_3.12e-09,114L,images/114_gamma-undecalactone.csv
7714_3.12e-09,114R,images/114_gamma-undecalactone.csv
7731_9.14e-11,111L,images/111_4-methylanisole.csv
7731_9.14e-11,111R,images/111_4-methylanisole.csv
7731_9.14e-11,112L,images/112_4-methylanisole.csv
7731_9.14e-11,112R,images/112_4-methylanisole.csv
7731_9.14e-11,113L,images/113_4-methylanisole.csv
7731_9.14e-11,113R,images/113_4-methylanisole.csv
7731_9.14e-11,114L,images/114_4-methylanisole.csv
7731_9.14e-11,114R,images/114_4-methylanisole.csv
7762_1.09e-09,111L,images/111_ethyl_butyrate.csv
7762_1.09e-09,111R,images/111_ethyl_butyrate.csv
7762_1.09e-09,112L,images/112_ethyl_butyrate.csv
7762_1.09e-09,112R,images/112_ethyl_butyrate.csv
7762_1.09e-09,113L,images/113_ethyl_butyrate.csv
7762_1.09e-09,113R,images/113_ethyl_butyrate.csv
7762_1.09e-09,114L,images/114_ethyl_butyrate.csv
7762_1.09e-09,114R,images/114_ethyl_butyrate.csv
7894_3.21e-11,111L,images/111_isopentylamine.csv
7894_3.21e-11,111R,images/111_isopentylamine.csv
7894_3.21e-11,112L,images/112_isopentylamine.csv
7894_3.21e-11,112R,images/112_isopentylamine.csv
7894_3.21e-11,113L,images/113_isopentylamine.csv
7894_3.21e-11,113R,images/113_isopentylamine.csv
7894_3.21e-11,114L,images/114_isopentylamine.csv
7894_3.21e-11,114R,images/114_isopentylamine.csv
7895_2.86e-09,111L,images/111_2-pentanone.csv
7895_2.86e-09,111R,images/111_2-pentanone.csv
7895_2.86e-09,112L,images/112_2-pentanone.csv
7895_2.86e-09,112R,images/112_2-pentanone.csv
7895_2.86e-09,113L,images/113_2-pentanone.csv
7895_2.86e-09,113R,images/113_2-pentanone.csv
7895_2.86e-09,114L,images/114_2-pentanone.csv
7895_2.86e-09,114R,images/114_2-pentanone.csv
7938_2.94e-09,111L,"images/111_2,6-dimethylpyrazine.csv"
7938_2.94e-09,111R,"images/111_2,6-dimethylpyrazine.csv"
7938_2.94e-09,112L,"images/112_2,6-dimethylpyrazine.csv"
7938_2.94e-09,112R,"images/112_2,6-dimethylpyrazine.csv"
7938_2.94e-09,113L,"images/113_2,6-dimethylpyrazine.csv"
7938_2.94e-09,113R,"images/113_2,6-dimethylpyrazine.csv"
7938_2.94e-09,114L,"images/114_2,6-dimethylpyrazine.csv"
7938_2.94e-09,114R,"images/114_2,6-dimethylpyrazine.csv"
7965_6.30e-11,111L,images/111_cyclohexylamine.csv
7965_6.30e-11,111R,images/111_cyclohexylamine.csv
7965_6.30e-11,112L,images/112_cyclohexylamine.csv
7965_6.30e-11,112R,images/112_cyclohexylamine.csv
7965_6.30e-11,113L,images/113_cyclohexylamine.csv
7965_6.30e-11,113R,images/113_cyclohexylamine.csv
7965_6.30e-11,114L,images/114_cyclohexylamine.csv
7965_6.30e-11,114R,images/114_cyclohexylamine.csv
7976_7.30e-11,111L,images/111_2-methylpyrazine.csv
7976_7.30e-11,111R,images/111_2-methylpyrazine.csv
7976_7.30e-11,112L,images/112_2-methylpyrazine.csv
7976_7.30e-11,112R,images/112_2-methylpyrazine.csv
7976_7.30e-11,113L,images/113_2-methylpyrazine.csv
7976_7.30e-11,113R,images/113_2-methylpyrazine.csv
7976_7.30e-11,114L,images/114_2-methylpyrazine.csv
7976_7.30e-11,114R,images/114_2-methylpyrazine.csv
798_9.31e-11,111L,images/111_indole.csv
798_9.31e-11,111R,images/111_indole.csv
798_9.31e-11,112L,images/112_indole.csv
798_9.31e-11,112R,images/112_indole.csv
798_9.31e-11,113L,images/113_indole.csv
798_9.31e-11,113R,images/113_indole.csv
