Subject,Experiment,Mouse ID,Hemisphere,ROI#,Xpos,Ypos
113L_060,113L,113,L,60,-1309.106,869.622
113L_061,113L,113,L,61,-568.190769230769,1745.99846153846
113L_062,113L,113,L,62,-1488.1525,993.3025
113L_063,113L,113,L,63,-1006.25142857143,880.082857142857
113L_064,113L,113,L,64,-1581.9175,799.075
113L_065,113L,113,L,65,-1430.85166666667,559.453333333333
113L_066,113L,113,L,66,-935.236666666667,851.166666666667
113L_067,113L,113,L,67,-1474.01333333333,830.33
113L_068,113L,113,L,68,-1064.424,710.668
113L_069,113L,113,L,69,-1214.05111111111,779.726666666667
113L_070,113L,113,L,70,-1514.496,1173.242
113L_071,113L,113,L,71,-860.82,1415.245
113L_072,113L,113,L,72,-875.932307692308,436.723076923077
113L_073,113L,113,L,73,-917.972,1189.316
113L_074,113L,113,L,74,-1043.885,258.81
113L_075,113L,113,L,75,-299.505714285714,1775.63428571429
113L_076,113L,113,L,76,-775.488888888889,1273.85333333333
113L_077,113L,113,L,77,-220.607692307692,1516.56615384615
113L_078,113L,113,L,78,-1343.04,1526.05818181818
113L_079,113L,113,L,79,-1155.51,1008.93
113L_080,113L,113,L,80,-1658.56666666667,880.933333333333
113L_081,113L,113,L,81,-1196.588,1000.0
113L_082,113L,113,L,82,-829.068888888889,916.653333333333
113L_083,113L,113,L,83,-973.338,390.974
113L_084,113L,113,L,84,-1173.37,1120.555
113L_085,113L,113,L,85,-1277.55333333333,1083.34666666667
113L_086,113L,113,L,86,-982.863333333333,654.706666666667
113L_087,113L,113,L,87,-882.252,921.416
113L_088,113L,113,L,88,-1560.18,349.52
113L_089,113L,113,L,89,-1292.70727272727,659.036363636364
113L_090,113L,113,L,90,-1404.73818181818,446.34
113L_091,113L,113,L,91,-222.325,2138.575
113L_092,113L,113,L,92,-212.989090909091,1844.29090909091
113L_093,113L,113,L,93,-1066.21,1565.56666666667
113L_094,113L,113,L,94,-1542.05142857143,1035.72
113L_095,113L,113,L,95,-1232.90333333333,1547.70666666667
113L_096,113L,113,L,96,-1260.23454545455,462.576363636364
113L_097,113L,113,L,97,-778.664,2035.88
113L_098,113L,113,L,98,-1128.72,1342.912
113L_099,113L,113,L,99,-1039.42,1089.3
113L_100,113L,113,L,100,-1011.05411764706,1856.22941176471
113L_101,113L,113,L,101,-1126.934,1657.248
113L_102,113L,113,L,102,-1223.66,1719.57
113L_103,113L,113,L,103,-805.616363636364,1086.05272727273
113L_104,113L,113,L,104,-825.1,1773.08285714286
113L_105,113L,113,L,105,-673.29,1757.264
113L_106,113L,113,L,106,-1574.44347826087,1210.43739130435
113L_107,113L,113,L,107,-959.861818181818,1102.28909090909
113L_108,113L,113,L,108,-1091.29904761905,932.812380952381
113L_109,113L,113,L,109,-1426.75875,1309.20125
113L_110,113L,113,L,110,-698.456363636364,711.804545454545
113L_111,113L,113,L,111,-647.393,690.129
113L_112,113L,113,L,112,-1015.06545454545,779.185454545455
113L_113,113L,113,L,113,-399.207692307692,1147.00153846154
113L_114,113L,113,L,114,-1183.57571428571,589.22
113L_115,113L,113,L,115,-1074.36347826087,1882.12869565217
113L_116,113L,113,L,116,-1221.26727272727,1147.75090909091
113L_117,113L,113,L,117,-1530.2128,852.8336
113L_118,113L,113,L,118,-1215.04333333333,1056.55666666667
113L_119,113L,113,L,119,-1054.30333333333,574.336666666667
113L_120,113L,113,L,120,-1053.93125,753.30875
113L_121,113L,113,L,121,-1111.97625,293.41375
113L_122,113L,113,L,122,-1435.49176470588,913.851764705882
113L_123,113L,113,L,123,-1135.21454545455,1090.92363636364
113L_124,113L,113,L,124,-1526.44846153846,430.540769230769
113L_125,113L,113,L,125,-1363.00117647059,721.594117647059
113L_126,113L,113,L,126,-1085.06222222222,688.442222222222
113R_001,113R,113,R,1,1486.49428571429,1329.13428571429
113R_002,113R,113,R,2,1228.8,714.24
113R_003,113R,113,R,3,1365.72666666667,1363.15333333333
113R_004,113R,113,R,4,1188.615,446.34
113R_005,113R,113,R,5,1201.32307692308,1832.55076923077
113R_006,113R,113,R,6,1041.27,651.73
113R_007,113R,113,R,7,1344.89,964.28
113R_008,113R,113,R,8,1430.618,785.68
113R_009,113R,113,R,9,862.67,2053.74
113R_010,113R,113,R,10,1094.03818181818,743.465454545455
113R_011,113R,113,R,11,925.18,526.71
113R_012,113R,113,R,12,684.07,2137.08666666667
113R_013,113R,113,R,13,960.9,1848.35
113R_014,113R,113,R,14,603.7,928.56
113R_015,113R,113,R,15,1003.97411764706,2099.96588235294
113R_016,113R,113,R,16,1582.03111111111,978.171111111111
113R_017,113R,113,R,17,873.584444444444,1506.03333333333
113R_018,113R,113,R,18,1002.57333333333,2006.11333333333
113R_019,113R,113,R,19,460.82,1973.37
113R_020,113R,113,R,20,809.901818181818,2300.53272727273
113R_021,113R,113,R,21,1523.49,901.77
113R_022,113R,113,R,22,1639.58,857.12
113R_023,113R,113,R,23,1076.99,883.91
113R_024,113R,113,R,24,535.507272727273,512.909090909091
113R_025,113R,113,R,25,1003.97411764706,2099.96588235294
113R_026,113R,113,R,26,1575.284,1050.008
113R_027,113R,113,R,27,1646.07454545455,728.852727272727
113R_028,113R,113,R,28,893.032,410.62
113R_029,113R,113,R,29,1226.36454545455,367.593636363636
113R_030,113R,113,R,30,1264.52,1612.34285714286
113R_031,113R,113,R,31,380.45,562.43
113R_032,113R,113,R,32,588.0725,640.5675
113R_033,113R,113,R,33,612.63,803.54
113R_034,113R,113,R,34,800.16,870.515
113R_035,113R,113,R,35,873.8325,729.8675
113R_036,113R,113,R,36,871.6,594.322857142857
113R_037,113R,113,R,37,990.666666666667,577.313333333333
113R_038,113R,113,R,38,1137.51555555556,630.893333333333
113R_039,113R,113,R,39,958.6675,783.4475
113R_040,113R,113,R,40,919.226666666666,904.746666666667
113R_041,113R,113,R,41,1193.08,794.61
113R_042,113R,113,R,42,1376.78285714286,660.66
113R_043,113R,113,R,43,1400.256,557.072
113R_044,113R,113,R,44,1362.75,812.47
113R_045,113R,113,R,45,1315.8675,895.0725
113R_046,113R,113,R,46,1448.22285714286,1071.44
113R_047,113R,113,R,47,1437.16666666667,1005.95333333333
113R_048,113R,113,R,48,1348.71714285714,1053.58
113R_049,113R,113,R,49,1358.285,1209.855
113R_050,113R,113,R,50,1452.05,1294.69
113R_051,113R,113,R,51,1373.66444444444,1511.98666666667
113R_052,113R,113,R,52,1288.33333333333,1309.57333333333
113R_053,113R,113,R,53,1273.45,1142.88
113R_054,113R,113,R,54,1219.87,1178.6
113R_055,113R,113,R,55,1159.5925,1305.8525
113R_056,113R,113,R,56,504.658181818182,421.985454545455
113R_057,113R,113,R,57,1240.70666666667,1476.26666666667
113R_058,113R,113,R,58,1079.42545454545,1483.84363636364
113R_059,113R,113,R,59,1041.27,1169.67
113R_060,113R,113,R,60,937.086666666666,1283.77555555556
113R_061,113R,113,R,61,987.69,1357.2
113R_062,113R,113,R,62,937.086666666666,1283.77555555556
113R_063,113R,113,R,63,1088.1525,1645.1925
113R_064,113R,113,R,64,1112.71,1571.52
113R_065,113R,113,R,65,802.3925,1198.6925
113R_066,113R,113,R,66,695.2325,1145.1125
113R_067,113R,113,R,67,1005.55,1544.73
113R_068,113R,113,R,68,978.76,1473.29
113R_069,113R,113,R,69,648.35,1330.41
113R_070,113R,113,R,70,590.942857142857,1446.5
113R_071,113R,113,R,71,432.244,1514.368
113R_072,113R,113,R,72,268.825,1446.5
113R_073,113R,113,R,73,800.16,1602.13714285714
113R_074,113R,113,R,74,922.203333333333,1681.65666666667
113R_075,113R,113,R,75,607.272,1828.704
113R_076,113R,113,R,76,291.15,1848.35
113R_077,113R,113,R,77,291.15,1848.35
113R_078,113R,113,R,78,259.895,2250.2
113R_079,113R,113,R,79,579.886666666666,2154.94666666667
113R_080,113R,113,R,80,737.65,2116.25
113R_081,113R,113,R,81,747.855714285714,1408.22857142857
113R_082,113R,113,R,82,707.288,2010.876
113R_083,113R,113,R,83,719.79,1023.218
113R_084,113R,113,R,84,855.724444444445,1896.96888888889
113R_085,113R,113,R,85,355.148333333334,1150.32166666667
113R_086,113R,113,R,86,690.448571428571,1480.94428571429
113R_087,113R,113,R,87,764.44,1811.63777777778
113R_088,113R,113,R,88,989.178333333334,1212.83166666667
113R_089,113R,113,R,89,1037.44285714286,474.405714285714
113R_090,113R,113,R,90,1254.31428571429,1025.51428571429
113R_091,113R,113,R,91,943.04,665.125
113R_092,113R,113,R,92,818.02,742.305714285714
113R_093,113R,113,R,93,971.318333333333,510.338333333333
113R_094,113R,113,R,94,1573.01090909091,1368.56545454545
113R_095,113R,113,R,95,1322.565,1435.3375
113R_096,113R,113,R,96,1007.336,1392.92
113R_097,113R,113,R,97,714.107272727273,340.803636363636
113R_098,113R,113,R,98,1284.6125,444.1075
113R_099,113R,113,R,99,1285.952,1757.264
113R_100,113R,113,R,100,837.503636363636,1823.18363636364
113R_101,113R,113,R,101,599.731111111111,1091.28444444444
113R_102,113R,113,R,102,1404.15272727273,436.598181818182
113R_103,113R,113,R,103,153.952727272727,1625.1
113R_104,113R,113,R,104,1415.05428571429,721.894285714286
113R_105,113R,113,R,105,972.806666666666,413.596666666667
113R_106,113R,113,R,106,1478.84,917.3975
113R_107,113R,113,R,107,800.16,357.04
113R_108,113R,113,R,108,1180.32285714286,1035.72
113R_109,113R,113,R,109,1213.91666666667,1297.66666666667
113R_110,113R,113,R,110,1061.3625,1252.2725
113R_111,113R,113,R,111,984.713333333333,717.216666666667
113R_112,113R,113,R,112,1047.22333333333,1878.11666666667
113R_113,113R,113,R,113,1537.52285714286,350.661428571428
113R_114,113R,113,R,114,1298.75166666667,754.425
113R_115,113R,113,R,115,784.284444444444,1259.96222222222
113R_116,113R,113,R,116,1228.02347826087,217.266086956522
113R_117,113R,113,R,117,1340.425,1598.31
113R_118,113R,113,R,118,1074.01333333333,1382.99777777778
113R_119,113R,113,R,119,1280.89166666667,537.128333333333
113R_120,113R,113,R,120,871.6,491.982222222222
113R_121,113R,113,R,121,1018.44888888889,337.195555555556
113R_122,113R,113,R,122,1516.54444444444,793.617777777778
113R_123,113R,113,R,123,1458.00333333333,614.521666666667
113R_124,113R,113,R,124,1166.29,1235.752
113R_125,113R,113,R,125,907.32,1415.88285714286
113R_126,113R,113,R,126,791.825333333333,2210.908
113R_127,113R,113,R,127,1521.2575,656.195
113R_128,113R,113,R,128,1343.61428571429,1117.36571428571
113R_129,113R,113,R,129,1330.85714285714,474.405714285714
113R_130,113R,113,R,130,1357.392,708.286666666667
113R_131,113R,113,R,131,641.404444444444,1714.4
113R_132,113R,113,R,132,1499.44769230769,1002.74769230769
113R_133,113R,113,R,133,1178.46727272727,904.205454545455
113R_134,113R,113,R,134,823.973333333333,1511.98666666667
113R_135,113R,113,R,135,647.357777777778,692.411111111111
113R_136,113R,113,R,136,1154.38333333333,1145.85666666667
113R_137,113R,113,R,137,1108.245,415.085
113R_138,113R,113,R,138,1055.558,540.998
113R_139,113R,113,R,139,1467.13862068965,283.136551724138
114L_001,114L,114,L,1,-1505.1275,1350.5025
114L_002,114L,114,L,2,-1382.34,785.68
114L_003,114L,114,L,3,-1453.78,1619.99714285714
114L_004,114L,114,L,4,-1284.11,473.13
114L_005,114L,114,L,5,-1328.76,1821.56
114L_006,114L,114,L,6,-1114.44,723.17
114L_007,114L,114,L,7,-1384.32444444444,1166.69333333333
114L_008,114L,114,L,8,-1373.41,1062.51
114L_009,114L,114,L,9,-902.104444444444,1790.80111111111
114L_010,114L,114,L,10,-1154.625,809.493333333333
114L_011,114L,114,L,11,-969.458823529412,778.325882352941
114L_012,114L,114,L,12,-662.257272727273,2111.37909090909
114L_013,114L,114,L,13,-994.290909090909,1616.17
114L_014,114L,114,L,14,-723.504444444445,1155.77888888889
114L_015,114L,114,L,15,-995.869444444445,2167.34944444444
114L_016,114L,114,L,16,-1823.58705882353,1242.68588235294
114L_017,114L,114,L,17,-906.989230769231,1489.08923076923
114L_018,114L,114,L,18,-1048.10285714286,2006.53857142857
114L_019,114L,114,L,19,-488.724137931035,2120.86896551724
114L_020,114L,114,L,20,-1841.44705882353,903.345882352941
114L_021,114L,114,L,21,-828.68,2152.78181818182
114L_022,114L,114,L,22,-1958.46903225806,768.972258064516
114L_023,114L,114,L,23,-1736.29272727273,896.087272727273
114L_024,114L,114,L,24,-953.7,1151.81
114L_025,114L,114,L,25,-676.87,678.52
114L_026,114L,114,L,26,-1104.98470588235,2058.99294117647
114L_027,114L,114,L,27,-1548.18285714286,1089.3
114L_028,114L,114,L,28,-1626.00142857143,1335.51285714286
114L_029,114L,114,L,29,-1882.42,839.26
114L_030,114L,114,L,30,-1739.54,514.208
114L_031,114L,114,L,31,-1014.14923076923,506.789230769231
114L_032,114L,114,L,32,-1194.81,566.257142857143
114L_033,114L,114,L,33,-1295.42133333333,1723.92533333333
114L_034,114L,114,L,34,-784.03,1383.99
114L_035,114L,114,L,35,-646.252857142857,1580.45
114L_036,114L,114,L,36,-755.0075,1051.3475
114L_037,114L,114,L,37,-1278.15666666667,1211.34333333333
114L_038,114L,114,L,38,-309.417037037037,1300.97407407407
114L_039,114L,114,L,39,-1471.64,1485.792
114L_040,114L,114,L,40,-1558.95555555556,994.046666666667
114L_041,114L,114,L,41,-837.61,576.462857142857
114L_042,114L,114,L,42,-1495.45333333333,1147.345
114L_043,114L,114,L,43,-1328.76,1272.365
114L_044,114L,114,L,44,-892.765882352941,1037.82117647059
114L_045,114L,114,L,45,-1244.56285714286,874.98
114L_046,114L,114,L,46,-605.43,780.577142857143
114L_047,114L,114,L,47,-1666.61166666667,1258.97
114L_048,114L,114,L,48,-1069.79,1258.97
114L_049,114L,114,L,49,-1025.14,866.05
114L_050,114L,114,L,50,-1364.48,1521.512
114L_051,114L,114,L,51,-1412.10666666667,712.255555555555
114L_052,114L,114,L,52,-834.038,503.492
114L_053,114L,114,L,53,-919.766,748.174
114L_054,114L,114,L,54,-1165.7875,944.1875
114L_055,114L,114,L,55,-1352.57333333333,1364.14555555556
114L_056,114L,114,L,56,-1082.292,1419.71
114L_057,114L,114,L,57,-989.42,1241.11
114L_058,114L,114,L,58,-1058.6275,1158.5075
114L_059,114L,114,L,59,-807.248,1267.9
114L_060,114L,114,L,60,-1246.32923076923,993.130769230769
114L_061,114L,114,L,61,-1009.5125,712.0075
114L_062,114L,114,L,62,-787.857142857143,785.68
114L_063,114L,114,L,63,-1657.10923076923,1100.29076923077
114L_064,114L,114,L,64,-1322.80666666667,529.686666666667
114L_065,114L,114,L,65,-1568.29411764706,1555.76117647059
114L_066,114L,114,L,66,-1644.74461538462,476.564615384615
114L_067,114L,114,L,67,-1619.39090909091,372.464545454545
114L_068,114L,114,L,68,-1492.47666666667,729.123333333333
114L_069,114L,114,L,69,-1177.76181818182,1600.74545454545
114L_070,114L,114,L,70,-1025.14,647.902857142857
114L_071,114L,114,L,71,-1110.868,1660.82
114L_072,114L,114,L,72,-1147.9275,1301.3875
114L_073,114L,114,L,73,-1400.2,964.28
114L_074,114L,114,L,74,-828.68,1835.29846153846
114L_075,114L,114,L,75,-943.777777777778,859.104444444445
114L_076,114L,114,L,76,-653.056666666667,1413.75666666667
114L_077,114L,114,L,77,-1250.45076923077,1346.20923076923
114L_078,114L,114,L,78,-1491.7325,819.1675
114L_079,114L,114,L,79,-1430.81714285714,892.84
114L_080,114L,114,L,80,-1507.36,928.56
114L_081,114L,114,L,81,-1136.50235294118,883.384705882353
114L_082,114L,114,L,82,-1069.79,571.36
114L_083,114L,114,L,83,-1043.0,401.69
114L_084,114L,114,L,84,-1275.18,601.977142857143
114L_085,114L,114,L,85,-1242.43666666667,800.563333333333
114L_086,114L,114,L,86,-1476.51090909091,610.327272727273
114L_087,114L,114,L,87,-1524.22777777778,880.933333333333
114L_088,114L,114,L,88,-1051.93,812.47
114L_089,114L,114,L,89,-859.297142857143,1616.17
114L_090,114L,114,L,90,-1629.03125,590.33625
114L_091,114L,114,L,91,-565.245,1314.7825
114L_092,114L,114,L,92,-954.81625,1719.98125
114L_093,114L,114,L,93,-1214.04384615385,2022.82846153846
114L_094,114L,114,L,94,-1126.34666666667,1908.87555555556
114L_095,114L,114,L,95,-730.45,1779.1425
114L_096,114L,114,L,96,-813.0525,1198.6925
114L_097,114L,114,L,97,-812.308333333333,1915.325
114L_098,114L,114,L,98,-1905.69212121212,311.03696969697
114L_099,114L,114,L,99,-1717.71111111111,1055.56444444444
114L_100,114L,114,L,100,-1328.76,1437.57
114L_101,114L,114,L,101,-1382.34,1635.02222222222
114L_102,114L,114,L,102,-1798.41185185185,777.080740740741
114L_103,114L,114,L,103,-1826.45866666667,686.854666666667
114L_104,114L,114,L,104,-1691.91333333333,967.256666666667
114L_105,114L,114,L,105,-1917.14777777778,665.621111111111
114L_106,114L,114,L,106,-1607.8225,718.705
114L_107,114L,114,L,107,-900.12,1298.51714285714
114L_108,114L,114,L,108,-600.468888888889,541.593333333333
114L_109,114L,114,L,109,-1003.708,1069.05866666667
114L_110,114L,114,L,110,-846.54,892.84
114L_111,114L,114,L,111,-1737.15866666667,399.904
114L_112,114L,114,L,112,-228.584,1789.412
114L_113,114L,114,L,113,-1473.426,1541.158
114L_114,114L,114,L,114,-1195.80222222222,1778.89444444444
114L_115,114L,114,L,115,-1076.16857142857,1576.62285714286
114L_116,114L,114,L,116,-1430.562,1744.762
114L_117,114L,114,L,117,-716.649090909091,1427.01636363636
114L_118,114L,114,L,118,-1400.2,1227.715
114L_119,114L,114,L,119,-1465.68666666667,1037.70444444444
114L_120,114L,114,L,120,-710.605555555555,1551.67555555556
114L_121,114L,114,L,121,-1498.43,1273.00285714286
114L_122,114L,114,L,122,-1932.56538461538,479.999230769231
114L_123,114L,114,L,123,-1657.384,1556.04133333333
114L_124,114L,114,L,124,-721.52,1860.852
114L_125,114L,114,L,125,-1873.06476190476,1086.74857142857
114L_126,114L,114,L,126,-891.19,517.78
114L_127,114L,114,L,127,-969.575555555556,1994.20666666667
114L_128,114L,114,L,128,-648.095555555556,1029.76666666667
114L_129,114L,114,L,129,-1039.03111111111,1890.02333333333
114L_130,114L,114,L,130,-1617.76727272727,1073.06363636364
114L_131,114L,114,L,131,-1352.57333333333,998.015555555555
114L_132,114L,114,L,132,-1092.45846153846,1825.68153846154
114L_133,114L,114,L,133,-1873.49,600.134444444445
114L_134,114L,114,L,134,-1537.12666666667,1188.52222222222
114L_135,114L,114,L,135,-971.56,1776.91
114L_136,114L,114,L,136,-1683.57866666667,686.854666666667
114L_137,114L,114,L,137,-1805.02666666667,524.924
114L_138,114L,114,L,138,-967.438461538462,1868.27076923077
114L_139,114L,114,L,139,-1650.24,1163.29142857143
114L_140,114L,114,L,140,-951.4675,468.665
114R_001,114R,114,R,1,1301.76285714286,1392.92
114R_002,114R,114,R,2,1189.5,830.33
114R_003,114R,114,R,3,1314.52,1223.25
114R_004,114R,114,R,4,1164.77076923077,486.181538461538
114R_005,114R,114,R,5,1073.41,1821.56
114R_006,114R,114,R,6,1171.64,1151.81
114R_007,114R,114,R,7,1158.88285714286,964.28
114R_008,114R,114,R,8,809.975,1887.04666666667
114R_009,114R,114,R,9,1019.83,830.33
114R_010,114R,114,R,10,948.39,874.98
114R_011,114R,114,R,11,644.77,2129.00714285714
114R_012,114R,114,R,12,925.172,1839.42
114R_013,114R,114,R,13,573.33,1062.51
114R_014,114R,114,R,14,984.921818181818,2149.53454545455
114R_015,114R,114,R,15,1635.107,1248.254
114R_016,114R,114,R,16,873.973333333333,1680.66444444444
114R_017,114R,114,R,17,952.217142857143,1964.44
114R_018,114R,114,R,18,475.1,2301.5475
114R_019,114R,114,R,19,829.552307692308,2192.49846153846
114R_020,114R,114,R,20,1717.74384615385,631.122307692308
114R_021,114R,114,R,21,1639.572,978.568
114R_022,114R,114,R,22,1048.60444444444,1173.63888888889
114R_023,114R,114,R,23,585.507272727273,681.767272727273
114R_024,114R,114,R,24,1010.9,2050.168
114R_025,114R,114,R,25,1388.93666666667,1032.74333333333
114R_026,114R,114,R,26,1716.37,1008.93
114R_027,114R,114,R,27,1555.63,1017.86
114R_028,114R,114,R,28,1534.79333333333,412.604444444445
114R_029,114R,114,R,29,870.004444444445,648.753333333333
114R_030,114R,114,R,30,1010.9,571.36
114R_031,114R,114,R,31,1200.49076923077,1649.82923076923
114R_032,114R,114,R,32,812.2075,1573.7525
114R_033,114R,114,R,33,689.42,1687.61
114R_034,114R,114,R,34,662.63,1410.78
114R_035,114R,114,R,35,1496.09666666667,1163.71666666667
114R_036,114R,114,R,36,321.229230769231,1328.34923076923
114R_037,114R,114,R,37,1246.05666666667,1532.82333333333
114R_038,114R,114,R,38,1341.31,991.07
114R_039,114R,114,R,39,758.6275,712.0075
114R_040,114R,114,R,40,1397.86666666667,1194.47555555556
114R_041,114R,114,R,41,1430.61,1125.02
114R_042,114R,114,R,42,780.9525,944.1875
114R_043,114R,114,R,43,1345.775,595.173333333333
114R_044,114R,114,R,44,552.493333333333,816.935
114R_045,114R,114,R,45,1502.05,1357.2
114R_046,114R,114,R,46,1072.41777777778,1236.14888888889
114R_047,114R,114,R,47,918.623333333333,1122.04333333333
114R_048,114R,114,R,48,1227.4525,1466.5925
114R_049,114R,114,R,49,1252.01,758.89
114R_050,114R,114,R,50,741.376363636364,577.854545454545
114R_051,114R,114,R,51,900.168,955.35
114R_052,114R,114,R,52,999.534545454546,990.258181818182
114R_053,114R,114,R,53,612.026666666667,1230.19555555556
114R_054,114R,114,R,54,1025.94,1556.48
114R_055,114R,114,R,55,814.44,1307.192
114R_056,114R,114,R,56,1019.83,1267.9
114R_057,114R,114,R,57,698.35,1294.69
114R_058,114R,114,R,58,1075.84545454545,972.398181818182
114R_059,114R,114,R,59,853.732,742.816
114R_060,114R,114,R,60,655.9325,765.5875
114R_061,114R,114,R,61,1375.244,1253.612
114R_062,114R,114,R,62,1171.64,549.035
114R_063,114R,114,R,63,1331.00615384615,1721.95615384615
114R_064,114R,114,R,64,1652.66933333333,382.044
114R_065,114R,114,R,65,1310.055,488.013333333333
114R_066,114R,114,R,66,1377.03,848.19
114R_067,114R,114,R,67,1082.34,1719.50285714286
114R_068,114R,114,R,68,939.46,788.656666666667
114R_069,114R,114,R,69,1000.97777777778,1777.90222222222
114R_070,114R,114,R,70,901.755555555555,1309.57333333333
114R_071,114R,114,R,71,1248.18285714286,1017.86
114R_072,114R,114,R,72,800.407142857143,2069.04857142857
114R_073,114R,114,R,73,900.763333333334,1050.60333333333
114R_074,114R,114,R,74,633.855555555555,1577.47333333333
114R_075,114R,114,R,75,1144.85,1276.83
114R_076,114R,114,R,76,1299.63666666667,889.863333333333
114R_077,114R,114,R,77,1265.405,1200.925
114R_078,114R,114,R,78,903.74,1241.11
114R_079,114R,114,R,79,850.16,830.33
114R_080,114R,114,R,80,900.168,601.722
114R_081,114R,114,R,81,932.316,445.149333333333
114R_082,114R,114,R,82,1144.85,687.45
114R_083,114R,114,R,83,1085.31666666667,889.863333333333
114R_084,114R,114,R,84,1296.66,660.66
114R_085,114R,114,R,85,1478.832,1064.296
114R_086,114R,114,R,86,948.39,723.17
114R_087,114R,114,R,87,948.39,1616.17
114R_088,114R,114,R,88,1396.16571428571,410.62
114R_089,114R,114,R,89,617.98,2228.768
114R_090,114R,114,R,90,1480.36285714286,767.82
114R_091,114R,114,R,91,1477.4925,1247.8075
114R_092,114R,114,R,92,1457.4,880.082857142857
114R_093,114R,114,R,93,792.115,1113.11333333333
114R_094,114R,114,R,94,655.684444444444,1138.91111111111
114R_095,114R,114,R,95,1249.38352941176,1881.44352941176
114R_096,114R,114,R,96,920.226153846154,531.518461538462
114R_097,114R,114,R,97,1298.8925,1122.7875
114R_098,114R,114,R,98,1579.44333333333,1473.29
114R_099,114R,114,R,99,1668.148,1076.798
114R_100,114R,114,R,100,903.74,1473.29
114R_101,114R,114,R,101,1436.1380952381,1550.25809523809
114R_102,114R,114,R,102,1438.16615384615,1458.86461538462
114R_103,114R,114,R,103,1234.15,1116.09
114R_104,114R,114,R,104,1296.66,816.935
114R_105,114R,114,R,105,943.287142857143,2099.66571428571
114R_106,114R,114,R,106,1385.96,1482.22
114R_107,114R,114,R,107,1151.79555555556,1077.39333333333
114R_108,114R,114,R,108,1107.06923076923,2007.02923076923
114R_109,114R,114,R,109,1076.982,1367.916
114R_110,114R,114,R,110,1582.42,901.77
114R_111,114R,114,R,111,1416.57714285714,571.36
114R_112,114R,114,R,112,1028.76,1321.48
114R_113,114R,114,R,113,1475.26,492.776
114R_114,114R,114,R,114,1161.71777777778,1746.15111111111
114R_115,114R,114,R,115,1138.1525,1408.5475
114R_116,114R,114,R,116,871.592,2143.04
114R_117,114R,114,R,117,1562.93636363636,1233.80363636364
114R_118,114R,114,R,118,1126.99,441.875
114R_119,114R,114,R,119,970.077142857143,1339.34
114R_120,114R,114,R,120,233.245833333334,2291.12916666667
114R_121,114R,114,R,121,1287.73,1598.31
114R_122,114R,114,R,122,1124.55454545455,644.423636363636
114R_123,114R,114,R,123,792.115,508.85
114R_124,114R,114,R,124,824.645714285714,908.148571428571
114R_125,114R,114,R,125,1088.29333333333,732.1
114R_126,114R,114,R,126,1305.59,776.75
114R_127,114R,114,R,127,493.952222222222,1085.33111111111
114R_128,114R,114,R,128,857.514117647059,2004.36235294118
114R_129,114R,114,R,129,190.963636363636,1957.94545454545
114R_130,114R,114,R,130,1340.49818181818,1068.19272727273
114R_131,114R,114,R,131,1614.568,719.002666666667
114R_132,114R,114,R,132,1595.815,695.487
114R_133,114R,114,R,133,1461.865,715.728333333333
114R_134,114R,114,R,134,1100.2,1196.46
114R_135,114R,114,R,135,1039.67444444444,792.625555555555
