stimulus,subject,thresholds
T3,325,0.007071067811865476
T3,326,0.00026278012976678575
T3,328,0.00014328188175072987
T3,329,0.0010511205190671432
T3,330,0.00044194173824159215
T3,331,9.290680585958756e-05
T3,332,0.0010511205190671432
T3,333,0.0029730177875068025
T3,334,0.0077110541270397044
T3,335,0.008408964152537146
T3,336,0.00013139006488339288
T3,337,0.0029730177875068025
T3,338,3.480073117735703e-05
T3,341,0.001767766952966369
T3,342,0.0005731275270029196
T3,343,0.02
T3,344,0.00026278012976678575
T3,345,0.002292510108011678
T3,346,0.0035355339059327372
T3,347,0.002102241038134287
T3,348,0.02
T3,349,0.00010131559020711014
T3,350,1.953125e-05
T3,351,0.0010511205190671432
T3,352,0.0006815673329157862
T3,354,7.8125e-05
T3,356,1.2664448775888775e-05
T3,357,0.00034078366645789293
T3,359,4.477558804710312e-06
T3,360,0.008408964152537146
T3,363,0.02
T3,364,0.0009638817658799634
T3,365,0.000625
T3,366,0.02
T3,369,0.000625
T3,371,3.4526698300124383e-06
T3,373,0.00022097086912079616
T3,374,0.001767766952966369
T3,376,0.0009638817658799634
T3,377,9.290680585958756e-05
T3,379,0.00044194173824159215
T3,380,0.01
T3,381,0.02
T3,382,0.0004052623608284406
T3,384,0.0004819408829399816
T3,385,0.02
T3,386,0.0002865637635014598
T3,388,0.00018581361171917516
T3,391,0.00022097086912079616
T3,393,0.0005255602595335716
T3,394,0.0004052623608284406
T3,396,0.0005255602595335716
T3,397,0.002102241038134287
T3,399,0.0014865088937534015
T3,401,0.02
T3,403,0.0003716272234383503
T3,404,0.00011048543456039808
T3,405,0.00034078366645789293
T3,406,0.00015625
T3,407,0.0011462550540058394
T3,409,0.02
T3,410,2.3226701464896908e-05
T3,411,2.3226701464896908e-05
T3,413,0.000625
T3,414,0.0035355339059327372
T3,417,4.6453402929793816e-05
T3,420,0.001767766952966369
T3,421,0.0005731275270029196
T3,422,4.2597958307236644e-05
T3,425,7.8125e-05
T3,426,4.6453402929793816e-05
T3,427,0.0011462550540058394
T3,429,0.0038555270635198522
T3,431,0.0005255602595335716
T3,432,0.005946035575013606
T3,433,0.0008105247216568812
T3,434,1.642375811042412e-05
T3,435,0.00012048522073499545
T3,436,0.00022097086912079616
T3,439,0.0003125
T3,441,0.00015625
T3,442,7.075966127061776e-05
T3,445,0.00012817739937619348
T3,448,5.524271728019903e-05
T3,449,0.00025635479875238696
T3,454,6.905339660024877e-06
T3,455,2.7621358640099516e-05
T3,456,0.002102241038134287
T3,457,0.0010511205190671432
T3,458,0.00026278012976678575
T3,459,0.02
T3,460,8.519591661447329e-05
T3,461,0.00013139006488339288
T3,463,6.569503244169649e-05
T3,464,5.524271728019903e-05
T3,465,0.0029730177875068025
T3,466,3.1661121939721903e-06
T3,468,0.0035355339059327372
T3,469,0.0003125
T3,470,0.00013139006488339288
T3,471,9.290680585958756e-05
T3,472,1.064948957680916e-05
T3,473,0.00026278012976678575
T3,474,0.00012048522073499545
T3,475,0.001132154580329883
T3,476,5.0657795103555064e-05
T3,477,0.02
T3,480,9.290680585958756e-05
T3,481,1.7263349150062191e-06
T3,482,0.00010131559020711014
T3,483,1.7910235218841247e-05
T3,484,0.02
T3,490,6.024261036749771e-05
T3,491,0.02
T3,493,7.164094087536494e-05
T3,494,0.0004819408829399816
T3,495,3.90625e-05
T3,496,8.519591661447329e-05
T3,497,2.566212204753767e-07
T3,498,0.00014328188175072987
T3,500,3.90625e-05
T3,501,0.0029730177875068025
T3,502,0.0005255602595335716
T3,503,0.00015625
T3,504,9.765625e-06
T3,505,7.164094087536494e-05
T3,506,9.290680585958756e-05
T3,507,2.129897915361832e-05
T3,508,0.00026278012976678575
T3,509,3.90625e-05
T3,510,0.0003716272234383503
T3,511,0.0002409704414699909
T3,516,1.7263349150062191e-06
T3,519,0.0001703918332289466
T3,520,0.004204482076268573
T3,523,0.0019277635317599257
T3,524,0.0019277635317599257
T3,526,7.8125e-05
T3,527,6.569503244169649e-05
T3,529,5.0657795103555064e-05
T3,530,0.00044194173824159215
T3,532,6.905339660024877e-06
T3,535,3.7651631479686057e-06
T3,537,0.0006815673329157862
T3,539,0.0004819408829399816
T3,540,0.00011048543456039808
T3,541,0.00018581361171917516
T3,542,0.00010131559020711014
T3,544,3.0121305183748856e-05
T3,545,2.3226701464896908e-05
T3,548,0.0008838834764831845
T3,549,0.02
T3,551,0.00015625
T3,552,1.953125e-05
T3,553,8.519591661447329e-05
T3,554,5.524271728019903e-05
T3,555,3.2847516220848246e-05
T3,556,8.21187905521206e-06
T3,557,1.1613350732448454e-05
T3,558,0.0003125
T3,559,6.3322243879443805e-06
T3,562,0.0006815673329157862
T3,563,0.001767766952966369
T3,564,5.524271728019903e-05
T3,565,0.00018581361171917516
T3,567,0.0014865088937534015
T3,568,9.290680585958756e-05
T3,570,0.00044194173824159215
T3,572,5.80667536622422e-06
T3,573,0.001621049443313762
T3,574,0.004204482076268573
T3,575,2.7621358640099516e-05
T3,576,0.0019277635317599257
T3,577,0.005452538663326289
T3,580,0.0005731275270029196
T3,581,0.005452538663326289
T3,582,1.642375811042412e-05
T3,583,0.0004052623608284406
T3,700,1.2664448775888775e-05
T3,701,0.005
T3,702,0.0005255602595335716
T3,703,0.00018581361171917516
T3,704,5.524271728019903e-05
T3,705,0.004204482076268573
T3,706,0.000139202924709428
T3,707,0.0001703918332289466
T3,708,0.00012048522073499545
T3,709,0.00044194173824159215
T3,710,0.00014328188175072987
T3,711,0.02
T3,712,1.064948957680916e-05
T3,713,0.00125
T3,714,0.001621049443313762
T3,715,3.582047043768246e-05
T3,716,1.1613350732448454e-05
T3,719,0.0029730177875068025
T3,720,3.4526698300124383e-06
T3,721,1.5060652591874424e-05
T3,723,0.00011048543456039808
T3,724,0.0038555270635198522
T3,725,6.905339660024877e-06
T3,727,5.480771720260607e-06
T3,728,0.00125
T3,731,3.7651631479686057e-06
T3,732,0.02
T3,733,4.477558804710312e-06
T3,735,0.008408964152537146
T3,737,5.0657795103555064e-05
T3,738,0.0005731275270029196
T3,739,9.765625e-06
T3,740,6.3322243879443805e-06
T3,743,0.00013139006488339288
T3,745,7.164094087536494e-05
T3,746,6.024261036749771e-05
T3,748,0.0025
T3,749,1.1613350732448454e-05
T3,750,3.0121305183748856e-05
T3,751,5.324744788404584e-06
T3,752,6.905339660024877e-06
T3,753,0.02
T3,754,0.0011462550540058394
T3,755,6.3322243879443805e-06
T3,756,0.02
T3,760,0.001363134665831572
T3,761,1.7910235218841247e-05
T3,762,3.1661121939721903e-06
T3,763,0.000625
T3,764,6.569503244169649e-05
T3,765,2.44140625e-06
T3,766,0.0001703918332289466
T3,767,0.0005568116988377119
T3,771,2.7621358640099516e-05
T3,772,3.582047043768246e-05
T3,774,0.02
T3,775,0.0003125
T3,776,0.006484197773255049
T3,778,0.00026278012976678575
T3,782,1.2664448775888775e-05
T3,783,0.0002409704414699909
T3,784,0.0005255602595335716
T3,787,0.004204482076268573
T3,788,0.0002865637635014598
T3,789,0.02
T3,790,7.164094087536494e-05
T3,791,5.80667536622422e-06
T3,792,4.6453402929793816e-05
T3,793,0.0003716272234383503
T3,794,1.5060652591874424e-05
T3,795,0.004204482076268573
T3,796,0.0029730177875068025
T3,797,0.0029730177875068025
T3,798,0.0009638817658799634
T3,799,5.524271728019903e-05
T3,800,0.0029730177875068025
T3,801,0.00011048543456039808
T3,804,0.0005255602595335716
T3,805,0.0005255602595335716
T3,806,5.324744788404584e-06
T3,807,0.0010511205190671432
T3,809,0.0004052623608284406
T3,810,0.004204482076268573
T3,812,0.00026278012976678575
T3,813,4.477558804710312e-06
T3,814,0.0006815673329157862
T3,815,6.1519582514398185e-06
T3,816,9.765625e-06
T3,901,0.005
T3,902,0.0035355339059327372
T3,903,0.001767766952966369
T3,905,7.164094087536494e-05
T3,906,4.6453402929793816e-05
T3,909,0.0008838834764831845
T3,911,0.0005255602595335716
T3,912,0.005946035575013606
T3,914,0.00010131559020711014
T3,917,3.2847516220848246e-05
T3,918,0.0019277635317599257
