stimulus,subject,thresholds
T1,422,0.001621049443313762
T1,425,0.0010511205190671432
T1,426,7.8125e-05
T1,427,2.3226701464896908e-05
T1,429,3.2847516220848246e-05
T1,431,1.2664448775888775e-05
T1,432,0.00044194173824159215
T1,433,0.0032420988866275246
T1,434,0.0009638817658799634
T1,435,0.00034078366645789293
T1,436,3.582047043768246e-05
T1,439,2.7621358640099516e-05
T1,441,0.0004819408829399816
T1,442,5.324744788404584e-06
T1,445,6.024261036749771e-05
T1,448,0.0004052623608284406
T1,449,3.0121305183748856e-05
T1,454,0.00014328188175072987
T1,455,3.2847516220848246e-05
T1,456,5.524271728019903e-05
T1,457,4.6453402929793816e-05
T1,458,4.6453402929793816e-05
T1,459,3.90625e-05
T1,460,2.129897915361832e-05
T1,461,1.7910235218841247e-05
T1,463,9.765625e-06
T1,464,3.90625e-05
T1,465,7.164094087536494e-05
T1,466,2.7621358640099516e-05
T1,468,1.0961543440521223e-05
T1,469,0.005946035575013606
T1,470,4.6453402929793816e-05
T1,471,0.00011048543456039808
T1,472,1.064948957680916e-05
T1,473,0.0032420988866275246
T1,474,3.629172103890143e-07
T1,475,5.524271728019903e-05
T1,476,0.00125
T1,477,0.00010131559020711014
T1,480,2.5328897551777525e-05
T1,481,5.80667536622422e-06
T1,482,0.001621049443313762
T1,483,0.0032420988866275246
T1,484,0.0019277635317599257
T1,490,0.002102241038134287
T1,491,0.0025
T1,493,4.2597958307236644e-05
T1,494,5.524271728019903e-05
T1,495,5.80667536622422e-06
T1,496,1.5060652591874424e-05
T1,497,1.064948957680916e-05
T1,498,0.00010131559020711014
T1,500,5.524271728019903e-05
T1,501,0.00125
T1,502,0.001363134665831572
T1,503,0.0029730177875068025
T1,504,9.765625e-06
T1,505,0.004204482076268573
T1,506,1.7263349150062191e-06
T1,507,0.001363134665831572
T1,508,0.0005255602595335716
T1,509,0.00026278012976678575
T1,510,1.3810679320049755e-05
T1,511,5.0657795103555064e-05
T1,516,5.324744788404584e-06
T1,519,0.0008838834764831845
T1,520,0.00015625
T1,523,1.7910235218841247e-05
T1,524,0.0008838834764831845
T1,526,0.0004052623608284406
T1,527,5.524271728019903e-05
T1,529,0.000625
T1,530,3.0121305183748856e-05
T1,532,2.3226701464896908e-05
T1,535,1.2303916502879627e-05
T1,537,0.00017538469504833963
T1,539,0.005452538663326289
T1,540,0.0032420988866275246
T1,541,0.00125
T1,542,3.0121305183748856e-05
T1,544,2.7621358640099516e-05
T1,545,0.0001703918332289466
T1,548,0.00125
T1,549,0.004204482076268573
T1,551,3.90625e-05
T1,552,4.2597958307236644e-05
T1,553,7.8125e-05
T1,554,0.008408964152537146
T1,555,2.44140625e-06
T1,556,5.524271728019903e-05
T1,557,3.90625e-05
T1,558,2.5328897551777525e-05
T1,559,0.0002409704414699909
T1,562,4.6453402929793816e-05
T1,563,8.955117609420624e-06
T1,564,6.905339660024877e-06
T1,565,0.00020263118041422028
T1,567,1.7910235218841247e-05
T1,568,1.7910235218841247e-05
T1,570,0.001621049443313762
T1,572,0.0008105247216568812
T1,573,7.164094087536494e-05
T1,574,0.02
T1,575,7.164094087536494e-05
T1,576,1.953125e-05
T1,577,1.3810679320049755e-05
T1,580,2.3226701464896908e-05
T1,581,0.0001703918332289466
T1,582,0.0001703918332289466
T1,583,5.524271728019903e-05
T1,700,5.524271728019903e-05
T1,701,4.2597958307236644e-05
T1,702,0.0077110541270397044
T1,703,3.0121305183748856e-05
T1,704,1.953125e-05
T1,705,0.0002409704414699909
T1,706,7.8125e-05
T1,707,0.00015625
T1,708,0.0038555270635198522
T1,709,0.001767766952966369
T1,710,0.00020263118041422028
T1,711,0.005452538663326289
T1,712,6.905339660024877e-06
T1,713,2.5328897551777525e-05
T1,714,0.00010131559020711014
T1,715,1.3810679320049755e-05
T1,716,0.00011048543456039808
T1,719,0.0008105247216568812
T1,720,3.90625e-05
T1,721,1.642375811042412e-05
T1,723,1.5060652591874424e-05
T1,724,5.0657795103555064e-05
T1,725,1.1613350732448454e-05
T1,727,1.3810679320049755e-05
T1,728,1.3810679320049755e-05
T1,731,0.0027262693316631443
T1,732,0.0025
T1,733,0.00020263118041422028
T1,735,0.0029730177875068025
T1,737,0.0004819408829399816
T1,738,0.00020263118041422028
T1,739,7.8125e-05
T1,740,1.2664448775888775e-05
T1,743,6.103515625e-07
T1,745,9.290680585958756e-05
T1,746,0.002102241038134287
T1,748,6.905339660024877e-06
T1,749,1.3810679320049755e-05
T1,750,1.5060652591874424e-05
T1,751,0.00022097086912079616
T1,752,0.00013139006488339288
T1,753,2.7621358640099516e-05
T1,754,0.002292510108011678
T1,755,6.655930985505728e-07
T1,756,2.7621358640099516e-05
T1,760,1.3810679320049755e-05
T1,761,4.6453402929793816e-05
T1,762,0.00044194173824159215
T1,763,8.519591661447329e-05
T1,764,1.3810679320049755e-05
T1,765,6.571778284337683e-06
T1,766,3.4526698300124383e-06
T1,767,0.00020263118041422028
T1,771,3.582047043768246e-05
T1,772,9.765625e-06
T1,774,0.0007432544468767007
T1,775,0.00010131559020711014
T1,776,0.0003937253280921479
T1,778,1.953125e-05
T1,782,7.164094087536494e-05
T1,783,6.569503244169649e-05
T1,784,1.1613350732448454e-05
T1,787,2.7621358640099516e-05
T1,788,0.00125
T1,789,0.0005731275270029196
T1,790,0.0011462550540058394
T1,791,4.477558804710312e-06
T1,792,1.3810679320049755e-05
T1,793,0.00026278012976678575
T1,794,0.0002865637635014598
T1,795,3.0121305183748856e-05
T1,796,0.0027262693316631443
T1,797,0.0005568116988377119
T1,798,9.290680585958756e-05
T1,799,0.00015625
T1,800,1.7910235218841247e-05
T1,801,7.8125e-05
T1,804,9.765625e-06
T1,805,0.00013139006488339288
T1,806,0.00011048543456039808
T1,807,0.0003125
T1,809,0.0001703918332289466
T1,810,0.0008105247216568812
T1,812,3.90625e-05
T1,813,0.002102241038134287
T1,814,1.1613350732448454e-05
T1,815,2.903337683112115e-06
T1,816,0.00034078366645789293
T1,901,0.0004052623608284406
T1,902,0.001621049443313762
T1,903,9.290680585958756e-05
T1,905,0.0032420988866275246
T1,906,3.90625e-05
T1,909,0.00018581361171917516
T1,911,0.0002865637635014598
T1,912,2.7621358640099516e-05
T1,914,0.00015625
T1,917,2.129897915361832e-05
T1,918,0.004585020216023356
T2,33,4.656612873077393e-10
T2,36,1.7080531329003541e-09
T2,37,8.429369702178796e-08
T2,38,4.2701328322509e-10
T2,39,8.860283456763037e-09
T2,42,2.8725915130375724e-09
T2,45,2.835290706164173e-07
T2,46,5.820766091346741e-11
T2,52,2.365411895466154e-08
T2,53,8.429369702178796e-08
T2,55,8.652620563245176e-12
T2,56,2.0579515874460004e-11
T2,61,2.107342425544706e-08
T2,66,1.4362957565187887e-09
T2,67,6.038879764503843e-10
T2,68,8.860283456763037e-09
T2,77,3.019439882251927e-10
T2,107,2.8725915130375724e-09
T2,108,4.2146848510894055e-08
T2,110,3.345197583166876e-08
T2,111,5.268356063861764e-09
T2,112,3.590739391296971e-10
T2,113,4.430141728381525e-09
T2,114,4.596146420860117e-08
T2,115,5.012133212409707e-08
T2,117,2.384185791015625e-07
T2,118,4.430141728381525e-09
T2,124,3.09190643942597e-07
T2,125,3.1325832577560658e-09
T2,126,4.2146848510894055e-08
T2,127,1.1490366052150291e-08
T2,178,1.0024266424819397e-07
T2,179,5.268356063861764e-09
T2,181,8.429369702178796e-08
T2,183,2.9802322387695312e-08
T2,184,1.2530333031024265e-08
T2,185,1.4176453530820861e-07
T2,186,1.9324415246412338e-08
T2,188,3.8648830492824617e-08
T2,190,3.4161062658007145e-09
T2,193,7.729766098564938e-08
T2,194,3.544113382705215e-08
T2,195,1.4901161193847656e-08
T2,196,4.2146848510894055e-08
T2,199,1.5662916288780356e-09
T2,200,5.960464477539063e-08
T2,201,1.0156144692238968e-09
T2,202,1.1490366052150291e-08
T2,205,6.038879764503843e-10
T2,208,4.596146420860117e-08
T2,211,1.1920928955078125e-07
T2,212,6.832212531601417e-09
T2,213,2.2150708641907584e-09
T2,217,5.465770025281145e-08
T2,218,4.2146848510894055e-08
T2,220,6.499932603032943e-08
T2,221,1.0024266424819397e-07
T2,222,5.078072346119475e-10
T2,224,6.832212531601417e-09
T2,226,1.4362957565187887e-09
T2,228,8.429369702178796e-08
T2,233,8.429369702178796e-08
T2,235,1.7080531329003541e-09
T2,239,3.1325832577560658e-09
T2,240,4.656612873077393e-10
T2,242,3.544113382705215e-08
T2,243,4.596146420860117e-08
T2,246,1.1920928955078125e-07
T2,247,5.012133212409707e-08
T2,249,7.18147878259393e-10
T2,251,4.2146848510894055e-08
T2,253,9.192292841720219e-08
T2,256,2.9802322387695312e-08
T2,257,3.544113382705215e-08
T2,258,9.192292841720219e-08
T2,259,2.634178031930877e-09
T2,260,1.6858739404357624e-07
T2,264,9.192292841720219e-08
T2,265,5.465770025281145e-08
T2,266,8.860283456763037e-09
T2,267,3.544113382705215e-08
T2,269,5.960464477539063e-08
T2,270,2.135066416125446e-10
T2,272,8.429369702178796e-08
T2,273,3.173795216324682e-11
T2,274,7.831458144390162e-10
T2,275,1.366442506320286e-08
T2,276,3.249966301516466e-08
T2,278,1.9324415246412338e-08
T2,280,2.0312289384477903e-09
T2,283,4.596146420860117e-08
T2,287,2.0048532849638832e-07
T2,288,1.545953219712985e-07
T2,290,2.8725915130375724e-09
T2,292,3.4161062658007145e-09
T2,297,6.265166515512121e-09
T2,298,1.4362957565187887e-09
T2,299,7.275957614183426e-12
T2,301,2.634178031930877e-09
T2,302,8.860283456763037e-09
T2,307,5.960464477539063e-08
T2,308,1.366442506320286e-08
T2,309,2.634178031930877e-09
T2,310,2.8725915130375724e-09
T2,311,2.3283064365386963e-10
T2,313,3.249966301516466e-08
T2,315,4.656612873077393e-10
T2,317,1.207775952900771e-09
T2,318,2.634178031930877e-09
T2,319,2.8725915130375724e-09
T2,320,4.596146420860117e-08
T2,321,2.107342425544706e-08
T2,323,4.4884242391212044e-11
T2,324,6.499932603032943e-08
T2,325,4.656612873077393e-10
T2,326,1.7720566913526107e-08
T2,328,9.662207623206151e-09
T2,329,1.0536712127723512e-08
T2,330,7.088226765410443e-08
T2,331,2.2150708641907584e-09
T2,332,1.1075354320953812e-09
T2,333,3.544113382705215e-08
T2,334,2.384185791015625e-07
T2,335,1.9324415246412338e-08
T2,336,3.544113382705215e-08
T2,337,1.6249831507582355e-08
T2,338,5.465770025281145e-08
T2,341,5.960464477539063e-08
T2,342,1.0931540050562273e-07
T2,343,1.862645149230957e-09
T2,344,1.1490366052150291e-08
T2,345,1.862645149230957e-09
T2,346,2.0312289384477903e-09
T2,347,1.6249831507582355e-08
T2,348,2.2980732104300543e-08
T2,349,7.353834273376191e-07
T2,350,1.366442506320286e-08
T2,351,4.8311038116030845e-09
T2,352,1.4901161193847656e-08
T2,354,3.019439882251927e-10
T2,356,9.313225746154785e-10
T2,357,3.4161062658007145e-09
T2,359,2.7688385802384526e-10
T2,360,1.862645149230957e-09
T2,363,3.544113382705215e-08
T2,364,2.7688385802384526e-10
T2,365,6.265166515512121e-09
T2,366,5.465770025281145e-08
T2,369,1.0536712127723512e-08
T2,371,2.107342425544706e-08
T2,373,2.107342425544706e-08
T2,374,2.107342425544706e-08
T2,376,7.088226765410443e-08
T2,377,7.088226765410443e-08
T2,379,1.3844192901192237e-10
T2,380,3.725290298461914e-09
T2,381,3.544113382705215e-08
T2,382,6.922096450596129e-11
T2,384,1.1075354320953812e-09
T2,385,1.0536712127723512e-08
T2,386,3.4161062658007145e-09
T2,388,2.634178031930877e-09
T2,391,1.0536712127723512e-08
T2,393,3.544113382705215e-08
T2,394,2.2980732104300543e-08
T2,396,7.088226765410443e-08
T2,397,8.429369702178796e-08
T2,399,8.860283456763037e-09
T2,401,4.1159031748919936e-11
T2,403,2.9802322387695312e-08
T2,404,8.860283456763037e-09
T2,405,8.860283456763037e-09
T2,406,7.088226765410443e-08
T2,407,9.192292841720219e-08
T2,409,1.545953219712985e-07
T2,410,2.634178031930877e-09
T2,411,3.725290298461914e-09
T2,413,8.540265664501784e-10
T2,414,8.124915753791163e-09
T2,417,9.662207623206151e-09
T2,420,5.012133212409707e-08
T2,421,5.465770025281145e-08
T2,422,4.2146848510894055e-08
T2,425,1.2530333031024265e-08
T2,426,1.8384585683440472e-07
T2,427,2.9802322387695312e-08
T2,429,5.268356063861764e-09
T2,431,5.745183026075156e-09
T2,432,4.37261602022491e-07
T2,433,2.506066606204849e-08
T2,434,4.2701328322509e-10
T2,435,1.6249831507582355e-08
T2,436,7.450580596923828e-09
T2,439,1.2695180865298687e-10
T2,441,1.7720566913526107e-08
T2,442,1.3344165100784033e-11
T2,445,9.192292841720219e-08
T2,448,3.1325832577560658e-09
T2,449,1.9324415246412338e-08
T2,454,1.3275425406401458e-08
T2,455,7.831458144390162e-10
T2,456,5.465770025281145e-08
T2,457,8.124915753791163e-09
T2,458,1.7720566913526107e-08
T2,459,1.7720566913526107e-08
T2,460,8.860283456763037e-09
T2,461,2.0312289384477903e-09
T2,463,2.107342425544706e-08
T2,464,2.7328850126405676e-08
T2,465,1.9073486328125e-06
T2,466,8.860283456763037e-09
T2,468,1.366442506320286e-08
T2,469,1.1341162824656693e-06
T2,470,4.2701328322509e-10
T2,471,1.9324415246412338e-08
T2,472,2.9802322387695312e-08
T2,473,1.4901161193847656e-08
T2,474,1.0675332080627247e-10
T2,475,4.596146420860117e-08
T2,476,1.4901161193847656e-08
T2,477,1.9324415246412338e-08
T2,480,5.268356063861764e-09
T2,481,3.249966301516466e-08
T2,482,7.729766098564938e-08
T2,483,1.4176453530820861e-07
T2,484,5.745183026075156e-09
T2,490,6.585445079827192e-10
T2,491,8.540265664501784e-10
T2,493,3.590739391296971e-10
T2,494,5.670581412328347e-07
T2,495,1.6870417897848562e-09
T2,496,5.012133212409707e-08
T2,497,3.8648830492824617e-08
T2,498,7.450580596923828e-09
T2,500,1.366442506320286e-08
T2,501,2.2150708641907584e-09
T2,502,1.5662916288780356e-09
T2,503,5.960464477539063e-08
T2,504,3.915729072195088e-10
T2,505,2.7328850126405676e-08
T2,506,7.548599705629814e-11
T2,507,4.062457876895588e-09
T2,508,1.7080531329003541e-09
T2,509,4.76837158203125e-07
T2,510,7.831458144390162e-10
T2,511,3.249966301516466e-08
T2,516,7.509714662402102e-08
T2,519,7.088226765410443e-08
T2,520,7.088226765410443e-08
T2,523,1.0024266424819397e-07
T2,524,2.835290706164173e-07
T2,526,2.107342425544706e-08
T2,527,1.6858739404357624e-07
T2,529,1.1920928955078125e-07
T2,530,2.506066606204849e-08
T2,532,5.960464477539063e-08
T2,535,1.1490366052150291e-08
T2,537,4.2146848510894055e-08
T2,539,5.012133212409707e-08
T2,540,7.088226765410443e-08
T2,541,1.6858739404357624e-07
T2,542,1.207775952900771e-09
T2,544,3.754857331201057e-08
T2,545,2.9802322387695312e-08
T2,548,5.670581412328347e-07
T2,549,2.1863080101124586e-07
T2,551,9.435749632037249e-12
T2,552,5.012133212409707e-08
T2,553,1.6858739404357624e-07
T2,554,2.0312289384477903e-09
T2,555,1.5097199411259606e-10
T2,556,2.8725915130375724e-09
T2,557,1.4362957565187887e-09
T2,558,5.960464477539063e-08
T2,559,1.545953219712985e-07
T2,562,1.7720566913526107e-08
T2,563,2.7688385802384526e-10
T2,564,7.450580596923828e-09
T2,565,2.0312289384477903e-09
T2,567,2.9802322387695312e-08
T2,568,3.4161062658007145e-09
T2,570,5.012133212409707e-08
T2,572,7.729766098564938e-08
T2,573,2.7328850126405676e-08
T2,574,1.9073486328125e-06
T2,575,1.7080531329003541e-09
T2,576,2.7328850126405676e-08
T2,577,3.915729072195088e-10
T2,580,2.9802322387695312e-08
T2,581,8.124915753791163e-09
T2,582,8.124915753791163e-09
T2,583,1.3170890159654409e-09
T2,700,5.820766091346741e-11
T2,701,1.0024266424819397e-07
T2,702,6.347590432649354e-11
T2,703,8.124915753791163e-09
T2,704,2.7328850126405676e-08
T2,705,4.596146420860117e-08
T2,706,3.8648830492824617e-08
T2,707,5.465770025281145e-08
T2,708,4.062457876895588e-09
T2,709,2.2980732104300543e-08
T2,710,2.2150708641907584e-09
T2,711,1.0024266424819397e-07
T2,712,5.820766091346741e-11
T2,713,1.3170890159654409e-09
T2,714,5.199946082426347e-07
T2,715,4.430141728381525e-09
T2,716,1.6249831507582355e-08
T2,719,7.18147878259393e-10
T2,720,1.1827059477330748e-08
T2,721,2.7688385802384526e-10
T2,723,2.9802322387695312e-08
T2,724,1.8384585683440472e-07
T2,725,4.2146848510894055e-08
T2,727,1.3344165100784033e-11
T2,728,1.1490366052150291e-08
T2,731,1.2530333031024265e-08
T2,732,2.107342425544706e-08
T2,733,3.4161062658007145e-09
T2,735,5.745183026075156e-09
T2,737,1.545953219712985e-07
T2,738,5.670581412328347e-07
T2,739,5.960464477539063e-08
T2,740,1.862645149230957e-09
T2,743,2.9802322387695312e-08
T2,745,3.249966301516466e-08
T2,746,1.1075354320953812e-09
T2,748,3.725290298461914e-09
T2,749,4.2146848510894055e-08
T2,750,1.5662916288780356e-09
T2,751,1.3275425406401458e-08
T2,752,4.2146848510894055e-08
T2,753,4.2146848510894055e-08
T2,754,1.4901161193847656e-08
T2,755,2.0312289384477903e-09
T2,756,1.6858739404357624e-07
T2,760,2.0312289384477903e-09
T2,761,5.268356063861764e-09
T2,762,7.450580596923828e-09
T2,763,3.590739391296971e-10
T2,764,1.4362957565187887e-09
T2,765,3.019439882251927e-10
T2,766,2.506066606204849e-08
T2,767,3.249966301516466e-08
T2,771,5.22687122369826e-10
T2,772,2.2150708641907584e-09
T2,774,3.4161062658007145e-09
T2,775,1.207775952900771e-09
T2,776,1.0536712127723512e-08
T2,778,2.9802322387695312e-08
T2,782,6.265166515512121e-09
T2,783,9.192292841720219e-08
T2,784,2.2980732104300543e-08
T2,787,9.662207623206151e-09
T2,788,1.2695180865298687e-10
T2,789,1.2999865206065866e-07
T2,790,6.832212531601417e-09
T2,791,9.313225746154785e-10
T2,792,1.862645149230957e-09
T2,793,1.1920928955078125e-07
T2,794,4.181496978958601e-09
T2,795,4.37261602022491e-07
T2,796,1.2999865206065866e-07
T2,797,4.2146848510894055e-08
T2,798,9.313225746154785e-10
T2,799,1.6249831507582355e-08
T2,800,2.699266863655771e-08
T2,801,2.7328850126405676e-08
T2,804,2.0312289384477903e-09
T2,805,1.0931540050562273e-07
T2,806,1.1075354320953812e-09
T2,807,1.0620340325121149e-07
T2,809,1.6249831507582355e-08
T2,810,1.9324415246412338e-08
T2,812,6.183812878851941e-07
T2,813,1.4176453530820861e-07
T2,814,5.745183026075156e-09
T2,815,1.0536712127723512e-08
T2,816,2.9802322387695312e-08
T2,901,2.655085081280287e-08
T2,902,5.012133212409707e-08
T2,903,1.6858739404357624e-07
T2,905,6.585445079827192e-10
T2,906,8.022190288498126e-08
T2,909,2.3283064365386963e-10
T2,911,4.2146848510894055e-08
T2,912,2.107342425544706e-08
T2,914,1.1490366052150291e-08
T2,917,1.862645149230957e-09
T2,918,9.192292841720219e-08
T3,33,6.569503244169649e-05
T3,36,3.582047043768246e-05
T3,37,1.064948957680916e-05
T3,38,3.7651631479686057e-06
T3,39,0.002102241038134287
T3,42,4.2597958307236644e-05
T3,45,0.0006815673329157862
T3,46,5.80667536622422e-06
T3,52,1.7910235218841247e-05
T3,53,0.02
T3,55,0.0003716272234383503
T3,56,0.00010131559020711014
T3,61,1.7263349150062191e-06
T3,66,1.7263349150062191e-06
T3,67,3.0121305183748856e-05
T3,68,3.1661121939721903e-06
T3,77,8.955117609420624e-06
T3,107,4.8828125e-06
T3,108,2.7621358640099516e-05
T3,110,3.4526698300124383e-06
T3,111,0.00011048543456039808
T3,112,0.02
T3,113,0.00018581361171917516
T3,114,0.00022097086912079616
T3,115,0.00022097086912079616
T3,117,8.21187905521206e-06
T3,118,2.3226701464896908e-05
T3,124,0.0038555270635198522
T3,125,0.0010511205190671432
T3,126,0.00011048543456039808
T3,127,3.90625e-05
T3,178,0.00012048522073499545
T3,179,0.00013139006488339288
T3,181,1.7910235218841247e-05
T3,183,8.21187905521206e-06
T3,184,9.765625e-06
T3,185,1.064948957680916e-05
T3,186,0.00015625
T3,188,0.008408964152537146
T3,190,1.3810679320049755e-05
T3,193,1.3810679320049755e-05
T3,194,3.0121305183748856e-05
T3,195,0.00026278012976678575
T3,196,3.582047043768246e-05
T3,199,4.2597958307236644e-05
T3,200,3.1661121939721903e-06
T3,201,1.064948957680916e-05
T3,202,9.765625e-06
T3,205,0.0005731275270029196
T3,208,0.00022097086912079616
T3,211,6.905339660024877e-06
T3,212,0.002102241038134287
T3,213,0.0003716272234383503
T3,217,0.00013139006488339288
T3,218,6.569503244169649e-05
T3,220,0.001767766952966369
T3,221,0.00013139006488339288
T3,222,5.0657795103555064e-05
T3,224,0.00026278012976678575
T3,226,0.0002865637635014598
T3,228,0.0029730177875068025
T3,233,0.0002865637635014598
T3,235,0.00010131559020711014
T3,239,0.02
T3,240,0.001621049443313762
T3,242,3.582047043768246e-05
T3,243,2.3226701464896908e-05
T3,246,5.0657795103555064e-05
T3,247,5.0657795103555064e-05
T3,249,3.582047043768246e-05
T3,251,6.024261036749771e-05
T3,253,0.00013139006488339288
T3,256,0.0006815673329157862
T3,257,2.7621358640099516e-05
T3,258,5.80667536622422e-06
T3,259,0.00011048543456039808
T3,260,0.02
T3,264,0.00012048522073499545
T3,265,4.2597958307236644e-05
T3,266,0.002292510108011678
T3,267,0.00013139006488339288
T3,269,6.569503244169649e-05
T3,270,2.7621358640099516e-05
T3,272,0.0003125
T3,273,0.0008838834764831845
T3,274,0.007071067811865476
T3,275,0.004585020216023356
T3,276,0.00125
T3,278,3.0121305183748856e-05
T3,280,0.0029730177875068025
T3,283,0.0004052623608284406
T3,287,3.4526698300124383e-06
T3,288,0.0005255602595335716
T3,290,0.0027262693316631443
T3,292,0.004204482076268573
T3,297,0.002102241038134287
T3,298,0.0003125
T3,299,1.3810679320049755e-05
T3,301,0.006484197773255049
T3,302,0.002292510108011678
T3,307,0.00044194173824159215
T3,308,4.6453402929793816e-05
T3,309,0.00014328188175072987
T3,310,0.02
T3,311,0.00014328188175072987
T3,313,0.0014865088937534015
T3,315,0.000625
T3,317,0.0004052623608284406
T3,318,7.164094087536494e-05
T3,319,3.90625e-05
T3,320,0.02
T3,321,0.0003716272234383503
T3,323,0.001767766952966369
T3,324,0.00011048543456039808
