stimulus,subject,rep,intensity
IP20,756,2,5.0
IP20,760,1,5.0
IP20,760,2,6.0
IP20,761,1,5.0
IP20,761,2,5.0
IP20,762,1,3.0
IP20,762,2,4.0
IP20,763,1,6.0
IP20,763,2,6.0
IP20,764,1,5.0
IP20,764,2,4.0
IP20,765,1,1.0
IP20,765,2,1.0
IP20,766,1,1.0
IP20,766,2,
IP20,767,1,0.0
IP20,767,2,0.0
IP20,771,1,0.0
IP20,771,2,0.0
IP20,772,1,5.0
IP20,772,2,3.0
IP20,774,1,6.0
IP20,774,2,5.0
IP20,775,1,2.0
IP20,775,2,4.0
IP20,776,1,3.0
IP20,776,2,3.0
IP20,778,1,4.0
IP20,778,2,2.0
IP20,782,1,5.0
IP20,782,2,5.0
IP20,783,1,7.0
IP20,783,2,7.0
IP20,784,1,0.0
IP20,784,2,0.0
IP20,787,1,5.0
IP20,787,2,5.0
IP20,788,1,5.0
IP20,788,2,4.0
IP20,789,1,0.0
IP20,789,2,1.0
IP20,790,1,1.0
IP20,790,2,5.0
IP20,791,1,1.0
IP20,791,2,0.0
IP20,792,1,4.0
IP20,792,2,1.0
IP20,793,1,3.0
IP20,793,2,5.0
IP20,794,1,3.0
IP20,794,2,5.0
IP20,795,1,0.0
IP20,795,2,0.0
IP20,796,1,
IP20,796,2,3.0
IP20,797,1,5.0
IP20,797,2,3.0
IP20,798,1,5.0
IP20,798,2,2.0
IP20,799,1,0.0
IP20,799,2,5.0
IP20,800,1,5.0
IP20,800,2,6.0
IP20,801,1,3.0
IP20,801,2,4.0
IP20,804,1,1.0
IP20,804,2,7.0
IP20,805,1,4.0
IP20,805,2,2.0
IP20,806,1,1.0
IP20,806,2,1.0
IP20,807,1,0.0
IP20,807,2,4.0
IP20,809,1,0.0
IP20,809,2,3.0
IP20,810,1,5.0
IP20,810,2,5.0
IP20,812,1,0.0
IP20,812,2,3.0
IP20,813,1,0.0
IP20,813,2,1.0
IP20,814,1,4.0
IP20,814,2,2.0
IP20,815,1,5.0
IP20,815,2,3.0
IP20,816,1,4.0
IP20,816,2,2.0
IP20,901,1,3.0
IP20,901,2,5.0
IP20,902,1,3.0
IP20,902,2,5.0
IP20,903,1,1.0
IP20,903,2,4.0
IP20,905,1,2.0
IP20,905,2,0.0
IP20,906,1,5.0
IP20,906,2,5.0
IP20,909,1,0.0
IP20,909,2,1.0
IP20,911,1,0.0
IP20,911,2,6.0
IP20,912,1,5.0
IP20,912,2,5.0
IP20,914,1,5.0
IP20,914,2,3.0
IP20,917,1,2.0
IP20,917,2,2.0
IP20,918,1,3.0
IP20,918,2,0.0
IP21,33,1,3.0
IP21,33,2,5.0
IP21,36,1,5.0
IP21,36,2,4.0
IP21,37,1,1.0
IP21,37,2,2.0
IP21,38,1,4.0
IP21,38,2,3.0
IP21,39,1,3.0
IP21,39,2,6.0
IP21,42,1,4.0
IP21,42,2,2.0
IP21,45,1,3.0
IP21,45,2,3.0
IP21,46,1,5.0
IP21,46,2,4.0
IP21,52,1,5.0
IP21,52,2,5.0
IP21,53,1,5.0
IP21,53,2,6.0
IP21,55,1,4.0
IP21,55,2,6.0
IP21,56,1,3.0
IP21,56,2,4.0
IP21,61,1,5.0
IP21,61,2,2.0
IP21,66,1,5.0
IP21,66,2,4.0
IP21,67,1,5.0
IP21,67,2,5.0
IP21,68,1,7.0
IP21,68,2,5.0
IP21,77,1,5.0
IP21,77,2,6.0
IP21,107,1,2.0
IP21,107,2,2.0
IP21,108,1,2.0
IP21,108,2,2.0
IP21,110,1,5.0
IP21,110,2,5.0
IP21,111,1,5.0
IP21,111,2,3.0
IP21,112,1,3.0
IP21,112,2,5.0
IP21,113,1,2.0
IP21,113,2,0.0
IP21,114,1,5.0
IP21,114,2,1.0
IP21,115,1,1.0
IP21,115,2,5.0
IP21,117,1,4.0
IP21,117,2,6.0
IP21,118,1,1.0
IP21,118,2,4.0
IP21,124,1,0.0
IP21,124,2,4.0
IP21,125,1,2.0
IP21,125,2,5.0
IP21,126,1,5.0
IP21,126,2,5.0
IP21,127,1,0.0
IP21,127,2,5.0
IP21,178,1,2.0
IP21,178,2,0.0
IP21,179,1,2.0
IP21,179,2,3.0
IP21,181,1,2.0
IP21,181,2,3.0
IP21,183,1,5.0
IP21,183,2,1.0
IP21,184,1,5.0
IP21,184,2,2.0
IP21,185,1,3.0
IP21,185,2,2.0
IP21,186,1,7.0
IP21,186,2,6.0
IP21,188,1,4.0
IP21,188,2,4.0
IP21,190,1,4.0
IP21,190,2,5.0
IP21,193,1,2.0
IP21,193,2,2.0
IP21,194,1,2.0
IP21,194,2,1.0
IP21,195,1,0.0
IP21,195,2,6.0
IP21,196,1,4.0
IP21,196,2,3.0
IP21,199,1,1.0
IP21,199,2,5.0
IP21,200,1,0.0
IP21,200,2,5.0
IP21,201,1,5.0
IP21,201,2,6.0
IP21,202,1,5.0
IP21,202,2,3.0
IP21,205,1,5.0
IP21,205,2,2.0
IP21,208,1,0.0
IP21,208,2,4.0
IP21,211,1,5.0
IP21,211,2,5.0
IP21,212,1,4.0
IP21,212,2,3.0
IP21,213,1,7.0
IP21,213,2,6.0
IP21,217,1,2.0
IP21,217,2,2.0
IP21,218,1,1.0
IP21,218,2,1.0
IP21,220,1,5.0
IP21,220,2,6.0
IP21,221,1,0.0
IP21,221,2,3.0
IP21,222,1,6.0
IP21,222,2,3.0
IP21,224,1,6.0
IP21,224,2,4.0
IP21,226,1,6.0
IP21,226,2,2.0
IP21,228,1,5.0
IP21,228,2,5.0
IP21,233,1,7.0
IP21,233,2,6.0
IP21,235,1,3.0
IP21,235,2,5.0
IP21,239,1,5.0
IP21,239,2,6.0
IP21,240,1,7.0
IP21,240,2,2.0
IP21,242,1,3.0
IP21,242,2,6.0
IP21,243,1,4.0
IP21,243,2,4.0
IP21,246,1,1.0
IP21,246,2,4.0
IP21,247,1,5.0
IP21,247,2,5.0
IP21,249,1,5.0
IP21,249,2,3.0
IP21,251,1,1.0
IP21,251,2,2.0
IP21,253,1,3.0
IP21,253,2,4.0
IP21,256,1,5.0
IP21,256,2,6.0
IP21,257,1,3.0
IP21,257,2,6.0
IP21,258,1,6.0
IP21,258,2,6.0
IP21,259,1,3.0
IP21,259,2,3.0
IP21,260,1,1.0
IP21,260,2,5.0
IP21,264,1,3.0
IP21,264,2,2.0
IP21,265,1,2.0
IP21,265,2,2.0
IP21,266,1,3.0
IP21,266,2,5.0
IP21,267,1,6.0
IP21,267,2,5.0
IP21,269,1,3.0
IP21,269,2,3.0
IP21,270,1,6.0
IP21,270,2,6.0
IP21,272,1,4.0
IP21,272,2,3.0
IP21,273,1,7.0
IP21,273,2,6.0
IP21,274,1,6.0
IP21,274,2,7.0
IP21,275,1,7.0
IP21,275,2,4.0
IP21,276,1,7.0
IP21,276,2,0.0
IP21,278,1,3.0
IP21,278,2,1.0
IP21,280,1,5.0
IP21,280,2,5.0
IP21,283,1,6.0
IP21,283,2,5.0
IP21,287,1,5.0
IP21,287,2,1.0
IP21,288,1,3.0
IP21,288,2,2.0
IP21,290,1,3.0
IP21,290,2,0.0
IP21,292,1,5.0
IP21,292,2,6.0
IP21,297,1,2.0
IP21,297,2,1.0
IP21,298,1,6.0
IP21,298,2,5.0
IP21,299,1,5.0
IP21,299,2,1.0
IP21,301,1,5.0
IP21,301,2,5.0
IP21,302,1,2.0
IP21,302,2,6.0
IP21,307,1,4.0
IP21,307,2,5.0
IP21,308,1,2.0
IP21,308,2,3.0
IP21,309,1,5.0
IP21,309,2,3.0
IP21,310,1,7.0
IP21,310,2,7.0
IP21,311,1,3.0
IP21,311,2,5.0
IP21,313,1,5.0
IP21,313,2,7.0
IP21,315,1,6.0
IP21,315,2,5.0
IP21,317,1,6.0
IP21,317,2,4.0
IP21,318,1,4.0
IP21,318,2,5.0
IP21,319,1,2.0
IP21,319,2,5.0
IP21,320,1,2.0
IP21,320,2,0.0
IP21,321,1,5.0
IP21,321,2,1.0
IP21,323,1,2.0
IP21,323,2,4.0
IP21,324,1,5.0
IP21,324,2,5.0
IP21,325,1,3.0
IP21,325,2,4.0
IP21,326,1,5.0
IP21,326,2,4.0
IP21,328,1,5.0
IP21,328,2,3.0
IP21,329,1,5.0
IP21,329,2,5.0
IP21,330,1,7.0
IP21,330,2,0.0
IP21,331,1,3.0
IP21,331,2,2.0
IP21,332,1,6.0
IP21,332,2,1.0
IP21,333,1,3.0
IP21,333,2,3.0
IP21,334,1,3.0
IP21,334,2,3.0
IP21,335,1,6.0
IP21,335,2,7.0
IP21,336,1,5.0
IP21,336,2,4.0
IP21,337,1,4.0
IP21,337,2,7.0
IP21,338,1,4.0
IP21,338,2,4.0
IP21,341,1,0.0
IP21,341,2,0.0
IP21,342,1,2.0
IP21,342,2,5.0
IP21,343,1,0.0
IP21,343,2,1.0
IP21,344,1,5.0
IP21,344,2,4.0
IP21,345,1,1.0
IP21,345,2,2.0
IP21,346,1,6.0
IP21,346,2,3.0
IP21,347,1,2.0
IP21,347,2,4.0
IP21,348,1,6.0
IP21,348,2,5.0
IP21,349,1,4.0
IP21,349,2,5.0
IP21,350,1,3.0
IP21,350,2,3.0
IP21,351,1,5.0
IP21,351,2,2.0
IP21,352,1,3.0
IP21,352,2,3.0
IP21,354,1,2.0
IP21,354,2,0.0
IP21,356,1,6.0
IP21,356,2,3.0
IP21,357,1,5.0
IP21,357,2,4.0
IP21,359,1,4.0
IP21,359,2,4.0
IP21,360,1,5.0
IP21,360,2,3.0
IP21,363,1,5.0
IP21,363,2,4.0
IP21,364,1,3.0
IP21,364,2,2.0
IP21,365,1,5.0
IP21,365,2,4.0
IP21,366,1,5.0
IP21,366,2,5.0
IP21,369,1,6.0
IP21,369,2,6.0
IP21,371,1,3.0
IP21,371,2,4.0
IP21,373,1,5.0
IP21,373,2,5.0
IP21,374,1,2.0
IP21,374,2,2.0
IP21,376,1,6.0
IP21,376,2,1.0
IP21,377,1,2.0
IP21,377,2,5.0
IP21,379,1,5.0
IP21,379,2,5.0
IP21,380,1,4.0
IP21,380,2,5.0
IP21,381,1,4.0
IP21,381,2,4.0
IP21,382,1,5.0
IP21,382,2,5.0
IP21,384,1,5.0
IP21,384,2,3.0
IP21,385,1,5.0
IP21,385,2,
IP21,386,1,6.0
IP21,386,2,5.0
IP21,388,1,1.0
IP21,388,2,5.0
IP21,391,1,5.0
IP21,391,2,6.0
IP21,393,1,2.0
IP21,393,2,1.0
IP21,394,1,0.0
IP21,394,2,0.0
IP21,396,1,3.0
IP21,396,2,3.0
IP21,397,1,6.0
IP21,397,2,2.0
IP21,399,1,5.0
IP21,399,2,5.0
IP21,401,1,5.0
IP21,401,2,5.0
IP21,403,1,2.0
IP21,403,2,7.0
IP21,404,1,5.0
IP21,404,2,6.0
IP21,405,1,4.0
IP21,405,2,5.0
IP21,406,1,6.0
IP21,406,2,6.0
IP21,407,1,0.0
IP21,407,2,2.0
IP21,409,1,2.0
IP21,409,2,5.0
IP21,410,1,2.0
IP21,410,2,6.0
IP21,411,1,5.0
IP21,411,2,4.0
IP21,413,1,5.0
IP21,413,2,3.0
IP21,414,1,0.0
IP21,414,2,4.0
IP21,417,1,6.0
IP21,417,2,5.0
IP21,420,1,6.0
IP21,420,2,6.0
IP21,421,1,3.0
IP21,421,2,1.0
IP21,422,1,1.0
IP21,422,2,6.0
IP21,425,1,4.0
IP21,425,2,5.0
IP21,426,1,4.0
IP21,426,2,5.0
IP21,427,1,3.0
IP21,427,2,3.0
IP21,429,1,5.0
IP21,429,2,4.0
IP21,431,1,3.0
IP21,431,2,5.0
IP21,432,1,4.0
IP21,432,2,3.0
IP21,433,1,5.0
IP21,433,2,5.0
IP21,434,1,4.0
IP21,434,2,1.0
IP21,435,1,5.0
IP21,435,2,4.0
IP21,436,1,5.0
IP21,436,2,3.0
IP21,439,1,5.0
IP21,439,2,5.0
IP21,441,1,1.0
IP21,441,2,0.0
IP21,442,1,0.0
IP21,442,2,3.0
IP21,445,1,6.0
IP21,445,2,0.0
IP21,448,1,2.0
IP21,448,2,6.0
IP21,449,1,3.0
IP21,449,2,6.0
IP21,454,1,3.0
IP21,454,2,5.0
IP21,455,1,5.0
IP21,455,2,6.0
IP21,456,1,6.0
IP21,456,2,7.0
IP21,457,1,3.0
IP21,457,2,3.0
IP21,458,1,5.0
IP21,458,2,5.0
IP21,459,1,0.0
IP21,459,2,5.0
IP21,460,1,6.0
IP21,460,2,6.0
IP21,461,1,5.0
IP21,461,2,6.0
IP21,463,1,3.0
IP21,463,2,6.0
IP21,464,1,5.0
IP21,464,2,6.0
IP21,465,1,3.0
IP21,465,2,5.0
IP21,466,1,6.0
IP21,466,2,3.0
IP21,468,1,3.0
IP21,468,2,5.0
IP21,469,1,2.0
IP21,469,2,4.0
IP21,470,1,4.0
IP21,470,2,3.0
IP21,471,1,5.0
IP21,471,2,2.0
IP21,472,1,5.0
IP21,472,2,3.0
IP21,473,1,3.0
IP21,473,2,3.0
IP21,474,1,5.0
IP21,474,2,4.0
IP21,475,1,7.0
IP21,475,2,3.0
IP21,476,1,1.0
IP21,476,2,6.0
IP21,477,1,5.0
IP21,477,2,5.0
IP21,480,1,5.0
IP21,480,2,5.0
IP21,481,1,5.0
IP21,481,2,5.0
IP21,482,1,6.0
IP21,482,2,4.0
IP21,483,1,3.0
IP21,483,2,0.0
IP21,484,1,5.0
IP21,484,2,5.0
IP21,490,1,5.0
IP21,490,2,7.0
IP21,491,1,2.0
IP21,491,2,2.0
IP21,493,1,1.0
IP21,493,2,6.0
IP21,494,1,4.0
IP21,494,2,4.0
IP21,495,1,3.0
IP21,495,2,3.0
IP21,496,1,5.0
IP21,496,2,5.0
IP21,497,1,4.0
IP21,497,2,7.0
IP21,498,1,4.0
IP21,498,2,6.0
IP21,500,1,5.0
IP21,500,2,4.0
IP21,501,1,3.0
IP21,501,2,5.0
IP21,502,1,3.0
IP21,502,2,3.0
IP21,503,1,5.0
IP21,503,2,3.0
IP21,504,1,6.0
IP21,504,2,6.0
IP21,505,1,3.0
IP21,505,2,5.0
IP21,506,1,4.0
IP21,506,2,3.0
IP21,507,1,2.0
IP21,507,2,2.0
IP21,508,1,5.0
IP21,508,2,1.0
IP21,509,1,5.0
IP21,509,2,4.0
IP21,510,1,5.0
IP21,510,2,6.0
IP21,511,1,3.0
IP21,511,2,5.0
IP21,516,1,1.0
IP21,516,2,1.0
IP21,519,1,6.0
IP21,519,2,5.0
IP21,520,1,4.0
IP21,520,2,5.0
IP21,523,1,3.0
IP21,523,2,6.0
IP21,524,1,
IP21,524,2,3.0
IP21,526,1,7.0
IP21,526,2,5.0
IP21,527,1,5.0
IP21,527,2,4.0
IP21,529,1,3.0
IP21,529,2,7.0
IP21,530,1,5.0
IP21,530,2,6.0
IP21,532,1,5.0
IP21,532,2,4.0
IP21,535,1,5.0
IP21,535,2,2.0
IP21,537,1,5.0
IP21,537,2,5.0
IP21,539,1,2.0
IP21,539,2,4.0
IP21,540,1,3.0
IP21,540,2,2.0
IP21,541,1,1.0
IP21,541,2,4.0
IP21,542,1,5.0
IP21,542,2,5.0
IP21,544,1,5.0
IP21,544,2,5.0
IP21,545,1,3.0
IP21,545,2,6.0
IP21,548,1,1.0
IP21,548,2,5.0
IP21,549,1,6.0
IP21,549,2,5.0
IP21,551,1,0.0
IP21,551,2,5.0
IP21,552,1,7.0
IP21,552,2,7.0
IP21,553,1,5.0
IP21,553,2,6.0
IP21,554,1,3.0
IP21,554,2,3.0
IP21,555,1,5.0
IP21,555,2,5.0
IP21,556,1,6.0
IP21,556,2,7.0
IP21,557,1,6.0
IP21,557,2,5.0
IP21,558,1,1.0
IP21,558,2,0.0
IP21,559,1,5.0
IP21,559,2,6.0
IP21,562,1,6.0
IP21,562,2,6.0
IP21,563,1,5.0
IP21,563,2,5.0
IP21,564,1,2.0
IP21,564,2,3.0
IP21,565,1,5.0
IP21,565,2,3.0
IP21,567,1,7.0
IP21,567,2,6.0
IP21,568,1,5.0
IP21,568,2,2.0
IP21,570,1,3.0
IP21,570,2,2.0
IP21,572,1,2.0
IP21,572,2,2.0
IP21,573,1,6.0
IP21,573,2,7.0
IP21,574,1,1.0
IP21,574,2,3.0
IP21,575,1,6.0
IP21,575,2,3.0
IP21,576,1,5.0
IP21,576,2,2.0
IP21,577,1,3.0
IP21,577,2,5.0
IP21,580,1,5.0
IP21,580,2,5.0
IP21,581,1,2.0
IP21,581,2,2.0
IP21,582,1,4.0
IP21,582,2,5.0
IP21,583,1,6.0
IP21,583,2,5.0
IP21,700,1,6.0
IP21,700,2,6.0
IP21,701,1,3.0
IP21,701,2,4.0
IP21,702,1,1.0
IP21,702,2,1.0
IP21,703,1,3.0
IP21,703,2,3.0
IP21,704,1,5.0
IP21,704,2,6.0
IP21,705,1,4.0
IP21,705,2,3.0
IP21,706,1,6.0
IP21,706,2,6.0
IP21,707,1,5.0
IP21,707,2,6.0
IP21,708,1,4.0
IP21,708,2,
IP21,709,1,3.0
IP21,709,2,2.0
IP21,710,1,5.0
IP21,710,2,0.0
IP21,711,1,0.0
IP21,711,2,3.0
IP21,712,1,5.0
IP21,712,2,5.0
IP21,713,1,5.0
IP21,713,2,6.0
IP21,714,1,4.0
IP21,714,2,4.0
IP21,715,1,5.0
IP21,715,2,4.0
IP21,716,1,5.0
IP21,716,2,4.0
IP21,719,1,5.0
IP21,719,2,4.0
IP21,720,1,6.0
IP21,720,2,5.0
IP21,721,1,5.0
IP21,721,2,5.0
IP21,723,1,4.0
IP21,723,2,3.0
IP21,724,1,2.0
IP21,724,2,4.0
IP21,725,1,3.0
IP21,725,2,3.0
IP21,727,1,2.0
IP21,727,2,5.0
IP21,728,1,7.0
IP21,728,2,5.0
IP21,731,1,1.0
IP21,731,2,3.0
IP21,732,1,0.0
IP21,732,2,5.0
IP21,733,1,2.0
IP21,733,2,2.0
IP21,735,1,0.0
IP21,735,2,3.0
IP21,737,1,4.0
IP21,737,2,3.0
IP21,738,1,5.0
IP21,738,2,5.0
IP21,739,1,3.0
IP21,739,2,5.0
IP21,740,1,7.0
IP21,740,2,5.0
IP21,743,1,4.0
IP21,743,2,4.0
IP21,745,1,7.0
IP21,745,2,7.0
IP21,746,1,5.0
IP21,746,2,5.0
IP21,748,1,3.0
IP21,748,2,3.0
IP21,749,1,3.0
IP21,749,2,2.0
IP21,750,1,5.0
IP21,750,2,4.0
IP21,751,1,6.0
IP21,751,2,5.0
IP21,752,1,5.0
IP21,752,2,5.0
IP21,753,1,3.0
IP21,753,2,5.0
IP21,754,1,5.0
IP21,754,2,6.0
IP21,755,1,5.0
IP21,755,2,2.0
IP21,756,1,2.0
IP21,756,2,4.0
IP21,760,1,3.0
IP21,760,2,5.0
IP21,761,1,1.0
IP21,761,2,0.0
IP21,762,1,5.0
IP21,762,2,4.0
IP21,763,1,5.0
IP21,763,2,6.0
IP21,764,1,3.0
IP21,764,2,5.0
IP21,765,1,4.0
IP21,765,2,7.0
IP21,766,1,6.0
IP21,766,2,1.0
IP21,767,1,0.0
IP21,767,2,3.0
IP21,771,1,3.0
IP21,771,2,3.0
IP21,772,1,5.0
IP21,772,2,3.0
IP21,774,1,6.0
IP21,774,2,5.0
IP21,775,1,3.0
IP21,775,2,6.0
IP21,776,1,6.0
IP21,776,2,4.0
IP21,778,1,6.0
IP21,778,2,3.0
IP21,782,1,5.0
IP21,782,2,5.0
IP21,783,1,0.0
IP21,783,2,7.0
IP21,784,1,3.0
IP21,784,2,2.0
IP21,787,1,5.0
IP21,787,2,5.0
IP21,788,1,3.0
IP21,788,2,3.0
IP21,789,1,2.0
IP21,789,2,3.0
IP21,790,1,3.0
IP21,790,2,4.0
IP21,791,1,1.0
IP21,791,2,2.0
IP21,792,1,3.0
IP21,792,2,1.0
IP21,793,1,4.0
IP21,793,2,5.0
IP21,794,1,1.0
IP21,794,2,6.0
IP21,795,1,1.0
IP21,795,2,5.0
IP21,796,1,0.0
IP21,796,2,5.0
IP21,797,1,5.0
IP21,797,2,4.0
IP21,798,1,2.0
IP21,798,2,1.0
IP21,799,1,5.0
IP21,799,2,6.0
IP21,800,1,5.0
IP21,800,2,6.0
IP21,801,1,3.0
IP21,801,2,4.0
IP21,804,1,5.0
IP21,804,2,7.0
IP21,805,1,4.0
IP21,805,2,2.0
IP21,806,1,2.0
IP21,806,2,4.0
IP21,807,1,2.0
IP21,807,2,5.0
IP21,809,1,1.0
IP21,809,2,4.0
IP21,810,1,3.0
IP21,810,2,4.0
IP21,812,1,3.0
IP21,812,2,0.0
IP21,813,1,3.0
IP21,813,2,2.0
IP21,814,1,3.0
IP21,814,2,3.0
IP21,815,1,5.0
IP21,815,2,2.0
IP21,816,1,6.0
IP21,816,2,3.0
IP21,901,1,5.0
IP21,901,2,3.0
IP21,902,1,2.0
IP21,902,2,5.0
IP21,903,1,5.0
IP21,903,2,4.0
IP21,905,1,5.0
IP21,905,2,5.0
IP21,906,1,3.0
IP21,906,2,5.0
IP21,909,1,3.0
IP21,909,2,5.0
IP21,911,1,0.0
IP21,911,2,7.0
IP21,912,1,3.0
IP21,912,2,4.0
IP21,914,1,6.0
IP21,914,2,3.0
IP21,917,1,4.0
IP21,917,2,3.0
IP21,918,1,3.0
IP21,918,2,3.0
IP22,33,1,2.0
IP22,33,2,3.0
IP22,36,1,4.0
IP22,36,2,1.0
IP22,37,1,0.0
IP22,37,2,0.0
IP22,38,1,1.0
IP22,38,2,3.0
IP22,39,1,3.0
IP22,39,2,1.0
IP22,42,1,6.0
IP22,42,2,2.0
IP22,45,1,2.0
IP22,45,2,0.0
IP22,46,1,1.0
IP22,46,2,2.0
IP22,52,1,5.0
IP22,52,2,4.0
IP22,53,1,5.0
IP22,53,2,6.0
IP22,55,1,3.0
IP22,55,2,3.0
IP22,56,1,2.0
IP22,56,2,3.0
IP22,61,1,4.0
IP22,61,2,5.0
IP22,66,1,6.0
IP22,66,2,5.0
IP22,67,1,5.0
IP22,67,2,2.0
IP22,68,1,6.0
IP22,68,2,6.0
IP22,77,1,3.0
IP22,77,2,5.0
IP22,107,1,5.0
IP22,107,2,4.0
IP22,108,1,0.0
IP22,108,2,1.0
IP22,110,1,4.0
IP22,110,2,3.0
IP22,111,1,3.0
IP22,111,2,3.0
IP22,112,1,3.0
IP22,112,2,5.0
IP22,113,1,3.0
IP22,113,2,1.0
IP22,114,1,2.0
IP22,114,2,2.0
IP22,115,1,2.0
IP22,115,2,5.0
IP22,117,1,3.0
IP22,117,2,5.0
IP22,118,1,3.0
IP22,118,2,3.0
IP22,124,1,0.0
IP22,124,2,4.0
IP22,125,1,4.0
IP22,125,2,4.0
IP22,126,1,2.0
IP22,126,2,5.0
IP22,127,1,3.0
IP22,127,2,2.0
IP22,178,1,0.0
IP22,178,2,1.0
IP22,179,1,1.0
IP22,179,2,3.0
IP22,181,1,3.0
IP22,181,2,5.0
IP22,183,1,4.0
IP22,183,2,3.0
IP22,184,1,0.0
IP22,184,2,2.0
IP22,185,1,3.0
IP22,185,2,4.0
IP22,186,1,0.0
IP22,186,2,5.0
IP22,188,1,5.0
IP22,188,2,5.0
IP22,190,1,4.0
IP22,190,2,5.0
IP22,193,1,1.0
IP22,193,2,1.0
IP22,194,1,5.0
IP22,194,2,5.0
IP22,195,1,4.0
IP22,195,2,6.0
IP22,196,1,4.0
IP22,196,2,3.0
IP22,199,1,1.0
IP22,199,2,2.0
IP22,200,1,5.0
IP22,200,2,5.0
IP22,201,1,3.0
IP22,201,2,3.0
IP22,202,1,4.0
IP22,202,2,2.0
IP22,205,1,4.0
IP22,205,2,2.0
IP22,208,1,0.0
IP22,208,2,4.0
IP22,211,1,3.0
IP22,211,2,5.0
IP22,212,1,0.0
IP22,212,2,2.0
IP22,213,1,3.0
IP22,213,2,5.0
IP22,217,1,3.0
IP22,217,2,3.0
IP22,218,1,0.0
IP22,218,2,1.0
IP22,220,1,3.0
IP22,220,2,3.0
IP22,221,1,4.0
IP22,221,2,0.0
IP22,222,1,5.0
IP22,222,2,5.0
IP22,224,1,5.0
IP22,224,2,4.0
IP22,226,1,2.0
IP22,226,2,2.0
IP22,228,1,4.0
IP22,228,2,4.0
IP22,233,1,6.0
IP22,233,2,5.0
IP22,235,1,3.0
IP22,235,2,4.0
IP22,239,1,5.0
IP22,239,2,4.0
IP22,240,1,2.0
IP22,240,2,5.0
IP22,242,1,2.0
IP22,242,2,1.0
IP22,243,1,3.0
IP22,243,2,3.0
IP22,246,1,2.0
IP22,246,2,3.0
IP22,247,1,4.0
IP22,247,2,3.0
IP22,249,1,4.0
IP22,249,2,2.0
IP22,251,1,2.0
IP22,251,2,5.0
IP22,253,1,3.0
IP22,253,2,4.0
IP22,256,1,3.0
IP22,256,2,4.0
IP22,257,1,3.0
IP22,257,2,3.0
IP22,258,1,5.0
IP22,258,2,3.0
IP22,259,1,3.0
IP22,259,2,3.0
IP22,260,1,3.0
IP22,260,2,3.0
IP22,264,1,3.0
IP22,264,2,2.0
IP22,265,1,2.0
IP22,265,2,2.0
IP22,266,1,2.0
IP22,266,2,5.0
IP22,267,1,6.0
IP22,267,2,3.0
IP22,269,1,3.0
IP22,269,2,3.0
IP22,270,1,5.0
IP22,270,2,3.0
IP22,272,1,4.0
IP22,272,2,3.0
IP22,273,1,5.0
IP22,273,2,5.0
IP22,274,1,2.0
IP22,274,2,2.0
IP22,275,1,6.0
IP22,275,2,5.0
IP22,276,1,4.0
IP22,276,2,1.0
IP22,278,1,3.0
IP22,278,2,1.0
IP22,280,1,0.0
IP22,280,2,1.0
IP22,283,1,5.0
IP22,283,2,5.0
IP22,287,1,0.0
IP22,287,2,0.0
IP22,288,1,2.0
IP22,288,2,3.0
IP22,290,1,4.0
IP22,290,2,0.0
IP22,292,1,2.0
IP22,292,2,6.0
IP22,297,1,3.0
IP22,297,2,1.0
IP22,298,1,5.0
IP22,298,2,0.0
IP22,299,1,5.0
IP22,299,2,5.0
IP22,301,1,4.0
IP22,301,2,2.0
IP22,302,1,4.0
IP22,302,2,4.0
IP22,307,1,5.0
IP22,307,2,4.0
IP22,308,1,1.0
IP22,308,2,3.0
IP22,309,1,3.0
IP22,309,2,4.0
IP22,310,1,5.0
IP22,310,2,5.0
IP22,311,1,5.0
IP22,311,2,4.0
IP22,313,1,5.0
IP22,313,2,4.0
IP22,315,1,3.0
IP22,315,2,5.0
IP22,317,1,5.0
IP22,317,2,6.0
IP22,318,1,4.0
IP22,318,2,5.0
IP22,319,1,2.0
IP22,319,2,4.0
IP22,320,1,1.0
IP22,320,2,5.0
IP22,321,1,2.0
IP22,321,2,3.0
IP22,323,1,1.0
IP22,323,2,1.0
IP22,324,1,7.0
IP22,324,2,7.0
IP22,325,1,2.0
IP22,325,2,4.0
IP22,326,1,5.0
IP22,326,2,3.0
IP22,328,1,0.0
IP22,328,2,4.0
IP22,329,1,4.0
IP22,329,2,5.0
IP22,330,1,1.0
IP22,330,2,5.0
IP22,331,1,3.0
IP22,331,2,3.0
IP22,332,1,5.0
IP22,332,2,5.0
IP22,333,1,6.0
IP22,333,2,6.0
IP22,334,1,0.0
IP22,334,2,3.0
IP22,335,1,4.0
IP22,335,2,5.0
IP22,336,1,5.0
IP22,336,2,5.0
IP22,337,1,4.0
IP22,337,2,7.0
IP22,338,1,6.0
IP22,338,2,4.0
IP22,341,1,2.0
IP22,341,2,3.0
IP22,342,1,5.0
IP22,342,2,4.0
IP22,343,1,5.0
IP22,343,2,3.0
IP22,344,1,2.0
IP22,344,2,4.0
IP22,345,1,3.0
IP22,345,2,6.0
IP22,346,1,4.0
IP22,346,2,3.0
IP22,347,1,5.0
IP22,347,2,4.0
IP22,348,1,3.0
IP22,348,2,1.0
IP22,349,1,4.0
IP22,349,2,5.0
IP22,350,1,2.0
IP22,350,2,4.0
IP22,351,1,5.0
