stimulus,subject,rep,descriptor,value
D2,712,1,musty moldy,2
D2,712,1,rose,2
D2,712,1,violets,0
D2,712,1,lavender,1
D2,712,2,sweet,1
D2,712,2,fragrant,3
D2,712,2,perfumery,4
D2,712,2,floral,3
D2,712,2,cologne,0
D2,712,2,aromatic,3
D2,712,2,musky,1
D2,712,2,incense,0
D2,712,2,sweaty,0
D2,712,2,light,0
D2,712,2,heavy,1
D2,712,2,cool,0
D2,712,2,warm,2
D2,712,2,fruity other,0
D2,712,2,vanilla,0
D2,712,2,musty moldy,0
D2,712,2,rose,3
D2,712,2,violets,2
D2,712,2,lavender,0
D2,713,1,sweet,5
D2,713,1,fragrant,0
D2,713,1,perfumery,5
D2,713,1,floral,0
D2,713,1,cologne,3
D2,713,1,aromatic,0
D2,713,1,musky,0
D2,713,1,incense,0
D2,713,1,sweaty,0
D2,713,1,light,0
D2,713,1,heavy,0
D2,713,1,cool,0
D2,713,1,warm,0
D2,713,1,fruity other,0
D2,713,1,vanilla,0
D2,713,1,musty moldy,0
D2,713,1,rose,0
D2,713,1,violets,0
D2,713,1,lavender,0
D2,713,2,sweet,3
D2,713,2,fragrant,4
D2,713,2,perfumery,2
D2,713,2,floral,0
D2,713,2,cologne,2
D2,713,2,aromatic,2
D2,713,2,musky,0
D2,713,2,incense,2
D2,713,2,sweaty,0
D2,713,2,light,0
D2,713,2,heavy,0
D2,713,2,cool,0
D2,713,2,warm,0
D2,713,2,fruity other,0
D2,713,2,vanilla,0
D2,713,2,musty moldy,0
D2,713,2,rose,0
D2,713,2,violets,0
D2,713,2,lavender,0
D2,714,1,sweet,0
D2,714,1,fragrant,0
D2,714,1,perfumery,0
D2,714,1,floral,0
D2,714,1,cologne,0
D2,714,1,aromatic,0
D2,714,1,musky,0
D2,714,1,incense,0
D2,714,1,sweaty,0
D2,714,1,light,0
D2,714,1,heavy,0
D2,714,1,cool,0
D2,714,1,warm,0
D2,714,1,fruity other,0
D2,714,1,vanilla,0
D2,714,1,musty moldy,0
D2,714,1,rose,0
D2,714,1,violets,0
D2,714,1,lavender,0
D2,714,2,sweet,0
D2,714,2,fragrant,4
D2,714,2,perfumery,0
D2,714,2,floral,0
D2,714,2,cologne,4
D2,714,2,aromatic,0
D2,714,2,musky,0
D2,714,2,incense,0
D2,714,2,sweaty,4
D2,714,2,light,0
D2,714,2,heavy,0
D2,714,2,cool,0
D2,714,2,warm,0
D2,714,2,fruity other,0
D2,714,2,vanilla,0
D2,714,2,musty moldy,0
D2,714,2,rose,0
D2,714,2,violets,0
D2,714,2,lavender,0
D2,715,1,sweet,0
D2,715,1,fragrant,0
D2,715,1,perfumery,1
D2,715,1,floral,1
D2,715,1,cologne,0
D2,715,1,aromatic,0
D2,715,1,musky,0
D2,715,1,incense,0
D2,715,1,sweaty,0
D2,715,1,light,0
D2,715,1,heavy,0
D2,715,1,cool,0
D2,715,1,warm,0
D2,715,1,fruity other,0
D2,715,1,vanilla,0
D2,715,1,musty moldy,0
D2,715,1,rose,0
D2,715,1,violets,0
D2,715,1,lavender,0
D2,715,2,sweet,0
D2,715,2,fragrant,0
D2,715,2,perfumery,0
D2,715,2,floral,2
D2,715,2,cologne,0
D2,715,2,aromatic,0
D2,715,2,musky,2
D2,715,2,incense,0
D2,715,2,sweaty,0
D2,715,2,light,0
D2,715,2,heavy,0
D2,715,2,cool,0
D2,715,2,warm,0
D2,715,2,fruity other,0
D2,715,2,vanilla,0
D2,715,2,musty moldy,0
D2,715,2,rose,0
D2,715,2,violets,0
D2,715,2,lavender,0
D2,716,1,sweet,5
D2,716,1,fragrant,5
D2,716,1,perfumery,4
D2,716,1,floral,0
D2,716,1,cologne,0
D2,716,1,aromatic,5
D2,716,1,musky,0
D2,716,1,incense,5
D2,716,1,sweaty,0
D2,716,1,light,4
D2,716,1,heavy,0
D2,716,1,cool,4
D2,716,1,warm,0
D2,716,1,fruity other,4
D2,716,1,vanilla,0
D2,716,1,musty moldy,0
D2,716,1,rose,0
D2,716,1,violets,0
D2,716,1,lavender,0
D2,716,2,sweet,2
D2,716,2,fragrant,2
D2,716,2,perfumery,3
D2,716,2,floral,4
D2,716,2,cologne,3
D2,716,2,aromatic,0
D2,716,2,musky,0
D2,716,2,incense,2
D2,716,2,sweaty,0
D2,716,2,light,1
D2,716,2,heavy,0
D2,716,2,cool,0
D2,716,2,warm,1
D2,716,2,fruity other,4
D2,716,2,vanilla,0
D2,716,2,musty moldy,0
D2,716,2,rose,0
D2,716,2,violets,0
D2,716,2,lavender,0
D2,719,1,sweet,5
D2,719,1,fragrant,5
D2,719,1,perfumery,5
D2,719,1,floral,4
D2,719,1,cologne,0
D2,719,1,aromatic,5
D2,719,1,musky,5
D2,719,1,incense,5
D2,719,1,sweaty,0
D2,719,1,light,5
D2,719,1,heavy,0
D2,719,1,cool,0
D2,719,1,warm,4
D2,719,1,fruity other,0
D2,719,1,vanilla,4
D2,719,1,musty moldy,0
D2,719,1,rose,0
D2,719,1,violets,0
D2,719,1,lavender,0
D2,719,2,sweet,4
D2,719,2,fragrant,2
D2,719,2,perfumery,2
D2,719,2,floral,4
D2,719,2,cologne,0
D2,719,2,aromatic,0
D2,719,2,musky,0
D2,719,2,incense,5
D2,719,2,sweaty,0
D2,719,2,light,0
D2,719,2,heavy,0
D2,719,2,cool,0
D2,719,2,warm,3
D2,719,2,fruity other,4
D2,719,2,vanilla,5
D2,719,2,musty moldy,0
D2,719,2,rose,0
D2,719,2,violets,0
D2,719,2,lavender,0
D2,720,1,sweet,4
D2,720,1,fragrant,3
D2,720,1,perfumery,3
D2,720,1,floral,4
D2,720,1,cologne,0
D2,720,1,aromatic,3
D2,720,1,musky,0
D2,720,1,incense,2
D2,720,1,sweaty,0
D2,720,1,light,0
D2,720,1,heavy,0
D2,720,1,cool,3
D2,720,1,warm,0
D2,720,1,fruity other,0
D2,720,1,vanilla,0
D2,720,1,musty moldy,0
D2,720,1,rose,2
D2,720,1,violets,0
D2,720,1,lavender,1
D2,720,2,sweet,3
D2,720,2,fragrant,3
D2,720,2,perfumery,2
D2,720,2,floral,5
D2,720,2,cologne,0
D2,720,2,aromatic,2
D2,720,2,musky,0
D2,720,2,incense,0
D2,720,2,sweaty,0
D2,720,2,light,0
D2,720,2,heavy,1
D2,720,2,cool,0
D2,720,2,warm,0
D2,720,2,fruity other,0
D2,720,2,vanilla,1
D2,720,2,musty moldy,0
D2,720,2,rose,2
D2,720,2,violets,0
D2,720,2,lavender,0
D2,721,1,sweet,0
D2,721,1,fragrant,0
D2,721,1,perfumery,0
D2,721,1,floral,0
D2,721,1,cologne,0
D2,721,1,aromatic,0
D2,721,1,musky,5
D2,721,1,incense,0
D2,721,1,sweaty,0
D2,721,1,light,0
D2,721,1,heavy,0
D2,721,1,cool,0
D2,721,1,warm,0
D2,721,1,fruity other,0
D2,721,1,vanilla,0
D2,721,1,musty moldy,0
D2,721,1,rose,0
D2,721,1,violets,0
D2,721,1,lavender,0
D2,721,2,sweet,4
D2,721,2,fragrant,0
D2,721,2,perfumery,5
D2,721,2,floral,0
D2,721,2,cologne,0
D2,721,2,aromatic,0
D2,721,2,musky,5
D2,721,2,incense,0
D2,721,2,sweaty,0
D2,721,2,light,0
D2,721,2,heavy,0
D2,721,2,cool,0
D2,721,2,warm,3
D2,721,2,fruity other,0
D2,721,2,vanilla,0
D2,721,2,musty moldy,0
D2,721,2,rose,0
D2,721,2,violets,0
D2,721,2,lavender,0
D2,723,1,sweet,0
D2,723,1,fragrant,0
D2,723,1,perfumery,1
D2,723,1,floral,3
D2,723,1,cologne,0
D2,723,1,aromatic,5
D2,723,1,musky,0
D2,723,1,incense,0
D2,723,1,sweaty,0
D2,723,1,light,0
D2,723,1,heavy,0
D2,723,1,cool,0
D2,723,1,warm,0
D2,723,1,fruity other,2
D2,723,1,vanilla,0
D2,723,1,musty moldy,0
D2,723,1,rose,0
D2,723,1,violets,0
D2,723,1,lavender,0
D2,723,2,sweet,0
D2,723,2,fragrant,0
D2,723,2,perfumery,0
D2,723,2,floral,0
D2,723,2,cologne,0
D2,723,2,aromatic,0
D2,723,2,musky,3
D2,723,2,incense,0
D2,723,2,sweaty,2
D2,723,2,light,0
D2,723,2,heavy,5
D2,723,2,cool,0
D2,723,2,warm,0
D2,723,2,fruity other,0
D2,723,2,vanilla,0
D2,723,2,musty moldy,0
D2,723,2,rose,0
D2,723,2,violets,0
D2,723,2,lavender,0
D2,724,1,sweet,0
D2,724,1,fragrant,3
D2,724,1,perfumery,0
D2,724,1,floral,0
D2,724,1,cologne,0
D2,724,1,aromatic,0
D2,724,1,musky,0
D2,724,1,incense,0
D2,724,1,sweaty,0
D2,724,1,light,0
D2,724,1,heavy,0
D2,724,1,cool,0
D2,724,1,warm,0
D2,724,1,fruity other,3
D2,724,1,vanilla,0
D2,724,1,musty moldy,0
D2,724,1,rose,0
D2,724,1,violets,0
D2,724,1,lavender,3
D2,724,2,sweet,4
D2,724,2,fragrant,4
D2,724,2,perfumery,4
D2,724,2,floral,4
D2,724,2,cologne,0
D2,724,2,aromatic,0
D2,724,2,musky,0
D2,724,2,incense,0
D2,724,2,sweaty,0
D2,724,2,light,0
D2,724,2,heavy,0
D2,724,2,cool,0
D2,724,2,warm,4
D2,724,2,fruity other,0
D2,724,2,vanilla,0
D2,724,2,musty moldy,0
D2,724,2,rose,0
D2,724,2,violets,0
D2,724,2,lavender,0
D2,725,1,sweet,0
D2,725,1,fragrant,3
D2,725,1,perfumery,4
D2,725,1,floral,2
D2,725,1,cologne,0
D2,725,1,aromatic,3
D2,725,1,musky,0
D2,725,1,incense,1
D2,725,1,sweaty,4
D2,725,1,light,0
D2,725,1,heavy,0
D2,725,1,cool,0
D2,725,1,warm,2
D2,725,1,fruity other,0
D2,725,1,vanilla,0
D2,725,1,musty moldy,0
D2,725,1,rose,0
D2,725,1,violets,0
D2,725,1,lavender,0
D2,725,2,sweet,2
D2,725,2,fragrant,2
D2,725,2,perfumery,3
D2,725,2,floral,2
D2,725,2,cologne,0
D2,725,2,aromatic,4
D2,725,2,musky,0
D2,725,2,incense,0
D2,725,2,sweaty,3
D2,725,2,light,0
D2,725,2,heavy,0
D2,725,2,cool,0
D2,725,2,warm,3
D2,725,2,fruity other,2
D2,725,2,vanilla,0
D2,725,2,musty moldy,0
D2,725,2,rose,1
D2,725,2,violets,0
D2,725,2,lavender,0
D2,727,1,sweet,3
D2,727,1,fragrant,2
D2,727,1,perfumery,3
D2,727,1,floral,3
D2,727,1,cologne,0
D2,727,1,aromatic,3
D2,727,1,musky,0
D2,727,1,incense,0
D2,727,1,sweaty,2
D2,727,1,light,0
D2,727,1,heavy,2
D2,727,1,cool,2
D2,727,1,warm,1
D2,727,1,fruity other,0
D2,727,1,vanilla,0
D2,727,1,musty moldy,2
D2,727,1,rose,3
D2,727,1,violets,0
D2,727,1,lavender,0
D2,727,2,sweet,1
D2,727,2,fragrant,2
D2,727,2,perfumery,3
D2,727,2,floral,2
D2,727,2,cologne,0
D2,727,2,aromatic,2
D2,727,2,musky,3
D2,727,2,incense,0
D2,727,2,sweaty,0
D2,727,2,light,0
D2,727,2,heavy,4
D2,727,2,cool,2
D2,727,2,warm,0
D2,727,2,fruity other,0
D2,727,2,vanilla,0
D2,727,2,musty moldy,1
D2,727,2,rose,0
D2,727,2,violets,0
D2,727,2,lavender,0
D2,728,1,sweet,0
D2,728,1,fragrant,3
D2,728,1,perfumery,3
D2,728,1,floral,3
D2,728,1,cologne,0
D2,728,1,aromatic,0
D2,728,1,musky,0
D2,728,1,incense,2
D2,728,1,sweaty,0
D2,728,1,light,0
D2,728,1,heavy,0
D2,728,1,cool,2
D2,728,1,warm,0
D2,728,1,fruity other,0
D2,728,1,vanilla,0
D2,728,1,musty moldy,0
D2,728,1,rose,0
D2,728,1,violets,0
D2,728,1,lavender,5
D2,728,2,sweet,0
D2,728,2,fragrant,0
D2,728,2,perfumery,3
D2,728,2,floral,3
D2,728,2,cologne,0
D2,728,2,aromatic,3
D2,728,2,musky,0
D2,728,2,incense,0
D2,728,2,sweaty,0
D2,728,2,light,2
D2,728,2,heavy,0
D2,728,2,cool,2
D2,728,2,warm,0
D2,728,2,fruity other,0
D2,728,2,vanilla,0
D2,728,2,musty moldy,0
D2,728,2,rose,0
D2,728,2,violets,0
D2,728,2,lavender,5
D2,731,1,sweet,4
D2,731,1,fragrant,4
D2,731,1,perfumery,5
D2,731,1,floral,3
D2,731,1,cologne,0
D2,731,1,aromatic,4
D2,731,1,musky,0
D2,731,1,incense,1
D2,731,1,sweaty,0
D2,731,1,light,2
D2,731,1,heavy,0
D2,731,1,cool,0
D2,731,1,warm,2
D2,731,1,fruity other,0
D2,731,1,vanilla,0
D2,731,1,musty moldy,0
D2,731,1,rose,0
D2,731,1,violets,0
D2,731,1,lavender,0
D2,731,2,sweet,4
D2,731,2,fragrant,3
D2,731,2,perfumery,4
D2,731,2,floral,0
D2,731,2,cologne,3
D2,731,2,aromatic,4
D2,731,2,musky,1
D2,731,2,incense,0
D2,731,2,sweaty,0
D2,731,2,light,2
D2,731,2,heavy,0
D2,731,2,cool,0
D2,731,2,warm,2
D2,731,2,fruity other,0
D2,731,2,vanilla,0
D2,731,2,musty moldy,3
D2,731,2,rose,0
D2,731,2,violets,0
D2,731,2,lavender,0
D2,732,1,sweet,0
D2,732,1,fragrant,0
D2,732,1,perfumery,0
D2,732,1,floral,0
D2,732,1,cologne,0
D2,732,1,aromatic,0
D2,732,1,musky,2
D2,732,1,incense,5
D2,732,1,sweaty,0
D2,732,1,light,5
D2,732,1,heavy,0
D2,732,1,cool,0
D2,732,1,warm,0
D2,732,1,fruity other,0
D2,732,1,vanilla,0
D2,732,1,musty moldy,5
D2,732,1,rose,0
D2,732,1,violets,0
D2,732,1,lavender,0
D2,732,2,sweet,1
D2,732,2,fragrant,0
D2,732,2,perfumery,0
D2,732,2,floral,0
D2,732,2,cologne,0
D2,732,2,aromatic,0
D2,732,2,musky,0
D2,732,2,incense,0
D2,732,2,sweaty,0
D2,732,2,light,1
D2,732,2,heavy,0
D2,732,2,cool,0
D2,732,2,warm,0
D2,732,2,fruity other,0
D2,732,2,vanilla,0
D2,732,2,musty moldy,0
D2,732,2,rose,0
D2,732,2,violets,0
D2,732,2,lavender,0
D2,733,1,sweet,1
D2,733,1,fragrant,2
D2,733,1,perfumery,4
D2,733,1,floral,2
D2,733,1,cologne,3
D2,733,1,aromatic,2
D2,733,1,musky,0
D2,733,1,incense,0
D2,733,1,sweaty,0
D2,733,1,light,0
D2,733,1,heavy,0
D2,733,1,cool,2
D2,733,1,warm,0
D2,733,1,fruity other,0
D2,733,1,vanilla,2
D2,733,1,musty moldy,0
D2,733,1,rose,0
D2,733,1,violets,0
D2,733,1,lavender,2
D2,733,2,sweet,1
D2,733,2,fragrant,1
D2,733,2,perfumery,2
D2,733,2,floral,0
D2,733,2,cologne,2
D2,733,2,aromatic,0
D2,733,2,musky,2
D2,733,2,incense,0
D2,733,2,sweaty,1
D2,733,2,light,0
D2,733,2,heavy,0
D2,733,2,cool,2
D2,733,2,warm,0
D2,733,2,fruity other,0
D2,733,2,vanilla,0
D2,733,2,musty moldy,0
D2,733,2,rose,2
D2,733,2,violets,0
D2,733,2,lavender,0
D2,735,1,sweet,0
D2,735,1,fragrant,0
D2,735,1,perfumery,0
D2,735,1,floral,0
D2,735,1,cologne,4
D2,735,1,aromatic,0
D2,735,1,musky,0
D2,735,1,incense,0
D2,735,1,sweaty,0
D2,735,1,light,0
D2,735,1,heavy,0
D2,735,1,cool,0
D2,735,1,warm,0
D2,735,1,fruity other,2
D2,735,1,vanilla,0
D2,735,1,musty moldy,0
D2,735,1,rose,1
D2,735,1,violets,0
D2,735,1,lavender,0
D2,735,2,sweet,0
D2,735,2,fragrant,0
D2,735,2,perfumery,0
D2,735,2,floral,0
D2,735,2,cologne,0
D2,735,2,aromatic,0
D2,735,2,musky,0
D2,735,2,incense,0
D2,735,2,sweaty,0
D2,735,2,light,0
D2,735,2,heavy,0
D2,735,2,cool,1
D2,735,2,warm,0
D2,735,2,fruity other,0
D2,735,2,vanilla,0
D2,735,2,musty moldy,0
D2,735,2,rose,0
D2,735,2,violets,0
D2,735,2,lavender,0
D2,737,1,sweet,0
D2,737,1,fragrant,0
D2,737,1,perfumery,0
D2,737,1,floral,0
D2,737,1,cologne,0
D2,737,1,aromatic,0
D2,737,1,musky,3
D2,737,1,incense,0
D2,737,1,sweaty,2
D2,737,1,light,0
D2,737,1,heavy,0
D2,737,1,cool,0
D2,737,1,warm,0
D2,737,1,fruity other,0
D2,737,1,vanilla,0
D2,737,1,musty moldy,0
D2,737,1,rose,0
D2,737,1,violets,0
D2,737,1,lavender,0
D2,737,2,sweet,0
D2,737,2,fragrant,0
D2,737,2,perfumery,0
D2,737,2,floral,0
D2,737,2,cologne,0
D2,737,2,aromatic,0
D2,737,2,musky,3
D2,737,2,incense,2
D2,737,2,sweaty,2
D2,737,2,light,0
D2,737,2,heavy,0
D2,737,2,cool,0
D2,737,2,warm,0
D2,737,2,fruity other,0
D2,737,2,vanilla,0
D2,737,2,musty moldy,0
D2,737,2,rose,0
D2,737,2,violets,0
D2,737,2,lavender,0
D2,738,1,sweet,0
D2,738,1,fragrant,1
D2,738,1,perfumery,1
D2,738,1,floral,0
D2,738,1,cologne,1
D2,738,1,aromatic,0
D2,738,1,musky,0
D2,738,1,incense,1
D2,738,1,sweaty,0
D2,738,1,light,0
D2,738,1,heavy,0
D2,738,1,cool,1
D2,738,1,warm,0
D2,738,1,fruity other,0
D2,738,1,vanilla,1
D2,738,1,musty moldy,0
D2,738,1,rose,0
D2,738,1,violets,0
D2,738,1,lavender,1
D2,738,2,sweet,0
D2,738,2,fragrant,0
D2,738,2,perfumery,1
D2,738,2,floral,0
D2,738,2,cologne,1
D2,738,2,aromatic,0
D2,738,2,musky,0
D2,738,2,incense,1
D2,738,2,sweaty,0
D2,738,2,light,1
D2,738,2,heavy,0
D2,738,2,cool,1
D2,738,2,warm,0
D2,738,2,fruity other,1
D2,738,2,vanilla,1
D2,738,2,musty moldy,0
D2,738,2,rose,0
D2,738,2,violets,0
D2,738,2,lavender,0
D2,739,1,sweet,0
D2,739,1,fragrant,0
D2,739,1,perfumery,3
D2,739,1,floral,0
D2,739,1,cologne,4
D2,739,1,aromatic,0
D2,739,1,musky,0
D2,739,1,incense,0
D2,739,1,sweaty,0
D2,739,1,light,0
D2,739,1,heavy,0
D2,739,1,cool,0
D2,739,1,warm,0
D2,739,1,fruity other,0
D2,739,1,vanilla,0
D2,739,1,musty moldy,0
D2,739,1,rose,0
D2,739,1,violets,0
D2,739,1,lavender,0
D2,739,2,sweet,0
D2,739,2,fragrant,5
D2,739,2,perfumery,0
D2,739,2,floral,0
D2,739,2,cologne,0
D2,739,2,aromatic,0
D2,739,2,musky,0
D2,739,2,incense,0
D2,739,2,sweaty,0
D2,739,2,light,0
D2,739,2,heavy,0
D2,739,2,cool,0
D2,739,2,warm,0
D2,739,2,fruity other,0
D2,739,2,vanilla,0
D2,739,2,musty moldy,0
D2,739,2,rose,0
D2,739,2,violets,0
D2,739,2,lavender,0
D2,740,1,sweet,0
D2,740,1,fragrant,1
D2,740,1,perfumery,2
D2,740,1,floral,2
D2,740,1,cologne,0
D2,740,1,aromatic,0
D2,740,1,musky,0
D2,740,1,incense,0
D2,740,1,sweaty,0
D2,740,1,light,0
D2,740,1,heavy,0
D2,740,1,cool,0
D2,740,1,warm,0
D2,740,1,fruity other,0
D2,740,1,vanilla,0
D2,740,1,musty moldy,0
D2,740,1,rose,0
D2,740,1,violets,0
D2,740,1,lavender,0
D2,740,2,sweet,1
D2,740,2,fragrant,0
D2,740,2,perfumery,0
D2,740,2,floral,0
D2,740,2,cologne,0
D2,740,2,aromatic,0
D2,740,2,musky,0
D2,740,2,incense,0
D2,740,2,sweaty,0
D2,740,2,light,0
D2,740,2,heavy,0
D2,740,2,cool,0
D2,740,2,warm,0
D2,740,2,fruity other,2
D2,740,2,vanilla,0
D2,740,2,musty moldy,0
D2,740,2,rose,0
D2,740,2,violets,0
D2,740,2,lavender,0
D2,743,1,sweet,0
D2,743,1,fragrant,3
D2,743,1,perfumery,3
D2,743,1,floral,0
D2,743,1,cologne,0
D2,743,1,aromatic,4
D2,743,1,musky,5
D2,743,1,incense,0
D2,743,1,sweaty,0
D2,743,1,light,2
D2,743,1,heavy,0
D2,743,1,cool,0
D2,743,1,warm,4
D2,743,1,fruity other,0
D2,743,1,vanilla,0
D2,743,1,musty moldy,0
D2,743,1,rose,0
D2,743,1,violets,0
D2,743,1,lavender,0
D2,743,2,sweet,0
D2,743,2,fragrant,3
D2,743,2,perfumery,0
D2,743,2,floral,0
D2,743,2,cologne,0
D2,743,2,aromatic,4
D2,743,2,musky,5
D2,743,2,incense,0
D2,743,2,sweaty,0
D2,743,2,light,0
D2,743,2,heavy,0
D2,743,2,cool,0
D2,743,2,warm,3
D2,743,2,fruity other,0
D2,743,2,vanilla,0
D2,743,2,musty moldy,0
D2,743,2,rose,0
D2,743,2,violets,0
D2,743,2,lavender,0
D2,745,1,sweet,0
D2,745,1,fragrant,5
D2,745,1,perfumery,0
D2,745,1,floral,0
D2,745,1,cologne,0
D2,745,1,aromatic,5
D2,745,1,musky,4
D2,745,1,incense,4
D2,745,1,sweaty,0
D2,745,1,light,0
D2,745,1,heavy,0
D2,745,1,cool,0
D2,745,1,warm,0
D2,745,1,fruity other,0
D2,745,1,vanilla,0
D2,745,1,musty moldy,0
D2,745,1,rose,0
D2,745,1,violets,0
D2,745,1,lavender,0
D2,745,2,sweet,2
D2,745,2,fragrant,5
D2,745,2,perfumery,4
D2,745,2,floral,0
D2,745,2,cologne,5
D2,745,2,aromatic,0
D2,745,2,musky,5
D2,745,2,incense,4
D2,745,2,sweaty,0
D2,745,2,light,0
D2,745,2,heavy,5
D2,745,2,cool,0
D2,745,2,warm,0
D2,745,2,fruity other,0
D2,745,2,vanilla,0
D2,745,2,musty moldy,0
D2,745,2,rose,0
D2,745,2,violets,0
D2,745,2,lavender,0
D2,746,1,sweet,3
D2,746,1,fragrant,3
D2,746,1,perfumery,0
D2,746,1,floral,0
D2,746,1,cologne,0
D2,746,1,aromatic,0
D2,746,1,musky,0
D2,746,1,incense,0
D2,746,1,sweaty,0
D2,746,1,light,0
D2,746,1,heavy,0
D2,746,1,cool,0
D2,746,1,warm,0
D2,746,1,fruity other,0
D2,746,1,vanilla,0
D2,746,1,musty moldy,0
D2,746,1,rose,0
D2,746,1,violets,0
D2,746,1,lavender,0
D2,746,2,sweet,5
D2,746,2,fragrant,4
D2,746,2,perfumery,0
D2,746,2,floral,0
D2,746,2,cologne,0
D2,746,2,aromatic,0
D2,746,2,musky,0
D2,746,2,incense,0
D2,746,2,sweaty,0
D2,746,2,light,0
D2,746,2,heavy,0
D2,746,2,cool,0
D2,746,2,warm,0
D2,746,2,fruity other,0
D2,746,2,vanilla,0
D2,746,2,musty moldy,0
D2,746,2,rose,0
D2,746,2,violets,0
D2,746,2,lavender,0
D2,748,1,sweet,0
D2,748,1,fragrant,0
D2,748,1,perfumery,0
D2,748,1,floral,0
D2,748,1,cologne,0
D2,748,1,aromatic,4
D2,748,1,musky,0
D2,748,1,incense,0
D2,748,1,sweaty,0
D2,748,1,light,0
D2,748,1,heavy,0
D2,748,1,cool,0
D2,748,1,warm,0
D2,748,1,fruity other,0
D2,748,1,vanilla,0
D2,748,1,musty moldy,0
D2,748,1,rose,0
D2,748,1,violets,2
D2,748,1,lavender,0
D2,748,2,sweet,0
D2,748,2,fragrant,0
D2,748,2,perfumery,0
D2,748,2,floral,4
D2,748,2,cologne,0
D2,748,2,aromatic,0
D2,748,2,musky,0
D2,748,2,incense,0
D2,748,2,sweaty,0
D2,748,2,light,0
D2,748,2,heavy,0
D2,748,2,cool,0
D2,748,2,warm,0
D2,748,2,fruity other,3
D2,748,2,vanilla,0
D2,748,2,musty moldy,0
D2,748,2,rose,0
D2,748,2,violets,3
D2,748,2,lavender,0
D2,749,1,sweet,4
D2,749,1,fragrant,5
D2,749,1,perfumery,5
D2,749,1,floral,5
D2,749,1,cologne,5
D2,749,1,aromatic,5
D2,749,1,musky,5
D2,749,1,incense,4
D2,749,1,sweaty,0
D2,749,1,light,0
D2,749,1,heavy,3
D2,749,1,cool,0
D2,749,1,warm,4
D2,749,1,fruity other,0
D2,749,1,vanilla,0
D2,749,1,musty moldy,0
D2,749,1,rose,4
D2,749,1,violets,3
D2,749,1,lavender,4
D2,749,2,sweet,0
D2,749,2,fragrant,5
D2,749,2,perfumery,5
D2,749,2,floral,3
D2,749,2,cologne,5
D2,749,2,aromatic,0
D2,749,2,musky,5
D2,749,2,incense,0
D2,749,2,sweaty,0
D2,749,2,light,0
D2,749,2,heavy,5
D2,749,2,cool,0
D2,749,2,warm,5
D2,749,2,fruity other,0
D2,749,2,vanilla,3
D2,749,2,musty moldy,0
D2,749,2,rose,0
D2,749,2,violets,3
D2,749,2,lavender,3
D2,750,1,sweet,0
D2,750,1,fragrant,0
D2,750,1,perfumery,0
D2,750,1,floral,0
D2,750,1,cologne,5
D2,750,1,aromatic,0
D2,750,1,musky,0
D2,750,1,incense,0
D2,750,1,sweaty,0
D2,750,1,light,0
D2,750,1,heavy,0
D2,750,1,cool,0
D2,750,1,warm,0
D2,750,1,fruity other,0
D2,750,1,vanilla,0
D2,750,1,musty moldy,0
D2,750,1,rose,0
D2,750,1,violets,0
D2,750,1,lavender,0
D2,750,2,sweet,0
D2,750,2,fragrant,0
D2,750,2,perfumery,0
D2,750,2,floral,0
D2,750,2,cologne,0
D2,750,2,aromatic,0
D2,750,2,musky,0
D2,750,2,incense,0
D2,750,2,sweaty,0
D2,750,2,light,0
D2,750,2,heavy,0
D2,750,2,cool,0
D2,750,2,warm,0
D2,750,2,fruity other,0
D2,750,2,vanilla,0
D2,750,2,musty moldy,0
D2,750,2,rose,0
D2,750,2,violets,0
D2,750,2,lavender,0
D2,751,1,sweet,0
D2,751,1,fragrant,2
D2,751,1,perfumery,0
D2,751,1,floral,0
D2,751,1,cologne,0
D2,751,1,aromatic,1
D2,751,1,musky,0
D2,751,1,incense,0
D2,751,1,sweaty,0
D2,751,1,light,0
D2,751,1,heavy,4
D2,751,1,cool,0
D2,751,1,warm,0
D2,751,1,fruity other,0
D2,751,1,vanilla,0
D2,751,1,musty moldy,0
D2,751,1,rose,0
D2,751,1,violets,0
D2,751,1,lavender,0
D2,751,2,sweet,0
D2,751,2,fragrant,5
D2,751,2,perfumery,5
D2,751,2,floral,3
D2,751,2,cologne,5
D2,751,2,aromatic,5
D2,751,2,musky,5
D2,751,2,incense,0
D2,751,2,sweaty,0
D2,751,2,light,0
D2,751,2,heavy,0
D2,751,2,cool,0
D2,751,2,warm,3
D2,751,2,fruity other,0
D2,751,2,vanilla,0
D2,751,2,musty moldy,0
D2,751,2,rose,0
D2,751,2,violets,0
D2,751,2,lavender,0
D2,752,1,sweet,0
D2,752,1,fragrant,0
D2,752,1,perfumery,0
D2,752,1,floral,0
D2,752,1,cologne,0
D2,752,1,aromatic,0
D2,752,1,musky,5
D2,752,1,incense,0
D2,752,1,sweaty,0
D2,752,1,light,0
D2,752,1,heavy,0
D2,752,1,cool,0
D2,752,1,warm,0
D2,752,1,fruity other,0
D2,752,1,vanilla,0
D2,752,1,musty moldy,0
D2,752,1,rose,0
D2,752,1,violets,0
D2,752,1,lavender,0
D2,752,2,sweet,0
D2,752,2,fragrant,0
D2,752,2,perfumery,0
D2,752,2,floral,0
D2,752,2,cologne,2
D2,752,2,aromatic,0
D2,752,2,musky,5
D2,752,2,incense,0
D2,752,2,sweaty,0
D2,752,2,light,0
D2,752,2,heavy,0
D2,752,2,cool,0
