subject,rep,57,76,24,117,66,15,123,73,43,122,103,130,46,131,104,94,71,96,124,59,132,16,91,111,113,97,127,33,49,31,26,40,88,64,69,134,60,25,54,7,44,74,125,75,51,87,47,42,17,99,8,12,108,55,6,116,112,126,30,118,90,120,19,32,14,82,95,65,84,106,67,27,92,35,77,93,38,10,39,41,79,100,63,78,85,133,98,22,72,89,86,105,83,62,52,58,80,3,4,81,53,45,121,21,128,36,102,114,115,107,37,37,37,50,101,110,28,48,48,48,2,9,34,129,109,23,119,20,11,56,61,0,68,18,29,5,135,70
33,1,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,3.0,5.0,,2.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,6.0,2.0,3.0,3.0,4.0,5.0,1.0,,3.0,3.0,7.0,4.0,3.0,6.0,4.0,4.0,4.0,,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,6.0,6.0,5.0,4.0,4.0,3.0,,3.0,6.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,,3.0,3.0,,4.0,3.0,,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,,2.0,4.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,,,4.0,6.0,,7.0,4.0,4.0,5.0,4.0,3.0,,5.0,,,,2.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,7.0
33,2,3.0,4.0,2.0,4.0,3.0,2.0,6.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,,2.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,7.0,2.0,2.0,5.0,6.0,3.0,1.0,,4.0,7.0,7.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,6.0,3.0,3.0,3.0,6.0,7.0,5.0,6.0,,5.0,,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,3.0,2.0,6.0,4.0,,3.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,,3.0,,2.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,6.0,6.0,3.0,,6.0,5.0,6.0,5.0,3.0,6.0,,6.0,6.0,2.0,,5.0,5.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,7.0,6.0
36,1,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,6.0,1.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0
36,2,4.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,7.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,7.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,7.0,7.0
37,1,5.0,6.0,4.0,6.0,2.0,2.0,4.0,6.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,6.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,5.0,5.0,2.0,3.0,6.0,3.0,,1.0,4.0,,,2.0,6.0,5.0,5.0,6.0,2.0,7.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,6.0,6.0,5.0,6.0,3.0,5.0,2.0,4.0,,2.0,,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,,,2.0,,4.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,4.0,6.0,4.0,2.0,,2.0,4.0,7.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,6.0,4.0,,4.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,,7.0,4.0,4.0,4.0,2.0,3.0,6.0,4.0,3.0,5.0,,4.0,2.0,6.0,6.0
37,2,6.0,6.0,5.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,6.0,3.0,,5.0,2.0,2.0,4.0,3.0,5.0,1.0,4.0,2.0,3.0,2.0,6.0,6.0,3.0,4.0,6.0,7.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,5.0,6.0,3.0,3.0,6.0,7.0,4.0,5.0,4.0,5.0,4.0,3.0,,1.0,3.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,,2.0,4.0,3.0,3.0,1.0,3.0,2.0,6.0,5.0,2.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,6.0,3.0,4.0,,6.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,7.0,6.0,,4.0,2.0,5.0,7.0,3.0,2.0,4.0,4.0,3.0,1.0,6.0,7.0
38,1,6.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,,2.0,5.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,5.0,,2.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,7.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,6.0,6.0,5.0,6.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,,4.0,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,,3.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,,,5.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0
38,2,5.0,4.0,4.0,4.0,3.0,2.0,,3.0,4.0,4.0,,4.0,4.0,2.0,4.0,3.0,,2.0,5.0,2.0,6.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,,5.0,,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,4.0,6.0,,3.0,,3.0,3.0,3.0,5.0,4.0,4.0,4.0,6.0,6.0,,5.0,,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,3.0,,,3.0,3.0,5.0,3.0,,5.0,,4.0,5.0,5.0,,4.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,,3.0,5.0,3.0,4.0,,4.0,5.0,4.0,3.0,,5.0,3.0,4.0,3.0,,5.0,3.0,,,4.0,5.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,2.0,,4.0,4.0,,4.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0
39,1,2.0,2.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,,1.0,4.0,1.0,5.0,2.0,3.0,3.0,4.0,6.0,4.0,5.0,3.0,5.0,4.0,2.0,,4.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,6.0,3.0,3.0,1.0,3.0,1.0,,2.0,,5.0,3.0,5.0,,3.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,,,,3.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,1.0,,3.0,4.0,,,2.0,4.0,3.0,3.0,2.0,5.0,5.0,2.0,1.0,5.0,5.0
