39,2,4.0,2.0,3.0,3.0,4.0,3.0,,4.0,,1.0,,3.0,3.0,2.0,,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,,6.0,4.0,3.0,,4.0,3.0,3.0,,3.0,5.0,5.0,,4.0,,3.0,2.0,5.0,,5.0,4.0,1.0,4.0,3.0,5.0,3.0,4.0,6.0,5.0,3.0,3.0,3.0,,4.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,,2.0,4.0,2.0,,2.0,,5.0,5.0,5.0,,5.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,,,5.0,3.0,6.0,,,4.0,5.0,5.0,4.0,1.0,,5.0,5.0,4.0,,4.0,4.0,5.0,,3.0,5.0,3.0,1.0,3.0,4.0,2.0
42,1,4.0,6.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,6.0,4.0,7.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,3.0,6.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,1.0,5.0,6.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,5.0,5.0
42,2,2.0,6.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,5.0,7.0,5.0,7.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,,3.0,6.0,3.0,4.0,1.0,4.0,4.0,4.0,,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,6.0,2.0,2.0,1.0,1.0,6.0,6.0,2.0,1.0,5.0,2.0,,3.0,6.0,5.0,4.0,3.0,6.0,6.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,,3.0,4.0,4.0,4.0,4.0,2.0,5.0,6.0,5.0,,5.0,2.0,6.0,6.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,6.0
45,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,4.0,3.0,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,,6.0,5.0,5.0,4.0,5.0,4.0,4.0,,5.0,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,,,4.0,4.0,5.0,,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,,4.0,2.0,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,,5.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,,4.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,3.0
45,2,,3.0,,3.0,4.0,3.0,4.0,4.0,,3.0,,,,2.0,,1.0,,1.0,4.0,3.0,,2.0,5.0,4.0,4.0,5.0,5.0,5.0,,5.0,,1.0,,,,4.0,,3.0,4.0,3.0,5.0,4.0,3.0,,,4.0,,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,4.0,,4.0,,2.0,,4.0,5.0,4.0,4.0,2.0,,,,1.0,,5.0,3.0,3.0,,3.0,3.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,,4.0,,4.0,,5.0,,,4.0,4.0,,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,,,,,,,,,,4.0,4.0,5.0,,5.0,4.0,,4.0,4.0,4.0,5.0,,4.0,,4.0,5.0,5.0,4.0,4.0
46,1,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,6.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,3.0,6.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0
46,2,4.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,6.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,6.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,6.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,,5.0,6.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0
52,1,5.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,5.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,3.0,3.0,4.0,7.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,7.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,7.0,5.0,5.0,3.0,4.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,3.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,3.0,4.0,5.0,7.0,3.0,3.0,4.0,7.0,4.0,5.0,3.0,1.0,2.0,1.0,6.0,6.0,1.0,2.0,4.0,6.0,5.0,5.0,7.0,6.0,5.0,3.0,5.0,7.0,4.0,6.0,4.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,3.0,5.0,4.0,5.0,7.0,5.0,3.0,3.0,6.0,5.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0
52,2,4.0,7.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,7.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,3.0,6.0,3.0,7.0,4.0,1.0,5.0,3.0,5.0,5.0,7.0,7.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,7.0,3.0,3.0,3.0,5.0,5.0,2.0,7.0,5.0,4.0,5.0,6.0,4.0,6.0,3.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,3.0,5.0,6.0,4.0,6.0,4.0,5.0,7.0,5.0,6.0,7.0,5.0,7.0,5.0,4.0,3.0,6.0,7.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,6.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,6.0,3.0,4.0,6.0,7.0,6.0,5.0
53,1,6.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,5.0,6.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0,7.0,4.0,7.0,5.0,3.0,3.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,2.0,3.0,5.0,6.0,4.0,2.0,5.0,3.0,6.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,6.0,5.0,2.0,5.0,7.0,5.0,6.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,3.0,2.0,2.0,6.0,5.0,2.0,1.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,1.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,6.0,5.0,5.0,5.0,4.0,6.0,3.0,5.0,5.0
53,2,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,6.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,7.0,3.0,6.0,5.0,7.0,3.0,2.0,6.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,6.0,5.0,6.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,2.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,5.0,6.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0
55,1,6.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,6.0,3.0,2.0,3.0,3.0,5.0,1.0,6.0,3.0,6.0,2.0,5.0,2.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,7.0,7.0,7.0,,6.0,5.0,6.0,3.0,5.0,6.0,2.0,3.0,3.0,4.0,3.0,7.0,7.0,4.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,6.0,6.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,,6.0,4.0,5.0,4.0,6.0,5.0,3.0,3.0,2.0,6.0,5.0,4.0,3.0,4.0,7.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,6.0,5.0,2.0,3.0,4.0,7.0,4.0,5.0,4.0,6.0,5.0,3.0,4.0,5.0,3.0,6.0,3.0,1.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,3.0,6.0,6.0
55,2,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,5.0,2.0,5.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,6.0,5.0,6.0,5.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,2.0,4.0,2.0,5.0,2.0,6.0,7.0,5.0,5.0,5.0,7.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,6.0,5.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,6.0,5.0,2.0,2.0,2.0,6.0,5.0,2.0,3.0,3.0,7.0,4.0,3.0,6.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,,4.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,1.0,4.0,5.0,6.0,4.0,5.0,6.0,5.0,6.0,4.0,2.0,3.0,2.0,5.0,2.0,7.0,7.0
56,1,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,,3.0,2.0,,1.0,,2.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,,2.0,,,,3.0,3.0,5.0,5.0,5.0,3.0,5.0,,3.0,3.0,3.0,,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,,,,3.0,,3.0,2.0,3.0,,3.0,,3.0,5.0,,,2.0,,3.0,,5.0,,4.0,,3.0,,5.0,3.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,,3.0,,5.0,5.0,2.0,3.0,,5.0,5.0,5.0,2.0,,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,,,5.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,,5.0,4.0,,,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0
56,2,5.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,,2.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,,5.0,,2.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,,5.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,,5.0,,4.0,,3.0,4.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,5.0,,4.0,,3.0,3.0,4.0,2.0,3.0,4.0,4.0,,2.0,,6.0,3.0,3.0,4.0,3.0,3.0,6.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0
61,1,3.0,6.0,4.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,6.0,4.0,4.0,4.0,6.0,5.0,3.0,6.0,3.0,3.0,3.0,3.0,,2.0,5.0,,5.0,5.0,5.0,3.0,6.0,4.0,4.0,7.0,4.0,6.0,5.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,3.0,5.0,7.0,,5.0,5.0,6.0,,5.0,5.0,3.0,3.0,5.0,5.0,3.0,6.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,,5.0,2.0,3.0,2.0,2.0,7.0,4.0,1.0,1.0,5.0,7.0,4.0,3.0,7.0,5.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,6.0,,,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,,7.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,7.0,5.0
61,2,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,6.0,6.0,,3.0,5.0,5.0,4.0,2.0,3.0,2.0,5.0,5.0,6.0,5.0,7.0,3.0,4.0,6.0,2.0,3.0,5.0,5.0,4.0,1.0,,3.0,,3.0,5.0,3.0,5.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,7.0,7.0,,6.0,5.0,6.0,,5.0,5.0,3.0,4.0,5.0,4.0,3.0,6.0,,2.0,1.0,6.0,5.0,,3.0,,3.0,5.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,5.0,7.0,5.0,3.0,7.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,7.0,3.0,4.0,,6.0,5.0,3.0,3.0,5.0,4.0,6.0,5.0,3.0,4.0,5.0,5.0,,,3.0,5.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,6.0,5.0
