Stimulus,CID
61151,61151
61155,61155
61177,61177
61185,61185
61199,61199
61209,61209
61235,61235
61275,61275
61293,61293
61303,61303
61319,61319
61325,61325
61359,61359
61401,61401
61403,61403
61417,61417
61431,61431
61453,61453
61455,61455
61527,61527
61585,61585
61631,61631
61633,61633
61641,61641
61653,61653
61657,61657
61663,61663
61665,61665
61743,61743
61771,61771
61951,61951
61953,61953
62003,62003
62013,62013
62089,62089
62161,62161
62217,62217
62237,62237
62321,62321
62341,62341
62367,62367
62375,62375
62385,62385
62433,62433
62445,62445
62465,62465
62539,62539
62575,62575
62583,62583
62661,62661
62725,62725
62835,62835
62907,62907
62911,62911
62913,62913
64685,64685
64805,64805
64807,64807
64813,64813
65413,65413
65575,65575
66327,66327
67179,67179
67285,67285
69091,69091
69885,69885
70129,70129
74005,74005
74279,74279
74791,74791
74879,74879
74901,74901
74937,74937
74977,74977
75033,75033
75153,75153
75187,75187
75695,75695
75715,75715
77777,77777
78067,78067
78435,78435
78639,78639
78653,78653
78879,78879
78903,78903
79089,79089
79409,79409
80585,80585
80865,80865
81263,81263
81739,81739
81887,81887
82227,82227
82229,82229
82493,82493
82511,82511
83367,83367
83763,83763
84559,84559
85755,85755
85833,85833
85903,85903
85979,85979
86015,86015
86209,86209
86579,86579
86597,86597
86749,86749
86751,86751
86799,86799
86851,86851
87453,87453
87671,87671
87813,87813
88267,88267
88481,88481
88693,88693
89263,89263
89315,89315
89385,89385
89437,89437
89479,89479
89539,89539
89559,89559
89803,89803
90817,90817
90843,90843
91115,91115
91147,91147
91151,91151
91337,91337
91339,91339
91375,91375
91497,91497
91849,91849
92013,92013
92543,92543
92659,92659
92831,92831
93009,93009
93111,93111
93199,93199
93375,93375
93639,93639
93649,93649
93831,93831
93847,93847
93947,93947
94111,94111
94349,94349
94521,94521
94569,94569
94579,94579
95391,95391
95539,95539
95689,95689
96021,96021
96325,96325
96509,96509
97705,97705
97707,97707
97799,97799
98403,98403
100939,100939
101023,101023
101363,101363
101539,101539
101549,101549
101555,101555
101921,101921
101977,101977
101985,101985
102491,102491
102553,102553
102579,102579
102611,102611
102667,102667
102681,102681
102779,102779
102815,102815
102835,102835
102849,102849
102861,102861
102993,102993
103005,103005
103377,103377
103401,103401
103447,103447
103487,103487
103649,103649
103655,103655
103719,103719
103825,103825
103875,103875
104513,104513
105179,105179
105513,105513
105537,105537
105595,105595
105651,105651
105653,105653
105755,105755
106523,106523
106673,106673
106697,106697
106713,106713
106725,106725
106729,106729
106731,106731
106739,106739
106743,106743
106745,106745
106749,106749
106787,106787
106799,106799
106805,106805
106823,106823
106829,106829
106871,106871
106917,106917
106919,106919
106997,106997
107059,107059
107065,107065
107069,107069
107071,107071
107073,107073
107099,107099
107119,107119
107217,107217
107271,107271
107381,107381
107519,107519
107561,107561
108245,108245
108313,108313
108343,108343
108355,108355
108425,108425
108443,108443
108515,108515
108523,108523
108625,108625
109183,109183
109193,109193
109209,109209
109223,109223
109245,109245
109261,109261
109263,109263
109275,109275
109301,109301
109395,109395
109413,109413
109415,109415
109417,109417
109455,109455
109457,109457
109507,109507
109641,109641
110365,110365
110543,110543
110655,110655
110747,110747
110923,110923
110929,110929
110977,110977
111037,111037
111263,111263
111355,111355
111381,111381
111547,111547
111727,111727
111783,111783
112065,112065
112185,112185
112239,112239
112457,112457
112491,112491
112635,112635
112657,112657
114233,114233
114453,114453
114531,114531
114533,114533
114601,114601
116699,116699
117035,117035
118111,118111
118119,118119
118147,118147
118177,118177
118199,118199
118201,118201
118291,118291
118521,118521
118537,118537
118641,118641
119965,119965
120101,120101
121731,121731
121777,121777
122941,122941
137829,137829
139743,139743
142629,142629
154381,154381
156605,156605
157343,157343
159055,159055
160065,160065
160641,160641
161675,161675
161949,161949
161993,161993
162027,162027
162053,162053
162105,162105
162239,162239
162249,162249
162275,162275
162309,162309
162363,162363
162409,162409
162413,162413
162479,162479
162481,162481
162533,162533
162595,162595
162627,162627
163259,163259
163263,163263
163267,163267
163281,163281
163345,163345
163529,163529
163617,163617
164355,164355
165675,165675
166247,166247
166257,166257
166421,166421
166517,166517
166523,166523
166527,166527
169211,169211
170239,170239
170833,170833
170977,170977
172501,172501
173535,173535
174845,174845
175273,175273
175609,175609
175661,175661
221641,221641
221691,221691
227829,227829
228343,228343
228769,228769
228987,228987
229385,229385
234237,234237
236687,236687
240119,240119
243783,243783
251529,251529
254555,254555
261491,261491
285097,285097
329983,329983
330573,330573
429065,429065
439263,439263
439711,439711
440917,440917
440967,440967
442495,442495
442501,442501
443157,443157
443163,443163
444539,444539
444683,444683
517827,517827
518937,518937
519709,519709
519845,519845
521207,521207
522171,522171
522673,522673
524461,524461
526195,526195
529481,529481
534931,534931
539829,539829
543323,543323
562671,562671
575405,575405
578423,578423
605629,605629
637195,637195
637511,637511
637523,637523
637563,637563
638011,638011
641423,641423
643139,643139
643731,643731
643779,643779
643941,643941
734597,734597
764139,764139
853433,853433
1201521,1201521
1252759,1252759
1381163,1381163
1549025,1549025
1623625,1623625
1712087,1712087
1738173,1738173
2507689,2507689
2733977,2733977
2753159,2753159
3015851,3015851
3017783,3017783
3017923,3017923
3018771,3018771
3018907,3018907
3019015,3019015
3019017,3019017
3021997,3021997
3023551,3023551
3024003,3024003
3024273,3024273
3034267,3034267
3034463,3034463
3034843,3034843
3034895,3034895
3034897,3034897
3036969,3036969
3085817,3085817
3086639,3086639
3782139,3782139
4047281,4047281
5273465,5273465
5273467,5273467
5273469,5273469
5280435,5280435
5280443,5280443
5281163,5281163
5281167,5281167
5281515,5281515
5281517,5281517
5281535,5281535
5281929,5281929
5282109,5282109
5282707,5282707
5283335,5283335
5283345,5283345
5283361,5283361
5283363,5283363
5284503,5284503
5284507,5284507
5315941,5315941
5317045,5317045
5317247,5317247
5318599,5318599
5338463,5338463
5352435,5352435
5352461,5352461
5352463,5352463
5352481,5352481
5352539,5352539
5352543,5352543
5352557,5352557
5352837,5352837
5352973,5352973
5353011,5353011
5354883,5354883
5355293,5355293
5355851,5355851
5355853,5355853
5355855,5355855
5362583,5362583
5362661,5362661
5362695,5362695
5362819,5362819
5362833,5362833
5363229,5363229
5363231,5363231
5363233,5363233
5363269,5363269
5363291,5363291
5363389,5363389
5363741,5363741
5363817,5363817
5364231,5364231
5364399,5364399
5364409,5364409
5364519,5364519
5364631,5364631
5364919,5364919
5364941,5364941
5364949,5364949
5365049,5365049
5365069,5365069
5365587,5365587
5365589,5365589
5365699,5365699
5365703,5365703
5365847,5365847
5365849,5365849
5365891,5365891
5365909,5365909
5365991,5365991
5366077,5366077
5366155,5366155
5367681,5367681
5367711,5367711
5367719,5367719
5367767,5367767
5367785,5367785
5367807,5367807
5368785,5368785
5368821,5368821
5369371,5369371
5369459,5369459
5369997,5369997
5370101,5370101
5372151,5372151
5372195,5372195
5372353,5372353
5372813,5372813
5373603,5373603
5373729,5373729
5374527,5374527
5375215,5375215
5463415,5463415
5463791,5463791
5463855,5463855
5463875,5463875
5463911,5463911
5752319,5752319
6005821,6005821
6019677,6019677
6076971,6076971
6180775,6180775
6285057,6285057
6321405,6321405
6364671,6364671
6365389,6365389
6365449,6365449
6365761,6365761
6365813,6365813
6366429,6366429
6366609,6366609
6386037,6386037
6427135,6427135
6428573,6428573
6429039,6429039
6429333,6429333
6430759,6430759
6431015,6431015
6432469,6432469
6433089,6433089
6433547,6433547
6434513,6434513
6435059,6435059
6435841,6435841
6435869,6435869
6435903,6435903
6436105,6436105
6436339,6436339
6436727,6436727
6436925,6436925
6436969,6436969
6436989,6436989
6437247,6437247
6437269,6437269
6437473,6437473
6437979,6437979
6438027,6438027
6438067,6438067
6438191,6438191
6438195,6438195
6438291,6438291
6438319,6438319
6440993,6440993
6441135,6441135
6450361,6450361
6452049,6452049
6453423,6453423
6504499,6504499
6850741,6850741
6850743,6850743
6850745,6850745
6850781,6850781
6857681,6857681
6931725,6931725
6950273,6950273
6995537,6995537
6999975,6999975
6999977,6999977
9815427,9815427
9837013,9837013
9855795,9855795
9856149,9856149
10857465,10857465
11064349,11064349
11085337,11085337
11094547,11094547
11126487,11126487
11240503,11240503
11264493,11264493
11264633,11264633
11469649,11469649
11521869,11521869
11586787,11586787
11658397,11658397
11735763,11735763
11980947,11980947
12009861,12009861
12022011,12022011
12082921,12082921
12217499,12217499
12313993,12313993
12315259,12315259
12550535,12550535
12859587,12859587
13129857,13129857
13335685,13335685
13750367,13750367
14344497,14344497
14434313,14434313
14833045,14833045
14917671,14917671
15219341,15219341
15405345,15405345
15410529,15410529
15461361,15461361
15511119,15511119
15640305,15640305
15683411,15683411
15897831,15897831
15984303,15984303
16063533,16063533
16063567,16063567
16063805,16063805
16204527,16204527
16205339,16205339
16213731,16213731
16220109,16220109
16220111,16220111
16751505,16751505
17972365,17972365
18356807,18356807
18955245,18955245
19802217,19802217
19815003,19815003
20268659,20268659
20836197,20836197
20836345,20836345
20839647,20839647
21156163,21156163
21467047,21467047
21885113,21885113
21967387,21967387
22219097,22219097
22219099,22219099
22326187,22326187
22336879,22336879
22376131,22376131
22395803,22395803
22476645,22476645
22713151,22713151
22726405,22726405
22833361,22833361
23137209,23137209
23308253,23308253
23513561,23513561
24755581,24755581
24758199,24758199
44145973,44145973
44147575,44147575
44152459,44152459
44464839,44464839
53422433,53422433
53470667,53470667
53470669,53470669
54131551,54131551
55251157,55251157
56841839,56841839
56842481,56842481
57358937,57358937
57495095,57495095
57591433,57591433
59609863,59609863
59870763,59870763
66769843,66769843
68085257,68085257
73555481,73555481
78062915,78062915
90473619,90473619
91001317,91001317
91799283,91799283
91996655,91996655
92030009,92030009
92033995,92033995
92043553,92043553
92043557,92043557
102054965,102054965
118976605,118976605
