CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3
1078-95-1,Pinocarvyl acetate,Herbal,Pine,Green
8000-26-8,Pinus nigra oil,Aromatic,Pine,Woody
90082-60-3,Piper longum CO2 extract,Spicy,Peppery,Dry
90082-60-3,Piper longum extract,Spicy,Peppery,Dry
90082-60-3,Piper longum oil,Spicy,Peppery,Dry
110-89-4,Piperidine,Floral,Sweet,Animal Like
94-62-2,Piperine,Balsamic,Animal Like,Peppery
89-81-6,Piperitone,Herbal,Minty,Camphoraceous
120-57-0,Piperonal,Anisic,Floral,Powdery
326-61-4,Piperonyl acetate,Fruity,Raspberry,Floral
6658-48-6,p-Isobutyl-alpha-methyl hydrocinnamaldehyde,Floral,Muguet,Citrus
4395-92-0,p-Isopropyl phenylacetaldehyde,Green,Leafy,Woody
59230-57-8,p-Isopropylbenzyl acetate,Herbal,Bergamot,Fresh
536-60-7,p-Isopropylbenzyl alcohol,Spicy,Sweet,Aromatic
92457-29-9,Plumeria absolute,Floral,Frangipani,Sweet
10482-56-1,p-Menth-1-en-8-ol (S),Herbal,Floral,Pine
138-87-4,p-Menth-8-en-1-ol,Woody,Pine,Herbal
7764-50-3,p-Menth-8-en-2-one,Minty,Warm,Herbal
99-86-5,"p-Mentha-1,3-diene",Citrus,Lemon,Herbal
99-85-4,"p-Mentha-1,4-diene",Herbal,Citrus,Spicy
2111-75-3,"p-Mentha-1,8-dien-7-al",Green,Fresh,Herbal
536-59-4,"p-Mentha-1,8-dien-7-ol",Floral,Spicy,Woody
15111-96-3,"p-Mentha-1,8-dien-7-yl acetate",Fruity,Woody,Raspberry
38462-22-5,p-Mentha-8-thiol-3-one,Fruity,Berry,Citrus
499-70-7,p-Menthan-2-one,Minty,Spearmint,Cooling
68921-26-6,p-Menthylene sulfide 1% in limonene,Citrus,Grapefruit,Spicy
123-11-5,p-Methoxybenzaldehyde,Powdery,Almond,Anisic
874-90-8,p-Methoxybenzonitrile,Floral,Sweet,Coumarin
1963-36-6,p-Methoxycinnamaldehyde,Spicy,Cinnamon,Sweet
84697-09-6,p-Methyl-alpha-amyl cinnamic aldehyde,Floral,Violet,Jasmin
104-93-8,p-Methylanisole,Floral,Fresh,Ylang
91-61-2,p-Methyltetrahydroquinoline,Animal like,Amber,indolic
104-45-0,p-Propylanisole,Herbal,Anisic,Fruity
76649-23-5,Prenyl isobutyrate,Fruity,Blueberry,Raspberry
1005328-84-6,Procavia capensis extract,Animal like,Leathery,Tobacco
1005328-84-6,"Procavia capensis, tincture",Animal like,Leathery,Tobacco
478695-70-4,"Propanedioic acid, 1-(3,3-dimethylcyclohexyl) ethyl, ethyl ester",Musk like,Apple,Powdery
107-03-9,Propanethiol,Green,Sulfurous,Cabbage
25265-77-4,"Propanoic acid, 2-methyl-, monoester with 2,2,4-trimethyl-1,3-pentanediol",Fruity,Fresh,Floral
34451-19-9,"Propanoic acid, 2-hydroxy-, butyl ester, (2S)-",Fruity,Sweet,Fermented
94-86-0,Propenylguaethol,Gourmand,Vanilla,Sweet
123-38-6,Propionaldehyde,Fruity,Earthy,Nutty
79-09-4,Propionic acid,Acidic,Pungent,Cheesy
319002-92-1,"Propyl (2S)-2-(1,1-dimethylpropoxy)-propanoate",Herbal,Fresh,Sage
37064-20-3,Propyl 2-methylbutyrate,Fruity,Fermented,Sweet
109-60-4,Propyl acetate,Fruity,Raspberry,Pear
71-23-8,Propyl alcohol,Fruity,Musty,Fermented
105-66-8,Propyl butyrate,Fruity,Sweet,Tropical-Fruit
626-77-7,Propyl hexanoate,Fruity,Pineapple,Green
557-00-6,Propyl isovalerate,Fruity,Apple,Sweet
7493-57-4,Propyl phenethyl acetal,Floral,Green,Hyacinth
4606-15-9,Propyl phenylacetate,Floral,Sweet,Honey
106-36-5,Propyl propionate,Fruity,Sweet,Pineapple
68412-04-4,Pseudo linalyl acetate,Citrus,Sweet,Floral
80-54-6,p-t-Butyl-alpha-methylhydrocinnamic aldehyde,Floral,Muguet,Aldehydic
943-27-1,p-tert-Butylacetophenone,Floral,Musk Like,Warm
98-53-3,p-tert-Butylcyclohexanone,Woody,Camphoraceous,Minty
18127-01-0,p-tert-Butyldihydrocinnamaldehyde,Floral,Muguet,Aldehydic
104-87-0,p-Tolualdehyde,Spicy,Fruity,Almond
55066-56-3,p-Tolyl 3-methylbutyrate,Tobacco like,Spicy,Herbal
140-39-6,p-Tolyl acetate,Floral,Ylang,Phenolic
589-18-4,p-Tolyl alcohol,Spicy,Cinnamon,Floral
103-93-5,p-Tolyl isobutyrate,Floral,Lily,Fruity
59558-23-5,p-Tolyl octanoate,Floral,Animal Like,Jasmin
101-94-0,p-Tolyl phenylacetate,Floral,Narcissus,Hyacinth
104-09-6,p-Tolylacetaldehyde,Green,Hyacinth,Almond
89-82-7,Pulegone,Minty,Sweet,Spearmint
2882-20-4,"Pyrazine, 2-methyl-3-(methylthio)-",Food Like,Nutty,Almond
67952-65-2,"Pyrazine, methyl (methylthio)-",Food Like,Nutty,Earthy
90145-47-4,"Pyridine, 3-(2,2-dimethylpropyl)-",Fruity,Floral,Green
862079-91-2,"Pyridine, 4-[1(4-,5 or 6)-methylbicyclo[2.2.1]hept-5-en-2-yl]-",Green,Onion,Phenolic
125352-06-9,"Pyridine, 4-ethenyl-, reaction products with 3a,4,7,7a-tetrahydrodimethyl-4,7-methano-",Floral,Orris,Violet
"",1H-indene,,,
8030-97-5,Pyroligneous acid,Woody,Smoky,Burnt
8028-47-5,Pyroligneous acid extract,Woody,Smoky,Dry
127-17-3,Pyruvic acid,Acidic,Sharp,Ethereal
68917-78-2,"Resins, oleo-, paprika",Spicy,Sweet,Aromatic
108-46-3,Resorcinol,Balsamic,Hawthorn,Floral
6812-78-8,Rhodinol,Floral,Rose,Geranium
141-11-7,Rhodinyl acetate,Floral,Rose,Citrus
141-15-1,Rhodinyl butyrate,Fruity,Rose,Citrus
141-09-3,Rhodinyl formate,Floral,Citrus,Fruity
10486-14-3,Rhodinyl phenylacetate,Floral,Rose,Honey
105-89-5,Rhodinyl propionate,Floral,Rose,Geranium
68553-81-1,Rice absolute,Food Like,Rice,Oily
8007-01-0,Rose,Floral,Rose,Green
90106-38-0,Rose absolute,Floral,Rose,Creamy
8007-01-0,Rose absolute,Floral,Rose,Green
8007-01-0,Rose centifolia alcoholate,Floral,Rose,Green
8007-01-0,Rose centifolia CO2 extract,Floral,Rose,Green
8007-01-0,Rose centifolia oil expressed (low methyleugenol),Floral,Rose,Green
8007-01-0,Rose CO2 extract,Floral,Rose,Green
8007-01-0,Rose concrete,Floral,Rose,Warm
8007-01-0,Rose extract,Floral,Rose,Green
8007-01-0,Rose extract,Floral,Rose,Green
8007-01-0,Rose oil,Floral,Rose,Green
8007-01-0,Rose oil,Floral,Rose,Green
8007-01-0,Rose oil (low methyleugenol),Floral,Rose,Green
8007-01-0,"Rose oil, folded",Floral,Rose,Green
3033-23-6,Rose oxide levo,Floral,Woody,Dry
8007-01-0,Rose tincture,Floral,Rose,Green
8007-01-0,Rose tincture,Floral,Rose,Green
8007-01-0,Rose water oil,Floral,Rose,Green
8000-25-7,Rosemary absolute,Herbal,Aromatic,Fresh
8000-25-7,Rosemary extract,Herbal,Aromatic,Fresh
8000-25-7,Rosemary oil,Herbal,Aromatic,Fresh
8000-25-7,"Rosemary oil, rectified",Herbal,Aromatic,Fresh
68917-54-4,"Rosemary oils, terpene-free",Camphoraceous,Rosemary,Herbal
8015-77-8,Rosewood oil,Floral,Citrus,Coriander
72379-31-8,Rubus idaeus absolute,Fruity,Raspberry,Green
72379-31-8,Rubus idaeus alcoholate,Fruity,Raspberry,Green
72379-31-8,Rubus idaeus extract,Fruity,Raspberry,Sweet
8014-29-7,Rue oil,Herbal,Fruity,Sharp
943609-24-3,Rum (non-concentrated) extract,Fruity,Rum,Fresh
943609-24-3,Rum absolute,Fruity,Rum,Fresh
943609-24-3,Rum CO2 extract,Fruity,Rum,Fresh
943609-24-3,Rum CO2 extract,Fruity,Rum,Fresh
8030-89-5,Rum ether,Fruity,Fermented,Ethereal
943609-24-3,Rum extract,Fruity,Rum,Fresh
34322-09-3,S-(1-Methylpropyl) 3-methylbut-2-enethioate,Green,Herbal,Spicy
34365-79-2,S-1-Methylethyl 3-methylbut-2-enethioate,Green,Herbal,Leafy
2432-91-9,S-2-Butyl 3-methylbutanethioate,Green,Herbal,Leafy
3387-41-5,Sabinene,Balsamic,Woody,Pine
8022-19-3,Saffron absolute,Spicy,Saffron,Dry
8022-19-3,Saffron distillate,Spicy,Saffron,Dry
8022-19-3,Saffron extract,Spicy,Saffron,Herbal
8022-56-8,Sage Dalmatian oil,Herbal,Sage,Green
8022-56-8,"Sage oil, Spanish",Herbal,Sage,Green
90-02-8,Salicylaldehyde,Spicy,Medicinal,Cinnamon
1070895-66-7,Sandalwood absolute,Woody,Sandalwood,Warm
1070895-66-7,Sandalwood extract,Woody,Creamy,Sandalwood
8006-87-9,Sandalwood oil,Woody,Sandalwood,Warm
68917-53-3,"Sandalwood oil, acetylated",Woody,Sandalwood,Oily
8024-35-9,"Sandalwood oil, Australian",Woody,Sandalwood,Creamy
8024-35-9,"Sandalwood oil, Australian, rectified",Woody,Sandalwood,Creamy
1070895-66-7,"Sandalwood oil, rectified",Woody,Creamy,Sandalwood
11031-45-1,Santalol,Woody,Sandalwood,Creamy
1323-00-8,Santalyl acetate,Woody,Sandalwood,Oily
1365254-19-8,Sarcocaulon mossamedense extract,Woody,Incense,Balsamic
85085-28-5,Sarcodactylis oil,Citrus,Lemon,Fruity
8006-80-2,Sassafras oil,Spicy,Camphoraceous,Woody
8016-68-0,Savory summer oil,Herbal,Aromatic,Green
90106-57-3,Savory winter oil,Herbal,Aromatic,Medicinal
68917-52-2,Schinus molle oil,Spicy,Aromatic,Peppery
68917-52-2,Schinus molle oil CO2 extract,Spicy,Aromatic,Peppery
68917-52-2,Schinus molle oil terpenless,Spicy,Aromatic,Peppery
68917-52-2,"Schinus molle oil, rectified",Spicy,Aromatic,Peppery
949495-68-5,Schinus terebenthifolius CO2 extract,Spicy,Peppery,Floral
949495-68-5,Schinus terebinthifolius oil,Spicy,Dry,Peppery
515-03-7,Sclareol,Balsamic,Amber,Sage
564-20-5,Sclareolide,Woody,Dry,Amber
8023-80-1,Scotch broom absolute,Floral,Jasmin,Honey
8023-80-1,Scotch broom oil,Floral,Hay,Honey
2679-87-0,sec-Butyl ethyl ether,Fruity,Berry,Oily
68198-80-1,sec-Butylquinoline,Animal like,Leathery,Green
8008-74-0,Sesame seed CO2 extract,Food Like,Sesame,Toasted
8008-74-0,Sesame seed distillate,Food Like,Sesame,Toasted
8008-74-0,Sesame seed extract,Food Like,Sesame,Toasted
8008-74-0,Sesame seed oil,Food Like,Sesame,Toasted
102242-62-6,Sichuan pepper CO2 extract,Citrus,Peppery,Grapefruit
34322-06-0,S-Isopropyl 3-methylthiobutyrate,Green,Galbanum,Sulfurous
83-34-1,Skatole,Animal like,Indolic,Floral
91770-24-0,"Spearmint oil, 60%",Minty,Spearmint,Herbal
91770-24-0,"Spearmint oil, Scotch",Minty,Spearmint,Herbal
91770-24-0,"Spearmint oil, Scotch, rectified",Minty,Spearmint,Herbal
8008-79-5,Spearminty absolute,Minty,Herbal,Green
8008-79-5,Spearminty CO2 extract,Minty,Herbal,Green
8008-79-5,Spearminty extract,Minty,Herbal,Green
8008-79-5,Spearminty oil,Minty,Herbal,Green
8008-79-5,Spearminty oil terpenes,Minty,Herbal,Green
8008-79-5,"Spearminty oil, rectified",Minty,Herbal,Green
68917-46-4,"Spearminty oil, terpeneless",Minty,Green,Camphoraceous
8016-78-2,Spike lavender oil,Floral,Herbal,Lavender
8022-22-8,Spikenard oil,Spicy,Sweet,Woody
154171-76-3,"Spiro[1,3-dioxolane-2,8'(5'H)-[2H-2,4a]methanonaphthalene], hexahydro-1',1',5',5'-",Woody,Amber,Cedarwood
"",tetramethyl-,,,
154171-77-4,"Spiro[1,3-dioxolane-2,8'(5'H)-[2H-2,4a]methanonaphthalene],hexahydro-1',1',5',5'-",Woody,Dry,Vetiver
"","tetramethyl-, [2'S-(2'.alpha.,4'a.alpha.,8'a.alpha.)]-",,,
502847-01-0,"Spiro[5.5]undec-8-en-1-one, 2,2,7,9-tetramethyl-",Herbal,Sage,Citrus
188199-50-0,"Spiro[bicyclo[2.2.1]heptane-s,4'-[1,2]dioxane], 1,7,7-trimethyl-2'-(methylethyl)-,",Woody,Amber,Balsamic
"","(1R,2S,2'S,4R)",,,
121251-67-0,"Spiro[bicyclo[4.1.0]heptane-2,5'-[1,3]dioxane], 2',2',3,7,7-pentamethyl-,",Woody,Amber,Dry
"","(1.alpha.,3.alpha.,6.alpha.)-",,,
121251-68-1,"Spiro[bicyclo[4.1.0]heptane-2,5'-[1,3]dioxane], 2',2',3,7,7-pentamethyl-,",Amber,Woody,Spicy
"","(1.alpha.,3.beta.,6.alpha.)-",,,
678981-31-2,"Spiro{5.5}undec-8-en-1-ol,2,2,9,11-tetramethyl-,1-acetate",Woody,Amber,Powdery
8008-80-8,"Spruce oil, Black",Herbal,Pine,Woody
68952-43-2,Star anise CO2 extract,Anisic,Sweet,Spicy
68952-43-2,Star anise extract,Anisic,Sweet,Spicy
68952-43-2,Star anise oil,Anisic,Sweet,Spicy
72869-72-8,Star anise oil terpeneless,Anisic,Sweet,Spicy
68952-43-2,Star anise oil terpenes,Anisic,Sweet,Spicy
90131-36-5,Strawberry extract,Fruity,Strawberry,Raspberry
91845-51-1,"Styrax (balsam), American, saponified",Balsamic,Amber,Leathery
8024-01-9,Styrax absolute,Balsamic,Amber,Floral
8046-19-3,Styrax absolute (low sytrene),Balsamic,Amber,Floral
8046-19-3,"Styrax absolute, Honduras",Balsamic,Amber,Floral
8024-01-9,Styrax distillate,Balsamic,Amber,Floral
8046-19-3,Styrax essence pyrogenated,Balsamic,Amber,Leathery
8046-19-3,Styrax extract,Balsamic,Amber,Floral
8046-19-3,Styrax oil,Balsamic,Amber,Floral
8046-19-3,"Styrax oil, Honduras",Balsamic,Amber,Floral
8024-01-9,"Styrax oil, Oriental",Balsamic,Amber,Floral
8024-01-9,"Styrax oil, Oriental",Balsamic,Amber,Floral
8024-01-9,"Styrax oil, pyrogenated",Balsamic,Amber,Floral
8024-01-9,"Styrax oil, pyrogenated, distilled",Balsamic,Amber,Floral
8046-19-3,Styrax resin,Balsamic,Amber,Floral
8046-19-3,Styrax resinoid,Balsamic,Amber,Floral
100-42-5,Styrene,Floral,Balsamic,Powdery
10521-96-7,Styryl acetate,Fruity,Sweet,Pear
8016-84-0,Tagetes erecta absolute,Herbal,Floral,Minty
8016-84-0,Tagetes erecta extract,Herbal,Floral,Minty
8016-84-0,Tagetes erecta oil,Herbal,Floral,Minty
8016-84-0,Tagetes minuta absolute,Herbal,Floral,Minty
8016-84-0,Tagetes minuta oil,Herbal,Floral,Minty
8016-84-0,"Tagetes minuta oil, rectified",Herbal,Floral,Minty
91722-29-1,Tagetes patula absolute,Spicy,Fruity,Tobacco
72968-49-1,Tamarind extract,Fruity,Aromatic,Citrus
39386-78-2,Tamarind seed gum,Aromatic,Fruity,Citrus
72869-73-9,"Tangelo oil, expressed",Citrus,Orange,Mandarin
8016-85-1,Tangerine oil,Citrus,Sweet,Orange
8016-85-1,Tangerine oil,Citrus,Sweet,Orange
68608-38-8,Tangerine oil terpenes,Citrus,Sweet,Tangerine
8016-85-1,"Tangerine oil, folded",Citrus,Sweet,Orange
8016-87-3,Tansy oil,Herbal,Minty,Citrus
93924-73-3,"Tar wood oil, distilled",Woody,Smoky,Burnt
8016-88-4,Tarragon oil,Anisic,Herbal,Green
8016-88-4,Tarragon oil (low methyleugenol),Spicy,Anisic,Herbal
950854-40-7,Tea leaf absolute,Fruity,Tea,Green
950854-40-7,Tea leaf oil,Fruity,Tea,Green
68647-73-4,Tea tree oil,Herbal,Camphoraceous,Minty
15356-74-8,Tealactone,Fruity,Apricot,Plum
68188-04-5,"Terpenes and terpenoids, clove-oil, reaction products with formaldehyde",Spicy,Clove,Floral
72230-85-4,"Terpenes and terpenoids, copaiba-oil, hydroxy, acetates",Floral,Fruity,Terpenic
68608-36-6,"Terpenes and terpenoids, litsea cubeba-oil, hydrogenated",Citrus,Herbal,Lemon
68917-57-7,"Terpenes and terpenoids, mixed sour and sweet orange oil",Citrus,Orange,Lemon
1442462-94-3,"Terpenes and Terpenoids, patchouli-oil, a-guaiene fraction, oxidized",Woody,Earthy,Terpenic
68917-63-5,"Terpenes and Terpenoids, sinpine",Herbal,Pine,Green
68938-00-1,"Terpenes and terpenoids, turpentine-oil residues",Aromatic,Terpenic,Citrus
8000-41-7,Terpineol,Herbal,Floral,Pine
58985-02-7,"Terpineol, dihydro-",Herbal,Pine,Citrus
8006-39-1,Terpinol,Herbal,Floral,Pine
586-62-9,Terpinolene,Citrus,Pine,Herbal
8007-35-0,Terpinyl acetate (Isomer mixture),Herbal,Lavender,Floral
2153-28-8,Terpinyl butyrate,Balsamic,Fruity,Floral
2153-26-6,Terpinyl formate,Floral,Lavender,Fruity
7774-65-4,Terpinyl isobutyrate,Balsamic,Fruity,Floral
80-27-3,Terpinyl propionate,Herbal,Pine,Fruity
67634-08-6,Tetrahydro-.alpha.-pentylfurfuryl acetate,Floral,Jasmin,Citrus
13481-09-9,Tetrahydro-2-(p-tolyloxy)-2H-pyrane,Floral,Hyacinth,Green
13477-62-8,Tetrahydro-2-isobutyl-4-methyl-2H-pyrane,Green,Rose,Geranium
30310-41-9,Tetrahydro-2-methyl-4-methylene-6-phenyl-2H-pyrane,Floral,Green,Geranium
16409-43-1,Tetrahydro-4-methyl-2-(2-methylpropen-1-yl)pyran,Floral,Rose,Geranium
94201-73-7,Tetrahydro-4-methyl-2-phenyl-2H-pyran,Floral,Rose,Green
131766-73-9,Tetrahydro-4-methyl-2-propyl-2H-pyran-4-yl acetate,Herbal,Sage,Aromatic
34686-71-0,Tetrahydro-6-(2-pentenyl)-2H-pyran-2-one,Fruity,Floral,Peach
32764-98-0,Tetrahydro-6-(3-pentenyl)-2H-pyran-2-one,Fruity,Floral,Jasmin
97-99-4,Tetrahydrofurfuryl alcohol,Gourmand,Nutty,Caramel
5988-91-0,Tetrahydrogeranial,Citrus,Lemon,Aldehydic
78-69-3,Tetrahydrolinalool,Herbal,Floral,Lavender
20780-48-7,Tetrahydrolinalyl acetate,Citrus,Herbal,Fresh
41678-36-8,Tetrahydromuguol,Citrus,Fresh,Lily
18479-57-7,Tetrahydromyrcenol,Citrus,Lemon,Lime
1322-58-3,Tetrahydro-pseudo-ionone,Floral,Balsamic,Rose
61920-45-4,Tetramethyl isopropyl dioxane,Woody,Earthy,Fruity
36431-72-8,Theaspirane,Herbal,Tea,Tobacco
39067-80-6,Thiogeraniol,Fruity,Berry,Minty
8007-46-3,Thyme absolute,Herbal,Aromatic,Spicy
8007-46-3,"Thyme oil, red",Herbal,Aromatic,Spicy
8007-46-3,"Thyme oil, white",Herbal,Aromatic,Spicy
85085-75-2,"Thyme, Thymus zygis, absolute",Herbal,Thyme,Camphoraceous
85085-75-2,"Thyme, Thymus zygis, oil",Herbal,Thyme,Camphoraceous
89-83-8,Thymol,Herbal,Green,Smoky
8037-19-2,Tobacco extract,Tobacco like,Smoky,Warm
73138-76-8,"Tobacco extract, nicotine-free",Tobacco like,Smoky,Warm
8037-19-2,Tobacco leaf absolute,Tobacco like,Smoky,Warm
73138-76-8,"Tobacco oils, nicotine-free",Woody,Tobacco,Smoky
8037-19-2,Tobacco oleoresin,Tobacco like,Smoky,Warm
8024-03-1,"Tolu, balsam, extract",Balsamic,Vanilla,Warm
8024-03-1,"Tolu, balsam, gum",Balsamic,Vanilla,Warm
8024-03-1,"Tolu, balsam, resinoid",Balsamic,Vanilla,Warm
1334-78-7,"Tolualdehydes (mixed o,m,p)",Spicy,Fruity,Almond
8024-04-2,Tonka bean absolute,Powdery,Hay,Sweet
8024-04-2,Tonka bean extract,Powdery,Hay,Sweet
8024-04-2,Tonka bean resinoid,Powdery,Hay,Sweet
8024-04-2,Tonka bean tincture,Powdery,Hay,Sweet
6876-12-6,trans-1-Methyl-4-(1-methylvinyl)cyclohexene,Citrus,Balsamic,Dry
3913-81-3,trans-2-Decenal,Aldehydic,Earthy,Coriander
13419-69-7,trans-2-Hexenoic acid,Green,Fruity,Sweet
928-95-0,trans-2-Hexenol,Fruity,Green,Leafy
2497-18-9,trans-2-Hexenyl acetate,Green,Sweet,Fruity
53398-83-7,trans-2-Hexenyl butyrate,Green,Apple,Banana
53398-86-0,trans-2-Hexenyl hexanoate,Green,Fruity,Apple
68698-59-9,trans-2-Hexenyl isovalerate,Green,Fruity,Apple
56922-74-8,trans-2-Hexenyl pentanoate,Green,Fruity,Apple
53398-80-4,trans-2-Hexenyl propionate,Green,Fruity,Apple
68133-77-7,trans-2-Hexenyl salicylate,Floral,Woody,Balsamic
59324-17-3,"trans-2-Methyl-4-propyl-1,3-oxathiane",Fruity,Passionfruit,Green
31502-14-4,trans-2-Nonen-1-ol,Green,Violet,Melon
18829-56-6,trans-2-Nonenal,Green,Cucumber,Oily
2548-87-0,trans-2-Octenal,Green,Cucumber,Herbal
5448-22-6,trans-2-tert-Butylcyclohexan-1-ol,Herbal,Fruity,Minty
20298-70-8,trans-2-tert-Butylcyclohexyl acetate,Fruity,Apple,Woody
7069-41-2,trans-2-Tridecenal,Aldehydic,Mandarin,Green
53448-07-0,trans-2-Undecenal,Fruity,Citrus,Waxy
67801-45-0,trans-3-Heptenyl 2-methylpropanoate,Green,Floral,Fruity
69112-21-6,trans-3-Hexenal,Green,Apple,Pear
3681-82-1,trans-3-Hexenyl acetate,Fruity,Green,Banana
65405-70-1,trans-4-Decen-1-al,Aldehydic,Citrus,Muguet
1900-69-2,trans-4-tert-Butylcyclohexyl acetate,Fruity,Apple,Balsamic
4180-23-8,trans-Anethole,Herbal,Anisic,Spicy
140-10-3,trans-Cinnamic acid,Balsamic,Sweet,Cinnamon
928-97-2,trans-Hex-3-en-1-ol,Green,Leafy,Floral
5932-68-3,trans-Isoeugenol,Spicy,Clove,Floral
1189-09-9,trans-Methylgeranate,Floral,Fruity,Balsamic
40716-66-3,trans-Nerolidol,Floral,Rose,Woody
89-80-5,trans-p-Menthan-3-one,Herbal,Minty,Sweet
65418-70-4,trans-Tetrahydro-2-isobutyl-4-methylpyran-4-ol,Floral,Fresh,Green
68648-41-9,"Tree moss oil, atranol, chloratranol-less",Woody,Mossy,Warm
68648-41-9,Treemoss absolute,Woody,Mossy,Earthy
84696-53-7,Treemoss extract,Woody,Mossy,Earthy
90-17-5,Trichloromethyl phenyl carbinyl acetate,Floral,Balsamic,Powdery
122760-84-3,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",Spicy,Herbal,Camphoraceous
2500-83-6,"Tricyclo[5.2.1.02,6]dec-4-en-8-yl acetate",Floral,Green,Herbal
13380-94-4,"Tricyclo[5.2.1.02,6]decan-8-one",Balsamic,Woody,Oily
26896-48-0,"Tricyclo[5.2.1.02,7]decane-4,8-dimethanol",Musk like,Amber,Floral
64001-15-6,Tricyclodecanyl acetate,Herbal,Green,Basil
5413-60-5,Tricyclodecenyl acetate,Herbal,Green,Fruity
17511-60-3,Tricyclodecenyl propionate,Green,Fruity,Pear
7370-92-5,"Trideca-1,5-lactone",Gourmand,Creamy,Sweet
10486-19-8,Tridecanal,Aldehydic,Citrus,Green
22629-49-8,Tridecene-2-nitrile,Citrus,Green,Herbal
71735-79-0,"Trimethyl-13-oxabicyclo[10.1.0]trideca-4,8-diene",Woody,Dry,Cedarwood
133636-82-5,Trimethyl-bicyclo-heptane-spirocyclohexenone,Woody,Cedarwood,Sweet
20662-84-4,Trimethyloxazole,Food Like,Nutty,Savoury
828-26-2,Trithioacetone,Fruity,Blackcurrant,Sulfurous
8024-05-3,Tuberose absolute,Floral,Sweet,Warm
8024-05-3,Tuberose concrete,Floral,Sweet,Warm
8024-05-3,Tuberose oil,Floral,Fruity,Sweet
8024-05-3,Tuberose tincture,Floral,Fruity,Sweet
8024-37-1,Turmeric,Spicy,Peppery,Woody
8024-37-1,Turmeric oleoresin,Spicy,Peppery,Woody
9005-90-7,Turpentine gum,Aromatic,Pine,Fresh
8006-64-2,Turpentine oil,Herbal,Woody,Citrus
8006-64-2,"Turpentine oil, rectified",Herbal,Woody,Citrus
112-44-7,Undecanal,Aldehydic,Citrus,Fresh
2244-07-7,Undecanenitrile,Green,Floral,Oily
112-37-8,Undecanoic acid,Gourmand,Fatty,Creamy
30207-98-8,Undecanol,Green,Floral,Rose
112-43-6,Undecen-1-ol,Floral,Fresh,Ozonic
1337-83-3,Undecenal,Aldehydic,Citrus,Floral
12262-03-2,"Undecenoic acid, 3-methylbutyl ester",Floral,Rose,Oily
112-42-5,Undecyl alcohol,Floral,Citrus,Oily
4630-07-3,Valencene,Citrus,Fresh,Green
110-62-3,Valeraldehyde,Gourmand,Fruity,cocoa
8008-88-6,Valerian root extract,Camphoraceous,Herbal,Green
8008-88-6,Valerian root oil,Camphoraceous,Herbal,Green
109-52-4,Valeric acid,Acidic,Cheesy,Fruity
8024-06-4,Vanilla absolute,Amber,Creamy,Vanilla
8024-06-4,Vanilla CO2 extract,Amber,Creamy,Vanilla
8024-06-4,Vanilla extract,Amber,Creamy,Vanilla
8024-06-4,Vanilla oleoresin,Amber,Creamy,Vanilla
953789-39-4,Vanilla tahitensis absolute,Balsamic,Vanilla,Spicy
953789-39-4,Vanilla tahitensis CO2 extract,Balsamic,Vanilla,Spicy
953789-39-4,Vanilla tahitensis extract,Balsamic,Vanilla,Spicy
8047-24-3,Vanilla tincture,Balsamic,Vanilla,Spicy
121-34-6,Vanillic acid,Gourmand,Creamy,Vanilla
121-33-5,Vanillin,Gourmand,Vanilla,Powdery
20665-85-4,Vanillin isobutyrate,Gourmand,Vanilla,Creamy
68527-74-2,Vanillin propylene glycol acetal,Gourmand,Vanilla,Sweet
82654-98-6,Vanillyl butyl ether,Gourmand,Caramel,Chocolate
13184-86-6,Vanillyl ethyl ether,Gourmand,Sweet,Chocolate
120-14-9,Veratraldehyde,Powdery,Sweet,Creamy
473-67-6,Verbenol,Citrus,Pine,Fresh
8016-96-4,Vetiver CO2 extract,Woody,Earthy,Nutty
8016-96-4,Vetiver extract,Woody,Earthy,Nutty
8016-96-4,Vetiver oil,Woody,Earthy,Nutty
68917-65-7,Vetiver oil terpenes,Woody,Dry,Dusty
68917-34-0,"Vetiver oil, acetylated, distilled.",Woody,Vetiver,Amber
8016-96-4,"Vetiver oil, JAVA (low Furfural)",Woody,Earthy,Nutty
8016-96-4,"Vetiver oil, rectified",Woody,Earthy,Nutty
84082-84-8,"Vetiveria zizanioides, ext., acetylated",Woody,Vetiver,Amber
68129-81-7,Vetiverol,Woody,Vetiver,Grapefruit
73246-97-6,"Vetiverol acetate, distilled",Woody,Vetiver,Amber
62563-80-8,"Vetiverol, acetate",Woody,Vetiver,Amber
117-98-6,Vetiveryl acetate,Woody,Vetiver,Amber
8024-08-6,Violet leaf absolute,Green,Oily,Leafy
8024-08-6,Violet leaf extract,Green,Oily,Leafy
68917-75-9,Wintergreen extract,Herbal,Medicinal,Ylang
68917-75-9,Wintergreen oil,Herbal,Medicinal,Ylang
8008-93-3,Wormwood oil,Herbal,spicy,Camphoraceous
73138-77-9,"Wormwood oil, terpeneless",Herbal,Spicy,Tobacco
8002-09-3,Yarmor pine oil terpenes,Herbal,Pine,Fresh
8002-09-3,"Yarmor Pine oil, synthetic",Herbal,Pine,Terpenic
8022-07-9,Yarrow oil,Camphoraceous,Warm,Spicy
8006-81-3,Ylang ylang absolute,Floral,Green,Sweet
