Stimulus,CID
240,240
261,261
263,263
356,356
379,379
454,454
1031,1031
1140,1140
1183,1183
1254,1254
2537,2537
2758,2758
6184,6184
6386,6386
6654,6654
7150,7150
7410,7410
7461,7461
7463,7463
7519,7519
7707,7707
7762,7762
7824,7824
7826,7826
7895,7895
7967,7967
8051,8051
8058,8058
8078,8078
8091,8091
8093,8093
8094,8094
8103,8103
8129,8129
8130,8130
8158,8158
8868,8868
8892,8892
8900,8900
9261,9261
10106,10106
10819,10819
11124,11124
12146,12146
12180,12180
12206,12206
12348,12348
12755,12755
12757,12757
12763,12763
13175,13175
13594,13594
14525,14525
15600,15600
15606,15606
16724,16724
20748,20748
26808,26808
31229,31229
31244,31244
123406,123406
227085,227085
440917,440917
638014,638014
