CID,Primary Odor,Sub Odor
88480,Fruity,Citrus
88480,Grassy/Woody,Woody
88480,Lemon,Citrus
88480,Lemon,Fruity
88480,Minty,Camphor
88480,Minty,Spices
88480,Nature,Fruity
88480,Plants,Fir needle
88480,Plants,Marjoram
88480,Popcorn,Woody
88480,Spices,Spices
88480,Sweet,Fruity
88480,Woody,Woody
88480,Woody/Resinous,Spices
88641,Odorless,
88655,Buildingmaterials&construction,Woody
88655,Floral,Floral
88655,Fragrant,Floral
88655,Grassy/Woody,Woody
88655,Nature,Floral
88655,Popcorn,Woody
88655,Woody,Woody
88710,Floral,Floral
88710,Floral,Muguet
88710,Fragrant,Floral
88710,Fragrant/Fruity,Green
88710,Green,Green
88710,Nature,Floral
88710,Spices,Cumin
88735,Odorless,
88792,Buildingmaterials&construction,Woody
88792,Grassy/Woody,Woody
88792,Popcorn,Woody
88792,Vegetation,Forest
88792,Woody,Vetiver
88792,Woody,Woody
89274,Fragrant/Fruity,Fruity
89274,Fruity,Berry
89274,Lemon,Fruity
89274,Nature,Fruity
89274,Sweet,Fruity
89284,Fragrant/Fruity,Fruity
89284,Fragrant/Fruity,Green
89284,Green,Green
89284,Lemon,Fruity
89284,Nature,Fruity
89284,Sweet,Fruity
89284,Vegetation,Leafy
89306,Aromatic,Herbal
89306,Aromatic,Lavender
89306,Buildingmaterials&construction,Woody
89306,Floral,Floral
89306,Foul,Pungent
89306,Fragrant,Floral
89306,Fragrant,Herbal
89306,Fragrant/Fruity,Fruity
89306,Grassy/Woody,Woody
89306,Herbaceous,Herbal
89306,Lemon,Fruity
89306,Minty,Camphor
89306,Nature,Floral
89306,Nature,Fruity
89306,NoseFeel,Pungent
89306,Plants,Turpentine
89306,Popcorn,Woody
89306,Pungent,Pungent
89306,Sharp/Pungent,Pungent
89306,Sickening,Pungent
89306,Sweet,Fruity
89306,Sweet,Vanilla
89306,Vegetation,Herbal
89306,Woody,Vanilla
89306,Woody,Woody
89306,Woody/Resinous,Herbal
89307,Aromatic,Herbal
89307,Citrus,Citrus
89307,Earthy/Musty/Moldy,Earthy/ Musty
89307,Earthy/Musty/Moldy,Musty
89307,Earthy/Musty/Moldy,Musty/Moldy
89307,Fragrant,Herbal
89307,Fragrant/Fruity,Citrus
89307,Fragrant/Fruity,Fruity
89307,Fragrant/Fruity,Green
89307,Fruity,Citrus
89307,Green,Green
89307,Herbaceous,Herbal
89307,Lemon,Citrus
89307,Lemon,Fruity
89307,Nature,Fruity
89307,Popcorn,Musty
89307,Sharp/Pungent,Musty
89307,Sweet,Fruity
89307,Vegetation,Herbal
89307,Woody/Resinous,Herbal
89307,Woody/Resinous,Musty
89382,Floral,Floral
89382,Floral,Geranium
89382,Floral,Rose
89382,Fragrant,Floral
89382,Fragrant,Geranium
89382,Fragrant,Rose
89382,Nature,Floral
89385,Aromatic,Herbal
89385,Buildingmaterials&construction,Woody
89385,Citrus,Bergamot
89385,Citrus,Citrus
89385,Floral,Floral
89385,Fragrant,Cologne
89385,Fragrant,Floral
89385,Fragrant,Herbal
89385,Fragrant/Fruity,Citrus
89385,Fresh,Fresh
89385,Fruity,Citrus
89385,Grassy/Woody,Woody
89385,Herbaceous,Herbal
89385,Lemon,Citrus
89385,Nature,Floral
89385,Popcorn,Woody
89385,Vegetation,Herbal
89385,Vegetation,Weed
89385,Woody,Woody
89385,Woody/Resinous,Herbal
89440,Ambrosial,Musk
89440,Chemical/Hydrocarbon,Ether
89440,Fragrant,Sweet
89440,Fragrant/Fruity,Fruity
89440,Lemon,Fruity
89440,Lemon,Sweet
89440,Minty,Sweet
89440,Mossywoods,Amber
89440,Nature,Fruity
89440,Non-citrusfruity,Sweet
89440,Softfloral,Powdery
89440,Softoriental,Amber
89440,Sweet,Fruity
89440,Sweet,Sweet
89440,Terpenes/Pine/Lemon,Sweet
89479,Ambrosial,Musk
89479,Dry,Dry
89479,Mossywoods,Amber
89479,People&animals,Animal
89479,People&animals,Civet
89479,Softoriental,Amber
89539,Caramel,Caramel
89539,Sweet,Caramel
89559,Cooked,Deep fried
89559,Fragrant/Fruity,Fruity
89559,Fried,Deep fried
89559,Grassy/Woody,Hay
89559,Herbaceous,Hay
89559,Lemon,Fruity
89559,Nature,Fruity
89559,Popcorn,Fatty
89559,Sweet,Fruity
89559,Sweet,Minty
89559,Terpenes/Pine/Lemon,Minty
89560,Dairy,Creamy
89560,Earthy,Earthy
89560,Earthy,Mushroom
89560,Earthy/Musty/Moldy,Earthy
89560,Earthy/Musty/Moldy,Earthy/ Musty
89560,Fragrant/Fruity,Green
89560,Green,Green
89560,Non-fooditems,Oily
89560,Popcorn,Earthy
89560,Popcorn,Oily
89560,Sharp/Pungent,Earthy
89560,Woody/Resinous,Earthy
89723,Citrus,Bergamot
89723,Citrus,Citrus
89723,Cleaningmaterials,Limonene
89723,Fragrant/Fruity,Citrus
89723,Fruity,Citrus
89723,Lemon,Citrus
89802,Fragrant/Fruity,Fruity
89802,Fruity,Cherry
89802,Lemon,Fruity
89802,Nature,Fruity
89802,Non-citrusfruity,Cherry
89802,Non-fooditems,Leather
89802,Sweet,Fruity
89802,Sweet,Minty
89802,Terpenes/Pine/Lemon,Minty
90136,Caramel,Honey
90136,Floral,Camomile
90136,Floral,Floral
90136,Fragrant,Floral
90136,Fragrant/Fruity,Fruity
90136,Fruity,Apple
90136,Lemon,Fruity
90136,Nature,Floral
90136,Nature,Fruity
90136,Sweet,Fruity
90136,Waxy,Waxy
90246,Chemical/Hydrocarbon,Sulphurous
90246,Dairy,Cheese
90246,Dairy,Dairy
90246,Earthy,Mushroom
90246,Food,Vegetable
90246,Foul,Acrid
90246,Foul,Fermented
90246,Fruity,Ripe
90246,Lemon,Acid
90246,Lemon,Sharp
90246,Marshy/Septic/Sulphurous,Sulphurous
90246,Nature,Sulphurous
90246,NoseFeel,Sharp
90246,Sharp/Pungent,Acid
90246,Sharp/Pungent,Sharp
90246,Sickening,Acid
90246,Sickening,Sharp
90246,Sickening,Sulphurous
90246,Sulphur/Cabbage/Garlic,Sulphurous
90246,Vegetables,Potato
90246,Vegetables,Tomato
90586,Aromatic,Herbal
90586,Buildingmaterials&construction,Woody
90586,Citrus,Citrus
90586,Fragrant,Herbal
90586,Fragrant/Fruity,Citrus
90586,Fragrant/Fruity,Green
90586,Fresh,Fresh
90586,Fruity,Citrus
90586,Grassy/Woody,Woody
90586,Green,Green
90586,Herbaceous,Herbal
90586,Lemon,Citrus
90586,Other,Natural
90586,Popcorn,Woody
90586,Vegetation,Herbal
90586,Woody,Woody
90586,Woody/Resinous,Herbal
90592,Floral,Rose
90592,Fragrant,Rose
90592,Fragrant/Fruity,Fruity
90592,Lemon,Fruity
90592,Nature,Fruity
90592,Sweet,Fruity
90720,Buildingmaterials&construction,Woody
90720,Floral,Floral
90720,Floral,Violet
90720,Fragrant,Floral
90720,Fragrant,Sweet
90720,Fragrant,Violet
90720,Fruity,Berry
90720,Fruity,Raspberry
90720,Fruity,Strawberry
90720,Grassy/Woody,Woody
90720,Lemon,Sweet
90720,Minty,Sweet
90720,Nature,Floral
90720,Non-citrusfruity,Strawberry
90720,Non-citrusfruity,Sweet
90720,Popcorn,Woody
90720,Sweet,Jammy
90720,Sweet,Sweet
90720,Terpenes/Pine/Lemon,Sweet
90720,Vegetation,Seedy
90720,Woody,Woody
90733,Popcorn,Fatty
90773,Minty,Camphor
90773,Sweet,Minty
90773,Terpenes/Pine/Lemon,Minty
90776,Buildingmaterials&construction,Woody
90776,Citrus,Bergamot
90776,Citrus,Citrus
90776,Fragrant/Fruity,Citrus
90776,Fragrant/Fruity,Green
90776,Fresh,Fresh
90776,Fruity,Citrus
90776,Grassy/Woody,Woody
90776,Green,Green
90776,Lemon,Citrus
90776,Plants,Petitgrain
90776,Popcorn,Woody
90776,Woody,Woody
90785,Food,Spices
90785,Minty,Spices
90785,Spices,Spices
90785,Woody/Resinous,Spices
90787,Fragrant/Fruity,Green
90787,Fruity,Fig
90787,Green,Galbanum
90787,Green,Green
90787,Plants,Galbanum
90787,Vegetation,Cortex
90787,Vegetation,Leafy
90787,Vegetation,Weed
90790,Floral,Floral
90790,Floral,Rose
90790,Fragrant,Floral
90790,Fragrant,Rose
90790,Nature,Floral
90818,Chemical/Hydrocarbon,Aldehydic
90818,Citrus,Citrus
90818,Citrus,Mandarin
90818,Fragrant/Fruity,Citrus
90818,Fresh,Fresh
90818,Fruity,Citrus
90818,Lemon,Citrus
90818,Nature,Sea
90818,Waxy,Waxy
90843,Aromatic,Herbal
90843,Citrus,Citrus
90843,Clean,Clean
90843,Floral,Floral
90843,Floral,Rose
90843,Fragrant,Floral
90843,Fragrant,Herbal
90843,Fragrant,Rose
90843,Fragrant/Fruity,Citrus
90843,Fragrant/Fruity,Green
90843,Fresh,Fresh
90843,Fruity,Citrus
90843,Green,Green
90843,Herbaceous,Herbal
90843,Lemon,Citrus
90843,Nature,Floral
90843,Vegetation,Herbal
90843,Woody/Resinous,Herbal
90848,Beverage,Winey
90848,Earthy,Mushroom
90848,Fragrant/Fruity,Fruity
90848,Grassy/Woody,Hay
90848,Herbaceous,Hay
90848,Lemon,Fruity
90848,Nature,Fruity
90848,Solvent/Hydrocarbon,Chemical
90848,Sweet,Fruity
90884,Bakery,Buttery
90884,Caramel,Buttery
90884,Dairy,Buttery
90884,Dairy,Creamy
90884,Dairy,Dairy
90884,Dairy,Milky
90899,Buildingmaterials&construction,Woody
90899,Floral,Floral
90899,Floral,Violet
90899,Fragrant,Floral
90899,Fragrant,Sweet
90899,Fragrant,Violet
90899,Fragrant/Fruity,Fruity
90899,Fruity,Berry
90899,Fruity,Raspberry
90899,Grassy/Woody,Woody
90899,Lemon,Fruity
90899,Lemon,Sweet
90899,Minty,Sweet
90899,Nature,Floral
90899,Nature,Fruity
90899,Non-citrusfruity,Sweet
90899,Plants,Orris
90899,Popcorn,Woody
90899,Softfloral,Powdery
90899,Sweet,Fruity
90899,Sweet,Sweet
90899,Terpenes/Pine/Lemon,Sweet
90899,Woody,Woody
90972,Chemical/Hydrocarbon,Sulphurous
90972,Fragrant/Fruity,Fruity
90972,Lemon,Fruity
90972,Marshy/Septic/Sulphurous,Sulphurous
90972,Nature,Fruity
90972,Nature,Sulphurous
90972,Sickening,Sulphurous
90972,Sulphur/Cabbage/Garlic,Sulphurous
90972,Sweet,Fruity
90978,Buildingmaterials&construction,Woody
90978,Dry,Dry
90978,Drywoods,Cedar
90978,Drywoods,Tobacco
90978,Earthy,Earthy
90978,Earthy/Musty/Moldy,Earthy
90978,Earthy/Musty/Moldy,Earthy/ Musty
90978,Grassy/Woody,Woody
90978,Herbaceous,Tobacco
90978,Popcorn,Earthy
90978,Popcorn,Woody
90978,Sharp/Pungent,Earthy
90978,Softoriental,Incense
90978,Tobaccosmoke,Tobacco
90978,Woody,Cedar
90978,Woody,Patchouli
90978,Woody,Woody
90978,Woody/Resinous,Earthy
90978,Woodyoriental,Patchouli
90984,Buildingmaterials&construction,Woody
90984,Chemical/Hydrocarbon,Sulphurous
90984,Citrus,Citrus
90984,Citrus,Grapefruit
90984,Fragrant/Fruity,Citrus
90984,Fragrant/Fruity,Green
90984,Fruity,Berry
90984,Fruity,Citrus
90984,Fruity,Grapefruit
90984,Fruity,Tropical
90984,Grassy/Woody,Woody
90984,Green,Green
90984,Lemon,Citrus
90984,Lemon,Cool
90984,Marshy/Septic/Sulphurous,Sulphurous
90984,Minty,Cool
90984,Nature,Sulphurous
90984,Plants,Buchu
90984,Popcorn,Woody
90984,Pungent,Cool
90984,Sickening,Sulphurous
90984,Sulphur/Cabbage/Garlic,Sulphurous
90984,Terpenes/Pine/Lemon,Terpenic
90984,Vegetation,Seedy
90984,Woody,Woody
91115,Chemical/Hydrocarbon,Aldehydic
91115,Floral,Floral
91115,Floral,Muguet
91115,Fragrant,Floral
91115,Fragrant/Fruity,Green
91115,Green,Green
91115,Nature,Floral
91115,Vegetation,Hyacinth
91115,Water,Water
91115,Waxy,Waxy
91116,Chemical/Hydrocarbon,Aldehydic
91116,Waxy,Waxy
91147,Earthy,Earthy
91147,Earthy/Musty/Moldy,Earthy
91147,Earthy/Musty/Moldy,Earthy/ Musty
91147,Floral,Floral
91147,Floral,Geranium
91147,Food,Spices
91147,Food,Vegetable
91147,Fragrant,Floral
91147,Fragrant,Geranium
91147,Fragrant/Fruity,Green
91147,Green,Green
91147,Minty,Spices
91147,Nature,Floral
91147,Popcorn,Earthy
91147,Sharp/Pungent,Earthy
91147,Spices,Spices
91147,Woody/Resinous,Earthy
91147,Woody/Resinous,Spices
91195,Foul,Pungent
91195,NoseFeel,Pungent
91195,Pungent,Pungent
91195,Sharp/Pungent,Pungent
91195,Sickening,Pungent
91195,Sweet,Minty
91195,Terpenes/Pine/Lemon,Minty
91226,Minty,Camphor
91226,Nutty,Nutty
91226,Plants,Fir needle
91226,Popcorn,Nutty
91226,Terpenes/Pine/Lemon,Pine
91226,Woody,Pine
91337,Aromatic,Herbal
91337,Buildingmaterials&construction,Woody
91337,Fragrant,Herbal
91337,Fragrant/Fruity,Fruity
91337,Fresh,Fresh
91337,Fruity,Apple
91337,Grassy/Woody,Woody
91337,Herbaceous,Herbal
91337,Lemon,Fruity
91337,Nature,Fruity
91337,Nature,Sea
91337,Popcorn,Woody
91337,Sweet,Fruity
91337,Vegetation,Herbal
91337,Woody,Woody
91337,Woody/Resinous,Herbal
91338,Minty,Camphor
91338,Sweet,Minty
91338,Terpenes/Pine/Lemon,Minty
91339,Ambrosial,Musk
91339,Floral,Floral
91339,Floral,Geranium
91339,Floral,Rose
91339,Fragrant,Floral
91339,Fragrant,Geranium
91339,Fragrant,Rose
91339,Fragrant/Fruity,Fruity
91339,Lemon,Fruity
91339,Nature,Floral
91339,Nature,Fruity
91339,Sweet,Fruity
91361,Other,Mild
91361,Popcorn,Fatty
91361,Waxy,Waxy
91388,Aromatic,Herbal
91388,Buildingmaterials&construction,Woody
91388,Drywoods,Cedar
91388,Fragrant,Herbal
91388,Grassy/Woody,Woody
91388,Herbaceous,Herbal
91388,Popcorn,Woody
91388,Sweet,Minty
91388,Terpenes/Pine/Lemon,Minty
91388,Vegetation,Herbal
91388,Vegetation,Leafy
91388,Woody,Cedar
91388,Woody,Woody
91388,Woody/Resinous,Herbal
91435,Odorless,
91457,Buildingmaterials&construction,Woody
91457,Fragrant/Fruity,Green
91457,Grassy/Woody,Woody
91457,Green,Green
91457,Popcorn,Woody
91457,Woody,Woody
91496,Aromatic,Herbal
91496,Citrus,Citrus
91496,Clean,Clean
91496,Fragrant,Herbal
91496,Fragrant/Fruity,Citrus
91496,Fragrant/Fruity,Fruity
91496,Fresh,Fresh
91496,Fruity,Citrus
91496,Herbaceous,Herbal
91496,Lemon,Citrus
91496,Lemon,Fruity
91496,Minty,Spearmint
91496,Nature,Fruity
91496,Sweet,Fruity
91496,Sweet,Minty
91496,Terpenes/Pine/Lemon,Minty
91496,Vegetation,Herbal
91496,Woody/Resinous,Herbal
91497,Ambrosial,Musk
91497,Ambrosial,Musk
91497,Chemical/Hydrocarbon,Ether
91497,Floral,Floral
91497,Floral,Floral
91497,Fragrant,Floral
91497,Fragrant,Sweet
91497,Fragrant,Floral
91497,Fragrant,Sweet
91497,Lemon,Sweet
91497,Lemon,Sweet
91497,Minty,Sweet
91497,Minty,Sweet
91497,Nature,Floral
91497,Nature,Floral
91497,Non-citrusfruity,Sweet
91497,Non-citrusfruity,Sweet
91497,Sweet,Sweet
91497,Sweet,Sweet
91497,Terpenes/Pine/Lemon,Sweet
91497,Terpenes/Pine/Lemon,Sweet
91508,Fragrant/Fruity,Green
91508,Green,Green
91604,Buildingmaterials&construction,Woody
91604,Floral,Cyclamen
91604,Floral,Floral
91604,Floral,Muguet
91604,Fragrant,Floral
91604,Grassy/Woody,Woody
91604,Nature,Floral
91604,Popcorn,Woody
91604,Vegetables,Rhubarb
91604,Woody,Woody
91696,Ambrosial,Musk
91696,Aromatic,Herbal
91696,Dairy,Creamy
91696,Dry,Dry
91696,Fragrant,Herbal
91696,Fragrant,Sweet
91696,Herbaceous,Herbal
91696,Lemon,Sweet
91696,Minty,Sweet
91696,Mossywoods,Amber
91696,Non-citrusfruity,Sweet
91696,Softoriental,Amber
91696,Sweet,Sweet
91696,Terpenes/Pine/Lemon,Sweet
91696,Vegetation,Herbal
91696,Woody/Resinous,Herbal
91754,Odorless,
91766,Odorless,
91770,Odorless,
91850,Buildingmaterials&construction,Woody
91850,Fragrant/Fruity,Fruity
91850,Grassy/Woody,Woody
91850,Lemon,Fruity
91850,Nature,Fruity
91850,People&animals,Animal
91850,Popcorn,Woody
91850,Sweet,Fruity
91850,Woody,Woody
91947,Ambrosial,Musk
91947,Ambrosial,Musk
91947,Chemical/Hydrocarbon,Ether
91947,Floral,Floral
91947,Floral,Floral
91947,Fragrant,Floral
91947,Fragrant,Sweet
91947,Fragrant,Floral
91947,Fragrant,Sweet
91947,Lemon,Sweet
91947,Lemon,Sweet
91947,Minty,Sweet
91947,Minty,Sweet
91947,Nature,Floral
91947,Nature,Floral
91947,Non-citrusfruity,Sweet
91947,Non-citrusfruity,Sweet
91947,Sweet,Sweet
91947,Sweet,Sweet
91947,Terpenes/Pine/Lemon,Sweet
91947,Terpenes/Pine/Lemon,Sweet
91978,Buildingmaterials&construction,Metallic
91978,Fragrant,Sweet
91978,Fragrant/Fruity,Green
91978,Fruity,Tropical
91978,Green,Green
91978,Lemon,Cool
91978,Lemon,Sweet
91978,Metallic,Metallic
91978,Minty,Cool
91978,Minty,Sweet
91978,Non-citrusfruity,Sweet
91978,NoseFeel,Metallic
91978,Other,Strong
91978,Pungent,Cool
91978,Sweet,Sweet
91978,Terpenes/Pine/Lemon,Sweet
91978,Vegetation,Hyacinth
91978,Vegetation,Leafy
91978,Water,Water
92116,Balsamic,Balsamic
92116,Buildingmaterials&construction,Woody
92116,Grassy/Woody,Woody
92116,Popcorn,Woody
92116,Woody,Woody
92138,Buildingmaterials&construction,Woody
92138,Floral,Rose
92138,Food,Spices
92138,Fragrant,Rose
92138,Fragrant,Sweet
92138,Fragrant/Fruity,Green
92138,Grassy/Woody,Woody
92138,Green,Green
92138,Lemon,Sweet
92138,Minty,Spices
92138,Minty,Sweet
92138,Non-citrusfruity,Sweet
92138,Popcorn,Woody
92138,Spices,Spices
92138,Sweet,Sweet
92138,Terpenes/Pine/Lemon,Sweet
92138,Woody,Woody
92138,Woody/Resinous,Spices
92139,Aromatic,Herbal
92139,Fragrant,Herbal
92139,Herbaceous,Herbal
92139,Vegetation,Herbal
92139,Woody/Resinous,Herbal
92210,Chemical/Hydrocarbon,Medicinal
92210,Chemical/Hydrocarbon,Sweet (Medicinal)
92210,Fragrant,Sweet
92210,Lemon,Sweet
92210,Medicinal/Alcohol,Medicinal
92210,Medicinal/Phenolic,Medicinal
92210,Minty,Medicinal
92210,Minty,Sweet
92210,Non-citrusfruity,Sweet
92210,Sweet,Sweet
92210,Sweet,Sweet (Medicinal)
92210,Terpenes/Pine/Lemon,Sweet
92210,Woody,Medicinal
92221,Aromatic,Herbal
92221,Buildingmaterials&construction,Woody
92221,Chemical/Hydrocarbon,Medicinal
92221,Citrus,Citrus
92221,Cleaningmaterials,Limonene
92221,Fragrant,Herbal
92221,Fragrant/Fruity,Citrus
92221,Fresh,Fresh
92221,Fruity,Citrus
92221,Grassy/Woody,Woody
92221,Herbaceous,Eucalyptus
92221,Herbaceous,Herbal
92221,Lemon,Citrus
92221,Lemon,Cool
92221,Medicinal/Alcohol,Medicinal
92221,Medicinal/Phenolic,Medicinal
92221,Minty,Camphor
92221,Minty,Cool
92221,Minty,Eucalyptus
92221,Minty,Medicinal
92221,Oriental,Resin
92221,Plants,Fir needle
92221,Popcorn,Resin
92221,Popcorn,Woody
92221,Pungent,Cool
92221,Sweet,Eucalyptus
92221,Sweet,Minty
92221,Sweet,Vanilla
92221,Terpenes/Pine/Lemon,Eucalyptus
92221,Terpenes/Pine/Lemon,Minty
92221,Terpenes/Pine/Lemon,Pine
92221,Vegetation,Herbal
92221,Woody,Medicinal
92221,Woody,Pine
92221,Woody,Vanilla
92221,Woody,Woody
92221,Woody/Resinous,Herbal
92222,Odorless,
92231,Aromatic,Herbal
92231,Earthy,Earthy
92231,Earthy/Musty/Moldy,Earthy
92231,Earthy/Musty/Moldy,Earthy/ Musty
92231,Fragrant,Herbal
92231,Fragrant/Fruity,Fruity
92231,Herbaceous,Herbal
92231,Lemon,Fruity
92231,Nature,Fruity
92231,Popcorn,Earthy
92231,Sharp/Pungent,Earthy
92231,Sweet,Fruity
92231,Vegetation,Herbal
92231,Woody/Resinous,Earthy
92231,Woody/Resinous,Herbal
92283,Minty,Menthol
92292,Ambrosial,Musk
92292,Buildingmaterials&construction,Woody
92292,Clean,Clean
92292,Food,Spices
92292,Grassy/Woody,Woody
92292,Minty,Spices
92292,Popcorn,Woody
92292,Spices,Spices
92292,Woody,Woody
92292,Woody/Resinous,Spices
92301,Balsamic,Balsamic
92301,Terpenes/Pine/Lemon,Pine
92301,Woody,Pine
92313,Aromatic,Herbal
92313,Buildingmaterials&construction,Woody
92313,Fragrant,Herbal
92313,Grassy/Woody,Woody
92313,Herbaceous,Herbal
92313,Popcorn,Woody
92313,Vegetation,Herbal
92313,Woody,Woody
92313,Woody/Resinous,Herbal
92431,Odorless,
92543,Floral,Floral
92543,Floral,Muguet
92543,Floral,Rose
92543,Fragrant,Floral
92543,Fragrant,Rose
92543,Fragrant/Fruity,Green
92543,Green,Green
92543,Minty,Menthol
92543,Nature,Floral
92573,Estery,Estery
92573,Fragrant/Fruity,Fruity
92573,Fragrant/Fruity,Green
92573,Fresh,Fresh
92573,Fruity,Apple
92573,Fruity,Banana
92573,Fruity,Grape
92573,Fruity,Kiwi
92573,Fruity,Pear
92573,Fruity,Tropical
92573,Green,Green
92573,Lemon,Fruity
92573,Nature,Fruity
92573,Non-citrusfruity,Banana
92573,Ripe/Unripe,Unripe
92573,Sweet,Fruity
92606,Earthy,Earthy
92606,Earthy/Musty/Moldy,Earthy
92606,Earthy/Musty/Moldy,Earthy/ Musty
92606,Floral,Narcissus
92606,Fragrant/Fruity,Fruity
92606,Fragrant/Fruity,Green
92606,Fresh,Fresh
92606,Fruity,Pineapple
92606,Green,Galbanum
92606,Green,Green
92606,Lemon,Fruity
92606,Nature,Fruity
92606,Non-citrusfruity,Pineapple
92606,Plants,Galbanum
92606,Popcorn,Earthy
92606,Sharp/Pungent,Earthy
92606,Sweet,Fruity
92606,Vegetation,Hyacinth
92606,Vegetation,Weed
92606,Woody/Resinous,Earthy
92640,Chemical/Hydrocarbon,Sulphurous
92640,Fragrant/Fruity,Fruity
92640,Fruity,Tropical
92640,Lemon,Fruity
92640,Marshy/Septic/Sulphurous,Sulphurous
92640,Nature,Fruity
92640,Nature,Sulphurous
92640,Salty,Savory
92640,Sickening,Sulphurous
92640,Sulphur/Cabbage/Garlic,Sulphurous
92640,Sweet,Fruity
92659,Aromatic,Herbal
92659,Floral,Rose
92659,Fragrant,Herbal
92659,Fragrant,Rose
92659,Fruity,Tropical
92659,Herbaceous,Herbal
92659,Minty,Camphor
92659,Sweet,Minty
92659,Terpenes/Pine/Lemon,Minty
92659,Vegetation,Herbal
92659,Woody/Resinous,Herbal
92776,Food,Spices
92776,Fresh,Fresh
92776,Lemon,Sharp
92776,Minty,Spices
92776,NoseFeel,Sharp
92776,Sharp/Pungent,Sharp
92776,Sickening,Sharp
92776,Spices,Spices
92776,Woody/Resinous,Spices
92780,Aromatic,Herbal
92780,Buildingmaterials&construction,Woody
92780,Food,Spices
92780,Fragrant,Herbal
92780,Grassy/Woody,Woody
92780,Herbaceous,Herbal
92780,Minty,Spices
92780,Popcorn,Woody
92780,Spices,Caraway
92780,Spices,Cumin
92780,Spices,Spices
92780,Vegetation,Herbal
92780,Woody,Woody
92780,Woody/Resinous,Herbal
92780,Woody/Resinous,Spices
92814,Bakery,Buttery
92814,Caramel,Buttery
92814,Caramel,Caramel
92814,Dairy,Buttery
92814,Fragrant/Fruity,Fruity
92814,Lemon,Fruity
92814,Nature,Fruity
92814,Sweet,Caramel
92814,Sweet,Fruity
92821,Beverage,Winey
92821,Dairy,Milky
92821,Ylang,Yoghurt
92833,Vegetation,Hyacinth
92874,Food,Spices
92874,Minty,Camphor
92874,Minty,Spices
92874,Spices,Spices
92874,Sweet,Minty
92874,Sweet,Vanilla
92874,Terpenes/Pine/Lemon,Minty
92874,Woody,Vanilla
92874,Woody/Resinous,Spices
93009,Aromatic,Herbal
93009,Balsamic,Balsamic
93009,Buildingmaterials&construction,Woody
93009,Drywoods,Cedar
93009,Food,Spices
93009,Fragrant,Herbal
93009,Fragrant,Sweet
93009,Fresh,Fresh
93009,Grassy/Woody,Woody
93009,Herbaceous,Herbal
93009,Lemon,Sweet
93009,Minty,Camphor
93009,Minty,Menthol
93009,Minty,Spices
93009,Minty,Sweet
93009,Non-citrusfruity,Sweet
93009,Plants,Fir needle
93009,Popcorn,Woody
93009,Spices,Spices
93009,Sweet,Sweet
93009,Terpenes/Pine/Lemon,Pine
93009,Terpenes/Pine/Lemon,Sweet
93009,Vegetation,Herbal
93009,Woody,Cedar
93009,Woody,Pine
93009,Woody,Woody
93009,Woody/Resinous,Herbal
93009,Woody/Resinous,Spices
93019,Food,Spices
93019,Minty,Spices
93019,Spices,Spices
93019,Woody/Resinous,Spices
93070,Odorless,
93073,Minty,Camphor
93081,Citrus,Citrus
93081,Fragrant/Fruity,Citrus
93081,Fragrant/Fruity,Fruity
93081,Fruity,Citrus
93081,Lemon,Citrus
93081,Lemon,Fruity
93081,Nature,Fruity
93081,Sweet,Fruity
93081,Vegetables,Radish
93111,Bakery,Bready
93111,Brown,Brown sugar
93111,Burnt,Burnt
93111,Caramel,Caramel
93111,Fragrant,Sweet
93111,Fragrant/Fruity,Fruity
93111,Lemon,Fruity
93111,Lemon,Sweet
93111,Minty,Sweet
93111,Nature,Fruity
93111,Non-citrusfruity,Sweet
93111,Plants,Maple
93111,Popcorn,Burnt
93111,Sickening,Burnt
93111,Sweet,Caramel
93111,Sweet,Cotton candy
93111,Sweet,Fruity
93111,Sweet,Sweet
93111,Terpenes/Pine/Lemon,Sweet
93199,Chemical/Hydrocarbon,Aldehydic
93199,Citrus,Citrus
93199,Floral,Floral
93199,Food,Grease
93199,Fragrant,Floral
93199,Fragrant/Fruity,Citrus
93199,Fruity,Citrus
93199,Lemon,Citrus
93199,Nature,Floral
93199,Water,Marine
93236,Alliaceous,Garlic
93236,Alliaceous,Onion
93236,Burnt,Burnt Rubber
93236,Chemical/Hydrocarbon,Sulphurous
93236,Marshy/Septic/Sulphurous,Onion
93236,Marshy/Septic/Sulphurous,Sulphurous
93236,Nature,Sulphurous
93236,Sickening,Burnt Rubber
93236,Sickening,Garlic
93236,Sickening,Onion
93236,Sickening,Sulphurous
93236,Sulphur/Cabbage/Garlic,Burnt Rubber
93236,Sulphur/Cabbage/Garlic,Cabbage
93236,Sulphur/Cabbage/Garlic,Garlic
93236,Sulphur/Cabbage/Garlic,Sulphurous
93236,Vegetables,Cabbage
93236,Vegetables,Garlic
93236,Vegetables,Onion
93320,Sulphur/Cabbage/Garlic,Cabbage
93320,Vegetables,Brocolli
93320,Vegetables,Cabbage
93366,Fragrant/Fruity,Fruity
93366,Fragrant/Fruity,Green
93366,Fruity,Apple
93366,Green,Green
93366,Lemon,Fruity
93366,Nature,Fruity
93366,Sweet,Fruity
93375,Chemical/Hydrocarbon,Aldehydic
93375,Floral,Floral
93375,Fragrant,Floral
93375,Fragrant/Fruity,Green
93375,Green,Green
93375,Nature,Floral
93375,Vegetation,Cortex
93375,Vegetation,Leafy
93539,Odorless,
93542,Odorless,
93596,Fragrant/Fruity,Green
