CID,Primary Odor,Sub Odor
4,Ammonia,Fishy
4,Fishy/Ammonia,Fishy
4,Fishy/Rancid,Fishy
4,Food,Fishy
19,Odorless,
49,Fragrant/Fruity,Fruity
49,Lemon,Fruity
49,Nature,Fruity
49,Sweet,Fruity
51,Odorless,
58,Brown,Brown
58,Caramel,Caramel
58,Chemical/Hydrocarbon,Lactonic
58,Dairy,Creamy
58,Fragrant,Sweet
58,Lemon,Sweet
58,Microbiological,Lactonic
58,Minty,Sweet
58,Non-citrusfruity,Sweet
58,Sweet,Caramel
58,Sweet,Sweet
58,Terpenes/Pine/Lemon,Sweet
70,Fragrant/Fruity,Fruity
70,Lemon,Fruity
70,Nature,Fruity
70,Sweet,Fruity
72,Balsamic,Balsamic
72,Medicinal/Phenolic,Phenolic
72,Other,Mild
72,Woody,Phenolic
107,Ambrosial,Musk
107,Balsamic,Balsamic
107,Floral,Floral
107,Floral,Rose
107,Fragrant,Floral
107,Fragrant,Rose
107,Fragrant,Sweet
107,Lemon,Sweet
107,Minty,Sweet
107,Nature,Floral
107,Non-citrusfruity,Sweet
107,Popcorn,Fatty
107,Spices,Cinnamyl
107,Sweet,Sweet
107,Terpenes/Pine/Lemon,Sweet
119,Food,Meaty
119,Non-vegetarian,Meaty
119,Salty,Savory
125,Bitter,Bitter
125,Dryfruit,Almond
125,Fragrant,Sweet
125,Fragrant/Fruity,Fruity
125,Lemon,Fruity
125,Lemon,Sweet
125,Minty,Sweet
125,Nature,Fruity
125,Non-citrusfruity,Sweet
125,Nutty,Almond
125,Popcorn,Almond
125,Sweet,Fruity
125,Sweet,Sweet
125,Terpenes/Pine/Lemon,Sweet
126,Balsamic,Balsamic
126,Brown,Brown
126,Buildingmaterials&construction,Metallic
126,Buildingmaterials&construction,Woody
126,Caramel,Honey
126,Dryfruit,Almond
126,Fragrant,Sweet
126,Grassy/Woody,Woody
126,Lemon,Sweet
126,Metallic,Metallic
126,Minty,Sweet
126,Non-citrusfruity,Sweet
126,NoseFeel,Metallic
126,Nutty,Almond
126,Nutty,Nutty
126,Popcorn,Almond
126,Popcorn,Nutty
126,Popcorn,Woody
126,Sweet,Sweet
126,Sweet,Vanilla
126,Terpenes/Pine/Lemon,Sweet
126,Woody,Vanilla
126,Woody,Woody
135,Medicinal/Phenolic,Phenolic
135,Nutty,Nutty
135,Popcorn,Nutty
135,Woody,Phenolic
174,Odorless,
176,Foul,Pungent
176,Lemon,Acid
176,Lemon,Sharp
176,Lemon,Sour
176,NoseFeel,Pungent
176,NoseFeel,Sharp
176,Pungent,Pungent
176,Rancid,Vinegar
176,Sharp/Pungent,Acid
176,Sharp/Pungent,Pungent
176,Sharp/Pungent,Sharp
176,Sharp/Pungent,Sour
176,Sharp/Pungent,Vinegar
176,Sickening,Acid
176,Sickening,Pungent
176,Sickening,Sharp
177,Beverage,Winey
177,Chemical/Hydrocarbon,Aldehydic
177,Chemical/Hydrocarbon,Ether
177,Earthy/Musty/Moldy,Earthy/ Musty
177,Earthy/Musty/Moldy,Musty
177,Earthy/Musty/Moldy,Musty/Moldy
177,Foul,Pungent
177,Fragrant/Fruity,Fruity
177,Fresh,Fresh
177,Lemon,Fruity
177,Nature,Fruity
177,NoseFeel,Pungent
177,Popcorn,Musty
177,Pungent,Pungent
177,Restaurant,Coffee
177,Sharp/Pungent,Musty
177,Sharp/Pungent,Pungent
177,Sickening,Pungent
177,Sweet,Fruity
177,Woody,Coffee
177,Woody/Resinous,Musty
178,Odorless,
179,Bakery,Buttery
179,Caramel,Buttery
179,Dairy,Buttery
179,Dairy,Creamy
179,Dairy,Dairy
179,Dairy,Milky
179,Fragrant,Sweet
179,Lemon,Sweet
179,Minty,Sweet
179,Non-citrusfruity,Sweet
179,Popcorn,Fatty
179,Sweet,Sweet
179,Terpenes/Pine/Lemon,Sweet
180,Chemical/Hydrocarbon,Ether
180,Chemical/Hydrocarbon,Solvent
180,Fruity,Apple
180,Fruity,Pear
180,Fuel/GasStation/Solvent,Solvent
180,Solvent/Hydrocarbon,Solvent
196,Odorless,
204,Odorless,
222,Ammonia,Ammonia
222,Chemical/Hydrocarbon,Repellent
222,Fishy/Ammonia,Ammonia
239,Odorless,
240,Beverage,Maraschino
240,Bitter,Bitter
240,Burnt,Burnt
240,Dryfruit,Almond
240,Fragrant,Sweet
240,Fragrant/Fruity,Fruity
240,Fruity,Cherry
240,Lemon,Fruity
240,Lemon,Sharp
240,Lemon,Sweet
240,Minty,Sweet
240,Nature,Fruity
240,Non-citrusfruity,Cherry
240,Non-citrusfruity,Sweet
240,NoseFeel,Sharp
240,Nutty,Almond
240,Nutty,Nutty
240,Popcorn,Almond
240,Popcorn,Burnt
240,Popcorn,Nutty
240,Sharp/Pungent,Sharp
240,Sickening,Burnt
240,Sickening,Sharp
240,Softfloral,Powdery
240,Sweet,Fruity
240,Sweet,Sugar
240,Sweet,Sweet
240,Terpenes/Pine/Lemon,Sweet
241,Aromatic,Aromatic
241,Chemical/Hydrocarbon,Gasoline
241,Fragrant,Aromatic
241,Fuel/GasStation/Solvent,Gasoline
241,Minty,Aromatic
241,Non-citrusfruity,Aromatic
241,Solvent/Hydrocarbon,Gasoline
241,Woody/Resinous,Aromatic
243,Balsamic,Balsamic
243,Fishy/Ammonia,Urine
243,Waste,Urine
244,Balsamic,Balsamic
244,Chemical/Hydrocarbon,Sweet Organic Chemical
244,Citrus,Citrus
244,Citrus,Grapefruit
244,Dryfruit,Walnut
244,Floral,Floral
244,Floral,Rose
244,Fragrant,Floral
244,Fragrant,Rose
244,Fragrant,Sweet
244,Fragrant/Fruity,Citrus
244,Fruity,Berry
244,Fruity,Cherry
244,Fruity,Citrus
244,Fruity,Grapefruit
244,Lemon,Citrus
244,Lemon,Sweet
244,Medicinal/Phenolic,Phenolic
244,Minty,Sweet
244,Nature,Floral
244,Non-citrusfruity,Cherry
244,Non-citrusfruity,Sweet
244,Nutty,Walnut
244,Solvent/Hydrocarbon,Chemical
244,Sweet,Sweet
244,Sweet,Sweet Organic Chemical
244,Terpenes/Pine/Lemon,Sweet
244,Woody,Phenolic
247,Bland,Bland
261,Bakery,Bready
261,Bakery,Malty
261,Beverage,Malty
261,Caramel,Chocolate
261,Chemical/Hydrocarbon,Ether
261,Chocolate,Chocolate
261,Chocolate,Cocoa
261,Dairy,Creamy
261,Earthy/Musty/Moldy,Earthy/ Musty
261,Earthy/Musty/Moldy,Musty
261,Earthy/Musty/Moldy,Musty/Moldy
261,Food,Cocoa
261,Food,Meaty
261,Foul,Garbage
261,Foul,Pungent
261,Fragrant/Fruity,Green
261,Fruity,Apple
261,Fruity,Pear
261,Green,Green
261,Non-vegetarian,Meaty
261,NoseFeel,Pungent
261,Popcorn,Musty
261,Pungent,Pungent
261,Sharp/Pungent,Musty
261,Sharp/Pungent,Pungent
261,Sickening,Pungent
261,Sweet,Chocolate
261,Sweet,Malty
261,Sweet,Sweet Garbage
261,Terpenes/Pine/Lemon,Sweet Garbage
261,Waste,Garbage
261,Woody/Resinous,Musty
262,Alliaceous,Onion
262,Bakery,Buttery
262,Caramel,Buttery
262,Dairy,Buttery
262,Dairy,Creamy
262,Fragrant/Fruity,Fruity
262,Lemon,Fruity
262,Marshy/Septic/Sulphurous,Onion
262,Nature,Fruity
262,Sickening,Onion
262,Sweet,Fruity
262,Vegetables,Onion
263,Balsamic,Balsamic
263,Beverage,Whiskey
263,Beverage,Winey
263,Chemical/Hydrocarbon,Fusel
263,Chemical/Hydrocarbon,Medicinal
263,Chemical/Hydrocarbon,Sweet (Medicinal)
263,Foul,Fermented
263,Fragrant,Sweet
263,Fruity,Banana
263,Lemon,Sweet
263,Medicinal/Alcohol,Medicinal
263,Medicinal/Phenolic,Medicinal
263,Minty,Medicinal
263,Minty,Sweet
263,Non-citrusfruity,Banana
263,Non-citrusfruity,Sweet
263,Non-fooditems,Oily
263,Popcorn,Oily
263,Sweet,Sweet
263,Sweet,Sweet (Medicinal)
263,Sweet,Vanilla
263,Terpenes/Pine/Lemon,Sweet
263,Woody,Medicinal
263,Woody,Vanilla
264,Bakery,Buttery
264,Caramel,Buttery
264,Chemical/Hydrocarbon,Acetic
264,Dairy,Buttery
264,Dairy,Cheese
264,Dairy,Dairy
264,Fishy/Rancid,Rancid
264,Foul,Obnoxious
264,Fragrant/Fruity,Fruity
264,Lemon,Fruity
264,Lemon,Sharp
264,Microbiological,Sweaty
264,Nature,Fruity
264,NoseFeel,Sharp
264,Rancid,Rancid
264,Rancid/Putrid,Rancid
264,Rancid/Putrid,Sweaty
264,Sharp/Pungent,Rancid
264,Sharp/Pungent,Sharp
264,Sharp/Pungent,Sweaty
264,Sickening,Sharp
264,Sweet,Fruity
273,People&animals,Animal
280,Odorless,
281,Odorless,
284,Chemical/Hydrocarbon,Acetic
284,Foul,Fermented
284,Foul,Pungent
284,Fragrant/Fruity,Fruity
284,Lemon,Fruity
284,Lemon,Sharp
284,Nature,Fruity
284,NoseFeel,Pungent
284,NoseFeel,Sharp
284,Pungent,Pungent
284,Rancid,Vinegar
284,Sharp/Pungent,Pungent
284,Sharp/Pungent,Sharp
284,Sharp/Pungent,Vinegar
284,Sickening,Pungent
284,Sickening,Sharp
284,Sweet,Fruity
294,Odorless,
299,Odorless,
311,Odorless,
323,Food,Spices
323,Fragrant,Sweet
323,Fragrant/Fruity,Green
323,Grassy/Woody,Hay
323,Grassy/Woody,New mown hay
323,Green,Green
323,Herbaceous,Hay
323,Lemon,Sweet
323,Minty,Spices
323,Minty,Sweet
323,Non-citrusfruity,Sweet
323,Plants,Tonka
323,Spices,Spices
323,Sweet,Sweet
323,Terpenes/Pine/Lemon,Sweet
323,Vegetation,New mown hay
323,Woody/Resinous,Spices
325,Aromatic,Herbal
325,Floral,Floral
325,Food,Spices
325,Fragrant,Floral
325,Fragrant,Herbal
325,Herbaceous,Herbal
325,Minty,Spices
325,Nature,Floral
325,Non-fooditems,Leather
325,Other,Strong
325,Spices,Caraway
325,Spices,Cumin
325,Spices,Spices
325,Vegetables,Cucumber
325,Vegetation,Herbal
325,Woody/Resinous,Herbal
325,Woody/Resinous,Spices
326,Aromatic,Herbal
326,Buildingmaterials&construction,Woody
326,Food,Spices
326,Foul,Pungent
326,Fragrant,Herbal
326,Fragrant/Fruity,Green
326,Grassy/Woody,"'Grassy(Green, Sharp)'"
326,Grassy/Woody,Woody
326,Green,Green
326,Herbaceous,Herbal
326,Lemon,Acid
326,Lemon,Sharp
326,Minty,Spices
326,Non-fooditems,Oily
326,NoseFeel,Pungent
326,NoseFeel,Sharp
326,Popcorn,Oily
326,Popcorn,Woody
326,Pungent,Pungent
326,Sharp/Pungent,Acid
326,Sharp/Pungent,Pungent
326,Sharp/Pungent,Sharp
326,Sickening,Acid
326,Sickening,Pungent
326,Sickening,Sharp
326,Spices,Cumin
326,Spices,Spices
326,Vegetables,Cucumber
326,Vegetation,Herbal
326,Woody,Woody
326,Woody/Resinous,Herbal
326,Woody/Resinous,Spices
332,Aromatic,Clove
332,Bakery,Roasted
332,Beverage,Winey
332,Buildingmaterials&construction,Woody
332,Dry,Dry
332,Drywoods,Cedar
332,Food,Spices
332,Fresh,Fresh
332,Fruity,Apple
332,Grassy/Woody,Woody
332,Minty,Spices
332,Mossywoods,Amber
332,Nutty,Peanut
332,Popcorn,Woody
332,Softoriental,Amber
332,Spices,Clove
332,Spices,Spices
332,Woody,Cedar
332,Woody,Woody
332,Woody/Resinous,Spices
335,Aromatic,Herbal
335,Chemical/Hydrocarbon,Medicinal
335,Chemical/Hydrocarbon,Plastic
335,Earthy/Musty/Moldy,Earthy/ Musty
335,Earthy/Musty/Moldy,Musty
335,Earthy/Musty/Moldy,Musty/Moldy
335,Fragrant,Herbal
335,Fuel/GasStation/Solvent,Plastic
335,Herbaceous,Herbal
335,Medicinal/Alcohol,Medicinal
335,Medicinal/Phenolic,Medicinal
335,Medicinal/Phenolic,Phenolic
335,Minty,Medicinal
335,Non-fooditems,Leather
335,Non-fooditems,Plastic
335,Popcorn,Musty
335,Sharp/Pungent,Musty
335,Solvent/Hydrocarbon,Plastic
335,Vegetation,Herbal
335,Woody,Medicinal
335,Woody,Phenolic
335,Woody/Resinous,Herbal
335,Woody/Resinous,Musty
338,Medicinal/Phenolic,Phenolic
338,Nutty,Nutty
338,Popcorn,Nutty
338,Woody,Phenolic
342,Buildingmaterials&construction,Woody
342,Chemical/Hydrocarbon,Ether
342,Chemical/Hydrocarbon,Medicinal
342,Chemical/Hydrocarbon,Plastic
342,Chemical/Hydrocarbon,Tarry
342,Dry,Dry
342,Fecal/Sewery,Fecal
342,Fuel/GasStation/Solvent,Plastic
342,Grassy/Woody,Woody
342,Medicinal/Alcohol,Medicinal
342,Medicinal/Phenolic,Medicinal
342,Medicinal/Phenolic,Phenolic
342,Minty,Medicinal
342,Non-fooditems,Leather
342,Non-fooditems,Plastic
342,People&animals,Fecal
342,Popcorn,Woody
342,Sharp/Pungent,Fecal
342,Solvent/Hydrocarbon,Plastic
342,Solvent/Hydrocarbon,Tarry
342,Waste,Fecal
342,Woody,Medicinal
342,Woody,Phenolic
342,Woody,Woody
356,Chemical/Hydrocarbon,Alkane
356,Chemical/Hydrocarbon,Gasoline
356,Fuel/GasStation/Solvent,Gasoline
356,Solvent/Hydrocarbon,Gasoline
379,Dairy,Cheese
379,Fishy/Rancid,Rancid
379,Food,Vegetable
379,Microbiological,Sweaty
379,Non-fooditems,Oily
379,Popcorn,Fatty
379,Popcorn,Oily
379,Rancid,Rancid
379,Rancid/Putrid,Fatty/ Oily
379,Rancid/Putrid,Rancid
379,Rancid/Putrid,Sweaty
379,Sharp/Pungent,Rancid
379,Sharp/Pungent,Sweaty
379,Waxy,Waxy
385,Odorless,
401,Odorless,
402,Foul,Offensive
402,Foul,Rotten Egg
402,Marshy/Septic/Sulphurous,Rotten Egg
402,Rotten,Rotten
402,Rotten,Rotten Egg
402,Sulphur/Cabbage/Garlic,Rotten
402,Sulphur/Cabbage/Garlic,Rotten Egg
424,Odorless,
453,Odorless,
454,Caramel,Honey
454,Chemical/Hydrocarbon,Aldehydic
454,Citrus,Citrus
454,Citrus,Lemon
454,Citrus,Orange
454,Fragrant,Orange
454,Fragrant/Fruity,Citrus
454,Fragrant/Fruity,Fruity
454,Fragrant/Fruity,Green
454,Fragrant/Fruity,Soapy
454,Fruity,Citrus
454,Fruity,Lemon
454,Green,Green
454,Lemon,Citrus
454,Lemon,Fruity
454,Lemon,Lemon
454,Nature,Fruity
454,Popcorn,Fatty
454,Sweet,Fruity
454,Sweet,Lemon
454,Terpenes/Pine/Lemon,Lemon
454,Vegetables,Lemon
454,Waxy,Waxy
460,Bakery,Smokey
460,Buildingmaterials&construction,Woody
460,Chemical/Hydrocarbon,Medicinal
460,Chemical/Hydrocarbon,Sweet (Medicinal)
460,Food,Meaty
460,Food,Spices
460,Fragrant,Sweet
460,Grassy/Woody,Woody
460,Lemon,Sweet
460,Medicinal/Alcohol,Medicinal
460,Medicinal/Phenolic,Medicinal
460,Medicinal/Phenolic,Phenolic
460,Minty,Medicinal
460,Minty,Spices
460,Minty,Sweet
460,Non-citrusfruity,Sweet
460,Non-vegetarian,Meaty
460,People&animals,Smokey
460,Popcorn,Smokey
460,Popcorn,Woody
460,Salty,Savory
460,Sickening,Smokey
460,Smokey,Smokey
460,Spices,Spices
460,Sweet,Sweet
460,Sweet,Sweet (Medicinal)
460,Sweet,Vanilla
460,Terpenes/Pine/Lemon,Sweet
460,Woody,Medicinal
460,Woody,Phenolic
460,Woody,Smokey
460,Woody,Vanilla
460,Woody,Woody
460,Woody/Resinous,Smokey
460,Woody/Resinous,Spices
525,Odorless,
527,Beverage,Brandy
527,Beverage,Cognac
527,Beverage,Whiskey
527,Beverage,Winey
527,Caramel,Chocolate
527,Chemical/Hydrocarbon,Alcohol
527,Chemical/Hydrocarbon,Ether
527,Chocolate,Chocolate
527,Chocolate,Cocoa
527,Dairy,Cheese
527,Dryfruit,Almond
527,Earthy,Earthy
527,Earthy/Musty/Moldy,Earthy
527,Earthy/Musty/Moldy,Earthy/ Musty
527,Earthy/Musty/Moldy,Musty
527,Earthy/Musty/Moldy,Musty/Moldy
527,Food,Cocoa
527,Food,Meaty
527,Foul,Choking
527,Foul,Pungent
527,Fragrant/Fruity,Green
527,Fruity,Apple
527,Fruity,Banana
527,Fruity,Grape
527,Green,Green
527,Medicinal/Alcohol,Alcohol
527,Non-citrusfruity,Banana
527,Non-vegetarian,Meaty
527,NoseFeel,Pungent
527,Nutty,Almond
527,Nutty,Nutty
527,Popcorn,Almond
527,Popcorn,Earthy
527,Popcorn,Musty
527,Popcorn,Nutty
527,Pungent,Alcohol
527,Pungent,Pungent
527,Sharp/Pungent,Earthy
527,Sharp/Pungent,Musty
527,Sharp/Pungent,Pungent
527,Sickening,Pungent
527,Sweet,Chocolate
527,Woody/Resinous,Earthy
527,Woody/Resinous,Musty
564,Odorless,
596,Odorless,
602,Odorless,
611,Odorless,
612,Odorless,
614,Odorless,
650,Bakery,Buttery
650,Caramel,Buttery
650,Caramel,Caramel
650,Chemical/Hydrocarbon,Chlorinous
650,Chlorinous,Chlorinous
650,Chlorinous/Ozonous,Chlorinous
650,Coaltar,Quinoline
650,Dairy,Buttery
650,Dairy,Creamy
650,Foul,Pungent
650,Fragrant,Sweet
650,Lemon,Sweet
650,Minty,Sweet
650,Non-citrusfruity,Sweet
650,NoseFeel,Pungent
650,Other,Strong
650,Pungent,Pungent
650,Sharp/Pungent,Pungent
650,Sickening,Pungent
650,Sweet,Caramel
650,Sweet,Sweet
650,Terpenes/Pine/Lemon,Sweet
660,Aromatic,Herbal
660,Dairy,Creamy
660,Dryfruit,Almond
660,Drywoods,Tobacco
660,Food,Spices
660,Fragrant,Herbal
660,Fragrant,Sweet
660,Grassy/Woody,Sweet Tobacco
660,Herbaceous,Herbal
660,Herbaceous,Tobacco
660,Lemon,Sweet
660,Minty,Spices
660,Minty,Sweet
660,Non-citrusfruity,Sweet
660,Nutty,Almond
660,Plants,Tonka
660,Popcorn,Almond
660,Spices,Cinnamyl
660,Spices,Spices
660,Sweet,Sweet
660,Sweet,Vanilla
660,Terpenes/Pine/Lemon,Sweet
660,Tobaccosmoke,Sweet Tobacco
660,Tobaccosmoke,Tobacco
660,Vegetation,Herbal
660,Woody,Vanilla
660,Woody/Resinous,Herbal
660,Woody/Resinous,Spices
670,Sweet,Minty
670,Terpenes/Pine/Lemon,Minty
674,Ammonia,Ammonia
674,Ammonia,Fishy
674,Fishy/Ammonia,Ammonia
674,Fishy/Ammonia,Fishy
674,Fishy/Rancid,Fishy
674,Food,Fishy
674,Foul,Pungent
674,NoseFeel,Pungent
674,Pungent,Pungent
674,Sharp/Pungent,Pungent
674,Sickening,Pungent
679,Alliaceous,Garlic
679,Bakery,Buttery
679,Caramel,Buttery
679,Chemical/Hydrocarbon,Sulphurous
679,Dairy,Buttery
679,Dairy,Cheese
679,Earthy,Mushroom
679,Marshy/Septic/Sulphurous,Sulphurous
679,Nature,Sulphurous
679,Non-fooditems,Oily
679,Non-vegetarian,Oyster
679,Popcorn,Fatty
679,Popcorn,Oily
679,Rancid/Putrid,Fatty/ Oily
679,Salty,Salty
679,Sickening,Garlic
679,Sickening,Sulphurous
679,Sulphur/Cabbage/Garlic,Garlic
679,Sulphur/Cabbage/Garlic,Sulphurous
679,Vegetables,Garlic
702,Beverage,Vinous
702,Chemical/Hydrocarbon,Alcohol
702,Chemical/Hydrocarbon,Ether
702,Chemical/Hydrocarbon,Medicinal
702,Chemical/Hydrocarbon,Sweet (Medicinal)
702,Fragrant,Sweet
702,Lemon,Sweet
702,Medicinal/Alcohol,Alcohol
702,Medicinal/Alcohol,Medicinal
702,Medicinal/Phenolic,Medicinal
702,Minty,Medicinal
702,Minty,Sweet
702,Non-citrusfruity,Sweet
702,Other,Strong
702,Pungent,Alcohol
702,Sweet,Sweet
702,Sweet,Sweet (Medicinal)
702,Terpenes/Pine/Lemon,Sweet
702,Woody,Medicinal
713,Odorless,
743,Odorless,
750,Odorless,
753,Odorless,
757,Odorless,
767,Odorless,
769,Odorless,
784,Odorless,
785,Odorless,
791,Odorless,
798,Ammonia,Fishy
798,Bakery,Buttery
798,Beverage,Winey
798,Burnt,Burnt
798,Caramel,Buttery
798,Caramel,Chocolate
798,Caramel,Honey
798,Chocolate,Chocolate
798,Dairy,Buttery
798,Dairy,Cheese
798,Earthy,Earthy
798,Earthy/Musty/Moldy,Earthy
798,Earthy/Musty/Moldy,Earthy/ Musty
798,Earthy/Musty/Moldy,Musty
798,Earthy/Musty/Moldy,Musty/Moldy
798,Fecal/Sewery,Fecal
798,Fishy/Ammonia,Fishy
798,Fishy/Rancid,Fishy
798,Floral,Floral
798,Floral,Jasmine
798,Food,Fishy
798,Foul,Pungent
798,Fragrant,Floral
798,Fragrant/Fruity,Green
798,Fruity,Grape
798,Fuel/GasStation/Solvent,Moth Balls
798,Green,Green
798,Nature,Floral
798,NoseFeel,Pungent
798,People&animals,Animal
798,People&animals,Fecal
798,Popcorn,Burnt
798,Popcorn,Earthy
798,Popcorn,Fatty
798,Popcorn,Musty
798,Pungent,Pungent
798,Sharp/Pungent,Earthy
798,Sharp/Pungent,Fecal
798,Sharp/Pungent,Musty
798,Sharp/Pungent,Pungent
798,Sickening,Burnt
798,Sickening,Pungent
798,Solvent/Hydrocarbon,Moth Balls
798,Sweet,Chocolate
798,Sweet,Vanilla
798,Waste,Fecal
798,Woody,Vanilla
798,Woody/Resinous,Earthy
798,Woody/Resinous,Musty
802,Odorless,
836,Odorless,
838,Odorless,
857,Odorless,
875,Caramel,Caramel
875,Other,Mild
875,Sweet,Caramel
876,Chemical/Hydrocarbon,Sulphurous
876,Lemon,Acid
876,Marshy/Septic/Sulphurous,Sulphurous
876,Nature,Sulphurous
876,Sharp/Pungent,Acid
876,Sickening,Acid
876,Sickening,Sulphurous
876,Sulphur/Cabbage/Garlic,Sulphurous
878,Alliaceous,Alliaceous
878,Alliaceous,Garlic
878,Chemical/Hydrocarbon,Gasoline
878,Chemical/Hydrocarbon,Sulphurous
878,Dairy,Creamy
878,Food,Vegetable
878,Foul,Decomposing
878,Foul,Disagreeable
878,Fuel/GasStation/Solvent,Gasoline
878,Marshy/Septic/Sulphurous,Sulphurous
878,Nature,Sulphurous
878,Nauseating,Disgusting
878,Non-fooditems,Oily
878,Popcorn,Oily
878,Poultry,Eggs
878,Rancid/Putrid,Decayed
878,Rotten,Rotten Cabbage
878,Salty,Savory
878,Sharp/Pungent,Decayed
878,Sickening,Decayed
878,Sickening,Garlic
878,Sickening,Sulphurous
878,Solvent/Hydrocarbon,Gasoline
878,Sulphur/Cabbage/Garlic,Cabbage
878,Sulphur/Cabbage/Garlic,Garlic
878,Sulphur/Cabbage/Garlic,Rotten Cabbage
878,Sulphur/Cabbage/Garlic,Sulphurous
878,Vegetables,Cabbage
878,Vegetables,Garlic
880,Beverage,Rummy
880,Brown,Brown
880,Caramel,Caramel
880,Chemical/Hydrocarbon,Ether
880,Fragrant,Sweet
880,Lemon,Acid
880,Lemon,Sweet
880,Minty,Sweet
880,Non-citrusfruity,Sweet
880,Sharp/Pungent,Acid
880,Sickening,Acid
880,Sweet,Caramel
880,Sweet,Sweet
880,Terpenes/Pine/Lemon,Sweet
904,Odorless,
931,Chemical/Hydrocarbon,Tarry
931,Dry,Dry
931,Foul,Pungent
931,Fuel/GasStation/Solvent,Moth Balls
931,NoseFeel,Pungent
931,Oriental,Resin
931,Popcorn,Resin
931,Pungent,Pungent
931,Sharp/Pungent,Pungent
931,Sickening,Pungent
931,Solvent/Hydrocarbon,Moth Balls
931,Solvent/Hydrocarbon,Tarry
936,Odorless,
938,Odorless,
957,Buildingmaterials&construction,Metallic
957,Buildingmaterials&construction,Woody
957,Burnt,Burnt
957,Chemical/Hydrocarbon,Aldehydic
957,Chemical/Hydrocarbon,Sweet Organic Chemical
957,Citrus,Citrus
957,Citrus,Orange
957,Earthy,Mushroom
957,Floral,Floral
957,Floral,Rose
957,Fragrant,Floral
957,Fragrant,Orange
957,Fragrant,Rose
957,Fragrant,Sweet
957,Fragrant/Fruity,Citrus
957,Fragrant/Fruity,Green
957,Fruity,Citrus
957,Grassy/Woody,Woody
957,Green,Green
957,Lemon,Citrus
957,Lemon,Sweet
957,Metallic,Metallic
957,Minty,Sweet
957,Nature,Floral
957,Non-citrusfruity,Sweet
957,NoseFeel,Metallic
957,Nutty,Nutty
957,Popcorn,Burnt
957,Popcorn,Fatty
957,Popcorn,Nutty
957,Popcorn,Woody
957,Sickening,Burnt
957,Solvent/Hydrocarbon,Chemical
957,Sweet,Sweet
957,Sweet,Sweet Organic Chemical
957,Terpenes/Pine/Lemon,Sweet
957,Waxy,Waxy
957,Woody,Woody
964,Lemon,Sour
964,Sharp/Pungent,Sour
964,Sulphur/Cabbage/Garlic,Cabbage
964,Vegetables,Cabbage
964,Vegetables,Radish
971,Odorless,
977,Odorless,
978,Odorless,
980,Odorless,
984,Grassy/Woody,Cardboard
984,Non-fooditems,Cardboard
985,Dairy,Creamy
985,Popcorn,Fatty
985,Waxy,Waxy
994,Odorless,
996,Chemical/Hydrocarbon,Medicinal
996,Chemical/Hydrocarbon,Plastic
996,Chemical/Hydrocarbon,Rubbery
996,Foul,Sickening
996,Fuel/GasStation/Solvent,Plastic
996,Fuel/GasStation/Solvent,Rubbery
996,Marshy/Septic/Sulphurous,Rubbery
996,Medicinal/Alcohol,Medicinal
996,Medicinal/Phenolic,Medicinal
996,Medicinal/Phenolic,Phenolic
996,Minty,Medicinal
996,Non-fooditems,Plastic
996,Solvent/Hydrocarbon,Plastic
996,Solvent/Hydrocarbon,Rubbery
996,Woody,Medicinal
996,Woody,Phenolic
997,Caramel,Honey
997,Dryfruit,Almond
997,Fragrant,Sweet
997,Fragrant/Fruity,Green
997,Green,Green
997,Lemon,Acid
997,Lemon,Sweet
997,Medicinal/Phenolic,Phenolic
997,Minty,Sweet
997,Non-citrusfruity,Sweet
997,Nutty,Almond
997,Popcorn,Almond
997,Sharp/Pungent,Acid
997,Sickening,Acid
997,Sweet,Sweet
997,Terpenes/Pine/Lemon,Sweet
997,Vegetation,Weed
997,Woody,Phenolic
998,Beverage,Winey
998,Caramel,Chocolate
998,Caramel,Honey
998,Chocolate,Chocolate
998,Chocolate,Cocoa
998,Citrus,Grapefruit
998,Citrus,Lemon
998,Citrus,Orange
998,Dryfruit,Apricot
998,Earthy,Earthy
998,Earthy/Musty/Moldy,Earthy
998,Earthy/Musty/Moldy,Earthy/ Musty
998,Floral,Floral
998,Floral,Rose
998,Food,Cocoa
998,Food,Vegetable
998,Foul,Fermented
998,Fragrant,Floral
998,Fragrant,Orange
998,Fragrant,Rose
998,Fragrant,Sweet
998,Fragrant/Fruity,Green
998,Fruity,Apple
998,Fruity,Apricot
998,Fruity,Berry
998,Fruity,Cherry
998,Fruity,Grape
998,Fruity,Grapefruit
998,Fruity,Lemon
998,Fruity,Melon
998,Fruity,Peach
998,Green,Green
998,Lemon,Lemon
998,Lemon,Sweet
998,Minty,Sweet
998,Nature,Floral
998,Nature,Plant
998,Non-citrusfruity,Cherry
998,Non-citrusfruity,Sweet
998,Nutty,Peanut
998,Popcorn,Earthy
998,Sharp/Pungent,Earthy
998,Softfloral,Powdery
998,Sweet,Chocolate
998,Sweet,Lemon
998,Sweet,Sweet
998,Terpenes/Pine/Lemon,Lemon
998,Terpenes/Pine/Lemon,Sweet
998,Vegetables,Lemon
998,Vegetation,Hawthorn
998,Vegetation,Hyacinth
998,Woody/Resinous,Earthy
999,Aromatic,Herbal
999,Beverage,Winey
999,Caramel,Chocolate
999,Caramel,Honey
999,Chocolate,Chocolate
999,Dairy,Cheese
999,Drywoods,Tobacco
