,0,6852393,31276,91497,3314,6387,6364,7848,10560,6054
Mercaptans,0.0,0.0,0.0,0.0,0.0,0.0304,0.0072,0.0016,0.0008,0.0
Isoamyl acetate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Androstenone,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rose,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32000000000000006
Eugenol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Galaxolide,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.0,0.0,0.0
