CID,Name,MW,SMILES,IUPACName,abraham-2013,arctander-1960,bozza-cabinet,bushdid-2014,chae-2019,datta-cabinet,davison-2007,dravnieks-1985,enantiomers,flavornet,fleischmann-cabinet,fragrance-db,gerkin-cabinet,goodscents,gras,haddad-2008,leffingwell,mainland-cabinet,mainland-intensity,mainland-receptors,prestwick,rinberg-glomeruli,scott-2014,senselab,sigma-2014,smith-cabinet,sobel-2013,superscent,wakayama-2019
16724,2244-16-8,150.22,CC1=CC[C@@H](CC1=O)C(=C)C,(5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0
16741,2-phenylethyl isothiocyanate,163.24,C1=CC=C(C=C1)CCN=C=S,2-isothiocyanatoethylbenzene,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16800,2-pentylpyridine,149.23,CCCCCC1=CC=CC=N1,2-pentylpyridine,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16821,gamma-dodecalactone,198.3,CCCCCCCCC1CCC(=O)O1,5-octyloxolan-2-one,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
16832,isopropyl hexanoate,158.24,CCCCCC(=O)OC(C)C,propan-2-yl hexanoate,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16833,isopropyl decanoate,214.34,CCCCCCCCCC(=O)OC(C)C,propan-2-yl decanoate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16840,dimethyl trithiocarbonate,138.3,CSC(=S)SC,bis(methylsulfanyl)methanethione,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16846,propyl benzoate,164.2,CCCOC(=O)C1=CC=CC=C1,propyl benzoate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16864,neryl isobutyrate,224.34,CC(C)C(=O)OCC=C(C)CCC=C(C)C,"3,7-dimethylocta-2,6-dienyl 2-methylpropanoate",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16867,2-methyl-2-thiazoline,101.17,CC1=NCCS1,"2-methyl-4,5-dihydro-1,3-thiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16872,hexyl isobutyrate,172.26,CCCCCCOC(=O)C(C)C,hexyl 2-methylpropanoate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
16899,decadienal,152.23,CCCCCC=CC=CC=O,"deca-2,4-dienal",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16900,2-octenal,126.2,CCCCCC=CC=O,oct-2-enal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16907,methyl thioglycolate,106.139,COC(=O)CS,methyl 2-sulfanylacetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16913,2-methylisoborneol,168.28,CC1(C2CCC1(C(C2)(C)O)C)C,"1,2,7,7-tetramethylbicyclo[2.2.1]heptan-2-ol",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16925,"2,3-dimethylquinoxaline",158.2,CC1=NC2=CC=CC=C2N=C1C,"2,3-dimethylquinoxaline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16970,ethyl hexadienoate,140.18,CCOC(=O)C=CC=CC,"ethyl hexa-2,4-dienoate",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16997,5-ethylfuran-2(5h)-one,112.13,CCC1C=CC(=O)O1,2-ethyl-2H-furan-5-one,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17000,"2,2,6-trimethylcyclohexanone",140.22,CC1CCCC(C1=O)(C)C,"2,2,6-trimethylcyclohexan-1-one",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17004,2-tert-butyl-4-methylphenol,164.24,CC1=CC(=C(C=C1)O)C(C)(C)C,2-tert-butyl-4-methylphenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17008,methyl 4-methylvalerate,130.18,CC(C)CCC(=O)OC,methyl 4-methylpentanoate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17016,"2,3,6-trimethylphenol",136.19,CC1=C(C(=C(C=C1)C)O)C,"2,3,6-trimethylphenol",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17090,"3,7-dimethylocta-1,6-diene",138.25,CC(CCC=C(C)C)C=C,"3,7-dimethylocta-1,6-diene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17092,dodecanenitrile,181.32,CCCCCCCCCCCC#N,dodecanenitrile,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17095,1-tridecene,182.351,CCCCCCCCCCCC=C,tridec-1-ene,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17100,alpha-terpineol,154.25,CC1=CCC(CC1)C(C)(C)O,2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1
17121,1-octen-3-yl acetate,170.25,CCCCCC(C=C)OC(=O)C,oct-1-en-3-yl acetate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
17129,2-methylbutyl 2-methylbutyrate,172.26,CCC(C)COC(=O)C(C)CC,2-methylbutyl 2-methylbutanoate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17130,3-methylcoumarin,160.17,CC1=CC2=CC=CC=C2OC1=O,3-methylchromen-2-one,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17131,7-methylcoumarin,160.17,CC1=CC2=C(C=C1)C=CC(=O)O2,7-methylchromen-2-one,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17134,sulfadoxine,310.33,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,"4-amino-N-(5,6-dimethoxypyrimidin-4-yl)benzenesulfonamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
17152,decyl ether,298.5,CCCCCCCCCCOCCCCCCCCCC,1-decoxydecane,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17166,nonenal,140.22,CCCCCCC=CC=O,non-2-enal,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17167,2-hepten-1-al,112.17,CCCCC=CC=O,hept-2-enal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17198,acetosyringone,196.2,CC(=O)C1=CC(=C(C(=C1)OC)O)OC,"1-(4-hydroxy-3,5-dimethoxyphenyl)ethanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17209,6-dehydrotestosterone,286.4,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)C=CC4=CC(=O)CC[C@]34C,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17236,benzyl methacrylate,176.21,CC(=C)C(=O)OCC1=CC=CC=C1,benzyl 2-methylprop-2-enoate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17243,hex-2-enyl acetate,142.2,CCCC=CCOC(=O)C,hex-2-enyl acetate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17244,4-hexen-3-one,98.14,CCC(=O)C=CC,hex-4-en-3-one,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17262,4-hydroxy-3-methoxyphenylacetone,180.2,CC(=O)CC1=CC(=C(C=C1)O)OC,1-(4-hydroxy-3-methoxyphenyl)propan-2-one,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17275,antazoline hydrochloride,301.8,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl,"N-benzyl-N-(4,5-dihydro-1H-imidazol-2-ylmethyl)aniline;hydrochloride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17276,methyldopate hydrochloride,275.73,CCOC(=O)[C@](C)(CC1=CC(=C(C=C1)O)O)N.Cl,"ethyl (2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoate;hydrochloride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17355,benzylacetone,148.2,CC(=O)CCC1=CC=CC=C1,4-phenylbutan-2-one,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17356,dicyclohexyl disulfide,230.4,C1CCC(CC1)SSC2CCCCC2,(cyclohexyldisulfanyl)cyclohexane,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
17365,ethyl phenoxyacetate,180.2,CCOC(=O)COC1=CC=CC=C1,ethyl 2-phenoxyacetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17379,dibutoxymethane,160.25,CCCCOCOCCCC,1-(butoxymethoxy)butane,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17406,2579-20-6,142.24,C1CC(CC(C1)CN)CN,[3-(aminomethyl)cyclohexyl]methanamine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17429,n-formylpiperidine,113.16,C1CCN(CC1)C=O,piperidine-1-carbaldehyde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17460,chicago sky blue 6b,992.8,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)OC)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+],"tetrasodium;4-amino-6-[[4-[4-[(8-amino-1-hydroxy-5,7-disulfonatonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]-5-hydroxynaphthalene-1,3-disulfonate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17506,etamsylate,263.31,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O,"2,5-dihydroxybenzenesulfonic acid;N-ethylethanamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17525,hexyl butyrate,172.26,CCCCCCOC(=O)CCC,hexyl butanoate,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
17586,sec-butyl ethyl ether,102.17,CCC(C)OCC,2-ethoxybutane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17617,2705-87-5,196.29,C=CCOC(=O)CCC1CCCCC1,prop-2-enyl 3-cyclohexylpropanoate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1
17623,methyl 2-acetamidobenzoate,193.2,CC(=O)NC1=CC=CC=C1C(=O)OC,methyl 2-acetamidobenzoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17683,mebeverine hydrochloride,466.0,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl,"4-[ethyl-[1-(4-methoxyphenyl)propan-2-yl]amino]butyl 3,4-dimethoxybenzoate;hydrochloride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17685,"(4,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) propanoate",210.31,CCC(=O)OC1CC2(CCC1C2(C)C)C,"(4,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) propanoate",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17691,3-methyl-2-cyclopenten-1-one,96.13,CC1=CC(=O)CC1,3-methylcyclopent-2-en-1-one,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
17696,trithioacetaldehyde,180.4,CC1SC(SC(S1)C)C,"2,4,6-trimethyl-1,3,5-trithiane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17697,pentadecanal,226.4,CCCCCCCCCCCCCCC=O,pentadecanal,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17739,2-methoxy-4-propylphenol,166.22,CCCC1=CC(=C(C=C1)O)OC,2-methoxy-4-propylphenol,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
17816,allyl isovalerate,142.2,CC(C)CC(=O)OCC=C,prop-2-enyl 3-methylbutanoate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17868,alpha-thujene,136.23,CC1=CCC2(C1C2)C(C)C,2-methyl-5-propan-2-ylbicyclo[3.1.0]hex-2-ene,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17898,2-methoxy-3-methylpyrazine,124.14,CC1=NC=CN=C1OC,2-methoxy-3-methylpyrazine,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
17903,5273-86-9,208.25,CC=CC1=CC(=C(C=C1OC)OC)OC,"1,2,4-trimethoxy-5-prop-1-enylbenzene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18015,1-hexadecanethiol,258.5,CCCCCCCCCCCCCCCCS,hexadecane-1-thiol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18027,2-heptadecanone,254.5,CCCCCCCCCCCCCCCC(=O)C,heptadecan-2-one,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18054,1-phenylpropan-1-amine,135.21,CCC(C1=CC=CC=C1)N,1-phenylpropan-1-amine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18064,2949-92-0,126.2,CSS(=O)(=O)C,methylsulfonylsulfanylmethane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18280,"2,3,4-trimethylpentan-2-ol",130.23,CC(C)C(C)C(C)(C)O,"2,3,4-trimethylpentan-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18283,stavudine,224.21,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,"1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18340,midodrine hydrochloride,290.74,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,"2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide;hydrochloride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18374,"cyclohexane-1,4-diamine",114.19,C1CC(CCC1N)N,"cyclohexane-1,4-diamine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18458,2-methyl-2-pentenoic acid,114.14,CCC=C(C)C(=O)O,2-methylpent-2-enoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18467,2-methoxypyrazine,110.11,COC1=NC=CN=C1,2-methoxypyrazine,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0
18522,3188-00-9,100.12,CC1C(=O)CCO1,2-methyloxolan-3-one,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
18554,2-ethylfuran,96.13,CCC1=CC=CO1,2-ethylfuran,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
18635,methional,104.17,CSCCC=O,3-methylsulfanylpropanal,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
18648,2-ethylheptanoic acid,158.24,CCCCCC(CC)C(=O)O,2-ethylheptanoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18686,ethyl cyclohexanecarboxylate,156.22,CCOC(=O)C1CCCCC1,ethyl cyclohexanecarboxylate,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18693,.alpha.-methylbenzyl ethyl ether,150.22,CCOC(C)C1=CC=CC=C1,1-ethoxyethylbenzene,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18698,delta-nonalactone,156.22,CCCCC1CCCC(=O)O1,6-butyloxan-2-one,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
18756,beta-ocimene,136.23,CC(=CCC=C(C)C=C)C,"3,7-dimethylocta-1,3,6-triene",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18814,"1,3-diaminocyclohexane",114.19,C1CC(CC(C1)N)N,"cyclohexane-1,3-diamine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18818,sabinene,136.23,CC(C)C12CCC(=C)C1C2,4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18826,"1,7-dioxacycloheptadecan-8-one",256.38,C1CCCCC(=O)OCCCCCOCCCC1,"1,7-dioxacycloheptadecan-8-one",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18827,1-octen-3-ol,128.21,CCCCCC(C=C)O,oct-1-en-3-ol,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
18840,cyclopentanecarboxylic acid,114.14,C1CCC(C1)C(=O)O,cyclopentanecarboxylic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18855,n-methyldibutylamine,143.27,CCCCN(C)CCCC,N-butyl-N-methylbutan-1-amine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18898,isomaltol,126.11,CC(=O)C1=C(C=CO1)O,1-(3-hydroxyfuran-2-yl)ethanone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18938,"3,5,5-trimethylhexan-1-ol",144.25,CC(CCO)CC(C)(C)C,"3,5,5-trimethylhexan-1-ol",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
18940,4-ethylstyrene,132.2,CCC1=CC=C(C=C1)C=C,1-ethenyl-4-ethylbenzene,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19004,clidinium bromide,432.3,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-],"(1-methyl-1-azoniabicyclo[2.2.2]octan-3-yl) 2-hydroxy-2,2-diphenylacetate;bromide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19041,"2,2,5-trimethylhexane",128.25,CC(C)CCC(C)(C)C,"2,2,5-trimethylhexane",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19089,(2-methoxyethyl)benzene,136.19,COCCC1=CC=CC=C1,2-methoxyethylbenzene,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19100,menthoglycol,172.26,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)(C)O,"(1R,2R,5R)-2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19137,4-(3-oxobutyl)phenyl acetate,206.24,CC(=O)CCC1=CC=C(C=C1)OC(=O)C,[4-(3-oxobutyl)phenyl] acetate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19165,3-phenoxytoluene,184.23,CC1=CC(=CC=C1)OC2=CC=CC=C2,1-methyl-3-phenoxybenzene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19188,phenoxyacetic acid,152.15,C1=CC=C(C=C1)OCC(=O)O,2-phenoxyacetic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19223,"7-methoxy-3,7-dimethyloctanal",186.29,CC(CCCC(C)(C)OC)CC=O,"7-methoxy-3,7-dimethyloctanal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19233,3615-41-6,164.16,C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,"(2R,3R,4S,5S)-2,3,4,5-tetrahydroxyhexanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19243,neomenthol,156.26,C[C@@H]1CC[C@@H](C(C1)O)C(C)C,"(2R,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19244,neoisomenthol,156.26,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,"(1R,2R,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19309,3658-77-3,128.13,CC1C(=O)C(=C(O1)C)O,"4-hydroxy-2,5-dimethylfuran-3-one",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
19310,dimethyl trisulfide,126.3,CSSSC,(methyltrisulfanyl)methane,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
19315,7-octen-2-one,126.2,CC(=O)CCCCC=C,oct-7-en-2-one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19379,meclofenoxate hydrochloride,294.17,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,2-(dimethylamino)ethyl 2-(4-chlorophenoxy)acetate;hydrochloride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19494,cyclobutanecarboxylic acid,100.12,C1CC(C1)C(=O)O,cyclobutanecarboxylic acid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19499,2-butenoic acid,86.09,CC=CC(=O)O,but-2-enoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19518,denatonium benzoate,446.6,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-],"benzyl-[2-(2,6-dimethylanilino)-2-oxoethyl]-diethylazanium;benzoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19529,diloxanide furoate,328.1,CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl,"[4-[(2,2-dichloroacetyl)-methylamino]phenyl] furan-2-carboxylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19543,"4-penten-2-one, 4-methyl-",98.14,CC(=C)CC(=O)C,4-methylpent-4-en-2-one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19602,2-pentylfuran,138.21,CCCCCC1=CC=CO1,2-pentylfuran,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
19603,2-heptylfuran,166.26,CCCCCCCC1=CC=CO1,2-heptylfuran,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
