CID,Name,MW,SMILES,IUPACName,abraham-2013,arctander-1960,bozza-cabinet,bushdid-2014,chae-2019,datta-cabinet,davison-2007,dravnieks-1985,enantiomers,flavornet,fleischmann-cabinet,fragrance-db,gerkin-cabinet,goodscents,gras,haddad-2008,leffingwell,mainland-cabinet,mainland-intensity,mainland-receptors,prestwick,rinberg-glomeruli,scott-2014,senselab,sigma-2014,smith-cabinet,sobel-2013,superscent,wakayama-2019
38988527,schembl5592427,198.3,CCCCC[C@@H](C=C)OC(=O)CCC,[(3S)-oct-1-en-3-yl] butanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38988673,cj-31578,168.28,CC/C(=C/CC[C@](C)(C=C)O)/C,"(3R,6E)-3,7-dimethylnona-1,6-dien-3-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38988792,zinc2032996,186.29,C[C@@H](CCOC(=O)C)CC(C)(C)C,"[(3R)-3,5,5-trimethylhexyl] acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38988819,zinc2034318,130.18,CC[C@@H](C)COC(=O)C,[(2R)-2-methylbutyl] acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38988932,unii-77r176323r,154.21,C1CC[C@H]2[C@H](C1)CCC(=O)O2,"(4aR,8aS)-3,4,4a,5,6,7,8,8a-octahydrochromen-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38989038,zinc2040973,218.33,C[C@H](CCCC(C)(C)O)CC(OC)OC,"(6R)-8,8-dimethoxy-2,6-dimethyloctan-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38989047,zinc2041121,184.27,C[C@H](CCC=C(C)C)CCOC=O,"[(3R)-3,7-dimethyloct-6-enyl] formate",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38989050,zinc2041202,180.29,C1CCC(CC1)[C@H]2CCCCC2=O,(2R)-2-cyclohexylcyclohexan-1-one,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38989281,zinc2048317,202.29,CCCCCC[C@@H](CCOC(=O)C)O,[(3S)-3-hydroxynonyl] acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39235789,zinc32006111,162.23,CC(C)[C@H](C=O)C1=CC=CC=C1,(2S)-3-methyl-2-phenylbutanal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40152660,(5s)-5-hydroxy-4-octanone,144.21,CCC[C@@H](C(=O)CCC)O,(5S)-5-hydroxyoctan-4-one,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40418649,z-citronellyl tiglate,238.37,C/C=C(\C)/C(=O)OCC[C@H](C)CCC=C(C)C,"[(3R)-3,7-dimethyloct-6-enyl] (E)-2-methylbut-2-enoate",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40425657,zinc2534702,191.27,CC[C@@H](C)C(=O)N(C)C1=CC=CC=C1,"(2R)-N,2-dimethyl-N-phenylbutanamide",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40428229,schembl874206,176.25,C[C@H](C=O)C1=CC=C(C=C1)C(C)C,(2S)-2-(4-propan-2-ylphenyl)propanal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40428507,"[(3R)-3,7-dimethyloct-7-enyl] 3-methylbutanoate",240.38,C[C@H](CCCC(=C)C)CCOC(=O)CC(C)C,"[(3R)-3,7-dimethyloct-7-enyl] 3-methylbutanoate",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40428776,unii-1740zkm19r,170.29,CCCCC[C@H](/C(=C/CC)/C)O,"(E,5R)-4-methyldec-3-en-5-ol",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40471254,zinc4025645,296.5,C[C@@H](CCC[C@H](C)CCC[C@@](C)(C=C)O)CCCC(C)C,"(3S,7S,11R)-3,7,11,15-tetramethylhexadec-1-en-3-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40489607,schembl20605413,210.31,CC(C)(CCCC1=CC[C@H](CC1)C=O)O,(1S)-4-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40489608,zinc4582597,214.3,CCCCCC[C@@H](C(=O)C)C(=O)OCC,ethyl (2S)-2-acetyloctanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40523248,zinc5298828,104.22,CCC[C@H](C)S,(2S)-pentane-2-thiol,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40523249,zinc5298876,122.3,CC[C@@H](CS)S,"(2S)-butane-1,2-dithiol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40565487,unii-e46w4wh5y4,170.29,CCCCC[C@@H](/C(=C/CC)/C)O,"(E,5S)-4-methyldec-3-en-5-ol",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40566389,zinc5854554,256.34,CCOC(=O)C(=O)OCC[C@@H](C)CCC=C(C)C,"2-O-[(3S)-3,7-dimethyloct-6-enyl] 1-O-ethyl oxalate",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40566544,zinc5861107,146.23,CCO[C@H](C)OCC(C)C,1-[(1S)-1-ethoxyethoxy]-2-methylpropane,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40775266,schembl11792235,140.18,CCOC(=O)/C=C/C=C\C,"ethyl (2E,4Z)-hexa-2,4-dienoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42552953,"dimethyl (3,3-diethylbutyl)malonate",244.33,CCC(C)(CC)CCC(C(=O)OC)C(=O)OC,dimethyl 2-(3-ethyl-3-methylpentyl)propanedioate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42580086,unii-r38n4y43ec component hhnlqbypooatip-gfccvegcsa-n,290.42,CC(C)CCOC(=O)C[C@H](C(=O)OCCC(C)C)S,bis(3-methylbutyl) (2R)-2-sulfanylbutanedioate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42599902,schembl8338040,170.29,C[C@@H](C1CCC(CC1)C(C)C)O,(1S)-1-(4-propan-2-ylcyclohexyl)ethanol,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42635449,6-acetylsulfanylhexyl acetate,218.32,CC(=O)OCCCCCCSC(=O)C,6-acetylsulfanylhexyl acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42643218,"[2,2-di-(3-indolyl)ethyl]benzene",336.4,C1=CC=C(C=C1)CC(C2=CNC3=CC=CC=C32)C4=CNC5=CC=CC=C54,3-[1-(1H-indol-3-yl)-2-phenylethyl]-1H-indole,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43126912,ethyl 2-octoxyacetate,216.32,CCCCCCCCOCC(=O)OCC,ethyl 2-octoxyacetate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44120005,6381-92-6,372.24,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)O)CC(=O)O.O.O.[Na+].[Na+],disodium;2-[2-[bis(carboxymethyl)amino]ethyl-(carboxylatomethyl)amino]acetate;dihydrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44134940,6381-91-5,422.5,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.O.[Ca+2],"calcium;1,1-dioxo-1,2-benzothiazol-2-id-3-one;hydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44135575,geranyl methyltiglate,250.38,CCC(=CC)C(=O)OCC=C(C)CCC=C(C)C,"3,7-dimethylocta-2,6-dienyl 2-ethylbut-2-enoate",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44145443,unii-eh2e303qry,150.22,CC1([C@H]2CC1CC=C2C=O)C,"(1R)-6,6-dimethylbicyclo[3.1.1]hept-2-ene-2-carbaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44145813,einecs 300-549-9,192.3,CC1C2C3CCC(C3)C2C(=C1C)OC,"3-methoxy-4,5-dimethyltricyclo[5.2.1.02,6]dec-3-ene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44152305,83150-78-1,170.32,CC1=CC[C@@H](CC1)C(C)(C)S,2-[(1R)-4-methylcyclohex-3-en-1-yl]propane-2-thiol,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44152604,188570-78-7,168.23,CC/C=C\CCOC(=O)C1CC1,[(Z)-hex-3-enyl] cyclopropanecarboxylate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44153588,"3-tricyclo[5.2.1.02,6]dec-4-enyl butanoate",220.31,CCCC(=O)OC1C=CC2C1C3CCC2C3,"3-tricyclo[5.2.1.02,6]dec-4-enyl butanoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44153717,74094-63-6,198.3,CC1COC(O1)C(C)CCC=C(C)C,"4-methyl-2-(6-methylhept-5-en-2-yl)-1,3-dioxolane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44154128,121251-68-1,238.37,C[C@@H]1CC[C@H]2[C@H](C2(C)C)C13COC(OC3)(C)C,"(1'R,3'R,6'S)-2,2,3',7',7'-pentamethylspiro[1,3-dioxane-5,2'-bicyclo[4.1.0]heptane]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44256573,"3s,7,11-trimethyl-6e,10-dodecadienal",222.37,C[C@@H](CC/C=C(\C)/CCC=C(C)C)CC=O,"(3S,6E)-3,7,11-trimethyldodeca-6,10-dienal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44443281,chembl250415,182.26,C/C=C/C=C/C(=O)OCCC(C)C,"3-methylbutyl (2E,4E)-hexa-2,4-dienoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44630408,"(3e,6z)-3,6-nonadien-1-ol",140.22,CC/C=C\C/C=C/CCO,"(3E,6Z)-nona-3,6-dien-1-ol",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45073398,hms3713f04,409.5,CCOC1=CC=CC=C1O[C@H]([C@H]2CNCCO2)C3=CC=CC=C3.CS(=O)(=O)O,(2R)-2-[(S)-(2-ethoxyphenoxy)-phenylmethyl]morpholine;methanesulfonic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45086247,"1-[(3aR,7aS)-3a,4,7,7a-tetrahydro-3H-inden-5-yl]ethanone",162.23,CC(=O)C1=CC[C@@H]2C=CC[C@@H]2C1,"1-[(3aR,7aS)-3a,4,7,7a-tetrahydro-3H-inden-5-yl]ethanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45090163,357418-53-2,154.21,C[C@@]1(CCC=CC1)C(=O)OC,methyl (1S)-1-methylcyclohex-3-ene-1-carboxylate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45105106,chebi:94841,492.6,CC(CCC=C(C)C)NC.CC(CCC=C(C)C)NC.C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,"N,6-dimethylhept-5-en-2-amine;2,3,4,5-tetrahydroxyhexanedioic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45105107,chebi:95334,941.1,CC1(C(N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.CC1(C(N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2,"N,N'-dibenzylethane-1,2-diamine;(5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45121670,933740-86-4,155.22,CC(=O)CCC1=NC=CS1,"4-(1,3-thiazol-2-yl)butan-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45791021,"1-(2,2-dimethyl-1-phenylcyclopropyl)-n-methylmethanamine",189.3,CC1(CC1(CNC)C2=CC=CC=C2)C,"1-(2,2-dimethyl-1-phenylcyclopropyl)-N-methylmethanamine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46195362,schembl2677648,160.28,CCCC1OCCC(S1)C,"4-methyl-2-propyl-1,3-oxathiane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46779070,s-methyl 4-methylpentanethioate,146.25,CC(C)CCC(=O)SC,S-methyl 4-methylpentanethioate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46779102,3-(methylthio)propyl hexanoate,204.33,CCCCCC(=O)OCCCSC,3-methylsulfanylpropyl hexanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46779104,852997-30-9,180.3,CSCCCOC(=O)CS,3-methylsulfanylpropyl 2-sulfanylacetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46941523,74595-94-1,289.5,CC(C)CC1NC(SC(S1)CC(C)C)CC(C)C,"2,4,6-tris(2-methylpropyl)-1,3,5-dithiazinane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50986185,(+)-cubenene,204.35,C[C@H]1CC[C@@H]([C@@H]2C1=CCC(=C2)C)C(C)C,"(1S,4R,4aS)-1,6-dimethyl-4-propan-2-yl-1,2,3,4,4a,7-hexahydronaphthalene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51063134,9004-67-5,454.5,COCC1[C@H](C(C(C(O1)OC)OC)OC)O[C@H]2C(C(C(C(O2)COC)OC)OC)OC,"(5R)-2,3,4-trimethoxy-6-(methoxymethyl)-5-[(2S)-3,4,5-trimethoxy-6-(methoxymethyl)oxan-2-yl]oxyoxane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51371362,hms2095h15,467.4,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,"3-[(1R,2S)-2-amino-1-hydroxypropyl]phenol;(2R,3R)-2,3-dihydroxybutanedioic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51371403,hms2096o05,563.5,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.O,"(2R,3R)-2,3-dihydroxybutanedioic acid;3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-1H-quinazoline-2,4-dione;hydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51371405,chebi:94835,820.9,CN1C(=NCCC1)/C=C/C2=CC(=CC=C2)O.CN1C(=NCCC1)/C=C/C2=CC(=CC=C2)O.C1=CC=C2C(=C(C(=CC2=C1)O)C(=O)O)CC3=C(C(=CC4=CC=CC=C34)O)C(=O)O,"1-[(2-carboxy-3-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylic acid;3-[(E)-2-(1-methyl-5,6-dihydro-4H-pyrimidin-2-yl)ethenyl]phenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51371412,chembl1790014,366.4,C[N+]1([C@H]2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[N+](=O)([O-])[O-],"[(5S)-8,8-dimethyl-8-azoniabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate;nitrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51371415,hms2097g18,552.6,C1[C@H]([C@@H]([C@H](C([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N.OS(=O)(=O)O,"(2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(2R,3S,4R,6S)-4,6-diamino-2-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxycyclohexyl]oxyoxane-3,4-diol;sulfuric acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51371427,hms2097n15,713.7,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,"(2S,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(2R,3S,4R,5S)-5-[(1R,2R,3S,5R,6S)-3,5-diamino-2-[(3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]oxyoxane-3,4-diol;sulfuric acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51371441,hms2098i06,334.4,C[C@@]12CCN([C@H]1N(C3=C2C=C(C=C3)O)C)C.C(=C/C(=O)O)\C(=O)O,"(3aS,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-ol;(E)-but-2-enedioic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51380980,zinc1577725,142.24,C[C@@H](CC=O)CC(C)(C)C,"(3R)-3,5,5-trimethylhexanal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51382060,zinc1850423,190.31,CCC[C@H](CCOC(=O)C)SC,[(3R)-3-methylsulfanylhexyl] acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51385347,zinc2384631,220.35,CC(=CCC/C(=C/C[C@@H]1CCCC1=O)/C)C,"(2S)-2-[(2E)-3,7-dimethylocta-2,6-dienyl]cyclopentan-1-one",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51387026,zinc2527917,172.22,CCCC(=O)OC[C@@H]1CCCO1,[(2S)-oxolan-2-yl]methyl butanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51664163,zinc33506402,146.25,CCC[C@@H](CC=O)SC,(3S)-3-methylsulfanylhexanal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51664730,zinc33639585,198.28,C[C@H](CC(=O)C)SCC1=CC=CO1,(4R)-4-(furan-2-ylmethylsulfanyl)pentan-2-one,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53230316,65505-16-0,222.26,CC1=CC(=C(O1)C)SC(=O)C2=COC=C2,"S-(2,5-dimethylfuran-3-yl) furan-3-carbothioate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53374958,unii-7s06p17s1v,409.4,CC1=C(C(=NO1)C)CN2C=C(C=N2)N3C(=O)C(N(C3=O)CC4=CC(=CC=C4)O)(C)C,"3-[1-[(3,5-dimethyl-1,2-oxazol-4-yl)methyl]pyrazol-4-yl]-1-[(3-hydroxyphenyl)methyl]-5,5-dimethylimidazolidine-2,4-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53395088,2-methylpent-2-enoate,113.13,CCC=C(C)C(=O)[O-],2-methylpent-2-enoate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53395715,79380-02-2,124.14,C1=COC(=C1)C=CCO,3-(furan-2-yl)prop-2-en-1-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53397162,ctk8h2874,222.24,CC=CC1=CC2=C(C(=C1OC)OC)OCO2,"4,5-dimethoxy-6-prop-1-enyl-1,3-benzodioxole",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53397165,921936-70-1,222.24,CC=CC1=CC(=C2C(=C1OC)OCO2)OC,"4,7-dimethoxy-5-prop-1-enyl-1,3-benzodioxole",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53400675,2-methyloxolane-2-thiol,118.2,CC1(CCCO1)S,2-methyloxolane-2-thiol,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53400736,schembl4198341,148.2,CC1CN=C2C=CC=C2N1C,"3,4-dimethyl-2,3-dihydrocyclopenta[b]pyrazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53401195,"6-decenoic acid, (6z)-",170.25,CCCC=CCCCCC(=O)O,dec-6-enoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53401860,28290-90-6,226.35,CCCCCCCCCC=CC(=O)OCC,ethyl dodec-2-enoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53411110,ethyl decaneperoxoate,216.32,CCCCCCCCCC(=O)OOCC,ethyl decaneperoxoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53411112,dec-4-enoate,169.24,CCCCCC=CCCC(=O)[O-],dec-4-enoate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53421444,13262-27-6,216.36,CCCCC(OCC(C)C)OCC(C)C,"1,1-bis(2-methylpropoxy)pentane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53422437,3658-92-2,188.31,CCCCCOC(CCC)OCC,1-(1-ethoxybutoxy)pentane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53422438,1-ethoxy-2-methyl-1-propoxypropane,160.25,CCCOC(C(C)C)OCC,1-ethoxy-2-methyl-1-propoxypropane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53422473,acetaldehyde hexyl isoamyl acetal,216.36,CCCCCCOC(C)OCCC(C)C,1-[1-(3-methylbutoxy)ethoxy]hexane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53422863,ctk4j0504,182.3,CC(=CCCC(=CC(C)(C)O)C)C,"2,4,8-trimethylnona-3,7-dien-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53422899,"2,4-dimethylpent-2-enoic acid",128.17,CC(C)C=C(C)C(=O)O,"2,4-dimethylpent-2-enoic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53423725,ctk4g6118,152.19,CC=CC=CC(=O)OC(=C)C,"prop-1-en-2-yl hexa-2,4-dienoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53423848,"1-(5,6-dimethylpyrazin-2-yl)ethanone",150.18,CC1=NC=C(N=C1C)C(=O)C,"1-(5,6-dimethylpyrazin-2-yl)ethanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53424309,2-hexyl-2-decenal,238.41,CCCCCCCC=C(CCCCCC)C=O,2-hexyldec-2-enal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53425122,1-(ethyltrisulfanyl)propane,168.4,CCCSSSCC,1-(ethyltrisulfanyl)propane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
