essential_oil,smiles
Mace oil,CC(C)=C1CCC(=CC1)C
Mace oil,COc1ccc(\C=C\C)cc1OC
Mace oil,CC1=CCC2C(C1)C2(C)C
Mace oil,CC(C)=CCCC(=C)C=C
Mace oil,C=CCc1ccc2OCOc2c1
Mace oil,CC(C)c1ccc(C)cc1
Mace oil,CC(C)[C@H]1CC=C(C)C=C1
Mace oil,CC1=CC[C@@H](CC1)C(C)(C)O
Mace oil,COc1cc(CC=C)ccc1O
Mace oil,COc1ccc(CC=C)cc1OC
Mace oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Mace oil,CC1(C)C2CCC(C2)C1=C
Mace oil,CC(C)=CCCC(C)(O)C=C
Mandarin oil,CC(=C)[C@@H]1CCC(=CC1)C
Mandarin oil,CC(C)C1=CCC(=CC1)C
Mandarin oil,CC1=CCC2CC1C2(C)C
Mandarin oil,CC(C)=CCCC(=C)C=C
Mandarin oil,CC1(C)C2CCC(=C)C1C2
Mandarin oil,CC(C)=C1CCC(=CC1)C
Mandarin oil,CC(C)=CCCC(C)(O)C=C
Mandarin oil terpenes,CC(=C)[C@@H]1CCC(=CC1)C
Mandarin oil terpenes,CC(C)C1=CCC(=CC1)C
Mandarin oil terpenes,CC(C)=CCCC(=C)C=C
Mandarin oil terpenes,CC1=CCC2CC1C2(C)C
Mandarin oil terpenes,CC1(C)C2CCC(=C)C1C2
Mandarin oil terpenes,CC(C)=C1CCC(=CC1)C
"Marjoram oil, Spanish",CC(C)=CCCC(C)(O)C=C
"Marjoram oil, Spanish",CC1(C)C2CCC(=C)C1C2
"Marjoram oil, Spanish",CC(=C)[C@H]1CCC(=CC1)C
"Marjoram oil, Spanish",CC1=CC[C@@H](CC1)C(C)(C)O
"Marjoram oil, Spanish",CC1=CCC2CC1C2(C)C
"Marjoram oil, Spanish",CC(C)=CCCC(=C)C=C
"Marjoram oil, Spanish",CC(C)=CC\C=C(/C)C=C
"Marjoram oil, Spanish",CC(C)C1(O)CCC(=CC1)C
"Marjoram oil, Spanish",CC(C)=CCC\C(C)=C/CO
"Marjoram oil, Spanish",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Marjoram oil, Spanish",CC(C)=CCCC(C)(OC(C)=O)C=C
"Marjoram oil, Spanish",CC1(C)C2CCC(C2)C1=C
"Marjoram oil, Spanish",CC(C)=CC/C=C(/C)C=C
"Marjoram oil, Spanish",CC(C)=CCC\C(C)=C\CO
"Marjoram oil, Spanish",CC(C)=C1CCC(=CC1)C
"Marjoram oil, Spanish",CC(=O)OC/C=C(C)/CCC=C(C)C
"Marjoram oil, Spanish",CC(C)=CCC\C(C)=C\C=O
"Marjoram oil, Spanish",C[C@@H](CCO)CCC=C(C)C
"Marjoram oil, Spanish",CC(C)=CCC\C(C)=C/CC[C@](C)(O)C=C
"Marjoram oil, Spanish",CC(=O)OC\C=C(C)/CCC=C(C)C
"Marjoram oil, sweet",CC(C)C1(O)CCC(=CC1)C
"Marjoram oil, sweet",CC(C)C1=CCC(=CC1)C
"Marjoram oil, sweet",CC(C)C1=CC=C(C)CC1
"Marjoram oil, sweet",CC1=CC[C@@H](CC1)C(C)(C)O
"Marjoram oil, sweet",CC(C)=C1CCC(=CC1)C
"Marjoram oil, sweet",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Marjoram oil, sweet",CC(=C)[C@H]1CCC(=CC1)C
"Marjoram oil, sweet",CC(C)=CCCC(C)(O)C=C
"Marjoram oil, sweet",CC(C)=CCCC(=C)C=C
"Marjoram oil, sweet",CC(C)=CCCC(C)(OC(C)=O)C=C
"Marjoram oil, sweet",CC(C)c1ccc(C)cc1
"Marjoram oil, sweet",CC1=CCC2CC1C2(C)C
"Marjoram oil, sweet",CC1(C)C2CCC(=C)C1C2
"Marjoram oil, sweet",CC(=C)C1CC=C(C)C(=O)C1
"Marjoram oil, sweet",CC1=CCC2C(C1)C2(C)C
"Marjoram oil, sweet",CCCCCC(O)C=C
"Marjoram oil, sweet",CC1(C)C2CCC(C2)C1=C
"Marjoram oil, sweet",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Marjoram oil, sweet",CC(C)=CC\C=C(/C)C=C
Marjoram oleoresin,CC(C)=CCCC(C)(O)C=C
Marjoram oleoresin,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Marjoram oleoresin,CC1=CC[C@@H](CC1)C(C)(C)O
Marjoram oleoresin,CC(C)=CCCC(=C)C=C
Marjoram oleoresin,CC1=CCC2CC1C2(C)C
Marjoram oleoresin,CC(C)=CCCC(C)(OC(C)=O)C=C
Marjoram oleoresin,CC(C)=C1CCC(=CC1)C
"Marjoram, pot, oil",CC(C)c1ccc(C)c(O)c1
"Marjoram, pot, oil",CC(C)c1ccc(C)cc1
"Marjoram, pot, oil",CC(C)C1=CCC(=CC1)C
"Marjoram, pot, oil",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Marjoram, pot, oil",CC1=CCC2CC1C2(C)C
"Marjoram, pot, oil",CC(C)=CCCC(=C)C=C
"Marjoram, pot, oil",CC(C)C1=CC=C(C)CC1
"Marjoram, pot, oil",CC(C)c1ccc(C)cc1O
"Marjoram, pot, oil",CC(=C)[C@H]1CCC(=CC1)C
"Marjoram, pot, oil",CC(C)=CC\C=C(/C)C=C
"Marjoram, pot, oil",CC1(C)C2CCC(=C)C1C2
"Marjoram, pot, oil",CC1(C)C2CCC(C2)C1=C
"Marjoram, pot, oil",CC(C)=CCCC(C)(O)C=C
Mastic oil,CC1=CCC2CC1C2(C)C
Mastic oil,CC(=C)C1CCC(=CC1)C
Mastic oil,CC(C)=CCCC(=C)C=C
Mastic oil,CC1(C)C2CCC(=C)C1C2
Mastic oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Mastic oil,CC(C)c1ccc(C)cc1
Mastic oil,CC(C)C1(O)CCC(=CC1)C
Mastic oil,CC1(C)C2CCC(C2)C1=C
Mastic oil,CC(C)C1=CCC(=CC1)C
Mastic oil,CC(C)[C@H]1CC=C(C)C=C1
Mastic oil,CC(C)=C1CCC(=CC1)C
Mastic oil,CC(C)=CC\C=C(/C)C=C
Mastic oil,CC(C)c1ccc(C)c(O)c1
Mastic oil,COc1ccc(\C=C\C)cc1
Mastic oil,COc1ccc(\C=C\C)cc1OC
Mastic oil,CC(C)=CC/C=C(/C)C=C
Mastic oil,CC1=CCC2C(C1)C2(C)C
Mastic oil,CC(C)=CCCC(C)(O)C=C
Mastic oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Mentha arvensis oil,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
Mentha arvensis oil,CC(C)[C@@H]1CC[C@@H](C)CC1=O
Mentha arvensis oil,CC(C)C1CCC(C)CC1=O
Mentha arvensis oil,CC(=C)[C@H]1CCC(=CC1)C
Mentha arvensis oil,CC(C)C1CCC(C)CC1OC(C)=O
Mentha arvensis oil,C[C@@H]1CCC(=C(C)C)C(=O)C1
Mentha arvensis oil,CC1(C)C2CCC(=C)C1C2
Mentha arvensis oil,CC1CCC(C(O)C1)C(C)=C
Mentha arvensis oil,CC1=CCC2CC1C2(C)C
Mentha arvensis oil,CC(C)[C@@H]1CCC(=CC1=O)C
Mentha arvensis oil,CC(C)=CCCC(=C)C=C
Mentha arvensis oil,CC1=CCC2C(C1)C2(C)C
Mentha arvensis oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Mentha arvensis oil,CC(=C)[C@@H]1CC=C(C)C(=O)C1
Mentha arvensis oil,CC(C)=CCCC(C)(O)C=C
Mentha arvensis oil,CC1(C)C2CCC(C2)C1=C
Mentha arvensis oil,CC(C)=C1CCC(=CC1)C
Mentha arvensis oil terpenes,CC(=C)[C@H]1CCC(=CC1)C
Mentha arvensis oil terpenes,CC1=CCC2CC1C2(C)C
Mentha arvensis oil terpenes,CC1(C)C2CCC(=C)C1C2
Mentha arvensis oil terpenes,CC(C)=CCCC(=C)C=C
Mentha arvensis oil terpenes,CCCCCC(O)CC
Mentha arvensis oil terpenes,CC(C)[C@@H]1CC[C@@H](C)CC1=O
Mentha arvensis oil terpenes,CC(C)C1CCC(C)CC1=O
Mentha citrata oil,CC(C)=CCCC(C)(O)C=C
Mentha citrata oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Mentha citrata oil,CC(C)(O)C1CCC(C)(O1)C=C
Mentha citrata oil,CC1=CC[C@@H](CC1)C(C)(C)O
Mentha citrata oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Mentha citrata oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Mentha citrata oil,CC1(C)C2CCC(=C)C1C2
Mentha citrata oil,CC(=C)[C@H]1CCC(=CC1)C
Mentha citrata oil,CC(C)=CCCC(=C)C=C
Michelia alba flower extract,CC(C)=CCCC(C)(O)C=C
Michelia alba flower extract,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Michelia alba flower extract,COc1ccc(CC=C)cc1OC
Michelia alba flower extract,CC(C)=CC\C=C(/C)C=C
Michelia alba flower extract,CC(C)=CC/C=C(/C)C=C
Michelia alba flower extract,CC1=CC[C@@H](CC1)C(C)(C)O
Michelia alba flower extract,COc1ccc(\C=C\C)cc1OC
Michelia alba flower extract,CC(C)=CCC\C(C)=C\CO
Michelia alba flower extract,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
Michelia alba flower extract,CC(C)=CCC\C(C)=C/CO
Mustard oil,C=CCN=C=S
Mustard oil,C=CCSSSCC=C
Mustard oil,C=CCCN=C=S
Mustard oil,C=CCSCC=C
Mustard oil,CCCCN=C=S
Mustard oil,C=CCSSCC=C
Myrrh oil,CC(C)c1ccc(C)cc1
Myrrh oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Myrtle oil,CC1=CCC2CC1C2(C)C
Myrtle oil,CC(=C)[C@H]1CCC(=CC1)C
Myrtle oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Myrtle oil,CC(C)=CCCC(C)(O)C=C
Myrtle oil,CC(C)c1ccc(C)cc1
Myrtle oil,CC(C)C1=CCC(=CC1)C
Myrtle oil,CC1=CC[C@@H](CC1)C(C)(C)O
Myrtle oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Myrtle oil,COc1ccc(CC=C)cc1OC
Myrtle oil,CC1(C)C2CCC(=C)C1C2
Myrtle oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Myrtle oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Myrtle oil,CC(C)=CCC\C(C)=C\CO
Myrtle oil,CC(=C)[C@@H]1CC=C(C)C(=O)C1
Myrtle oil,CC1(C)C2CCC(C2)C1=C
Myrtle oil,COc1ccc(CC=C)cc1
Myrtle oil,CC(C)=CCCC(=C)C=C
Narcissus poeticus absolute,CC1=CC[C@@H](CC1)C(C)(C)O
Narcissus poeticus absolute,OCc1ccccc1
Narcissus poeticus absolute,CC(C)=CC\C=C(/C)C=C
Narcissus poeticus absolute,COc1ccc(\C=C\C)cc1OC
Narcissus poeticus absolute,OCCc1ccccc1
Narcissus poeticus absolute,O=C1Oc2ccccc2C=C1
Narcissus poeticus absolute,CC(C)=CC/C=C(/C)C=C
Nutmeg oil,CC1=CCC2CC1C2(C)C
Nutmeg oil,CC1(C)C2CCC(=C)C1C2
Nutmeg oil,CC(C)C1(O)CCC(=CC1)C
Nutmeg oil,CC(C)C1=CCC(=CC1)C
Nutmeg oil,CC(=C)[C@@H]1CCC(=CC1)C
Nutmeg oil,CC(C)C1=CC=C(C)CC1
Nutmeg oil,CC(C)=CCCC(=C)C=C
Nutmeg oil,C=CCc1ccc2OCOc2c1
Nutmeg oil,CC(C)=C1CCC(=CC1)C
Nutmeg oil,CC1=CC[C@@H](CC1)C(C)(C)O
Nutmeg oil,CC1=CCC2C(C1)C2(C)C
Nutmeg oil,CC(C)c1ccc(C)cc1
Nutmeg oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Nutmeg oil,CC(C)=CCCC(C)(O)C=C
Nutmeg oil,CC1(C)C2CCC(C2)C1=C
Nutmeg oil,COc1ccc(\C=C\C)cc1OC
Nutmeg oil,COc1cc(CC=C)ccc1O
Nutmeg oil,COc1ccc(CC=C)cc1OC
Nutmeg oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Nutmeg oil,COc1cc(\C=C\C)ccc1O
Olibanum absolute,CC1=CCC2CC1C2(C)C
Olibanum absolute,CC(=C)C1CCC(=CC1)C
Olibanum absolute,CC1(C)C2CCC(C2)C1=C
Olibanum absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Olibanum carterii oil,CC1=CCC2CC1C2(C)C
Olibanum carterii oil,CC(=C)C1CCC(=CC1)C
Olibanum carterii oil,CC(C)c1ccc(C)cc1
Olibanum carterii oil,CC(C)C1(O)CCC(=CC1)C
Olibanum carterii oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Olibanum carterii oil,CC1(C)CC2C1CCC3(C)OC3CCC2=C
Olibanum carterii oil,CC(C)=CCCC(=C)C=C
Olibanum carterii oil,CC1(C)C2CCC(=C)C1C2
Olibanum carterii oil,CC1(C)C2CCC(C2)C1=C
Olibanum resinoid,CC1=CCC2CC1C2(C)C
Olibanum resinoid,CC(=C)C1CCC(=CC1)C
Olibanum resinoid,CC1(C)C2CCC(C2)C1=C
Olibanum resinoid,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Onion oil,CCCS
Onion oil,CSSC
Opoponax oil,CC(C)=CC\C=C(/C)C=C
Opoponax oil,CC(C)=CC\C=C(/C)C1CCC(=CC1)C
Opoponax oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Opoponax oil,CC(C)=CC/C=C(/C)C=C
Opoponax resinoid,CC(C)=CC\C=C(/C)C=C
Opoponax resinoid,CC(C)=CC\C=C(/C)C1CCC(=CC1)C
Opoponax resinoid,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Opoponax resinoid,CC(C)=CC/C=C(/C)C=C
Orange blossoms absolute,CC(C)=CCCC(C)(O)C=C
Orange blossoms absolute,CC(C)=CCCC(C)(OC(C)=O)C=C
Orange blossoms absolute,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Orange blossoms absolute,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
Orange blossoms absolute,COC(=O)c1ccccc1N
Orange blossoms absolute,CC(C)C1(O)CCC(=CC1)C
Orange blossoms absolute,CC1=CC[C@@H](CC1)C(C)(C)O
Orange blossoms absolute,[nH]1ccc2ccccc12
Orange blossoms absolute,CC(=C)C1CCC(=CC1)C
Orange blossoms absolute,CC(C)=CCC\C(C)=C\CO
Orange blossoms absolute,CC(=O)OC\C=C(C)/CCC=C(C)C
Orange blossoms absolute,CC(C)=CCC\C(C)=C/CO
Orange essence oil,CC(=C)[C@@H]1CCC(=CC1)C
Orange essence oil,CC(C)=CCCC(=C)C=C
Orange essence oil,CC1=CCC2CC1C2(C)C
Orange essence oil,CC(C)=CCCC(C)(O)C=C
Orange essence oil,CC1=CCC2C(C1)C2(C)C
Orange essence oil,CC(C)=CCC\C(C)=C\C=O
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCCC(C)(O)C=C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(=C)C1CCC(=CC1)C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC1(C)C2CCC(=C)C1C2
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCCC(C)(OC(C)=O)C=C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC1=CC[C@@H](CC1)C(C)(C)O
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CC\C=C(/C)C=C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCC\C(C)=C\CO
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(=O)OC/C=C(C)/CCC=C(C)C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(=O)OC\C=C(C)/CCC=C(C)C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCCC(=C)C=C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCC\C(C)=C/CO
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC1=CCC2CC1C2(C)C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CC/C=C(/C)C=C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=C1CCC(=CC1)C
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC(C)=CCC\C(C)=C\C=O
"Orange flower oil, bitter (Neroli and Neroli bigarade)",[nH]1ccc2ccccc12
"Orange flower oil, bitter (Neroli and Neroli bigarade)",CC1=CCC2C(C1)C2(C)C
Orange flower water absolute,CC(C)=CCCC(C)(O)C=C
Orange flower water absolute,CC1=CC[C@@H](CC1)C(C)(C)O
Orange flower water absolute,CC(C)=CCC\C(C)=C\CO
Orange flower water absolute,CC(C)=CCC\C(C)=C/CO
Orange flower water absolute,CC(C)C1(O)CCC(=CC1)C
Orange flower water absolute,CC(=C)C1CCC(=CC1)C
Orange flower water absolute,CC1(C)C2CCC(=C)C1C2
Orange flower water absolute,CC(=O)OC/C=C(C)/CCC=C(C)C
Orange flower water absolute,CC(C)(O)C1CCC(C)(O1)C=C
Orange flower water absolute,COC(=O)c1ccccc1N
Orange flower water absolute,CC(C)=CC\C=C(/C)C=C
Orange flower water absolute,CC(C)C1=CCC(=CC1)C
Orange flower water absolute,CC(=O)OC\C=C(C)/CCC=C(C)C
Orange flower water absolute,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Orange flower water absolute,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
Orange flower water absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Orange flower water absolute,CC(C)=CC/C=C(/C)C=C
Orange flower water absolute,CC(C)=CCCC(=C)C=C
Orange flower water absolute,[nH]1ccc2ccccc12
Orange flower water absolute,CC(C)=CCCC(C)(OC(C)=O)C=C
Orange flower water absolute,CC(C)=CCCC(C)=O
Orange leaf absolute,CC(C)=CCCC(C)(OC(C)=O)C=C
Orange leaf absolute,CC(C)=CCCC(C)(O)C=C
Orange leaf absolute,CC(=O)OC/C=C(C)/CCC=C(C)C
Orange leaf absolute,CC(C)=CCC\C(C)=C\CO
Orange leaf absolute,CC(=C)[C@H]1CCC(=CC1)C
Orange leaf absolute,CC(C)=CCC\C(C)=C/CO
"Orange oil, bitter",CC(=C)[C@@H]1CCC(=CC1)C
"Orange oil, bitter",CC(C)=CCCC(=C)C=C
"Orange oil, bitter",CC1(C)C2CCC(=C)C1C2
"Orange oil, bitter",CC1=CCC2CC1C2(C)C
"Orange oil, bitter",CC(C)=CCCC(C)(O)C=C
"Orange oil, bitter",CC(C)=CCCC(C)(OC(C)=O)C=C
"Orange oil, bitter",CC(C)=C1CCC(=CC1)C
"Orange oil, sweet, psoralen-free",CC(=C)[C@@H]1CCC(=CC1)C
"Orange oil, sweet, psoralen-free",CC(C)=CCCC(=C)C=C
"Orange oil, sweet, psoralen-free",CC1=CCC2CC1C2(C)C
"Orange oil, sweet, psoralen-free",CC(C)=CCCC(C)(O)C=C
"Orange oil, sweet, psoralen-free",CC1=CCC2C(C1)C2(C)C
"Orange oil, sweet, psoralen-free",CC(C)=CCC\C(C)=C\C=O
"Orange oil, sweet, terpeneless",CC(=C)[C@@H]1CCC(=CC1)C
"Orange oil, sweet, terpeneless",CCCCCCCCCC=O
"Orange oil, sweet, terpeneless",CC(C)=CCCC(C)(O)C=C
"Orange oil, sweet, terpeneless",CCCCCCCC=O
"Orange oil, sweet, terpeneless",CC1=CC[C@@H](CC1)C(C)(C)O
"Orange oil, sweet, terpeneless",CC(C)=CCC\C(C)=C\C=O
"Orange oil, sweet, terpeneless",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Orange oil, sweet, terpeneless",CCCCCCCCO
"Orange oil, sweet, terpeneless",CC(C)=CCC\C(C)=C\CCC(=C)C=C
"Orange oil, sweet, terpeneless",C[C@H](CCC=C(C)C)CC=O
"Orange oil, sweet, terpeneless",CCCCCCCCC=O
"Orange oil, sweet, terpeneless",CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
"Orange oil, sweet, terpeneless",CC(=C)C1CCC(=CC1)C=O
"Orange oil, sweet, terpeneless",CC(=C)C1CC=C(C)C(=O)C1
"Orange oil, sweet, terpeneless",CC(C)=CCC\C(C)=C\CO
"Orange oil, sweet, terpeneless",CCCCCCCCCCCC=O
"Orange oil, sweet, terpeneless",CC(C)=CCC\C(C)=C/CO
"Orange oil, sweet, terpeneless",CC(C)=CCCC(=C)C=C
"Orange oil, sweet, terpeneless",CC1=CCC2CC1C2(C)C
"Orange oil, sweet, terpeneless",CC1=CCC2C(C1)C2(C)C
"Orange oil, sweet, terpenes",CC(=C)[C@@H]1CCC(=CC1)C
"Orange oil, sweet, terpenes",CC(C)=CCCC(=C)C=C
"Orange oil, sweet, terpenes",CC1=CCC2CC1C2(C)C
"Orange oil, sweet, terpenes",CC1=CCC2C(C1)C2(C)C
"Orange peel, sweet, extract",CC(C)=CCC\C(C)=C\C=O
"Orange peel, sweet, extract",CC(=C)[C@@H]1CCC(=CC1)C
"Orange peel, sweet, extract",CC(C)=CCCC(C)(O)C=C
"Orange peel, sweet, oil",CC(=C)[C@@H]1CCC(=CC1)C
"Orange peel, sweet, oil",CC(C)=CCCC(=C)C=C
"Orange peel, sweet, oil",CC1=CCC2CC1C2(C)C
"Orange peel, sweet, oil",CC(C)=CCCC(C)(O)C=C
"Orange peel, sweet, oil",CC1=CCC2C(C1)C2(C)C
"Orange peel, sweet, oil",CC1(C)C2CCC(=C)C1C2
Orange sweet oil folded,CC(=C)[C@@H]1CCC(=CC1)C
Orange sweet oil folded,CCCCCCCCCC=O
Orange sweet oil folded,CC(C)=CCCC(C)(O)C=C
Orange sweet oil folded,CC(C)=CCC\C(C)=C\C=O
Orange sweet oil folded,CCCCCCCC=O
Orange sweet oil folded,CC1=CC[C@@H](CC1)C(C)(C)O
Orange sweet oil folded,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Orange sweet oil folded,CCCCCCCCO
Orange sweet oil folded,CC(C)=CCC\C(C)=C\CCC(=C)C=C
Orange sweet oil folded,C[C@H](CCC=C(C)C)CC=O
Orange sweet oil folded,CCCCCCCCC=O
Orange sweet oil folded,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Orange sweet oil folded,CC(=C)C1CC=C(C)C(=O)C1
Orange sweet oil folded,CC(C)=CCC\C(C)=C\CO
Orange sweet oil folded,CCCCCCCCCCCC=O
Orange sweet oil folded,CC(C)=CCC\C(C)=C/CO
Orange sweet oil folded,CC(=C)C1CCC(=CC1)C=O
Orange sweet oil folded,CC(C)=CCCC(=C)C=C
Orange sweet oil folded,CC1=CCC2CC1C2(C)C
Orange sweet oil folded,CC1=CCC2C(C1)C2(C)C
"Orange, sweet, Valencia oil",CC(=C)[C@@H]1CCC(=CC1)C
"Orange, sweet, Valencia oil",CC(C)=CCCC(=C)C=C
"Orange, sweet, Valencia oil",CC1=CCC2CC1C2(C)C
"Orange, sweet, Valencia oil",CC(C)=CCCC(C)(O)C=C
"Orange, sweet, Valencia oil",CC1=CCC2C(C1)C2(C)C
"Orange, sweet, Valencia oil",CC1(C)C2CCC(=C)C1C2
Origanum oil (extractive),CC(C)c1ccc(C)c(O)c1
Origanum oil (extractive),CC(C)c1ccc(C)cc1
Origanum oil (extractive),CC(C)c1ccc(C)cc1O
Origanum oil (extractive),CC(C)C1=CCC(=CC1)C
Origanum oil (extractive),C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Origanum oil (extractive),CC(C)=CCCC(C)(O)C=C
Origanum oil (extractive),CC1(C)C2CCC1(C)C(O)C2
Origanum oil (extractive),CC(=C)[C@H]1CCC(=CC1)C
Origanum oil (extractive),CC(C)=CCCC(=C)C=C
Origanum oil (extractive),CC1=CCC2C(C1)C2(C)C
Origanum oil (extractive),CC1(C)C2CCC(C2)C1=C
Origanum oil (extractive),CC1=CCC2CC1C2(C)C
Origanum oil (extractive),CCCCCC(O)C=C
Origanum oil (extractive),CC(=C)C1CC=C(C)C(=O)C1
Origanum oil (extractive),COc1cc(CC=C)ccc1O
Origanum oil (extractive),CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Origanum oil (extractive),CC1(C)C2CCC(=C)C1C2
Origanum oil (extractive),CC(C)=C1CCC(=CC1)C
Osmanthus absolute,CC(=O)/C=C/C1=C(C)CCCC1(C)C
Osmanthus absolute,CC(O)/C=C/C1=C(C)CCCC1(C)C
Osmanthus absolute,CCCCCCC1CCC(=O)O1
Osmanthus absolute,CC(C)=CCC\C(C)=C\CO
Osmanthus absolute,CC(C)=CCCC(C)(O)C=C
Osmanthus absolute,CCc1ccc(O)cc1
Palmarosa oil,CC(C)=CCC\C(C)=C\CO
Palmarosa oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Palmarosa oil,CC(C)=CCCC(C)(O)C=C
Palmarosa oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Palmarosa oil,CC(C)=CC\C=C(/C)C=C
Palmarosa oil,CC(C)=CCC\C(C)=C\CC\C(C)=C/CO
Palmarosa oil,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Palmarosa oil,CC(C)=CCC\C(C)=C/CO
Palmarosa oil,CC(C)=CC/C=C(/C)C=C
Palmarosa oil,CC(C)=CCC\C(C)=C\C=O
Palmarosa oil,CC(C)=CCCC(=C)C=C
Palmarosa oil,CC(C)=CCC\C(C)=C/C=O
Palmarosa oil,CC(=C)[C@H]1CCC(=CC1)C
Parsley herb oil,CC(C)=CCCC(=C)C=C
Parsley herb oil,CC1=CCC2CC1C2(C)C
Parsley herb oil,CC(=C)[C@H]1CCC(=CC1)C
Parsley herb oil,CC1(C)C2CCC(=C)C1C2
Parsley herb oil,CC(C)=C1CCC(=CC1)C
Parsley herb oil,CC(C)[C@H]1CC=C(C)C=C1
Parsley herb oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Parsley oleoresin,CC1=CCC2CC1C2(C)C
Parsley oleoresin,CC1(C)C2CCC(=C)C1C2
Parsley seed oil,CC1=CCC2CC1C2(C)C
Parsley seed oil,CC1(C)C2CCC(=C)C1C2
Parsley seed oil,CC(=C)[C@@H]1CCC(=CC1)C
Parsley seed oil,CC(C)=CCCC(=C)C=C
Parsley seed oil,CC(C)=C1CCC(=CC1)C
Parsley seed oil,CC1(C)C2CCC(C2)C1=C
"Pennyroyal oil, American",C[C@@H]1CCC(=C(C)C)C(=O)C1
"Pennyroyal oil, American",CC(C)C1CCC(C)CC1=O
"Pennyroyal oil, American",CC(=C)[C@H]1CCC(=CC1)C
"Pennyroyal oil, American",CCCCCC(O)C=C
"Pennyroyal oil, American",CC1=CCC2CC1C2(C)C
"Pennyroyal oil, American",CC(C)C1CCC(C)CC1=O
