Stimulus,Subject,Normalization,Ave EAG Response
"2,4,5-TMT",HsOr259-L2,No-UAS,1.0134811104598498
"2,4,5-TMT",HsOr271,No-UAS,0.6713912719134651
"2,4,5-TMT",HsOr32,No-UAS,0.7699685618372676
"2,4,5-TMT",HsOr35,No-UAS,0.8943002788582797
"2,4,5-TMT",HsOr36,No-UAS,0.7446581765865615
"2,4,5-TMT",HsOr37,No-UAS,0.860553098524005
"2,4,5-TMT",HsOr378,No-UAS,0.8303582529617592
"2,4,5-TMT",HsOr4,No-UAS,0.6829363599225591
"2,4,5-TMT",HsOr55,No-UAS,0.869291842063196
"2,4,5-TMT",HsOr59,No-UAS,0.8498960942079182
"2,4,5-TMT",NoUAS,No-UAS,1.0
"2,6-DMP",HsOr161,No-UAS,1.0850927703134998
"2,6-DMP",HsOr170,No-UAS,0.7402431222008957
"2,6-DMP",HsOr174,No-UAS,0.8848368522072937
"2,6-DMP",HsOr175,No-UAS,0.6621880998080614
"2,6-DMP",HsOr177,No-UAS,0.745489443378119
"2,6-DMP",HsOr182,No-UAS,0.7009596928982725
"2,6-DMP",HsOr183,No-UAS,0.8214971209213052
"2,6-DMP",HsOr188,No-UAS,0.7408829174664108
"2,6-DMP",HsOr190,No-UAS,0.6391554702495201
"2,6-DMP",HsOr20,No-UAS,0.9001919385796545
"2,6-DMP",HsOr209,No-UAS,0.8690978886756239
"2,6-DMP",HsOr210,No-UAS,0.6978886756238004
"2,6-DMP",HsOr212,No-UAS,0.707869481765835
"2,6-DMP",HsOr224,No-UAS,0.8138195777351248
"2,6-DMP",HsOr236,No-UAS,0.580934101087652
"2,6-DMP",HsOr259-L2,No-UAS,0.9190019193857966
"2,6-DMP",HsOr271,No-UAS,0.6896992962252079
"2,6-DMP",HsOr32,No-UAS,0.763915547024952
"2,6-DMP",HsOr35,No-UAS,0.8323736404350608
"2,6-DMP",HsOr36,No-UAS,0.6439539347408829
"2,6-DMP",HsOr37,No-UAS,0.6992962252079334
"2,6-DMP",HsOr378,No-UAS,0.727447216890595
"2,6-DMP",HsOr4,No-UAS,0.6890595009596929
"2,6-DMP",HsOr55,No-UAS,0.8971593090211133
"2,6-DMP",HsOr59,No-UAS,0.6884197056941779
"2,6-DMP",NoUAS,No-UAS,1.0
2-Acetylthiophene,HsOr161,No-UAS,1.4271123491179203
2-Acetylthiophene,HsOr170,No-UAS,1.0259981429897864
2-Acetylthiophene,HsOr174,No-UAS,1.0947075208913648
2-Acetylthiophene,HsOr175,No-UAS,1.021355617455896
2-Acetylthiophene,HsOr177,No-UAS,1.2033426183844012
2-Acetylthiophene,HsOr182,No-UAS,0.9671309192200557
2-Acetylthiophene,HsOr183,No-UAS,0.8895078922934075
2-Acetylthiophene,HsOr188,No-UAS,0.9370473537604456
2-Acetylthiophene,HsOr190,No-UAS,0.914577530176416
2-Acetylthiophene,HsOr20,No-UAS,1.0598885793871866
2-Acetylthiophene,HsOr209,No-UAS,0.9782729805013928
2-Acetylthiophene,HsOr210,No-UAS,1.1086350974930361
2-Acetylthiophene,HsOr212,No-UAS,1.1855153203342619
2-Acetylthiophene,HsOr224,No-UAS,1.1671309192200556
2-Acetylthiophene,HsOr236,No-UAS,0.7641597028783658
2-Acetylthiophene,HsOr259-L2,No-UAS,1.2523676880222843
2-Acetylthiophene,HsOr271,No-UAS,0.8319405756731663
2-Acetylthiophene,HsOr32,No-UAS,0.8997214484679665
2-Acetylthiophene,HsOr35,No-UAS,1.0306406685236769
2-Acetylthiophene,HsOr36,No-UAS,0.8913649025069638
2-Acetylthiophene,HsOr37,No-UAS,1.0714948932219128
2-Acetylthiophene,HsOr378,No-UAS,1.0714948932219128
2-Acetylthiophene,HsOr4,No-UAS,0.829155060352832
2-Acetylthiophene,HsOr55,No-UAS,1.1993871866295265
2-Acetylthiophene,HsOr59,No-UAS,1.2460538532961931
2-Acetylthiophene,NoUAS,No-UAS,1.0
2-M-Pyrazine,HsOr161,No-UAS,1.2191570881226055
2-M-Pyrazine,HsOr170,No-UAS,0.8796934865900383
2-M-Pyrazine,HsOr174,No-UAS,1.006896551724138
2-M-Pyrazine,HsOr175,No-UAS,0.8804597701149425
2-M-Pyrazine,HsOr177,No-UAS,0.9112643678160919
2-M-Pyrazine,HsOr182,No-UAS,0.8671264367816092
2-M-Pyrazine,HsOr183,No-UAS,1.0168582375478927
2-M-Pyrazine,HsOr188,No-UAS,0.7273563218390804
2-M-Pyrazine,HsOr190,No-UAS,0.7471264367816092
2-M-Pyrazine,HsOr20,No-UAS,0.9442528735632184
2-M-Pyrazine,HsOr209,No-UAS,0.9774712643678161
2-M-Pyrazine,HsOr210,No-UAS,0.7714942528735633
2-M-Pyrazine,HsOr212,No-UAS,0.88
2-M-Pyrazine,HsOr224,No-UAS,0.8344827586206897
2-M-Pyrazine,HsOr236,No-UAS,0.6835249042145594
2-M-Pyrazine,HsOr259-L2,No-UAS,1.103448275862069
2-M-Pyrazine,HsOr271,No-UAS,0.8260536398467433
2-M-Pyrazine,HsOr32,No-UAS,0.7455938698850575
2-M-Pyrazine,HsOr35,No-UAS,0.8298850574712644
2-M-Pyrazine,HsOr36,No-UAS,0.6919540229885057
2-M-Pyrazine,HsOr37,No-UAS,0.6743295019157087
2-M-Pyrazine,HsOr378,No-UAS,0.7241379310344828
2-M-Pyrazine,HsOr4,No-UAS,0.7318007662835249
2-M-Pyrazine,HsOr55,No-UAS,1.0318620689655174
2-M-Pyrazine,HsOr59,No-UAS,0.8720306513409961
2-M-Pyrazine,NoUAS,No-UAS,1.0
2-nonanone,HsOr161,No-UAS,0.8260345098861909
2-nonanone,HsOr170,No-UAS,0.7290082341217812
2-nonanone,HsOr174,No-UAS,0.8776070348420483
2-nonanone,HsOr175,No-UAS,0.8137969615915805
2-nonanone,HsOr177,No-UAS,1.044736980122725
2-nonanone,HsOr182,No-UAS,0.9041799968532019
2-nonanone,HsOr183,No-UAS,0.761350326043251
2-nonanone,HsOr188,No-UAS,0.8076781874442756
2-nonanone,HsOr190,No-UAS,0.8111746298141641
2-nonanone,HsOr20,No-UAS,0.9210940368175382
2-nonanone,HsOr209,No-UAS,0.8884460061887031
2-nonanone,HsOr210,No-UAS,0.8832013426338702
2-nonanone,HsOr212,No-UAS,0.9408926417370327
2-nonanone,HsOr224,No-UAS,0.9151937903183511
2-nonanone,HsOr236,No-UAS,0.7491127777486408
2-nonanone,HsOr259-L2,No-UAS,1.0363455184349923
2-nonanone,HsOr271,No-UAS,0.7290082341217812
2-nonanone,HsOr32,No-UAS,0.8749847028898097
2-nonanone,HsOr35,No-UAS,0.7814548696701107
2-nonanone,HsOr36,No-UAS,1.0436880474117587
2-nonanone,HsOr37,No-UAS,1.001730738973095
2-nonanone,HsOr378,No-UAS,0.871488260694743
2-nonanone,HsOr4,No-UAS,0.7360011188615585
2-nonanone,HsOr55,No-UAS,0.9305606545340117
2-nonanone,HsOr59,No-UAS,1.0323246097096206
2-nonanone,NoUAS,No-UAS,1.0
3M1B,HsOr161,No-UAS,0.48260641815012323
3M1B,HsOr170,No-UAS,0.5405707121450224
3M1B,HsOr174,No-UAS,0.5504461103811903
3M1B,HsOr175,No-UAS,0.46371435195919314
3M1B,HsOr177,No-UAS,0.3184171883453126
3M1B,HsOr182,No-UAS,0.4178581549321173
3M1B,HsOr183,No-UAS,0.4340881572506891
3M1B,HsOr188,No-UAS,0.5868562743128011
3M1B,HsOr190,No-UAS,0.40918497908991763
3M1B,HsOr20,No-UAS,0.841126310637092
3M1B,HsOr209,No-UAS,0.2777133730066723
3M1B,HsOr210,No-UAS,0.4230105366205528
3M1B,HsOr212,No-UAS,0.35654481283973516
3M1B,HsOr224,No-UAS,0.5650445251650908
3M1B,HsOr236,No-UAS,0.36882465586383967
3M1B,HsOr259-L2,No-UAS,0.5466676971430043
3M1B,HsOr271,No-UAS,0.4701548290697375
3M1B,HsOr32,No-UAS,0.46972546384316144
3M1B,HsOr35,No-UAS,0.4701548290697375
3M1B,HsOr36,No-UAS,0.30914290130612876
3M1B,HsOr37,No-UAS,0.4173429167632738
3M1B,HsOr378,No-UAS,0.3589492576276717
3M1B,HsOr4,No-UAS,0.40188577169796735
3M1B,HsOr55,No-UAS,0.8505036453100445
3M1B,HsOr59,No-UAS,0.4190603773260856
3M1B,NoUAS,No-UAS,1.0
4M3H,HsOr161,No-UAS,0.5274493199092515
4M3H,HsOr170,No-UAS,0.7172056163681795
4M3H,HsOr174,No-UAS,0.6764315361373354
4M3H,HsOr175,No-UAS,0.6623174314420434
4M3H,HsOr177,No-UAS,0.6247843678449331
4M3H,HsOr182,No-UAS,0.5344540977950633
4M3H,HsOr183,No-UAS,0.47308387960145953
4M3H,HsOr188,No-UAS,0.7621616535457768
4M3H,HsOr190,No-UAS,0.6330437328147708
4M3H,HsOr20,No-UAS,0.9103597528463445
4M3H,HsOr209,No-UAS,0.5984380390803877
4M3H,HsOr210,No-UAS,0.5777373521939592
4M3H,HsOr212,No-UAS,0.6868864285042185
4M3H,HsOr224,No-UAS,0.8834384050016206
4M3H,HsOr236,No-UAS,0.613702181936037
4M3H,HsOr259-L2,No-UAS,0.6160022582567513
4M3H,HsOr271,No-UAS,0.6361802005248357
4M3H,HsOr32,No-UAS,0.7710483119530784
4M3H,HsOr35,No-UAS,0.7229558071699652
4M3H,HsOr36,No-UAS,0.5825988771445598
4M3H,HsOr37,No-UAS,0.7213875733149328
4M3H,HsOr378,No-UAS,0.6246798189212642
4M3H,HsOr4,No-UAS,0.6827044715574653
4M3H,HsOr55,No-UAS,0.9754414578301916
4M3H,HsOr59,No-UAS,0.6701586007172056
4M3H,NoUAS,No-UAS,1.0
4MPA,HsOr161,No-UAS,0.844079196454422
4MPA,HsOr170,No-UAS,0.9610030956994278
4MPA,HsOr174,No-UAS,1.0968575310126722
4MPA,HsOr175,No-UAS,1.0166811429589542
4MPA,HsOr177,No-UAS,1.249415380503775
4MPA,HsOr182,No-UAS,1.2520879267722325
4MPA,HsOr183,No-UAS,1.4921716665553109
4MPA,HsOr188,No-UAS,1.228035010356117
4MPA,HsOr190,No-UAS,0.9097792922206632
4MPA,HsOr20,No-UAS,1.2719649896438834
4MPA,HsOr209,No-UAS,1.297521213336006
4MPA,HsOr210,No-UAS,1.0169038551479923
4MPA,HsOr212,No-UAS,1.261441838711833
4MPA,HsOr224,No-UAS,1.2382797710518698
4MPA,HsOr236,No-UAS,0.8830538295360906
4MPA,HsOr259-L2,No-UAS,1.547404289436761
4MPA,HsOr271,No-UAS,0.9209149016725687
4MPA,HsOr32,No-UAS,1.0667913857152402
4MPA,HsOr35,No-UAS,1.0567693369858133
4MPA,HsOr36,No-UAS,0.915347096946616
4MPA,HsOr37,No-UAS,1.0601100198213849
4MPA,HsOr378,No-UAS,1.0679049464377186
4MPA,HsOr4,No-UAS,0.967684461370571
4MPA,HsOr55,No-UAS,1.0871250083517072
4MPA,HsOr59,No-UAS,1.3652257188035903
4MPA,NoUAS,No-UAS,1.0
6M5H,HsOr161,No-UAS,0.7683312925395196
6M5H,HsOr170,No-UAS,0.9724106739032111
6M5H,HsOr174,No-UAS,1.1450507992189827
6M5H,HsOr175,No-UAS,0.7457170908208404
6M5H,HsOr177,No-UAS,1.027236323923619
6M5H,HsOr182,No-UAS,0.9074362114041764
6M5H,HsOr183,No-UAS,0.7749500832864502
6M5H,HsOr188,No-UAS,0.8703709832213654
6M5H,HsOr190,No-UAS,0.7942548896316642
6M5H,HsOr20,No-UAS,0.9924049376178972
6M5H,HsOr209,No-UAS,0.9974517655624316
6M5H,HsOr210,No-UAS,0.8968461462090875
6M5H,HsOr212,No-UAS,0.9842141840685705
6M5H,HsOr224,No-UAS,1.0893426437656506
6M5H,HsOr236,No-UAS,0.7269638503712038
6M5H,HsOr259-L2,No-UAS,1.0795247708243703
6M5H,HsOr271,No-UAS,0.7501296179854606
6M5H,HsOr32,No-UAS,0.875886642287454
6M5H,HsOr35,No-UAS,0.9293885340481626
6M5H,HsOr36,No-UAS,0.9117384253896813
6M5H,HsOr37,No-UAS,1.0733472327939018
6M5H,HsOr378,No-UAS,1.0722441010027468
6M5H,HsOr4,No-UAS,0.7082106099215673
6M5H,HsOr55,No-UAS,1.1162259655161002
6M5H,HsOr59,No-UAS,1.0413564108504043
6M5H,NoUAS,No-UAS,1.0
Acetic Acid,HsOr161,No-UAS,0.13751240866409542
Acetic Acid,HsOr170,No-UAS,0.14727660336213771
Acetic Acid,HsOr174,No-UAS,1.2294748490618237
Acetic Acid,HsOr175,No-UAS,0.26770167130465916
Acetic Acid,HsOr177,No-UAS,0.5917101987013621
Acetic Acid,HsOr182,No-UAS,0.4657520870966167
Acetic Acid,HsOr183,No-UAS,0.48576868622760333
Acetic Acid,HsOr188,No-UAS,0.6991163403798271
Acetic Acid,HsOr190,No-UAS,0.3848720076811665
Acetic Acid,HsOr20,No-UAS,0.8848801445100815
Acetic Acid,HsOr209,No-UAS,0.6004979739296001
Acetic Acid,HsOr210,No-UAS,0.3124542303373529
Acetic Acid,HsOr212,No-UAS,0.6522482058292242
Acetic Acid,HsOr224,No-UAS,0.42962456671386023
Acetic Acid,HsOr236,No-UAS,0.4109098602092792
Acetic Acid,HsOr259-L2,No-UAS,1.1258116486842746
Acetic Acid,HsOr271,No-UAS,0.8169376230695373
Acetic Acid,HsOr32,No-UAS,0.43694771273739197
Acetic Acid,HsOr35,No-UAS,0.508551807189702
Acetic Acid,HsOr36,No-UAS,0.08421617927061466
Acetic Acid,HsOr37,No-UAS,0.15297238360266235
Acetic Acid,HsOr378,No-UAS,0.4271835180393497
Acetic Acid,HsOr4,No-UAS,0.6745431170564207
Acetic Acid,HsOr55,No-UAS,0.909485915149148
Acetic Acid,HsOr59,No-UAS,0.4865823691191069
Acetic Acid,NoUAS,No-UAS,1.0
Acetone,HsOr161,No-UAS,0.967885485426092
Acetone,HsOr170,No-UAS,1.0247472125392467
Acetone,HsOr174,No-UAS,1.1372345422630967
Acetone,HsOr175,No-UAS,0.9036070112981779
Acetone,HsOr177,No-UAS,0.7594748943113551
Acetone,HsOr182,No-UAS,0.857375954906178
Acetone,HsOr183,No-UAS,0.7466191994857722
Acetone,HsOr188,No-UAS,0.8944596899799746
Acetone,HsOr190,No-UAS,0.8875373927661994
Acetone,HsOr20,No-UAS,1.034636208558926
Acetone,HsOr209,No-UAS,0.8217755692353332
Acetone,HsOr210,No-UAS,0.8069420752058146
Acetone,HsOr212,No-UAS,0.8603426537120819
Acetone,HsOr224,No-UAS,0.9209127543326163
Acetone,HsOr236,No-UAS,0.8158421716235258
Acetone,HsOr259-L2,No-UAS,0.9686271601275679
Acetone,HsOr271,No-UAS,0.9159682563227768
Acetone,HsOr32,No-UAS,0.9295656256026107
Acetone,HsOr35,No-UAS,0.9555242404014932
Acetone,HsOr36,No-UAS,0.7045909664021359
Acetone,HsOr37,No-UAS,0.8541620311997824
Acetone,HsOr378,No-UAS,0.8393285371702638
Acetone,HsOr4,No-UAS,0.7713416895349698
Acetone,HsOr55,No-UAS,1.146406586071349
Acetone,HsOr59,No-UAS,0.7354940789636332
Acetone,NoUAS,No-UAS,1.0
Camphor,HsOr161,No-UAS,0.8369748676331185
Camphor,HsOr170,No-UAS,0.9606714295623223
Camphor,HsOr174,No-UAS,1.055466925620217
Camphor,HsOr175,No-UAS,0.9537351737532082
Camphor,HsOr177,No-UAS,1.0182423527779707
Camphor,HsOr182,No-UAS,0.8739682319483943
Camphor,HsOr183,No-UAS,0.7040299646250955
Camphor,HsOr188,No-UAS,0.8004439203717835
Camphor,HsOr190,No-UAS,0.9618274721971747
Camphor,HsOr20,No-UAS,1.1089338974821392
Camphor,HsOr209,No-UAS,0.7602136366789207
Camphor,HsOr210,No-UAS,0.8864534924048
Camphor,HsOr212,No-UAS,1.0279531109107305
Camphor,HsOr224,No-UAS,1.4543016346442856
Camphor,HsOr236,No-UAS,0.8843726156620657
Camphor,HsOr259-L2,No-UAS,0.9350072830685997
Camphor,HsOr271,No-UAS,0.8716561466786896
Camphor,HsOr32,No-UAS,1.0219416889782895
Camphor,HsOr35,No-UAS,0.9525791311183558
Camphor,HsOr36,No-UAS,1.1184712492196713
Camphor,HsOr37,No-UAS,1.2704908557027583
Camphor,HsOr378,No-UAS,1.1560426348523734
Camphor,HsOr4,No-UAS,0.9074934683591133
Camphor,HsOr55,No-UAS,1.067212318790317
Camphor,HsOr59,No-UAS,1.0288779450186125
Camphor,NoUAS,No-UAS,1.0
Cineole,HsOr161,No-UAS,0.9987019523695992
Cineole,HsOr170,No-UAS,1.0874460250602667
Cineole,HsOr174,No-UAS,1.115261331425998
Cineole,HsOr175,No-UAS,1.021219105141858
Cineole,HsOr177,No-UAS,1.0442660732734643
Cineole,HsOr182,No-UAS,1.1142017007073035
Cineole,HsOr183,No-UAS,0.4914037457945906
Cineole,HsOr188,No-UAS,1.1078439163951364
Cineole,HsOr190,No-UAS,0.9854565683859176
Cineole,HsOr20,No-UAS,1.0957243900500675
Cineole,HsOr209,No-UAS,1.0204243821028371
Cineole,HsOr210,No-UAS,1.0029404752443773
Cineole,HsOr212,No-UAS,1.0569816418977986
Cineole,HsOr224,No-UAS,1.2146017113036107
Cineole,HsOr236,No-UAS,0.9907547219793902
Cineole,HsOr259-L2,No-UAS,1.0410871811173805
Cineole,HsOr271,No-UAS,1.01989456674349
Cineole,HsOr32,No-UAS,1.2689077859016133
Cineole,HsOr35,No-UAS,1.2530133248562876
Cineole,HsOr36,No-UAS,0.973535722800604
Cineole,HsOr37,No-UAS,1.2622850936448649
Cineole,HsOr378,No-UAS,1.1338048690031524
Cineole,HsOr4,No-UAS,1.0265172587353306
Cineole,HsOr55,No-UAS,1.2726694746880711
Cineole,HsOr59,No-UAS,1.0185700283451216
Cineole,NoUAS,No-UAS,1.0
Citral,HsOr161,No-UAS,0.5410018061009759
Citral,HsOr170,No-UAS,0.8558267468641779
Citral,HsOr174,No-UAS,1.0314659243425959
Citral,HsOr175,No-UAS,0.8955941078026877
Citral,HsOr177,No-UAS,0.8490331560371825
Citral,HsOr182,No-UAS,0.9086841974449472
Citral,HsOr183,No-UAS,1.029808950970158
Citral,HsOr188,No-UAS,1.1194512104190486
Citral,HsOr190,No-UAS,0.8069460323772598
Citral,HsOr20,No-UAS,1.1861858129939853
Citral,HsOr209,No-UAS,0.8699110205299001
Citral,HsOr210,No-UAS,0.7873937465824925
Citral,HsOr212,No-UAS,0.8281552915444649
Citral,HsOr224,No-UAS,1.04389322463588
Citral,HsOr236,No-UAS,0.8309721462776093
Citral,HsOr259-L2,No-UAS,1.0508525128001194
Citral,HsOr271,No-UAS,0.8558267468641779
Citral,HsOr32,No-UAS,1.1085151861609586
Citral,HsOr35,No-UAS,1.1201139997680238
Citral,HsOr36,No-UAS,0.7990754088581797
Citral,HsOr37,No-UAS,1.0380938178323476
Citral,HsOr378,No-UAS,0.9858991566005535
Citral,HsOr4,No-UAS,1.0206955974217495
Citral,HsOr55,No-UAS,1.1802455634537954
Citral,HsOr59,No-UAS,0.7870623519080049
Citral,NoUAS,No-UAS,1.0
Citronellol,HsOr161,No-UAS,0.46513605442176875
Citronellol,HsOr170,No-UAS,0.7950680272108844
Citronellol,HsOr174,No-UAS,0.8367346938775511
Citronellol,HsOr175,No-UAS,0.7465986394557823
Citronellol,HsOr177,No-UAS,1.106122448979592
Citronellol,HsOr182,No-UAS,0.6846938775510204
Citronellol,HsOr183,No-UAS,0.5068027210884354
Citronellol,HsOr188,No-UAS,0.926530612244898
Citronellol,HsOr190,No-UAS,0.727891156462585
Citronellol,HsOr20,No-UAS,1.0503826530612246
Citronellol,HsOr209,No-UAS,0.8285714285714286
Citronellol,HsOr210,No-UAS,0.7438775510204082
Citronellol,HsOr212,No-UAS,0.9622448979591837
Citronellol,HsOr224,No-UAS,1.1062925170068028
Citronellol,HsOr236,No-UAS,0.7202380952380952
Citronellol,HsOr259-L2,No-UAS,1.0357142857142858
Citronellol,HsOr271,No-UAS,0.8001700680272109
Citronellol,HsOr32,No-UAS,0.8282312923469387
Citronellol,HsOr35,No-UAS,0.7551020408163265
Citronellol,HsOr36,No-UAS,0.673469387755102
Citronellol,HsOr37,No-UAS,0.9931972789115646
Citronellol,HsOr378,No-UAS,0.7857142857142857
Citronellol,HsOr4,No-UAS,0.8273809523809523
Citronellol,HsOr55,No-UAS,1.0080102040816326
Citronellol,HsOr59,No-UAS,1.2363945578231292
Citronellol,NoUAS,No-UAS,1.0
Cyclohexanone,HsOr161,No-UAS,0.8969456639758296
Cyclohexanone,HsOr170,No-UAS,0.708114997875655
Cyclohexanone,HsOr174,No-UAS,1.0314875135722041
Cyclohexanone,HsOr175,No-UAS,0.6475318258351822
Cyclohexanone,HsOr177,No-UAS,0.7468252844261907
Cyclohexanone,HsOr182,No-UAS,0.6807345512911296
Cyclohexanone,HsOr183,No-UAS,0.6908055201498057
Cyclohexanone,HsOr188,No-UAS,0.6373034980880895
Cyclohexanone,HsOr190,No-UAS,0.6577601535822751
Cyclohexanone,HsOr20,No-UAS,0.9234999763961667
Cyclohexanone,HsOr209,No-UAS,0.8138601708917528
Cyclohexanone,HsOr210,No-UAS,0.7883680309682292
Cyclohexanone,HsOr212,No-UAS,0.8440730774677808
Cyclohexanone,HsOr224,No-UAS,0.8568191474295425
Cyclohexanone,HsOr236,No-UAS,0.5814410927001211
Cyclohexanone,HsOr259-L2,No-UAS,0.8459613841287824
Cyclohexanone,HsOr271,No-UAS,0.6420242647405938
Cyclohexanone,HsOr32,No-UAS,0.7395867757163763
Cyclohexanone,HsOr35,No-UAS,0.8308549308407684
Cyclohexanone,HsOr36,No-UAS,0.5535098900061369
Cyclohexanone,HsOr37,No-UAS,0.9244834694487718
Cyclohexanone,HsOr378,No-UAS,0.7765661143369683
Cyclohexanone,HsOr4,No-UAS,0.6365167036460054
Cyclohexanone,HsOr55,No-UAS,0.9960817636784213
Cyclohexanone,HsOr59,No-UAS,0.8725550362712238
Cyclohexanone,NoUAS,No-UAS,1.0
DEET,HsOr161,No-UAS,1.1751937984496124
DEET,HsOr170,No-UAS,0.9596899224806202
DEET,HsOr174,No-UAS,1.1596899224806203
DEET,HsOr175,No-UAS,1.027906976744186
DEET,HsOr177,No-UAS,0.9116279069767442
DEET,HsOr182,No-UAS,1.0493023255813954
DEET,HsOr183,No-UAS,1.2790697674418605
DEET,HsOr188,No-UAS,1.095813953488372
DEET,HsOr190,No-UAS,0.986046511627907
DEET,HsOr20,No-UAS,1.1174418604651162
DEET,HsOr209,No-UAS,0.7869767441860465
DEET,HsOr210,No-UAS,0.9544186046511627
DEET,HsOr212,No-UAS,0.8688372093023257
DEET,HsOr224,No-UAS,1.0558139534883721
DEET,HsOr236,No-UAS,1.0449612403100774
DEET,HsOr259-L2,No-UAS,0.8762790697674419
DEET,HsOr271,No-UAS,1.1271317829457366
DEET,HsOr32,No-UAS,1.1953488372093024
DEET,HsOr35,No-UAS,1.2046511627906977
DEET,HsOr36,No-UAS,0.9069767441860465
DEET,HsOr37,No-UAS,1.0015503875968992
DEET,HsOr378,No-UAS,1.0604651162790697
DEET,HsOr4,No-UAS,1.1503875968992248
DEET,HsOr55,No-UAS,1.156186046511628
DEET,HsOr59,No-UAS,0.7147286821705426
DEET,NoUAS,No-UAS,1.0
Dod. Acetate,HsOr161,No-UAS,0.8170426065162908
Dod. Acetate,HsOr170,No-UAS,0.9774436090225563
Dod. Acetate,HsOr174,No-UAS,0.949874686716792
Dod. Acetate,HsOr175,No-UAS,0.9160401002506265
Dod. Acetate,HsOr177,No-UAS,0.9007518796992481
Dod. Acetate,HsOr182,No-UAS,0.9684210526315791
Dod. Acetate,HsOr183,No-UAS,1.3709273182957393
Dod. Acetate,HsOr188,No-UAS,0.9639097744360902
Dod. Acetate,HsOr190,No-UAS,0.9135338345864662
Dod. Acetate,HsOr20,No-UAS,0.9285714285714286
Dod. Acetate,HsOr209,No-UAS,0.9263157894736842
Dod. Acetate,HsOr210,No-UAS,0.8917293233082706
Dod. Acetate,HsOr212,No-UAS,0.8796992481203008
Dod. Acetate,HsOr224,No-UAS,0.9974937343358395
Dod. Acetate,HsOr236,No-UAS,0.8984962406015038
Dod. Acetate,HsOr259-L2,No-UAS,0.9353383458646617
Dod. Acetate,HsOr271,No-UAS,0.9887218045112782
Dod. Acetate,HsOr32,No-UAS,1.1804511278195489
Dod. Acetate,HsOr35,No-UAS,1.057644110275689
Dod. Acetate,HsOr36,No-UAS,0.7424812030075187
Dod. Acetate,HsOr37,No-UAS,0.93734335839599
Dod. Acetate,HsOr378,No-UAS,0.9285714285714286
Dod. Acetate,HsOr4,No-UAS,0.9962406015037594
Dod. Acetate,HsOr55,No-UAS,0.9881954887218045
Dod. Acetate,HsOr59,No-UAS,0.9661654135338346
Dod. Acetate,NoUAS,No-UAS,1.0
E2-Hexenal,HsOr161,No-UAS,1.2056866303690261
E2-Hexenal,HsOr170,No-UAS,0.8620689655172413
E2-Hexenal,HsOr174,No-UAS,1.1718088324258922
E2-Hexenal,HsOr175,No-UAS,0.837265577737447
E2-Hexenal,HsOr177,No-UAS,0.8341197822141562
E2-Hexenal,HsOr182,No-UAS,0.79491833030853
E2-Hexenal,HsOr183,No-UAS,0.8463399879007865
E2-Hexenal,HsOr188,No-UAS,1.0156079854809439
E2-Hexenal,HsOr190,No-UAS,0.7011494252873562
E2-Hexenal,HsOr20,No-UAS,1.0857531760435573
E2-Hexenal,HsOr209,No-UAS,0.814519056261343
E2-Hexenal,HsOr210,No-UAS,0.7731397459165155
E2-Hexenal,HsOr212,No-UAS,0.7411978221415607
E2-Hexenal,HsOr224,No-UAS,0.8245614035087719
E2-Hexenal,HsOr236,No-UAS,0.6358136721113127
E2-Hexenal,HsOr259-L2,No-UAS,1.0395644283121597
E2-Hexenal,HsOr271,No-UAS,0.7610405323653963
E2-Hexenal,HsOr32,No-UAS,0.9479733818511797
E2-Hexenal,HsOr35,No-UAS,0.9026013309134906
E2-Hexenal,HsOr36,No-UAS,0.6678765880217786
E2-Hexenal,HsOr37,No-UAS,0.8626739261947973
E2-Hexenal,HsOr378,No-UAS,0.9751966122202057
E2-Hexenal,HsOr4,No-UAS,0.7676950998185118
E2-Hexenal,HsOr55,No-UAS,1.3751724137931034
E2-Hexenal,HsOr59,No-UAS,0.8197217180883243
E2-Hexenal,NoUAS,No-UAS,1.0
Et. Isovalerate,HsOr161,No-UAS,1.3593609070996004
Et. Isovalerate,HsOr170,No-UAS,1.0386691291213903
Et. Isovalerate,HsOr174,No-UAS,1.1145470944465918
Et. Isovalerate,HsOr175,No-UAS,0.7330097782359088
Et. Isovalerate,HsOr177,No-UAS,0.9964351672894386
Et. Isovalerate,HsOr182,No-UAS,1.0161920714684534
Et. Isovalerate,HsOr183,No-UAS,0.7938553164683818
Et. Isovalerate,HsOr188,No-UAS,0.8985096422282352
Et. Isovalerate,HsOr190,No-UAS,0.7809703789603287
Et. Isovalerate,HsOr20,No-UAS,1.0501224069063264
Et. Isovalerate,HsOr209,No-UAS,1.160503371558648
Et. Isovalerate,HsOr210,No-UAS,0.8538418588669845
Et. Isovalerate,HsOr212,No-UAS,0.9096765880685479
Et. Isovalerate,HsOr224,No-UAS,0.8997981359790405
Et. Isovalerate,HsOr236,No-UAS,0.7015132643273346
Et. Isovalerate,HsOr259-L2,No-UAS,1.0883477215135506
Et. Isovalerate,HsOr271,No-UAS,0.7186931810047388
Et. Isovalerate,HsOr32,No-UAS,0.7315781183696258
Et. Isovalerate,HsOr35,No-UAS,0.7945711463299403
Et. Isovalerate,HsOr36,No-UAS,0.8300047244770863
Et. Isovalerate,HsOr37,No-UAS,0.8260676602385145
Et. Isovalerate,HsOr378,No-UAS,1.0050251256281406
Et. Isovalerate,HsOr4,No-UAS,0.8146143824535783
