Stimulus,CID
10890,10890
10892,10892
10895,10895
10902,10902
10931,10931
10947,10947
10954,10954
10957,10957
10975,10975
10976,10976
10993,10993
11002,11002
11039,11039
11086,11086
11124,11124
11160,11160
11173,11173
11196,11196
11230,11230
11251,11251
11335,11335
11363,11363
11463,11463
11487,11487
11505,11505
11509,11509
11514,11514
11520,11520
11529,11529
11552,11552
11559,11559
11579,11579
11617,11617
11732,11732
11747,11747
11902,11902
11962,11962
12020,12020
12021,12021
12041,12041
12044,12044
12045,12045
12053,12053
12072,12072
12097,12097
12127,12127
12146,12146
12170,12170
12174,12174
12177,12177
12178,12178
12180,12180
12181,12181
12191,12191
12201,12201
12206,12206
12232,12232
12248,12248
12265,12265
12266,12266
12278,12278
12293,12293
12327,12327
12348,12348
12367,12367
12377,12377
12506,12506
12529,12529
12566,12566
12571,12571
12580,12580
12587,12587
12613,12613
12658,12658
12729,12729
12741,12741
12748,12748
12756,12756
12777,12777
12810,12810
12813,12813
12844,12844
12993,12993
12999,12999
13006,13006
13187,13187
13204,13204
13216,13216
13233,13233
13357,13357
13367,13367
13436,13436
13576,13576
13577,13577
13663,13663
14104,14104
14228,14228
14234,14234
14235,14235
14257,14257
14286,14286
14295,14295
14296,14296
14328,14328
14350,14350
14475,14475
14486,14486
14489,14489
14491,14491
14493,14493
14505,14505
14511,14511
14514,14514
14525,14525
14529,14529
14896,14896
14918,14918
14919,14919
15037,15037
15172,15172
15380,15380
15394,15394
15406,15406
15475,15475
15510,15510
15574,15574
15606,15606
15613,15613
15654,15654
15717,15717
15834,15834
15909,15909
16237,16237
16255,16255
16324,16324
16330,16330
16331,16331
16441,16441
16507,16507
16537,16537
16582,16582
16590,16590
16592,16592
16617,16617
16666,16666
16679,16679
16724,16724
16778,16778
16800,16800
16864,16864
16899,16899
16900,16900
16913,16913
16970,16970
17008,17008
17090,17090
17100,17100
17129,17129
17166,17166
17167,17167
17244,17244
17355,17355
17356,17356
17525,17525
17617,17617
17685,17685
17691,17691
17739,17739
17816,17816
17898,17898
18458,18458
18467,18467
18522,18522
18698,18698
18756,18756
18826,18826
18827,18827
19089,19089
19188,19188
19223,19223
19244,19244
19309,19309
19310,19310
19602,19602
19603,19603
19633,19633
19707,19707
19801,19801
19802,19802
20219,20219
20487,20487
20508,20508
20748,20748
20797,20797
20859,20859
20861,20861
20967,20967
21363,21363
21596,21596
21648,21648
21768,21768
22201,22201
22227,22227
22303,22303
22311,22311
22386,22386
22629,22629
22873,22873
23104,23104
23173,23173
23203,23203
23234,23234
23347,23347
23535,23535
23616,23616
23716,23716
24020,24020
24114,24114
24117,24117
24118,24118
24191,24191
24197,24197
24433,24433
24473,24473
24513,24513
24516,24516
24578,24578
24583,24583
24585,24585
24680,24680
24834,24834
24835,24835
24838,24838
24915,24915
25185,25185
25238,25238
25239,25239
25324,25324
25325,25325
25612,25612
25812,25812
26049,26049
26204,26204
26289,26289
26318,26318
26331,26331
26808,26808
26955,26955
27457,27457
27458,27458
27866,27866
27867,27867
27868,27868
27941,27941
28151,28151
28500,28500
28818,28818
28905,28905
28930,28930
29025,29025
29096,29096
29381,29381
29421,29421
29467,29467
30231,30231
30247,30247
30248,30248
30747,30747
30748,30748
30771,30771
30914,30914
31209,31209
31210,31210
31211,31211
31214,31214
31219,31219
31223,31223
31224,31224
31225,31225
31226,31226
31227,31227
31231,31231
31234,31234
31241,31241
31242,31242
31244,31244
31245,31245
31249,31249
31251,31251
31252,31252
31253,31253
31260,31260
31265,31265
31266,31266
31268,31268
31269,31269
31272,31272
31276,31276
31277,31277
31283,31283
31284,31284
31289,31289
31291,31291
31404,31404
31408,31408
31954,31954
32065,32065
32093,32093
32207,32207
32594,32594
32809,32809
32857,32857
33032,33032
33637,33637
33960,33960
34134,34134
34286,34286
35821,35821
36081,36081
36502,36502
36503,36503
36822,36822
37065,37065
37066,37066
38415,38415
38688,38688
38689,38689
38866,38866
39801,39801
40631,40631
40749,40749
41270,41270
41552,41552
41685,41685
41742,41742
42674,42674
42745,42745
43045,43045
43046,43046
43851,43851
47167,47167
47616,47616
47922,47922
49988,49988
49993,49993
50024,50024
50090,50090
50212,50212
50216,50216
50941,50941
51330,51330
60968,60968
60979,60979
60980,60980
60983,60983
60985,60985
60990,60990
60995,60995
60997,60997
60998,60998
60999,60999
61000,61000
61005,61005
61006,61006
61007,61007
61008,61008
61010,61010
61014,61014
61015,61015
61016,61016
61020,61020
61024,61024
61027,61027
61030,61030
61031,61031
61035,61035
61040,61040
61041,61041
61045,61045
61046,61046
61047,61047
61048,61048
61051,61051
61052,61052
61061,61061
61085,61085
61092,61092
61093,61093
61098,61098
61124,61124
61130,61130
61135,61135
61137,61137
61138,61138
61151,61151
61166,61166
61167,61167
61171,61171
61177,61177
61183,61183
61184,61184
61185,61185
61192,61192
61197,61197
61199,61199
61202,61202
61204,61204
61229,61229
61235,61235
61240,61240
61252,61252
61262,61262
61275,61275
61282,61282
61293,61293
61296,61296
61312,61312
61313,61313
61319,61319
61325,61325
61337,61337
61359,61359
61361,61361
61362,61362
61370,61370
61375,61375
61384,61384
61386,61386
61401,61401
61403,61403
61408,61408
61409,61409
61410,61410
61416,61416
61417,61417
61448,61448
61451,61451
61453,61453
61455,61455
61466,61466
61467,61467
61516,61516
61522,61522
61523,61523
61527,61527
61531,61531
61585,61585
61592,61592
61631,61631
61633,61633
61641,61641
61657,61657
61658,61658
61660,61660
61662,61662
61663,61663
61664,61664
61670,61670
61738,61738
61743,61743
61771,61771
61808,61808
61809,61809
61812,61812
61814,61814
61832,61832
61839,61839
61845,61845
61874,61874
61875,61875
61895,61895
61896,61896
61897,61897
61918,61918
61922,61922
61950,61950
61951,61951
61953,61953
61954,61954
61955,61955
61967,61967
61984,61984
61985,61985
61995,61995
62003,62003
62024,62024
62087,62087
62089,62089
62098,62098
62105,62105
62131,62131
62143,62143
62144,62144
62231,62231
62240,62240
62321,62321
62326,62326
62328,62328
62329,62329
62332,62332
62333,62333
62334,62334
62336,62336
62337,62337
62341,62341
62345,62345
62348,62348
62368,62368
62374,62374
62375,62375
62378,62378
62387,62387
62388,62388
62433,62433
62444,62444
62445,62445
62447,62447
62453,62453
62465,62465
62510,62510
62539,62539
62553,62553
62572,62572
62575,62575
62583,62583
62588,62588
62592,62592
62624,62624
62653,62653
62660,62660
62725,62725
62752,62752
62835,62835
62900,62900
62901,62901
64685,64685
64807,64807
64832,64832
65287,65287
65413,65413
65575,65575
66678,66678
66761,66761
66768,66768
66929,66929
67005,67005
67179,67179
67285,67285
67350,67350
68133,68133
68252,68252
69091,69091
71098,71098
71563,71563
71590,71590
73114,73114
74008,74008
74408,74408
74667,74667
75033,75033
75187,75187
75427,75427
76551,76551
78484,78484
78954,78954
79064,79064
80395,80395
80790,80790
80865,80865
81263,81263
81769,81769
82229,82229
82661,82661
83268,83268
84398,84398
85703,85703
86015,86015
86579,86579
86592,86592
86651,86651
86799,86799
87166,87166
87582,87582
88288,88288
88454,88454
89306,89306
89385,89385
89440,89440
89479,89479
90592,90592
90787,90787
90978,90978
90984,90984
91147,91147
91497,91497
91604,91604
91696,91696
91697,91697
91978,91978
92292,92292
92573,92573
92739,92739
92862,92862
92874,92874
93009,93009
93199,93199
93366,93366
93375,93375
93832,93832
93838,93838
94060,94060
94111,94111
94206,94206
94349,94349
94373,94373
94453,94453
94569,94569
94579,94579
95266,95266
95330,95330
95414,95414
95978,95978
98118,98118
98403,98403
100990,100990
101010,101010
101150,101150
101550,101550
101560,101560
101600,101600
101700,101700
101980,101980
102020,102020
102120,102120
102570,102570
102600,102600
102820,102820
102860,102860
103380,103380
103610,103610
103830,103830
104720,104720
105180,105180
105510,105510
105520,105520
105600,105600
105650,105650
105760,105760
106670,106670
106730,106730
106830,106830
107060,107060
107220,107220
108240,108240
108340,108340
108500,108500
108510,108510
108520,108520
109110,109110
109120,109120
109390,109390
109420,109420
109460,109460
110660,110660
110750,110750
111350,111350
112120,112120
112450,112450
112720,112720
114450,114450
114510,114510
117550,117550
118130,118130
118180,118180
118290,118290
119830,119830
121650,121650
121790,121790
122940,122940
125470,125470
135190,135190
142270,142270
145390,145390
155360,155360
155710,155710
158410,158410
160060,160060
160710,160710
161950,161950
161990,161990
162000,162000
162030,162030
162050,162050
162060,162060
162210,162210
162480,162480
163260,163260
166260,166260
169110,169110
170400,170400
216440,216440
219670,219670
221640,221640
221690,221690
226490,226490
227080,227080
228770,228770
228990,228990
229380,229380
229890,229890
235410,235410
236690,236690
240120,240120
243680,243680
243780,243780
246730,246730
248490,248490
249490,249490
250100,250100
251530,251530
266590,266590
278480,278480
285100,285100
287440,287440
289150,289150
316770,316770
329980,329980
369310,369310
439250,439250
439260,439260
439310,439310
439570,439570
439850,439850
440920,440920
440970,440970
441480,441480
441570,441570
441640,441640
442350,442350
442460,442460
442470,442470
442480,442480
442500,442500
443158,443158
443160,443160
444090,444090
444300,444300
444540,444540
444970,444970
445070,445070
445640,445640
447660,447660
457870,457870
494310,494310
517830,517830
518470,518470
518940,518940
519410,519410
519540,519540
519710,519710
519790,519790
519840,519840
519890,519890
519920,519920
520100,520100
520110,520110
520150,520150
520300,520300
521180,521180
521210,521210
521240,521240
521300,521300
521330,521330
522210,522210
522670,522670
522680,522680
524500,524500
533700,533700
537680,537680
538510,538510
539830,539830
540120,540120
543320,543320
544160,544160
548350,548350
549520,549520
556940,556940
557220,557220
560880,560880
565690,565690
570570,570570
576030,576030
576240,576240
576260,576260
582290,582290
595930,595930
605630,605630
636480,636480
637510,637510
637520,637520
637530,637530
637560,637560
637570,637570
637760,637760
637780,637780
637800,637800
637920,637920
638010,638010
638020,638020
638100,638100
638140,638140
640200,640200
642230,642230
642770,642770
642780,642780
643730,643730
643820,643820
853430,853430
969520,969520
1083500,1083500
1339300,1339300
1549000,1549000
1550500,1550500
1550900,1550900
1712100,1712100
1713000,1713000
2867000,2867000
3018900,3018900
3032900,3032900
3033000,3033000
3033500,3033500
3033900,3033900
5270700,5270700
5271600,5271600
5280400,5280400
5280500,5280500
5280800,5280800
5281168,5281168
5281200,5281200
5281500,5281500
5281515,5281515
5281600,5281600
5281900,5281900
5282100,5282100
5283300,5283300
5283349,5283349
5284400,5284400
5284500,5284500
5284700,5284700
5288800,5288800
5311400,5311400
5323900,5323900
5324100,5324100
5371000,5371000
6259976,6259976
6260000,6260000
