smiles,binary_classification_response
C=C(C)C1CC=C(C)C(O)C1,1
CCCCCC/C=C/C=O,0
C=C(C)[C@@H]1CC=C(C)C(=O)C1,0
CC1(C)[C@H]2CC=C(C=O)[C@@H]1C2,0
CC(C)=CCC[C@@H](C)CC=O,1
CC(C)=CCC[C@@H](C)CCO,1
CC(C)=CCC[C@H](C)CC=O,1
CC(C)=CCC[C@H](C)CCO,0
C=C(C)[C@@H]1CC=C(C)CC1,1
C=C(C)[C@H]1CC=C(C)C(=O)C1,0
CCCCCCCO,0
CCCCCCO,0
CCCCCCCCO,1
C=CC(O)CCCCC,0
C=CC(=O)CCCCC,1
CC(C)C12CCC(C)(CC1)O2,0
CC12CCC(CC1)C(C)(C)O2,0
CCc1cnccn1,0
CCCCCC(C)=O,0
COc1nccnc1C(C)C,0
COc1nccnc1CC(C)C,0
CCCC(C)C=O,0
Cc1cnccn1,0
CCC(C)C(=O)O,0
CC(C)C=O,0
CC(=O)C(C)=O,0
CCc1ncc(C)nc1CC,0
CCc1nccnc1CC,0
Cc1nccnc1C,0
Cc1cnc(C)c(C)n1,0
CCCCC/C=C/C=C/C=O,0
CCCCC(S)C(C)CO,1
CCCCCC(S)C(C)CO,0
CCC(S)C(C)CO,0
CC(CO)CS,0
CCCCCC(=O)C(C)C(C)=O,0
CCC(C)c1nccnc1OC,0
CCCCCC=CCCC=O,1
CC(=O)c1ccccc1,0
C[C@@]12C=CC[C@H]1[C@@H]1CC[C@H]3CC(=O)CC[C@]3(C)[C@H]1CC2,0
COc1ccccc1,0
CC(=O)/C=C/C1=C(C)CCCC1(C)C,1
CC(C)(C)c1ccc(CCC=O)cc1,0
CCCCS,0
CCCC(=O)O,0
C=C(C)C1CC=C(C)C(OC(C)=O)C1,0
CCCC1CC(=O)C=C(C)C1,1
CC(C)=CCC/C(C)=C/C=O,1
COC(/C=C(\C)CCC=C(C)C)OC,0
CC(C)=CCC/C(C)=C/C#N,0
CC(C)=CCCC(C)CC=O,1
CC(C)=CCCC(C)CC(=O)O,0
CC(C)=CCCC(C)CCO,1
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,0
C/C=C/C(=O)C1=C(C)CCCC1(C)C,0
CCCCCCC/C=C/C=C/C=O,0
CCCC/C=C/C=C/C=O,0
CC/C=C\CC/C=C\C=O,0
CC/C=C\CC/C=C/C=O,0
C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,0
SCc1ccco1,0
CC1=C(O)C(=O)C(C)O1,0
CC(C)=CCC/C(C)=C/CO,1
CC(C=O)Cc1ccc2c(c1)OCO2,1
CCCCCCC=O,1
CCCCCCC(=O)O,0
CCCCCC=O,0
CCCCCC(=O)O,0
CC(CC=O)CCCC(C)(C)O,1
CC(=O)OCCC(C)C,0
CC(C)CC(=O)O,0
C=CC(C)(O)CCC=C(C)C,0
CC1CCC(C(C)C)C(=O)C1,0
CSCCC=O,0
CSCCCO,0
CC1CCCCCCCCCCCCC(=O)C1,0
CC(C)=CCC/C(C)=C\CO,0
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,1
CC(=O)OCC=C(C)CCC=C(C)C,0
CCCCCCCCC=O,1
CCCCCCCCC(=O)O,0
CCCCCCCC=O,1
CCCCCCCC(=O)O,0
C=CC(=O)CC,0
CCCCC(=O)O,0
CCCCCO,0
CC(=O)Oc1ccccc1,0
C1CCNC1,0
CC(=O)CCc1ccc(O)cc1,0
CN(C)C,0
