Stimulus,CID
1119,1119
313,313
8003,8003
6556,6556
8058,8058
7892,7892
7282,7282
6403,6403
6589,6589
8900,8900
11582,11582
11507,11507
12048,12048
11542,11542
11260,11260
7907,7907
356,356
11594,11594
11519,11519
11512,11512
10907,10907
8141,8141
19041,19041
15600,15600
14257,14257
8182,8182
7296,7296
8078,8078
7962,7962
8252,8252
7844,7844
8255,8255
8004,8004
11597,11597
11610,11610
7845,7845
6557,6557
6212,6212
5943,5943
6575,6575
31373,31373
712,712
177,177
527,527
261,261
6561,6561
8063,8063
11552,11552
6184,6184
8130,8130
454,454
31289,31289
8175,8175
7847,7847
447466,447466
6562,6562
6569,6569
7895,7895
11251,11251
11583,11583
11262,11262
7909,7909
6416,6416
8051,8051
8034,8034
8025,8025
8073,8073
12257,12257
11614,11614
10957,10957
6584,6584
8857,8857
7997,7997
7915,7915
31272,31272
8038,8038
7758,7758
10908,10908
8908,8908
11124,11124
7749,7749
7803,7803
12508,12508
11529,11529
10895,10895
12180,12180
7770,7770
61184,61184
7983,7983
10885,10885
12206,12206
67328,67328
7981,7981
11039,11039
12571,12571
12044,12044
7353,7353
7351,7351
8095,8095
6342,6342
7855,7855
222,222
6329,6329
6341,6341
7852,7852
6363,6363
8007,8007
6558,6558
24874,24874
6385,6385
674,674
8021,8021
8471,8471
176,176
1032,1032
264,264
6590,6590
7991,7991
10430,10430
8892,8892
702,702
1031,1031
263,263
6560,6560
6568,6568
6276,6276
22386,22386
31260,31260
6405,6405
8103,8103
8129,8129
957,957
8914,8914
8174,8174
8076,8076
8133,8133
11617,11617
1127,1127
6348,6348
241,241
1140,1140
7500,7500
7237,7237
7929,7929
7809,7809
7668,7668
7406,7406
7247,7247
7947,7947
11903,11903
12100,12100
12160,12160
7705,7705
8657,8657
8864,8864
7734,7734
10263,10263
7501,7501
996,996
335,335
342,342
2879,2879
8029,8029
1049,1049
798,798
6736,6736
6654,6654
14896,14896
22311,22311
7294,7294
8821,8821
8846,8846
7819,7819
6658,6658
10560,10560
402,402
878,878
6343,6343
7848,7848
6364,6364
8012,8012
10558,10558
6387,6387
8067,8067
10925,10925
8106,8106
1068,1068
9609,9609
12232,12232
8077,8077
887,887
702,702
1031,1031
263,263
6568,6568
6386,6386
6276,6276
8103,8103
8129,8129
11513,11513
8857,8857
7997,7997
7758,7758
12348,12348
8908,8908
8159,8159
8164,8164
8167,8167
8205,8205
7895,7895
8051,8051
13187,13187
7500,7500
7668,7668
7705,7705
10864,10864
14109,14109
14115,14115
16607,16607
261,261
8063,8063
6184,6184
8130,8130
454,454
284,284
264,264
8892,8892
379,379
7463,7463
26049,26049
6549,6549
2758,2758
637566,637566
7462,7462
7461,7461
6654,6654
14896,14896
7964,7964
6054,6054
31272,31272
3776,3776
1140,1140
7406,7406
26049,26049
440917,440917
439250,439250
1049,1049
1254,1254
8125,8125
12370,12370
6325,6325
8252,8252
7845,7845
6492,6492
27756,27756
11,11
6564,6564
6389,6389
7914,7914
8909,8909
6354,6354
6378,6378
7834,7834
31275,31275
180,180
6569,6569
7909,7909
8034,8034
7967,7967
8858,8858
6544,6544
31261,31261
8857,8857
7997,7997
7915,7915
31272,31272
8038,8038
7635,7635
7904,7904
8054,8054
21951529,21951529
8160,8160
8121,8121
6363,6363
8007,8007
8021,8021
8902,8902
7912,7912
8148,8148
6567,6567
3301,3301
887,887
3776,3776
263,263
6560,6560
6568,6568
31260,31260
6276,6276
8723,8723
8103,8103
7745,7745
7358,7358
7720,7720
7957,7957
32898,32898
8133,8133
521158,521158
31256,31256
4,4
95102,95102
12379457,12379457
1140,1140
7406,7406
7501,7501
7407,7407
7276,7276
7410,7410
12586,12586
7975,7975
7728,7728
8083,8083
7525,7525
527,527
7237,7237
702,702
263,263
8103,8103
957,957
8857,8857
31272,31272
8908,8908
8164,8164
180,180
7895,7895
8051,8051
13187,13187
1140,1140
7500,7500
7705,7705
14109,14109
16607,16607
261,261
6184,6184
454,454
31289,31289
4763,4763
176,176
264,264
8892,8892
379,379
