CID,Log (1/ODT),E,S,A,B,L,V,M,AL,AC,ES,C1,C1AC,C1AL,HS,C2,C2Al,C2AC,GrpNo,Train,Duplicates
8858,1.77,0.412,0.66,0.0,0.54,3.371,0.9267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
8864,1.1549,0.637,0.5,0.0,0.18,4.686,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
8892,2.93295,0.17400000000000002,0.63,0.62,0.44,3.6970000000000005,1.0284,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,2
8900,0.17393,0.0,0.0,0.0,0.0,3.173,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
8902,1.699,0.124,0.3,0.08,0.69,3.351,1.0538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0
8908,1.8282433333333337,0.056,0.6,0.0,0.45,4.29,1.3102,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,2.3333333333333335,1.0,2
8909,1.155,0.0,0.25,0.0,0.45,3.924,1.2945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
8914,3.04576,0.193,0.42,0.37,0.48,5.12,1.4354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
9609,4.48149,0.373,0.38,0.0,0.33,3.021,0.8357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
10263,1.95861,0.794,0.66,0.0,0.19,5.176,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
10430,4.10791,0.178,0.6,0.61,0.46,3.151,0.8875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
10558,5.16749,0.356,0.33,0.0,0.24,3.071,0.8357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
10560,4.52288,0.34,0.36,0.0,0.25,2.95,0.8357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
10864,0.001,0.594,0.51,0.0,0.15,5.23,1.4209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
10885,2.79588,0.014,0.53,0.0,0.47,4.097,1.3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
10895,1.69897,0.032,0.53,0.0,0.47,3.635,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
10907,0.17393,0.0,0.0,0.0,0.0,3.106,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
10908,1.14874,0.025,0.54,0.0,0.47,2.802,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
10925,6.11351,0.343,0.32,0.0,0.24,3.5,0.9766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
10957,0.3098,0.095,0.6,0.0,0.4,2.789,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11039,2.72125,0.087,0.57,0.0,0.47,2.636,0.8878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11124,1.00877,0.128,0.6,0.0,0.45,2.431,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11251,0.30103,0.134,0.65,0.0,0.51,2.692,0.8288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11260,-0.65321,0.0,0.0,0.0,0.0,3.016,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11262,1.61979,0.11,0.65,0.0,0.51,3.163,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11507,0.07572,0.0,0.0,0.0,0.0,3.044,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11512,-0.23045,0.0,0.0,0.0,0.0,3.483,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11513,-0.91,0.18,0.36,0.33,0.56,3.85,1.1536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
11519,-0.17609,0.0,0.0,0.0,0.0,3.51,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11529,1.4437,0.058,0.56,0.0,0.47,3.833,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11542,-1.57978,0.0,0.0,0.0,0.0,2.796,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11552,4.0,0.144,0.62,0.0,0.45,2.678,0.8288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11582,0.37675,0.0,0.0,0.0,0.0,3.001,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11583,1.61979,0.136,0.68,0.0,0.51,3.286,0.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11594,0.95861,0.0,0.0,0.0,0.0,3.48,1.2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11597,0.85387,0.078,0.08,0.0,0.07,2.572,0.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
11610,0.4318,0.092,0.08,0.0,0.07,3.063,1.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11614,1.06048,0.121,0.63,0.0,0.38,2.958,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11617,3.65758,0.581,0.45,0.0,0.54,3.75,1.0315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11903,1.13077,0.68,0.55,0.0,0.18,4.346,1.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12044,1.45593,-0.02,0.53,0.0,0.47,3.249,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12048,0.4318,0.0,0.0,0.0,0.0,3.091,1.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
12100,1.74473,0.63,0.51,0.0,0.18,4.275,1.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
12160,2.08092,0.63,0.51,0.0,0.18,4.289,1.1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12180,2.14874,0.106,0.6,0.0,0.45,2.893,0.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12206,2.65758,0.108,0.6,0.0,0.45,3.392,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
12232,2.65758,0.696,0.6,0.0,0.22,3.0523,0.7174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
12257,0.5376,0.091,0.6,0.0,0.4,2.23,0.7466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12348,-0.07,0.067,0.6,0.0,0.45,3.844,1.1693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
12370,-2.13,0.155,0.22,0.09,0.1,3.521,1.1498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
12508,2.38722,0.035,0.53,0.0,0.47,3.028,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
12571,2.69897,0.021,0.53,0.0,0.47,3.555,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
12586,-1.228,0.298,0.61,0.0,0.59,1.917,0.5401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
13187,1.1449999999999998,0.113,0.68,0.0,0.51,4.735,1.3924,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,1
14109,1.275,0.591,0.5,0.0,0.15,5.72,1.5618,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.5,1
14115,0.25,0.577,0.48,0.0,0.15,6.219,1.7027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
14257,0.06048,0.0,0.0,0.0,0.0,5.191,1.6585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
14896,0.20574499999999996,0.53,0.24,0.0,0.19,4.394,1.2574,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1
15600,0.20761,0.0,0.0,0.0,0.0,4.686,1.5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
16607,0.74,0.579,0.48,0.0,0.15,6.714,1.8436,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,3.0,1.0,1
19041,0.04576,0.0,0.0,0.0,0.0,3.567,1.3767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
22311,1.42022,0.488,0.28,0.0,0.21,4.725,1.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
22386,0.5376,0.195,0.36,0.33,0.56,2.84,0.8718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
24874,0.76955,0.17,0.32,0.16,0.63,2.41,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
26049,-0.22286,0.511,0.22,0.0,0.1,4.649,1.2574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1
27756,1.699,0.586,0.27,0.0,0.08,4.147,1.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0
31256,-0.012,0.232,0.62,0.06,1.02,3.55,1.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
31260,1.845275,0.192,0.39,0.37,0.48,3.011,0.8718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.5,1
31261,2.0,0.412,0.78,0.0,0.63,3.326,0.8445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
31272,1.50197,0.071,0.6,0.0,0.45,3.353,1.0284,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,2.5,0.25,3
31275,0.097,0.329,0.75,0.0,0.64,2.892,0.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
31289,3.37126,0.15,0.65,0.0,0.45,4.834,1.3924,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.5,0.5,1
31373,0.11351,0.639,0.44,0.0,0.0,3.584,3.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
32898,1.7,0.19,0.47,0.37,0.52,5.43,1.5763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0
61184,2.20761,0.009,0.53,0.0,0.47,3.482,1.1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
67328,2.48149,0.075,0.56,0.0,0.45,4.312,1.3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
95102,1.824,0.319,0.57,0.23,0.94,3.009,0.8307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0
439250,-0.659,0.488,0.28,0.0,0.21,4.725,1.323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
440917,-0.994,0.488,0.28,0.0,0.21,4.725,1.323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
447466,1.63827,0.387,0.75,0.0,0.43,2.532,0.6449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
521158,-0.03,0.17,0.56,0.3,0.85,3.68,1.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0
637566,1.07,0.513,0.54,0.35,0.63,5.512,1.4903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
12379457,1.958,0.41,0.59,0.25,0.95,4.15,1.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0
21951529,1.252,0.099,0.79,0.0,0.79,3.747,1.0871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0
