sub ID,recording,cell,odor series,region
141208-2_bank2_1_23_P,141208-2_bank2,1,23,P
141208-2_bank2_2_23_P,141208-2_bank2,2,23,P
141208-2_bank2_3_23_P,141208-2_bank2,3,23,P
141208-2_bank2_4_23_P,141208-2_bank2,4,23,P
141208-2_bank2_5_23_P,141208-2_bank2,5,23,P
141208-2_bank2_6_23_P,141208-2_bank2,6,23,P
141208-2_bank2_7_23_P,141208-2_bank2,7,23,P
141208-2_bank2_8_23_P,141208-2_bank2,8,23,P
141208-2_bank2_9_23_P,141208-2_bank2,9,23,P
141208-2_bank2_10_23_P,141208-2_bank2,10,23,P
141208-2_bank2_11_23_P,141208-2_bank2,11,23,P
141208-2_bank2_12_23_P,141208-2_bank2,12,23,P
141208-2_bank2_13_23_P,141208-2_bank2,13,23,P
141208-2_bank2_14_23_P,141208-2_bank2,14,23,P
141208-2_bank2_15_23_P,141208-2_bank2,15,23,P
141208-2_bank2_16_23_P,141208-2_bank2,16,23,P
141208-2_bank2_17_23_P,141208-2_bank2,17,23,P
141208-2_bank2_18_23_P,141208-2_bank2,18,23,P
141208-2_bank2_19_23_P,141208-2_bank2,19,23,P
141208-2_bank2_20_23_P,141208-2_bank2,20,23,P
141208-2_bank2_21_23_P,141208-2_bank2,21,23,P
141208-2_bank2_22_23_P,141208-2_bank2,22,23,P
141208-2_bank2_23_23_P,141208-2_bank2,23,23,P
141208-2_bank2_24_23_P,141208-2_bank2,24,23,P
141208-2_bank2_25_23_P,141208-2_bank2,25,23,P
141208-2_bank2_26_23_P,141208-2_bank2,26,23,P
141208-2_bank2_27_23_P,141208-2_bank2,27,23,P
141208-2_bank2_28_23_P,141208-2_bank2,28,23,P
141208-2_bank2_29_23_P,141208-2_bank2,29,23,P
141208-2_bank2_30_23_P,141208-2_bank2,30,23,P
141208-2_bank2_31_23_P,141208-2_bank2,31,23,P
141208-2_bank2_32_23_P,141208-2_bank2,32,23,P
141208-2_bank2_33_23_P,141208-2_bank2,33,23,P
141208-2_bank2_34_23_P,141208-2_bank2,34,23,P
141208-2_bank2_35_23_P,141208-2_bank2,35,23,P
141208-2_bank2_36_23_P,141208-2_bank2,36,23,P
141208-2_bank2_37_23_P,141208-2_bank2,37,23,P
141208-2_bank2_38_23_P,141208-2_bank2,38,23,P
141208-2_bank2_39_23_P,141208-2_bank2,39,23,P
141208-2_bank2_40_23_P,141208-2_bank2,40,23,P
141208-2_bank2_41_23_P,141208-2_bank2,41,23,P
141208-2_bank2_42_23_P,141208-2_bank2,42,23,P
141208-2_bank2_43_23_P,141208-2_bank2,43,23,P
141208-2_bank2_44_23_P,141208-2_bank2,44,23,P
141208-2_bank2_45_23_P,141208-2_bank2,45,23,P
141208-2_bank2_46_23_P,141208-2_bank2,46,23,P
141208-2_bank2_47_23_P,141208-2_bank2,47,23,P
141208-2_bank2_48_23_P,141208-2_bank2,48,23,P
141208-2_bank2_49_23_P,141208-2_bank2,49,23,P
141208-2_bank2_50_23_P,141208-2_bank2,50,23,P
141208-2_bank2_51_23_P,141208-2_bank2,51,23,P
141208-2_bank2_52_23_P,141208-2_bank2,52,23,P
141208-2_bank2_53_23_P,141208-2_bank2,53,23,P
141208-2_bank2_54_23_P,141208-2_bank2,54,23,P
141208-2_bank2_55_23_P,141208-2_bank2,55,23,P
141208-2_bank2_56_23_P,141208-2_bank2,56,23,P
141208-2_bank2_57_23_P,141208-2_bank2,57,23,P
141208-2_bank2_58_23_P,141208-2_bank2,58,23,P
141208-2_bank2_59_23_P,141208-2_bank2,59,23,P
141208-2_bank2_60_23_P,141208-2_bank2,60,23,P
141208-2_bank2_61_23_P,141208-2_bank2,61,23,P
141208-2_bank2_62_23_P,141208-2_bank2,62,23,P
141208-2_bank2_63_23_P,141208-2_bank2,63,23,P
141208-2_bank2_64_23_P,141208-2_bank2,64,23,P
141208-2_bank2_65_23_P,141208-2_bank2,65,23,P
141208-2_bank2_66_23_P,141208-2_bank2,66,23,P
141208-2_bank2_67_23_P,141208-2_bank2,67,23,P
141208-2_bank2_68_23_P,141208-2_bank2,68,23,P
141208-2_bank2_69_23_P,141208-2_bank2,69,23,P
141208-2_bank2_70_23_P,141208-2_bank2,70,23,P
141208-2_bank2_71_23_P,141208-2_bank2,71,23,P
141208-2_bank2_72_23_P,141208-2_bank2,72,23,P
141208-2_bank2_73_23_P,141208-2_bank2,73,23,P
141208-2_bank2_74_23_P,141208-2_bank2,74,23,P
141208-2_bank2_75_23_P,141208-2_bank2,75,23,P
141208-2_bank2_76_23_P,141208-2_bank2,76,23,P
141208-2_bank2_77_23_P,141208-2_bank2,77,23,P
141208-2_bank2_78_23_P,141208-2_bank2,78,23,P
141208-2_bank2_79_23_P,141208-2_bank2,79,23,P
141208-2_bank2_80_23_P,141208-2_bank2,80,23,P
141208-2_bank2_81_23_P,141208-2_bank2,81,23,P
141208-2_bank2_82_23_P,141208-2_bank2,82,23,P
141208-2_bank2_83_23_P,141208-2_bank2,83,23,P
141208-2_bank2_84_23_P,141208-2_bank2,84,23,P
141208-2_bank2_0_24_P,141208-2_bank2,0,24,P
141208-2_bank2_1_24_P,141208-2_bank2,1,24,P
141208-2_bank2_2_24_P,141208-2_bank2,2,24,P
141208-2_bank2_3_24_P,141208-2_bank2,3,24,P
141208-2_bank2_4_24_P,141208-2_bank2,4,24,P
141208-2_bank2_5_24_P,141208-2_bank2,5,24,P
141208-2_bank2_6_24_P,141208-2_bank2,6,24,P
141208-2_bank2_7_24_P,141208-2_bank2,7,24,P
141208-2_bank2_8_24_P,141208-2_bank2,8,24,P
141208-2_bank2_9_24_P,141208-2_bank2,9,24,P
141208-2_bank2_10_24_P,141208-2_bank2,10,24,P
141208-2_bank2_11_24_P,141208-2_bank2,11,24,P
141208-2_bank2_12_24_P,141208-2_bank2,12,24,P
141208-2_bank2_13_24_P,141208-2_bank2,13,24,P
141208-2_bank2_14_24_P,141208-2_bank2,14,24,P
141208-2_bank2_15_24_P,141208-2_bank2,15,24,P
141208-2_bank2_16_24_P,141208-2_bank2,16,24,P
141208-2_bank2_17_24_P,141208-2_bank2,17,24,P
141208-2_bank2_18_24_P,141208-2_bank2,18,24,P
141208-2_bank2_19_24_P,141208-2_bank2,19,24,P
141208-2_bank2_20_24_P,141208-2_bank2,20,24,P
141208-2_bank2_21_24_P,141208-2_bank2,21,24,P
141208-2_bank2_22_24_P,141208-2_bank2,22,24,P
141208-2_bank2_23_24_P,141208-2_bank2,23,24,P
141208-2_bank2_24_24_P,141208-2_bank2,24,24,P
141208-2_bank2_25_24_P,141208-2_bank2,25,24,P
141208-2_bank2_26_24_P,141208-2_bank2,26,24,P
141208-2_bank2_27_24_P,141208-2_bank2,27,24,P
141208-2_bank2_28_24_P,141208-2_bank2,28,24,P
141208-2_bank2_29_24_P,141208-2_bank2,29,24,P
141208-2_bank2_30_24_P,141208-2_bank2,30,24,P
141208-2_bank2_31_24_P,141208-2_bank2,31,24,P
141208-2_bank2_32_24_P,141208-2_bank2,32,24,P
141208-2_bank2_33_24_P,141208-2_bank2,33,24,P
141208-2_bank2_34_24_P,141208-2_bank2,34,24,P
141208-2_bank2_35_24_P,141208-2_bank2,35,24,P
141208-2_bank2_36_24_P,141208-2_bank2,36,24,P
141208-2_bank2_37_24_P,141208-2_bank2,37,24,P
141208-2_bank2_38_24_P,141208-2_bank2,38,24,P
141208-2_bank2_39_24_P,141208-2_bank2,39,24,P
141208-2_bank2_40_24_P,141208-2_bank2,40,24,P
141208-2_bank2_41_24_P,141208-2_bank2,41,24,P
141208-2_bank2_42_24_P,141208-2_bank2,42,24,P
141208-2_bank2_43_24_P,141208-2_bank2,43,24,P
141208-2_bank2_44_24_P,141208-2_bank2,44,24,P
141208-2_bank2_45_24_P,141208-2_bank2,45,24,P
141208-2_bank2_46_24_P,141208-2_bank2,46,24,P
141208-2_bank2_47_24_P,141208-2_bank2,47,24,P
141208-2_bank2_48_24_P,141208-2_bank2,48,24,P
141208-2_bank2_49_24_P,141208-2_bank2,49,24,P
141208-2_bank2_50_24_P,141208-2_bank2,50,24,P
141208-2_bank2_51_24_P,141208-2_bank2,51,24,P
141208-2_bank2_52_24_P,141208-2_bank2,52,24,P
141208-2_bank2_53_24_P,141208-2_bank2,53,24,P
141208-2_bank2_54_24_P,141208-2_bank2,54,24,P
141208-2_bank2_55_24_P,141208-2_bank2,55,24,P
141208-2_bank2_56_24_P,141208-2_bank2,56,24,P
141208-2_bank2_57_24_P,141208-2_bank2,57,24,P
141208-2_bank2_58_24_P,141208-2_bank2,58,24,P
141208-2_bank2_59_24_P,141208-2_bank2,59,24,P
141208-2_bank2_60_24_P,141208-2_bank2,60,24,P
141208-2_bank2_61_24_P,141208-2_bank2,61,24,P
141208-2_bank2_62_24_P,141208-2_bank2,62,24,P
141208-2_bank2_63_24_P,141208-2_bank2,63,24,P
141208-2_bank2_64_24_P,141208-2_bank2,64,24,P
141208-2_bank2_65_24_P,141208-2_bank2,65,24,P
141208-2_bank2_66_24_P,141208-2_bank2,66,24,P
141208-2_bank2_67_24_P,141208-2_bank2,67,24,P
141208-2_bank2_68_24_P,141208-2_bank2,68,24,P
141208-2_bank2_69_24_P,141208-2_bank2,69,24,P
141208-2_bank2_70_24_P,141208-2_bank2,70,24,P
141208-2_bank2_71_24_P,141208-2_bank2,71,24,P
141208-2_bank2_72_24_P,141208-2_bank2,72,24,P
141208-2_bank2_73_24_P,141208-2_bank2,73,24,P
141208-2_bank2_74_24_P,141208-2_bank2,74,24,P
141208-2_bank2_75_24_P,141208-2_bank2,75,24,P
141208-2_bank2_76_24_P,141208-2_bank2,76,24,P
141208-2_bank2_77_24_P,141208-2_bank2,77,24,P
141208-2_bank2_78_24_P,141208-2_bank2,78,24,P
141208-2_bank2_79_24_P,141208-2_bank2,79,24,P
141208-2_bank2_80_24_P,141208-2_bank2,80,24,P
141208-2_bank2_81_24_P,141208-2_bank2,81,24,P
141208-2_bank2_82_24_P,141208-2_bank2,82,24,P
141208-2_bank2_83_24_P,141208-2_bank2,83,24,P
141208-2_bank2_84_24_P,141208-2_bank2,84,24,P
141208-2_bank2_0_25_P,141208-2_bank2,0,25,P
141208-2_bank2_1_25_P,141208-2_bank2,1,25,P
141208-2_bank2_2_25_P,141208-2_bank2,2,25,P
141208-2_bank2_3_25_P,141208-2_bank2,3,25,P
141208-2_bank2_4_25_P,141208-2_bank2,4,25,P
141208-2_bank2_5_25_P,141208-2_bank2,5,25,P
141208-2_bank2_6_25_P,141208-2_bank2,6,25,P
141208-2_bank2_7_25_P,141208-2_bank2,7,25,P
141208-2_bank2_8_25_P,141208-2_bank2,8,25,P
141208-2_bank2_9_25_P,141208-2_bank2,9,25,P
141208-2_bank2_10_25_P,141208-2_bank2,10,25,P
141208-2_bank2_11_25_P,141208-2_bank2,11,25,P
141208-2_bank2_12_25_P,141208-2_bank2,12,25,P
141208-2_bank2_13_25_P,141208-2_bank2,13,25,P
141208-2_bank2_14_25_P,141208-2_bank2,14,25,P
141208-2_bank2_15_25_P,141208-2_bank2,15,25,P
141208-2_bank2_16_25_P,141208-2_bank2,16,25,P
141208-2_bank2_17_25_P,141208-2_bank2,17,25,P
141208-2_bank2_18_25_P,141208-2_bank2,18,25,P
141208-2_bank2_19_25_P,141208-2_bank2,19,25,P
141208-2_bank2_20_25_P,141208-2_bank2,20,25,P
141208-2_bank2_21_25_P,141208-2_bank2,21,25,P
141208-2_bank2_22_25_P,141208-2_bank2,22,25,P
141208-2_bank2_23_25_P,141208-2_bank2,23,25,P
141208-2_bank2_24_25_P,141208-2_bank2,24,25,P
141208-2_bank2_25_25_P,141208-2_bank2,25,25,P
141208-2_bank2_26_25_P,141208-2_bank2,26,25,P
141208-2_bank2_27_25_P,141208-2_bank2,27,25,P
141208-2_bank2_28_25_P,141208-2_bank2,28,25,P
141208-2_bank2_29_25_P,141208-2_bank2,29,25,P
141208-2_bank2_30_25_P,141208-2_bank2,30,25,P
141208-2_bank2_31_25_P,141208-2_bank2,31,25,P
141208-2_bank2_32_25_P,141208-2_bank2,32,25,P
141208-2_bank2_33_25_P,141208-2_bank2,33,25,P
141208-2_bank2_34_25_P,141208-2_bank2,34,25,P
141208-2_bank2_35_25_P,141208-2_bank2,35,25,P
141208-2_bank2_36_25_P,141208-2_bank2,36,25,P
141208-2_bank2_37_25_P,141208-2_bank2,37,25,P
141208-2_bank2_38_25_P,141208-2_bank2,38,25,P
141208-2_bank2_39_25_P,141208-2_bank2,39,25,P
141208-2_bank2_40_25_P,141208-2_bank2,40,25,P
141208-2_bank2_41_25_P,141208-2_bank2,41,25,P
141208-2_bank2_42_25_P,141208-2_bank2,42,25,P
141208-2_bank2_43_25_P,141208-2_bank2,43,25,P
141208-2_bank2_44_25_P,141208-2_bank2,44,25,P
141208-2_bank2_45_25_P,141208-2_bank2,45,25,P
141208-2_bank2_46_25_P,141208-2_bank2,46,25,P
141208-2_bank2_47_25_P,141208-2_bank2,47,25,P
141208-2_bank2_48_25_P,141208-2_bank2,48,25,P
141208-2_bank2_49_25_P,141208-2_bank2,49,25,P
141208-2_bank2_50_25_P,141208-2_bank2,50,25,P
141208-2_bank2_51_25_P,141208-2_bank2,51,25,P
141208-2_bank2_52_25_P,141208-2_bank2,52,25,P
141208-2_bank2_53_25_P,141208-2_bank2,53,25,P
141208-2_bank2_54_25_P,141208-2_bank2,54,25,P
141208-2_bank2_55_25_P,141208-2_bank2,55,25,P
141208-2_bank2_56_25_P,141208-2_bank2,56,25,P
141208-2_bank2_57_25_P,141208-2_bank2,57,25,P
141208-2_bank2_58_25_P,141208-2_bank2,58,25,P
141208-2_bank2_59_25_P,141208-2_bank2,59,25,P
141208-2_bank2_60_25_P,141208-2_bank2,60,25,P
141208-2_bank2_61_25_P,141208-2_bank2,61,25,P
141208-2_bank2_62_25_P,141208-2_bank2,62,25,P
141208-2_bank2_63_25_P,141208-2_bank2,63,25,P
141208-2_bank2_64_25_P,141208-2_bank2,64,25,P
141208-2_bank2_65_25_P,141208-2_bank2,65,25,P
141208-2_bank2_66_25_P,141208-2_bank2,66,25,P
141208-2_bank2_67_25_P,141208-2_bank2,67,25,P
141208-2_bank2_68_25_P,141208-2_bank2,68,25,P
141208-2_bank2_69_25_P,141208-2_bank2,69,25,P
141208-2_bank2_70_25_P,141208-2_bank2,70,25,P
141208-2_bank2_71_25_P,141208-2_bank2,71,25,P
141208-2_bank2_72_25_P,141208-2_bank2,72,25,P
141208-2_bank2_73_25_P,141208-2_bank2,73,25,P
141208-2_bank2_74_25_P,141208-2_bank2,74,25,P
141208-2_bank2_75_25_P,141208-2_bank2,75,25,P
141208-2_bank2_76_25_P,141208-2_bank2,76,25,P
141208-2_bank2_77_25_P,141208-2_bank2,77,25,P
141208-2_bank2_78_25_P,141208-2_bank2,78,25,P
141208-2_bank2_79_25_P,141208-2_bank2,79,25,P
141208-2_bank2_80_25_P,141208-2_bank2,80,25,P
141208-2_bank2_81_25_P,141208-2_bank2,81,25,P
141208-2_bank2_82_25_P,141208-2_bank2,82,25,P
141208-2_bank2_83_25_P,141208-2_bank2,83,25,P
141208-2_bank2_84_25_P,141208-2_bank2,84,25,P
141208-2_bank2_0_26_P,141208-2_bank2,0,26,P
141208-2_bank2_1_26_P,141208-2_bank2,1,26,P
141208-2_bank2_2_26_P,141208-2_bank2,2,26,P
141208-2_bank2_3_26_P,141208-2_bank2,3,26,P
141208-2_bank2_4_26_P,141208-2_bank2,4,26,P
141208-2_bank2_5_26_P,141208-2_bank2,5,26,P
141208-2_bank2_6_26_P,141208-2_bank2,6,26,P
141208-2_bank2_7_26_P,141208-2_bank2,7,26,P
141208-2_bank2_8_26_P,141208-2_bank2,8,26,P
141208-2_bank2_9_26_P,141208-2_bank2,9,26,P
141208-2_bank2_10_26_P,141208-2_bank2,10,26,P
141208-2_bank2_11_26_P,141208-2_bank2,11,26,P
141208-2_bank2_12_26_P,141208-2_bank2,12,26,P
141208-2_bank2_13_26_P,141208-2_bank2,13,26,P
141208-2_bank2_14_26_P,141208-2_bank2,14,26,P
141208-2_bank2_15_26_P,141208-2_bank2,15,26,P
141208-2_bank2_16_26_P,141208-2_bank2,16,26,P
141208-2_bank2_17_26_P,141208-2_bank2,17,26,P
141208-2_bank2_18_26_P,141208-2_bank2,18,26,P
141208-2_bank2_19_26_P,141208-2_bank2,19,26,P
141208-2_bank2_20_26_P,141208-2_bank2,20,26,P
141208-2_bank2_21_26_P,141208-2_bank2,21,26,P
141208-2_bank2_22_26_P,141208-2_bank2,22,26,P
141208-2_bank2_23_26_P,141208-2_bank2,23,26,P
141208-2_bank2_24_26_P,141208-2_bank2,24,26,P
141208-2_bank2_25_26_P,141208-2_bank2,25,26,P
141208-2_bank2_26_26_P,141208-2_bank2,26,26,P
141208-2_bank2_27_26_P,141208-2_bank2,27,26,P
141208-2_bank2_28_26_P,141208-2_bank2,28,26,P
141208-2_bank2_29_26_P,141208-2_bank2,29,26,P
141208-2_bank2_30_26_P,141208-2_bank2,30,26,P
141208-2_bank2_31_26_P,141208-2_bank2,31,26,P
141208-2_bank2_32_26_P,141208-2_bank2,32,26,P
141208-2_bank2_33_26_P,141208-2_bank2,33,26,P
141208-2_bank2_34_26_P,141208-2_bank2,34,26,P
141208-2_bank2_35_26_P,141208-2_bank2,35,26,P
141208-2_bank2_36_26_P,141208-2_bank2,36,26,P
141208-2_bank2_37_26_P,141208-2_bank2,37,26,P
141208-2_bank2_38_26_P,141208-2_bank2,38,26,P
141208-2_bank2_39_26_P,141208-2_bank2,39,26,P
141208-2_bank2_40_26_P,141208-2_bank2,40,26,P
141208-2_bank2_41_26_P,141208-2_bank2,41,26,P
141208-2_bank2_42_26_P,141208-2_bank2,42,26,P
141208-2_bank2_43_26_P,141208-2_bank2,43,26,P
141208-2_bank2_44_26_P,141208-2_bank2,44,26,P
141208-2_bank2_45_26_P,141208-2_bank2,45,26,P
141208-2_bank2_46_26_P,141208-2_bank2,46,26,P
141208-2_bank2_47_26_P,141208-2_bank2,47,26,P
141208-2_bank2_48_26_P,141208-2_bank2,48,26,P
141208-2_bank2_49_26_P,141208-2_bank2,49,26,P
141208-2_bank2_50_26_P,141208-2_bank2,50,26,P
141208-2_bank2_51_26_P,141208-2_bank2,51,26,P
141208-2_bank2_52_26_P,141208-2_bank2,52,26,P
141208-2_bank2_53_26_P,141208-2_bank2,53,26,P
141208-2_bank2_54_26_P,141208-2_bank2,54,26,P
141208-2_bank2_55_26_P,141208-2_bank2,55,26,P
141208-2_bank2_56_26_P,141208-2_bank2,56,26,P
141208-2_bank2_57_26_P,141208-2_bank2,57,26,P
141208-2_bank2_58_26_P,141208-2_bank2,58,26,P
141208-2_bank2_59_26_P,141208-2_bank2,59,26,P
141208-2_bank2_60_26_P,141208-2_bank2,60,26,P
141208-2_bank2_61_26_P,141208-2_bank2,61,26,P
141208-2_bank2_62_26_P,141208-2_bank2,62,26,P
141208-2_bank2_63_26_P,141208-2_bank2,63,26,P
141208-2_bank2_64_26_P,141208-2_bank2,64,26,P
141208-2_bank2_65_26_P,141208-2_bank2,65,26,P
141208-2_bank2_66_26_P,141208-2_bank2,66,26,P
141208-2_bank2_67_26_P,141208-2_bank2,67,26,P
141208-2_bank2_68_26_P,141208-2_bank2,68,26,P
141208-2_bank2_69_26_P,141208-2_bank2,69,26,P
141208-2_bank2_70_26_P,141208-2_bank2,70,26,P
141208-2_bank2_71_26_P,141208-2_bank2,71,26,P
141208-2_bank2_72_26_P,141208-2_bank2,72,26,P
141208-2_bank2_73_26_P,141208-2_bank2,73,26,P
141208-2_bank2_74_26_P,141208-2_bank2,74,26,P
141208-2_bank2_75_26_P,141208-2_bank2,75,26,P
141208-2_bank2_76_26_P,141208-2_bank2,76,26,P
141208-2_bank2_77_26_P,141208-2_bank2,77,26,P
141208-2_bank2_78_26_P,141208-2_bank2,78,26,P
141208-2_bank2_79_26_P,141208-2_bank2,79,26,P
141208-2_bank2_80_26_P,141208-2_bank2,80,26,P
141208-2_bank2_81_26_P,141208-2_bank2,81,26,P
141208-2_bank2_82_26_P,141208-2_bank2,82,26,P
141208-2_bank2_83_26_P,141208-2_bank2,83,26,P
141208-2_bank2_84_26_P,141208-2_bank2,84,26,P
141208-2_bank2_0_27_P,141208-2_bank2,0,27,P
141208-2_bank2_1_27_P,141208-2_bank2,1,27,P
141208-2_bank2_2_27_P,141208-2_bank2,2,27,P
141208-2_bank2_3_27_P,141208-2_bank2,3,27,P
141208-2_bank2_4_27_P,141208-2_bank2,4,27,P
141208-2_bank2_5_27_P,141208-2_bank2,5,27,P
141208-2_bank2_6_27_P,141208-2_bank2,6,27,P
141208-2_bank2_7_27_P,141208-2_bank2,7,27,P
141208-2_bank2_8_27_P,141208-2_bank2,8,27,P
141208-2_bank2_9_27_P,141208-2_bank2,9,27,P
141208-2_bank2_10_27_P,141208-2_bank2,10,27,P
141208-2_bank2_11_27_P,141208-2_bank2,11,27,P
141208-2_bank2_12_27_P,141208-2_bank2,12,27,P
141208-2_bank2_13_27_P,141208-2_bank2,13,27,P
141208-2_bank2_14_27_P,141208-2_bank2,14,27,P
141208-2_bank2_15_27_P,141208-2_bank2,15,27,P
141208-2_bank2_16_27_P,141208-2_bank2,16,27,P
141208-2_bank2_17_27_P,141208-2_bank2,17,27,P
141208-2_bank2_18_27_P,141208-2_bank2,18,27,P
141208-2_bank2_19_27_P,141208-2_bank2,19,27,P
141208-2_bank2_20_27_P,141208-2_bank2,20,27,P
141208-2_bank2_21_27_P,141208-2_bank2,21,27,P
141208-2_bank2_22_27_P,141208-2_bank2,22,27,P
141208-2_bank2_23_27_P,141208-2_bank2,23,27,P
141208-2_bank2_24_27_P,141208-2_bank2,24,27,P
141208-2_bank2_25_27_P,141208-2_bank2,25,27,P
141208-2_bank2_26_27_P,141208-2_bank2,26,27,P
141208-2_bank2_27_27_P,141208-2_bank2,27,27,P
141208-2_bank2_28_27_P,141208-2_bank2,28,27,P
141208-2_bank2_29_27_P,141208-2_bank2,29,27,P
141208-2_bank2_30_27_P,141208-2_bank2,30,27,P
141208-2_bank2_31_27_P,141208-2_bank2,31,27,P
141208-2_bank2_32_27_P,141208-2_bank2,32,27,P
141208-2_bank2_33_27_P,141208-2_bank2,33,27,P
141208-2_bank2_34_27_P,141208-2_bank2,34,27,P
141208-2_bank2_35_27_P,141208-2_bank2,35,27,P
141208-2_bank2_36_27_P,141208-2_bank2,36,27,P
141208-2_bank2_37_27_P,141208-2_bank2,37,27,P
141208-2_bank2_38_27_P,141208-2_bank2,38,27,P
141208-2_bank2_39_27_P,141208-2_bank2,39,27,P
141208-2_bank2_40_27_P,141208-2_bank2,40,27,P
141208-2_bank2_41_27_P,141208-2_bank2,41,27,P
141208-2_bank2_42_27_P,141208-2_bank2,42,27,P
141208-2_bank2_43_27_P,141208-2_bank2,43,27,P
141208-2_bank2_44_27_P,141208-2_bank2,44,27,P
141208-2_bank2_45_27_P,141208-2_bank2,45,27,P
141208-2_bank2_46_27_P,141208-2_bank2,46,27,P
141208-2_bank2_47_27_P,141208-2_bank2,47,27,P
141208-2_bank2_48_27_P,141208-2_bank2,48,27,P
141208-2_bank2_49_27_P,141208-2_bank2,49,27,P
141208-2_bank2_50_27_P,141208-2_bank2,50,27,P
141208-2_bank2_51_27_P,141208-2_bank2,51,27,P
141208-2_bank2_52_27_P,141208-2_bank2,52,27,P
141208-2_bank2_53_27_P,141208-2_bank2,53,27,P
141208-2_bank2_54_27_P,141208-2_bank2,54,27,P
141208-2_bank2_55_27_P,141208-2_bank2,55,27,P
141208-2_bank2_56_27_P,141208-2_bank2,56,27,P
141208-2_bank2_57_27_P,141208-2_bank2,57,27,P
141208-2_bank2_58_27_P,141208-2_bank2,58,27,P
141208-2_bank2_59_27_P,141208-2_bank2,59,27,P
141208-2_bank2_60_27_P,141208-2_bank2,60,27,P
141208-2_bank2_61_27_P,141208-2_bank2,61,27,P
141208-2_bank2_62_27_P,141208-2_bank2,62,27,P
141208-2_bank2_63_27_P,141208-2_bank2,63,27,P
141208-2_bank2_64_27_P,141208-2_bank2,64,27,P
141208-2_bank2_65_27_P,141208-2_bank2,65,27,P
141208-2_bank2_66_27_P,141208-2_bank2,66,27,P
141208-2_bank2_67_27_P,141208-2_bank2,67,27,P
141208-2_bank2_68_27_P,141208-2_bank2,68,27,P
141208-2_bank2_69_27_P,141208-2_bank2,69,27,P
141208-2_bank2_70_27_P,141208-2_bank2,70,27,P
141208-2_bank2_71_27_P,141208-2_bank2,71,27,P
141208-2_bank2_72_27_P,141208-2_bank2,72,27,P
141208-2_bank2_73_27_P,141208-2_bank2,73,27,P
141208-2_bank2_74_27_P,141208-2_bank2,74,27,P
141208-2_bank2_75_27_P,141208-2_bank2,75,27,P
141208-2_bank2_76_27_P,141208-2_bank2,76,27,P
141208-2_bank2_77_27_P,141208-2_bank2,77,27,P
141208-2_bank2_78_27_P,141208-2_bank2,78,27,P
141208-2_bank2_79_27_P,141208-2_bank2,79,27,P
141208-2_bank2_80_27_P,141208-2_bank2,80,27,P
141208-2_bank2_81_27_P,141208-2_bank2,81,27,P
141208-2_bank2_82_27_P,141208-2_bank2,82,27,P
141208-2_bank2_83_27_P,141208-2_bank2,83,27,P
141208-2_bank2_84_27_P,141208-2_bank2,84,27,P
141208-2_bank2_0_28_P,141208-2_bank2,0,28,P
141208-2_bank2_1_28_P,141208-2_bank2,1,28,P
141208-2_bank2_2_28_P,141208-2_bank2,2,28,P
141208-2_bank2_3_28_P,141208-2_bank2,3,28,P
141208-2_bank2_4_28_P,141208-2_bank2,4,28,P
141208-2_bank2_5_28_P,141208-2_bank2,5,28,P
141208-2_bank2_6_28_P,141208-2_bank2,6,28,P
141208-2_bank2_7_28_P,141208-2_bank2,7,28,P
141208-2_bank2_8_28_P,141208-2_bank2,8,28,P
141208-2_bank2_9_28_P,141208-2_bank2,9,28,P
141208-2_bank2_10_28_P,141208-2_bank2,10,28,P
141208-2_bank2_11_28_P,141208-2_bank2,11,28,P
141208-2_bank2_12_28_P,141208-2_bank2,12,28,P
141208-2_bank2_13_28_P,141208-2_bank2,13,28,P
141208-2_bank2_14_28_P,141208-2_bank2,14,28,P
141208-2_bank2_15_28_P,141208-2_bank2,15,28,P
141208-2_bank2_16_28_P,141208-2_bank2,16,28,P
141208-2_bank2_17_28_P,141208-2_bank2,17,28,P
141208-2_bank2_18_28_P,141208-2_bank2,18,28,P
141208-2_bank2_19_28_P,141208-2_bank2,19,28,P
141208-2_bank2_20_28_P,141208-2_bank2,20,28,P
141208-2_bank2_21_28_P,141208-2_bank2,21,28,P
141208-2_bank2_22_28_P,141208-2_bank2,22,28,P
141208-2_bank2_23_28_P,141208-2_bank2,23,28,P
141208-2_bank2_24_28_P,141208-2_bank2,24,28,P
141208-2_bank2_25_28_P,141208-2_bank2,25,28,P
141208-2_bank2_26_28_P,141208-2_bank2,26,28,P
141208-2_bank2_27_28_P,141208-2_bank2,27,28,P
141208-2_bank2_28_28_P,141208-2_bank2,28,28,P
141208-2_bank2_29_28_P,141208-2_bank2,29,28,P
141208-2_bank2_30_28_P,141208-2_bank2,30,28,P
141208-2_bank2_31_28_P,141208-2_bank2,31,28,P
141208-2_bank2_32_28_P,141208-2_bank2,32,28,P
141208-2_bank2_33_28_P,141208-2_bank2,33,28,P
141208-2_bank2_34_28_P,141208-2_bank2,34,28,P
141208-2_bank2_35_28_P,141208-2_bank2,35,28,P
141208-2_bank2_36_28_P,141208-2_bank2,36,28,P
141208-2_bank2_37_28_P,141208-2_bank2,37,28,P
141208-2_bank2_38_28_P,141208-2_bank2,38,28,P
141208-2_bank2_39_28_P,141208-2_bank2,39,28,P
141208-2_bank2_40_28_P,141208-2_bank2,40,28,P
141208-2_bank2_41_28_P,141208-2_bank2,41,28,P
