Stimulus 1,Stimulus 2,Subject,TrialOrderInSession,Choice,CorrectChoiceOnScreen,IsCorrect,RT_Discrimination,Confidence,RT_Confidence
286,296,W493,2,1,0,0,9.389830021,0.750289017,1.281638029
286,296,W494,2,0,0,1,11.31631255,0.86734104,0.690379664
286,296,W494,2,0,0,1,19.57297429,0.986127168,1.447709197
286,296,W494,2,0,0,1,10.86494955,0.765028902,1.176398942
286,296,W494,2,0,0,1,11.26131615,0.843063584,1.22167382
286,296,W495,2,1,0,0,1.148763095,0.794508671,0.591922004
286,296,W495,2,1,0,0,2.070888331,0.818786127,0.898376626
286,296,W495,2,1,0,0,1.068941811,0.815317919,0.670560254
286,296,W495,2,1,0,0,1.298310222,0.684393064,1.092175541
286,296,W509,3,2,2,1,19.36467997,0.626300578,1.136109859
286,296,W509,4,2,1,0,20.7365948,0.626083815,0.927507019
286,296,W509,16,2,3,0,17.84453659,0.680924855,0.625977235
286,296,W509,16,3,3,1,25.63271963,0.105852601,1.645818398
286,296,W523,2,1,0,0,1.704482985,0.753757225,0.738087597
286,296,W523,2,0,0,1,1.724412523,0.813583815,1.584308815
286,296,W523,2,1,0,0,1.471925141,0.879479769,1.083991793
