"Subject","Comparison.number","TrialOrderInSession","Choice","CorrectChoiceOnScreen","IsCorrect","RT_Discrimination","Confidence","RT_Confidence","Mixture.number","Mixture.number.1","Experiment"
"M579",217,9,0,1,0,12.34434758,0.9174079,0.938115943,9,9,"Exp5"
"M579",217,9,0,1,0,7.250246955,0.705151533,0.991832322,9,9,"Exp5"
"M579",219,10,1,1,1,7.364580331,0.591406495,1.594069411,10,10,"Exp5"
"M579",219,10,0,1,0,11.99682701,0.975295999,1.295917102,10,10,"Exp5"
"M579",221,1,1,1,1,9.564365004,0.726878613,0.925577361,11,11,"Exp5"
"M579",221,1,0,1,0,7.564795235,0.666184971,0.993868689,11,11,"Exp5"
"M579",223,2,1,1,1,8.772463874,0.804913295,0.753912558,12,12,"Exp5"
"M579",223,2,0,1,0,12.51265464,0.700867052,1.126306823,12,12,"Exp5"
"M579",225,3,0,1,0,31.11781314,0.441618497,1.346372044,13,13,"Exp5"
"M579",225,3,1,1,1,12.80881042,0.725144509,0.780226942,13,13,"Exp5"
"M579",227,4,0,1,0,11.4293689,0.718208092,1.003635394,14,14,"Exp5"
"M579",227,4,0,1,0,8.236570164,0.599421965,1.731964592,14,14,"Exp5"
"M579",229,5,0,1,0,16.81312341,0.680057803,1.954840494,15,15,"Exp5"
"M579",229,5,1,1,1,9.066496026,0.706069364,0.719580748,15,15,"Exp5"
"M579",231,6,1,1,1,9.912395884,0.583281849,2.369510444,16,16,"Exp5"
"M579",231,6,0,1,0,12.22756348,0.538596298,1.238331981,16,16,"Exp5"
"M579",233,7,1,1,1,20.21017487,0.530471653,1.824770386,17,17,"Exp5"
"M579",233,7,1,1,1,7.870100997,0.899127447,2.551232721,17,17,"Exp5"
"M579",235,8,0,1,0,12.33299066,0.616796012,1.975746273,18,18,"Exp5"
"M579",235,8,0,1,0,9.565598853,0.790460312,0.817935194,18,18,"Exp5"
"M579",237,9,1,1,1,5.182094312,0.606640205,1.528104509,19,19,"Exp5"
"M579",237,9,0,1,0,6.696482681,0.711245017,0.705775874,19,19,"Exp5"
"M579",239,10,0,1,0,20.05128404,0.711245017,1.080002189,20,20,"Exp5"
"M579",239,10,0,1,0,8.330405656,0.749837084,1.616055003,20,20,"Exp5"
"M579",241,11,0,1,0,2.374550457,0.391337097,1.905455923,21,21,"Exp5"
"M579",241,11,1,1,1,9.710570001,0.672652951,1.089475413,21,21,"Exp5"
"M579",243,12,0,1,0,2.536173405,0.68687108,3.460363671,22,22,"Exp5"
"M579",243,12,0,1,0,7.201749337,0.794522635,1.304618031,22,22,"Exp5"
"M579",245,13,0,1,0,2.096292216,0.5700793,1.927664309,23,23,"Exp5"
"M579",245,13,1,1,1,5.902226056,0.867644445,0.816267876,23,23,"Exp5"
"M579",247,14,0,1,0,16.5887292,0.519300265,1.881427556,24,24,"Exp5"
"M579",247,14,0,1,0,8.092582551,0.732572212,1.562295862,24,24,"Exp5"
"M579",249,15,0,1,0,2.608884979,0.610702528,2.614030189,25,25,"Exp5"
"M579",249,15,0,1,0,10.70304205,0.730541051,1.779531714,25,25,"Exp5"
"M579",251,16,0,1,0,11.18489843,0.68699422,1.304409482,26,26,"Exp5"
"M579",251,16,0,1,0,7.929006884,0.734682081,1.12428305,26,26,"Exp5"
"M579",253,17,1,1,1,8.410981133,0.62716763,0.925080971,27,27,"Exp5"
"M579",253,17,1,1,1,21.36533674,0.378323699,1.420050099,27,27,"Exp5"
"M579",255,18,1,1,1,9.252331345,0.715606936,1.132218704,28,28,"Exp5"
"M579",255,18,0,1,0,7.445085294,0.736416185,1.128534822,28,28,"Exp5"
"M579",257,19,1,1,1,8.526291783,0.869942197,0.908085803,29,29,"Exp5"
"M579",257,19,0,1,0,14.33136983,0.721676301,0.888607045,29,29,"Exp5"
"M579",259,20,0,1,0,6.687303119,0.794508671,0.846420943,30,30,"Exp5"
"M579",259,20,0,1,0,9.139023099,0.700867052,1.325894754,30,30,"Exp5"
"M579",261,11,1,1,1,9.244414976,0.971233677,1.788444318,31,31,"Exp5"
"M579",261,11,0,1,0,17.40145547,0.837177024,1.209904186,31,31,"Exp5"
"M579",263,12,0,1,0,2.124268009,0.656403659,1.880149379,32,32,"Exp5"
"M579",263,12,0,1,0,9.046203826,0.667575047,1.069920025,32,32,"Exp5"
"M579",265,13,1,1,1,2.186554463,0.610702528,1.41752356,33,33,"Exp5"
"M579",265,13,0,1,0,10.52275361,0.673668531,1.178068203,33,33,"Exp5"
"M579",267,14,1,1,1,2.051966101,0.65741924,2.11183133,34,34,"Exp5"
"M579",267,14,0,1,0,7.170719431,0.838192605,1.307810267,34,34,"Exp5"
"M579",269,15,1,1,1,11.05338497,0.748821503,1.945623365,35,35,"Exp5"
"M579",269,15,0,1,0,10.11294188,0.973264838,1.156302839,35,35,"Exp5"
"M579",271,16,1,1,1,6.534351945,0.902890173,0.61592826,36,36,"Exp5"
"M579",271,16,0,1,0,8.192908044,0.652312139,0.932020559,36,36,"Exp5"
"M579",273,17,1,1,1,18.1201714,0.611560694,2.10635181,37,37,"Exp5"
"M579",273,17,1,1,1,7.096455255,0.986127168,1.301930823,37,37,"Exp5"
"M579",275,18,0,1,0,10.42221975,0.739884393,1.312528816,38,38,"Exp5"
"M579",275,18,1,1,1,10.05679918,0.795375723,0.646094181,38,38,"Exp5"
"M579",277,19,1,1,1,9.839140704,0.983526012,2.047787739,39,39,"Exp5"
"M579",277,19,1,1,1,11.02731785,0.721676301,0.849813484,39,39,"Exp5"
"M579",279,20,1,1,1,1.736324846,0.738150289,1.335857467,40,40,"Exp5"
"M579",279,20,1,1,1,8.404906118,0.719942197,0.925957871,40,40,"Exp5"
"M579",281,21,1,1,1,8.09307463,0.830924855,0.743713567,41,41,"Exp5"
"M579",281,21,1,1,1,7.540420386,0.864739884,0.743687268,41,41,"Exp5"
"M579",283,22,1,1,1,9.854303588,0.732080925,0.950185201,42,42,"Exp5"
"M579",283,22,1,1,1,10.0023862,0.946242775,1.078348552,42,42,"Exp5"
"M579",285,23,0,1,0,18.77488377,0.387861272,1.139706456,43,43,"Exp5"
"M579",285,23,0,1,0,7.846457926,0.736416185,1.926162508,43,43,"Exp5"
"M579",287,24,0,1,0,13.86882092,0.707803468,7.908262498,44,44,"Exp5"
"M579",287,24,1,1,1,8.385684594,0.810982659,0.923518249,44,44,"Exp5"
"M579",289,25,1,1,1,6.343554377,0.800578035,0.804343324,45,45,"Exp5"
"M579",289,25,1,1,1,11.08283578,0.801445087,0.776384034,45,45,"Exp5"
"M579",291,26,1,1,1,9.114583966,0.752883826,0.729392864,46,46,"Exp5"
"M579",291,26,1,1,1,6.492064524,0.889987221,0.835824974,46,46,"Exp5"
"M579",293,27,1,1,1,13.86283176,0.81686541,1.616542926,47,47,"Exp5"
"M579",293,27,0,1,0,9.203131,0.813818668,1.560382658,47,47,"Exp5"
"M579",295,28,1,1,1,2.298632962,0.856473057,2.182451381,48,48,"Exp5"
"M579",295,28,1,1,1,6.525967228,0.853426315,0.980254318,48,48,"Exp5"
"M579",297,29,1,1,1,12.89381164,0.693980145,1.235636219,49,49,"Exp5"
"M579",297,29,0,1,0,17.56924694,0.704135952,0.697523526,49,49,"Exp5"
"M579",299,30,1,1,1,10.22139453,0.545705363,2.557739495,50,50,"Exp5"
"M579",299,30,0,1,0,14.46109106,0.538596298,1.154363122,50,50,"Exp5"
"M579",301,21,0,1,0,7.276948225,0.552601156,1.107418554,51,51,"Exp5"
"M579",301,21,1,1,1,10.45025752,0.620231214,1.380070629,51,51,"Exp5"
"M579",303,22,0,1,0,9.320201892,0.813583815,0.742181253,52,52,"Exp5"
"M579",303,22,0,1,0,10.88970091,0.782369942,0.962000745,52,52,"Exp5"
"M579",305,23,1,1,1,18.08096733,0.726011561,1.138314676,53,53,"Exp5"
"M579",305,23,1,1,1,7.845220651,0.808381503,0.987426312,53,53,"Exp5"
"M579",307,24,1,1,1,11.0524718,0.77283237,1.491764376,54,54,"Exp5"
"M579",307,24,0,1,0,10.3789065,0.680924855,0.877846328,54,54,"Exp5"
"M579",309,25,0,1,0,16.83067702,0.588150289,0.757786285,55,55,"Exp5"
"M579",309,25,0,1,0,7.811169909,0.608092486,0.860360112,55,55,"Exp5"
"M579",311,26,1,1,1,2.026530413,0.853426315,1.429674157,56,56,"Exp5"
"M579",311,26,0,1,0,12.01757676,0.980373903,1.137905893,56,56,"Exp5"
"M579",313,27,1,1,1,3.197834411,0.792491473,1.812263576,57,57,"Exp5"
"M579",313,27,0,1,0,8.785326489,0.795538215,1.69583953,57,57,"Exp5"
"M579",315,28,0,1,0,7.740542813,0.892018382,1.232280629,58,58,"Exp5"
"M579",315,28,0,1,0,17.34446005,0.713276179,0.925785743,58,58,"Exp5"
"M579",317,29,1,1,1,14.0494957,0.536565137,1.085858115,59,59,"Exp5"
"M579",317,29,1,1,1,7.283978608,0.921470222,0.664213085,59,59,"Exp5"
"M579",319,30,1,1,1,3.214104339,0.339542481,2.7141672,60,60,"Exp5"
"M579",319,30,0,1,0,2.102256759,0.670621789,1.329731715,60,60,"Exp5"
"M579",321,31,0,1,0,12.54826841,0.820927733,0.843523117,81,81,"Exp5"
"M579",321,31,0,1,0,7.406144831,0.988498549,1.200265899,81,81,"Exp5"
"M579",323,32,0,1,0,9.171853926,0.838192605,0.855776344,82,82,"Exp5"
"M579",323,32,1,1,1,6.426040181,0.88897164,0.547555983,82,82,"Exp5"
"M579",325,33,0,1,0,9.160816443,0.755930568,1.221419329,83,83,"Exp5"
"M579",325,33,1,1,1,7.006587595,0.868660026,1.030110935,83,83,"Exp5"
"M579",327,34,1,1,1,9.087394579,0.842254928,0.999827666,84,84,"Exp5"
"M579",327,34,1,1,1,6.962331183,0.844286089,0.774010621,84,84,"Exp5"
"M579",329,35,0,1,0,2.180663472,0.443131712,1.754343622,85,85,"Exp5"
"M579",329,35,0,1,0,9.28906566,0.717338502,1.333872429,85,85,"Exp5"
"M579",331,36,1,1,1,9.006637152,0.68699422,1.184300539,86,86,"Exp5"
"M579",331,36,0,1,0,7.460729774,0.807514451,1.0197212,86,86,"Exp5"
"M579",333,37,1,1,1,7.142074167,0.752890173,0.515788301,87,87,"Exp5"
"M579",333,37,1,1,1,7.701106685,0.762427746,1.123941577,87,87,"Exp5"
"M579",335,38,1,1,1,2.291454051,0.604624277,1.548258241,88,88,"Exp5"
"M579",335,38,1,1,1,9.418888433,0.934971098,1.140382828,88,88,"Exp5"
"M579",337,39,1,1,1,10.12712702,0.783236994,0.974348017,89,89,"Exp5"
"M579",337,39,1,1,1,8.074859035,0.667052023,18.4898984,89,89,"Exp5"
"M579",339,40,1,1,1,6.673039324,0.70433526,0.793730538,90,90,"Exp5"
"M579",339,40,0,1,0,7.379178936,0.639306358,0.996034639,90,90,"Exp5"
"M579",341,31,1,1,1,7.256477054,0.891002801,0.933993618,91,91,"Exp5"
"M579",341,31,0,1,0,10.86086981,0.818896572,0.607760748,91,91,"Exp5"
"M579",343,32,1,1,1,7.2043925,0.826005636,0.95025927,92,92,"Exp5"
"M579",343,32,0,1,0,7.394886264,0.879831414,1.635658713,92,92,"Exp5"
"M579",345,33,0,1,0,6.266507903,0.867644445,0.769726652,93,93,"Exp5"
"M579",345,33,1,1,1,11.89302138,0.586328591,2.252246967,93,93,"Exp5"
"M579",347,34,1,1,1,2.13588621,0.652341337,1.267892132,94,94,"Exp5"
"M579",347,34,0,1,0,8.006677825,0.838192605,0.909732622,94,94,"Exp5"
"M579",349,35,1,1,1,42.29921881,0.68687108,6.321644004,95,95,"Exp5"
"M579",349,35,0,1,0,7.860855699,0.783351247,1.0359814,95,95,"Exp5"
"M579",351,36,0,1,0,10.95277481,0.7,1.333452363,96,96,"Exp5"
"M579",351,36,0,1,0,14.66245695,0.70867052,1.105402178,96,96,"Exp5"
"M579",353,37,0,1,0,17.74713076,0.728612717,1.453845661,97,97,"Exp5"
"M579",353,37,1,1,1,11.41441888,0.742485549,0.952336769,97,97,"Exp5"
"M579",355,38,0,1,0,38.11263105,0.765895954,1.273528152,98,98,"Exp5"
"M579",355,38,0,1,0,12.45840562,0.709537572,1.116169058,98,98,"Exp5"
"M579",357,39,0,1,0,18.16602659,0.576011561,1.444911065,99,99,"Exp5"
"M579",357,39,0,1,0,7.6788193,0.643641618,1.158009578,99,99,"Exp5"
"M579",359,40,1,1,1,8.915126066,0.703468208,0.579533641,100,100,"Exp5"
"M579",359,40,0,1,0,9.524474292,0.672254335,0.804051983,100,100,"Exp5"
"M579",361,41,1,1,1,8.492994255,0.766763006,0.803884739,101,101,"Exp5"
"M579",361,41,0,1,0,7.771927215,0.727745665,0.785522446,101,101,"Exp5"
"M579",363,42,0,1,0,8.944896683,0.71734104,1.325574649,102,102,"Exp5"
"M579",363,42,1,1,1,7.548056069,0.787572254,0.855885212,102,102,"Exp5"
"M579",365,43,0,1,0,16.26874013,0.734682081,1.255896883,103,103,"Exp5"
"M579",365,43,1,1,1,10.54891037,0.829190751,0.905766991,103,103,"Exp5"
"M579",367,44,1,1,1,8.224254533,0.723410405,1.07146033,104,104,"Exp5"
"M579",367,44,0,1,0,7.102981869,0.761560694,0.979908152,104,104,"Exp5"
"M579",369,45,0,1,0,9.770614742,0.79017341,0.687183952,105,105,"Exp5"
"M579",369,45,0,1,0,8.116919395,0.656647399,0.948197178,105,105,"Exp5"
"M579",371,46,1,1,1,2.281984583,0.647263433,1.877625951,106,106,"Exp5"
"M579",371,46,1,1,1,11.5235336,0.659450402,1.383563981,106,106,"Exp5"
"M579",373,47,1,1,1,8.54267633,0.856473057,0.959945452,107,107,"Exp5"
"M579",373,47,1,1,1,7.786159507,0.90318977,0.74410965,107,107,"Exp5"
"M579",375,48,1,1,1,9.021879968,0.713276179,0.880004413,108,108,"Exp5"
"M579",375,48,0,1,0,12.77165995,0.807725184,0.613591443,108,108,"Exp5"
"M579",377,49,0,1,0,13.57712854,0.767101956,0.848127378,109,109,"Exp5"
"M579",377,49,0,1,0,13.20172796,0.778273344,1.00779778,109,109,"Exp5"
"M579",379,50,1,1,1,1.906572458,0.72952547,0.849632626,110,110,"Exp5"
"M579",379,50,1,1,1,14.8089717,0.691948984,1.140104752,110,110,"Exp5"
"M579",381,41,0,1,0,8.321091941,0.659248555,1.108184095,111,111,"Exp5"
"M579",381,41,1,1,1,7.414390933,0.796242775,0.730492272,111,111,"Exp5"
"M579",383,42,1,1,1,8.030377543,0.789306358,1.520971624,112,112,"Exp5"
"M579",383,42,1,1,1,7.956998226,0.776300578,0.805546493,112,112,"Exp5"
"M579",385,43,0,1,0,26.33859994,0.599421965,1.489645271,113,113,"Exp5"
"M579",385,43,1,1,1,7.597000543,0.750289017,3.520038429,113,113,"Exp5"
"M579",387,44,1,1,1,9.965092494,0.739017341,2.221816555,114,114,"Exp5"
"M579",387,44,1,1,1,7.376865877,0.646242775,1.269721406,114,114,"Exp5"
"M579",389,45,0,1,0,10.86655347,0.660982659,1.043531448,115,115,"Exp5"
"M579",389,45,0,1,0,8.01736294,0.752023121,0.881665813,115,115,"Exp5"
"M579",391,46,1,1,1,7.384440189,0.971233677,0.918344604,116,116,"Exp5"
"M579",391,46,1,1,1,7.654467891,0.953968805,0.765804029,116,116,"Exp5"
"M579",393,47,1,1,1,3.59062744,0.61374927,2.505982931,117,117,"Exp5"
"M579",393,47,1,1,1,6.942179684,0.856473057,0.545088575,117,117,"Exp5"
"M579",395,48,1,1,1,1.82033632,0.558907912,1.052138863,118,118,"Exp5"
"M579",395,48,1,1,1,1.244602704,0.985451806,1.487691181,118,118,"Exp5"
"M579",397,49,1,1,1,1.434157827,0.641169949,1.699572287,119,119,"Exp5"
"M579",397,49,0,1,0,14.36080609,0.690933403,1.070316008,119,119,"Exp5"
"M579",399,50,1,1,1,1.946345199,0.709213856,1.526317455,120,120,"Exp5"
"M579",399,50,1,1,1,14.24201257,0.692964565,1.129625322,120,120,"Exp5"
"W164",1,1,1,0,0,17.67050725,0.745086705,1.24789014,1,11,"Exp5"
"W164",2,1,1,0,0,2.099354689,0.725144509,1.494690481,1,11,"Exp5"
"W164",3,1,0,0,1,22.20328047,0.496242775,2.634051679,1,11,"Exp5"
"W164",4,1,0,0,1,14.78931349,0.883815029,1.39875425,1,11,"Exp5"
"W164",5,2,0,0,1,10.31546072,0.827456647,1.636354596,2,12,"Exp5"
"W164",6,2,0,0,1,20.66166479,0.878612717,2.144987537,2,12,"Exp5"
"W164",7,2,1,0,0,15.46321388,0.353179191,1.631789145,2,12,"Exp5"
"W164",8,2,1,0,0,26.89089702,0.32283237,1.127733348,2,12,"Exp5"
"W164",9,3,1,0,0,27.37227745,0.452890173,1.276372432,3,13,"Exp5"
"W164",10,3,1,0,0,11.8848718,0.793641618,1.669355853,3,13,"Exp5"
"W164",11,3,0,0,1,11.83615034,0.531791908,2.621558839,3,13,"Exp5"
"W164",12,3,0,0,1,20.81909956,0.852601156,1.288051549,3,13,"Exp5"
"W164",13,4,1,0,0,11.82318731,0.523121387,0.88127783,4,14,"Exp5"
"W164",14,4,1,0,0,27.63700852,0.225722543,1.475443835,4,14,"Exp5"
"W164",15,4,1,0,0,22.52697802,0.630635838,7.229811791,4,14,"Exp5"
"W164",16,4,0,0,1,9.230794297,0.901156069,1.081538922,4,14,"Exp5"
"W164",17,5,0,0,1,11.28462459,0.76849711,1.404523553,5,15,"Exp5"
"W164",18,5,0,0,1,9.205242988,0.680924855,1.107690993,5,15,"Exp5"
"W164",19,5,0,0,1,1.276297547,0.220520231,1.215885902,5,15,"Exp5"
"W164",20,5,1,0,0,1.166881031,0.467630058,1.887958517,5,15,"Exp5"
"W164",21,6,1,0,0,20.9973098,0.560939074,1.792089839,6,16,"Exp5"
"W164",22,6,1,0,0,13.02114873,0.465474488,2.691578226,6,16,"Exp5"
"W164",23,6,1,0,0,7.414472441,0.792491473,1.606576221,6,16,"Exp5"
"W164",24,6,0,0,1,14.33345592,0.284701123,0.978886767,6,16,"Exp5"
"W164",25,7,0,0,1,8.305455325,0.735618954,1.681715862,7,17,"Exp5"
"W164",26,7,0,0,1,11.59049787,0.198376764,0.897506763,7,17,"Exp5"
"W164",27,7,1,0,0,7.258528809,0.38219687,1.175972403,7,17,"Exp5"
"W164",28,7,0,0,1,1.874332367,0.296888091,1.202948831,7,17,"Exp5"
"W164",29,8,0,0,1,13.48669053,0.510160039,1.065579182,8,18,"Exp5"
"W164",30,8,1,0,0,13.86293311,0.413679872,1.430249743,8,18,"Exp5"
"W164",31,8,0,0,1,11.95933052,0.812803087,1.475454632,8,18,"Exp5"
"W164",32,8,1,0,0,1.303823499,0.372041063,1.665746984,8,18,"Exp5"
"W164",33,9,1,0,0,20.32933188,0.422820098,1.78582724,9,19,"Exp5"
"W164",34,9,0,0,1,15.72139709,0.593437656,2.155728963,9,19,"Exp5"
"W164",35,9,0,0,1,11.59557209,0.838192605,1.38991125,9,19,"Exp5"
"W164",36,9,0,0,1,11.28471284,0.875769091,1.291850796,9,19,"Exp5"
"W164",37,10,0,0,1,12.85133929,0.459381004,1.535555483,10,20,"Exp5"
"W164",38,10,0,0,1,9.348369843,0.857488638,1.376536357,10,20,"Exp5"
"W164",39,10,1,0,0,12.25473618,0.242046734,0.748016452,10,20,"Exp5"
"W164",40,10,0,0,1,9.427313655,0.858504219,1.998342517,10,20,"Exp5"
"W164",41,11,0,0,1,8.864373787,0.869675607,1.337923768,21,31,"Exp5"
"W164",42,11,0,0,1,10.36822842,0.38219687,1.113872822,21,31,"Exp5"
"W164",43,11,1,0,0,13.46432393,0.550783267,1.123839527,21,31,"Exp5"
"W164",44,11,1,0,0,15.18919763,0.578203946,2.996374578,21,31,"Exp5"
"W164",45,12,0,0,1,9.85704041,0.896080705,1.274033713,22,32,"Exp5"
"W164",46,12,1,0,0,18.10957047,0.609686947,1.615864282,22,32,"Exp5"
"W164",47,12,1,0,0,4.223459538,0.408601969,1.240331565,22,32,"Exp5"
"W164",48,12,0,0,1,11.98450792,0.611718109,2.788356227,22,32,"Exp5"
"W164",49,13,0,0,1,11.85953775,0.696011307,1.604151575,23,33,"Exp5"
"W164",50,13,1,0,0,8.890874267,0.875769091,3.346885977,23,33,"Exp5"
"W164",51,13,1,0,0,3.084635957,0.571094881,1.085454435,23,33,"Exp5"
"W164",52,13,1,0,0,1.642140257,0.46852123,1.676216578,23,33,"Exp5"
"W164",53,14,0,0,1,12.68020848,0.629998561,1.20353468,24,34,"Exp5"
"W164",54,14,0,0,1,13.37619639,0.202439086,0.844143176,24,34,"Exp5"
"W164",55,14,0,0,1,8.344099558,0.709213856,1.079841829,24,34,"Exp5"
"W164",56,14,0,0,1,1.490093163,0.945844159,1.418355295,24,34,"Exp5"
"W164",57,15,0,0,1,16.11790706,0.174002827,1.031804339,25,35,"Exp5"
"W164",58,15,1,0,0,13.69443862,0.378134548,1.695902819,25,35,"Exp5"
"W164",59,15,0,0,1,25.33569284,0.23696883,3.207879799,25,35,"Exp5"
"W164",60,15,1,0,0,12.11120571,0.455318681,1.151991502,25,35,"Exp5"
"W164",61,16,1,0,0,19.70252682,0.440751445,4.205519947,26,36,"Exp5"
"W164",62,16,1,0,0,17.34511994,0.584682081,1.04794305,26,36,"Exp5"
"W164",63,16,0,0,1,8.691412642,0.827456647,1.630132309,26,36,"Exp5"
"W164",64,16,0,0,1,15.30934715,0.808381503,1.052270054,26,36,"Exp5"
"W164",65,17,0,0,1,11.74698631,0.284682081,0.875689318,27,37,"Exp5"
"W164",66,17,1,0,0,1.430788057,0.508381503,2.956439841,27,37,"Exp5"
"W164",67,17,0,0,1,9.974138647,0.934971098,1.565883888,27,37,"Exp5"
"W164",68,17,0,0,1,8.198733211,0.85433526,0.791915856,27,37,"Exp5"
"W164",69,18,1,0,0,13.57823546,0.484971098,5.199160162,28,38,"Exp5"
"W164",70,18,0,0,1,13.86125098,0.68699422,2.639662077,28,38,"Exp5"
"W164",71,18,0,0,1,7.397155354,0.865606936,1.432040136,28,38,"Exp5"
"W164",72,18,1,0,0,11.67759787,0.347976879,1.831115726,28,38,"Exp5"
"W164",73,19,1,0,0,14.40636983,0.757225434,1.880230395,29,39,"Exp5"
"W164",74,19,1,0,0,17.09324264,0.621965318,0.880442349,29,39,"Exp5"
"W164",75,19,1,0,0,11.49940005,0.610693642,2.528527413,29,39,"Exp5"
"W164",76,19,0,0,1,17.17952427,0.86300578,0.902164489,29,39,"Exp5"
"W164",77,20,1,0,0,17.33040758,0.523121387,1.771785332,30,40,"Exp5"
"W164",78,20,1,0,0,8.167294141,0.78150289,1.883298323,30,40,"Exp5"
"W164",79,20,1,0,0,11.49423523,0.911560694,1.05251371,30,40,"Exp5"
"W164",80,20,1,0,0,13.56676696,0.482369942,1.051832834,30,40,"Exp5"
"W164",81,21,0,0,1,18.37230745,0.548265896,1.024137849,41,51,"Exp5"
"W164",82,21,1,0,0,4.662991657,0.189306358,1.444091234,41,51,"Exp5"
"W164",83,21,1,0,0,12.62674755,0.380924855,3.548289046,41,51,"Exp5"
"W164",84,21,0,0,1,12.55335776,0.745953757,1.051830779,41,51,"Exp5"
"W164",85,22,1,0,0,9.792998664,0.706936416,6.274970784,42,52,"Exp5"
"W164",86,22,0,0,1,12.75118653,0.823121387,1.574130476,42,52,"Exp5"
"W164",87,22,1,0,0,15.65503539,0.592485549,2.229778752,42,52,"Exp5"
"W164",88,22,1,0,0,10.74467589,0.26300578,1.235771222,42,52,"Exp5"
"W164",89,23,1,0,0,21.02454713,0.375722543,1.206100189,43,53,"Exp5"
"W164",90,23,0,0,1,14.71365613,0.840462428,1.578247056,43,53,"Exp5"
"W164",91,23,0,0,1,14.30936852,0.157225434,1.171581974,43,53,"Exp5"
"W164",92,23,0,0,1,14.93486687,0.767630058,1.302001517,43,53,"Exp5"
"W164",93,24,1,0,0,15.71131887,0.590751445,2.948411055,44,54,"Exp5"
"W164",94,24,0,0,1,17.76341915,0.788439306,1.665298446,44,54,"Exp5"
"W164",95,24,0,0,1,11.25494647,0.138150289,0.885708721,44,54,"Exp5"
"W164",96,24,1,0,0,15.10925133,0.332369942,1.510259892,44,54,"Exp5"
"W164",97,25,1,0,0,17.80284717,0.853468208,1.416459906,45,55,"Exp5"
"W164",98,25,1,0,0,11.16108457,0.595086705,1.415577793,45,55,"Exp5"
"W164",99,25,1,0,0,1.542096046,0.743352601,0.893674437,45,55,"Exp5"
"W164",100,25,0,0,1,9.483885708,0.958381503,1.69057806,45,55,"Exp5"
"W164",101,26,0,0,1,12.47652455,0.716322921,2.036051531,46,56,"Exp5"
"W164",102,26,1,0,0,15.95818363,0.645232272,1.645447952,46,56,"Exp5"
"W164",103,26,0,0,1,10.47844759,0.552814428,1.313966386,46,56,"Exp5"
"W164",104,26,0,0,1,11.91072557,0.358838514,2.716343395,46,56,"Exp5"
"W164",105,27,1,0,0,11.77637497,0.373056644,1.021672997,47,57,"Exp5"
"W164",106,27,0,0,1,1.624610111,0.443131712,0.913989222,47,57,"Exp5"
"W164",107,27,1,0,0,14.87423401,0.458365423,1.83350809,47,57,"Exp5"
"W164",108,27,0,0,1,11.05920369,0.775226601,1.315679033,47,57,"Exp5"
"W164",109,28,1,0,0,12.19523572,0.270482993,3.732479904,48,58,"Exp5"
"W164",110,28,0,0,1,7.494378414,0.548752105,1.979936164,48,58,"Exp5"
"W164",111,28,0,0,1,9.507962417,0.634060884,1.862377197,48,58,"Exp5"
"W164",112,28,1,0,0,15.00389611,0.289779027,1.309784621,48,58,"Exp5"
"W164",113,29,0,0,1,9.919803668,0.594453237,2.802133517,49,59,"Exp5"
"W164",114,29,0,0,1,14.13700745,0.500004232,2.742953775,49,59,"Exp5"
"W164",115,29,0,0,1,10.0044841,0.358838514,2.222009881,49,59,"Exp5"
"W164",116,29,1,0,0,2.480054189,0.532502814,1.241799609,49,59,"Exp5"
"W164",117,30,0,0,1,11.4585005,0.677730854,1.282374579,50,60,"Exp5"
"W164",118,30,1,0,0,18.58561308,0.247124637,1.261874991,50,60,"Exp5"
"W164",119,30,1,0,0,13.21853712,0.421804518,1.322075052,50,60,"Exp5"
"W164",120,30,0,0,1,10.48768177,0.226813023,2.523478011,50,60,"Exp5"
"W164",121,31,1,0,0,15.47114971,0.668590628,1.085675518,81,91,"Exp5"
"W164",122,31,1,0,0,11.29880914,0.109005662,1.426063701,81,91,"Exp5"
"W164",123,31,0,0,1,1.843197265,0.675699693,1.440122798,81,91,"Exp5"
"W164",124,31,0,0,1,8.510044105,0.462427746,1.11849034,81,91,"Exp5"
"W164",125,32,0,0,1,15.39823416,0.372041063,1.350186403,82,92,"Exp5"
"W164",126,32,1,0,0,10.72399493,0.645232272,1.493821644,82,92,"Exp5"
"W164",127,32,0,0,1,11.28424117,0.717338502,1.436349416,82,92,"Exp5"
"W164",128,32,0,0,1,9.28898099,0.798584958,2.173860352,82,92,"Exp5"
"W164",129,33,1,0,0,12.81076047,0.462427746,1.762291072,83,93,"Exp5"
"W164",130,33,0,0,1,10.1088559,0.619842754,1.286208684,83,93,"Exp5"
"W164",131,33,0,0,1,18.72700243,0.26540509,1.549653921,83,93,"Exp5"
"W164",132,33,0,0,1,14.58293699,0.784366828,1.658045847,83,93,"Exp5"
"W164",133,34,1,0,0,13.88694694,0.509144458,1.929845207,84,94,"Exp5"
"W164",134,34,0,0,1,9.887879166,0.041977336,0.95034223,84,94,"Exp5"
"W164",135,34,1,0,0,16.56927474,0.634060884,0.863408633,84,94,"Exp5"
"W164",136,34,0,0,1,11.23858642,0.70108921,1.473893365,84,94,"Exp5"
"W164",137,35,0,0,1,6.8724739,0.616796012,0.866413996,85,95,"Exp5"
"W164",138,35,0,0,1,10.17957944,0.395399419,1.364114645,85,95,"Exp5"
"W164",139,35,1,0,0,13.00161942,0.557892332,1.880628748,85,95,"Exp5"
