"Subject","Comparison.number","TrialOrderInSession","Choice","CorrectChoiceOnScreen","IsCorrect","RT_Discrimination","Confidence","RT_Confidence","Mixture.number","Mixture.number.1","Experiment"
"W725",349,35,0,1,0,6.71800943,0.974280419,1.033815896,95,95,"Exp5"
"W725",351,36,0,1,0,26.57959018,0.579479769,28.68274096,96,96,"Exp5"
"W725",351,36,0,1,0,6.654711175,0.99132948,1.853023192,96,96,"Exp5"
"W725",353,37,0,1,0,8.058519351,0.18583815,0.722214095,97,97,"Exp5"
"W725",353,37,0,1,0,8.7929785,0.987861272,0.829498749,97,97,"Exp5"
"W725",355,38,1,1,1,7.200691663,0.56300578,1.544381592,98,98,"Exp5"
"W725",355,38,0,1,0,7.500285591,0.992196532,0.62355674,98,98,"Exp5"
"W725",357,39,0,1,0,7.623129793,0.979190751,1.102348664,99,99,"Exp5"
"W725",357,39,1,1,1,6.905227499,0.807514451,1.174624027,99,99,"Exp5"
"W725",359,40,1,1,1,6.716953065,0.778034682,0.88204782,100,100,"Exp5"
"W725",359,40,1,1,1,7.882707349,0.886416185,1.535631837,100,100,"Exp5"
"W725",361,41,0,1,0,6.167151006,0.930635838,0.664233874,101,101,"Exp5"
"W725",361,41,0,1,0,6.802594888,0.980924855,1.155655473,101,101,"Exp5"
"W725",363,42,0,1,0,9.122575049,0.98699422,1.743689271,102,102,"Exp5"
"W725",363,42,0,1,0,11.23274766,0.002023121,1.906106871,102,102,"Exp5"
"W725",365,43,0,1,0,6.609120241,0.981791908,1.059423789,103,103,"Exp5"
"W725",365,43,0,1,0,11.0266569,0.034971098,1.611664668,103,103,"Exp5"
"W725",367,44,0,1,0,8.207216688,0.01849711,1.455573207,104,104,"Exp5"
"W725",367,44,0,1,0,6.638429638,0.985260116,1.045966106,104,104,"Exp5"
"W725",369,45,0,1,0,7.743116446,0.973121387,1.075840109,105,105,"Exp5"
"W725",369,45,0,1,0,8.028813004,0.99566474,0.877619728,105,105,"Exp5"
"W725",371,46,0,1,0,24.59340531,0.502035393,7.157319308,106,106,"Exp5"
"W725",371,46,0,1,0,8.467539682,0.982405064,0.956400851,106,106,"Exp5"
"W725",373,47,0,1,0,13.75445994,0.968186935,1.153846121,107,107,"Exp5"
"W725",373,47,0,1,0,7.612609184,0.980373903,1.113942098,107,107,"Exp5"
"W725",375,48,0,1,0,7.373108498,0.991545291,1.170214831,108,108,"Exp5"
"W725",375,48,0,1,0,6.683982714,0.910298835,1.067569359,108,108,"Exp5"
"W725",377,49,0,1,0,6.890352134,0.080569402,0.848631551,109,109,"Exp5"
"W725",377,49,0,1,0,7.951758103,0.991545291,0.914089287,109,109,"Exp5"
"W725",379,50,0,1,0,15.33637063,0.968186935,1.710325826,110,110,"Exp5"
"W725",379,50,1,1,1,8.318079732,0.12119263,0.791481754,110,110,"Exp5"
"W725",381,41,0,1,0,6.006620359,0.958381503,0.726093195,111,111,"Exp5"
"W725",381,41,0,1,0,6.793797877,0.98699422,1.340202437,111,111,"Exp5"
"W725",383,42,1,1,1,8.903854198,0.55867052,1.33610226,112,112,"Exp5"
"W725",383,42,0,1,0,7.586916502,0.972254335,0.932324493,112,112,"Exp5"
"W725",385,43,0,1,0,9.020440886,0.61849711,3.42176504,113,113,"Exp5"
"W725",385,43,0,1,0,7.750924779,0.465895954,1.233569915,113,113,"Exp5"
"W725",387,44,0,1,0,8.118280096,0.975722543,0.920341607,114,114,"Exp5"
"W725",387,44,0,1,0,8.384383088,0.974855491,0.93572035,114,114,"Exp5"
"W725",389,45,0,1,0,6.927067984,0.978323699,1.328329267,115,115,"Exp5"
"W725",389,45,0,1,0,7.370717888,0.955780347,0.813820034,115,115,"Exp5"
"W725",391,46,1,1,1,7.930786842,0.960062289,0.887959988,116,116,"Exp5"
"W725",391,46,1,1,1,7.594441874,0.941781836,0.817806478,116,116,"Exp5"
"W725",393,47,0,1,0,13.13030995,0.995607613,1.765293869,117,117,"Exp5"
"W725",393,47,0,1,0,7.231901324,0.96209345,1.53217894,117,117,"Exp5"
"W725",395,48,0,1,0,13.85436817,0.981389484,2.575493289,118,118,"Exp5"
"W725",395,48,0,1,0,9.713411156,0.166893762,1.888326037,118,118,"Exp5"
"W725",397,49,0,1,0,15.91867259,0.942797417,2.104118648,119,119,"Exp5"
"W725",397,49,0,1,0,8.750233698,0.938735094,0.749825742,119,119,"Exp5"
"W725",399,50,0,1,0,11.56912763,0.986467387,1.477878422,120,120,"Exp5"
"W725",399,50,0,1,0,6.272485275,0.970218096,0.755576471,120,120,"Exp5"
"M263",161,18,0,1,1,16.61231684,0.052133143,0.993743439,201,201,"Exp6"
"M263",177,53,0,1,1,15.70141493,0.898111866,1.209450863,211,211,"Exp6"
"M263",177,43,0,1,1,12.21266621,0.013541076,1.317421173,211,211,"Exp6"
"M263",1,39,1,0,0,10.47993996,0.699058049,1.45170098,201,211,"Exp6"
"M263",161,9,1,1,1,11.09804213,0.71530734,1.114032256,201,201,"Exp6"
"M263",2,8,1,0,0,12.36813178,0.494926328,1.083531145,201,211,"Exp6"
"M263",3,42,0,0,0,9.583954278,0.734603373,0.841519689,201,211,"Exp6"
"M263",4,51,1,0,0,17.61084304,0.734603373,1.001763098,201,211,"Exp6"
"M263",163,1,1,1,1,11.48997843,0.995607613,2.642903479,202,202,"Exp6"
"M263",179,51,1,1,1,9.694801166,0.91842348,1.193388939,212,212,"Exp6"
"M263",179,21,1,1,1,16.02653415,0.443131712,3.432087973,212,212,"Exp6"
"M263",5,35,0,0,0,11.82238011,0.824990056,1.119407057,202,212,"Exp6"
"M263",6,31,1,0,0,10.34029006,0.930610449,1.677841185,202,212,"Exp6"
"M263",7,17,0,0,0,22.17884316,0.84530167,4.063498076,202,212,"Exp6"
"M263",163,31,1,1,1,16.06870527,0.725463147,0.88992412,202,202,"Exp6"
"M263",8,52,0,0,0,19.78671633,0.254233702,0.78832335,202,212,"Exp6"
"M263",9,23,0,0,0,10.95633578,0.949906482,1.053904524,203,213,"Exp6"
"M263",165,47,0,1,1,10.3660052,0.912329996,0.933814125,203,203,"Exp6"
"M263",181,7,0,1,1,17.49293306,0.285716704,1.939857069,213,213,"Exp6"
"M263",10,47,0,0,0,11.91033887,0.639138788,1.038060641,203,213,"Exp6"
"M263",181,17,0,1,1,12.49606009,0.900143028,1.061499975,213,213,"Exp6"
"M263",11,19,0,0,0,22.86394589,0.808740765,1.727897335,203,213,"Exp6"
"M263",165,9,0,1,1,29.72391785,0.633045303,4.355722651,203,203,"Exp6"
"M263",12,2,0,0,0,23.91445314,0.139473083,2.403889511,203,213,"Exp6"
"M263",13,39,0,0,0,12.69218839,0.637107626,3.256024255,204,214,"Exp6"
"M263",14,54,1,0,0,9.906309012,0.861550961,0.863530666,204,214,"Exp6"
"M263",15,26,0,0,0,11.43038608,0.128301695,1.194028236,204,214,"Exp6"
"M263",16,1,1,0,0,11.01763434,0.854441896,1.408173598,204,214,"Exp6"
"M263",167,4,1,1,1,18.70940895,0.672652951,1.701908834,204,204,"Exp6"
"M263",183,35,1,1,1,12.72008997,0.426882421,1.188300645,214,214,"Exp6"
"M263",183,45,1,1,1,11.44880682,0.979358322,1.069736007,214,214,"Exp6"
"M263",167,32,0,1,1,12.99269277,0.639138788,0.688305135,204,204,"Exp6"
"M263",169,36,1,1,1,18.3986466,0.844797688,0.809559931,205,205,"Exp6"
"M263",169,15,1,1,1,12.99441603,0.678323699,0.998128267,205,205,"Exp6"
"M263",17,26,1,0,0,13.82197911,0.620231214,1.431641692,205,215,"Exp6"
"M263",18,28,0,0,0,13.88986306,0.739884393,1.087635426,205,215,"Exp6"
"M263",19,14,1,0,0,12.34632313,0.738150289,1.733987117,205,215,"Exp6"
"M263",20,51,0,0,0,13.56977926,0.569942197,1.916364573,205,215,"Exp6"
"M263",185,18,0,1,1,12.85468656,0.883815029,2.063687811,215,215,"Exp6"
"M263",185,27,1,1,1,11.13620461,0.587283237,1.468441067,215,215,"Exp6"
"M263",21,22,1,0,0,11.7169275,0.384393064,1.089707318,206,216,"Exp6"
"M263",22,37,0,0,0,12.90482106,0.780635838,0.929853376,206,216,"Exp6"
"M263",23,36,0,0,0,11.05799125,0.673988439,1.409484569,206,216,"Exp6"
"M263",171,44,0,1,1,10.40700632,0.721676301,1.618280767,206,206,"Exp6"
"M263",24,21,1,0,0,13.04298123,0.686127168,1.083708981,206,216,"Exp6"
"M263",171,43,1,1,1,15.08124059,0.496242775,1.665527578,206,206,"Exp6"
"M263",187,41,1,1,1,11.222601,0.753757225,0.712342423,216,216,"Exp6"
"M263",187,25,1,1,1,18.71108625,0.503179191,1.865472346,216,216,"Exp6"
"M263",173,5,1,1,1,14.73479787,0.700867052,1.190070242,207,207,"Exp6"
"M263",25,21,1,0,0,17.81291419,0.633236994,2.809732795,207,217,"Exp6"
"M263",26,28,1,0,0,13.65660259,0.725144509,3.441983272,207,217,"Exp6"
"M263",27,6,0,0,0,13.05281902,0.942774566,1.686973562,207,217,"Exp6"
"M263",189,43,0,1,1,21.20588566,0.004624277,1.291689096,217,217,"Exp6"
"M263",173,3,1,1,1,14.44884972,0.62283237,1.642360988,207,207,"Exp6"
"M263",28,26,1,0,0,16.58024124,0.467630058,1.058240267,207,217,"Exp6"
"M263",189,32,0,1,1,13.26596931,0.553468208,0.833476196,217,217,"Exp6"
"M263",175,17,0,1,1,13.71316919,0.628034682,0.725752741,208,208,"Exp6"
"M263",191,31,0,1,1,15.57672337,0.334104046,1.991959973,218,218,"Exp6"
"M263",29,40,0,0,0,11.43610262,0.973121387,1.798382954,208,218,"Exp6"
"M263",30,42,1,0,0,12.91650429,0.630635838,0.961849527,208,218,"Exp6"
"M263",175,17,1,1,1,15.64550888,0.197109827,1.184226996,208,208,"Exp6"
"M263",191,32,1,1,1,12.41449325,0.521387283,2.067793295,218,218,"Exp6"
"M263",31,44,1,0,0,12.47792605,0.676589595,1.644002424,208,218,"Exp6"
"M263",32,4,0,0,0,1.748183397,0.778901734,2.102193731,208,218,"Exp6"
"M263",33,43,0,0,0,11.62080132,0.905220931,0.769388562,221,231,"Exp6"
"M263",193,38,1,1,1,13.75617705,0.994592033,1.091640096,221,221,"Exp6"
"M263",34,37,0,0,0,11.47490598,0.799600538,1.17235456,221,231,"Exp6"
"M263",3,3,0,0,0,23.95127466,0.445162874,4.407948956,221,231,"Exp6"
"M263",36,48,1,0,0,13.25250417,0.999669936,3.616681833,221,231,"Exp6"
"M263",209,5,1,1,1,13.5028948,0.864597703,1.577468083,231,231,"Exp6"
"M263",193,1,1,1,1,18.28995859,0.333448997,1.556346901,221,221,"Exp6"
"M263",209,8,1,1,1,17.1984348,0.997638775,2.096120328,231,231,"Exp6"
"M263",211,3,1,1,1,11.96577728,0.978342742,1.64872814,232,232,"Exp6"
"M263",195,10,1,1,1,16.6348757,0.959046708,1.525589212,222,222,"Exp6"
"M263",37,46,0,0,0,12.98605648,0.879831414,0.841648404,222,232,"Exp6"
"M263",211,25,1,1,1,18.85654498,0.307043898,1.291409522,232,232,"Exp6"
"M263",38,29,0,0,0,12.46658955,0.689917823,1.211556956,222,232,"Exp6"
"M263",195,41,1,1,1,17.36488483,0.882878156,1.223642455,222,222,"Exp6"
"M263",39,14,0,0,0,15.1571132,0.894049543,0.910095125,222,232,"Exp6"
"M263",8,40,1,0,0,13.32014171,0.391337097,1.215384615,222,232,"Exp6"
"M263",213,12,0,1,1,13.08818626,0.322277609,1.075773625,233,233,"Exp6"
"M263",197,29,0,1,1,18.29909408,0.746790342,0.989729763,223,223,"Exp6"
"M263",41,54,1,0,0,9.358305841,0.124239372,1.6583176,223,233,"Exp6"
"M263",42,50,0,0,0,13.40874319,0.970218096,1.438271887,223,233,"Exp6"
"M263",197,6,0,1,1,13.01855887,0.78741357,1.27604431,223,223,"Exp6"
"M263",43,51,1,0,0,13.94855303,0.442116132,1.176186068,223,233,"Exp6"
"M263",10,41,1,0,0,13.43008546,0.732572212,0.834206897,223,233,"Exp6"
"M263",213,34,0,1,1,18.73101686,0.897096286,1.659528606,233,233,"Exp6"
"M263",45,16,0,0,0,18.39086062,0.600546721,5.995823812,224,234,"Exp6"
"M263",215,22,1,1,1,13.1305103,0.923501384,1.279445201,234,234,"Exp6"
"M263",46,49,0,0,0,16.8210029,0.772179859,1.053725131,224,234,"Exp6"
"M263",14,43,1,0,0,12.76063376,0.349698288,0.876113966,224,234,"Exp6"
"M263",215,30,1,1,1,12.08651211,0.891002801,0.79002012,234,234,"Exp6"
"M263",199,46,1,1,1,12.62466431,0.998654356,1.430100799,224,224,"Exp6"
"M263",48,27,0,0,0,17.19268239,0.551798847,2.517619018,224,234,"Exp6"
"M263",199,53,1,1,1,13.68811527,0.377118967,0.70542633,224,224,"Exp6"
"M263",201,9,0,1,1,12.18817107,0.673988439,2.600517357,225,225,"Exp6"
"M263",49,17,0,0,0,19.03313645,0.64017341,1.822044861,225,235,"Exp6"
"M263",20,19,1,0,0,11.39466521,0.98699422,1.207819446,225,235,"Exp6"
"M263",217,46,0,1,1,13.01744794,0.136416185,5.412448197,235,235,"Exp6"
"M263",51,54,1,0,0,10.88108649,0.981791908,1.069974214,225,235,"Exp6"
"M263",52,7,1,0,0,14.26195341,0.473699422,2.055863105,225,235,"Exp6"
"M263",201,48,0,1,1,14.0261155,0.630635838,0.795794169,225,225,"Exp6"
"M263",217,2,1,1,1,12.92808519,0.505780347,1.36575588,235,235,"Exp6"
"M263",219,18,1,1,1,12.58836585,0.908959538,1.279723036,236,236,"Exp6"
"M263",203,20,1,1,1,15.04420905,0.915895954,1.373599488,226,226,"Exp6"
"M263",23,23,1,0,0,13.37589981,0.876878613,0.723414616,226,236,"Exp6"
"M263",203,13,1,1,1,16.7344112,0.696531792,1.35140004,226,226,"Exp6"
"M263",54,49,1,0,0,11.46731268,0.798843931,0.696211416,226,236,"Exp6"
"M263",55,51,0,0,0,13.75103818,0.588150289,1.6123167,226,236,"Exp6"
"M263",56,30,0,0,0,13.49745888,0.641907514,2.29773206,226,236,"Exp6"
"M263",219,4,1,1,1,15.80496833,0.716473988,1.289991182,236,236,"Exp6"
"M263",57,13,1,0,0,14.72055064,0.655780347,1.783138451,227,237,"Exp6"
"M263",221,53,1,1,1,14.93334772,0.904624277,1.409506785,237,237,"Exp6"
"M263",205,21,0,1,1,16.9983629,0.371387283,2.265874389,227,227,"Exp6"
"M263",205,39,1,1,1,13.20425925,0.996531792,1.368288369,227,227,"Exp6"
"M263",58,23,0,0,0,12.03488737,0.458959538,1.426283318,227,237,"Exp6"
"M263",221,48,0,1,1,12.51053513,0.722543353,0.914204292,237,237,"Exp6"
"M263",27,42,0,0,0,11.33119642,0.871676301,2.184383955,227,237,"Exp6"
"M263",60,37,1,0,0,15.48514891,0.626300578,2.995652397,227,237,"Exp6"
"M263",30,50,0,0,0,16.3956658,0.769364162,5.143977952,228,238,"Exp6"
"M263",207,11,1,1,1,13.54870861,0.714739884,1.241981136,228,228,"Exp6"
"M263",223,52,1,1,1,13.14535417,0.798843931,1.438381771,238,238,"Exp6"
"M263",62,11,1,0,0,13.57742739,0.621098266,1.381772121,228,238,"Exp6"
"M263",223,39,1,1,1,12.17709865,0.589884393,4.350132832,238,238,"Exp6"
"M263",63,38,1,0,0,13.40296237,0.638439306,1.843923116,228,238,"Exp6"
"M263",64,54,0,0,0,12.40254991,0.496242775,1.043477207,228,238,"Exp6"
"M263",207,31,1,1,1,11.55404849,0.84566474,1.163587382,228,228,"Exp6"
"M263",65,46,1,0,0,12.16291477,0.636092045,1.342088214,241,251,"Exp6"
"M263",225,34,0,1,1,12.80829077,0.06228895,1.097792393,241,241,"Exp6"
"M263",241,6,0,1,1,20.97316352,0.247124637,3.570362747,251,251,"Exp6"
"M263",225,47,1,1,1,21.75661836,0.345635965,3.031929925,241,241,"Exp6"
"M263",66,45,0,0,0,15.64703382,0.668590628,1.242156498,241,251,"Exp6"
"M263",67,19,1,0,0,13.65461566,0.916392319,0.721431855,241,251,"Exp6"
"M263",34,6,0,0,0,13.07518265,0.353760611,1.65451902,241,251,"Exp6"
"M263",241,40,1,1,1,15.32886821,0.619842754,1.221678808,251,251,"Exp6"
"M263",243,52,1,1,1,9.928187453,0.981389484,0.925666184,252,252,"Exp6"
"M263",69,33,1,0,0,10.49798055,0.70007363,1.268050314,242,252,"Exp6"
"M263",39,28,1,0,0,11.28415334,0.919439061,1.40424502,242,252,"Exp6"
"M263",243,15,1,1,1,10.13674634,0.909283254,1.403542434,252,252,"Exp6"
"M263",71,35,0,0,0,19.67464003,0.034868271,1.554331928,242,252,"Exp6"
"M263",227,50,1,1,1,15.22212867,0.935688352,1.437874172,242,242,"Exp6"
"M263",227,49,1,1,1,10.98849564,0.884909317,1.273691953,242,242,"Exp6"
"M263",72,2,0,0,0,13.07426411,0.999669936,1.132500465,242,252,"Exp6"
"M263",245,27,0,1,1,14.58296048,0.225797442,0.7622558,253,253,"Exp6"
"M263",43,48,0,0,0,15.82289668,0.64218553,0.643727082,243,253,"Exp6"
"M263",74,34,1,0,0,11.47989463,0.959046708,1.538365323,243,253,"Exp6"
"M263",229,22,1,1,1,12.26288291,0.939750675,1.254202578,243,243,"Exp6"
"M263",75,21,0,0,0,11.09054674,0.996623194,2.31445432,243,253,"Exp6"
"M263",245,48,0,1,1,12.15614848,0.993576452,1.735753826,253,253,"Exp6"
"M263",76,27,0,0,0,11.9263893,0.992560871,1.69205796,243,253,"Exp6"
"M263",229,20,1,1,1,13.57964383,0.763039633,0.978167675,243,243,"Exp6"
"M263",231,44,0,1,1,12.3780334,0.241031153,0.953416392,244,244,"Exp6"
"M263",77,10,1,0,0,12.98590766,0.683824338,1.722559071,244,254,"Exp6"
"M263",45,38,1,0,0,11.80482445,0.749837084,1.151666556,244,254,"Exp6"
"M263",247,13,1,1,1,17.3227335,0.996623194,3.049651999,254,254,"Exp6"
"M263",247,5,1,1,1,11.42472349,0.717338502,1.010702564,254,254,"Exp6"
"M263",79,4,1,0,0,11.87540544,0.582266268,1.254367641,244,254,"Exp6"
"M263",231,50,1,1,1,8.976648756,0.779288924,1.382347269,244,244,"Exp6"
"M263",80,36,1,0,0,13.13686265,0.947875321,1.154104866,244,254,"Exp6"
"M263",233,5,1,1,1,9.264577516,0.48150289,3.303688271,245,245,"Exp6"
"M263",233,19,0,1,1,16.6406454,0.970520231,0.981552646,245,245,"Exp6"
"M263",249,35,1,1,1,11.95681783,0.71734104,1.049572768,255,255,"Exp6"
"M263",81,15,0,0,0,15.39812186,0.378323699,1.296055513,245,255,"Exp6"
"M263",82,12,0,0,0,12.94930337,0.257803468,1.746365222,245,255,"Exp6"
"M263",49,43,1,0,0,11.12568264,0.778901734,0.916372381,245,255,"Exp6"
"M263",249,1,0,1,1,13.76019807,0.127745665,4.480440102,255,255,"Exp6"
"M263",84,24,0,0,0,15.41656675,0.678323699,1.211770425,245,255,"Exp6"
"M263",251,22,1,1,1,11.95078227,0.543063584,0.773459118,256,256,"Exp6"
"M263",85,7,0,0,0,21.49711412,0.424277457,1.808120896,246,256,"Exp6"
"M263",251,2,1,1,1,13.42704393,0.968786127,1.359590873,256,256,"Exp6"
"M263",235,47,1,1,1,12.23638032,0.869942197,1.301907811,246,246,"Exp6"
"M263",86,29,1,0,0,13.87434982,0.945375723,1.712095461,246,256,"Exp6"
"M263",54,24,1,0,0,11.39043275,0.957514451,1.047648849,246,256,"Exp6"
"M263",235,8,1,1,1,15.04664345,0.392196532,1.456172836,246,246,"Exp6"
"M263",88,28,0,0,0,13.59042873,0.56300578,1.376308261,246,256,"Exp6"
"M263",89,34,1,0,0,17.550033,0.56300578,1.499644967,247,257,"Exp6"
"M263",253,53,1,1,1,13.18001877,0.332369942,0.951922152,257,257,"Exp6"
"M263",58,41,0,0,0,13.26619244,0.68265896,0.961720909,247,257,"Exp6"
"M263",253,32,0,1,1,19.00875027,0.791040462,4.217662855,257,257,"Exp6"
"M263",237,6,0,1,1,13.54739853,0.475433526,4.966651257,247,247,"Exp6"
"M263",91,51,0,0,0,15.63663246,0.788439306,1.328000329,247,257,"Exp6"
"M263",237,45,0,1,1,10.90432179,0.773699422,1.057685117,247,247,"Exp6"
"M263",92,16,0,0,0,14.53571537,0.989595376,1.717993371,247,257,"Exp6"
"M263",239,16,0,1,1,14.03611346,0.192774566,1.813953011,248,248,"Exp6"
"M263",93,40,1,0,0,12.64093732,0.432080925,1.566363197,248,258,"Exp6"
"M263",64,31,1,0,0,14.95932978,0.595953757,4.467927389,248,258,"Exp6"
"M263",255,4,0,1,1,19.14646771,0.585549133,1.609798182,258,258,"Exp6"
"M263",255,46,1,1,1,16.89854675,0.599421965,0.699900229,258,258,"Exp6"
"M263",239,30,0,1,1,14.68108813,0.724277457,0.978083644,248,248,"Exp6"
"M263",95,20,1,0,0,20.33834558,0.315028902,0.9875463,248,258,"Exp6"
"M263",96,27,1,0,0,20.60222928,0.628034682,2.243573828,248,258,"Exp6"
"M263",97,32,0,0,0,10.19808254,0.634060884,1.398068852,261,271,"Exp6"
"M263",98,13,0,0,0,11.49782318,0.640154368,0.913587955,261,271,"Exp6"
"M263",257,3,1,1,1,12.85474224,0.533518395,1.29233506,261,261,"Exp6"
"M263",273,15,1,1,1,10.86065627,0.967171354,0.807828933,271,271,"Exp6"
"M263",273,33,1,1,1,14.98467861,0.834130282,3.113628589,271,271,"Exp6"
"M263",257,9,0,1,1,10.49000408,0.061273369,1.133880407,261,261,"Exp6"
"M263",67,15,0,0,0,20.92886026,0.503050974,1.320386693,261,271,"Exp6"
"M263",100,37,0,0,0,16.91698895,0.412664291,1.200360402,261,271,"Exp6"
"M263",71,31,1,0,0,17.20098396,0.919439061,1.0642218,262,272,"Exp6"
"M263",102,36,0,0,0,15.78394062,0.06330453,2.238243297,262,272,"Exp6"
"M263",259,25,1,1,1,12.30668782,0.980373903,1.759992388,262,262,"Exp6"
"M263",275,13,1,1,1,10.78825147,0.924516964,0.745765778,272,272,"Exp6"
"M263",275,24,0,1,1,18.81274246,0.050101981,0.95382759,272,272,"Exp6"
"M263",259,17,1,1,1,11.9984148,0.998654356,1.809657452,262,262,"Exp6"
"M263",103,42,0,0,0,14.6706336,0.551798847,1.48434763,262,272,"Exp6"
"M263",104,24,1,0,0,13.98044477,0.529456072,1.985741318,262,272,"Exp6"
"M263",105,24,0,0,0,10.82079576,0.953968805,1.026095304,263,273,"Exp6"
"M263",106,23,0,0,0,14.98857043,0.682808758,0.830139972,263,273,"Exp6"
"M263",277,19,1,1,1,9.664547222,0.91842348,1.545535716,273,273,"Exp6"
"M263",107,21,0,0,0,9.398553777,0.908267673,1.774084725,263,273,"Exp6"
"M263",261,8,1,1,1,12.94821863,0.989514129,1.038122647,263,263,"Exp6"
"M263",277,26,0,1,1,15.09125866,0.310090641,1.286150586,273,273,"Exp6"
"M263",261,20,1,1,1,14.73098693,0.916392319,1.223699335,263,263,"Exp6"
"M263",76,38,0,0,0,12.34649445,0.891002801,0.717544756,263,273,"Exp6"
"M263",77,5,0,0,0,21.54934069,0.560939074,2.132211473,264,274,"Exp6"
"M263",279,11,1,1,1,11.5645748,0.986467387,1.185391949,274,274,"Exp6"
"M263",263,30,1,1,1,18.23046861,0.858504219,1.173674634,264,264,"Exp6"
"M263",110,36,1,0,0,13.24055925,0.834130282,0.861453364,264,274,"Exp6"
"M263",111,22,0,0,0,17.77909947,0.730541051,1.388747297,264,274,"Exp6"
"M263",279,2,1,1,1,15.69188862,0.974280419,1.126735243,274,274,"Exp6"
"M263",263,49,0,1,1,10.13534373,0.997638775,0.840146589,264,264,"Exp6"
"M263",112,23,1,0,0,13.52314107,0.479692618,0.93168798,264,274,"Exp6"
"M263",265,1,1,1,1,16.49580124,0.838728324,1.764954343,265,265,"Exp6"
"M263",281,8,0,1,1,15.83023939,0.576011561,3.043992909,275,275,"Exp6"
"M263",113,10,1,0,0,13.51872349,0.957514451,1.214241276,265,275,"Exp6"
"M263",114,49,1,0,0,10.15177983,0.051445087,5.859943498,265,275,"Exp6"
"M263",81,8,1,0,0,16.10617388,0.378323699,2.434360739,265,275,"Exp6"
"M263",281,34,1,1,1,14.16467511,0.709537572,1.564232954,275,275,"Exp6"
"M263",265,44,1,1,1,13.60298762,0.657514451,0.678240316,265,265,"Exp6"
"M263",116,19,1,0,0,15.84096157,0.428612717,1.108453375,265,275,"Exp6"
"M263",117,33,0,0,0,10.4311075,0.445086705,1.58497502,266,276,"Exp6"
"M263",267,7,0,1,1,2.194452903,0.341040462,1.402223523,266,266,"Exp6"
"M263",118,12,1,0,0,14.35679252,0.751156069,1.284296676,266,276,"Exp6"
"M263",119,26,1,0,0,20.58964588,0.550867052,2.347642206,266,276,"Exp6"
"M263",283,38,1,1,1,15.52640972,0.86300578,0.749645583,276,276,"Exp6"
"M263",267,14,0,1,1,14.77224527,0.70867052,1.096242399,266,266,"Exp6"
"M263",283,35,1,1,1,14.03340381,0.711271676,1.328265787,276,276,"Exp6"
"M263",88,1,0,0,0,16.84251147,0.670520231,1.761693706,266,276,"Exp6"
"M263",121,14,0,0,0,17.65426981,0.70867052,1.941965603,267,277,"Exp6"
"M263",269,38,0,1,1,11.90890887,0.577745665,1.209713368,267,267,"Exp6"
"M263",269,30,0,1,1,11.87242015,0.743352601,1.152425609,267,267,"Exp6"
"M263",89,23,0,0,0,15.31249813,0.510982659,7.613825212,267,277,"Exp6"
"M263",123,42,0,0,0,13.62319146,0.287283237,4.145862894,267,277,"Exp6"
"M263",285,12,0,1,1,14.31044966,0.17716763,1.123662177,277,277,"Exp6"
"M263",285,25,0,1,1,13.82220635,0.504046243,0.913878107,277,277,"Exp6"
"M263",124,20,1,0,0,15.02184937,0.454624277,1.545636885,267,277,"Exp6"
"M263",125,33,0,0,0,15.44045178,0.380057803,2.154052435,268,278,"Exp6"
"M263",271,35,1,1,1,11.4951602,0.758959538,1.720206166,268,268,"Exp6"
"M263",96,25,0,0,0,14.74896621,0.674855491,1.37043137,268,278,"Exp6"
"M263",287,22,1,1,1,15.32875762,0.595953757,1.736387716,278,278,"Exp6"
"M263",271,36,1,1,1,16.75570993,0.70433526,1.345780298,268,268,"Exp6"
"M263",287,11,1,1,1,15.14254755,0.420809249,2.484993265,278,278,"Exp6"
"M263",127,2,1,0,0,2.814648298,0.446820809,1.638263835,268,278,"Exp6"
"M263",128,27,1,0,0,13.40869232,0.86300578,0.941859586,268,278,"Exp6"
"M263",129,7,0,0,0,11.00240795,0.602577882,1.247648818,281,291,"Exp6"
"M263",289,16,1,1,1,13.53097812,0.987482968,1.243694155,281,281,"Exp6"
"M263",289,7,1,1,1,12.33016607,0.690933403,1.375824726,281,281,"Exp6"
"M263",305,28,1,1,1,13.94669714,0.999669936,1.336179739,291,291,"Exp6"
"M263",97,4,1,0,0,14.07354955,0.524378168,1.292143057,281,291,"Exp6"
"M263",131,37,1,0,0,13.75090325,0.883893736,0.827391004,281,291,"Exp6"
"M263",305,12,1,1,1,10.87868959,0.965140192,1.054988123,291,291,"Exp6"
"M263",132,11,1,0,0,17.84798664,0.036899432,1.654142711,281,291,"Exp6"
"M263",307,44,1,1,1,14.7586932,0.993576452,1.344002727,292,292,"Exp6"
"M263",291,29,0,1,1,21.56100288,0.503050974,6.468357868,282,282,"Exp6"
"M263",133,14,0,0,0,13.82060376,0.400477323,1.104372666,282,292,"Exp6"
"M263",134,33,0,0,0,12.89200836,0.937719514,0.671937413,282,292,"Exp6"
"M263",104,39,1,0,0,20.77923546,0.623905077,2.050382379,282,292,"Exp6"
"M263",136,40,0,0,0,13.01876156,0.928579287,1.095860389,282,292,"Exp6"
"M263",291,30,0,1,1,19.33287592,0.920454642,1.603627291,282,282,"Exp6"
"M263",307,25,1,1,1,10.86215381,0.620858335,0.624403198,292,292,"Exp6"
