Stimulus,Type,Experiment,CID,ID,Compared To ID,ID In Exp 1,ID In Exp 2,Dilution1,Dilution2,Dilution3
329,mixture,"Exp4,5",7799;1068;31244;1031;176;180;7363;14286;61138;8025;19310;7793;443158;264;11552;12020;527;263;1032;8063;8857;7284;11173;8103;637566;638011;24915;3314;10430,M45,M55,45,,100.00%,,
330,mixture,"Exp4,5",1031;7363;7150;8025;527;84682;5318042;637566;638011;3314;10430,M46,M56,46,,100.00%,,
331,mixture,"Exp4,5",6590;31244;176;180;7150;14286;6561;7793;443158;22386;62336;527;9609;6584;6569;8063;6276;7895;11173;5284503;5318042;637566;637776;31266;10430,M47,M57,47,,100.00%,,
332,mixture,"Exp4,5",7363;14286;8025;6561;264;22386;62336;6569;84682;8063;11173;261;8103;637776;10890;24915;31266;3314;10430,M48,M58,48,,100.00%,,
333,mixture,"Exp4,5",6561;264;9609;1032;84682;10448;11173;637566;638011;637776;10890,M49,M59,49,,100.00%,,
334,mixture,"Exp4,5",7799;6590;1031;176;180;7150;61138;6561;7793;264;12020;22386;62336;9609;6584;1032;84682;10448;7895;7284;11173;5318042;8103;10890;31266;10430,M50,M60,50,,100.00%,,
335,mixture,"Exp4,5",7799;6590;31244;3776;7363;7150;14286;61138;8025;19310;6561;7793;12020;22386;62336;527;263;6584;8063;10448;8857;11173;637566;638011;637776;24915;31266;10430,M51,M41,51,,100.00%,,
336,mixture,"Exp4,5",1031;7363;7150;8025;527;84682;5318042;637566;638011;3314;10430,M52,M42,52,,100.00%,,
337,mixture,"Exp4,5",7799;6590;31244;1031;7150;61138;19310;6561;7793;443158;11552;527;263;6584;1032;84682;10448;7284;5284503;637566;638011;637776;10890;24915;31266;3314;8842;10430,M53,M43,53,,100.00%,,
338,mixture,"Exp4,5",180;7363;7150;14286;61138;8025;19310;443158;264;11552;12020;22386;62336;527;9609;6569;84682;8063;6276;10448;7895;11173;261;5318042;8103;637566;638011;10890;24915;10430,M54,M44,54,,100.00%,,
339,mixture,"Exp4,5",6590;31244;180;3776;7363;14286;19310;6561;264;9609;6569;6276;8857;7284;5318042;637566;638011;24915;31266;8842;10430,M55,M45,55,,100.00%,,
340,mixture,"Exp4,5",7799;1068;31244;1031;176;7150;61138;7793;443158;11552;22386;527;263;6584;1032;84682;8063;6276;7284;11173;5318042;8103;637566;638011;637776;3314;8842;10430,M56,M46,56,,100.00%,,
341,mixture,"Exp4,5",1068;7150;14286;6561;7793;11552;22386;263;6569;8063;6276;8857;7284;261;5318042;8103;637566;637776;10430,M57,M47,57,,100.00%,,
342,mixture,"Exp4,5",6590;7363;14286;61138;8025;264;12020;22386;263;9609;1032;8063;11173;10890;31266;10430,M58,M48,58,,100.00%,,
343,mixture,"Exp4,5",6590;176;6561;264;62336;10448;8857;7284;11173;261;5318042;8103;638011;10890,M59,M49,59,,100.00%,,
344,mixture,"Exp4,5",1068;31244;176;180;3776;7363;7150;61138;8025;7793;264;11552;22386;527;9609;6584;6569;84682;8063;6276;10448;7284;11173;261;10890;24915;10430,M60,M50,60,,100.00%,,
345,mixture,"Exp4,5",7799;1068;31244;176;180;3776;7363;14286;19310;264;11552;12020;22386;527;263;9609;84682;8063;6276;10448;7284;11173;5318042;8103;638011;637776;10890;31266;8842,M61,M71,61,,100.00%,,
346,mixture,"Exp4,5",7799;1068;6590;31244;176;7363;61138;6561;443158;12020;62336;527;6584;10448;8857;7895;11173;261;5284503;8103;31266;3314,M62,M72,62,,100.00%,,
347,mixture,"Exp4,5",1068;31244;176;3776;7150;61138;8025;6561;62336;527;263;9609;6569;8063;5318042;3314;8842,M63,M73,63,,100.00%,,
348,mixture,"Exp4,5",7799;1068;6590;31244;1031;176;180;3776;7363;14286;61138;8025;443158;12020;62336;527;263;9609;6584;84682;6276;10448;7284;11173;5318042;8103;637566;24915;31266;3314,M64,M74,64,,100.00%,,
349,mixture,"Exp4,5",1031;176;3776;14286;19310;6561;7793;12020;263;6276;7284;8103;10890,M65,M75,65,,100.00%,,
350,mixture,"Exp4,5",7799;1068;1031;180;3776;7363;8025;19310;6561;264;12020;62336;6584;1032;6276;10448;261;5318042;10890;31266;8842;10430,M66,M76,66,,100.00%,,
351,mixture,"Exp4,5",1068;3776;7363;61138;443158;527;1032;84682;7284;637776;3314,M67,M77,67,,100.00%,,
352,mixture,"Exp4,5",7799;1068;6590;1031;176;180;7363;7150;14286;61138;6561;12020;9609;6584;84682;6276;10448;8857;7284;11173;261;5284503;8103;637566;637776;10890;3314;8842;10430,M68,M78,68,,100.00%,,
353,mixture,"Exp4,5",61138;264;11552;9609;8063;6276;10448;11173;5284503;8103,M69,M79,69,,100.00%,,
354,mixture,"Exp4,5",1068;8025;6561;264;22386;263;9609;6584;6569;261;5318042;10890;3314,M70,M80,70,,100.00%,,
355,mixture,"Exp4,5",1031;3776;7150;22386;6584;8063;6276;8857;261;8103;31266,M71,M61,71,,100.00%,,
356,mixture,"Exp4,5",7799;1068;31244;1031;7793;264;62336;9609;6584;1032;6276;8857;7895;7284;11173;261;5284503;24915;3314;8842,M72,M62,72,,100.00%,,
357,mixture,"Exp4,5",31244;1031;176;180;3776;7363;19310;6561;443158;264;11552;12020;62336;9609;1032;6569;84682;8063;6276;7895;7284;11173;261;5284503;5318042;637566;638011;10890;31266,M73,M63,73,,100.00%,,
358,mixture,"Exp4,5",6590;176;6561;443158;264;11552;12020;62336;6569;84682;10448;8857;261;5318042;637566;638011;637776;10890,M74,M64,74,,100.00%,,
359,mixture,"Exp4,5",1068;31244;61138;527;9609;6569;10448;7895;261;5318042;8103;638011;8842;10430,M75,M65,75,,100.00%,,
360,mixture,"Exp4,5",6590;3776;7150;8025;263;9609;8857;261;637776;24915,M76,M66,76,,100.00%,,
361,mixture,"Exp4,5",1068;31244;7150;14286;8025;7793;264;22386;261;5318042;31266,M77,M67,77,,100.00%,,
362,mixture,"Exp4,5",180;7363;7793;11552;12020;22386;263;84682;6276;7895;7284;261;5284503;5318042;8103;638011;637776;24915;3314,M78,M68,78,,100.00%,,
363,mixture,"Exp4,5",1068;1031;61138;7793;10448;7284;637566;637776;31266;3314;8842,M79,M69,79,,100.00%,,
364,mixture,"Exp4,5",1068;6590;61138;6561;7793;22386;8857;11173;261;638011;637776,M80,M70,80,,100.00%,,
365,mixture,"Exp4,5",6590;176;7363;14286;443158;11552;12020;22386;10448;7284;11173;5284503;5318042;637566;638011;637776;10890;31266;3314,M81,M91,81,,100.00%,,
366,mixture,"Exp4,5",1068;31244;180;7363;7150;8025;7793;443158;264;527;9609;6584;1032;84682;6276;10448;8857;7284;11173;5284503;8103;637566;638011;637776;3314;10430,M82,M92,82,,100.00%,,
367,mixture,"Exp4,5",6590;176;7150;8025;19310;443158;264;6569;11173;261;8103;637566,M83,M93,83,,100.00%,,
368,mixture,"Exp4,5",180;3776;7363;7150;61138;8025;7793;11552;12020;22386;62336;527;6584;84682;8063;6276;10448;638011;637776;10890;24915;31266;8842;10430,M84,M94,84,,100.00%,,
369,mixture,"Exp4,5",31244;180;8025;6561;11552;527;263;6584;84682;6276;8857;11173;261;10890;24915;3314;10430,M85,M95,85,,100.00%,,
370,mixture,"Exp4,5",1068;6590;31244;1031;3776;7363;7150;8025;19310;6561;443158;264;11552;12020;62336;527;9609;6584;1032;10448;8857;11173;261;8103;638011;10890;31266;3314;10430,M86,M96,86,,100.00%,,
371,mixture,"Exp4,5",1068;6590;31244;176;3776;7150;8025;19310;7793;443158;264;12020;22386;1032;6569;84682;8063;6276;10448;8857;11173;5318042;8103;637566;638011;637776;3314;8842;10430,M87,M97,87,,100.00%,,
372,mixture,"Exp4,5",1068;3776;7363;61138;8025;19310;22386;62336;84682;8063;6276;10448;7284,M88,M98,88,,100.00%,,
373,mixture,"Exp4,5",1031;180;7363;7150;8025;6561;443158;264;11552;12020;527;263;6584;6569;6276;10448;7284;5284503;637566;638011;31266;8842;10430,M89,M99,89,,100.00%,,
374,mixture,"Exp4,5",1068;1031;61138;19310;11552;12020;8063;6276;10448;8857;7895;638011;24915,M90,M100,90,,100.00%,,
375,mixture,"Exp4,5",1031;176;7363;14286;8025;7793;443158;527;263;6584;6276;10448;8857;7895;11173;5318042;637566;638011;10890;31266,M91,M81,91,,100.00%,,
376,mixture,"Exp4,5",1031;180;7363;7150;8025;6561;443158;264;11552;12020;527;263;6584;6569;6276;10448;7284;5284503;637566;638011;31266;8842;10430,M92,M82,92,,100.00%,,
377,mixture,"Exp4,5",1068;3776;7150;61138;19310;443158;264;12020;22386;62336;7284;5284503;8103;637566;24915;31266,M93,M83,93,,100.00%,,
378,mixture,"Exp4,5",6590;3776;7363;7150;61138;8025;7793;443158;12020;22386;263;6569;84682;6276;10448;8857;7895;11173;261;5284503;8103;638011;10890;24915;31266;3314;8842;10430,M94,M84,94,,100.00%,,
379,mixture,"Exp4,5",6590;180;3776;443158;22386;263;9609;1032;84682;7284;11173;10890;3314;10430,M95,M85,95,,100.00%,,
380,mixture,"Exp4,5",1068;6590;31244;180;3776;7363;7150;61138;8025;19310;264;11552;22386;527;1032;6569;8063;6276;10448;8857;261;5284503;5318042;8103;638011;10890;24915;31266;3314;10430,M96,M86,96,,100.00%,,
381,mixture,"Exp4,5",6590;31244;1031;7150;19310;6561;7793;264;12020;62336;263;9609;84682;8063;6276;10448;8857;11173;261;5284503;5318042;637566;638011;24915;8842;10430,M97,M87,97,,100.00%,,
382,mixture,"Exp4,5",6590;180;3776;7363;8025;19310;12020;22386;263;1032;6569;10448;7284;637776;31266,M98,M88,98,,100.00%,,
383,mixture,"Exp4,5",1068;31244;180;7363;7150;8025;7793;443158;264;527;9609;6584;1032;84682;6276;10448;8857;7284;11173;5284503;8103;637566;638011;637776;3314;10430,M99,M89,99,,100.00%,,
384,mixture,"Exp4,5",1031;61138;8025;19310;6561;7793;11552;22386;527;9609;1032;10448;7284;11173;261;5284503;8103;638011,M100,M90,100,,100.00%,,
385,mixture,"Exp4,5",3776;7363;7150;6561;7793;12020;22386;527;6584;1032;6569;84682;8063;6276;7284;5318042;8103;637566;637776;31266;8842;10430,M101,M111,101,,100.00%,,
386,mixture,"Exp4,5",7799;6590;31244;176;7363;14286;61138;6561;62336;9609;6584;1032;84682;11173;5284503;3314,M102,M112,102,,100.00%,,
387,mixture,"Exp4,5",1068;3776;7150;14286;61138;8025;19310;6561;7793;443158;11552;22386;62336;263;6584;84682;6276;10448;8857;7895;5284503;5318042;8103;637566;638011;24915;3314;10430,M103,M113,103,,100.00%,,
388,mixture,"Exp4,5",1068;6590;31244;1031;176;7363;14286;61138;8025;19310;6561;11552;62336;527;263;9609;8063;6276;10448;7895;261;5284503;5318042;8103;637566;638011;24915;3314;8842;10430,M104,M114,104,,100.00%,,
389,mixture,"Exp4,5",7799;3776;7150;19310;6561;6569;84682;6276;11173;637566;31266,M105,M115,105,,100.00%,,
390,mixture,"Exp4,5",7799;1068;6590;176;7363;14286;8025;6561;7793;11552;263;9609;1032;6569;84682;8063;10448;7895;7284;11173;261;8103;637566;638011;10890;31266;8842;10430,M106,M116,106,,100.00%,,
391,mixture,"Exp4,5",31244;180;8025;19310;22386;263;10448;7895;10890;3314;10430,M107,M117,107,,100.00%,,
392,mixture,"Exp4,5",180;3776;7150;6561;7793;264;11552;22386;527;8857;7895;261;8842,M108,M118,108,,100.00%,,
393,mixture,"Exp4,5",176;180;7363;264;12020;263;9609;1032;84682;6276;7895;11173;638011;10430,M109,M119,109,,100.00%,,
394,mixture,"Exp4,5",3776;14286;8025;19310;443158;264;11552;12020;22386;62336;527;263;1032;6569;8063;10448;8857;7895;7284;261;5284503;8103;637566;637776;10890;24915;31266;8842,M110,M120,110,,100.00%,,
395,mixture,"Exp4,5",7799;1068;31244;3776;7150;14286;19310;6561;7793;12020;62336;263;6584;6276;10448;7284;5284503;8103;637566;637776;31266;8842,M111,M101,111,,100.00%,,
396,mixture,"Exp4,5",1068;6590;31244;1031;3776;7363;7150;14286;6561;11552;12020;62336;527;9609;1032;6569;8063;6276;7284;11173;5318042;8103;3314;8842,M112,M102,112,,100.00%,,
397,mixture,"Exp4,5",3776;7363;7150;8025;19310;264;12020;263;9609;84682;10448;7895;7284;5284503;5318042;8103;638011;24915;3314;10430,M113,M103,113,,100.00%,,
398,mixture,"Exp4,5",7799;1068;31244;1031;180;7363;7150;14286;8025;6561;264;22386;62336;263;9609;1032;84682;8063;6276;10448;11173;5284503;8103;637566;638011;24915;10430,M114,M104,114,,100.00%,,
399,mixture,"Exp4,5",7799;1068;31244;176;180;3776;7363;7150;14286;61138;19310;7793;443158;11552;12020;263;6584;1032;6569;84682;7895;11173;261;5318042;8103;637566;637776;24915;31266;10430,M115,M105,115,,100.00%,,
400,mixture,"Exp4,5",7799;31244;1031;7363;14286;8025;19310;7793;12020;62336;8063;6276;7895;637776;31266;3314;8842;10430,M116,M106,116,,100.00%,,
401,mixture,"Exp4,5",6590;1031;176;180;7363;7150;14286;8025;19310;6561;7793;264;11552;62336;263;84682;8063;6276;10448;7895;11173;261;5284503;5318042;10890;31266;8842;10430,M117,M107,117,,100.00%,,
402,mixture,"Exp4,5",1068;1031;180;3776;14286;61138;8025;6561;7793;264;11552;12020;22386;263;6584;1032;8063;7284;5284503;8103;637776;10890;24915;8842;10430,M118,M108,118,,100.00%,,
403,mixture,"Exp4,5",7799;3776;264;62336;6569;10448;261;5284503;638011;10890;24915;31266;8842;10430,M119,M109,119,,100.00%,,
404,mixture,"Exp4,5",7799;1068;7150;19310;7793;264;527;263;6569;8857;7284;11173;261;8103;10890;24915;31266;8842,M120,M110,120,,100.00%,,
405,mixuture,Exp6,3314;7406;7685;7888;8174;10890;13187;82229;439570;5323652,M201,M211,201,,100.00%,,
406,mixuture,Exp6,326;6501;6997;7059;7519;7685;7749;7888;62378,M202,M212,202,,100.00%,,
407,mixuture,Exp6,2758;6501;6997;8130;8892;637563;638014;1712087;5352438,M203,M213,203,,100.00%,,
408,mixuture,Exp6,263;3314;6501;8042;13187;62378;637511;1712087;5365049,M204,M214,204,,100.00%,,
409,mixuture,Exp6,3314;7406;8130;8174;10882;13187;61072;1712087;5281167;5363374,M205,M215,205,,100.00%,,
410,mixuture,Exp6,3314;8174;12265;13187;62378;102861;111418;637511;1712087;5365049,M206,M216,206,,100.00%,,
411,mixuture,Exp6,263;6501;7888;8130;10890;61072;61832;62378;82227;5281167,M207,M217,207,,100.00%,,
412,mixuture,Exp6,1213;2758;6501;7600;7685;8130;62378;637563;638014;1712087,M208,M218,208,,100.00%,,
413,mixuture,Exp6,3314;7128;7731;10890;13187;102861;637511;1712087;5366074,M211,M201,211,,100.00%,,
414,mixuture,Exp6,660;3314;7128;7519;7655;7710;8797;31252;61072;61832,M212,M202,212,,100.00%,,
415,mixuture,Exp6,263;660;999;1213;6501;9017;82227;91497;637563;5365049,M213,M203,213,,100.00%,,
416,mixuture,Exp6,1213;6544;6997;8892;10890;637563;1712087;5323652;5352438,M214,M204,214,,100.00%,,
417,mixuture,Exp6,1213;6501;6997;7600;7749;10882;439570;5284503;5352438;5363374,M215,M205,215,,100.00%,,
418,mixuture,Exp6,660;7600;7685;7710;8129;10882;31252;638014;5363233;5365049,M216,M206,216,,100.00%,,
419,mixuture,Exp6,999;3314;7059;7600;8130;31252;62240;111418;637563;1712087,M217,M207,217,,100.00%,,
420,mixuture,Exp6,263;325;3314;6501;7128;10890;111418;439570;637563;5281167,M218,M208,218,,100.00%,,
421,mixuture,Exp6,660;999;6305;7655;7749;9017;10890;91497;102861;5352438,M221,M231,221,,100.00%,,
422,mixuture,Exp6,3314;7059;8129;8892;12265;13187;18458;62378;82229;5363374,M222,M232,222,,100.00%,,
423,mixuture,Exp6,6106;6544;7059;7519;7966;439570;637511;5323652;5363233;5365049,M223,M233,223,,100.00%,,
424,mixuture,Exp6,7059;8892;13187;62378;82229;638014;5352438;5363233;5363374,M224,M234,224,,100.00%,,
425,mixuture,Exp6,6544;7600;7749;8130;8797;18458;637511;637563;638011;5352438,M225,M235,225,,100.00%,,
426,mixuture,Exp6,7059;7685;8129;31252;61072;62378;111418;439570;5281167;5365049,M226,M236,226,,100.00%,,
427,mixuture,Exp6,3314;6106;6501;6544;8892;61832;62240;93375;5363233,M227,M237,227,,100.00%,,
428,mixuture,Exp6,3314;6997;7600;7731;8892;9017;10890;31252;1712087,M228,M238,228,,100.00%,,
429,mixuture,Exp6,1213;2758;6106;6305;7685;8797;82229;5284503;5323652;5363233,M231,M221,231,,100.00%,,
430,mixuture,Exp6,263;326;6305;7128;7600;7888;13187;93375;5284503;5363374,M232,M222,232,,100.00%,,
431,mixuture,Exp6,1213;7888;8130;8174;26331;61832;82227;93375;111418;5363233,M233,M223,233,,100.00%,,
432,mixuture,Exp6,326;999;2758;6305;8129;8130;12265;93375;5281167;5352438,M234,M224,234,,100.00%,,
433,mixuture,Exp6,999;6501;7406;7710;7749;8174;8797;22201;31252;5323652,M235,M225,235,,100.00%,,
434,mixuture,Exp6,2758;6501;7600;7685;7749;10890;62378;91497;5281167;5365049,M236,M226,236,,100.00%,,
435,mixuture,Exp6,326;7655;8892;82229;93375;637511;637563;638011;5363374;5365049,M237,M227,237,,100.00%,,
436,mixuture,Exp6,263;2758;3314;6106;6305;7519;10890;638011;5281167;5363233,M238,M228,238,,100.00%,,
437,mixuture,Exp6,263;325;1213;3314;6305;7406;7888;8797,M241,M251,241,,100.00%,,
438,mixuture,Exp6,263;6501;7406;7731;7966;61072;111418;637511;1712087;5284503,M242,M252,242,,100.00%,,
439,mixuture,Exp6,999;7406;7600;8129;8174;9017;31252;62378;93375,M243,M253,243,,100.00%,,
440,mixuture,Exp6,326;7888;9017;18458;26331;31252;62240;5284503;5352438;5363233,M244,M254,244,,100.00%,,
441,mixuture,Exp6,325;660;1213;7655;7731;7966;12265;111418;638011;5281167,M245,M255,245,,100.00%,,
442,mixuture,Exp6,325;6106;7731;7966;8797;19310;31252;61832;5365049,M246,M256,246,,100.00%,,
443,mixuture,Exp6,263;2758;6997;7966;8174;61832;62240;62378;638011;5352438,M247,M257,247,,100.00%,,
444,mixuture,Exp6,325;1213;6501;7128;7519;7749;12265;26331;82227;5281167,M248,M258,248,,100.00%,,
445,mixuture,Exp6,326;999;6544;7059;7655;8042;8129;18458;62378;5363233,M251,M241,251,,100.00%,,
446,mixuture,Exp6,263;325;660;999;7128;7655;7710;7731;8797;18458;22201;61072;82227;637563;638014;1712087;5284503;5366074,M252,M242,252,,100.00%,,
447,mixuture,Exp6,263;999;7059;7710;7749;7966;8129;8797;10882;22201;91497;638011;5284503,M253,M243,253,,100.00%,,
448,mixuture,Exp6,999;7128;7519;7655;7710;8174;637563;5363233;5363374;5366074,M254,M244,254,,100.00%,,
449,mixuture,Exp6,999;1213;8129;22201;82229;91497;102861;439570;5284503;5323652;5363233;5365049,M255,M245,255,,100.00%,,
450,mixuture,Exp6,326;999;7059;7128;7710;7749;7888;11002;18458;31252;61072;638011;5363233;5363374,M256,M246,256,,100.00%,,
451,mixuture,Exp6,1213;7406;8129;11002;31252;439570;5284503;5323652;5365049,M257,M247,257,,100.00%,,
452,mixuture,Exp6,263;999;7059;7710;7749;7966;8129;8797;8892;10882;22201;91497;111418;638011;5284503;5366074,M258,M248,258,,100.00%,,
453,mixuture,Exp6,263;999;7685;7749;62378;82227;637563;638014;5323652;5352438,M261,M271,261,,100.00%,,
454,mixuture,Exp6,325;1213;6544;7406;7888;8174;12265;26331;62240;82229;637563;638014;1712087;5365049;5366074,M262,M272,262,,100.00%,,
455,mixuture,Exp6,6106;6544;7059;10890;62240;62378;1712087;5352438;5363374,M263,M273,263,,100.00%,,
456,mixuture,Exp6,263;325;660;6106;7128;7406;7519;7655;7685;7966;8129;8174;8797;18458;22201;62378;637511;5284503;5363374,M264,M274,264,,100.00%,,
457,mixuture,Exp6,263;326;7406;7519;7966;8042;8174;9017;10890;22201;61072;638014;5323652;5365049,M265,M275,265,,100.00%,,
458,mixuture,Exp6,263;3314;6501;7749;8130;8174;11002;61072;638011;5352438,M266,M276,266,,100.00%,,
459,mixuture,Exp6,6305;7685;7710;7966;8797;9017;18458;62378;637511;5363233;5366074,M267,M277,267,,100.00%,,
460,mixuture,Exp6,6544;7059;7731;8129;8130;8174;8797;62378;5284503;5363233;5363374,M268,M278,268,,100.00%,,
461,mixuture,Exp6,326;6501;7059;7519;7600;7685;8174;8797;12265;22201;62378;439570;5363233;5365049,M271,M261,271,,100.00%,,
462,mixuture,Exp6,999;7519;7710;7749;7888;11002;31252;61072;637563;5363233,M272,M262,272,,100.00%,,
463,mixuture,Exp6,325;7406;7710;7731;7888;8130;10882;11002;26331;638011;5352438;5363374,M273,M263,273,,100.00%,,
464,mixuture,Exp6,999;1213;7519;7710;7749;7888;7966;8174;10890;22201;439570;638011;5365049;5366074,M274,M264,274,,100.00%,,
465,mixuture,Exp6,326;999;3314;6305;7059;7655;7685;7731;10882;1712087;5363374,M275,M265,275,,100.00%,,
466,mixuture,Exp6,263;999;1213;7888;8130;10882;638011;5284503;5363374,M276,M266,276,,100.00%,,
467,mixuture,Exp6,999;1213;6997;7128;7655;7888;82227;5363374;5366074,M277,M267,277,,100.00%,,
468,mixuture,Exp6,8042;8174;10882;11002;12265;13187;22201;61072;102861;439570;5352438;5363233;5365049;5366074,M278,M268,278,,100.00%,,
469,mixuture,Exp6,6501;7059;7128;7519;7749;8130;10882;18458;22201;26331;31252;82227;5352438,M281,M291,281,,100.00%,,
470,mixuture,Exp6,325;660;999;1213;6106;6544;7059;7731;8892;62378;637511,M282,M292,282,,100.00%,,
471,mixuture,Exp6,263;660;6305;6501;7406;7519;7600;7710;7966;10882;12265;18458;22201;31252;91497;5323652,M283,M293,283,,100.00%,,
472,mixuture,Exp6,325;7059;7519;7749;7966;8797;31252;62378;439570;1712087,M284,M294,284,,100.00%,,
473,mixuture,Exp6,326;7059;7128;7519;7731;7966;8130;10882;11002;12265;18458;26331;637563;1712087;5352438,M285,M295,285,,100.00%,,
474,mixuture,Exp6,3314;6544;7710;7966;8129;10882;11002;13187;31252;637511;1712087;5323652,M286,M296,286,,100.00%,,
475,mixuture,Exp6,325;1213;6544;7059;7406;7519;7749;22201;62378;439570,M287,M297,287,,100.00%,,
476,mixuture,Exp6,660;6501;7059;7655;7749;8130;8797;12265;26331;82227;93375;637511;637563;638014,M288,M298,288,,100.00%,,
477,mixuture,Exp6,7128;7655;7710;61072;82227;93375;1712087;5284503;5363374,M291,M281,291,,100.00%,,
478,mixuture,Exp6,2758;3314;7519;8130;12265;18458;26331;82227;82229;93375;439570,M292,M282,292,,100.00%,,
479,mixuture,Exp6,2758;6544;7519;8797;10882;10890;12265;13187;19310;5323652;5352438;5363374,M293,M283,293,,100.00%,,
480,mixuture,Exp6,7406;7749;8130;8174;8797;10882;10890;22201;62378;82229;93375;5281167,M294,M284,294,,100.00%,,
481,mixuture,Exp6,263;2758;6106;6544;7519;8129;18458;26331;31252;82227;82229;5323652,M295,M285,295,,100.00%,,
482,mixuture,Exp6,326;999;6305;6544;7406;11002;12265;439570;5284503,M296,M286,296,,100.00%,,
483,mixuture,Exp6,660;1213;6544;8129;22201;26331;82227;82229;439570,M297,M287,297,,100.00%,,
484,mixuture,Exp6,263;660;6106;6997;7406;7966;8130;11002;18458;22201;31252;5284503;5323652,M298,M288,298,,100.00%,,
485,mono-molecule,Exp7,16724,,,,,100.00%,10.00%,
486,mono-molecule,Exp7,439570,,,,,10.00%,1%,
487,mono-molecule,Exp7,159055,,,,,100.00%,10.00%,
488,mono-molecule,Exp7,444294,,,,,100.00%,10.00%,
489,mixuture,Exp7,999;7406;7600;8129;8174;9017;31252;62378;93375,M243,M253,243,,100.00%,,
490,mixuture,Exp7,263;999;7059;7710;7749;7966;8129;8797;10882;22201;91497;638011;5284503,M253,M243,253,,100.00%,,
