Stimulus,Subject,DeltaF/F
M33_10882,M33_35_3,0.08599589066398744
M33_10882,M33_35_4,0.26293656035202395
M33_10882,M33_35_5,0.0026865676010146902
M33_10882,M33_35_6,-0.056441693378674496
M33_10882,M33_36_1,0.05961371403584903
M33_10882,M33_36_2,-0.03418198964620708
M33_10882,M33_36_3,0.3347331274204911
M33_10882,M33_36_4,0.037013692730307746
M33_10882,M33_36_5,-0.002231453817675937
M33_10882,M33_36_6,0.10538366381393537
M33_10882,M33_37_1,0.6633834562884181
M33_10882,M33_37_2,0.025104894896797677
M33_10882,M33_37_3,0.6270157781690795
M33_10882,M33_37_4,0.06249587721935112
M33_10882,M33_37_5,-0.025568757088181734
M33_10882,M33_37_6,-0.066023477270657
M33_10882,M33_38_1,0.10577384203538358
M33_10882,M33_38_2,-0.06537999438929264
M33_10882,M33_38_3,-0.050744317600723204
M33_10882,M33_38_4,0.5666047089871445
M33_10882,M33_38_5,-0.07111492732042268
M33_10882,M33_38_6,-0.01136272722030742
M33_10882,M33_39_1,0.4043784188355235
M33_10882,M33_39_2,0.05468833425072588
M33_10882,M33_39_3,-0.013497015604516447
M33_10882,M33_39_4,0.016463654095118543
M33_10882,M33_39_5,-0.014494604082061949
M33_10882,M33_39_6,0.05587294819107962
M33_10882,M33_3_1,0.26459045228296935
M33_10882,M33_3_2,0.006115880563122955
M33_10882,M33_3_3,0.13990955919149894
M33_10882,M33_3_4,0.06775084383707948
M33_10882,M33_3_5,0.062100987603776005
M33_10882,M33_3_6,0.06688183271312682
M33_10882,M33_40_1,0.10992979846497036
M33_10882,M33_40_2,0.029852711654554928
M33_10882,M33_40_3,0.12446290354850752
M33_10882,M33_40_4,-0.048187583128050715
M33_10882,M33_40_5,-0.033784357940058095
M33_10882,M33_40_6,0.024757766927273415
M33_10882,M33_41_1,0.29487242371915795
M33_10882,M33_41_2,0.13510871989211484
M33_10882,M33_41_3,-0.05455076748861545
M33_10882,M33_41_4,-0.024150411990197712
M33_10882,M33_41_5,0.3252504520032475
M33_10882,M33_41_6,-0.004689143391596419
M33_10882,M33_42_1,0.1126862203481447
M33_10882,M33_42_2,-0.01758663464490272
M33_10882,M33_42_3,0.04005042848410933
M33_10882,M33_42_4,0.007619870518894785
M33_10882,M33_42_5,0.08961622896566405
M33_10882,M33_42_6,0.03824527132340977
M33_10882,M33_43_1,0.20567980485725065
M33_10882,M33_43_2,-0.035482059097289874
M33_10882,M33_43_3,0.05796255601702391
M33_10882,M33_43_4,-0.02385207563244304
M33_10882,M33_43_5,-0.033976707440651746
M33_10882,M33_43_6,0.014237950320570835
M33_10882,M33_44_1,0.02999284456604738
M33_10882,M33_44_2,0.07841208927168872
M33_10882,M33_44_3,0.02875393631524336
M33_10882,M33_44_4,0.004679407277144381
M33_10882,M33_44_5,0.5180250543432732
M33_10882,M33_44_6,0.07017493651770178
M33_10882,M33_45_1,0.003096289375292174
M33_10882,M33_45_2,-0.0392858919334327
M33_10882,M33_45_3,0.23456060214187707
M33_10882,M33_45_4,0.0990410787126111
M33_10882,M33_45_5,0.005764059621212739
M33_10882,M33_45_6,0.010135402480569941
M33_10882,M33_46_1,0.2612945625373541
M33_10882,M33_46_2,-0.07054567912816405
M33_10882,M33_46_3,0.12825351211273311
M33_10882,M33_46_4,-0.02347775560723683
M33_10882,M33_46_5,0.04189098277525738
M33_10882,M33_46_6,-0.04230531908772419
M33_10882,M33_47_1,0.0955588862189367
M33_10882,M33_47_2,-0.023984730640451035
M33_10882,M33_47_3,-0.013813716152851936
M33_10882,M33_47_4,0.016753980849299827
M33_10882,M33_47_5,0.0489909020342175
M33_10882,M33_47_6,-0.03294924045965663
M33_10882,M33_48_1,1.1075740578852409
M33_10882,M33_48_2,-0.0016729107118656657
M33_10882,M33_48_3,-0.06730024729420414
M33_10882,M33_48_4,0.14070941089845548
M33_10882,M33_48_5,0.014953972376952548
M33_10882,M33_48_6,-0.03951634004098179
M33_10882,M33_49_1,0.6662444633290207
M33_10882,M33_49_2,-0.03403532728005312
M33_10882,M33_49_3,0.01828624828187424
M33_10882,M33_49_4,0.017089344160051482
M33_10882,M33_49_5,0.05421221682963088
M33_10882,M33_49_6,-0.030614657782762917
M33_10882,M33_4_1,0.20539202469329973
M33_10882,M33_4_2,0.3520514377846324
M33_10882,M33_4_3,0.08336645726848747
M33_10882,M33_4_4,-0.039488103716048446
M33_10882,M33_4_5,0.06244455707162233
M33_10882,M33_4_6,0.006601866250222736
M33_10882,M33_50_1,-0.018831827147575753
M33_10882,M33_50_2,0.10599853048861589
M33_10882,M33_50_3,0.059447272114378835
M33_10882,M33_50_4,-0.02241286263863501
M33_10882,M33_50_5,0.03531820241177199
M33_10882,M33_50_6,-0.00133223950650018
M33_10882,M33_51_1,0.12515885121752932
M33_10882,M33_51_2,-0.06870418716691538
M33_10882,M33_51_3,-0.021762461395263753
M33_10882,M33_51_4,0.006767644409402369
M33_10882,M33_51_5,0.0033081076336941013
M33_10882,M33_51_6,-0.06336589012091118
M33_10882,M33_52_1,0.3144046132118755
M33_10882,M33_52_2,-0.048407732872661334
M33_10882,M33_52_3,0.39275286602212883
M33_10882,M33_52_4,-0.039626322173256213
M33_10882,M33_52_5,0.17755257983035133
M33_10882,M33_52_6,0.03478179499383727
M33_10882,M33_53_1,0.42741203071402173
M33_10882,M33_53_2,-0.007740183207574845
M33_10882,M33_53_3,0.2596561683851115
M33_10882,M33_53_4,0.20678490626359258
M33_10882,M33_53_5,-0.11573622953922207
M33_10882,M33_53_6,-0.005465862756012079
M33_10882,M33_54_1,0.42253674515878387
M33_10882,M33_54_2,0.03905387380335124
M33_10882,M33_54_3,0.190686087095284
M33_10882,M33_54_4,0.051187177137428486
M33_10882,M33_54_5,-0.10072864951392661
M33_10882,M33_54_6,-0.04667296369863295
M33_10882,M33_55_1,0.31357508950436785
M33_10882,M33_55_2,0.056922721714780224
M33_10882,M33_55_3,0.44416798404994473
M33_10882,M33_55_4,0.053497028621505543
M33_10882,M33_55_5,0.0043619426842851335
M33_10882,M33_55_6,0.0797953659949375
M33_10882,M33_56_1,0.13043253257160878
M33_10882,M33_56_2,-0.031206711905637907
M33_10882,M33_56_3,-0.016347784550219
M33_10882,M33_56_4,0.05504424008287887
M33_10882,M33_56_5,-0.0473489097260155
M33_10882,M33_56_6,0.007017668789717065
M33_10882,M33_57_1,0.07054554645439408
M33_10882,M33_57_2,0.023297356918806977
M33_10882,M33_57_3,-0.0657654069878233
M33_10882,M33_57_4,-0.018143330998240278
M33_10882,M33_57_5,0.10645521632887457
M33_10882,M33_57_6,-0.00677009233283759
M33_10882,M33_58_1,0.07158314699290196
M33_10882,M33_58_2,-0.025703048064741413
M33_10882,M33_58_3,-0.022361498357483352
M33_10882,M33_58_4,0.11101756229974796
M33_10882,M33_58_5,0.08846616997444208
M33_10882,M33_58_6,0.01003709023857178
M33_10882,M33_59_1,0.08302211753600224
M33_10882,M33_59_2,0.015310907195348868
M33_10882,M33_59_3,0.16666874200716408
M33_10882,M33_59_4,0.05395130473160692
M33_10882,M33_59_5,0.06603116332634544
M33_10882,M33_59_6,-0.02927771088700699
M33_10882,M33_5_1,0.06387085009546774
M33_10882,M33_5_2,0.011273661995048985
M33_10882,M33_5_3,0.06552318728196285
M33_10882,M33_5_4,0.2785361112890516
M33_10882,M33_5_5,0.08485878764701509
M33_10882,M33_5_6,0.10486356535146946
M33_10882,M33_60_1,0.0018028330656776198
M33_10882,M33_60_2,-0.06755643545408474
M33_10882,M33_60_3,0.20626682253388223
M33_10882,M33_60_4,0.06434367325796127
M33_10882,M33_60_5,0.09561374376222072
M33_10882,M33_60_6,-0.0173263414981365
M33_10882,M33_61_1,-0.012931215985442945
M33_10882,M33_61_2,0.0037761916656449588
M33_10882,M33_61_3,0.2129370221010059
M33_10882,M33_61_4,-0.03280795506114028
M33_10882,M33_61_5,0.07807970278637028
M33_10882,M33_61_6,0.005834011938313451
M33_10882,M33_62_1,0.05450923047141237
M33_10882,M33_62_2,-0.032603444562946546
M33_10882,M33_62_3,0.03790732747205134
M33_10882,M33_62_4,-0.0008853641136300473
M33_10882,M33_62_5,0.12170207739259405
M33_10882,M33_62_6,0.027477493683956397
M33_10882,M33_63_1,0.5569427978797133
M33_10882,M33_63_2,-0.040950399456226395
M33_10882,M33_63_3,0.12118892356692869
M33_10882,M33_63_4,0.11387388450662435
M33_10882,M33_63_5,-0.04829647193127625
M33_10882,M33_63_6,-0.017314613133165443
M33_10882,M33_64_1,0.5070385400759662
M33_10882,M33_64_2,0.022523306366590123
M33_10882,M33_64_3,0.3157885617921883
M33_10882,M33_64_4,0.003714255766288472
M33_10882,M33_64_5,0.042070542037769575
M33_10882,M33_64_6,-0.056294409197406726
M33_10882,M33_65_1,0.07592205835164349
M33_10882,M33_65_2,-0.019824183776774276
M33_10882,M33_65_3,0.12214755021990217
M33_10882,M33_65_4,-0.02757620004361153
M33_10882,M33_65_5,0.03877732190085878
M33_10882,M33_65_6,0.13726670857147097
M33_10882,M33_66_1,0.13906635651384264
M33_10882,M33_66_2,-0.04407953656957323
M33_10882,M33_66_3,-0.01728479780987947
M33_10882,M33_66_4,0.0999831435056796
M33_10882,M33_66_5,0.018107409027618416
M33_10882,M33_66_6,-0.09973515740481707
M33_10882,M33_67_1,0.03674879495178895
M33_10882,M33_67_2,0.18778078694906217
M33_10882,M33_67_3,0.07129042223394266
M33_10882,M33_67_4,-0.06289315279086044
M33_10882,M33_67_5,0.010280646636530869
M33_10882,M33_67_6,-0.008971168829259453
M33_10882,M33_68_1,-0.03479742042778584
M33_10882,M33_68_3,-0.027420844642792104
M33_10882,M33_68_4,-0.0720505983279353
M33_10882,M33_68_5,0.12631779577609353
M33_10882,M33_68_6,-0.02450566572775784
M33_10882,M33_69_1,0.06674790184868869
M33_10882,M33_69_3,0.2043790311009245
M33_10882,M33_69_4,-0.025234143404529997
M33_10882,M33_69_5,-0.0538484623245574
M33_10882,M33_69_6,-0.013346206469761515
M33_10882,M33_6_1,0.17531173196767416
M33_10882,M33_6_2,0.015634957630495456
M33_10882,M33_6_3,0.01983641514255164
M33_10882,M33_6_4,0.04790328361970219
M33_10882,M33_6_5,0.029122625240561525
M33_10882,M33_6_6,0.09375114301952607
M33_10882,M33_70_1,0.16293248596283286
M33_10882,M33_70_3,0.011701979257374914
M33_10882,M33_70_4,0.007535889343108975
M33_10882,M33_70_5,-0.06131500363304925
M33_10882,M33_71_1,0.24371297555726543
M33_10882,M33_71_3,0.030258550084446237
M33_10882,M33_71_4,-0.040432154026113054
M33_10882,M33_71_5,0.14146293060562265
M33_10882,M33_72_1,0.06644239213929536
M33_10882,M33_72_3,0.026888505442641875
M33_10882,M33_72_4,-0.028546071272517525
M33_10882,M33_72_5,0.12898258015357822
M33_10882,M33_73_1,0.08620078330129309
M33_10882,M33_73_3,0.040310823499270884
M33_10882,M33_73_4,0.05802645861085389
M33_10882,M33_73_5,0.012161803425450568
M33_10882,M33_74_1,0.07060788515150261
M33_10882,M33_74_3,0.018625967181632803
M33_10882,M33_74_4,0.01089778265965001
M33_10882,M33_74_5,-0.0223168977680611
M33_10882,M33_75_1,0.17058999495801755
M33_10882,M33_75_3,0.1258995867077386
M33_10882,M33_75_4,-0.012020231170125096
M33_10882,M33_75_5,-0.11218869982635161
M33_10882,M33_76_1,0.22671192586442535
M33_10882,M33_76_3,0.07392373208839148
M33_10882,M33_76_4,-0.03156472495705951
M33_10882,M33_76_5,0.25831636604444624
M33_10882,M33_77_1,0.14168204712822308
M33_10882,M33_77_3,0.026009492070658682
M33_10882,M33_77_4,0.07354479082145277
M33_10882,M33_77_5,0.4132011289166653
M33_10882,M33_78_1,0.3142363405263444
M33_10882,M33_78_3,0.005888447299579857
M33_10882,M33_78_4,0.028903982513209237
M33_10882,M33_78_5,-0.03319223929252952
M33_10882,M33_79_1,0.14170531194675964
M33_10882,M33_79_3,0.24291093996188418
M33_10882,M33_79_4,0.08064446385193168
M33_10882,M33_79_5,-0.07262541015198193
M33_10882,M33_7_1,0.03570911436193305
M33_10882,M33_7_2,0.2902451402043127
M33_10882,M33_7_3,-0.03000039405245261
M33_10882,M33_7_4,0.03397647536577784
M33_10882,M33_7_5,0.00037907484275305877
M33_10882,M33_7_6,0.05405775120441194
M33_10882,M33_80_1,0.07689231984953109
M33_10882,M33_80_3,0.06825566460057132
M33_10882,M33_80_4,-0.12400137745010266
M33_10882,M33_80_5,0.19162832836339264
M33_10882,M33_81_1,0.1870956170788259
M33_10882,M33_81_3,0.02526592123686603
M33_10882,M33_81_4,0.0017352899801899742
M33_10882,M33_81_5,0.030025064063450558
M33_10882,M33_82_1,0.016735083652871977
M33_10882,M33_82_3,0.10659435930931796
M33_10882,M33_82_4,0.19117342978114982
M33_10882,M33_82_5,0.16059989840474528
M33_10882,M33_83_1,0.14662129501630636
M33_10882,M33_83_3,-0.0007727600864583309
M33_10882,M33_83_4,0.1383258942244421
M33_10882,M33_83_5,0.1426741989471926
M33_10882,M33_84_1,0.10830036697414291
M33_10882,M33_84_3,-0.018202377159323227
M33_10882,M33_84_4,0.05410947625297766
M33_10882,M33_84_5,0.10605761612799958
M33_10882,M33_85_1,0.268145614477664
M33_10882,M33_85_3,0.16156875191681308
M33_10882,M33_85_4,0.21419843551776116
M33_10882,M33_85_5,0.03865066606355257
M33_10882,M33_86_1,0.0034748887586861696
M33_10882,M33_86_3,0.32587595583353884
M33_10882,M33_86_4,0.13063835098463714
M33_10882,M33_86_5,0.05197411049446244
M33_10882,M33_87_1,0.22039731154839118
M33_10882,M33_87_3,0.08258118796478556
M33_10882,M33_87_4,0.15371615568301725
M33_10882,M33_87_5,0.25708287494071413
M33_10882,M33_88_1,0.29953329114813654
M33_10882,M33_88_3,0.08258118796478556
M33_10882,M33_88_4,0.08909702520767344
M33_10882,M33_88_5,0.00817182513964507
M33_10882,M33_89_1,0.2266668532018606
M33_10882,M33_89_3,0.03038648370917858
M33_10882,M33_89_4,-0.06051646781137902
M33_10882,M33_89_5,0.07029646989505758
M33_10882,M33_8_1,0.22730447879774437
M33_10882,M33_8_2,-0.020644118406836453
M33_10882,M33_8_3,0.12315513161879534
M33_10882,M33_8_4,-0.06598055279070576
M33_10882,M33_8_5,0.026300403712798615
M33_10882,M33_8_6,0.0003947508149576169
M33_10882,M33_90_1,0.22861251840326255
M33_10882,M33_90_3,0.03038648370917858
M33_10882,M33_90_5,0.11294560639812769
M33_10882,M33_91_1,0.187275108368268
M33_10882,M33_91_3,0.023764601708138697
M33_10882,M33_91_5,0.07367295033128494
M33_10882,M33_92_1,0.34726857608822975
M33_10882,M33_92_3,0.23670758832967798
M33_10882,M33_92_5,0.09156772477073445
M33_10882,M33_93_1,0.34879599207580075
M33_10882,M33_93_3,0.18824948053643287
M33_10882,M33_93_5,0.013661416061882523
M33_10882,M33_94_1,0.22277766976944494
M33_10882,M33_94_3,0.16200082595648463
M33_10882,M33_94_5,0.0835749320319914
M33_10882,M33_95_1,0.273587788429732
M33_10882,M33_95_3,0.12101381706455606
M33_10882,M33_95_5,0.12914632577880691
M33_10882,M33_96_1,0.39462369781536205
M33_10882,M33_96_3,0.0011890411159492225
M33_10882,M33_96_5,0.08787492991304634
M33_10882,M33_97_1,0.03491205960179483
M33_10882,M33_97_3,-0.036470449393380296
M33_10882,M33_97_5,-0.12175152999715973
M33_10882,M33_98_1,0.37454961927111957
M33_10882,M33_98_3,0.15210138623983138
M33_10882,M33_98_5,-0.03783960274225953
M33_10882,M33_99_1,0.052016895132774875
M33_10882,M33_99_5,-0.07631489291159904
M33_10882,M33_9_1,0.07620830568612884
M33_10882,M33_9_2,-0.1220885643501427
M33_10882,M33_9_3,0.03667094474677551
M33_10882,M33_9_4,-0.07339781746546455
M33_10882,M33_9_5,0.012790246087549445
M33_10882,M33_9_6,0.07814319498675376
M33_10895,M33_0_1,0.16001160013110607
M33_10895,M33_0_2,0.015870780897026007
M33_10895,M33_0_3,0.08735084908824985
M33_10895,M33_0_4,-0.012790043902954296
M33_10895,M33_0_5,-0.025890152582774394
M33_10895,M33_0_6,0.036590601610819534
M33_10895,M33_100_1,0.022240945466131336
M33_10895,M33_100_5,0.024651341722126796
M33_10895,M33_101_1,0.03879799866484687
M33_10895,M33_101_5,-0.020072133936031626
M33_10895,M33_102_5,-0.08172157527198108
M33_10895,M33_103_5,-0.04394139174177771
M33_10895,M33_104_5,-0.029270176379782575
M33_10895,M33_105_5,-0.02341495849151637
M33_10895,M33_106_5,0.013093423521383055
M33_10895,M33_107_5,0.02925624301557132
M33_10895,M33_108_5,0.035170848251159015
M33_10895,M33_109_5,-0.008699001730520224
M33_10895,M33_10_1,0.05440826760142863
M33_10895,M33_10_2,-0.06046383636861937
M33_10895,M33_10_3,0.1000423717570991
M33_10895,M33_10_4,0.17496466162590127
M33_10895,M33_10_5,-0.008802920348110395
M33_10895,M33_10_6,-0.00904682372247826
M33_10895,M33_110_5,-0.014725202871097296
M33_10895,M33_111_5,-0.011980118473458194
M33_10895,M33_112_5,0.004484277770163682
M33_10895,M33_113_5,-0.03417691632833739
M33_10895,M33_11_1,-0.02708330335566272
M33_10895,M33_11_2,0.06066336940304712
M33_10895,M33_11_3,0.009987398311943521
M33_10895,M33_11_4,0.14784372327420897
M33_10895,M33_11_5,0.04174531381228288
M33_10895,M33_11_6,-0.012760644996492126
M33_10895,M33_12_1,-0.004288269326307472
M33_10895,M33_12_2,-0.006952890175865588
M33_10895,M33_12_3,0.0853905914460904
M33_10895,M33_12_4,0.4092141399355018
M33_10895,M33_12_5,-0.024229002952575407
M33_10895,M33_12_6,-0.02253921725684903
M33_10895,M33_13_1,0.05654117462764404
M33_10895,M33_13_2,0.1496963954047784
M33_10895,M33_13_3,0.003022067826329751
M33_10895,M33_13_4,-0.030546102480722512
M33_10895,M33_13_5,-0.028101065711759132
M33_10895,M33_13_6,0.0944595168444921
M33_10895,M33_14_1,0.034350593562795066
M33_10895,M33_14_2,-0.07090767477802004
M33_10895,M33_14_3,0.21553935286165204
M33_10895,M33_14_4,0.2191674225625734
M33_10895,M33_14_5,-0.047329471213940044
M33_10895,M33_14_6,0.04910382468949795
M33_10895,M33_15_1,0.004658036050849935
M33_10895,M33_15_2,-0.060877948372746384
M33_10895,M33_15_3,0.13114541891489948
M33_10895,M33_15_4,0.008167662283289707
M33_10895,M33_15_5,0.01899697639686288
M33_10895,M33_15_6,-0.04713084819737634
M33_10895,M33_16_1,-0.034712317284958265
M33_10895,M33_16_2,-0.047100181183224586
M33_10895,M33_16_3,-0.007682067926107271
M33_10895,M33_16_4,0.1024784575570199
M33_10895,M33_16_5,-0.0669658760822905
M33_10895,M33_16_6,-0.0454481206817908
M33_10895,M33_17_1,-0.05942875637048486
M33_10895,M33_17_2,-0.1469444538727261
M33_10895,M33_17_3,0.0150672426407499
M33_10895,M33_17_4,0.16646281778498914
M33_10895,M33_17_5,0.03899232886537626
M33_10895,M33_17_6,0.017212988359102083
M33_10895,M33_18_1,0.06559296050603208
M33_10895,M33_18_2,-0.11939205955256067
M33_10895,M33_18_3,-0.04551148137719922
M33_10895,M33_18_4,0.04181269949054701
M33_10895,M33_18_5,-0.013059119182346994
M33_10895,M33_18_6,-0.013095402042227916
M33_10895,M33_19_1,0.14578244836358242
M33_10895,M33_19_2,-0.10108415267392468
M33_10895,M33_19_3,-0.04406698986197302
M33_10895,M33_19_4,0.0434199917312327
M33_10895,M33_19_5,-0.04256072442245757
