Stimulus,Subject,DeltaF/F
G_-1,G_1_right_102,-0.00010101957113869732
G_-1,G_1_right_103,-3.729498358918261e-05
G_-1,G_1_right_104,0.0001495298553747867
G_-1,G_1_right_105,0.00043844629492038694
G_-1,G_1_right_106,0.0002483811351752042
G_-1,G_1_right_107,0.00023294578939129934
G_-1,G_1_right_108,0.00016124157783686338
G_-1,G_1_right_109,-0.0007207628528097269
G_-1,G_1_right_11,-0.001018869494005457
G_-1,G_1_right_110,-0.00028013924378364263
G_-1,G_1_right_111,9.195476702413497e-05
G_-1,G_1_right_112,-0.00046483684981850397
G_-1,G_1_right_113,-0.0004548031784612958
G_-1,G_1_right_114,-0.0005224637771944843
G_-1,G_1_right_115,-0.00044527850692336685
G_-1,G_1_right_12,-8.378538862567348e-05
G_-1,G_1_right_13,-0.0002942441267386621
G_-1,G_1_right_14,2.7185530145420647e-05
G_-1,G_1_right_15,-0.0007147471686638224
G_-1,G_1_right_16,0.00010550608186428936
G_-1,G_1_right_17,-0.00044599253805176865
G_-1,G_1_right_18,-0.0008238198392542185
G_-1,G_1_right_19,-0.0001604852821795551
G_-1,G_1_right_20,0.00020182940329732676
G_-1,G_1_right_21,-7.041152403022159e-05
G_-1,G_1_right_22,-0.00016492492180329005
G_-1,G_1_right_23,-0.00038049217348798165
G_-1,G_1_right_24,1.7682043639383354e-05
G_-1,G_1_right_25,9.650980964636962e-05
G_-1,G_1_right_26,-0.0007716361120407011
G_-1,G_1_right_27,0.00019638561495355022
G_-1,G_1_right_28,1.4614282041616542e-05
G_-1,G_1_right_29,-0.0005985890906750623
G_-1,G_1_right_30,-0.0007437428284146498
G_-1,G_1_right_31,-9.738205261254947e-05
G_-1,G_1_right_32,-0.00024545418476594634
G_-1,G_1_right_33,-0.00025015782465578825
G_-1,G_1_right_34,-0.0008281717398969792
G_-1,G_1_right_35,-0.0007310301287492754
G_-1,G_1_right_36,-0.00042261481901153153
G_-1,G_1_right_37,-0.0003927552251160574
G_-1,G_1_right_38,3.8576815103802276e-05
G_-1,G_1_right_39,-1.585187172038217e-05
G_-1,G_1_right_40,-0.00010689124764828745
G_-1,G_1_right_41,-0.0003011689800653732
G_-1,G_1_right_42,-0.0002814219046714381
G_-1,G_1_right_43,-0.00038031456106433944
G_-1,G_1_right_44,-0.0005989037437319516
G_-1,G_1_right_45,-0.0002475365796372644
G_-1,G_1_right_46,6.344697480997165e-05
G_-1,G_1_right_47,-0.00024193021062522238
G_-1,G_1_right_48,-1.8500877245432186e-05
G_-1,G_1_right_49,-0.0004200753650041421
G_-1,G_1_right_50,0.00014964524174700857
G_-1,G_1_right_51,-6.246326279797749e-06
G_-1,G_1_right_52,-0.0003065882588249139
G_-1,G_1_right_53,-2.0425986871012215e-05
G_-1,G_1_right_54,-0.00042579318920592555
G_-1,G_1_right_55,-6.929275128848024e-05
G_-1,G_1_right_56,-0.0003253547712929267
G_-1,G_1_right_57,8.72695676329463e-05
G_-1,G_1_right_58,-0.00012298001089337823
G_-1,G_1_right_59,-0.00035774858165071253
G_-1,G_1_right_60,0.00040437757403666774
G_-1,G_1_right_61,-0.0003484545586430808
G_-1,G_1_right_62,-0.00022204268060754782
G_-1,G_1_right_63,0.00012210616799572727
G_-1,G_1_right_64,-0.00015542430800212948
G_-1,G_1_right_65,-5.058105037919088e-05
G_-1,G_1_right_66,-0.00021267912883373062
G_-1,G_1_right_67,-7.072383631092127e-05
G_-1,G_1_right_68,0.00013740356887399508
G_-1,G_1_right_69,-0.00011100315899632822
G_-1,G_1_right_70,5.556197917002829e-06
G_-1,G_1_right_71,0.00020013471809392618
G_-1,G_1_right_72,8.45112220604428e-06
G_-1,G_1_right_73,-0.00010648136983516584
G_-1,G_1_right_74,-0.00025953663807778114
G_-1,G_1_right_75,-0.00022883726561599273
G_-1,G_1_right_76,-0.00029320358837077963
G_-1,G_1_right_77,-0.0005581981078376378
G_-1,G_1_right_78,-0.0003729360997363217
G_-1,G_1_right_79,6.65809281749966e-05
G_-1,G_1_right_80,-0.0006817667292986576
G_-1,G_1_right_81,-0.0007071519256372389
G_-1,G_1_right_82,-0.000840030903922972
G_-1,G_1_right_83,-0.0006749525275131465
G_-1,G_1_right_84,-0.0002729129588095278
G_-1,G_1_right_85,-0.0004976995122124566
G_-1,G_1_right_86,-0.0009114206165975449
G_-1,G_1_right_87,-0.0005101841403289893
G_-1,G_1_right_88,-0.0004440422038589566
G_-1,G_1_right_89,0.00021901220217263376
G_-1,G_1_right_90,-0.0002862209870374742
G_-1,G_1_right_91,-0.00013387628946715508
G_-1,G_1_right_92,-0.0006051483021387935
G_-1,G_1_right_93,-0.00021150898270015092
G_-1,G_1_right_94,-0.0006234307536098771
G_-1,G_1_right_95,0.00030744227843989847
G_-1,G_1_right_96,0.0008218280703405079
G_-1,G_1_right_97,4.4301837775321035e-05
G_-1,G_1_right_98,-8.554083300202422e-05
G_-1,G_1_right_99,-0.00030559896010343173
G_-1,G_2_left_00,-7.568816868360826e-05
G_-1,G_2_left_01,-0.0003268199864710094
G_-1,G_2_left_02,-4.586495444961362e-05
G_-1,G_2_left_03,0.0005289035046711894
G_-1,G_2_left_04,-0.0005626709977465081
G_-1,G_2_left_05,-0.00014026001234214135
G_-1,G_2_left_06,-0.0006185520381531565
G_-1,G_2_left_07,8.800332319091394e-05
G_-1,G_2_left_08,-0.0005526271290038284
G_-1,G_2_left_09,-0.00032221251374952626
G_-1,G_2_left_10,-0.00026549415610769656
G_-1,G_2_left_100,0.0001904551692311704
G_-1,G_2_left_101,-0.0002759305838701685
G_-1,G_2_left_11,8.203309535932964e-05
G_-1,G_2_left_12,-0.0005301951217439987
G_-1,G_2_left_13,-0.000119311315701476
G_-1,G_2_left_14,0.00025496633782583905
G_-1,G_2_left_15,0.00017606763904452213
G_-1,G_2_left_16,-0.00036318455003499597
G_-1,G_2_left_17,-0.0003524527869897753
G_-1,G_2_left_18,-0.000450851915832843
G_-1,G_2_left_19,-0.0003888018891669786
G_-1,G_2_left_20,2.1299841519601917e-05
G_-1,G_2_left_21,-0.00024861640867796675
G_-1,G_2_left_22,-0.00038075836455593115
G_-1,G_2_left_23,-0.000291705322423282
G_-1,G_2_left_24,-0.00012583038716243794
G_-1,G_2_left_25,-0.0002111313899568499
G_-1,G_2_left_26,-0.00010379093302252904
G_-1,G_2_left_27,-0.00031329021228446754
G_-1,G_2_left_28,0.00017713621332459073
G_-1,G_2_left_29,-0.00010975584874630292
G_-1,G_2_left_30,-0.0001167774852777257
G_-1,G_2_left_31,5.6005486273621294e-05
G_-1,G_2_left_32,-0.0004564081418742856
G_-1,G_2_left_33,-0.00022261087738466355
G_-1,G_2_left_34,-0.00022593371688129973
G_-1,G_2_left_35,-0.00016284720334470014
G_-1,G_2_left_36,7.4633442932145965e-06
G_-1,G_2_left_37,-3.242559246577023e-05
G_-1,G_2_left_38,-0.0005407706241702192
G_-1,G_2_left_39,-0.0005884067979709599
G_-1,G_2_left_40,-0.0003762716481498156
G_-1,G_2_left_41,-0.0003182004214750125
G_-1,G_2_left_42,0.00041576783492016923
G_-1,G_2_left_43,0.000628454418954031
G_-1,G_2_left_44,-0.0002579826743117352
G_-1,G_2_left_45,-0.0003390412876132206
G_-1,G_2_left_46,-0.0005996109645830072
G_-1,G_2_left_47,1.3808071603833757e-05
G_-1,G_2_left_48,-0.00043251172651881186
G_-1,G_2_left_49,-0.0004863615425484883
G_-1,G_2_left_50,-0.00017042908221889753
G_-1,G_2_left_51,-0.00023795872751892838
G_-1,G_2_left_52,9.043663791316356e-05
G_-1,G_2_left_53,-0.00019052489446710788
G_-1,G_2_left_54,-0.0002237191149488468
G_-1,G_2_left_55,0.0004807463938784406
G_-1,G_2_left_56,-0.00018482979823458446
G_-1,G_2_left_57,-0.0002581926506073798
G_-1,G_2_left_58,-7.36015922409394e-05
G_-1,G_2_left_59,-9.507861951646368e-05
G_-1,G_2_left_60,2.381503255017589e-05
G_-1,G_2_left_61,-0.0005021800126015542
G_-1,G_2_left_62,-0.0005852906039039548
G_-1,G_2_left_63,-0.0004817697863987229
G_-1,G_2_left_64,-0.0001349614717430458
G_-1,G_2_left_65,-6.084003552132495e-05
G_-1,G_2_left_66,-0.00016721931681231336
G_-1,G_2_left_67,3.992064336973642e-06
G_-1,G_2_left_68,0.00021705638473057374
G_-1,G_2_left_69,0.00010371933056103959
G_-1,G_2_left_70,-0.0006086919381631432
G_-1,G_2_left_71,-0.001207498047144234
G_-1,G_2_left_72,-0.001048187632236606
G_-1,G_2_left_73,0.0003695894189420149
G_-1,G_2_left_74,-0.00010151892993126101
G_-1,G_2_left_75,-0.00015910101098615465
G_-1,G_2_left_76,-0.0002364364037853529
G_-1,G_2_left_77,-0.0002974145596023815
G_-1,G_2_left_78,-5.356198656717973e-05
G_-1,G_2_left_79,-0.0001018516607000745
G_-1,G_2_left_80,-8.17558216893478e-05
G_-1,G_2_left_81,-0.00012174002782938087
G_-1,G_2_left_82,-0.0002450074521935074
G_-1,G_2_left_83,-4.340434874283497e-05
G_-1,G_2_left_84,-0.0002967254059258891
G_-1,G_2_left_85,-0.0006237792878442989
G_-1,G_2_left_86,-0.000206511216142007
G_-1,G_2_left_87,-0.00021798922025864398
G_-1,G_2_left_88,-4.338866462841428e-05
G_-1,G_2_left_89,-0.00021467154191991776
G_-1,G_2_left_90,-0.0001297714373093128
G_-1,G_2_left_91,-0.0004926523785125458
G_-1,G_2_left_92,1.681642665815457e-06
G_-1,G_2_left_93,0.00011893376486170585
G_-1,G_2_left_94,-0.00023753218288600575
G_-1,G_2_left_95,-0.0003476895455346197
G_-1,G_2_left_96,0.00010019593521142612
G_-1,G_2_left_97,-0.00042797432831616003
G_-1,G_2_left_98,-0.0005257899140612703
G_-1,G_2_left_99,-0.00013476687123721259
G_-1,G_2_right_00,3.879778650827469e-05
G_-1,G_2_right_01,7.378718979126951e-05
G_-1,G_2_right_02,-9.898683940941747e-05
G_-1,G_2_right_03,-0.0002980388347686801
G_-1,G_2_right_04,-0.0010412385979106384
G_-1,G_2_right_05,-0.0014364382048109021
G_-1,G_2_right_06,-0.00011207839080155313
G_-1,G_2_right_07,-1.6583015726703194e-05
G_-1,G_2_right_08,-1.0630365928899278e-05
G_-1,G_2_right_09,0.0002507157698775814
G_-1,G_2_right_10,0.0001765543201946559
G_-1,G_2_right_11,0.00016280921552972827
G_-1,G_2_right_12,-0.00010985289988498252
G_-1,G_2_right_13,-9.743390121570685e-05
G_-1,G_2_right_14,-0.0003054732513699622
G_-1,G_2_right_15,-0.0006309276774030139
G_-1,G_2_right_16,-0.0001727616334573064
G_-1,G_2_right_17,-0.0002648422933512683
G_-1,G_2_right_18,-0.0004657050528043788
G_-1,G_2_right_19,-0.00015104629931517863
G_-1,G_2_right_20,-0.00016307522378105428
G_-1,G_2_right_21,-0.00041661402827641484
G_-1,G_2_right_22,-3.975708226015503e-05
G_-1,G_2_right_23,-0.00010570672858235288
G_-1,G_2_right_24,-6.874467047502786e-05
G_-1,G_2_right_25,-0.001365238279673834
G_-1,G_2_right_26,0.00010989520455605739
G_-1,G_2_right_27,1.905574393074776e-05
G_-1,G_2_right_28,-1.2541612716859699e-06
G_-1,G_2_right_29,-0.00013262318998493456
G_-1,G_2_right_30,-0.00012826556376790174
G_-1,G_2_right_31,-0.0001971400158895525
G_-1,G_2_right_32,-0.00018540293603323753
G_-1,G_2_right_33,0.00031895981388395064
G_-1,G_2_right_34,-0.0010183333699903753
G_-1,G_2_right_35,-0.0002727500018867633
G_-1,G_2_right_36,-0.00021732544368703214
G_-1,G_2_right_37,-0.0002910944083797106
G_-1,G_2_right_38,-0.0006356533122643321
G_-1,G_2_right_39,-9.6570521574716e-05
G_-1,G_2_right_40,-4.6559426701609375e-05
G_-1,G_2_right_41,-0.00012848313272101827
G_-1,G_2_right_42,-0.0002643494301225349
G_-1,G_2_right_43,-0.0008232836122261369
G_-1,G_2_right_44,-0.001483727518566803
G_-1,G_2_right_45,-0.00017909146362741463
G_-1,G_2_right_46,-0.000497582965131391
G_-1,G_2_right_47,0.0004514262141672957
G_-1,G_2_right_48,-0.0004130112904214904
G_-1,G_2_right_49,-0.00021789686506494348
G_-1,G_2_right_50,-0.00021941846473472242
G_-1,G_2_right_51,-0.00021169006685259413
G_-1,G_2_right_52,0.0006857917905438933
G_-1,G_2_right_53,-0.0003742982430978309
G_-1,G_2_right_54,-6.487033885386849e-05
G_-1,G_2_right_55,-0.0004723325365788852
G_-1,G_2_right_56,-0.000222366986333787
G_-1,G_2_right_57,-1.520431838201972e-05
G_-1,G_2_right_58,-9.448015969793226e-05
G_-1,G_2_right_59,-4.35127463571962e-05
G_-1,G_2_right_60,-0.00039241961012158956
G_-1,G_2_right_61,-0.0006446633833499304
G_-1,G_2_right_62,-0.0009526055589679594
G_-1,G_2_right_63,5.437620074795213e-05
G_-1,G_2_right_64,0.0001506262241732452
G_-1,G_2_right_65,-0.00016108502819041316
G_-1,G_2_right_66,0.00011665535513692582
G_-1,G_2_right_67,-0.0002809970893465893
G_-1,G_2_right_68,-0.00010677976160610215
G_-1,G_2_right_69,-0.0003832046013690213
G_-1,G_2_right_70,0.0002475256381243553
G_-1,G_2_right_71,0.0002487106808791024
G_-1,G_2_right_72,-0.0005043523332278917
G_-1,G_2_right_73,-0.0004682277486661706
G_-1,G_2_right_74,-2.3368563523385247e-05
G_-1,G_2_right_75,-0.00016870266340293072
G_-1,G_2_right_76,-9.86394943405018e-06
G_-1,G_2_right_77,0.0007217169882546424
G_-1,G_2_right_78,-7.206715947571533e-05
G_-1,G_2_right_79,-5.207617655452503e-05
G_-1,G_2_right_80,-0.00045197048692159495
G_-1,G_2_right_81,-0.00010417830533362022
G_-1,G_2_right_82,0.0001093772744931108
G_-1,G_2_right_83,-0.00027395468078375226
G_-1,G_3_left_00,-0.0004252726764956501
G_-1,G_3_left_01,-3.438935783779111e-05
G_-1,G_3_left_02,-1.0415912567476973e-05
G_-1,G_3_left_03,-3.417620995399271e-05
G_-1,G_3_left_04,-0.00041804343774004874
G_-1,G_3_left_05,-0.0001466450385354092
G_-1,G_3_left_06,-0.0005879819967444051
G_-1,G_3_left_07,-0.0002313081260984309
G_-1,G_3_left_08,-0.00048411622432924126
G_-1,G_3_left_09,-0.0009582037544520587
G_-1,G_3_left_10,-0.00022270894225293769
G_-1,G_3_left_11,-0.00016290301095267076
G_-1,G_3_left_12,-9.580495675972897e-05
G_-1,G_3_left_13,-0.00015201936527134936
G_-1,G_3_left_14,4.167827080459884e-05
G_-1,G_3_left_15,-0.0007224675425263087
G_-1,G_3_left_16,-0.00035990288196773094
G_-1,G_3_left_17,-0.00021200019075343697
G_-1,G_3_left_18,-0.00021637142854971045
G_-1,G_3_left_19,-0.0007170243905841961
G_-1,G_3_left_20,-0.0002567920642048412
G_-1,G_3_left_21,-0.00023988192701154996
G_-1,G_3_left_22,-0.0003534228470894652
G_-1,G_3_left_23,-0.0008596835979768768
G_-1,G_3_left_24,-0.000608773282982901
G_-1,G_3_left_25,-0.0003336666366057193
G_-1,G_3_left_26,-0.000924098100614986
G_-1,G_3_left_27,-0.00013431142038055214
G_-1,G_3_left_28,-0.0004138193763397818
G_-1,G_3_left_29,-0.00021622142521129925
G_-1,G_3_left_30,-0.0005668387508387567
G_-1,G_3_left_31,-0.0005976597761768352
G_-1,G_3_left_32,-0.0003527764872852205
G_-1,G_3_left_33,1.5360201299422578e-05
G_-1,G_3_left_34,-0.0005001613887429506
G_-1,G_3_left_35,-0.0006249255941757543
G_-1,G_3_left_36,-0.0005440820111264732
G_-1,G_3_left_37,-0.00108957073295752
G_-1,G_3_left_38,-0.0002421425908196011
G_-1,G_3_left_39,-0.00017819672581908332
G_-1,G_3_left_40,-0.00027773241909234816
G_-1,G_3_left_41,-0.00026438796163724606
G_-1,G_3_left_42,0.00011839377176879414
G_-1,G_3_left_43,8.305484309804531e-05
G_-1,G_3_left_44,-0.0003113801759685321
G_-1,G_3_left_45,-0.00013777141396668932
G_-1,G_3_left_46,0.00013093153074060385
G_-1,G_3_left_47,-0.0011049043225081173
G_-1,G_3_left_48,0.00025246533542119267
G_-1,G_3_left_49,-8.482106523302652e-05
G_-1,G_3_left_50,-0.00032532738912920345
G_-1,G_3_left_51,-0.0002611118039033849
G_-1,G_3_left_52,-0.00031255614634398464
G_-1,G_3_left_53,1.5450722733522714e-05
G_-1,G_3_left_54,-0.00021382864414946012
G_-1,G_3_left_55,-0.0009084236631822338
G_-1,G_3_left_56,-0.0005234400528984948
G_-1,G_3_left_57,-0.00045377160410489247
G_-1,G_3_left_58,-0.0002043830309432821
G_-1,G_3_left_59,-0.0004457047605175104
G_-1,G_3_left_60,-0.0008021365232411651
G_-1,G_3_left_61,-0.0005925922533676425
G_-1,G_3_left_62,-0.000336169933871614
G_-1,G_3_left_63,-0.0004428604112705825
G_-1,G_3_left_64,-0.00017390309870386452
G_-1,G_3_right_00,-2.5122305842220474e-05
G_-1,G_3_right_01,-7.439173286143054e-05
G_-1,G_3_right_02,-0.0016324936441895809
G_-1,G_3_right_03,-0.0008059900117105151
G_-1,G_3_right_04,-0.0008533696979973077
G_-1,G_3_right_05,-0.001987811781451668
G_-1,G_3_right_06,-0.0006843901098019012
G_-1,G_3_right_07,-0.0022082968314972233
G_-1,G_3_right_08,-0.00024818286672916495
G_-1,G_3_right_09,-0.0002419610839898357
G_-1,G_3_right_10,-0.0010590854908130484
G_-1,G_3_right_11,5.7220611842094016e-05
G_-1,G_3_right_12,-0.0005511640249974849
G_-1,G_3_right_13,-0.0010368591969484127
G_-1,G_3_right_14,-0.0005163572759129013
G_-1,G_3_right_15,0.00020614019766778717
G_-1,G_3_right_16,-0.001163301407791429
G_-1,G_3_right_17,-0.0012232093156713626
G_-1,G_3_right_18,-0.0007101672076413593
G_-1,G_3_right_19,0.00022268112462386187
G_-1,G_3_right_20,-3.980477556676965e-05
G_-1,G_3_right_21,-0.0009606713440728046
G_-1,G_3_right_22,-0.00018798467407259414
G_-1,G_3_right_23,-8.619167302445053e-05
G_-1,G_3_right_24,-0.0006611632642149862
G_-1,G_3_right_25,-0.00025953676765235937
G_-1,G_3_right_26,-0.00010198999173941435
G_-1,G_3_right_27,-0.0015166436153846701
G_-1,G_3_right_28,-0.0005636856141345763
G_-1,G_3_right_29,-0.00012292138985296977
G_-1,G_3_right_30,-0.00039223000125337667
G_-1,G_3_right_31,-0.000353047863582698
G_-1,G_3_right_32,-0.0010686623705443087
G_-1,G_3_right_33,-3.281823450401578e-06
G_-1,G_3_right_34,-0.0004554414035151356
G_-1,G_3_right_35,-6.629202573665706e-05
G_-1,G_3_right_36,-0.0004609502378535835
G_-1,G_3_right_37,-0.0005159451021934884
G_-1,G_3_right_38,-0.0009446528763564883
G_-1,G_3_right_39,-0.00041658520996308075
G_-1,G_3_right_40,8.970138864816178e-05
G_-1,G_3_right_41,-0.0004670637945581505
G_-1,G_3_right_42,-0.0006782295731444567
G_-1,G_3_right_43,-0.0004375023618295903
G_-1,G_3_right_44,0.0001809672476519524
G_-1,G_3_right_45,-0.00017595996227195065
G_-1,G_3_right_46,0.0001889390378455455
G_-1,G_3_right_47,-0.00014420874833066875
G_-1,G_3_right_48,-5.8505418362301565e-06
G_-1,G_3_right_49,-7.813223618438862e-05
G_-1,G_3_right_50,-0.00018134663986935591
G_-1,G_3_right_51,-1.3594274325271392e-05
G_-1,G_3_right_52,2.7452724054575883e-06
G_-1,G_3_right_53,0.00015033455724540538
G_-1,G_3_right_54,-0.0003610553238128277
G_-1,G_3_right_55,-0.00037687820997760565
G_-1,G_3_right_56,-0.0003735129382117509
G_-1,G_3_right_57,-0.00031927722912132887
G_-1,G_3_right_58,-0.0013415047655780104
G_-1,G_3_right_59,-0.0013675432297902016
G_-1,G_3_right_60,-0.00046882397003515295
G_-1,G_3_right_61,-4.8624117430272816e-05
G_-1,G_3_right_62,-0.00023712116836581784
G_-1,G_3_right_63,-0.0003369200755805689
G_-1,G_3_right_64,-0.0006498598888615719
G_-1,G_3_right_65,-0.0006478603568279241
G_-1,G_4_left_00,-0.001237958815461853
G_-1,G_4_left_01,-0.00024211652845007183
G_-1,G_4_left_02,-0.0006394010666117628
G_-1,G_4_left_03,-0.000255615362729711
G_-1,G_4_left_04,-0.00045064321445074164
G_-1,G_4_left_05,-0.000869014057399191
G_-1,G_4_left_06,-0.0006489848380035246
G_-1,G_4_left_07,0.0008225280188280035
G_-1,G_4_left_08,-0.0009864380899166098
G_-1,G_4_left_09,-0.0005142848104119404
G_-1,G_4_left_10,0.00012508095271874123
G_-1,G_4_left_11,0.00018044402834610282
G_-1,G_4_left_12,0.0006725821599889664
G_-1,G_4_left_13,-0.00010044071774937794
G_-1,G_4_left_14,-0.0003566382442855937
G_-1,G_4_left_15,-0.0010252133022420184
G_-1,G_4_left_16,-0.00014212449523634898
G_-1,G_4_left_17,-0.0008185524383813556
G_-1,G_4_left_18,-0.0010225147345076754
G_-1,G_4_left_19,-0.00021142442545498332
G_-1,G_4_left_20,-0.0002042969852321267
G_-1,G_4_left_21,-0.0003583911248867893
G_-1,G_4_left_22,-0.00014566690463882516
G_-1,G_4_left_23,-6.384047123627775e-05
G_-1,G_4_left_24,-0.00047281416820189393
G_-1,G_4_left_25,-0.00045475704028268585
G_-1,G_4_left_26,-0.0007619611814220422
G_-1,G_4_left_27,0.00011982661668720842
G_-1,G_4_left_28,-6.627043356556038e-05
G_-1,G_4_left_29,-0.00038414762732003283
G_-1,G_4_left_30,-7.745531946713185e-05
G_-1,G_4_left_31,-0.0005578558686442358
G_-1,G_4_left_32,-0.00057855268876907
G_-1,G_4_left_33,-0.0005582037871662515
G_-1,G_4_left_34,-2.3198816842205984e-05
G_-1,G_4_left_35,-6.69674139905835e-05
G_-1,G_4_left_36,2.711697728937106e-05
G_-1,G_4_left_37,-4.7341575719703884e-05
G_-1,G_4_left_38,-0.0005374794828306326
G_-1,G_4_left_39,2.870778916511843e-06
G_-1,G_4_left_40,0.0001760389725049564
G_-1,G_4_left_41,-0.00022329304088320088
G_-1,G_4_left_42,-3.254342811438418e-05
G_-1,G_4_left_43,0.0007132777998330504
G_-1,G_4_left_44,0.00036985857803731884
G_-1,G_4_left_45,4.365372535748329e-05
G_-1,G_4_left_46,-0.0004485588321045208
G_-1,G_4_left_47,-0.0003102005737792646
