CIDs,FOV,High or Low Conc.,cell,delF
6184,6,l,68,0.06263597522549608
6184,6,h,69,0.012023405017899676
6184,6,l,69,-0.04994942544954078
6184,6,h,70,0.14831379420087645
6184,6,l,70,0.08877753880618865
6184,6,h,71,0.0978327213307258
6184,6,l,71,0.038143342151831704
6184,6,h,72,-0.005194651573510767
6184,6,l,72,0.013302597906978788
6184,6,h,73,-0.011113740650078002
6184,6,l,73,-0.019430959526959425
6184,6,h,74,-0.009138072581231206
6184,6,l,74,0.01153591799191194
6184,6,h,75,0.048821328570302934
6184,6,l,75,0.010900329445000259
6184,6,h,76,0.04944202805686706
6184,6,l,76,-0.06969125334002622
6184,6,h,77,0.007347821021222869
6184,6,l,77,-0.036117093769038704
6184,6,h,78,0.10384667601630178
6184,6,l,78,-0.07406822531877506
6184,6,h,79,-0.006617000950296542
6184,6,l,79,-0.006874205916278319
6184,6,h,80,-0.068393428722573
6184,6,l,80,-0.15330482231811973
6184,6,h,81,-0.02407800492435745
6184,6,l,81,-0.09722060674952797
6184,6,h,82,0.08365297525904784
6184,6,l,82,0.07180938266073628
6184,6,h,83,0.11164557291388534
6184,6,l,83,0.16142159914186427
6184,6,h,84,0.050455072582420275
6184,6,l,84,0.07893850666182874
6184,6,h,85,0.04434668457056101
6184,6,l,85,0.04817221563151689
6184,6,h,86,0.1855087150791173
6184,6,l,86,0.17206614870970724
6184,6,h,87,-0.006433082759308214
6184,6,l,87,-0.0007703673547526027
6184,6,h,88,0.01946333949573095
6184,6,l,88,0.06851946031273613
6184,6,h,89,-0.03808343031994437
6184,6,l,89,0.0005858392648725874
6184,6,h,90,-0.02546921875341603
6184,6,l,90,-0.006641803078298078
6184,6,h,91,0.010165711124512065
6184,6,l,91,0.03021651288481105
6184,6,h,92,-0.057958414699420535
6184,6,l,92,-0.051805084178957385
6184,6,h,93,-0.07435653998019037
6184,6,l,93,-0.12452895919462174
6184,6,h,94,-0.05024248957226803
6184,6,l,94,-0.027990669749859306
6184,6,h,95,-0.026539842437042643
6184,6,l,95,-0.005890636730087019
6184,6,h,96,-0.020384854566930264
6184,6,l,96,0.003685311725583149
6184,6,h,97,-0.08144220791861674
6184,6,l,97,-0.03898602978160655
6184,6,h,98,-0.0004512781248319821
6184,6,l,98,0.04999938149844357
6184,6,h,99,0.015116968119774846
6184,6,l,99,0.021967816158343062
6184,6,h,100,-0.00035772149070796767
6184,6,l,100,-0.0017720590739440656
6184,6,h,101,-0.020134296659189848
6184,6,l,101,-0.013044726916059492
6184,6,h,102,0.01361341989599669
6184,6,l,102,0.006947933482548195
6184,6,h,103,-0.02614962224936876
6184,6,l,103,-0.10171372827313567
6184,6,h,104,0.008711134227629405
6184,6,l,104,0.07202293527516372
6184,6,h,105,0.3483511986569348
6184,6,l,105,0.03918845337899809
6184,6,h,106,0.027687733042060552
6184,6,l,106,0.048385191329401646
6184,6,h,107,0.02724946831895636
6184,6,l,107,0.08194589850348967
6184,6,h,108,0.016935176854483824
6184,6,l,108,0.1108292594745552
6184,6,h,109,0.09023830203392717
6184,6,l,109,0.11233150281473565
6184,6,h,110,0.061374748267929546
6184,6,l,110,0.08343358918572459
6184,6,h,111,0.060828145123123616
6184,6,l,111,-0.00073436648718985
6184,6,h,112,-0.02067895700248486
6184,6,l,112,-0.05154932997280015
6184,6,h,113,-0.07681251360047016
6184,6,l,113,-0.07086668863575979
6184,6,h,114,-0.06358611087395917
6184,6,l,114,-0.016324825181006863
6184,6,h,115,0.19468846455824518
6184,6,l,115,0.32047094796797637
6184,6,h,116,-0.03514069577755984
6184,6,l,116,-0.044035599189918985
6184,6,h,117,0.030968522920444153
6184,6,l,117,0.029144370545512804
6184,6,h,118,-0.09652787056305251
6184,6,l,118,-0.03570830424048465
6184,6,h,119,0.22002541667488348
6184,6,l,119,0.16671257433966216
6184,6,h,120,-0.004787135518678073
6184,6,l,120,0.04898543187084894
6184,6,h,121,0.08307306799400357
6184,6,l,121,0.058515272350281144
6184,6,h,122,0.003086628949817508
6184,6,l,122,0.025934366082125484
6184,6,h,123,0.07336905796900749
6184,6,l,123,0.037796859448579044
6184,6,h,124,-0.09958721028773831
6184,6,l,124,-0.059763396653887156
6184,6,h,125,0.10382702207427304
6184,6,l,125,0.08426405780245198
6184,6,h,126,0.005719663610124499
6184,6,l,126,0.0018829962297991045
6184,6,h,127,0.11335407036624084
6184,6,l,127,0.1345273767580446
6184,6,h,128,-0.013413263556459892
6184,6,l,128,0.030783196406912367
6184,6,h,129,-0.02951397493445722
6184,6,l,129,0.032802878973088624
6184,6,h,130,-0.006750319365405245
6184,6,l,130,-0.00746252316555845
6184,6,h,131,0.0820936763914866
6184,6,l,131,0.12368835600835108
6184,6,h,132,0.02957361093702203
6184,6,l,132,0.042812100739774976
6184,6,h,133,0.10946694424496083
6184,6,l,133,0.09389094664211266
6184,6,h,134,0.08929075418037768
6184,6,l,134,0.029716960617690257
6184,6,h,135,0.08052010279303722
6184,6,l,135,0.04744472726967322
6184,6,h,136,-0.050011880642636786
6184,6,l,136,-0.07274125071339894
6184,6,h,137,0.008694985216190422
6184,6,l,137,-0.015212723440439188
6184,6,h,138,0.008222778780746955
6184,6,l,138,0.0035632153818922403
6184,6,h,139,-0.03215965045935853
6184,6,l,139,-0.020909498128476214
6184,6,h,140,0.03807409232574422
6184,6,l,140,0.03752728466522438
6184,6,h,141,-0.07350316451253404
6184,6,l,141,-0.05807233067784675
6184,6,h,142,-0.04161710892469007
6184,6,l,142,-0.11605506321052678
6184,7,h,0,0.03455729701577624
6184,7,h,1,-0.02205168452557281
6184,7,h,2,0.12833667678136498
6184,7,h,3,-0.03971867435323788
6184,7,h,4,0.1264925040636219
6184,7,h,5,-0.04048798708577554
6184,7,h,6,0.01730789330676409
6184,7,h,7,0.021571242697036558
6184,7,h,8,0.0006388963594347874
6184,7,h,9,-0.00507831864066706
6184,7,h,10,0.11122520540138973
6184,7,h,11,0.011992392287040509
6184,7,h,12,-0.005135346123714873
6184,7,h,13,0.0076252451639823166
6184,7,h,14,-0.036200447005776196
6184,7,h,15,-0.02673182024791749
6184,7,h,16,-0.026694982364862327
6184,7,h,17,-0.0032182373761141664
6184,7,h,18,0.1684876994165849
6184,7,h,19,0.08140335920557848
6184,7,h,20,-0.008484985099826805
6184,7,h,21,-0.04964069425892311
6184,7,h,22,0.022430184227607175
6184,7,h,23,-0.09207408940211596
6184,7,h,24,0.16630209793709164
6184,7,h,25,-0.05404495200032727
6184,7,h,26,-0.044822820548052006
6184,7,h,27,0.03150020839452943
6184,7,h,28,0.08514518165371683
6184,7,h,29,0.028424929255210823
6184,7,h,30,0.02781709479304923
6184,7,h,31,-0.0629030646958813
6184,7,h,32,0.11371548491046786
6184,7,h,33,-0.0017522368824730173
6184,7,h,34,0.09277464183803727
6184,7,h,35,0.07341674600177184
6184,7,h,36,0.0808752696275953
6184,7,h,37,0.0022356445140275533
6184,7,h,38,-0.04082559349378622
6184,7,h,39,-0.005948489092275517
6184,7,h,40,0.027992379452245832
6184,7,h,41,0.21083402842357746
6184,7,h,42,0.052356830823264734
6184,7,h,43,0.21569368693419738
6184,7,h,44,-0.03795036043466573
6184,7,h,45,-0.0291688725151917
6184,7,h,46,0.0022450472118459635
6184,7,h,47,-0.0512751587864234
6184,7,h,48,0.006882320459647287
6184,7,h,49,0.13586082017439988
6184,7,h,50,0.1156459694647644
6184,7,h,51,0.04796236429831025
6276,1,h,0,-0.009486930734363205
6276,1,l,0,-0.0332016898449456
6276,1,h,1,0.055868371262250756
6276,1,l,1,0.08388281898429316
6276,1,h,2,0.04840613073563771
6276,1,l,2,0.19270688589870968
6276,1,h,3,0.0258281383137188
6276,1,l,3,0.024413570197658482
6276,1,h,4,0.1335451943275581
6276,1,l,4,0.019570495592570725
6276,1,h,5,0.017430994221480593
6276,1,l,5,-0.03725972056740294
6276,1,h,6,0.008013263272828261
6276,1,l,6,-0.006575122210395461
6276,1,h,7,0.0210046675718721
6276,1,l,7,0.04978296063904236
6276,1,h,8,0.04124489975250858
6276,1,l,8,0.06568982294219611
6276,1,h,9,0.033840608290162714
6276,1,l,9,0.02520498774177864
6276,1,h,10,0.03566676898599739
6276,1,l,10,-0.026427667792562337
6276,1,h,11,0.2567370685246895
6276,1,l,11,0.4165081885954722
6276,1,h,12,-0.018878563753785424
6276,1,l,12,-0.03726779469451503
6276,1,h,13,0.08006116847161876
6276,1,l,13,0.10971228911086035
6276,1,h,14,0.17661968219313695
6276,1,l,14,0.1855763956257651
6276,1,h,15,0.03464639528910598
6276,1,l,15,0.018276555659339055
6276,1,h,16,0.015595941319651844
6276,1,l,16,-0.008869693999718457
6276,1,h,17,0.1102507174430457
6276,1,l,17,0.10517829880844448
6276,1,h,18,0.0314307004446854
6276,1,l,18,0.07041161951876135
6276,1,h,19,0.11658519977734139
6276,1,l,19,0.30356751078772615
6276,1,h,20,-0.011497525681975124
6276,1,l,20,-0.04132463455477933
6276,1,h,21,-0.006875631123323557
6276,1,l,21,-0.09679098048055175
6276,1,h,22,0.055404441698457825
6276,1,l,22,0.035077235727724775
6276,1,h,23,0.14736476870635698
6276,1,l,23,0.2733937042187653
6276,1,h,24,0.11237468975261146
6276,1,l,24,0.11930724648408227
6276,1,h,25,0.0676194192307956
6276,1,l,25,0.2503070088323097
6276,1,h,26,-0.01212636082725749
6276,1,l,26,0.01870025993520839
6276,1,h,27,0.05814780775170264
6276,1,l,27,0.04563218950008408
6276,1,h,28,-0.0011076823078044519
6276,1,l,28,0.02522379743470983
6276,1,h,29,0.025191924990559073
6276,1,l,29,0.07146682638435743
6276,1,h,30,-0.001551884040114927
6276,1,l,30,0.016629864314455078
6276,1,h,31,0.0026911714728495295
6276,1,l,31,-0.028871052729994223
6276,1,h,32,-0.023259829953409947
6276,1,l,32,0.029409318084460026
6276,1,h,33,0.08129254544314947
6276,1,l,33,0.18729055589106247
6276,1,h,34,0.046457427044944356
6276,1,l,34,0.11273105320655073
6276,1,h,35,-0.019816239021596713
6276,1,l,35,-0.008936122132890039
6276,1,h,36,-0.03564524261413598
6276,1,l,36,-0.04219570991764764
6276,1,h,37,0.04003423749388469
6276,1,l,37,0.07723839817359267
6276,1,h,38,-0.006158256965769624
6276,1,l,38,-0.016463557054917737
6276,1,h,39,0.03919323967137563
6276,1,l,39,0.09010815916390706
6276,1,h,40,0.030294731013552387
6276,1,l,40,0.15747946763786916
6276,1,h,41,0.04418434471109384
6276,1,l,41,0.21041513261691347
6276,1,h,42,0.0406482505341346
6276,1,l,42,0.05203027790154798
6276,1,h,43,0.12105336815590796
6276,1,l,43,0.36757372175520225
6276,1,h,44,0.10726509927070327
6276,1,l,44,0.06672890526613538
6276,1,h,45,0.01963689136453081
6276,1,l,45,-0.013513892972436372
6276,1,h,46,0.030960300684341056
6276,1,l,46,0.11488980354538549
6276,1,h,47,0.002673574236575904
6276,1,l,47,-0.05904300405173194
6276,1,h,48,-0.020012304891221556
6276,1,l,48,-0.022030768150096785
6276,1,h,49,-0.033021727794382706
6276,1,l,49,-0.024427554921341955
6276,1,h,50,0.015615347126572676
6276,1,l,50,0.02232312270339676
6276,1,h,51,0.009740514337160442
6276,1,l,51,-0.012317321442864715
6276,1,h,52,-0.027270050342969736
6276,1,l,52,-0.02771793864757788
6276,1,h,53,-0.003522464732688106
6276,1,l,53,0.01788341985537357
6276,1,h,54,0.03565115756209594
6276,1,l,54,0.07811871591038488
6276,1,h,55,-0.04219432696375375
6276,1,l,55,-0.035665871154756744
6276,1,h,56,0.008598161832778744
6276,1,l,56,0.017611499769580194
6276,1,h,57,0.127983261110165
6276,1,l,57,0.47505087177185135
6276,1,h,58,-0.0036686684164704635
6276,1,l,58,-0.026854729999539095
6276,1,h,59,-0.08618711378424536
6276,1,l,59,-0.1316597326921236
6276,1,h,60,-0.00018262949504113898
6276,1,l,60,0.023853938264080433
6276,1,h,61,0.021059551406083687
6276,1,l,61,0.04417439263236161
6276,1,h,62,0.016592060662145882
6276,1,l,62,0.03277747683661702
6276,1,h,63,0.012101622426112174
6276,1,l,63,0.046024738536817524
6276,1,h,64,-0.0010450180305587077
6276,1,l,64,0.014631451370202997
6276,1,h,65,-0.003700281596646215
6276,1,l,65,-0.06102438497756998
6276,1,h,66,0.022038967962935616
6276,1,l,66,0.07383709975647905
6276,1,h,67,0.05248566937823861
6276,1,l,67,0.0176189915655486
6276,1,h,68,0.15103321205360157
6276,1,l,68,0.13526985116902493
6276,1,h,69,-0.0032300137525155905
6276,1,l,69,0.01716722813534288
6276,1,h,70,0.07305090438557849
6276,1,l,70,0.15116979328635935
6276,1,h,71,0.021254390215220242
6276,1,l,71,-0.004499700726916546
6276,1,h,72,0.19529882659779882
6276,1,l,72,0.23430943007077387
6276,1,h,73,-0.004084536726277989
6276,1,l,73,-0.020779617325173676
6276,1,h,74,-0.03586916495652162
6276,1,l,74,0.03411881195360581
6276,1,h,75,0.0167937583445889
6276,1,l,75,0.12682154547684554
6276,1,h,76,0.20998401651836085
6276,1,l,76,0.22195859072574045
6276,1,h,77,0.14968019345337438
6276,1,l,77,0.28698607652479047
6276,1,h,78,0.10425829878429371
6276,1,l,78,0.19175285065416928
6276,1,h,79,0.10261996132133773
6276,1,l,79,0.11645198055705745
6276,1,h,80,0.005892506295631299
6276,1,l,80,-0.02490225547809713
6276,1,h,81,0.021067232149676738
6276,1,l,81,0.021450460079337912
6276,1,h,82,0.020829327402671058
6276,1,l,82,0.027434192854398128
6276,1,h,83,0.1647490368060837
6276,1,l,83,0.04255513575438089
6276,1,h,84,0.03470508027454742
6276,1,l,84,0.0181888610244513
6276,1,h,85,0.08785707075106604
6276,1,l,85,0.04743468873972356
6276,1,h,86,0.12578466670241617
6276,1,l,86,0.01314138779223599
6276,1,h,87,0.010203249062989769
6276,1,l,87,0.053433462920175485
6276,1,h,88,0.0620401813871419
6276,1,l,88,0.08948723407982068
6276,1,h,89,-0.007254483271816696
6276,1,l,89,0.0058777899319980296
6276,1,h,90,0.06336047595572081
6276,1,l,90,0.08314003834915208
6276,1,h,91,0.003488749240888728
6276,1,l,91,0.007993417698528757
6276,1,h,92,-0.0055309210961263094
6276,1,l,92,-0.01850469658816389
6276,1,h,93,0.0491346938771309
6276,1,l,93,0.040603690762028306
6276,1,h,94,-0.07794036780609703
6276,1,l,94,0.023383916188355367
6276,1,h,95,-0.004781989498140582
6276,1,l,95,0.03769195180819554
6276,1,h,96,0.021654183250085345
6276,1,l,96,0.030840962547268997
6276,1,h,97,0.07490024152949225
6276,1,l,97,0.05071351186682466
6276,1,h,98,0.11842796959016692
6276,1,l,98,0.09613236299156351
6276,1,h,99,0.05476889054612417
6276,1,l,99,0.03940289375692323
6276,1,h,100,-0.0020949935816917953
6276,1,l,100,-0.003186071333114674
6276,1,h,101,0.12949718353608475
6276,1,l,101,-0.03767331055475315
6276,1,h,102,0.009369544301095673
6276,1,l,102,0.005162547703183623
6276,1,h,103,0.017172408520386068
6276,1,l,103,-0.057893416763609595
6276,1,h,104,0.047751587498475793
6276,1,l,104,-0.011086822004688768
6276,1,h,105,0.06914835074697635
6276,1,l,105,0.1254783002432183
6276,1,h,106,0.012933067418357959
6276,1,l,106,-0.030154996486945584
6276,1,h,107,-0.013962246276744741
6276,1,l,107,0.05823100690715107
6276,1,h,108,0.019308516457258423
6276,1,l,108,-0.003578461807900337
6276,1,h,109,0.012929572181007315
6276,1,l,109,0.012321749401942748
6276,1,h,110,0.0624170487219376
6276,1,l,110,0.004081269824983942
6276,1,h,111,-0.00390923690805112
6276,1,l,111,0.07972649483840301
6276,1,h,112,0.043251299600689345
6276,1,l,112,0.09808305462472351
6276,1,h,113,0.017769051294201758
6276,1,l,113,0.04271115540113977
6276,1,h,114,0.00361509303804212
6276,1,l,114,-0.00973138276425875
6276,2,h,0,0.17317706514651843
6276,2,l,0,0.061503565954812905
6276,2,h,1,0.1112321922324277
6276,2,l,1,0.037733225785039494
6276,2,h,2,0.04991035536520658
6276,2,l,2,0.07741877193520277
6276,2,h,3,0.09470910423517621
6276,2,l,3,0.041724395332733984
6276,2,h,4,0.11156629322393781
6276,2,l,4,0.021919240723566023
6276,2,h,5,0.17370684977767958
6276,2,l,5,0.029323747049802812
6276,2,h,6,0.15867154498427058
6276,2,l,6,0.03684990895680047
6276,2,h,7,0.11713973528667858
6276,2,l,7,0.022262541502635944
6276,2,h,8,0.09590518620278161
6276,2,l,8,0.2321653703661688
6276,2,h,9,0.10659990646950614
6276,2,l,9,0.0442885317114056
6276,2,h,10,0.3313553351085573
6276,2,l,10,0.03944598797018457
6276,2,h,11,0.054166210561337004
6276,2,l,11,0.02645843024435028
6276,2,h,12,0.047849713216598616
6276,2,l,12,0.053905769847148004
6276,2,h,13,0.10593014412889912
6276,2,l,13,0.21839308707074653
6276,2,h,14,0.070109880728406
6276,2,l,14,0.05027377464279401
6276,2,h,15,0.0883193395038165
6276,2,l,15,0.05569231732371862
6276,2,h,16,0.08668171941413261
6276,2,l,16,0.029087085594969028
6276,2,h,17,0.05962006308596967
6276,2,l,17,0.04742761208184565
6276,2,h,18,0.06517904345379237
6276,2,l,18,0.06217062960206973
6276,2,h,19,0.08328710451416156
6276,2,l,19,0.04273171591229578
6276,2,h,20,0.10371033671990515
6276,2,l,20,0.06597195841473302
6276,2,h,21,0.10677408917907895
6276,2,l,21,0.08195771566872447
6276,2,h,22,0.0927504786994227
6276,2,l,22,0.03112611873067005
6276,2,h,23,0.14267585110546185
6276,2,l,23,0.03184363463223213
6276,2,h,24,0.11628993815508604
6276,2,l,24,0.13596435752980662
6276,2,h,25,0.06538415498039955
6276,2,l,25,0.24767361893848616
6276,2,h,26,0.049653466108571354
6276,2,l,26,0.09915671967032925
6276,2,h,27,0.09289162765465975
6276,2,l,27,0.0394450783373145
6276,2,h,28,0.09126065626366571
6276,2,l,28,0.33553006345936415
6276,2,h,29,0.09215847107975872
6276,2,l,29,0.06735429242756202
6276,2,h,30,0.04853478691624927
6276,2,l,30,0.1461622498240732
6276,2,h,31,0.14268985238532728
6276,2,l,31,0.045972363671457794
6276,2,h,32,0.16185494497204767
6276,2,l,32,0.05657649403835494
6276,2,h,33,0.08892566518522992
6276,2,l,33,0.06375591061529493
6276,2,h,34,0.05679243143383513
6276,2,l,34,-0.1351955756223026
6276,2,h,35,0.09614031706108861
6276,2,l,35,0.06259208830985526
6276,2,h,36,0.048598279713700954
6276,2,l,36,0.06501469403768516
6276,2,h,37,0.07729887838808015
6276,2,l,37,0.03246131773738401
6276,2,h,38,0.0990283176084768
6276,2,l,38,0.07769318402578969
6276,2,h,39,0.0675539633043329
6276,2,l,39,0.04229197105044885
6276,2,h,40,0.033260727855150725
6276,2,l,40,0.12590914780741846
6276,2,h,41,0.06086913551019249
6276,2,l,41,0.049483364564039956
6276,2,h,42,0.19196862296400097
6276,2,l,42,0.07282967380636667
6276,2,h,43,0.1950622614817091
6276,2,l,43,0.039845044778507706
6276,2,h,44,-0.008363726064694543
6276,2,l,44,0.08478418425035199
6276,2,h,45,0.053875313638164245
6276,2,l,45,0.04556166806320225
6276,2,h,46,0.0454354386901775
6276,2,l,46,0.056016189134701445
6276,2,h,47,0.04122073974416543
6276,2,l,47,0.0392125077793204
6276,2,h,48,0.07401763246976831
6276,2,l,48,0.02322968934087792
6276,2,h,49,0.015942061788179373
6276,2,l,49,0.12967238867244202
6276,2,h,50,0.08465458699410733
6276,2,l,50,0.03785201931760655
6276,2,h,51,0.115872382561876
6276,2,l,51,0.044649934621054516
6276,2,h,52,0.03253770397486724
6276,2,l,52,0.053167679258895734
6276,2,h,53,0.043800610999797575
6276,2,l,53,0.015189343354194857
6276,2,h,54,0.058568099446648626
6276,2,l,54,0.012847927941814975
6276,2,h,55,0.08409941460443497
6276,2,l,55,0.08424762339301561
6276,2,h,56,0.06077276368351817
6276,2,l,56,0.060030801909189635
6276,2,h,57,0.04999479051809347
6276,2,l,57,0.05803499551774846
6276,2,h,58,0.2353782835905193
6276,2,l,58,0.08738251588443514
6276,2,h,59,0.37272145445328037
6276,2,l,59,0.10879425433747501
6276,2,h,60,0.010580237214169392
6276,2,h,61,0.16439091464269232
6276,2,h,62,0.07483058101031097
6276,2,h,63,-0.015236465952706274
6276,2,h,64,0.0973001877359641
6276,2,h,65,0.11519953449645609
6276,2,h,66,0.21817443515654278
6276,2,h,67,0.09802035121148522
6276,2,h,68,0.11297211897574039
6276,2,h,69,0.10541540309295734
6276,2,h,70,0.08869069051763456
6276,2,h,71,0.14199106518400947
6276,2,h,72,0.0636562288085407
6276,2,h,73,0.11186076731133808
6276,2,h,74,0.10987212606307362
6276,2,h,75,0.06651161092967144
6276,2,h,76,0.16617351867269514
6276,2,h,77,0.10035147842521401
6276,2,h,78,-0.02584856991388816
6276,2,h,79,0.11993721544040396
6276,2,h,80,0.06941205839350963
6276,2,h,81,0.11968452596523392
6276,3,h,0,-0.05556415301019876
6276,3,l,0,0.0014528513130809665
6276,3,h,1,-0.05140162467240487
6276,3,l,1,-0.010781608027451662
6276,3,h,2,-0.045847921409994274
6276,3,l,2,-0.024590105471062395
6276,3,h,3,-0.042718920264993195
6276,3,l,3,-0.04559648885743784
6276,3,h,4,-0.03201868902166823
6276,3,l,4,-0.008009507492291115
6276,3,h,5,-0.06145558294016879
6276,3,l,5,-0.029804705785982804
6276,3,h,6,-0.06024529455973573
6276,3,l,6,-0.003775844105423601
6276,3,h,7,-0.04109676150627801
6276,3,l,7,-0.014331852165806735
6276,3,h,8,-0.0599523786273836
6276,3,l,8,-0.018810772167591267
6276,3,h,9,-0.0498847348457778
6276,3,l,9,0.002832778737801476
6276,3,h,10,-0.036018638236107535
6276,3,l,10,-0.016405329985559845
6276,3,h,11,-0.08530093874889859
6276,3,l,11,-0.027789835721433162
6276,3,h,12,-0.04617648055538424
6276,3,l,12,-0.006530155811948127
6276,3,h,13,-0.02599780163671951
6276,3,l,13,0.026769800611419536
6276,3,h,14,0.03308665604960199
6276,3,l,14,0.23262739816374534
6276,3,h,15,-0.04615161314897193
6276,3,l,15,0.01749955360607432
6276,3,h,16,-0.040330338274995714
6276,3,l,16,0.016662849954268213
6276,3,h,17,-0.05077204674095579
6276,3,l,17,-0.0024220987130244933
6276,3,h,18,-0.04338386122859845
6276,3,l,18,0.05491257309490178
6276,3,h,19,-0.034850583104146994
6276,3,l,19,-0.03053494576178303
6276,3,h,20,-0.03296067785779522
6276,3,l,20,-0.03911108284984648
6276,3,h,21,-0.03927120477590191
6276,3,l,21,-0.015114927015346787
6276,3,h,22,-0.024963369261884322
6276,3,l,22,-0.002652321856712684
6276,3,h,23,-0.021221630747592857
6276,3,l,23,-0.004079333256234605
6276,3,h,24,-0.02202542637718714
6276,3,l,24,-0.009691387883468584
6276,3,h,25,-0.009076923713326399
6276,3,l,25,-0.006734536837146379
6276,3,h,26,0.002070013107141296
6276,3,l,26,0.04117544356070009
6276,3,h,27,-0.05169417347357202
6276,3,l,27,-0.03189941008257153
6276,3,h,28,-0.03381173778630019
6276,3,l,28,-0.01905469427975247
6276,3,h,29,-0.041397332430207025
6276,3,l,29,-0.047554993473752395
6276,3,h,30,-0.04567645093680669
6276,3,l,30,-0.017079751198220205
6276,3,h,31,-0.022182788910664105
6276,3,l,31,0.017158019403231084
6276,3,h,32,-0.030474652698999415
6276,3,l,32,0.009336581318779407
6276,3,h,33,-0.08890671887761858
6276,3,l,33,-0.07711565037173425
6276,3,h,34,-0.05864427875349556
6276,3,l,34,-0.017660641284538255
6276,3,h,35,-0.030560167692778178
6276,3,l,35,0.0029300366879681885
6276,3,h,36,-0.05635720057067842
6276,3,l,36,-0.011743851815548578
6276,3,h,37,-0.01433255423155208
6276,3,l,37,-0.02984031784668956
6276,3,h,38,-0.04712628741790695
6276,3,l,38,-0.01206501807476206
6276,3,h,39,-0.02589301867530409
6276,3,l,39,-0.03703756935827707
6276,3,h,40,-0.04219902746849047
6276,3,l,40,0.01733743956831447
6276,3,h,41,-0.014401969226388837
6276,3,l,41,0.0865054373506323
6276,3,h,42,-0.09343878413326229
6276,3,l,42,0.050619586067365024
6276,3,h,43,-0.05066317931109197
6276,3,l,43,-0.008276026637491883
6276,3,h,44,-0.05048532459679411
6276,3,l,44,0.01614114814639894
6276,3,h,45,-0.007466706633929873
6276,3,l,45,-0.02663749306178739
6276,3,h,46,-0.030394168615765913
6276,3,l,46,-0.0222973278310564
6276,3,h,47,-0.010455577870057886
6276,3,l,47,0.0035646978351491173
6276,3,h,48,-0.04627401741856555
6276,3,l,48,-0.0037274720368390777
6276,3,h,49,-0.04948983045173666
6276,3,l,49,0.006408420066519177
6276,3,h,50,-0.052286610521864285
6276,3,l,50,-0.032863379717774394
6276,3,h,51,-0.043234795402345934
6276,3,l,51,-0.016275042312879125
6276,3,h,52,-0.025931988946889067
6276,3,l,52,0.003009482057464687
6276,3,h,53,-0.015468010746944892
6276,3,l,53,-0.00796924555830239
6276,3,h,54,-0.018333240936457915
6276,3,l,54,0.004924433157875721
6276,3,h,55,-0.06134936850589775
6276,3,l,55,-0.001956408410603705
6276,3,h,56,-0.03380218156293728
6276,3,l,56,-0.03016592223723392
6276,3,h,57,-0.0522266155327748
6276,3,l,57,-0.04647494033364496
6276,3,h,58,-0.04137976195189171
6276,3,l,58,-0.017688409451910223
6276,3,h,59,-0.07735550803753878
6276,3,l,59,0.0023128683072031805
6276,3,h,60,-0.08218114468097264
6276,3,l,60,-0.034669162836370046
6276,3,h,61,-0.06415791995313636
6276,3,l,61,-0.05442497493434748
6276,3,h,62,-0.013954344424387267
6276,3,l,62,0.002372706123678387
6276,3,h,63,-0.03885479877851133
6276,3,l,63,-0.06330076339620089
6276,3,h,64,-0.05104669945467049
6276,3,l,64,-0.03860103876561145
6276,3,h,65,-0.04664988697259306
6276,3,l,65,-0.006919263206098004
6276,3,h,66,-0.05634938348368529
6276,3,l,66,-0.018002598865288974
6276,3,h,67,-0.022679396533472524
6276,3,l,67,0.005615427507674894
6276,3,h,68,-0.036715921303685194
6276,3,l,68,-0.010655660454027598
6276,3,h,69,-0.04069628977870488
6276,3,l,69,-0.008396287623438877
6276,3,h,70,-0.042275092886283235
6276,3,l,70,-0.01002486873091682
6276,3,h,71,-0.03801210498602997
6276,3,l,71,0.01073585580023361
6276,3,h,72,-0.055769254462991365
6276,3,l,72,-0.012371579610343872
6276,3,h,73,-0.04127980276299113
6276,3,l,73,-0.05306561267718315
6276,4,h,0,-0.001223640314611059
6276,4,l,0,0.03198862363412636
6276,4,h,1,-0.00656489025893111
6276,4,l,1,-0.05734079792983881
6276,4,h,2,-0.0005283060210990917
6276,4,l,2,-0.030098132776151264
6276,4,h,3,0.16884826055204785
6276,4,l,3,0.013244619893398717
6276,4,h,4,-0.013762778161620318
6276,4,l,4,0.030066496666482322
6276,4,h,5,-0.0029780621671468637
6276,4,l,5,-0.03631387407985445
6276,4,h,6,0.027577716031755465
6276,4,l,6,-0.009943449016993653
6276,4,h,7,-0.026030834405935857
6276,4,l,7,-0.0411628344103944
6276,4,h,8,0.05541943802055713
6276,4,l,8,0.041518554381674164
6276,4,h,9,-0.08939650351795227
6276,4,l,9,0.04632404608048602
6276,4,h,10,0.04226070662561516
6276,4,l,10,0.034997429388292735
6276,4,h,11,0.005558506711150439
6276,4,l,11,0.015198770913169506
6276,4,h,12,0.004747504071768512
6276,4,l,12,0.039837493023532324
6276,4,h,13,0.005139308272272869
6276,4,l,13,0.027409018311916115
6276,4,h,14,-0.020536041311982847
6276,4,l,14,-0.021247816387109045
6276,4,h,15,0.037315743597298924
6276,4,l,15,0.02169938589696448
6276,4,h,16,0.019005130533499164
6276,4,l,16,-0.0006819325887322175
6276,4,h,17,-0.010842200930560092
6276,4,l,17,0.03321029793507486
6276,4,h,18,0.004069241451693642
