CIDs,FOV,High or Low Conc.,cell,delF
1049,1,h,63,-0.04249084668169222
1049,1,l,63,-0.011099886860623772
1049,1,h,64,-0.037836456155189685
1049,1,l,64,0.04356108154436087
1049,1,h,65,0.316150195952291
1049,1,l,65,0.32414896402123666
1049,1,h,66,0.055988500746258996
1049,1,l,66,0.14938618766032769
1049,1,h,67,0.053819550049682
1049,1,l,67,0.009202780352008864
1049,1,h,68,0.16097390904140116
1049,1,l,68,0.16474503177633731
1049,1,h,69,0.017338491119522372
1049,1,l,69,0.004002194603812983
1049,1,h,70,-0.004650595329819177
1049,1,l,70,0.01539043239918675
1049,1,h,71,-0.022606198716626363
1049,1,l,71,0.05438460893709821
1049,1,h,72,0.017414873802760394
1049,1,l,72,0.0905967414464605
1049,1,h,73,0.014121876135380915
1049,1,l,73,0.08574062239455492
1049,1,h,74,-0.03249843838675781
1049,1,l,74,0.05413578547608111
1049,1,h,75,-0.03739491427856118
1049,1,l,75,0.16683094480460955
1049,1,h,76,0.01900645397684093
1049,1,l,76,0.09077283716370564
1049,1,h,77,0.05608766869228923
1049,1,l,77,0.0792511714207369
1049,1,h,78,-0.019159016366478192
1049,1,l,78,0.025849477600227443
1049,1,h,79,0.008725695640270464
1049,1,l,79,0.026130770073803683
1049,1,h,80,-0.022813304049563148
1049,1,l,80,0.025982358143719898
1049,1,h,81,-0.00805655633740276
1049,1,l,81,0.03187535742603201
1049,1,h,82,0.02974250412676933
1049,1,l,82,0.03166708642796636
1049,1,h,83,0.0778059305962371
1049,1,l,83,-0.007148833502349618
1049,1,h,84,0.04499872183214478
1049,1,l,84,0.022205777741180353
1049,1,h,85,-0.024366761383647333
1049,1,l,85,0.037549823079140655
1049,1,h,86,-0.04860402280049452
1049,1,l,86,0.03986558759013674
1049,1,h,87,-0.05224758932273482
1049,1,l,87,0.0671991800295161
1049,1,h,88,0.030129314720220336
1049,1,l,88,0.11440150044951503
1049,1,h,89,-0.01631274060059799
1049,1,l,89,0.032971250139786475
1049,1,h,90,-0.02848969196102882
1049,1,l,90,0.03940436084733948
1049,1,h,91,0.2232695589640795
1049,1,l,91,0.2170618807330487
1049,1,h,92,0.020024074788466725
1049,1,l,92,0.03310143782143426
1049,1,h,93,0.016973734760109226
1049,1,l,93,0.04754240814208043
1049,1,h,94,-0.10494090545385885
1049,1,l,94,0.022166395233232758
1049,1,h,95,0.061485910071664686
1049,1,l,95,0.06157859703883123
1049,1,h,96,-0.02229959364336971
1049,1,l,96,0.016853595060921954
1049,1,h,97,0.006793086574494502
1049,1,l,97,0.009489629915096007
1049,1,h,98,0.02003349862718315
1049,1,l,98,0.024084379248169963
1049,1,h,99,-0.002072372794189051
1049,1,l,99,-0.010797098936215893
1049,1,h,100,-0.008405543693466836
1049,1,l,100,0.009034715823791792
1049,1,h,101,0.04099249687212254
1049,1,l,101,0.08819040674643097
1049,1,h,102,0.013389027055851313
1049,1,l,102,0.0449139247152592
1049,1,h,103,0.17075963845190423
1049,1,l,103,0.23674519062702523
1049,1,h,104,0.2367830658427029
1049,1,l,104,0.19518899567508227
1049,1,h,105,-0.011389847085452145
1049,1,l,105,0.07865411364547735
1049,1,h,106,-0.039837674973683235
1049,1,l,106,0.0625015406056743
1049,1,h,107,-0.033629859114082374
1049,1,l,107,0.05414987340844518
1049,1,h,108,-0.020489391690865954
1049,1,l,108,-0.001588359221362734
1049,1,h,109,-0.01911556225675726
1049,1,l,109,0.010922090653955503
1049,1,h,110,0.005733843506289402
1049,1,l,110,0.016608993033870825
1049,1,h,111,0.007218295788901773
1049,1,l,111,0.06325529132397312
1049,1,h,112,0.015497768036666812
1049,1,l,112,0.0164196631244482
1049,1,h,113,-0.04352996599852743
1049,1,l,113,-0.04138594243816529
1049,1,h,114,-0.029686696613022773
1049,1,l,114,0.006135027211979018
1049,2,h,0,0.0450577590841913
1049,2,l,0,0.034070883006193466
1049,2,h,1,0.02916843166116545
1049,2,l,1,-0.012721583213828123
1049,2,h,2,-0.03341676009567196
1049,2,l,2,0.060541835020606616
1049,2,h,3,-0.0017968935971700319
1049,2,l,3,0.034420362626176
1049,2,h,4,-0.012308193166753896
1049,2,l,4,0.018014133808248733
1049,2,h,5,-0.02557033691850677
1049,2,l,5,0.0025950053913669697
1049,2,h,6,-0.04285532786194107
1049,2,l,6,0.024474879480301012
1049,2,h,7,0.00951045523758111
1049,2,l,7,0.02903795483471538
1049,2,h,8,-0.04309357259746784
1049,2,l,8,0.07323481711623368
1049,2,h,9,-0.013932066636512754
1049,2,l,9,0.020473344497778902
1049,2,h,10,0.3494321160096312
1049,2,l,10,0.042843114056472176
1049,2,h,11,0.013696469341844148
1049,2,l,11,0.01711761380288597
1049,2,h,12,-0.029054445837339727
1049,2,l,12,0.02441937830315241
1049,2,h,13,-0.01922459471968526
1049,2,l,13,0.11431760292329458
1049,2,h,14,0.066053846939169
1049,2,l,14,-0.021414631115976922
1049,2,h,15,0.17221892616673617
1049,2,l,15,0.051179615565824954
1049,2,h,16,0.004855218004836465
1049,2,l,16,0.041595423084935676
1049,2,h,17,-0.01793593191181694
1049,2,l,17,-0.016818071572262377
1049,2,h,18,0.00643212693472382
1049,2,l,18,0.00770301433425408
1049,2,h,19,-0.025809858665039112
1049,2,l,19,0.02688987852407247
1049,2,h,20,0.013610726342960676
1049,2,l,20,0.031707521819153775
1049,2,h,21,-0.055229682114904664
1049,2,l,21,-0.004721214863826046
1049,2,h,22,0.003683361142248752
1049,2,l,22,0.06993284407519758
1049,2,h,23,0.030782258260319717
1049,2,l,23,0.021795657559886394
1049,2,h,24,0.02368004773152557
1049,2,l,24,0.039820503111803573
1049,2,h,25,0.01923118185860903
1049,2,l,25,0.06332058572862741
1049,2,h,26,-0.021752537950198627
1049,2,l,26,0.015350006882437131
1049,2,h,27,-0.025343052702999327
1049,2,l,27,-0.05413558196440712
1049,2,h,28,0.0055680649568828665
1049,2,l,28,0.08934137490660467
1049,2,h,29,0.025868395182355123
1049,2,l,29,0.013256358829769532
1049,2,h,30,0.008847458293219314
1049,2,l,30,0.08554088593361449
1049,2,h,31,0.04301383687158252
1049,2,l,31,0.04157849631726345
1049,2,h,32,0.016843710656492664
1049,2,l,32,0.01629503652605446
1049,2,h,33,0.02396786054190858
1049,2,l,33,0.052913369497578265
1049,2,h,34,-0.006031478843070005
1049,2,l,34,0.018787965158438547
1049,2,h,35,-0.0019155033464772458
1049,2,l,35,0.04523224604229572
1049,2,h,36,0.008607836029824836
1049,2,l,36,0.08437615306242113
1049,2,h,37,-0.0074824675054121865
1049,2,l,37,-0.0333130168857517
1049,2,h,38,0.039574315708786334
1049,2,l,38,-0.022523336702691785
1049,2,h,39,-0.04110752482799892
1049,2,l,39,0.06874571164255533
1049,2,h,40,0.029913098569434304
1049,2,l,40,0.19759173338938904
1049,2,h,41,-0.01023663030446279
1049,2,l,41,0.10377972467648301
1049,2,h,42,-0.03974888829245549
1049,2,l,42,-0.011739406041966993
1049,2,h,43,-0.04112472548033768
1049,2,l,43,0.03413692326100027
1049,2,h,44,-0.027157262725604845
1049,2,l,44,0.018058713192085823
1049,2,h,45,0.004434157856577424
1049,2,l,45,-0.01264251455172022
1049,2,h,46,-0.0002006095680072544
1049,2,l,46,-0.0012621205494416689
1049,2,h,47,0.004260289470129327
1049,2,l,47,0.06546258418194419
1049,2,h,48,0.0009226633280250904
1049,2,l,48,0.01637733105234562
1049,2,h,49,0.004044854089861114
1049,2,l,49,0.06916275931696277
1049,2,h,50,-0.00010995017187074435
1049,2,l,50,-0.025223477521535833
1049,2,h,51,-0.01203178622138802
1049,2,l,51,-0.010531537218913804
1049,2,h,52,0.020686943307113074
1049,2,l,52,0.045283650151977405
1049,2,h,53,0.018105138548484636
1049,2,l,53,-0.006161179100106852
1049,2,h,54,0.024177276391926152
1049,2,l,54,0.013286628428014558
1049,2,h,55,0.040000501214318904
1049,2,l,55,0.03779187154841862
1049,2,h,56,0.0867319511537517
1049,2,l,56,0.0020684041394051084
1049,2,h,57,0.002466675208534974
1049,2,l,57,0.052386240556134035
1049,2,h,58,0.21213379399300844
1049,2,l,58,0.0834950863484301
1049,2,h,59,0.03422265569315602
1049,2,l,59,0.11721675429818955
1049,2,h,60,0.02382887205663208
1049,2,h,61,0.025868130264050174
1049,2,h,62,-0.018014711211969493
1049,2,h,63,0.03615437197020197
1049,2,h,64,0.00423333704236589
1049,2,h,65,-0.04919892013696021
1049,2,h,66,0.07827591041982297
1049,2,h,67,-0.027843251635217253
1049,2,h,68,0.15711791518534238
1049,2,h,69,0.0637997259127905
1049,2,h,70,-0.01513375998350444
1049,2,h,71,0.022602226542440013
1049,2,h,72,0.09969265206343757
1049,2,h,73,0.014609222386393355
1049,2,h,74,0.04718435343266398
1049,2,h,75,0.02692849602339682
1049,2,h,76,0.03270573569114684
1049,2,h,77,0.01398190083776963
1049,2,h,78,0.09062323205501593
1049,2,h,79,0.010943212207685729
1049,2,h,80,0.013996665849786719
1049,2,h,81,0.11647285386826084
1049,3,h,0,-0.010230563261035455
1049,3,l,0,0.011861990201915714
1049,3,h,1,0.11130557864379242
1049,3,l,1,0.014678117421436876
1049,3,h,2,0.07135944387276215
1049,3,l,2,0.03369062123835315
1049,3,h,3,0.0865162359704028
1049,3,l,3,0.08939441747128318
1049,3,h,4,0.057563682861059555
1049,3,l,4,0.00289477407368382
1049,3,h,5,0.1459469264850499
1049,3,l,5,0.047308719256201004
1049,3,h,6,0.05201171517880185
1049,3,l,6,0.005525115684079399
1049,3,h,7,0.18575605689685518
1049,3,l,7,0.15945468499643284
1049,3,h,8,0.14059362201423437
1049,3,l,8,0.055546930979667834
1049,3,h,9,0.045386477553692434
1049,3,l,9,-0.0148581774104349
1049,3,h,10,0.06130114861406812
1049,3,l,10,0.029115104893663663
1049,3,h,11,0.005635960029158814
1049,3,l,11,-0.017305959402533776
1049,3,h,12,0.05825496891284757
1049,3,l,12,0.09539753438293719
1049,3,h,13,0.05865368431396003
1049,3,l,13,-0.018215400446762266
1049,3,h,14,0.1678178741621866
1049,3,l,14,0.2077646582777611
1049,3,h,15,0.021202586369260732
1049,3,l,15,-0.011984281209564728
1049,3,h,16,0.011865321102558285
1049,3,l,16,-0.0015320987524428769
1049,3,h,17,-0.006592207143179772
1049,3,l,17,-0.06210527577348494
1049,3,h,18,0.04807982602839191
1049,3,l,18,-0.04900939637080278
1049,3,h,19,0.020940774062701745
1049,3,l,19,0.006685510398429803
1049,3,h,20,0.07318571313014795
1049,3,l,20,-0.009331120596735798
1049,3,h,21,0.05917055685046244
1049,3,l,21,-0.019507231363529606
1049,3,h,22,0.006676264321256277
1049,3,l,22,-0.013667093551033176
1049,3,h,23,0.027402377753299793
1049,3,l,23,-0.011711143614048826
1049,3,h,24,0.013149126195049599
1049,3,l,24,0.0028251983185617
1049,3,h,25,0.03678745475247084
1049,3,l,25,0.011454422298736723
1049,3,h,26,0.08633413067759271
1049,3,l,26,0.021915162500842213
1049,3,h,27,0.01905031758077163
1049,3,l,27,0.032281775421225505
1049,3,h,28,-0.012797661030898869
1049,3,l,28,-0.04426968299155646
1049,3,h,29,-0.04244058864310512
1049,3,l,29,-0.016240038666097058
1049,3,h,30,-0.024440409414760136
1049,3,l,30,-0.014806576921487166
1049,3,h,31,0.13841127393641783
1049,3,l,31,0.0613107111242337
1049,3,h,32,0.10411272793211536
1049,3,l,32,0.18823020697519424
1049,3,h,33,-0.00021322422677851638
1049,3,l,33,-0.04266294605312043
1049,3,h,34,0.07115659521571106
1049,3,l,34,0.0694925775634297
1049,3,h,35,0.11579153715169703
1049,3,l,35,0.08022637419650024
1049,3,h,36,0.06785782515327418
1049,3,l,36,-0.03498448446495543
1049,3,h,37,0.07505348814181967
1049,3,l,37,6.808260748271862e-05
1049,3,h,38,0.03546758788027534
1049,3,l,38,0.009311921703061754
1049,3,h,39,0.04579383175421003
1049,3,l,39,-0.00023551518996547602
1049,3,h,40,0.004499287525908416
1049,3,l,40,-0.020955658678731504
1049,3,h,41,0.3030214446624098
1049,3,l,41,0.5068550127609109
1049,3,h,42,0.16132433698821433
1049,3,l,42,-0.011157092937930676
1049,3,h,43,0.020247458745275147
1049,3,l,43,0.08577315560369336
1049,3,h,44,0.05134630667628721
1049,3,l,44,-0.004868223198032741
1049,3,h,45,0.1008772835870732
1049,3,l,45,0.10138073044464024
1049,3,h,46,0.08425366826951726
1049,3,l,46,0.05863639213563407
1049,3,h,47,0.01080033244627788
1049,3,l,47,0.004818338924677141
1049,3,h,48,0.04100620595287858
1049,3,l,48,-0.00013129376654618294
1049,3,h,49,0.09731474587895185
1049,3,l,49,0.00950494061665797
1049,3,h,50,0.24867053552798235
1049,3,l,50,0.10010737264192492
1049,3,h,51,0.14323020310839346
1049,3,l,51,0.07619549842215559
1049,3,h,52,0.06764537424926292
1049,3,l,52,0.06416094340576475
1049,3,h,53,-0.017926439010618734
1049,3,l,53,-0.0018856748117197693
1049,3,h,54,0.06216738576020478
1049,3,l,54,-0.006299047388051386
1049,3,h,55,-0.009355697013107407
1049,3,l,55,-0.012903578186948683
1049,3,h,56,-0.013624876288229483
1049,3,l,56,-0.030404427442218922
1049,3,h,57,0.0405133072704053
1049,3,l,57,0.004289050593997565
1049,3,h,58,0.028374963202735914
1049,3,l,58,0.00017634011878973725
1049,3,h,59,0.011364828681578997
1049,3,l,59,-0.005628438362198915
1049,3,h,60,-0.014775733869772921
1049,3,l,60,-0.011556674926094988
1049,3,h,61,-0.005678380162272313
1049,3,l,61,-0.033201627583211483
1049,3,h,62,0.0678323579582556
1049,3,l,62,-0.0013463809588253068
1049,3,h,63,0.004790503732176138
1049,3,l,63,-0.007690463631256171
1049,3,h,64,0.05684053443434215
1049,3,l,64,0.01708202496199316
1049,3,h,65,0.048638196633540375
1049,3,l,65,0.028770221009943628
1049,3,h,66,0.06550546460858435
1049,3,l,66,0.020205164923725497
1049,3,h,67,0.12440819723319892
1049,3,l,67,-0.014020076403979828
1049,3,h,68,0.18810163737837524
1049,3,l,68,0.03511158554431401
1049,3,h,69,0.1300126521398495
1049,3,l,69,0.008266539677634
1049,3,h,70,0.07980399199266268
1049,3,l,70,0.003930223431782175
1049,3,h,71,0.0233031669551024
1049,3,l,71,-0.032428712890487356
1049,3,h,72,0.02730154752673439
1049,3,l,72,0.004546409402263639
1049,3,h,73,0.1101479565368727
1049,3,l,73,0.037320878779991844
1049,4,h,0,-0.05981761588709119
1049,4,l,0,-0.040296507362861396
1049,4,h,1,0.04535871110065254
1049,4,l,1,0.03557789240340002
1049,4,h,2,-0.0004948377567829225
1049,4,l,2,0.027041717957908714
1049,4,h,3,0.2268575240765165
1049,4,l,3,0.3143100109797529
1049,4,h,4,0.037551162430840855
1049,4,l,4,0.0121843487067623
1049,4,h,5,-0.020936452069219555
1049,4,l,5,-0.00448241654398585
1049,4,h,6,0.022488774642659737
1049,4,l,6,-0.06501908259198937
1049,4,h,7,0.026065701571674777
1049,4,l,7,0.029977885852702238
1049,4,h,8,-0.013086212240829417
1049,4,l,8,-0.04163213173462685
1049,4,h,9,-0.04788889181195085
1049,4,l,9,0.0429898288722966
1049,4,h,10,-0.029111765942933257
1049,4,l,10,0.03812906170168926
1049,4,h,11,0.018474537143570703
1049,4,l,11,0.039902012174982286
1049,4,h,12,0.031152296890572456
1049,4,l,12,-0.003298975252316374
1049,4,h,13,-0.013572860506677041
1049,4,l,13,-0.027952345326042082
1049,4,h,14,0.018045885109750238
1049,4,l,14,0.048829916958117094
1049,4,h,15,-0.0018368157826558033
1049,4,l,15,-0.015252789705737596
1049,4,h,16,0.05240060598474413
1049,4,l,16,0.06444986115704494
1049,4,h,17,0.03883653787804192
1049,4,l,17,-0.002360516976752991
1049,4,h,18,-0.006404913015902731
1049,4,l,18,-0.033173726090445305
1049,4,h,19,0.0018364740865136533
1049,4,l,19,0.0040582783917219945
1049,4,h,20,-0.06297280138982822
1049,4,l,20,-0.047078300688004275
1049,4,h,21,-0.015970471747895107
1049,4,l,21,-0.026034798797011958
1049,4,h,22,0.006414500287880295
1049,4,l,22,-0.02840224369608491
1049,4,h,23,0.010782566325228995
1049,4,l,23,-0.0023966252096012234
1049,4,h,24,0.01283890230827891
1049,4,l,24,0.0026846480480659115
1049,4,h,25,0.182073366202728
1049,4,l,25,0.19466768448617677
1049,4,h,26,-0.007385755577933396
1049,4,l,26,-0.02684696956130864
1049,4,h,27,0.018000031570298964
1049,4,l,27,0.01787340209548254
1049,4,h,28,-0.007645551326097841
1049,4,l,28,-0.00946734044868734
1049,4,h,29,-0.05457089308004807
1049,4,l,29,-0.05602413944233403
1049,4,h,30,0.021126932473158
1049,4,l,30,-0.011023701051978982
1049,4,h,31,-0.012757585437424883
1049,4,l,31,-0.06341405143632366
1049,4,h,32,0.023479025871114872
1049,4,l,32,-0.006575552844648579
1049,4,h,33,-0.011268949734181263
1049,4,l,33,-0.007973824126781135
1049,4,h,34,-0.027409969947499457
1049,4,l,34,0.0059958863534635394
1049,4,h,35,0.0009147943267550513
1049,4,l,35,-0.012254467188471273
1049,4,h,36,0.045675837812741205
1049,4,l,36,0.08001804842991724
1049,4,h,37,0.03458166429434597
1049,4,l,37,0.01569591155778458
1049,4,h,38,0.07343142791014456
1049,4,l,38,0.05091867449437493
1049,4,h,39,0.0022611717562766097
1049,4,l,39,-0.02921715236918988
1049,4,h,40,0.22755829821594764
1049,4,l,40,0.2943141284215669
1049,4,h,41,0.012829773697815785
1049,4,l,41,-0.00787135169840268
1049,4,h,42,-0.011539140346873126
1049,4,l,42,0.00014658715363415528
1049,4,h,43,0.03141364834751665
1049,4,l,43,0.08069047151801227
1049,4,h,44,0.26016255329224075
1049,4,l,44,0.29462639835513205
1049,4,h,45,0.005541892703338447
1049,4,l,45,0.04042416631588793
1049,4,h,46,0.011682294657989844
1049,4,l,46,-0.007941896976604364
1049,4,h,47,0.017904596670121814
1049,4,l,47,-0.02674335731974457
1049,4,h,48,0.013160486509527503
1049,4,l,48,-0.008146252147874204
1049,4,h,49,0.018513585362973733
1049,4,l,49,0.06147462658656971
1049,4,h,50,-0.030676015608909066
1049,4,l,50,-0.06282753319397148
1049,4,h,51,0.023729824524684643
1049,4,l,51,0.04214647442390512
1049,4,h,52,0.011084181224418526
1049,4,l,52,0.019719638489681224
1049,4,h,53,0.08393441278878684
1049,4,l,53,0.09736644091905311
1049,4,h,54,0.08265768934990116
1049,4,l,54,0.21303893824230488
1049,4,h,55,-0.01260500155384234
1049,4,l,55,-0.03969757982620347
1049,4,h,56,0.021852454424626678
1049,4,l,56,-0.016825756611012866
1049,4,h,57,0.0077121260731979205
1049,4,l,57,-0.0028311236458802014
1049,4,h,58,0.01752936720468426
1049,4,l,58,-0.008175486873956429
1049,4,h,59,0.1731094064590052
1049,4,l,59,0.20143131092720348
1049,4,h,60,0.2016255103871336
1049,4,l,60,0.054532050346400414
1049,4,h,61,-0.021265063616469248
1049,4,l,61,0.025968049895911657
1049,4,h,62,-0.024139491627879508
1049,4,l,62,-0.025414283630428455
1049,4,h,63,-0.012343088865129657
1049,4,l,63,-0.04423347337083119
1049,4,h,64,-0.042669324914187116
1049,4,l,64,0.02806433433993848
1049,4,h,65,0.04481019444861836
1049,4,l,65,0.04506149608903629
1049,4,h,66,0.06752675927787642
1049,4,l,66,0.014006404419590002
1049,4,h,67,-0.05400668592931817
1049,4,l,67,-0.08686504857506851
1049,4,h,68,-0.01854836677737168
1049,4,l,68,-0.019498885083870415
1049,4,h,69,0.14488370996437364
1049,4,l,69,0.0797405481871673
1049,4,h,70,-0.017253827965530464
1049,4,l,70,-0.011649509761823938
1049,4,h,71,0.018021360527245525
1049,4,l,71,-0.007636014531630909
1049,4,h,72,0.06042584227657083
1049,4,l,72,0.02387755828514979
1049,4,h,73,-0.007162426703052068
1049,4,l,73,0.005917522945125975
1049,4,h,74,-0.005988199672392234
1049,4,l,74,0.014651793459699199
1049,4,h,75,-0.056713939754574595
1049,4,l,75,-0.02772702276158261
1049,4,h,76,-0.014829390736354671
1049,4,l,76,-0.015123842801118581
1049,4,h,77,0.0337120042350362
1049,4,l,77,-0.040591404065416205
1049,4,h,78,-0.026897918294617712
1049,4,l,78,-0.03359483102507343
1049,4,h,79,-0.017661649662280367
1049,4,l,79,0.025260791628950337
1049,4,h,80,0.024060824537279247
1049,4,l,80,0.06065892513917209
1049,4,h,81,0.0013610840174576033
1049,4,l,81,-0.011142881484751522
1049,4,h,82,0.04518724649809535
1049,4,l,82,0.09479439940065609
1049,4,h,83,-0.017567842669164044
1049,4,l,83,-0.007706827196215134
1049,4,h,84,-0.035462825306659396
1049,4,l,84,-0.05294087532524643
1049,4,h,85,-0.01438734784865689
1049,4,l,85,-0.019292091738664516
1049,4,h,86,0.01867557095869239
1049,4,l,86,-0.008911710059814329
1049,4,h,87,0.04042726020735384
1049,4,l,87,0.0040954708578882755
1049,4,h,88,-0.013251532190366039
1049,4,l,88,-0.0613705636033575
1049,4,h,89,-0.00875095031286152
1049,4,l,89,-0.09041494333567827
1049,4,h,90,-0.007848080452208351
1049,4,l,90,-0.00042806633223703194
1049,4,h,91,-0.018681741067866544
1049,4,l,91,-0.03610419619403258
1049,4,h,92,0.004133231777583309
1049,4,l,92,0.0008472268636395165
1049,5,h,0,0.05166287690824281
1049,5,l,0,0.1775289171278539
1049,5,h,1,0.1877705087303501
1049,5,l,1,-0.0049610172287758506
1049,5,h,2,0.017495697757815825
1049,5,l,2,0.05590155636754068
1049,5,h,3,0.022232274841675403
1049,5,l,3,0.030066835004998137
1049,5,h,4,0.04265481426352013
1049,5,l,4,0.009792633161706211
1049,5,h,5,-0.004538368695789096
1049,5,l,5,0.2407031646931451
1049,5,h,6,0.005167897858805091
1049,5,l,6,-0.0008220690056923082
1049,5,h,7,0.003900416603708118
1049,5,l,7,0.01635455137848397
1049,5,h,8,-0.15799140762682326
1049,5,l,8,-0.01323352808287949
1049,5,h,9,0.004549020512766559
1049,5,l,9,-0.060301141811560495
1049,5,h,10,0.04745724117912448
1049,5,l,10,0.12512802798623066
1049,5,h,11,0.043824347622281844
1049,5,l,11,-0.1315019333916224
1049,5,h,12,0.0024762279616193372
1049,5,l,12,-0.05115090011833876
1049,5,h,13,-0.0010737897716781898
1049,5,l,13,-0.006193660282818471
1049,5,h,14,-0.027161947252049592
1049,5,l,14,-0.016506633052961964
1049,5,h,15,0.07384553329436602
1049,5,l,15,-0.0461655388194105
1049,5,h,16,-0.005234888545126412
1049,5,l,16,-0.03583191628981559
1049,5,h,17,0.10381194422405256
1049,5,l,17,-0.00927706519777681
1049,5,h,18,-0.029005081642679353
1049,5,l,18,-0.015282398918134437
1049,5,h,19,-0.044164255378365734
1049,5,l,19,-0.0010932532317845674
1049,5,h,20,-0.04656755989106657
1049,5,l,20,-0.0021482547167374594
1049,5,h,21,0.037849845618815325
1049,5,l,21,0.08682365906943786
1049,5,h,22,0.00029599202914474637
1049,5,l,22,-0.011328436888372548
1049,5,h,23,0.009472829924487048
1049,5,l,23,-0.03688056761184461
1049,5,h,24,-0.009563132062870168
