Subject,Animal,Hemibulb,Glom,Cell,FOV
G_3_left_59,3.0,left,59,,
G_3_left_59,3.0,left,59,,
G_3_left_59,3.0,left,59,,
G_3_left_59,3.0,left,59,,
G_3_left_59,3.0,left,59,,
G_3_left_59,3.0,left,59,,
G_3_left_59,3.0,left,59,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_60,3.0,left,60,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_61,3.0,left,61,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_62,3.0,left,62,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_63,3.0,left,63,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_left_64,3.0,left,64,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_00,3.0,right,0,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_01,3.0,right,1,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_02,3.0,right,2,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_03,3.0,right,3,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_04,3.0,right,4,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_05,3.0,right,5,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_06,3.0,right,6,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_07,3.0,right,7,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
G_3_right_08,3.0,right,8,,
