CIDs,High or Low Conc.,FOV,cell,delF
16899,l,3,71,0.0997743947710865
16899,l,3,72,0.3821906409374097
16899,l,3,73,0.10585182734444139
16899,l,3,74,0.2525255342089988
16899,l,3,75,0.17472464888685402
16899,l,3,76,0.021211829668930482
16899,l,3,77,0.04306265300890571
16899,l,3,78,0.20812815416126926
16899,l,3,79,0.1046292992345436
16899,l,3,80,0.3345281795132404
16899,l,3,81,0.14057348498362263
16899,l,3,82,0.3023622007445462
16899,l,3,83,0.1787201372412195
16899,l,3,84,0.13775776780202578
16899,l,3,85,0.291999833328834
16899,l,3,86,0.27014317387749204
16899,l,3,87,0.17612486252092316
16899,l,3,88,0.20249679031243337
16899,l,3,89,0.0733700952189856
16899,l,3,90,0.2027036504269628
24020,h,1,0,0.3262803591510341
24020,h,1,1,0.3262803591510341
24020,h,1,2,0.1408964379207794
24020,h,1,3,0.02071568693684284
24020,h,1,4,0.16318236522720006
24020,h,1,5,0.04840223281538956
24020,h,1,6,0.01936238454977102
24020,h,1,7,0.10195132212032643
24020,h,1,8,0.025392958235329232
24020,h,1,9,0.26432495997706645
24020,h,1,10,-0.0026797755572976318
24020,h,1,11,0.11461014770504763
24020,h,1,12,1.6720541009812013
24020,h,1,13,0.16219244721354203
24020,h,1,14,0.40990219658693405
24020,h,1,15,-0.03629436596903717
24020,h,1,16,0.7286916082123831
24020,h,1,17,-0.09752673432802479
24020,h,1,18,0.16594228172576472
24020,h,1,19,0.992061754474686
24020,h,1,20,0.05845296750543765
24020,h,1,21,0.14569914967655784
24020,h,1,22,0.036644767065959344
24020,h,1,23,0.10379173816410958
24020,h,1,24,0.009102893686513364
24020,h,1,25,0.1288795452494201
24020,h,1,26,0.07950683214069114
24020,h,1,27,0.2328816553364272
24020,h,1,28,0.04988072975901319
24020,h,1,29,0.03220354099488119
24020,h,1,30,0.18601856789006652
24020,h,1,31,-0.06770441870197856
24020,h,1,32,-0.1375015499546904
24020,h,1,33,0.06598453119690999
24020,h,1,34,0.09946654588587822
24020,h,1,35,1.6879923254079492
24020,h,1,36,1.1727819249779217
24020,h,1,37,0.03520745987678021
24020,h,1,38,0.27003424454381114
24020,h,1,39,0.21282184987664196
24020,h,1,40,0.6992942987558027
24020,h,1,41,0.5801732262933428
24020,h,1,42,0.1347406551983084
24020,h,1,43,1.5630470616735188
24020,h,1,44,0.21660986916923508
24020,h,1,45,0.07767875650273909
24020,h,1,46,0.6642078894883694
24020,h,1,47,0.10237333067544879
24020,h,1,48,0.13564136406808122
24020,h,1,49,0.06908864237811191
24020,h,1,50,0.05113881614677265
24020,h,1,51,0.1866466570944997
24020,h,1,52,0.055252863745292424
24020,h,1,53,0.3076259040689517
24020,h,1,54,1.253364244925946
24020,h,1,55,0.7085282092650994
24020,h,1,56,0.22239162350530528
24020,h,1,57,0.020268350193222078
24020,h,1,58,0.09844837645192044
24020,h,1,59,0.09693944320855508
24020,h,1,60,0.127768055369749
24020,h,1,61,0.035856034836680546
24020,h,1,62,0.13224130407568727
24020,h,1,63,0.07234666843483836
24020,h,1,64,0.08753259608691721
24020,h,1,65,0.1720899352092762
24020,h,1,66,0.24982045530366545
24020,h,1,67,1.0238715563583969
24020,h,1,68,0.22657735543455404
24020,h,1,69,0.14225823034960092
24020,h,1,70,0.008534745166770696
24020,h,1,71,0.14227304776167193
24020,h,1,72,0.08388104999127022
24020,h,1,73,0.059053878994954394
24020,h,1,74,0.030062148682258028
24020,h,1,75,-0.034182782262141664
24020,h,1,76,-0.012387332804103923
24020,h,1,77,0.1400686850736094
24020,l,1,0,1.9066638469199677
24020,l,1,1,0.3586161002552144
24020,l,1,2,2.0661301218154073
24020,l,1,3,0.11107282709998756
24020,l,1,4,0.680199403649925
24020,l,1,5,0.001120329768611107
24020,l,1,6,0.07162290576638077
24020,l,1,7,0.04895484123305776
24020,l,1,8,0.006467562682706855
24020,l,1,9,0.24401057207946497
24020,l,1,10,0.5793329231939751
24020,l,1,11,0.6196318359798895
24020,l,1,12,-0.01335852920959677
24020,l,1,13,0.10265315376673356
24020,l,1,14,0.45069309714431866
24020,l,1,15,-0.010328040224440602
24020,l,1,16,-0.03810977516517526
24020,l,1,17,0.15382391669046577
24020,l,1,18,0.08402248507230992
24020,l,1,19,0.9316358398919565
24020,l,1,20,0.7316453841323046
24020,l,1,21,0.5086781077687222
24020,l,1,22,0.7705648684729697
24020,l,1,23,0.12334625177523427
24020,l,1,24,-0.02494695262528927
24020,l,1,25,0.32445026816588723
24020,l,1,26,0.0719099851443817
24020,l,1,27,-0.043086792393714594
24020,l,1,28,0.22982615372430268
24020,l,1,29,0.8303483500218927
24020,l,1,30,0.20491134747542658
24020,l,1,31,0.12452180582316348
24020,l,1,32,0.02325310758597433
24020,l,1,33,0.12475146901498818
24020,l,1,34,1.1439928791143943
24020,l,1,35,0.10653409201854395
24020,l,1,36,0.1365403297487461
24020,l,1,37,0.6261863980607377
24020,l,1,38,0.3844019893749319
24020,l,1,39,0.08426417748277311
24020,l,1,40,0.003456933276808504
24020,l,1,41,-0.036916425260409315
24020,l,1,42,0.06652412008575291
24020,l,1,43,-0.03635315879587251
24020,l,1,44,0.6434131766871022
24020,l,1,45,0.365675696323569
24020,l,1,46,-0.02295395094392434
24020,l,1,47,0.7582198797457762
24020,l,1,48,0.3613416491272035
24020,l,1,49,0.024970988708537117
24020,l,1,50,0.017970657756001637
24020,l,1,51,0.12908926992583766
24020,l,1,52,0.0732159766457192
24020,h,2,0,0.3860998295558585
24020,h,2,1,0.6817700884457452
24020,h,2,2,0.47421577747574273
24020,h,2,3,0.5099256239836919
24020,h,2,4,-0.1491742906628535
24020,h,2,5,0.6351847631726347
24020,h,2,6,-0.00182363177340463
24020,h,2,7,-0.01622489147025432
24020,h,2,8,0.38246953995228905
24020,h,2,9,0.38246953995228905
24020,h,2,10,0.1661485086607795
24020,h,2,11,0.03907708122303912
24020,h,2,12,0.028746121474861806
24020,h,2,13,-0.030659245341710245
24020,h,2,14,-0.06352471071478398
24020,h,2,15,0.14509340466966233
24020,h,2,16,0.04963359876406107
24020,h,2,17,-0.05582153446292726
24020,h,2,18,0.14259737466600067
24020,h,2,19,0.06835563539915217
24020,h,2,20,0.060053555574095176
24020,h,2,21,0.05325244135727764
24020,h,2,22,-0.005640894120038781
24020,h,2,23,0.33255629585262203
24020,h,2,24,0.2023423341915943
24020,h,2,25,-0.031293834412562956
24020,h,2,26,-0.026496885410894937
24020,h,2,27,-0.0007571621550879227
24020,h,2,28,-0.022023150443016577
24020,h,2,29,0.10147843297400255
24020,h,2,30,-0.01777337058672308
24020,h,2,31,0.0039910362258549605
24020,h,2,32,-0.03012447062090151
24020,h,2,33,0.08038769523611965
24020,h,2,34,0.2260384559897579
24020,h,2,35,-0.0005459998433582658
24020,h,2,36,0.10114686440402994
24020,h,2,37,-0.07075189815387896
24020,h,2,38,0.01809936998530853
24020,h,2,39,-0.06979603274462853
24020,h,2,40,0.039587454948878685
24020,h,2,41,0.03916786521421858
24020,h,2,42,0.08848068744216707
24020,h,2,43,-0.011772252570150785
24020,h,2,44,0.0037752336546065892
24020,h,2,45,0.8591390717472746
24020,h,2,46,0.5382796535941975
24020,h,2,47,0.08673710631788835
24020,h,2,48,-0.0065339017996201105
24020,h,2,49,-0.012705064854810003
24020,h,2,50,-0.07697408281717313
24020,h,2,51,-0.007727885396739391
24020,h,2,52,0.12334228989792102
24020,h,2,53,-0.05388126153593928
24020,h,2,54,-0.039092405997183464
24020,h,2,55,-0.042119768984432
24020,h,2,56,-0.055705241913318104
24020,h,2,57,-0.012454404209031213
24020,h,2,58,-0.06655241096622995
24020,h,2,59,-0.028577231452552438
24020,h,2,60,-0.01500865889757901
24020,h,2,61,-0.05331707108641656
24020,h,2,62,-0.06735949176075316
24020,h,2,63,-0.07633193853139969
24020,h,2,64,-0.025384708642076967
24020,h,2,65,-0.05040648445669293
24020,h,2,66,0.01617492559424973
24020,h,2,67,0.002465011892856346
24020,h,2,68,0.013826803973445176
24020,h,2,69,0.00957632688644801
24020,h,2,70,0.2792065614824449
24020,h,2,71,-0.010364398077276965
24020,h,2,72,-0.047358295549709155
24020,h,2,73,-0.03335585571372709
24020,h,2,74,-0.0424289177155604
24020,h,2,75,0.05363942264060956
24020,h,2,76,-0.03158307637228078
24020,h,2,77,0.06599158546299945
24020,h,2,78,0.0024675177382483086
24020,h,2,79,0.005608089382945436
24020,h,2,80,0.10691152534720887
24020,h,2,81,-0.06878258423193194
24020,h,2,82,0.2695284372680018
24020,h,2,83,0.16186631615923022
24020,h,2,84,0.040247377169828256
24020,h,2,85,-0.029514278648971104
24020,h,2,86,0.1953821528528771
24020,h,2,87,0.03621064329058379
24020,h,2,88,0.03718283150831005
24020,h,2,89,0.03718283150831005
24020,h,2,90,-0.034923220802800824
24020,h,2,91,0.2027388428888787
24020,h,2,92,-0.0763986712604852
24020,h,2,93,0.06011728109463541
24020,h,2,94,-0.03161496053237537
24020,h,2,95,-0.044202935281803114
24020,h,2,96,-0.15484474322600994
24020,h,2,97,-0.05354687371167366
24020,h,2,98,0.04478227882958515
24020,h,2,99,0.02044504518316075
24020,h,2,100,-0.06761885663134261
24020,h,2,101,0.10406128295570992
24020,h,2,102,0.034898173806451833
24020,h,2,103,0.01991286362082924
24020,h,2,104,-0.005609561855725064
24020,h,2,105,-0.060935660943225056
24020,h,2,106,-0.0071946021267632445
24020,h,2,107,0.03591409190972884
24020,h,2,108,-0.013864322568445553
24020,h,2,109,-0.03140230061484979
24020,h,2,110,0.044222648614455094
24020,h,2,111,-0.015107867111225623
24020,h,2,112,0.03468249489191063
24020,h,2,113,-0.016582720355107255
24020,h,2,114,0.00351382230693356
24020,h,2,115,0.013391697135125303
24020,h,2,116,0.048199191947367416
24020,h,2,117,0.018705971560227283
24020,h,2,118,0.021306610139941493
24020,h,2,119,-0.013834639379183574
24020,h,2,120,-0.09457392909053586
24020,h,2,121,-0.02011971409608484
24020,h,2,122,0.01061715181402883
24020,h,2,123,0.05642716929114005
24020,l,2,0,0.1499101730217579
24020,l,2,1,0.2503579474934136
24020,l,2,2,0.046147627815215884
24020,l,2,3,0.20965156189744918
24020,l,2,4,0.049019235122560595
24020,l,2,5,0.41313266479386695
24020,l,2,6,0.16636532582072405
24020,l,2,7,0.10679476866212213
24020,l,2,8,0.09887369142347929
24020,l,2,9,-0.014794020684849932
24020,l,2,10,0.10141744719531491
24020,l,2,11,0.05071816470179654
24020,l,2,12,-0.03604223249197085
24020,l,2,13,0.7038192035869767
24020,l,2,14,0.177771806997401
24020,l,2,15,0.169960236290456
24020,l,2,16,0.07550585402882698
24020,l,2,17,0.02002141335554604
24020,l,2,18,0.3009568453321976
24020,l,2,19,0.0636649199181583
24020,l,2,20,0.12202437109586822
24020,l,2,21,0.017067094664450434
24020,l,2,22,0.0506966741932773
24020,l,2,23,0.03593086784450637
24020,l,2,24,0.005384906900653669
24020,l,2,25,0.23797733451460176
24020,l,2,26,0.268548578994137
24020,l,2,27,0.10528130756474986
24020,l,2,28,0.11559480628651474
24020,l,2,29,0.05030759221196782
24020,l,2,30,0.19433215081794034
24020,l,2,31,0.009833160773983097
24020,l,2,32,0.03608474680740289
24020,l,2,33,0.06260207136610978
24020,l,2,34,0.07488186236362425
24020,l,2,35,0.1464856779455138
24020,l,2,36,0.04673213855998657
24020,l,2,37,-0.020883985624438255
24020,l,2,38,0.037320417369319105
24020,l,2,39,0.37106655589931736
24020,l,2,40,-0.02173264419277975
24020,l,2,41,0.156824683897882
24020,l,2,42,0.23396989084587774
24020,l,2,43,0.039771388734313226
24020,l,2,44,0.12326027451575354
24020,l,2,45,0.17308866212706386
24020,l,2,46,0.03516017457995694
24020,l,2,47,-0.026814474261673302
24020,l,2,48,0.0967138779038279
24020,l,2,49,-0.024616762606372206
24020,l,2,50,0.09970861853455402
24020,l,2,51,0.279965101973974
24020,l,2,52,0.06376698759661843
24020,l,2,53,1.0356296071756876
24020,l,2,54,0.7817873732304279
24020,l,2,55,-0.041962445356578885
24020,l,2,56,0.1484034300476348
24020,l,2,57,0.12716962736784146
24020,l,2,58,0.029347431983731787
24020,l,2,59,0.7024946735913867
24020,l,2,60,-0.06651845601811497
24020,l,2,61,-0.0196068147518309
24020,l,2,62,0.1307988770023249
24020,l,2,63,0.004665522996337005
24020,l,2,64,0.038676690939580406
24020,l,2,65,0.140336524698225
24020,l,2,66,0.08903201949572788
24020,l,2,67,0.010392107472090772
24020,l,2,68,0.010392107472090772
24020,l,2,69,-0.04739342372987581
24020,l,2,70,0.08278755105349797
24020,l,2,71,0.02273663136981023
24020,l,2,72,0.04993812084951171
24020,l,2,73,-0.02220740867354079
24020,l,2,74,0.06251343671554638
24020,l,2,75,0.03723690000089203
24020,l,2,76,0.08257391374397448
24020,l,2,77,0.032299189426889106
24020,l,2,78,0.03873371722366986
24020,l,2,79,-0.0035318110148412885
24020,l,2,80,0.0059191457077899245
24020,l,2,81,0.17150967581674656
24020,l,2,82,-0.026041579406282083
24020,l,2,83,0.01576559995170054
24020,l,2,84,0.0851861340024873
24020,l,2,85,0.07927741957379102
24020,l,2,86,0.028052836810351017
24020,l,2,87,0.16172115974331105
24020,l,2,88,0.09201134906398394
24020,l,2,89,0.003337650852411979
24020,l,2,90,-0.02388474156129182
24020,l,2,91,-0.011820018463972723
24020,l,2,92,-0.019453251926230153
24020,l,2,93,0.019427719442966253
24020,l,2,94,-0.009213081686354973
24020,l,2,95,0.14307738814385898
24020,l,2,96,-0.04020947899570941
24020,l,2,97,-0.01435236918441854
24020,l,2,98,-0.02135978841644272
24020,l,2,99,-0.04400110544990574
24020,l,2,100,0.010847531806232458
24020,l,2,101,0.007283206164001674
24020,l,2,102,0.03280219039063812
24020,l,2,103,-0.009544690376996389
24020,l,2,104,0.04899519968437835
24020,l,2,105,0.02212720528297818
24020,l,2,106,-0.015542163452683846
24020,l,2,107,-0.07062227721357041
24020,l,2,108,0.02172438563346756
24020,l,2,109,0.0010194274646374568
24020,l,2,110,0.00029169029189619655
24020,l,2,111,-0.027032657823105447
24020,l,2,112,-0.05520550121847015
24020,l,2,113,0.058534957366172626
24020,l,2,114,-0.05509435163991199
24020,h,3,0,0.2609401819904744
24020,h,3,1,0.2353442582708442
24020,h,3,2,0.044818851443593946
24020,h,3,3,0.31772486361693275
24020,h,3,4,0.09877600084170961
24020,h,3,5,0.18529877224540295
24020,h,3,6,1.0744912049468478
24020,h,3,7,0.2834210730058198
24020,h,3,8,0.47647254668403993
24020,h,3,9,-0.007241208276150884
24020,h,3,10,-0.0022211194241722825
24020,h,3,11,0.1334235400294988
24020,h,3,12,-0.0756659861965774
24020,h,3,13,-0.03888391700338746
24020,h,3,14,-0.007449810675713769
24020,h,3,15,-0.011367512168068899
24020,h,3,16,0.08186825760815129
24020,h,3,17,0.701488556482231
24020,h,3,18,-0.05309628111888124
24020,h,3,19,-0.016041458633340618
24020,h,3,20,0.10054114314928575
24020,h,3,21,-0.06548380903615318
24020,h,3,22,0.006934104147733183
24020,h,3,23,-0.047960671941241935
24020,h,3,24,-0.05172427997780028
24020,h,3,25,0.04203688695228837
24020,h,3,26,0.029812057321325348
24020,h,3,27,0.047618159591815465
24020,h,3,28,-0.03481736142657308
24020,h,3,29,-0.034004646652782654
24020,h,3,30,-0.019205518837171236
24020,h,3,31,-0.053362688546425084
24020,h,3,32,-0.0050113569791472735
24020,h,3,33,-0.002522394366213307
24020,h,3,34,-0.014841197985972904
24020,h,3,35,-0.03605369812414111
24020,h,3,36,-0.05484650385893645
24020,h,3,37,0.038788747906923125
24020,h,3,38,0.10386073062773213
24020,h,3,39,0.14626521943769832
24020,h,3,40,0.014283540707415682
24020,h,3,41,0.359280790945785
24020,h,3,42,0.04100569111721107
24020,h,3,43,0.0798574889320494
24020,h,3,44,0.15548970867201742
24020,l,3,0,0.0027553667648871766
24020,l,3,1,0.03812035578890513
24020,l,3,2,0.050716628090423786
24020,l,3,3,0.0478914740311343
24020,l,3,4,0.04707372679692868
24020,l,3,5,0.002225317696253646
24020,l,3,6,-0.05236818572292231
24020,l,3,7,0.08287043183087138
24020,l,3,8,0.0357393780601387
24020,l,3,9,-0.1191112028642773
24020,l,3,10,0.14427603221104088
24020,l,3,11,0.0685378468960063
24020,l,3,12,-0.06948308271484914
24020,l,3,13,-0.06820667793496356
24020,l,3,14,-0.04020240042888041
24020,l,3,15,0.005381835502775864
24020,l,3,16,-0.03187416209232954
24020,l,3,17,0.13935940892637252
24020,l,3,18,-0.006662491693074202
24020,l,3,19,0.1548486384414734
24020,l,3,20,-0.062200434940965034
24020,l,3,21,-0.01710749737091508
24020,l,3,22,0.08642994749840589
24020,l,3,23,1.6307178035757939
24020,l,3,24,0.13363972316815462
24020,l,3,25,0.10452017603723866
24020,l,3,26,0.6249176592928084
24020,l,3,27,1.364712122528273
24020,l,3,28,-0.04742457064135761
24020,l,3,29,0.013117519786735947
24020,l,3,30,-0.025015195207729768
24020,l,3,31,-0.0760356242132996
24020,l,3,32,0.0789038680519675
24020,l,3,33,0.18917610734031962
24020,l,3,34,1.5780521389863438
24020,l,3,35,1.2949114630481102
24020,l,3,36,0.37390226675085697
24020,l,3,37,0.1368064880677362
24020,l,3,38,-0.06726037360390429
24020,l,3,39,-0.02422784885121278
24020,l,3,40,0.013425140345157155
24020,l,3,41,0.01515817713089764
24020,l,3,42,-0.012777093609256116
24020,l,3,43,-0.04255917479371237
24020,l,3,44,0.8747222210644109
24020,l,3,45,1.1883260383482395
24020,l,3,46,1.5020419031891723
24020,l,3,47,0.05722140137460169
24020,l,3,48,0.16807069142599465
24020,l,3,49,-0.05086080216251115
24020,l,3,50,0.34993829296325574
24020,l,3,51,-0.018527083052963647
24020,l,3,52,0.336836415238607
24020,l,3,53,-0.04605938956492058
24020,l,3,54,1.5309388058389988
24020,l,3,55,0.08889568773440004
24020,l,3,56,0.02895895163912141
24020,l,3,57,0.154755753596675
24020,l,3,58,-0.07751103005119377
24020,l,3,59,-0.05095364585695537
24020,l,3,60,-0.007811703475695733
24020,l,3,61,0.006026834578018819
24020,l,3,62,0.08268222377610969
24020,l,3,63,-0.11525607503624463
24020,l,3,64,-0.06022749836684708
24020,l,3,65,0.12680098020914105
24020,l,3,66,-0.061416211504833305
24020,l,3,67,0.28509216824568856
24020,l,3,68,0.5976917748884609
24020,l,3,69,0.9328798205872393
24020,l,3,70,0.30295153853713797
24020,l,3,71,0.6227878330905406
24020,l,3,72,0.09656226912295235
24020,l,3,73,0.1928131368873258
24020,l,3,74,-0.03942675086694269
24020,l,3,75,-0.04774792572373008
24020,l,3,76,0.059612624797792564
24020,l,3,77,-0.0042349576259091
24020,l,3,78,0.008228374710930436
24020,l,3,79,-0.03191624550416431
24020,l,3,80,-0.047219976994094394
24020,l,3,81,0.0532595290194848
24020,l,3,82,0.04461828578315311
24020,l,3,83,0.11520274108531113
24020,l,3,84,1.0969902490197625
24020,l,3,85,0.07778376693172478
24020,l,3,86,0.2924541337919258
24020,l,3,87,-0.011830959286934768
24020,l,3,88,0.23065656192308714
24020,l,3,89,-0.03241419214669593
24020,l,3,90,0.01892376096185277
27458,h,1,0,0.5208048850172207
27458,h,1,1,0.5208048850172207
27458,h,1,2,0.14293990647776447
27458,h,1,3,-0.021509567540130226
27458,h,1,4,0.2649394890545433
27458,h,1,5,0.04100506247038665
27458,h,1,6,0.03621130649326155
27458,h,1,7,0.24482794600204216
27458,h,1,8,0.24301396385995666
27458,h,1,9,0.2165392860890625
27458,h,1,10,0.0064681186289585885
27458,h,1,11,0.07018720881076247
27458,h,1,12,0.1854125625185833
27458,h,1,13,0.08371617339421444
27458,h,1,14,0.14049583199203955
27458,h,1,15,0.015092174917051037
27458,h,1,16,0.3544699762172232
27458,h,1,17,0.13054242041729233
27458,h,1,18,0.24087780027926564
27458,h,1,19,0.21773586723894978
27458,h,1,20,0.07992996734617741
27458,h,1,21,0.0912900231939674
27458,h,1,22,0.6678698034343632
27458,h,1,23,0.3874148995276072
27458,h,1,24,0.17595002098524434
27458,h,1,25,0.49048917748948573
27458,h,1,26,0.2513421439026372
27458,h,1,27,0.6150484296261626
27458,h,1,28,0.22253080176762718
27458,h,1,29,0.9746102624130693
27458,h,1,30,0.12833438047117876
27458,h,1,31,-0.041829694225953416
27458,h,1,32,-0.031176247197164542
27458,h,1,33,0.024721964063102134
27458,h,1,34,0.010521681904473681
27458,h,1,35,0.2277547936766542
27458,h,1,36,0.39673545710697783
27458,h,1,37,0.2054336127889982
27458,h,1,38,0.4042438155845109
27458,h,1,39,0.4818739476366714
27458,h,1,40,0.049364645057069834
27458,h,1,41,0.030453249520151326
27458,h,1,42,0.17756084179339238
27458,h,1,43,0.15532464351578612
27458,h,1,44,0.050976569719085006
27458,h,1,45,0.1649485830774394
27458,h,1,46,0.19768690518074775
27458,h,1,47,0.12415671256930712
27458,h,1,48,0.09009324954180636
27458,h,1,49,0.16730022496711597
27458,h,1,50,0.2523737453926454
27458,h,1,51,0.218475202068836
27458,h,1,52,0.11985415757328881
27458,h,1,53,0.20776866905478422
27458,h,1,54,0.6276165208033399
27458,h,1,55,0.17905007198737832
27458,h,1,56,0.1690341305681402
27458,h,1,57,0.08282421468196095
27458,h,1,58,0.03341654707996384
27458,h,1,59,0.07223221424408881
27458,h,1,60,0.20942661458306255
27458,h,1,61,0.47124394430528543
27458,h,1,62,0.39784151465268097
27458,h,1,63,0.10805815929709099
27458,h,1,64,0.1301257969783365
27458,h,1,65,0.09248579267915374
27458,h,1,66,0.022860720746927573
27458,h,1,67,0.16375842543089772
27458,h,1,68,1.2107558747251197
27458,h,1,69,0.1101568677929453
27458,h,1,70,0.16227973526057934
27458,h,1,71,0.167010714796915
27458,h,1,72,0.09706458174359105
27458,h,1,73,0.04037073333533755
27458,h,1,74,-0.003927809666855552
27458,h,1,75,0.04837493458079744
27458,h,1,76,0.012678184490847589
27458,h,1,77,0.04852021360194771
27458,l,1,0,0.12533072742063775
27458,l,1,1,0.10307083817371393
27458,l,1,2,0.11799284351766696
27458,l,1,3,0.05117441713817241
27458,l,1,4,0.11349064871863525
27458,l,1,5,0.2233543125222719
27458,l,1,6,0.10784771147067895
27458,l,1,7,0.04116829596173003
27458,l,1,8,0.021820841675206277
27458,l,1,9,0.1516639193286923
27458,l,1,10,0.1090501026889547
27458,l,1,11,0.05444220979011275
27458,l,1,12,0.01505798742936029
27458,l,1,13,0.09471587465340207
27458,l,1,14,0.06712667642130017
27458,l,1,15,0.027263012600180936
27458,l,1,16,0.03899676620539134
27458,l,1,17,0.020087872546169807
27458,l,1,18,0.11190797649542632
27458,l,1,19,0.11031110236764079
27458,l,1,20,0.05287054816586211
27458,l,1,21,0.08039771946979278
27458,l,1,22,0.03366397758847179
27458,l,1,23,0.11346717835266355
27458,l,1,24,0.0388429322439273
27458,l,1,25,0.07191487591020436
27458,l,1,26,0.09441241342808364
27458,l,1,27,0.10022426234526506
27458,l,1,28,0.06685183084132572
27458,l,1,29,0.09257568302343722
27458,l,1,30,-0.050857835741157244
27458,l,1,31,-0.02382497774424423
27458,l,1,32,0.0793911341702041
27458,l,1,33,0.2258821866714219
27458,l,1,34,0.33979605609087166
27458,l,1,35,0.06870990431138647
27458,l,1,36,0.06780270532615801
27458,l,1,37,0.12040609491559662
27458,l,1,38,0.09622854620091963
27458,l,1,39,-0.017062042305416858
27458,l,1,40,0.031901319218656556
27458,l,1,41,0.06136608854459625
27458,l,1,42,0.016335136528610766
27458,l,1,43,0.023926593530844583
27458,l,1,44,0.0947493911790605
27458,l,1,45,0.03536744559612456
27458,l,1,46,0.021392610415799873
27458,l,1,47,0.13591534834348803
27458,l,1,48,0.08137175852461548
27458,l,1,49,0.021373447253259754
27458,l,1,50,0.14639376871758406
27458,l,1,51,0.05108895980297191
27458,l,1,52,0.19724755126223945
27458,h,2,0,0.603595287883072
27458,h,2,1,0.8303054350378858
27458,h,2,2,0.45374944599065126
27458,h,2,3,0.5364548020532701
27458,h,2,4,-0.006015368345405819
27458,h,2,5,0.5143158888517864
27458,h,2,6,0.02031293662362965
27458,h,2,7,-0.006377810253113611
27458,h,2,8,0.45199356636178284
27458,h,2,9,0.45199356636178284
27458,h,2,10,0.24639335084022193
27458,h,2,11,0.020571665487260294
27458,h,2,12,0.009604239693795712
27458,h,2,13,0.3414596958737411
27458,h,2,14,0.011001451846044808
27458,h,2,15,0.04985346790615557
27458,h,2,16,0.11281199511801661
27458,h,2,17,-0.011612101925594698
27458,h,2,18,0.06520516430390323
27458,h,2,19,0.1533294685189216
27458,h,2,20,0.1329880985959395
27458,h,2,21,0.061777595323234735
27458,h,2,22,0.07313204301690862
27458,h,2,23,0.19745230097278932
27458,h,2,24,0.06271401572381612
27458,h,2,25,0.0947432610271665
27458,h,2,26,0.2088422552057473
27458,h,2,27,-0.0032174676330763547
27458,h,2,28,0.0379577995179343
27458,h,2,29,-0.025999734402785146
27458,h,2,30,0.018180471863702446
27458,h,2,31,0.11440421678541225
27458,h,2,32,0.2468176952973824
27458,h,2,33,0.0856945827480416
27458,h,2,34,-0.04484358421662071
27458,h,2,35,0.012266618869907486
27458,h,2,36,-0.044490188401686497
27458,h,2,37,0.09184994096495153
27458,h,2,38,0.1507271745894962
27458,h,2,39,0.07003664299336947
27458,h,2,40,0.003386938498189269
27458,h,2,41,0.00010422914298338926
27458,h,2,42,-0.02387434374539424
27458,h,2,43,0.011546132080377953
27458,h,2,44,0.029210273404067136
27458,h,2,45,0.20702388460552737
27458,h,2,46,0.22083350129450877
27458,h,2,47,-0.0015188253043460144
27458,h,2,48,0.03444886315210578
27458,h,2,49,0.07619404083223535
27458,h,2,50,-0.05803734953742958
27458,h,2,51,0.020374633476768423
27458,h,2,52,0.3126296938475015
27458,h,2,53,0.16293187936201756
27458,h,2,54,0.08075083883910668
27458,h,2,55,0.09367295248643463
27458,h,2,56,0.021769101287780753
27458,h,2,57,-0.00940543093984095
27458,h,2,58,-0.04811962691988961
27458,h,2,59,0.15778397377358508
27458,h,2,60,0.024657799786026308
27458,h,2,61,-0.047667722724447276
27458,h,2,62,0.23837260076381708
27458,h,2,63,-0.0875389025910035
27458,h,2,64,0.0524141489721217
27458,h,2,65,0.022656432606616803
27458,h,2,66,0.07670336766058894
27458,h,2,67,0.04056657707520014
27458,h,2,68,0.1167481487496348
27458,h,2,69,0.0876044072944147
27458,h,2,70,-0.035602123178088384
27458,h,2,71,0.10822061713921394
27458,h,2,72,0.05460119706741365
27458,h,2,73,0.007382784945071048
27458,h,2,74,0.014889989726894861
27458,h,2,75,0.06153771389527716
27458,h,2,76,-0.02518729705649084
27458,h,2,77,-0.07471655460413494
27458,h,2,78,0.10129193762335799
27458,h,2,79,-0.03981681641542884
27458,h,2,80,0.08366410227470401
27458,h,2,81,0.09205591352921373
27458,h,2,82,-0.04132433734226167
27458,h,2,83,0.1217150371383773
27458,h,2,84,0.1061209489967625
27458,h,2,85,0.019145228215560636
27458,h,2,86,0.10685991829247204
27458,h,2,87,0.039935057024191055
27458,h,2,88,0.05754234503023812
27458,h,2,89,0.05754234503023812
27458,h,2,90,0.014702380306821236
27458,h,2,91,0.19653435843492081
27458,h,2,92,0.011136384853198657
27458,h,2,93,-0.006436313163266132
27458,h,2,94,-0.050820770768442776
27458,h,2,95,0.1178459544732736
27458,h,2,96,-0.006380849437823403
27458,h,2,97,-0.013801180728103365
27458,h,2,98,0.009677373136769316
27458,h,2,99,0.028303071428565293
27458,h,2,100,0.12915866174209803
27458,h,2,101,-0.016465151147399725
27458,h,2,102,0.051877339361972204
27458,h,2,103,0.0913249813529012
27458,h,2,104,0.06715038875458272
27458,h,2,105,0.010941355000802316
27458,h,2,106,0.03293815897276592
27458,h,2,107,0.0789471723828819
27458,h,2,108,0.07466531919764674
