smiles,regression_pred_pKd
CCOC(C)OCC,3.0762514629981257
CCCCCOC(C)OCCC(C)C,3.726283718481605
COC(C)OC(C)OCc1ccccc1,5.3824935879561915
CCCCOC(C)OCC,3.4345798316240086
CCCCOC(C)OCCC(C)C,3.6966136121649305
CCCCOC(C)OC(C)CCC,3.4568361174470765
CCCCOC(C)OCCc1ccccc1,4.863976754811241
CC(C)CCOC(C)OCCC(C)C,3.3591473890255195
CC(C)COC(C)OCC(C)C,3.1240917045590115
CC(C)OC(C)OC(C)C,2.167486221037608
CCCCCOC(C)OCCCCC,3.585098340036427
CCCCOC(C)OCCCC,3.5561828811234673
CCCCCCOC(C)OCCCCCC,3.5249027201241336
CC(OCCc1ccccc1)OCCc1ccccc1,4.668716886904899
CCCOC(C)OCCC,3.4837920843992305
CCOC(C)OCC(C)CC,3.1321575555414767
CCOCCOCCC(C)C,3.8615919316332072
CCCCCOC(C)OCC,3.467662452751944
CC/C=C/CCOC(C)OCC,3.7332050024332304
CCCCCCOC(C)OCC,3.4120106350875155
CCOC(C)OCC(C)C,3.2982222945249227
CCOC(C)OC,3.902790603844868
CCOC(C)OCCc1ccccc1,4.8190264072733555
CCCOC(C)OCC,3.397267042881096
CCCCCCOC(C)OCCC(C)C,3.6638881026849774
CC(C)CCOC(C)OCC(C)C,3.731869961905754
CCCC(C)OC(C)OCCC(C)C,3.788731990112344
CCCOC(C)OC(C)CCC,3.5704652057513653
CCCOC(C)OCCc1ccccc1,4.937756601106216
CC=O,2.567794389921516
COc1ccc(C(C)=O)cc1,4.4195192674517685
CC(=O)O,4.611679327463922
CC(=O)OCC(COC(C)=O)OC(C)=O,4.066467389817091
CC(=O)C(C)O,3.233432325011482
CC(=O)CO,4.685483730521226
CC(C)=O,4.025057278241669
CC(=O)COC(C)=O,4.329751031134617
CC(=O)c1ccccc1,4.772600625349955
COc1cc(C(C)=O)cc(OC)c1O,5.231995902134815
COc1cc(C(C)=O)ccc1O,5.297591964179434
CCC(=O)COC(C)=O,4.344366080720648
CC(=O)OCCCCOC(C)=O,5.0544624791781505
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,4.5986178079277495
CC(=O)OC1=C(C)OC(C)C1=O,5.024322109476441
CC(=O)CCc1ccc(OC(C)=O)cc1,5.0590039250748084
CC(=O)Oc1cc(C)ccc1C(C)C,5.025045655307105
