smiles,regression_pred_pKd
CCOC(C)OCC,3.1674740997208626
CCCCCOC(C)OCCC(C)C,3.310189647428944
COC(C)OC(C)OCc1ccccc1,5.1852219337718735
CCCCOC(C)OCC,3.4235793637634693
CCCCOC(C)OCCC(C)C,3.504178570330548
CCCCOC(C)OC(C)CCC,3.2188563502077248
CCCCOC(C)OCCc1ccccc1,4.998270245816345
CC(C)CCOC(C)OCCC(C)C,3.3716227642232712
CC(C)COC(C)OCC(C)C,3.5411182081059365
CC(C)OC(C)OC(C)C,1.9663683006035968
CCCCCOC(C)OCCCCC,3.114632270647278
CCCCOC(C)OCCCC,3.3313425659431086
CCCCCCOC(C)OCCCCCC,3.1945464982954883
CC(OCCc1ccccc1)OCCc1ccccc1,5.030012193420874
CCCOC(C)OCCC,3.2408986065385736
CCOC(C)OCC(C)CC,3.2669806954379736
CCOCCOCCC(C)C,3.7407293655304015
CCCCCOC(C)OCC,3.219782976358754
CC/C=C/CCOC(C)OCC,3.6783819605499
CCCCCCOC(C)OCC,3.2946122995284814
CCOC(C)OCC(C)C,3.640605000091433
CCOC(C)OC,3.5027547190950137
CCOC(C)OCCc1ccccc1,5.141330573280575
CCCOC(C)OCC,3.37456864666862
CCCCCCOC(C)OCCC(C)C,3.3777294429214235
CC(C)CCOC(C)OCC(C)C,3.889588215024503
CCCC(C)OC(C)OCCC(C)C,3.6550760547801264
CCCOC(C)OC(C)CCC,3.2565977664377184
CCCOC(C)OCCc1ccccc1,5.063172872222995
CC=O,2.9361478820098053
COc1ccc(C(C)=O)cc1,5.493207799676921
CC(=O)O,5.246923008074203
CC(=O)OCC(COC(C)=O)OC(C)=O,4.8491671337863185
CC(=O)C(C)O,4.120916959980398
CC(=O)CO,4.8617575444774435
CC(C)=O,4.479721333936316
CC(=O)COC(C)=O,5.0879728564701745
CC(=O)c1ccccc1,5.347792302747992
COc1cc(C(C)=O)cc(OC)c1O,5.6725303588434945
COc1cc(C(C)=O)ccc1O,5.948793789410102
CCC(=O)COC(C)=O,5.098506940932656
CC(=O)OCCCCOC(C)=O,5.3899451789486745
CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2,5.742225734749518
CC(=O)OC1=C(C)OC(C)C1=O,5.8473698613269445
CC(=O)CCc1ccc(OC(C)=O)cc1,5.662304925450918
CC(=O)Oc1cc(C)ccc1C(C)C,5.8757056734847275
CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,5.179839563784991
CC(=O)C1CCCC1=O,5.5555137947032245
CC(=O)N1CCC=CS1,4.540015069637679
CC(=O)c1oc(C)cc1C,5.434444403405538
CC(=O)c1cc(C)oc1C,4.789617867621617
CC(=O)[n+]1cc(C)nc(C)c1,5.185596765829328
CC(=O)c1ncc(C)nc1C,5.087082151261933
CC(=O)c1cnc(C)c(C)n1,5.287043587665534
CC(=O)c1cc(C)sc1C,5.644030015214502
CCc1nccnc1C(C)=O,5.2749244278173055
CCc1cnc(C(C)=O)cn1,5.122789813902148
CCc1cncc(C(C)=O)n1,5.4019328476771085
CC(=O)CCc1nccs1,5.653626396419272
CC(=O)n1ccc2ccccc21,5.701070358190474
CC(=O)c1ccc(C)o1,4.9422155278373925
CC(=O)c1nccnc1C,4.852487025814578
CC(=O)c1ccnc(C)n1,5.735582315635472
CC(=O)Cc1ccc[nH]1,5.983916147736572
CC(=O)c1cnccn1,5.0247816954651165
CC(=O)c1ccccn1,5.969543322749781
CC(=O)c1cccnc1,5.2709472493116065
CC(=O)c1ccc[nH]1,5.589536450333184
CC(=O)C1=CCCCN1,4.705456553261626
CC(=O)c1nccs1,5.708604110691569
CC(=O)C1NCCS1,4.611937920462505
CC(=O)C1=NCCS1,5.462037524519677
CC(=O)OCCCCCCSC(C)=O,6.158948901481378
O=C(O)/C=C(\CC(=O)O)C(=O)O,4.9859670655605655
O=C(O)CCCCC(=O)O,5.087194896674449
C/C=C(C)/C=C/C=C(C)C,3.3384466405708664
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,6.464340131129756
C=CCOC(=O)Cc1ccccc1,6.652272999203516
C=CCOC(C)=O,5.738136962571375
C=CCO,3.1644765029169397
C=CCOC(=O)CCC,5.5227623140808655
C=CCOC(=O)/C=C/c1ccccc1,6.6549309020784895
C=CCOC(=O)/C=C/C,5.368677140751517
C=CCOC(=O)CC1CCCCC1,6.326053475145497
C=CCOC(=O)CCCC1CCCCC1,5.581317083297292
C=CCOC(=O)CCCCCC1CCCCC1,5.668767170508124
C=CCOC(=O)CCC1CCCCC1,5.392414333199342
C=CCOC(=O)CCCCC1CCCCC1,5.544529103395643
C=CCOCC,3.7386162549319497
C=CCOC(=O)C(CC)CC,5.095833095315434
C=CCOC(=O)c1ccco1,6.777112453308929
C=CCOC(=O)CCCCCC,4.891029147325554
C=CCOC(=O)CCCCC,5.115946374859377
C=CCN=C=S,3.0580730473584383
C=CCOC(=O)CC(C)C,5.528858276583492
C=CCS,3.2661672591014392
C=CCSSC,4.457137219615776
C=CCSC,3.9607735252194316
C=CCSSSSC,4.178023579989616
C=CCSSSC,4.171410385549189
