Stimulus,CID
107,107
176,176
177,177
179,179
240,240
243,243
244,244
261,261
262,262
263,263
264,264
323,323
325,325
326,326
332,332
335,335
342,342
356,356
379,379
454,454
460,460
527,527
650,650
679,679
702,702
798,798
878,878
931,931
957,957
984,984
996,996
998,998
999,999
1031,1031
1032,1032
1049,1049
1068,1068
1127,1127
1136,1136
1140,1140
1146,1146
1183,1183
2214,2214
2345,2345
2537,2537
2682,2682
2758,2758
2879,2879
2969,2969
3314,3314
3893,3893
4133,4133
4276,4276
5144,5144
5971,5971
6054,6054
6184,6184
6213,6213
6276,6276
6549,6549
6560,6560
6561,6561
6568,6568
6569,6569
6590,6590
6616,6616
6631,6631
6654,6654
6736,6736
6920,6920
6986,6986
6987,6987
7041,7041
7127,7127
7150,7150
7165,7165
7194,7194
7222,7222
7237,7237
7247,7247
7269,7269
7284,7284
7288,7288
7302,7302
7335,7335
7342,7342
7344,7344
7361,7361
7362,7362
7363,7363
7364,7364
7410,7410
7438,7438
7439,7439
7460,7460
7461,7461
7462,7462
7463,7463
7501,7501
7505,7505
7523,7523
7590,7590
7650,7650
7654,7654
7704,7704
7710,7710
7714,7714
7720,7720
7738,7738
7742,7742
7749,7749
7761,7761
7762,7762
7765,7765
7770,7770
7794,7794
7797,7797
7799,7799
7800,7800
7803,7803
7824,7824
7895,7895
7929,7929
7938,7938
7945,7945
7975,7975
7976,7976
7991,7991
8003,8003
8025,8025
8030,8030
8038,8038
8048,8048
8050,8050
8051,8051
8058,8058
8063,8063
8091,8091
8093,8093
8103,8103
8106,8106
8109,8109
8129,8129
8130,8130
8139,8139
8141,8141
8158,8158
8163,8163
8167,8167
8174,8174
8175,8175
8180,8180
8182,8182
8184,8184
8186,8186
8193,8193
8194,8194
8201,8201
8207,8207
8209,8209
8221,8221
8222,8222
8257,8257
8294,8294
8314,8314
8365,8365
8369,8369
8500,8500
8635,8635
8698,8698
8723,8723
8748,8748
8785,8785
8815,8815
8835,8835
8842,8842
8857,8857
8858,8858
8892,8892
8900,8900
8907,8907
8908,8908
8914,8914
8918,8918
9017,9017
9862,9862
9895,9895
10106,10106
10231,10231
10248,10248
10282,10282
10408,10408
10430,10430
10448,10448
10583,10583
10748,10748
10869,10869
10882,10882
10890,10890
10934,10934
10976,10976
11006,11006
11039,11039
11086,11086
11126,11126
11129,11129
11142,11142
11160,11160
11168,11168
11173,11173
11230,11230
11251,11251
11265,11265
11387,11387
11428,11428
11463,11463
11468,11468
11509,11509
11517,11517
11520,11520
11527,11527
11543,11543
11552,11552
11583,11583
11613,11613
11635,11635
11747,11747
12020,12020
12038,12038
12072,12072
12097,12097
12101,12101
12180,12180
12209,12209
12230,12230
12232,12232
12293,12293
12294,12294
12327,12327
12366,12366
12367,12367
12388,12388
12389,12389
12391,12391
12398,12398
12401,12401
12403,12403
12405,12405
12507,12507
12533,12533
12534,12534
12748,12748
12756,12756
12777,12777
12810,12810
12813,12813
12844,12844
13187,13187
13357,13357
13594,13594
13654,13654
14079,14079
14228,14228
14257,14257
14286,14286
14505,14505
14529,14529
14896,14896
15380,15380
15394,15394
15395,15395
15406,15406
15600,15600
15606,15606
16237,16237
16441,16441
16666,16666
16724,16724
16800,16800
16821,16821
16832,16832
16997,16997
17100,17100
17525,17525
17697,17697
17739,17739
17868,17868
18635,18635
18686,18686
18818,18818
18827,18827
19244,19244
19309,19309
19310,19310
19602,19602
19844,19844
20083,20083
20748,20748
20861,20861
20928,20928
20995,20995
21108,21108
21648,21648
21828,21828
22201,22201
22227,22227
22311,22311
22386,22386
22873,22873
23686,23686
24020,24020
24197,24197
24838,24838
25311,25311
25915,25915
25916,25916
26049,26049
26331,26331
26332,26332
26334,26334
26396,26396
26447,26447
26808,26808
27208,27208
27457,27457
27460,27460
28237,28237
28905,28905
28906,28906
29096,29096
29251,29251
29746,29746
30248,30248
30914,30914
31234,31234
31242,31242
31244,31244
31249,31249
31252,31252
31253,31253
31260,31260
31265,31265
31268,31268
31272,31272
31276,31276
31283,31283
31284,31284
31289,31289
31291,31291
32065,32065
32594,32594
33166,33166
33637,33637
33931,33931
33936,33936
34134,34134
34286,34286
34541,34541
35408,35408
38679,38679
39914,39914
41285,41285
41569,41569
47649,47649
60968,60968
60985,60985
61015,61015
61016,61016
61040,61040
61041,61041
61184,61184
61199,61199
61204,61204
61260,61260
61275,61275
61293,61293
61325,61325
61334,61334
61346,61346
61416,61416
61653,61653
61660,61660
61663,61663
61664,61664
61700,61700
61812,61812
61922,61922
62131,62131
62237,62237
62321,62321
62385,62385
62453,62453
62465,62465
62484,62484
62510,62510
62566,62566
62572,62572
62725,62725
62835,62835
64685,64685
68148,68148
68316,68316
68346,68346
70264,70264
75664,75664
77775,77775
78126,78126
78160,78160
78215,78215
79828,79828
80208,80208
80408,80408
82202,82202
84825,84825
85522,85522
85568,85568
86748,86748
86753,86753
87436,87436
88290,88290
89316,89316
89539,89539
91224,91224
91457,91457
91496,91496
92138,92138
92139,92139
92231,92231
92313,92313
92776,92776
93019,93019
93081,93081
93111,93111
93320,93320
95289,95289
95330,95330
97897,97897
97987,97987
98346,98346
100197,100197
101680,101680
102611,102611
106217,106217
107059,107059
108765,108765
111037,111037
111274,111274
112045,112045
117336,117336
117477,117477
119831,119831
121677,121677
126537,126537
146586,146586
162293,162293
169110,169110
176983,176983
181106,181106
206037,206037
226486,226486
227829,227829
237332,237332
240119,240119
246728,246728
281853,281853
305551,305551
330573,330573
357772,357772
439368,439368
439570,439570
439711,439711
440917,440917
441005,441005
442343,442343
442359,442359
443160,443160
