Stimulus,CID
443165,443165
443181,443181
444539,444539
445070,445070
445639,445639
447466,447466
449290,449290
494311,494311
518472,518472
518810,518810
519564,519564
519709,519709
519764,519764
520098,520098
520108,520108
520194,520194
520300,520300
520420,520420
520682,520682
521185,521185
521348,521348
521790,521790
521873,521873
522834,522834
523035,523035
525032,525032
525462,525462
526177,526177
526195,526195
526487,526487
526559,526559
526624,526624
526657,526657
526661,526661
526762,526762
527142,527142
527144,527144
527305,527305
529251,529251
529481,529481
529635,529635
529907,529907
546235,546235
564367,564367
586728,586728
636730,636730
637511,637511
637520,637520
637542,637542
637564,637564
637566,637566
637758,637758
638011,638011
638014,638014
638500,638500
643312,643312
643731,643731
643779,643779
643820,643820
643941,643941
853433,853433
1201528,1201528
1268142,1268142
1549025,1549025
1549026,1549026
1549778,1549778
1549992,1549992
1711945,1711945
1712087,1712087
1714996,1714996
1738122,1738122
1742210,1742210
2723602,2723602
2724159,2724159
3018619,3018619
3066538,3066538
3084311,3084311
3084331,3084331
4564493,4564493
5280435,5280435
5281162,5281162
5281167,5281167
5281168,5281168
5281515,5281515
5281516,5281516
5281517,5281517
5281519,5281519
5281520,5281520
5281522,5281522
5281535,5281535
5281553,5281553
5281929,5281929
5282108,5282108
5282707,5282707
5283316,5283316
5283321,5283321
5283324,5283324
5283329,5283329
5283335,5283335
5283339,5283339
5283345,5283345
5283348,5283348
5283349,5283349
5283356,5283356
5283361,5283361
5284503,5284503
5284507,5284507
5287883,5287883
5315892,5315892
5317319,5317319
5317570,5317570
5317844,5317844
5318042,5318042
5318557,5318557
5318599,5318599
5320128,5320128
5320249,5320249
5320250,5320250
5321950,5321950
5324489,5324489
5352428,5352428
5352438,5352438
5352481,5352481
5352543,5352543
5352808,5352808
5352845,5352845
5352876,5352876
5354833,5354833
5354834,5354834
5355856,5355856
5362588,5362588
5362620,5362620
5362814,5362814
5362830,5362830
5362833,5362833
5362876,5362876
5363229,5363229
5363388,5363388
5363876,5363876
5364399,5364399
5364752,5364752
5364919,5364919
5364920,5364920
5365069,5365069
5365850,5365850
5365910,5365910
5366074,5366074
5366239,5366239
5366264,5366264
5367475,5367475
5370052,5370052
5374527,5374527
5464156,5464156
5853952,5853952
6321405,6321405
6326181,6326181
6427080,6427080
6427087,6427087
6427135,6427135
6427787,6427787
6427970,6427970
6428570,6428570
6428573,6428573
6428793,6428793
6428926,6428926
6428928,6428928
6428959,6428959
6429077,6429077
6429107,6429107
6429261,6429261
6429262,6429262
6429268,6429268
6429282,6429282
6429298,6429298
6429302,6429302
6429308,6429308
6429343,6429343
6430754,6430754
6431042,6431042
6431144,6431144
6431207,6431207
6431475,6431475
6432005,6432005
6432154,6432154
6432308,6432308
6432852,6432852
6536347,6536347
6857487,6857487
6993580,6993580
7093102,7093102
7157263,7157263
7567181,7567181
8029780,8029780
9855795,9855795
10104370,10104370
10398656,10398656
10655819,10655819
10820954,10820954
10899740,10899740
11062802,11062802
11084123,11084123
11094871,11094871
11095734,11095734
11746218,11746218
11770062,11770062
11788274,11788274
11996452,11996452
12125547,12125547
12302134,12302134
12302243,12302243
12303902,12303902
12304196,12304196
12306047,12306047
12309452,12309452
12858461,12858461
13213649,13213649
13270883,13270883
13993189,13993189
15273629,15273629
15517020,15517020
15560252,15560252
15825667,15825667
16213731,16213731
19802217,19802217
20055523,20055523
20837773,20837773
20837878,20837878
20981956,20981956
21606187,21606187
22559443,22559443
23377482,23377482
23617864,23617864
23623868,23623868
44630408,44630408
57357909,57357909
71430727,71430727
85981774,85981774
86064872,86064872
129830062,129830062
154735146,154735146
