FooDB ID,Name,CAS
FDB102459,"TG(20:0/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102460,"TG(20:0/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102461,"TG(20:0/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102462,"TG(20:0/18:4(6Z,9Z,12Z,15Z)/O-18:0)",
FDB102463,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:0)",
FDB102464,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/22:0)",
FDB102465,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/24:0)",
FDB102466,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/14:1(9Z))",
FDB102467,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/16:1(9Z))",
FDB102468,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",
FDB102469,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/18:1(9Z))",
FDB102470,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:1(11Z))",
FDB102471,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))",
FDB102472,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/22:1(13Z))",
FDB102473,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/24:1(15Z))",
FDB102474,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",
FDB102475,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",
FDB102476,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:2n6)",
FDB102477,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:3n6)",
FDB102478,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))",
FDB102479,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/22:2(13Z,16Z))",
FDB102480,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))",
FDB102481,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102482,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))",
FDB102483,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))",
FDB102484,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))",
FDB102485,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102486,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102487,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102488,"TG(20:0/20:4(8Z,11Z,14Z,17Z)/O-18:0)",
FDB102489,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:0)",
FDB102490,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)",
FDB102491,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/24:0)",
FDB102492,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z))",
FDB102493,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",
FDB102494,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))",
FDB102495,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))",
FDB102496,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))",
FDB102497,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))",
FDB102498,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))",
FDB102499,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/24:1(15Z))",
FDB102500,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",
FDB102501,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",
FDB102502,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:2n6)",
FDB102503,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:3n6)",
FDB102504,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))",
FDB102505,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))",
FDB102506,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))",
FDB102507,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102508,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))",
FDB102509,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))",
FDB102510,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))",
FDB102511,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102512,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102513,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102514,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/O-18:0)",
FDB102515,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:0)",
FDB102516,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:0)",
FDB102517,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/24:0)",
FDB102518,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",
FDB102519,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",
FDB102520,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",
FDB102521,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",
FDB102522,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",
FDB102523,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z))",
FDB102524,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z))",
FDB102525,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z))",
FDB102526,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",
FDB102527,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))",
FDB102528,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:2n6)",
FDB102529,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:3n6)",
FDB102530,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",
FDB102531,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))",
FDB102532,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))",
FDB102533,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102534,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))",
FDB102535,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))",
FDB102536,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))",
FDB102537,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102538,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102539,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102540,"TG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/O-18:0)",
FDB102541,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)",
FDB102542,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0)",
FDB102543,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:0)",
FDB102544,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",
FDB102545,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",
FDB102546,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",
FDB102547,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",
FDB102548,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:1(11Z))",
FDB102549,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z))",
FDB102550,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(13Z))",
FDB102551,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))",
FDB102552,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",
FDB102553,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))",
FDB102554,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2n6)",
FDB102555,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3n6)",
FDB102556,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",
FDB102557,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))",
FDB102558,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z))",
FDB102559,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102560,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))",
FDB102561,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))",
FDB102562,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))",
FDB102563,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102564,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102565,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102566,"TG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/O-18:0)",
FDB102567,TG(20:0/O-18:0/20:0),
FDB102568,TG(20:0/O-18:0/22:0),
FDB102569,TG(20:0/O-18:0/24:0),
FDB102570,TG(20:0/O-18:0/14:1(9Z)),
FDB102571,TG(20:0/O-18:0/16:1(9Z)),
FDB102572,TG(20:0/O-18:0/18:1(11Z)),
FDB102573,TG(20:0/O-18:0/18:1(9Z)),
FDB102574,TG(20:0/O-18:0/20:1(11Z)),
FDB102575,"TG(20:0/O-18:0/20:3(5Z,8Z,11Z))",
FDB102576,TG(20:0/O-18:0/22:1(13Z)),
FDB102577,TG(20:0/O-18:0/24:1(15Z)),
FDB102578,"TG(20:0/O-18:0/18:2(9Z,12Z))",
FDB102579,"TG(20:0/O-18:0/18:3(6Z,9Z,12Z))",
FDB102580,TG(20:0/O-18:0/20:2n6),
FDB102581,TG(20:0/O-18:0/20:3n6),
FDB102582,"TG(20:0/O-18:0/20:4(5Z,8Z,11Z,14Z))",
FDB102583,"TG(20:0/O-18:0/22:2(13Z,16Z))",
FDB102584,"TG(20:0/O-18:0/22:4(7Z,10Z,13Z,16Z))",
FDB102585,"TG(20:0/O-18:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102586,"TG(20:0/O-18:0/18:3(9Z,12Z,15Z))",
FDB102587,"TG(20:0/O-18:0/18:4(6Z,9Z,12Z,15Z))",
FDB102588,"TG(20:0/O-18:0/20:4(8Z,11Z,14Z,17Z))",
FDB102589,"TG(20:0/O-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102590,"TG(20:0/O-18:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102591,"TG(20:0/O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102592,TG(22:0/14:0/22:0),
FDB102593,TG(22:0/14:0/24:0),
FDB102594,TG(22:0/14:0/14:1(9Z)),
FDB102595,TG(22:0/14:0/16:1(9Z)),
FDB102596,TG(22:0/14:0/18:1(11Z)),
FDB102597,TG(22:0/14:0/18:1(9Z)),
FDB102598,TG(22:0/14:0/20:1(11Z)),
FDB102599,"TG(22:0/14:0/20:3(5Z,8Z,11Z))",
FDB102600,TG(22:0/14:0/22:1(13Z)),
FDB102601,TG(22:0/14:0/24:1(15Z)),
FDB102602,"TG(22:0/14:0/18:2(9Z,12Z))",
FDB102603,"TG(22:0/14:0/18:3(6Z,9Z,12Z))",
FDB102604,TG(22:0/14:0/20:2n6),
FDB102605,TG(22:0/14:0/20:3n6),
FDB102606,"TG(22:0/14:0/20:4(5Z,8Z,11Z,14Z))",
FDB102607,"TG(22:0/14:0/22:2(13Z,16Z))",
FDB102608,"TG(22:0/14:0/22:4(7Z,10Z,13Z,16Z))",
FDB102609,"TG(22:0/14:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102610,"TG(22:0/14:0/18:3(9Z,12Z,15Z))",
FDB102611,"TG(22:0/14:0/18:4(6Z,9Z,12Z,15Z))",
FDB102612,"TG(22:0/14:0/20:4(8Z,11Z,14Z,17Z))",
FDB102613,"TG(22:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102614,"TG(22:0/14:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102615,"TG(22:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102616,TG(22:0/14:0/O-18:0),
FDB102617,TG(22:0/15:0/22:0),
FDB102618,TG(22:0/15:0/24:0),
FDB102619,TG(22:0/15:0/16:1(9Z)),
FDB102620,TG(22:0/15:0/18:1(11Z)),
FDB102621,TG(22:0/15:0/18:1(9Z)),
FDB102622,TG(22:0/15:0/20:1(11Z)),
FDB102623,"TG(22:0/15:0/20:3(5Z,8Z,11Z))",
FDB102624,TG(22:0/15:0/22:1(13Z)),
FDB102625,TG(22:0/15:0/24:1(15Z)),
FDB102626,TG(22:0/15:0/20:2n6),
FDB102627,TG(22:0/15:0/20:3n6),
FDB102628,"TG(22:0/15:0/22:2(13Z,16Z))",
FDB102629,"TG(22:0/15:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102630,"TG(22:0/15:0/18:4(6Z,9Z,12Z,15Z))",
FDB102631,"TG(22:0/15:0/20:4(8Z,11Z,14Z,17Z))",
FDB102632,"TG(22:0/15:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102633,"TG(22:0/15:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102634,"TG(22:0/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102635,TG(22:0/15:0/O-18:0),
FDB102636,TG(22:0/16:0/24:0),
FDB102637,TG(22:0/16:0/14:1(9Z)),
FDB102638,TG(22:0/16:0/16:1(9Z)),
FDB102639,"TG(22:0/16:0/20:3(5Z,8Z,11Z))",
FDB102640,TG(22:0/16:0/24:1(15Z)),
FDB102641,TG(22:0/16:0/20:2n6),
FDB102642,TG(22:0/16:0/20:3n6),
FDB102643,"TG(22:0/16:0/20:4(5Z,8Z,11Z,14Z))",
FDB102644,"TG(22:0/16:0/22:2(13Z,16Z))",
FDB102645,"TG(22:0/16:0/22:4(7Z,10Z,13Z,16Z))",
FDB102646,"TG(22:0/16:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102647,"TG(22:0/16:0/18:4(6Z,9Z,12Z,15Z))",
FDB102648,"TG(22:0/16:0/20:4(8Z,11Z,14Z,17Z))",
FDB102649,"TG(22:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102650,"TG(22:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102651,"TG(22:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102652,TG(22:0/16:0/O-18:0),
FDB102653,TG(22:0/18:0/24:0),
FDB102654,TG(22:0/18:0/14:1(9Z)),
FDB102655,TG(22:0/18:0/16:1(9Z)),
FDB102656,"TG(22:0/18:0/20:3(5Z,8Z,11Z))",
FDB102657,TG(22:0/18:0/24:1(15Z)),
FDB102658,TG(22:0/18:0/20:2n6),
FDB102659,TG(22:0/18:0/20:3n6),
FDB102660,"TG(22:0/18:0/20:4(5Z,8Z,11Z,14Z))",
FDB102661,"TG(22:0/18:0/22:2(13Z,16Z))",
FDB102662,"TG(22:0/18:0/22:4(7Z,10Z,13Z,16Z))",
FDB102663,"TG(22:0/18:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102664,"TG(22:0/18:0/18:4(6Z,9Z,12Z,15Z))",
FDB102665,"TG(22:0/18:0/20:4(8Z,11Z,14Z,17Z))",
FDB102666,"TG(22:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102667,"TG(22:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102668,"TG(22:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102669,TG(22:0/18:0/O-18:0),
FDB102670,TG(22:0/20:0/24:0),
FDB102671,TG(22:0/20:0/14:1(9Z)),
FDB102672,TG(22:0/20:0/16:1(9Z)),
FDB102673,"TG(22:0/20:0/20:3(5Z,8Z,11Z))",
FDB102674,TG(22:0/20:0/24:1(15Z)),
FDB102675,TG(22:0/20:0/20:2n6),
FDB102676,TG(22:0/20:0/20:3n6),
FDB102677,"TG(22:0/20:0/20:4(5Z,8Z,11Z,14Z))",
FDB102678,"TG(22:0/20:0/22:2(13Z,16Z))",
FDB102679,"TG(22:0/20:0/22:4(7Z,10Z,13Z,16Z))",
FDB102680,"TG(22:0/20:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102681,"TG(22:0/20:0/18:4(6Z,9Z,12Z,15Z))",
FDB102682,"TG(22:0/20:0/20:4(8Z,11Z,14Z,17Z))",
FDB102683,"TG(22:0/20:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102684,"TG(22:0/20:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102685,"TG(22:0/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102686,TG(22:0/20:0/O-18:0),
FDB102687,TG(22:0/22:0/24:0),
FDB102688,TG(22:0/22:0/14:1(9Z)),
FDB102689,TG(22:0/22:0/16:1(9Z)),
FDB102690,"TG(22:0/22:0/20:3(5Z,8Z,11Z))",
FDB102691,TG(22:0/22:0/24:1(15Z)),
FDB102692,TG(22:0/22:0/20:2n6),
FDB102693,TG(22:0/22:0/20:3n6),
FDB102694,"TG(22:0/22:0/20:4(5Z,8Z,11Z,14Z))",
FDB102695,"TG(22:0/22:0/22:2(13Z,16Z))",
FDB102696,"TG(22:0/22:0/22:4(7Z,10Z,13Z,16Z))",
FDB102697,"TG(22:0/22:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102698,"TG(22:0/22:0/18:4(6Z,9Z,12Z,15Z))",
FDB102699,"TG(22:0/22:0/20:4(8Z,11Z,14Z,17Z))",
FDB102700,"TG(22:0/22:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102701,"TG(22:0/22:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102702,"TG(22:0/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102703,TG(22:0/22:0/O-18:0),
FDB102704,TG(22:0/24:0/22:0),
FDB102705,TG(22:0/24:0/24:0),
FDB102706,TG(22:0/24:0/14:1(9Z)),
FDB102707,TG(22:0/24:0/16:1(9Z)),
FDB102708,TG(22:0/24:0/18:1(11Z)),
FDB102709,TG(22:0/24:0/18:1(9Z)),
FDB102710,TG(22:0/24:0/20:1(11Z)),
FDB102711,"TG(22:0/24:0/20:3(5Z,8Z,11Z))",
FDB102712,TG(22:0/24:0/22:1(13Z)),
FDB102713,TG(22:0/24:0/24:1(15Z)),
FDB102714,"TG(22:0/24:0/18:2(9Z,12Z))",
FDB102715,"TG(22:0/24:0/18:3(6Z,9Z,12Z))",
FDB102716,TG(22:0/24:0/20:2n6),
FDB102717,TG(22:0/24:0/20:3n6),
FDB102718,"TG(22:0/24:0/20:4(5Z,8Z,11Z,14Z))",
FDB102719,"TG(22:0/24:0/22:2(13Z,16Z))",
FDB102720,"TG(22:0/24:0/22:4(7Z,10Z,13Z,16Z))",
FDB102721,"TG(22:0/24:0/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102722,"TG(22:0/24:0/18:3(9Z,12Z,15Z))",
FDB102723,"TG(22:0/24:0/18:4(6Z,9Z,12Z,15Z))",
FDB102724,"TG(22:0/24:0/20:4(8Z,11Z,14Z,17Z))",
FDB102725,"TG(22:0/24:0/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102726,"TG(22:0/24:0/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102727,"TG(22:0/24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102728,TG(22:0/24:0/O-18:0),
FDB102729,TG(22:0/14:1(9Z)/22:0),
FDB102730,TG(22:0/14:1(9Z)/24:0),
FDB102731,TG(22:0/14:1(9Z)/14:1(9Z)),
FDB102732,TG(22:0/14:1(9Z)/16:1(9Z)),
FDB102733,TG(22:0/14:1(9Z)/18:1(11Z)),
FDB102734,TG(22:0/14:1(9Z)/18:1(9Z)),
FDB102735,TG(22:0/14:1(9Z)/20:1(11Z)),
FDB102736,"TG(22:0/14:1(9Z)/20:3(5Z,8Z,11Z))",
FDB102737,TG(22:0/14:1(9Z)/22:1(13Z)),
FDB102738,TG(22:0/14:1(9Z)/24:1(15Z)),
FDB102739,"TG(22:0/14:1(9Z)/18:2(9Z,12Z))",
FDB102740,"TG(22:0/14:1(9Z)/18:3(6Z,9Z,12Z))",
FDB102741,TG(22:0/14:1(9Z)/20:2n6),
FDB102742,TG(22:0/14:1(9Z)/20:3n6),
FDB102743,"TG(22:0/14:1(9Z)/20:4(5Z,8Z,11Z,14Z))",
FDB102744,"TG(22:0/14:1(9Z)/22:2(13Z,16Z))",
FDB102745,"TG(22:0/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))",
FDB102746,"TG(22:0/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102747,"TG(22:0/14:1(9Z)/18:3(9Z,12Z,15Z))",
FDB102748,"TG(22:0/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))",
FDB102749,"TG(22:0/14:1(9Z)/20:4(8Z,11Z,14Z,17Z))",
FDB102750,"TG(22:0/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102751,"TG(22:0/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102752,"TG(22:0/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102753,TG(22:0/14:1(9Z)/O-18:0),
FDB102754,TG(22:0/16:1(9Z)/22:0),
FDB102755,TG(22:0/16:1(9Z)/24:0),
FDB102756,TG(22:0/16:1(9Z)/14:1(9Z)),
FDB102757,TG(22:0/16:1(9Z)/16:1(9Z)),
FDB102758,TG(22:0/16:1(9Z)/18:1(11Z)),
FDB102759,TG(22:0/16:1(9Z)/18:1(9Z)),
FDB102760,TG(22:0/16:1(9Z)/20:1(11Z)),
FDB102761,"TG(22:0/16:1(9Z)/20:3(5Z,8Z,11Z))",
FDB102762,TG(22:0/16:1(9Z)/22:1(13Z)),
FDB102763,TG(22:0/16:1(9Z)/24:1(15Z)),
FDB102764,"TG(22:0/16:1(9Z)/18:2(9Z,12Z))",
FDB102765,"TG(22:0/16:1(9Z)/18:3(6Z,9Z,12Z))",
FDB102766,TG(22:0/16:1(9Z)/20:2n6),
FDB102767,TG(22:0/16:1(9Z)/20:3n6),
FDB102768,"TG(22:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",
FDB102769,"TG(22:0/16:1(9Z)/22:2(13Z,16Z))",
FDB102770,"TG(22:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))",
FDB102771,"TG(22:0/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102772,"TG(22:0/16:1(9Z)/18:3(9Z,12Z,15Z))",
FDB102773,"TG(22:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))",
FDB102774,"TG(22:0/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))",
FDB102775,"TG(22:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102776,"TG(22:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102777,"TG(22:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102778,TG(22:0/16:1(9Z)/O-18:0),
FDB102779,TG(22:0/18:1(11Z)/24:0),
FDB102780,TG(22:0/18:1(11Z)/14:1(9Z)),
FDB102781,TG(22:0/18:1(11Z)/16:1(9Z)),
FDB102782,"TG(22:0/18:1(11Z)/20:3(5Z,8Z,11Z))",
FDB102783,TG(22:0/18:1(11Z)/24:1(15Z)),
FDB102784,TG(22:0/18:1(11Z)/20:2n6),
FDB102785,TG(22:0/18:1(11Z)/20:3n6),
FDB102786,"TG(22:0/18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",
FDB102787,"TG(22:0/18:1(11Z)/22:2(13Z,16Z))",
FDB102788,"TG(22:0/18:1(11Z)/22:4(7Z,10Z,13Z,16Z))",
FDB102789,"TG(22:0/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",
FDB102790,"TG(22:0/18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",
FDB102791,"TG(22:0/18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",
FDB102792,"TG(22:0/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))",
FDB102793,"TG(22:0/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",
FDB102794,"TG(22:0/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",
FDB102795,TG(22:0/18:1(11Z)/O-18:0),
FDB102796,TG(22:0/18:1(9Z)/24:0),
FDB102797,TG(22:0/18:1(9Z)/14:1(9Z)),
FDB102798,TG(22:0/18:1(9Z)/16:1(9Z)),
FDB102799,"TG(22:0/18:1(9Z)/20:3(5Z,8Z,11Z))",
