smiles,regression_binding_score
C=CCn1cc(CC(=O)NC2CCCCCC2)c2cc(-c3ccco3)ccc21,6.42
CC#CC#CCC=CCCCC=CC=CC(=O)NCC(C)C,4.65
CC(=O)CCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,8.61
CC(=O)Cn1nnc(Cc2ccc(-c3ccccc3)cc2)n1,5.28
CC(=O)N(C)Cc1ccc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)cc1,8.8
CC(=O)N1CC(CS(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)C1,7.14
CC(=O)N1CC(S(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)C1,8.02
CC(=O)N1CCC(C(=O)N2CCCN(C(=O)Nc3cc(C(C)(C)C)on3)CC2)CC1,5.87
CC(=O)N1CCC(CS(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)CC1,8.11
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)C4CCCC4)ccc32)CC1,8.51
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)CC4CC4)ccc32)CC1,8.09
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)CCCO)ccc32)CC1,6.84
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)c4ccncc4)ccc32)CC1,8.34
CC(=O)N1CCC(Cn2c(C(C)(C)C)nc3cc(S(=O)(=O)c4nccs4)ccc32)CC1,8.11
CC(=O)N1CCC(Cn2c(CC(C)(C)C)nc3cc(S(=O)(=O)C4CN(C(N)=O)C4)ccc32)CC1,7.4
CC(=O)N1CCC(Cn2c(CC(C)(C)C)nc3cc(S(=O)(=O)C4CN(C)C4)ccc32)CC1,7.25
CC(=O)N1CCC(S(=O)(=O)c2ccc3c(c2)nc(CC(C)(C)C)n3CC2CC2)CC1,8.21
CC(=O)N1CCN(C(=O)N2CCCCC2C(=O)Nc2cc(C(C)(C)C)on2)CC1,6.38
CC(=O)N1CCN(c2nc(C)nc3sc(-c4ccccc4)cc23)CC1,6.74
CC(=O)NCCCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCOCC1,7.0
CC(=O)NCCNC(=O)C(C)(C)NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,8.6
CC(=O)NCCc1cc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)ccn1,8.85
CC(=O)Nc1cccc(C(C)(C)c2cc(O)c3c(c2)OC(C)(C)C2CC=C(C)CC32)c1,7.87
CC(=O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2,7.0
CC(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2,7.06
CC(C(=O)NCCC(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,6.54
CC(C)(C)C(=O)N1CCc2c(nc(C(C)(C)C)n2CC2CC2)C1,6.5
CC(C)(C)C(=O)OCC1=CCC2C(C1)c1c(O)cc(C34CC5CC(CC(C5)C3)C4)cc1OC2(C)C,7.31
CC(C)(C)C(C#N)NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21,8.3
CC(C)(C)C(CO)NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21,7.82
CC(C)(C)C(NC(=O)n1c(=O)n(CC2(O)CCOCC2)c2ccccc21)C(N)=O,7.04
CC(C)(C)C(NC(=O)n1c(=O)n(CC2CCCO2)c2ccccc21)C(N)=O,8.22
CC(C)(C)C(NC(=O)n1c(=O)n(CCC2(O)CCOCC2)c2ccccc21)C(N)=O,6.84
CC(C)(C)C(NC(=O)n1c(=O)n(CCC2CCOCC2)c2ccccc21)C(N)=O,8.4
CC(C)(C)C(NC(=O)n1c(=O)n(CCN2CCCC2)c2ccccc21)C(N)=O,6.62
CC(C)(C)C(NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21)C(N)=O,8.3
CC(C)(C)CC(=O)Nc1sc2c(c1C(=O)NCC1CC1)C(C)(C)CC2,8.19
CC(C)(C)CCCCCc1ccc2c(c1)OC(C)(C)C1CC=C(CO)CC21,10.49
CC(C)(C)CNC(=O)c1nc(C2CC2)n2ccccc12,7.68
CC(C)(C)CNC(=O)c1nc2c(-c3ccccc3)cccc2[nH]1,7.83
CC(C)(C)Cc1nc2c(n1CC1CC1)CCN(S(=O)(=O)Cc1ccccc1)C2,7.87
CC(C)(C)Cc1nc2c(n1CC1CC1)CCN(S(=O)(=O)c1ccccc1)C2,8.04
CC(C)(C)Cc1nc2c(n1CC1CC1)CCN(S(=O)(=O)c1cccnc1)C2,7.61
CC(C)(C)Cc1nc2c(n1CC1CC1)CCN(S(C)(=O)=O)C2,6.36
CC(C)(C)Cc1nc2cc(S(=O)(=O)C(C)(C)C(N)=O)ccc2n1CC1CC1,9.04
CC(C)(C)Cc1nc2cc(S(=O)(=O)C(C)(C)C)ccc2n1CC1CC1,9.37
CC(C)(C)Cc1nc2cc(S(=O)(=O)C(C)(C)CO)ccc2n1CC1CC1,8.92
CC(C)(C)Cc1nc2cc(S(=O)(=O)C3(C(N)=O)CC3)ccc2n1CC1CC1,9.82
CC(C)(C)Cc1nc2cc(S(=O)(=O)C3CCN(C(N)=O)CC3)ccc2n1CC1CC1,8.2
CC(C)(C)Cc1nc2cc(S(=O)(=O)C3CCNCC3)ccc2n1CC1CC1,7.21
CC(C)(C)Cc1nc2cc(S(=O)(=O)C3CN(C(N)=O)C3)ccc2n1CC(C)(C)O,7.85
CC(C)(C)Cc1nc2cc(S(=O)(=O)C3CN(C(N)=O)C3)ccc2n1CC1(O)CCOCC1,7.68
CC(C)(C)Cc1nc2cc(S(=O)(=O)C3CN(C(N)=O)C3)ccc2n1CC1CC1,8.92
CC(C)(C)Cc1nc2cc(S(=O)(=O)C3CNC3)ccc2n1CC1CC1,8.05
CC(C)(C)Cc1nc2cc(S(=O)(=O)CC(C)(C)O)ccc2n1CC1CC1,8.51
CC(C)(C)Cc1nc2cc(S(=O)(=O)CC3CCN(C(N)=O)CC3)ccc2n1CC1CC1,9.0
CC(C)(C)Cc1nc2cc(S(=O)(=O)CC3CCNCC3)ccc2n1CC1CC1,6.56
CC(C)(C)Cc1nc2cc(S(=O)(=O)CC3CN(C(N)=O)C3)ccc2n1CC1CC1,7.89
CC(C)(C)Cc1nc2cc(S(=O)(=O)CC3CNC3)ccc2n1CC1CC1,6.98
CC(C)(C)Cc1nc2cc(S(=O)(=O)Cc3ccccc3)ccc2n1CC1CC1,8.19
CC(C)(C)Cn1nc(C(=O)NC(C)(C)c2ccccc2)c2c1C1CC1C2,9.3
CC(C)(C)OC(=O)NCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ccc21,5.57
CC(C)(C)c1cc(-c2csc(C3(N)CCOCC3)n2)cc(C(C)(C)C)c1O,5.57
CC(C)(C)c1cc(-c2csc(C3(N4CCCCC4)CCOCC3)n2)cc(C(C)(C)C)c1O,7.35
CC(C)(C)c1cc(-c2csc(C3(N4CCOCC4)CCOCC3)n2)cc(C(C)(C)C)c1O,6.75
CC(C)(C)c1cc(NC(=O)C2CC(O)CN2C2CCCCC2)on1,8.33
CC(C)(C)c1cc(NC(=O)C2CC(O)CN2CC2CCOCC2)on1,7.16
CC(C)(C)c1cc(NC(=O)C2CCC(=O)N2c2ccc(C#N)cc2)on1,7.47
CC(C)(C)c1cc(NC(=O)C2CCC(=O)N2c2ccc(C#N)cn2)on1,8.92
CC(C)(C)c1cc(NC(=O)C2CCC(=O)N2c2ccc(S(C)(=O)=O)cc2)on1,5.94
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)C2CCC(O)CC2)no1,7.39
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)C2CCCCC2)no1,7.82
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)C2CCOCC2)no1,6.96
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)C2CCS(=O)(=O)CC2)no1,6.48
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)CC2CCOCC2)no1,7.75
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)CN2CCS(=O)(=O)CC2)no1,6.78
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)N2CCCCC2)no1,7.22
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)N2CCOCC2)no1,6.09
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)N2CCS(=O)(=O)CC2)no1,7.96
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)N2CCS(=O)(=O)CC2)on1,7.42
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)N2CCS(=O)CC2)no1,6.78
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)N2CCSCC2)no1,7.77
CC(C)(C)c1cc(NC(=O)C2CCCCN2C(=O)c2ccccc2)no1,7.72
CC(C)(C)c1cc(NC(=O)C2CCCCN2C2CC2)no1,7.51
CC(C)(C)c1cc(NC(=O)C2CCCCN2C2CCCC2)no1,7.85
CC(C)(C)c1cc(NC(=O)C2CCCCN2C2CCOCC2)no1,7.48
CC(C)(C)c1cc(NC(=O)C2CCCCN2CC2CC2)no1,9.05
CC(C)(C)c1cc(NC(=O)C2CCCCN2CC2CCOCC2)no1,9.7
CC(C)(C)c1cc(NC(=O)C2CCCCN2Cc2ccccc2)no1,8.7
CC(C)(C)c1cc(NC(=O)C2CCCN2C(=O)N2CCOCC2)on1,5.4
CC(C)(C)c1cc(NC(=O)C2CCCN2C(=O)N2CCS(=O)(=O)CC2)no1,6.41
CC(C)(C)c1cc(NC(=O)C2CCCN2C2CCC2)no1,7.72
CC(C)(C)c1cc(NC(=O)C2CCCN2C2CCCC2)no1,8.38
CC(C)(C)c1cc(NC(=O)C2CCCN2C2CCCCC2)no1,9.7
CC(C)(C)c1cc(NC(=O)C2CCCN2C2CCOCC2)no1,8.62
CC(C)(C)c1cc(NC(=O)C2CCCN2C2CCOCC2)on1,8.55
CC(C)(C)c1cc(NC(=O)C2CCCN2CC2CC2)no1,8.11
CC(C)(C)c1cc(NC(=O)C2CCCN2CC2CCOCC2)no1,8.96
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCC(O)CC3)CC2)no1,8.08
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCCCO3)CC2)no1,6.13
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCCO3)CC2)no1,5.4
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCCOC3)CC2)no1,5.69
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCN(S(C)(=O)=O)CC3)CC2)no1,5.77
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCOC3)CC2)no1,5.64
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)n[nH]1,4.88
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)no1,7.17
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)on1,7.59
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)CN3CCOCC3)CC2)no1,6.8
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)CN3CCS(=O)(=O)CC3)CC2)no1,6.97
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)N3CCC(S(C)(=O)=O)CC3)CC2)no1,6.37
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)N3CCN(S(C)(=O)=O)CC3)CC2)no1,5.54
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)N3CCOCC3)CC2)no1,6.75
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)N3CCS(=O)(=O)CC3)CC2)no1,6.87
CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)NC3CCOCC3)CC2)no1,6.09
CC(C)(C)c1cc(NC(=O)N2CCCN(c3cc(C#N)ccn3)CC2)no1,6.7
CC(C)(C)c1cc(NC(=O)N2CCCN(c3ccc(C#N)cn3)CC2)no1,7.7
CC(C)(C)c1ccc(C2=C(c3ccccc3)NNC2=C2N=c3ccccc3=N2)cc1,4.86
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCCC3)CC2)cc1,6.78
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCCCC3)CC2)cc1,7.7
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)cc1,6.96
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)CC3CCCC3)CC2)cc1,7.22
CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,7.07
CC(C)(C)c1ccc2oc(N3CCCN(C(=O)C4CCOCC4)CC3)nc2c1,9.0
CC(C)(C)c1ccc2oc(N3CCCN(C(=O)CC4CCCC4)CC3)nc2c1,8.7
CC(C)(C)c1ccc2oc(N3CCCN(C(=O)N4CCOCC4)CC3)nc2c1,8.22
CC(C)(C)c1ccc2oc(N3CCCN(C(=O)N4CCS(=O)(=O)CC4)CC3)nc2c1,8.22
CC(C)(C)c1cnc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)s1,6.82
CC(C)(C)c1csc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)n1,5.77
CC(C)(C)c1nc2c(n1CC1CC1)CCN(S(=O)(=O)Cc1ccccc1)C2,7.66
CC(C)(C)c1nc2c(n1CC1CC1)CCN(S(=O)(=O)c1ccccc1)C2,8.1
CC(C)(C)c1nc2c(n1CC1CC1)CCN(S(=O)(=O)c1cccnc1)C2,7.85
CC(C)(C)c1nc2c(n1CC1CC1)CCN(S(C)(=O)=O)C2,6.4
CC(C)(C)c1nc2cc(S(=O)(=O)CC3CC3)ccc2n1CC1CCN(C=O)CC1,8.66
CC(C)(C)c1nc2cc(S(=O)(=O)CC3CC3)ccc2n1CC1CCOCC1,8.89
CC(C)(C)c1nc2cc(S(=O)(=O)CC3CC3)ccc2n1CC1CCS(=O)(=O)CC1,8.08
CC(C)(C)c1nc2cc(S(=O)(=O)CCC#N)ccc2n1CC1CCOCC1,8.4
CC(C)(C)c1nc2cc(S(=O)(=O)CCN)ccc2n1CC1CCOCC1,8.0
CC(C)(C)c1nc2cc(S(=O)(=O)CCO)ccc2n1CC1CCOCC1,8.6
CC(C)(C)c1nc2cc(S(=O)(=O)Cc3ccc(C#N)cc3)ccc2n1CC1CCCCC1,9.3
CC(C)(C)c1nc2cc(S(=O)(=O)c3ccc(C#N)cc3)ccc2n1CC1CCOCC1,9.22
CC(C)(C)c1nc2cc(S(=O)(=O)c3ccc(CN)cc3)ccc2n1CC1CCOCC1,8.3
CC(C)(C)c1nc2cc(S(=O)(=O)c3cccc(C#N)c3)ccc2n1CC1CCOCC1,9.3
CC(C)(C)c1nc2cc(S(=O)(=O)c3ccccc3)ccc2n1CC1CCCCC1,8.92
CC(C)(C)c1nc2cc(S(=O)(=O)c3ccco3)ccc2n1CC1CCOCC1,9.4
CC(C)(C)c1nc2cc(S(=O)(=O)c3ccnc(OCCCO)c3)ccc2n1CC1CCOCC1,8.92
CC(C)(C)c1nc2cc(S(=O)(=O)c3ccncc3)ccc2n1CC1CCOCC1,8.92
CC(C)(C)c1nc2cc(S(=O)(=O)c3nccs3)ccc2n1CC1CCN(C=O)CC1,8.08
CC(C)(C)c1nc2cc(S(=O)(=O)c3nccs3)ccc2n1CC1CCOCC1,9.1
CC(C)(C)c1nnc(NC(=O)C2CCCN2C2CCOCC2)s1,7.23
CC(C)(C)c1nsc(NC(=O)C2CCCN2C2CCOCC2)n1,7.0
CC(C)(CO)NC(=O)c1nn(-c2ccccc2)c2c1CC1CC21,7.0
CC(C)(CO)NC(=O)c1nn(-c2ccccn2)c2c1CC1CC21,7.37
CC(C)(CO)NC(=O)c1nn(-c2cccnc2)c2c1CC1CC21,6.09
CC(C)(CO)NC(=O)c1nn(-c2ccncn2)c2c1CC1CC21,6.38
CC(C)(CO)NC(=O)c1nn(-c2cnccn2)c2c1CC1CC21,7.6
CC(C)(CO)c1cc(NC(=O)C(C)(C)S(=O)(=O)C2CCOCC2)on1,7.96
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)N1CCC(O)CC1,8.96
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCC(=O)O,5.55
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCC(N)=O,8.22
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCCCCCO,8.92
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCCCO,9.0
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NCCOCCO,9.22
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NN,8.55
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NNS(C)(=O)=O,8.14
CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)O,6.46
CC(C)(NC(=O)c1nn(-c2ccccn2)c2c1CC1CC21)c1ccccc1,8.38
CC(C)(NC(=O)c1nn(-c2cccnc2)c2c1CC1CC21)c1ccccc1,7.66
CC(C)(NC(=O)c1nn(C(C)(C)C)c2c1CC1CC21)c1ccccc1,7.48
CC(C)(NC(=O)c1nn(CC2CCOCC2)c2c1CC1CC21)c1ccccc1,9.16
CC(C)(NC(=O)c1nn(CCC2CCOCC2)c2c1CC1CC21)c1ccccc1,8.89
CC(C)(NC(=O)c1nn(CCN2CCOCC2)c2c1CC1CC21)c1ccccc1,8.68
CC(C)(O)CCn1c(=O)n(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,8.4
CC(C)(O)Cn1c(=O)n(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,6.71
CC(C)(OC(=O)c1ccc(C2CCCC2)c(OCC2CC2)n1)c1cc(N)on1,6.83
CC(C)=CC1CC2(C)C(CCC3(C)C2CCC2Cc4c([nH]c5ccccc45)C23C)O1,5.32
CC(C)=CCCC1(C)C(O)CCC2(C)C1CCC1Cc3c([nH]c4ccccc34)C12C,5.65
CC(C)=CCn1c(C)c(C(C)(C)C)sc1=NS(=O)(=O)c1ccccc1,6.77
CC(C)C(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)O,6.94
CC(C)C1CCC(C(=O)c2cn(CCN3CCOCC3)c3ccccc23)CC1,6.72
CC(C)C1COc2cccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,8.053333333333333
CC(C)CC1COc2cccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,7.74
CC(C)CCC(=O)N1CCCN(C(=O)Nc2ccc(C(C)(C)C)cc2)CC1,7.02
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,6.9
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,6.7
CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,6.2
CC(C)CCS(=O)(=O)C(C)(C)C(=O)Nc1cc(C(C)(C)C)no1,10.4
CC(C)CCn1c(=O)n(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,9.0
CC(C)CCn1c2c(cc(C(=O)NCc3ccccc3)c1=O)CCCCCC2,9.05
CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCC(C)C4)n3)cc2)C1=O,7.9
CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,8.6
CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCS(=O)(=O)CC4)n3)cc2)C1=O,7.6
CC(C)CN1CCCCC1C(=O)Nc1cc(C(C)(C)C)on1,8.82
CC(C)Cn1cc(C(C)(C)C)sc1=NC(=O)c1cc(C#N)ccc1OC1CCC1,7.02
CC(C)Cn1cc(C(C)(C)C)sc1=NC(=O)c1ccccc1OCC1CCCN1C,6.53
CC(C)Cn1nnc(Cc2ccc(-c3ccccc3)cc2)n1,5.33
CC(C)Cn1nnnc1Cc1ccc(-c2ccccc2)cc1,5.11
CC(C)N(CCn1nc(OCc2cccc3ccccc23)c2ccccc21)C(C)C,5.27
CC(C)N1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,7.9
CC(C)NC(=O)c1cc2c(=O)n3ccccc3nc2n(C2CCCC2)c1=N,5.04
CC(C)Oc1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1,6.5
CC(C)S(=O)(=O)c1ccc2c(c1)nc(CC(C)(C)C)n2CC1CC1,8.5
CC(C)SC(=S)N1CC(C)(C)CSC1=Nc1ccccc1C(C)C,6.56
CC(C)c1cc(NC(=O)C2CCCCN2C(=O)N2CCS(=O)(=O)CC2)on1,6.97
CC(C)c1cc(Nc2cccc(C#N)c2)ncc1C(=O)NCC1CCOCC1,6.4
CC(C)c1ccc(C(=O)N2CCC3CCCCC3C2)cc1S(=O)(=O)N1CCCC1,9.4
CC(C)c1ccc(C(=O)NC2CCCCC2)cc1S(=O)(=O)N1CCCC1,8.4
CC(C)c1ccc(C(NC(=O)Cc2ccccc2)NC(=O)Cc2ccccc2)cc1,7.73
CC(C)c1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,6.91
CC(C)c1ccccc1C(=O)Nc1sc2c(c1C(=O)N1CCOCC1)CCOC2,7.46
CC(C)c1ccccc1N=C1SCC(C)(C)CN1Cc1ccccc1,5.87
CC(C)c1noc(C2CCN(c3cnc4ccccc4c3)CC2)n1,5.84
CC(C)n1nc(C(=O)NC(C)(C)c2ccccc2)c2c1C1CC1C2,7.73
CC(CO)NC(=O)CCCC=CCC=CCCOc1cccc(C(C)(C)CCCC#N)c1,8.5
CC(CO)NC(=O)CCCC=CCC=CCCOc1cccc(C(C)(C)CCCCN=[N+]=[N-])c1,8.6
CC(CO)NC(=O)CCCC=CCC=CCCOc1cccc(C(C)(C)CCCCO)c1,7.96
CC(NC(=O)c1nc(N2CCOCC2)n2ccccc12)C(C)(C)C,8.27
CC1(C)C(C(=O)c2cn(CC3CCCO3)c3ccccc23)C1(C)C,8.23
CC1(C)C(C(=O)c2cn(CC3CCOC3)c3ccccc23)C1(C)C,8.77
