smiles,regression_binding_score
C=CCN1CCC2c3c(cccc3OC)CCC21,7.9159999999999995
C=CCN1CCC2c3cccc(C#N)c3CCC21,6.01
C=CCN1CCC2c3cccc(O)c3CCC21,7.543333333333334
C=CCN1CCC2c3cccc(OC)c3CCC21,7.365
C=CCN1CCCC(c2cccc(C#N)c2)C1,6.6
C=Cc1ccc(C(=O)NCCCCN2CCCN(c3ccccc3OC)CC2)cc1,6.89
C=Cc1ccc2c(c1OC)-c1cccc3c1C(C2)N(C)CC3,5.76
C=Cc1cccc2c1-c1cccc3c1C(C2)N(C)CC3,6.75
CC#CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.93
CC#CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.59
CC#CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.37
CC#CC1=CCC(N(CCC)CCCCn2cc(C)nn2)CC1,5.54
CC(=O)N1CCC(C)c2c(C)ccc(CCN3CCN(c4noc5ccccc45)CC3)c21,7.77
CC(=O)N1CCC(C)c2c(C)ccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.92
CC(=O)N1CCC(C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.77
CC(=O)N1CCC(c2ccccc2)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21,7.92
CC(=O)NC1CC2(CCN(Cc3ccc4c(c3)c3ccccc3n4C(N)=O)CC2)c2ccccc21,5.82
CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.53
CC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.6
CC(=O)NC1CCC(CCN2CCC(c3cccc4occc34)CC2)CC1,6.73
CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.3
CC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,7.17
CC(=O)NC1CCC(CCN2CCN(c3ccccc3)CC2)CC1,8.0
CC(=O)NC1CCC(CCN2CCN(c3nc(C)cc4c3CCO4)CC2)CC1,6.04
CC(=O)NC1CCC(CCN2CCN(c3nc(C)cc4occc34)CC2)CC1,6.6
CC(=O)NC1CCC(CCN2CCN(c3ncc(C)c4c3CCO4)CC2)CC1,5.64
CC(=O)NC1CCC(CCN2CCN(c3ncc(C)c4occc34)CC2)CC1,5.84
CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.11
CC(=O)NC1CCC(CCN2CCN(c3nccc4occc34)CC2)CC1,6.31
CC(=O)NC1CCC(CCN2CCN(c3nccc4sccc34)CC2)CC1,6.92
CC(=O)NC1CCC(CCN2CCc3ccc(C#N)cc3C2)CC1,7.63
CC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,5.22
CC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,7.82
CC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,7.66
CC(=O)NC1c2cccc3c2-c2c1ccc1c2C(C3)N(C)CC1,5.27
CC(=O)NCCCOc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,6.88
CC(=O)NCc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,8.066666666666668
CC(=O)Nc1ccc(CCN2CC3COc4ccc(C#N)cc4C3C2)cc1,7.433333333333334
CC(=O)Nc1ccc(CN2CC3COc4ccc(C#N)cc4C3C2)cc1,7.666666666666667
CC(=O)Nc1ccc(OCC2CCC3CN(c4ncccn4)CCN3C2)cc1,6.02
CC(=O)Nc1cccc(C2CCN(CCCC(=O)c3ccc(C)c(C)c3)CC2)c1,5.22
CC(=O)Nc1cccc(C=CC(=O)NC2CCC(CCN3CCc4ccc(C#N)cc4CC3)CC2)c1,6.3
CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,6.4
CC(=O)OC1CCCc2ccc(N=CN3CCc4ccccc4C3)cc21,5.62
CC(=O)OC1CCc2ccc(N=CN(C)Cc3ccccc3)cc21,5.8
CC(=O)OC1CCc2ccc(N=CN3CCc4ccccc4C3)cc21,5.77
CC(=O)c1ccc(C(=O)Nc2ccc(CCN3CC4COc5ccc(C#N)cc5C4C3)cc2)cc1,7.7
CC(=O)c1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3,5.56
CC(=O)c1cccc(C=CC(=O)NC2CCC(CCN3CCc4ccc(C#N)cc4CC3)CC2)c1,6.7
CC(=O)c1cccc2c1-c1cccc3c1C(C2)N(C)CC3,6.51
CC(=O)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,7.17
CC(C)(C)C(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.42
CC(C)(C)C(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.42
CC(C)(C)C(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.28
CC(C)(C)C(=O)NCCCCN1CCN(c2ccccc2)CC1,6.1
CC(C)(C)C1CCC(C(=O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)CC1,6.46
CC(C)(C)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.4
CC(C)(C)CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.28
CC(C)(C)CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.35
CC(C)(C)NC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,6.61
CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccc(C#N)cc3C2)CC1,5.65
CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccc([N+](=O)[O-])cc3C2)CC1,6.42
CC(C)(C)OC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,6.13
CC(C)(C)OC(=O)NC1CCC(CN2CCc3ccccc3C2)CC1,6.45
CC(C)(C)OC(=O)NCC1CCC(CN2CCc3ccccc3C2)CC1,5.94
CC(C)(C)OC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,6.26
CC(C)(C)c1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)cc(C(C)(C)C)c1,5.89
CC(C)(C)c1cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)nc(C(C)(C)C)n1,6.44
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.58
CC(C)(C)c1ccc(C(=O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1,5.95
CC(C)(C)c1ccc(C(=O)NC2CCC(CCN3CCN(c4nccc5c4CCO5)CC3)CC2)cc1,5.78
CC(C)(C)c1ccc(CN2CCC(C3CCc4ccccc4C3=O)CC2)cc1,6.39
CC(C)(C)c1ccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)cc1,6.2
CC(C)(C)c1ccc(OCC2CCC3CN(c4ncccn4)CCN3C2)cc1,5.76
CC(C)(C)c1nc(C2CC2)cc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)n1,6.72
CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cn4ccccc4n3)CC2)c2ccccc2n1,5.84
CC(C)(O)C(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.31
CC(C)(O)C(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.39
CC(C)(O)C(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.27
CC(C)(O)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,6.74
CC(C)(O)C(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.9
CC(C)(O)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.76
CC(C)(O)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.55
CC(C)(O)CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.38
CC(C)(O)CC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,7.12
CC(C)(O)CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.0
CC(C)=C1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc21,6.24
CC(C)=C1c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21,6.54
CC(C)=CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,7.13
CC(C)=CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.74
CC(C)=CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.7
CC(C)C(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.55
CC(C)C(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.4
CC(C)C(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.4
CC(C)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,6.87
CC(C)C(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.15
CC(C)C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,7.17
CC(C)C(=O)NCc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,7.926666666666667
CC(C)C(=O)Nc1cccc(C2CCN(Cc3ccc(Oc4ccccc4)cc3)CC2)c1,6.92
CC(C)C(O)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,7.09
CC(C)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.67
CC(C)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.62
CC(C)CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.36
CC(C)CC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,6.88
CC(C)CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.18
CC(C)CC(NC(=O)C1CCCN1)C(=O)NCC(N)=O,8.88
CC(C)CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,5.97
CC(C)CCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.18
CC(C)CCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.89
CC(C)CCN1CCN2c3cccc4[nH]cc(c34)CC2C1,7.62
CC(C)CN1CCN2c3cccc4[nH]cc(c34)CC2C1,6.51
CC(C)CN1CCOC2c3cc4c(cc3CCC21)CCO4,5.3
CC(C)COC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,5.28
CC(C)CS(=O)(=O)n1ccc2c(-c3ccc(C#N)cc3)cc(N3CCN(C)CC3)nc21,6.69
CC(C)CS(=O)(=O)n1ccc2c(-c3ccc4[nH]ccc4c3)cc(N3CCN(C)CC3)nc21,6.42
CC(C)CS(=O)(=O)n1ccc2c(-c3ccccc3)cc(N3CCN(C)CC3)nc21,6.26
CC(C)CS(=O)(=O)n1ccc2c1NC(N1CCN(C)CC1)=CC2=C1C=CC(=O)C=C1,6.97
CC(C)Cc1ccc(C(=O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1,6.54
CC(C)Cn1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCNCC3)ccc21,5.72
CC(C)N1CCCC(c2cccc(C#N)c2)C1,6.98
CC(C)N1CCN(CCN2CCN(c3cccc(C#N)c3)C2=O)CC1,6.5
CC(C)N1CCc2cccc3c2C1Cc1cccc(O)c1-3,6.0
CC(C)OC(=O)NC1CCC(CCN2CCc3ccccc3C2)CC1,5.83
CC(C)Oc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2ccn[nH]2)CC3)cc1,6.2
CC(C)Oc1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,6.5
CC(C)Oc1ccccc1N1CCC2CN(CCCSc3nnc(-c4cnccn4)n3C)CC21,6.6
CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)Cc3ccccc3)CC2)CC1,7.15
CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3ccccc3)CC2)CC1,7.47
CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3ccccc3C#N)CC2)CC1,8.62
CC(C)Oc1ccccc1N1CCN(C2CCC(NS(=O)(=O)c3cccnc3)CC2)CC1,7.82
CC(C)Oc1ccccc1N1CCN(CCCCOc2ccc3c(c2)NC(=O)CC3)CC1,8.27
CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,8.66
CC(C)c1ccc(C(=O)NC2CCC(CCN3CCC(c4coc5ccccc45)CC3)CC2)cc1,6.4
CC(C)c1ccc(CN2CCN(CC(=O)N3c4ccccc4CC3C)CC2)cc1,5.75
CC(C)c1ccc(S(=O)(=O)Cc2ccc(C34CNCC3C4)cc2)cc1,6.5
CC(C)c1ccc(S(=O)(=O)Nc2ccc(C34CC3CN(C)C4)cc2)cc1,7.2
CC(C)c1ccc(S(=O)(=O)Nc2ccc(C34CNCC3C4)cc2)cc1,6.35
CC(C)c1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,7.1
CC(C)c1ccccc1N1CCN(CCCCCC(=O)N2CCc3ccccc3C2)CC1,8.89
CC(C)c1ccccc1N1CCN(CCCCCC(=O)N2Cc3ccccc3C2)CC1,7.19
CC(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,7.82
CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(C#N)cc2)CC1,7.7
CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,8.04
CC(C)c1ccccc1N1CCN(CCCCCC(=O)NCc2ccncc2)CC1,7.68
CC(C)c1ccccc1OCCN1CCC(N(C)S(=O)(=O)c2ccccc2)CC1,7.22
CC(C)c1ccccc1OCCN1CCC(N(C)S(=O)(=O)c2cnn(C)c2)CC1,7.34
CC(C)c1ccccc1OCCN1CCC(N(CC2CC2)S(=O)(=O)c2cnn(C)c2)CC1,7.75
CC(C)c1ccccc1OCCN1CCC(NC(=O)c2ccc3ccccc3n2)C1,7.1
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc3cccnc23)C1,8.0
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc3ncccc23)CC1,6.98
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccs2)C1,7.8
CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cnn(C)c2)CC1,6.85
CC(C)n1nc(S(=O)(=O)c2cccc3ccccc23)c2cc(N3CCNCC3)ccc21,5.69
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,6.8
CC(CNCc1ccc(CCNCC(O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,5.6
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,6.26
CC(O)C(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.57
CC(O)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,7.05
CC1(C(=O)NC2CCC(CCN3CCC(c4cccc5c4OCO5)CC3)CC2)COC1,6.65
CC1(C(=O)NC2CCC(CCN3CCN(c4cccc5c4OCO5)CC3)CC2)COC1,7.09
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,7.24
CC1(C)CCNc2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,7.23
CC1(C)Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccccc34)CC2)NC1=O,8.13
CC1(O)CCC(C(=O)NC2CCC(CCN3CCN(c4nccc5c4CCO5)CC3)CC2)CC1,6.3
CC1C2C(CN1Cc1ccccc1)C(CO)C2N1CCCC1,4.49
CC1CC(=O)N(C)c2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,7.09
CC1CC(=O)Nc2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,7.68
CC1CC(=O)c2ccc(N3CCN(C)CC3)cc2N1S(=O)(=O)c1ccc2ccccc2c1,6.87
CC1CC(C)N1C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,6.886666666666667
CC1CCCCN1CCc1c(-c2ccccc2)[nH]c2ccccc12,7.109999999999999
CC1CCN(C(=O)c2ccccc2)c2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21,7.8
CC1CCN(CCC2CCCCN2S(=O)(=O)c2cccc3ccccc23)CC1,6.4
CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1,6.2
CC1CCN(Cc2c[nH]c3ccccc23)CC1,5.26
CC1CNc2cccc(N3CCN(CCCc4c[nH]c5ccccc45)CC3)c2C1,7.82
CC1Cc2c([nH]c3ccccc23)Cc2ccccc2CCN1C,7.07
CC1Cc2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c2NC1=O,7.14
CC1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(C(C)(C)C)cc2)CC1,5.72
CC1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc3c(c2)OCO3)CC1,5.84
CC1NCCc2cc(O)c(O)cc21,5.285
CC1OC(c2ccccc2)=NC1CN1CCN(c2ccccc2)CC1,5.61
CC1Oc2c(N3CCN(CCCc4c[nH]c5ccccc45)CC3)cccc2N(C)C1=O,7.45
CC1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccccc34)CC2)NC1=O,8.47
CC1c2cccc3c2-c2c1ccc1c2C(C3)N(C)CC1,7.5600000000000005
CC1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc21,6.166666666666667
CC1c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21,7.03
CC=C1c2ccccc2C=C(N2CCN(C)CC2)c2ccccc21,6.14
CC=CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.36
CC=CCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.24
CC=CCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.02
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,4.88
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4.86
CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.46
CCC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.69
CCC(=O)NC1CCC(CCN2CCC(c3cccc4occc34)CC2)CC1,7.04
CCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.32
CCC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,7.13
CCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.09
CCC(=O)NC1CCC(CCN2CCN(c3nccc4occc34)CC2)CC1,6.11
CCC(=O)NC1CCC(CCN2CCN(c3nccc4sccc34)CC2)CC1,6.79
CCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,7.47
CCC(=O)NCCCCN1CCN(c2ccccc2OC)CC1,7.08
CCC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C34CNCC3C4)cc2)cc1,7.3
CCC(C)C(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,5.92
CCC(C)C(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.45
CCC(C)C(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.34
CCC(C)C(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.15
CCC(C)Cc1cc2c(s1)CC1c3cc(O)c(OC)cc3CCN1C2,7.54
CCC(C)N1CCCC(c2cccc(C#N)c2)C1,6.87
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,6.56
CCC(O)C(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,6.91
CCC(O)CC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.45
CCC(O)CC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.365
CCC(O)CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.0600000000000005
CCC([NH2+]C(C)C)C(O)c1ccc([O-])c2[nH]c(=O)ccc12,4.07
CCC1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(C)cc2)CC1,7.02
CCCC#Cc1cc(CN2CCN(c3ccccc3OC)CC2)c2cccccc1-2,7.17
CCCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.71
CCCC(=O)NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.56
CCCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.34
CCCC(=O)NC1CCC(CCN2CCN(c3cccc4c3OCO4)CC2)CC1,6.84
CCCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.08
CCCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,7.57
CCCC(=O)Oc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3,7.26
CCCCC(=O)NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1,6.39
CCCCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,7.18
CCCCC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,5.94
CCCCCCCCCC(=O)NCCCN(CCC)CCc1cccc2c1CC(=O)N2,7.38
CCCCCCN(CCc1ccccc1)CCc1cccc(O)c1,5.99
CCCCCCOc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,6.74
CCCCCCc1ccc2c(c1)Cc1ccccc1C2CN,5.2
CCCCCN(CCc1ccccc1)CCc1cccc(O)c1,5.85
CCCCCN1CCN2c3cccc4[nH]cc(c34)CC2C1,7.01
CCCCCOc1ccc2c(c1OC)CN1CCc3cc(OC)c(O)cc3C1C2,6.55
CCCCCc1cc2c(s1)CC1c3cc(O)c(OC)cc3CCN1C2,7.33
CCCCN(CCc1ccccc1)CCc1cccc(O)c1,5.91
CCCCN1CCN(c2ccccc2OC)CC1,7.69
CCCCN1CCN2c3cccc4[nH]cc(c34)CC2C1,6.96
CCCCNC(=O)c1cc2ccccc2[nH]1,4.87
CCCCNC(=O)c1ccc2c(c1)C1OCCN(CCC)C1CC2,5.34
CCCCNC1CCc2c(cccc2OC)C1,6.16
CCCCOc1ccc2c(c1OC)CN1CCc3cc(OC)c(O)cc3C1C2,6.92
CCCCSC1=CCc2ccc(N=CN3CCc4cc(OC)c(OC)cc4C3)cc21,5.09
CCCCSC1CCc2ccc(N=CN3CCc4cc(OC)c(OC)cc4C3)cc21,5.51
CCCCc1cc2c(s1)CC1c3cc(O)c(OC)cc3CCN1C2,6.9
