Stimulus,Labels
2175,"['floral', 'earthy', 'green', 'lilac', 'jasmin', 'mimosa']"
2176,"['green', 'floral', 'fruity']"
2177,[]
2178,[]
2179,"['fruity', 'floral', 'jasmin', 'herbaceous']"
2180,"['ethereal', 'floral', 'fruity', 'jasmin', 'herbaceous']"
2181,['fruity']
2182,"['oily', 'floral', 'fatty']"
2183,"['balsamic', 'floral']"
2184,"['green', 'floral', 'balsamic', 'woody', 'mimosa']"
2185,[]
2186,"['fruity', 'floral', 'green', 'jasmin']"
2187,['musk']
2188,"['herbal', 'fruity', 'honey', 'jasmin']"
2189,"['floral', 'lilac', 'mimosa']"
2190,"['floral', 'lilac', 'rose']"
2191,"['floral', 'balsamic', 'green', 'rose', 'musty']"
2192,"['floral', 'gassy', 'jasmin', 'rose']"
2193,"['fruity', 'pineapple']"
2194,"['woody', 'camphor', 'rose']"
2195,"['herbaceous', 'woody', 'oily']"
2196,"['woody', 'floral', 'rose']"
2197,"['woody', 'floral', 'green']"
2198,"['green', 'woody', 'floral']"
2199,"['woody', 'peppery']"
2200,"['green', 'herbaceous', 'woody', 'floral']"
2201,"['woody', 'spicy', 'caramelic', 'fruity']"
2202,"['fruity', 'winey', 'floral', 'balsamic', 'honey']"
2203,"['floral', 'balsamic', 'hyacinth', 'orange-blossom', 'rose']"
2204,"['floral', 'herbaceous', 'tobacco']"
2205,"['herbaceous', 'powdery']"
2206,['medicinal']
2207,"['citrus', 'gassy']"
2208,"['green', 'earthy', 'root', 'pine', 'balsamic']"
2209,"['ethereal', 'fruity']"
2210,['grape']
2211,"['herbaceous', 'woody', 'floral']"
2212,"['fruity', 'woody']"
2213,"['herbaceous', 'musty', 'leafy']"
2214,"['herbaceous', 'spicy']"
2215,"['herbaceous', 'spicy']"
2216,"['floral', 'woody', 'green']"
2217,['sandalwood']
2218,"['sulfuraceous', 'herbaceous']"
2219,"['green', 'woody', 'floral', 'sandalwood']"
2220,"['floral', 'green']"
2221,"['floral', 'green']"
2222,[]
2223,"['balsamic', 'floral']"
2224,"['fruity', 'floral']"
2225,"['fruity', 'balsamic']"
2226,"['ethereal', 'fruity']"
2227,"['ethereal', 'camphor']"
2228,"['green', 'floral']"
2229,"['herbaceous', 'oily']"
2230,"['herbaceous', 'hay']"
2231,"['smoky', 'tarry', 'woody', 'herbaceous', 'animal']"
2232,"['herbaceous', 'animal', 'floral']"
2233,[]
2234,"['oily', 'herbaceous']"
2235,"['animal', 'musty', 'oily', 'herbaceous', 'floral']"
2236,"['floral', 'animal']"
2237,"['animal', 'floral', 'honey']"
2238,"['floral', 'tobacco']"
2239,"['oily', 'fatty']"
2240,[]
2241,"['root', 'fruity']"
2242,['oily']
2243,"['animal', 'herbaceous']"
2244,[]
2245,['sulfuraceous']
2246,"['anisic', 'floral']"
2247,"['camphor', 'woody']"
2248,"['green', 'floral', 'woody', 'rose']"
2249,"['fruity', 'balsamic', 'almond']"
2250,"['woody', 'fruity']"
2251,['woody']
2252,"['camphor', 'rose', 'citrus']"
2253,"['floral', 'citrus', 'metallic']"
2254,"['green', 'ethereal']"
2255,[]
2256,"['herbaceous', 'nut', 'caramelic']"
2257,"['oily', 'winey', 'honey']"
2258,"['waxy', 'oily']"
2259,"['fatty', 'green', 'earthy', 'brandy']"
2260,"['floral', 'waxy', 'green', 'leafy']"
2261,"['ambre', 'waxy']"
2262,"['oily', 'herbaceous', 'spicy', 'nut']"
2263,"['ethereal', 'green', 'fruity', 'apple']"
2264,"['ethereal', 'fruity', 'apple']"
2265,"['acid', 'caramelic', 'sour', 'oily', 'herbaceous']"
2266,"['sour', 'herbaceous', 'green']"
2267,"['sour', 'fatty']"
2268,"['herbaceous', 'oily', 'nut']"
2269,['ethereal']
2270,"['woody', 'floral', 'rose']"
2271,"['musty', 'sour']"
2272,"['ambre', 'musk']"
2273,[]
2274,[]
2275,"['musk', 'ambre', 'creamy', 'floral']"
2276,['musk']
2277,[]
2278,"['floral', 'musk']"
2279,"['musk', 'animal', 'floral', 'ambre']"
2280,"['floral', 'musk']"
2281,"['musk', 'animal']"
2282,"['musk', 'floral', 'animal']"
2283,"['balsamic', 'citrus', 'ethereal']"
2284,"['floral', 'woody', 'pine']"
2285,"['citrus', 'herbaceous']"
2286,"['green', 'citrus']"
2287,"['fruity', 'balsamic', 'citrus', 'pear', 'metallic']"
2288,"['waxy', 'oily']"
2289,"['coco', 'oily', 'waxy']"
2290,"['fruity', 'citrus', 'ambre']"
2291,"['balsamic', 'woody', 'pepper']"
2292,['citrus']
2293,"['spicy', 'herbaceous']"
2294,"['herbaceous', 'woody', 'medicinal', 'camphor']"
2295,"['herbaceous', 'spicy']"
2296,['tarry']
2297,"['floral', 'balsamic']"
2298,"['fruity', 'floral', 'winey', 'berry']"
2299,"['fruity', 'orange-blossom', 'floral']"
2300,"['floral', 'fruity']"
2301,[]
2302,['orange-blossom']
2303,"['floral', 'balsamic', 'hyacinth', 'narcissus', 'fruity', 'apricot']"
2304,"['fruity', 'floral', 'berry']"
2305,[]
2306,['orange-blossom']
2307,"['woody', 'camphor', 'musty']"
2308,"['green', 'musty', 'medicinal', 'herbaceous']"
2309,[]
2310,[]
2311,[]
2312,[]
2313,[]
2314,['spicy']
2315,['rose']
2316,"['woody', 'floral', 'green', 'apple', 'lily']"
2317,"['woody', 'green']"
2318,"['fruity', 'woody', 'pear']"
2319,"['woody', 'floral', 'green']"
2320,"['woody', 'pear']"
2321,"['green', 'floral', 'woody', 'leafy', 'honey']"
2322,"['fruity', 'floral', 'berry', 'rose']"
2323,"['floral', 'balsamic', 'metallic', 'green']"
2324,"['leafy', 'floral', 'fruity', 'orange']"
2325,['floral']
2326,"['rose', 'fruity', 'herbaceous', 'floral']"
2327,"['herbaceous', 'green', 'floral', 'rose']"
2328,"['rose', 'honey', 'floral']"
2329,"['fruity', 'floral']"
2330,"['herbaceous', 'fruity']"
2331,"['herbaceous', 'ethereal', 'fruity']"
2332,['almond']
2333,"['herbaceous', 'green']"
2334,"['herbaceous', 'green', 'anisic', 'almond', 'woody']"
2335,"['medicinal', 'phenolic', 'tarry']"
2336,"['floral', 'spicy']"
2337,"['herbaceous', 'spicy', 'almond']"
2338,[]
2339,"['green', 'leafy']"
2340,"['green', 'oily']"
2341,"['oily', 'green', 'herbaceous', 'leafy']"
2342,"['fatty', 'oily', 'nut']"
2343,"['fatty', 'floral', 'waxy', 'rose']"
2344,"['green', 'oily', 'herbaceous', 'floral']"
2345,"['citrus', 'floral', 'oily', 'green']"
2346,"['oily', 'herbaceous', 'floral', 'jasmin', 'mushroom', 'caramelic']"
2347,"['nut', 'fatty', 'acid']"
2348,"['oily', 'floral', 'fatty', 'rose']"
2349,"['herbaceous', 'spicy', 'earthy', 'oily', 'floral', 'mushroom']"
2350,"['creamy', 'coco', 'fruity', 'floral', 'musk']"
2351,"['green', 'fruity', 'oily', 'mushroom', 'earthy']"
2352,"['herbaceous', 'fruity', 'ethereal']"
2353,[]
2354,"['fruity', 'floral', 'waxy']"
2355,[]
2356,"['fatty', 'orris', 'waxy', 'green']"
2357,"['waxy', 'floral', 'balsamic', 'nut']"
2358,"['green', 'oily', 'herbaceous']"
2359,"['earthy', 'herbaceous', 'spicy']"
2360,"['green', 'oily', 'herbaceous']"
2361,"['woody', 'ambre']"
2362,"['waxy', 'fatty']"
2363,"['fruity', 'green', 'leafy', 'earthy']"
2364,"['fruity', 'herbaceous', 'green', 'earthy']"
2365,"['orange', 'orange-blossom', 'winey', 'fruity']"
2366,"['herbaceous', 'fruity']"
2367,"['fruity', 'orange', 'rose', 'herbaceous']"
2368,"['fruity', 'apricot', 'orange', 'rose', 'herbaceous', 'green']"
2369,"['floral', 'coco', 'peach', 'musk']"
2370,"['fatty', 'oily', 'musk']"
2371,"['winey', 'ethereal', 'fruity', 'nut']"
2372,"['rose', 'earthy', 'oily']"
2373,"['woody', 'musk', 'floral']"
2374,"['fruity', 'citrus', 'floral']"
2375,"['green', 'herbaceous', 'rose', 'orange-blossom']"
2376,"['herbaceous', 'ethereal']"
2377,"['fruity', 'oily', 'orange', 'aldehydic']"
2378,"['winey', 'ethereal', 'rose', 'waxy', 'aldehydic']"
2379,"['fruity', 'musty', 'floral', 'nut']"
2380,"['fruity', 'apple', 'nut', 'citrus', 'winey']"
2381,['green']
2382,"['fruity', 'citrus']"
2383,"['woody', 'camphor']"
2384,"['woody', 'fruity', 'pine']"
2385,"['herbaceous', 'spicy', 'balsamic']"
2386,"['herbaceous', 'spicy']"
2387,"['gassy', 'pine', 'camphor', 'woody']"
2388,"['herbaceous', 'floral']"
2389,"['camphor', 'floral']"
2390,"['fruity', 'pear', 'herbaceous']"
2391,['waxy']
2392,['oily']
2393,"['green', 'fatty']"
2394,"['oily', 'creamy', 'buttery', 'green']"
2395,"['coco', 'herbaceous', 'spicy', 'green', 'fatty']"
2396,"['minty', 'musty', 'camphor']"
2397,"['orange', 'fatty', 'honey']"
2398,"['woody', 'green', 'floral', 'winey', 'ethereal']"
2399,"['oily', 'green', 'waxy', 'citrus']"
2400,['oily']
2401,"['orange', 'rose', 'waxy', 'balsamic']"
2402,"['herbaceous', 'oily', 'nut']"
2403,"['herbaceous', 'coco', 'oily']"
2404,"['herbaceous', 'fruity', 'spicy']"
2405,"['fruity', 'floral', 'herbaceous', 'apple', 'citrus', 'jasmin', 'earthy']"
2406,"['rose', 'minty']"
2407,"['oily', 'must', 'fruity']"
2408,"['fruity', 'fatty', 'waxy', 'floral', 'green', 'apple', 'woody']"
2409,"['oily', 'herbaceous', 'floral']"
2410,"['balsamic', 'oily']"
2411,"['green', 'herbaceous', 'orange', 'fatty', 'floral', 'rose']"
2412,"['herbaceous', 'fruity', 'green']"
2413,"['fruity', 'rose', 'floral', 'peach']"
2414,"['green', 'peach', 'musk']"
2415,"['fruity', 'herbaceous', 'banana', 'green', 'metallic']"
2416,"['herbaceous', 'tea']"
2417,"['balsamic', 'herbaceous', 'spicy', 'fruity']"
2418,[]
2419,"['oily', 'woody', 'floral', 'camphor']"
2420,"['oily', 'floral', 'balsamic', 'herbaceous']"
2421,['ethereal']
2422,"['peach', 'apricot', 'citrus']"
2423,"['oily', 'herbaceous', 'caramelic']"
2424,"['balsamic', 'fruity']"
2425,"['oily', 'green', 'leafy', 'fatty']"
2426,"['oily', 'fruity', 'green']"
2427,"['oily', 'herbaceous', 'fruity']"
2428,"['floral', 'fruity', 'jasmin', 'spicy']"
2429,"['oily', 'fatty', 'fruity']"
2430,"['oily', 'green', 'floral', 'nut']"
2431,"['earthy', 'floral', 'oily', 'citrus']"
2432,"['medicinal', 'phenolic']"
2433,"['floral', 'woody', 'orange', 'rose', 'oily', 'honey']"
2434,"['oily', 'herbaceous', 'earthy', 'woody', 'spicy']"
2435,"['oily', 'waxy', 'fruity', 'herbaceous']"
2436,[]
2437,"['fruity', 'apple', 'banana', 'aldehydic']"
2438,"['fatty', 'fruity', 'herbaceous', 'spicy', 'powdery', 'root']"
2439,"['gassy', 'ethereal', 'spicy']"
2440,['oily']
2441,"['nut', 'earthy', 'mossy']"
2442,"['woody', 'tarry', 'nut']"
2443,"['animal', 'musk']"
2444,"['musk', 'ambre']"
2445,"['musk', 'ambre']"
2446,"['woody', 'floral', 'green']"
2447,[]
2448,"['floral', 'green', 'leafy']"
2449,['floral']
2450,"['waxy', 'floral']"
2451,"['ethereal', 'winey', 'oily']"
2452,['acid']
2453,[]
2454,"['leafy', 'green', 'geranium']"
2455,"['green', 'fruity', 'gassy', 'leafy', 'violet']"
2456,"['woody', 'citrus']"
2457,"['spicy', 'jasmin', 'floral']"
2458,"['green', 'herbaceous', 'spicy']"
2459,"['citrus', 'peppery', 'woody', 'minty']"
2460,"['peppery', 'minty', 'citrus']"
2461,['green']
2462,"['peppery', 'minty', 'citrus']"
2463,"['green', 'floral', 'lilac']"
2464,"['honey', 'sour']"
2465,['floral']
2466,"['fruity', 'rose', 'floral', 'honey', 'metallic']"
2467,"['rose', 'fruity', 'earthy', 'herbaceous']"
2468,"['fruity', 'floral', 'tobacco', 'honey', 'apple', 'herbaceous']"
2469,"['fruity', 'honey']"
2470,"['green', 'floral', 'hyacinth']"
2471,"['floral', 'earthy', 'fruity']"
2472,"['green', 'rose', 'floral']"
2473,"['floral', 'honey']"
2474,['green']
2475,"['herbaceous', 'green']"
2476,['floral']
2477,"['floral', 'green']"
2478,"['floral', 'green']"
2479,['green']
2480,"['rose', 'herbaceous', 'earthy']"
2481,"['earthy', 'green', 'floral']"
2482,"['earthy', 'green', 'floral', 'hyacinth']"
2483,"['green', 'earthy']"
2484,"['rose', 'floral', 'green']"
2485,"['green', 'earthy']"
2486,"['musty', 'green', 'herbaceous']"
2487,"['rose', 'leafy']"
2488,"['green', 'rose']"
2489,"['green', 'woody']"
2490,"['oily', 'green', 'earthy', 'root']"
2491,"['floral', 'lily', 'jasmin', 'phenolic', 'metallic']"
2492,"['animal', 'honey']"
2493,['balsamic']
2494,['metallic']
2495,"['fruity', 'honey', 'balsamic', 'floral']"
2496,"['spicy', 'floral', 'balsamic']"
2497,"['ethereal', 'rose', 'green', 'gassy', 'geranium']"
2498,"['herbaceous', 'citrus']"
2499,['floral']
2500,"['balsamic', 'floral', 'metallic', 'green']"
2501,"['green', 'rose', 'metallic', 'tea']"
2502,"['balsamic', 'rose']"
2503,"['herbaceous', 'rose']"
2504,"['honey', 'fruity']"
2505,"['floral', 'honey']"
2506,"['fruity', 'floral']"
2507,"['balsamic', 'creamy']"
2508,"['floral', 'balsamic']"
2509,"['oily', 'balsamic']"
2510,[]
2511,[]
2512,"['rose', 'fruity', 'honey', 'peach', 'leafy', 'green']"
2513,"['rose', 'honey', 'earthy', 'hyacinth', 'green', 'gassy']"
2514,[]
2515,"['floral', 'balsamic', 'rose', 'leafy', 'honey']"
2516,"['rose', 'floral', 'fruity']"
2517,"['fruity', 'rose']"
2518,"['fruity', 'green', 'rose', 'pineapple', 'banana']"
2519,"['fruity', 'winey', 'herbaceous', 'earthy']"
2520,"['floral', 'balsamic']"
2521,"['floral', 'fruity', 'balsamic', 'rose', 'berry', 'green']"
2522,"['balsamic', 'floral', 'fruity']"
2523,"['rose', 'must', 'herbaceous']"
2524,"['rose', 'earthy', 'honey']"
2525,"['fruity', 'rose']"
2526,"['balsamic', 'floral', 'earthy', 'green', 'spicy']"
2527,"['floral', 'green', 'rose', 'balsamic']"
2528,['ethereal']
2529,"['green', 'herbaceous', 'rose', 'hyacinth']"
2530,"['fruity', 'caramelic', 'earthy', 'oily']"
2531,"['oily', 'citrus', 'fruity', 'orange', 'earthy', 'herbaceous']"
2532,"['floral', 'green']"
2533,"['fruity', 'ethereal', 'rose']"
2534,"['ethereal', 'herbaceous', 'caramelic']"
2535,"['ethereal', 'herbaceous', 'rose', 'floral']"
2536,"['rose', 'fruity']"
2537,"['floral', 'fruity', 'oily', 'herbaceous']"
2538,"['herbaceous', 'fruity']"
2539,"['green', 'fruity']"
2540,"['green', 'fruity', 'herbaceous']"
2541,"['rose', 'floral']"
2542,"['green', 'floral', 'narcissus', 'hyacinth', 'lily']"
2543,"['earthy', 'rose', 'mushroom']"
2544,"['fruity', 'earthy']"
2545,"['rose', 'honey', 'fruity', 'floral']"
2546,"['oily', 'ethereal']"
2547,"['oily', 'rose', 'waxy', 'herbaceous']"
2548,"['floral', 'balsamic', 'musk', 'honey']"
2549,"['herbaceous', 'rose', 'fruity', 'spicy', 'balsamic']"
2550,"['green', 'rose']"
2551,"['balsamic', 'floral', 'rose', 'hyacinth']"
2552,"['herbaceous', 'winey', 'floral', 'balsamic']"
2553,"['earthy', 'nut']"
2554,"['floral', 'rose', 'herbaceous', 'sulfuraceous']"
2555,"['herbaceous', 'rose', 'leafy', 'green', 'balsamic', 'caramelic']"
2556,"['oily', 'fatty', 'hay', 'honey', 'herbaceous']"
2557,"['fruity', 'rose', 'herbaceous', 'tobacco']"
2558,"['fruity', 'rose', 'balsamic', 'herbaceous']"
2559,"['ethereal', 'rose']"
2560,"['balsamic', 'phenolic']"
2561,"['green', 'herbaceous']"
2562,"['caramelic', 'sour']"
2563,['floral']
2564,"['floral', 'fruity', 'musty', 'leafy']"
2565,"['balsamic', 'floral', 'lily', 'hyacinth']"
2566,"['hyacinth', 'lily', 'earthy', 'fruity', 'green']"
2567,"['fruity', 'green']"
2568,"['fruity', 'green', 'earthy']"
2569,"['green', 'floral', 'earthy']"
2570,"['balsamic', 'floral', 'woody', 'green']"
2571,"['fruity', 'lily', 'hyacinth']"
2572,"['ethereal', 'fruity', 'green', 'floral']"
2573,"['fruity', 'narcissus', 'hyacinth']"
2574,"['floral', 'herbaceous', 'honey']"
2575,"['oily', 'rose', 'green']"
2576,"['citrus', 'green', 'rose']"
2577,"['floral', 'ambre', 'balsamic', 'orange-blossom']"
2578,"['floral', 'honey']"
2579,"['balsamic', 'vanillin']"
2580,"['balsamic', 'green', 'oily', 'earthy', 'spicy']"
2581,"['spicy', 'floral']"
2582,"['floral', 'fruity']"
2583,"['green', 'floral', 'fruity']"
2584,"['green', 'rose']"
2585,"['floral', 'fruity', 'earthy', 'green']"
2586,"['green', 'spicy']"
2587,"['oily', 'balsamic']"
2588,"['floral', 'fruity', 'balsamic']"
2589,"['balsamic', 'floral', 'lilac', 'rose', 'hyacinth']"
2590,"['balsamic', 'green', 'herbaceous']"
2591,"['fruity', 'balsamic']"
2592,"['fruity', 'balsamic']"
2593,"['oily', 'fruity', 'green', 'banana', 'floral']"
2594,"['fruity', 'green']"
2595,"['oily', 'fruity', 'balsamic']"
2596,"['rose', 'balsamic', 'fruit']"
2597,"['herbaceous', 'green']"
2598,"['floral', 'herbaceous', 'geranium', 'hyacinth', 'spicy']"
2599,"['balsamic', 'spicy', 'green', 'mimosa', 'narcissus']"
2600,"['floral', 'lily', 'rose', 'hyacinth']"
2601,"['green', 'floral', 'woody']"
2602,"['caramelic', 'fruity']"
2603,"['fatty', 'rose', 'floral', 'green', 'herbaceous']"
2604,"['fruity', 'spicy', 'balsamic', 'berry']"
2605,"['fruity', 'berry', 'plum']"
2606,"['floral', 'green']"
2607,"['fruity', 'balsamic', 'floral']"
2608,['honey']
2609,"['herbaceous', 'green', 'floral']"
2610,"['herbaceous', 'honey']"
2611,"['camphor', 'honey']"
2612,[]
2613,"['floral', 'balsamic']"
2614,"['tea', 'caramelic', 'leafy']"
2615,"['fruity', 'floral', 'balsamic']"
2616,"['honey', 'aromatic']"
2617,"['herbaceous', 'caramelic']"
2618,"['ethereal', 'minty', 'camphor']"
2619,"['pine', 'herbaceous', 'aromatique']"
2620,"['woody', 'pine']"
2621,"['camphor', 'woody']"
2622,"['camphor', 'spicy', 'leafy']"
2623,"['woody', 'balsamic', 'pine']"
2624,"['camphor', 'minty']"
2625,['camphor']
2626,"['floral', 'animal']"
2627,[]
2628,"['minty', 'herbaceous']"
2629,['minty']
2630,"['minty', 'camphor', 'tobacco', 'herbaceous']"
2631,"['powdery', 'musky', 'floral']"
2632,"['balsamic', 'animal']"
2633,['floral']
2634,"['balsamic', 'fruity']"
2635,['oily']
2636,[]
2637,[]
2638,[]
2639,[]
2640,"['herbaceous', 'fruity', 'green']"
2641,"['fruity', 'banana']"
2642,[]
2643,"['green', 'geranium', 'leafy', 'gassy']"
2644,['anisic']
2645,['smoky']
2646,"['medicinal', 'phenolic']"
2647,"['rose', 'waxy']"
2648,"['leafy', 'rose', 'green', 'geranium']"
2649,"['caramelic', 'spicy']"
2650,"['spicy', 'leafy', 'phenolic', 'tea']"
2651,[]
2652,[]
2653,['ethereal']
2654,"['sour', 'buttery']"
2655,"['herbaceous', 'hay', 'tobacco']"
2656,"['floral', 'herbaceous']"
2657,"['ethereal', 'fruity', 'pear']"
2658,"['fruity', 'ehtereal']"
2659,[]
2660,[]
2661,['ethereal']
2662,"['winey', 'floral']"
2663,"['floral', 'herbaceous']"
2664,"['winey', 'orange-blossom']"
2665,[]
2666,"['herbaceous', 'balsamic', 'nut']"
2667,"['fruity', 'floral', 'ethereal']"
2668,"['green', 'floral']"
2669,"['green', 'earthy']"
2670,"['earthy', 'green', 'floral']"
2671,"['green', 'fruity', 'balsamic']"
2672,"['green', 'floral']"
2673,['fruity']
2674,"['oily', 'fruity']"
2675,"['woody', 'citrus']"
2676,"['fruity', 'pineapple', 'ethereal']"
2677,"['fruity', 'pineapple']"
2678,"['pineapple', 'berry']"
2679,"['fruity', 'pineapple', 'pear']"
2680,"['herbaceous', 'hay']"
2681,"['green', 'woody', 'oily', 'fruity']"
2682,"['fruity', 'pineapple', 'berry']"
2683,"['fruity', 'pineapple']"
2684,"['winey', 'oily', 'fruity', 'brandy', 'berry', 'grape']"
2685,"['fruity', 'oily', 'berry']"
2686,"['powdery', 'balsamic', 'ambre', 'floral']"
2687,"['balsamic', 'ambre']"
2688,"['oily', 'herbaceous', 'animal']"
2689,['herbaceous']
2690,"['herbaceous', 'woody', 'floral', 'metallic', 'camphor']"
2691,"['floral', 'balsamic', 'woody', 'camphor']"
2692,"['woody', 'camphor', 'pine']"
2693,"['woody', 'minty', 'camphor', 'fruity']"
2694,[]
2695,[]
2696,[]
2697,['fruity']
2698,"['fruity', 'buttery']"
2699,"['winey', 'fruity', 'sour']"
2700,"['fruity', 'ethereal']"
2701,"['fruity', 'ethereal']"
2702,['oily']
2703,['ethereal']
2704,"['balsamic', 'nut', 'vanillin']"
2705,['ethereal']
2706,['ethereal']
2707,"['fruity', 'berry', 'apple', 'pear']"
2708,"['oily', 'woody', 'herbaceous', 'green']"
2709,"['oily', 'herbaceous', 'earthy']"
2710,['medicinal']
2711,"['green', 'fruity', 'winey', 'fatty', 'grape']"
2712,"['ethereal', 'fruity', 'green', 'grape', 'apple']"
2713,"['fruity', 'green']"
2714,"['green', 'fruity', 'ethereal', 'berry']"
2715,"['fruity', 'oily']"
2716,"['green', 'leafy']"
2717,"['green', 'herbaceous', 'woody']"
2718,[]
2719,['herbaceous']
2720,"['spicy', 'herbaceous']"
2721,[]
2722,"['floral', 'animal']"
2723,['sulfuraceous']
2724,"['floral', 'woody', 'rose', 'balsamic']"
2725,['green']
2726,"['oily', 'fatty']"
2727,"['green', 'leafy']"
2728,"['green', 'leafy', 'fruity']"
2729,"['fatty', 'oily']"
2730,"['winey', 'fruity']"
2731,"['fruity', 'winey', 'ethereal', 'oily']"
2732,"['herbaceous', 'woody', 'anisic']"
2733,"['woody', 'spicy', 'medicinal']"
2734,"['green', 'woody']"
2735,"['honey', 'fruity', 'apricot', 'rose']"
2736,"['ethereal', 'winey', 'honey', 'tea', 'leafy']"
2737,['anisic']
2738,"['green', 'woody', 'floral', 'herbaceous']"
2739,"['herbaceous', 'oily', 'floral']"
2740,"['earthy', 'floral']"
2741,"['green', 'floral']"
2742,"['ethereal', 'fruity', 'floral', 'apple', 'pineapple']"
2743,"['ethereal', 'fruity', 'winey']"
2744,"['leafy', 'floral']"
2745,"['green', 'anisic', 'minty', 'tobacco', 'floral']"
2746,"['herbaceous', 'minty']"
2747,"['earthy', 'woody', 'root', 'spicy']"
2748,"['fruity', 'herbaceous', 'floral']"
2749,"['ethereal', 'herbaceous', 'fruity']"
2750,"['oily', 'ethereal']"
2751,"['animal', 'mossy', 'floral']"
2752,"['herbaceous', 'winey']"
2753,['herbaceous']
2754,"['citrus', 'oily', 'winey']"
2755,"['fruity', 'oily', 'brandy']"
2756,"['citrus', 'oily', 'orange', 'winey', 'brandy']"
2757,"['fruity', 'ethereal', 'apple', 'pineapple']"
2758,"['winey', 'fruity', 'apple', 'pineapple']"
2759,"['ethereal', 'fruity', 'winey', 'apple', 'brandy']"
2760,"['ethereal', 'fruity', 'winey', 'pineapple']"
2761,['medicinal']
2762,"['oily', 'balsamic', 'floral', 'jasmin', 'violet']"
2763,"['spicy', 'citrus']"
2764,"['floral', 'woody', 'powdery']"
2765,"['oily', 'woody', 'floral']"
2766,"['woody', 'spicy']"
2767,"['herbaceous', 'minty', 'rose']"
2768,"['minty', 'herbaceous']"
2769,"['herbaceous', 'minty']"
2770,"['minty', 'woody', 'green']"
2771,"['green', 'minty', 'leafy', 'fruity', 'spicy']"
2772,"['fruity', 'green', 'winey', 'minty', 'herbaceous']"
2773,"['spicy', 'green', 'leafy', 'fruity']"
2774,"['green', 'minty', 'earthy']"
2775,['floral']
2776,['smoky']
2777,"['almond', 'nut']"
2778,"['woody', 'medicinal']"
2779,"['woody', 'tarry', 'smoky']"
2780,[]
2781,"['hay', 'herbaceous']"
2782,"['hay', 'herbaceous']"
2783,['ethereal']
2784,[]
2785,['sour']
2786,[]
2787,[]
2788,[]
2789,[]
2790,[]
2791,['anisic']
2792,"['balsamic', 'herbaceous']"
2793,[]
2794,"['musky', 'woody', 'nut']"
2795,"['woody', 'mossy', 'acid']"
2796,"['earthy', 'nut']"
2797,[]
2798,"['rose', 'green', 'leafy']"
2799,"['rose', 'balsamic']"
2800,"['fruity', 'rose', 'acid']"
2801,"['fruity', 'floral', 'rose']"
2802,"['balsamic', 'rose']"
2803,"['leafy', 'green', 'rose']"
2804,"['honey', 'rose']"
2805,"['fruity', 'floral', 'rose', 'geranium', 'balsamic']"
2806,[]
2807,"['fruity', 'earthy', 'green', 'rose']"
2808,"['rose', 'fruity']"
2809,"['gassy', 'green', 'floral', 'geranium', 'rose']"
2810,"['oily', 'peppery', 'woody', 'herbaceous', 'spicy']"
2811,"['ambre', 'woody', 'balsamic']"
2812,[]
2813,"['spicy', 'woody', 'floral']"
2814,"['floral', 'anisic', 'spicy', 'woody']"
2815,"['floral', 'hay', 'herbaceous', 'spicy', 'phenolic']"
2816,['woody']
2817,['woody']
2818,['woody']
2819,"['woody', 'sandalwood']"
2820,['woody']
2821,"['woody', 'sandalwood', 'musky', 'medicinal']"
2822,"['floral', 'woody', 'sandalwood']"
2823,"['balsamic', 'woody', 'floral']"
2824,"['balsamic', 'fruity', 'woody', 'rose']"
2825,"['fruity', 'balsamic', 'woody']"
2826,"['floral', 'balsamic']"
2827,"['ethereal', 'floral', 'sandalwood', 'medicinal', 'woody']"
2828,"['musky', 'rose', 'waxy', 'honey']"
2829,"['fruity', 'woody', 'medicinal', 'sandalwood']"
2830,"['balsamic', 'woody']"
2831,"['fruity', 'woody', 'herbaceous']"
2832,"['fruity', 'rose', 'peppery', 'woody']"
2833,"['ethereal', 'gassy', 'camphor', 'balsamic']"
2834,"['camphor', 'medicinal', 'pine', 'balsamic']"
2835,[]
2836,[]
2837,['fatty']
2838,['spicy']
2839,['acid']
2840,"['herbaceous', 'spicy']"
2841,"['woody', 'spicy', 'camphor']"
2842,"['woody', 'peppery']"
2843,"['woody', 'herbaceous', 'peppery']"
2844,[]
2845,['herbaceous']
2846,['animal']
2847,['animal']
2848,['acid']
2849,[]
2850,[]
2851,[]
2852,[]
2853,[]
2854,[]
2855,[]
2856,[]
2857,[]
2858,[]
2859,[]
2860,[]
2861,"['herbaceous', 'green', 'mint']"
2862,['oily']
2863,[]
2864,"['balsamic', 'floral']"
2865,"['gassy', 'balsamic', 'floral']"
2866,"['balsamic', 'gassy']"
2867,[]
2868,[]
2869,[]
2870,['citrus']
2871,"['woody', 'medicinal']"
2872,[]
2873,['citrus']
2874,"['herbaceous', 'citrus']"
2875,"['woody', 'pine', 'musty']"
2876,"['peppery', 'earthy', 'musty', 'woody', 'green']"
2877,"['floral', 'lilac']"
2878,"['woody', 'earthy']"
2879,['floral']
2880,"['balsamic', 'pine', 'camphor']"
2881,"['medicinal', 'camphor', 'pine', 'anisic']"
2882,"['pine', 'oily', 'anisic']"
2883,"['herbaceous', 'spicy', 'pine']"
2884,"['musty', 'floral']"
2885,"['woody', 'floral', 'musk']"
2886,"['rose', 'lilac', 'lily', 'herbaceous']"
2887,"['fruity', 'floral', 'herbaceous']"
