,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
6544,0.99,1.71,0.0,0.0,6.24,0.0,0.86,0.0,1.21,2.42,1.1,0.78,0.0,5.63,0.99,0.86,0.0,0.99,3.2,2.77,20.16,15.01,3.12,1.1,1.21,1.35,1.35,5.3,0.35,0.35,0.35,3.56,0.86,0.49,0.99,0.7,0.0,2.84,17.88,6.02,2.77,8.5,10.6,7.77,0.35,0.7,16.67,1.21,0.35,0.49,3.63,0.35,0.35,2.21,2.34,7.28,5.05,4.82,4.69,0.49,3.12,2.42,2.1,2.96,12.22,0.61,3.95,1.85,0.99,0.0,0.0,1.48,1.48,0.49,2.34,1.4,1.48,1.85,0.49,0.61,1.71,9.61,0.0,0.0,0.7,0.35,0.86,0.0,3.2,0.99,6.92,6.76,2.71,0.0,4.74,0.35,0.0,0.49,1.48,1.71,5.41,9.01,10.71,2.21,10.36,4.32,0.0,0.86,0.0,0.49,0.0,0.0,0.0,1.4,0.35,0.0,0.7,5.3,0.35,6.74,3.2,0.0,0.0,0.35,1.21,0.99,2.96,2.21,0.0,0.61,0.0,0.7,1.21,0.0,1.1,0.35,1.6,0.0,0.0,6.02,2.92,0.0,12.46,10.33,6.63,7.62
6654,1.32,2.9,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.0,2.21,0.59,0.72,0.0,2.21,1.25,7.53,19.51,13.14,0.93,0.0,1.02,1.62,2.05,2.64,0.42,0.42,0.0,0.0,0.0,0.59,0.0,0.0,0.59,3.4,39.58,13.22,1.45,1.25,3.92,2.8,0.72,0.84,9.28,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.42,3.67,2.05,1.77,19.96,0.0,0.0,0.0,1.25,1.02,8.57,0.42,0.42,1.62,0.0,0.0,0.0,0.72,0.59,1.45,2.05,4.16,1.25,1.77,0.59,0.0,0.0,8.19,0.42,0.72,1.18,0.0,0.0,0.0,11.35,3.67,3.83,0.0,3.24,0.0,0.0,0.42,0.0,0.0,1.67,0.72,3.32,0.84,7.24,1.32,2.9,2.47,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.59,0.0,0.0,2.055,5.84,0.0,6.65,3.24,0.59,0.0,0.0,0.0,0.0,0.84,3.83,0.59,0.0,0.59,0.42,2.9,0.0,0.59,0.0,0.0,0.0,0.0,1.87,4.42,0.42,21.84,5.91,5.12,5.16
7770,5.17,2.44,0.45,3.0,13.98,4.82,1.26,3.36,0.7,3.0,3.0,1.67,1.54,3.33,0.31,0.63,0.77,1.26,0.45,4.78,14.33,14.7,1.44,2.73,1.86,1.09,1.54,1.86,0.55,0.0,0.31,1.09,0.0,1.18,1.54,1.34,0.0,3.98,7.79,1.09,1.54,5.0,1.78,0.31,1.64,1.44,19.96,0.45,0.94,1.34,1.54,0.77,0.45,0.77,1.86,4.11,0.0,1.78,1.72,1.34,0.0,0.55,0.7,0.0,3.23,1.18,1.18,0.0,4.33,0.0,8.45,5.67,0.63,2.09,3.12,2.23,1.78,1.44,2.44,3.45,5.08,10.02,0.0,2.09,1.09,0.0,0.0,0.31,2.18,1.44,3.0,0.0,2.63,0.0,0.31,1.64,0.7,0.7,1.09,0.0,3.33,5.34,5.67,1.99,17.42,32.73,1.78,0.63,4.36,1.78,1.44,0.55,0.31,0.0,0.31,0.7,0.0,10.35,3.12,4.11,0.94,0.0,0.0,1.72,0.7,0.7,20.63,19.58,0.0,0.0,2.11,0.55,2.34,3.98,4.27,2.99,18.54,7.9,3.23,25.18,1.34,0.0,11.34,12.36,6.56,6.36
67285,0.0,0.0,0.45,0.0,0.45,0.32,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.11,0.32,0.64,1.01,0.0,2.47,1.01,12.52,12.08,0.0,0.0,2.47,0.32,6.2,4.63,0.9,0.0,0.78,0.78,1.66,2.21,18.53,3.87,0.32,2.47,28.68,2.67,1.01,0.45,1.43,0.78,0.0,0.0,4.24,0.0,0.55,2.02,0.0,0.0,0.0,0.32,0.55,1.56,0.45,0.9,2.93,5.07,7.79,18.71,17.38,13.65,30.12,5.86,6.65,3.73,3.16,0.0,0.0,0.71,0.0,0.55,2.26,4.63,2.02,5.31,4.4,2.35,9.19,44.73,17.42,0.32,6.2,0.9,5.08,0.32,11.26,2.8,13.52,0.0,1.81,0.0,1.56,2.14,0.0,1.01,2.26,3.0,2.02,4.95,8.18,5.08,9.02,5.28,0.0,1.11,0.0,0.32,0.32,0.45,0.0,1.24,2.71,0.32,0.0,4.74,0.0,2.6,0.78,0.32,0.45,0.55,0.9,10.59,6.97,7.09,0.32,0.45,2.37,2.14,3.16,1.11,1.43,0.55,8.0,0.78,0.9,11.15,11.05,3.16,4.74,15.55,3.38,7.53
8118,0.0,0.48,0.0,0.0,1.76,0.34,0.0,0.34,0.48,0.0,0.34,0.0,0.0,1.55,0.59,0.48,1.17,0.0,1.02,3.8,6.69,13.48,0.83,0.0,4.07,0.34,2.62,3.8,0.0,0.0,0.0,0.83,1.17,1.27,1.17,1.86,0.34,2.27,18.68,2.35,1.17,0.34,1.02,0.83,0.68,0.34,5.5,0.0,0.0,1.17,0.34,0.48,0.0,0.0,1.79,5.87,3.11,7.9,4.18,1.44,0.83,1.36,2.99,3.12,8.74,1.66,1.79,2.4,1.86,0.0,0.83,1.66,0.83,1.79,2.14,5.27,3.32,2.87,1.31,2.83,5.5,15.08,0.34,1.31,3.11,0.34,1.07,0.34,4.19,2.62,8.38,0.0,0.29,0.59,1.66,2.14,0.0,2.35,4.79,2.4,3.59,6.11,13.38,2.99,15.3,13.41,1.17,2.62,1.55,1.55,1.17,0.68,0.48,2.62,2.14,1.69,2.4,14.08,1.31,4.35,2.49,0.34,0.0,0.34,0.48,2.03,8.24,12.45,0.34,2.62,4.29,7.61,6.59,1.86,1.31,1.55,6.11,1.52,1.36,21.219,1.92,0.0,8.02,12.53,4.55,5.27
1049,0.56,0.15,0.0,0.0,0.34,0.3,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.67,0.15,0.15,0.15,0.0,5.26,0.58,8.56,17.48,0.15,0.15,1.79,3.29,1.06,3.63,0.15,0.0,0.0,0.21,1.44,0.37,0.79,3.42,0.6,1.26,5.17,0.47,1.32,0.26,3.04,1.04,0.0,0.52,3.99,0.49,0.52,1.48,0.0,0.84,0.0,0.0,6.24,14.57,5.64,8.7,2.32,0.43,0.45,0.45,1.22,1.37,2.05,0.36,0.58,0.15,1.99,0.0,1.69,4.81,0.6,0.15,2.38,1.22,0.63,1.41,4.19,3.55,5.36,10.28,1.3,1.92,1.54,0.74,0.0,0.21,1.28,1.15,9.79,0.41,0.37,0.3,2.74,1.41,0.82,4.41,3.35,5.9,7.24,12.4,33.13,6.3,39.63,15.95,2.33,11.04,5.42,23.11,23.11,6.81,2.17,2.21,0.94,1.11,1.96,13.1,0.97,2.98,2.39,0.34,0.63,1.95,0.51,1.99,20.94,13.26,0.6,7.39,12.85,13.6,4.85,6.44,6.35,8.4,31.77,5.88,12.76,62.61,0.63,0.3,2.85,39.46,1.96,7.16
5144,2.71,0.9,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.64,0.0,0.32,1.01,4.97,1.43,0.78,2.71,1.11,1.46,10.25,37.66,42.97,1.36,1.81,4.24,1.28,0.96,25.79,7.79,4.37,1.28,3.83,0.64,1.43,0.0,1.11,1.89,0.96,15.88,5.98,1.89,26.0,12.62,9.85,0.0,3.13,35.58,1.75,1.11,0.96,0.78,0.0,0.45,56.45,1.28,10.05,3.05,2.37,7.45,0.64,0.0,0.0,1.43,1.43,11.07,0.0,0.78,0.0,0.32,0.45,0.0,0.32,1.56,1.69,0.96,0.78,0.0,0.0,0.64,0.0,0.0,2.39,0.0,0.0,0.32,0.0,0.0,0.0,9.87,0.45,3.38,0.0,4.95,0.0,0.0,0.55,0.0,0.45,4.37,3.64,6.09,16.71,5.75,0.64,7.07,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,3.38,0.0,3.48,2.37,0.0,0.0,0.55,0.0,0.45,0.32,2.8,1.89,0.0,0.64,0.0,1.69,0.0,0.32,0.0,0.32,0.0,0.0,2.21,4.29,1.01,14.34,17.31,24.49,12.68
103005,2.07,2.7,1.53,1.44,1.02,0.36,0.0,0.36,0.0,0.0,0.0,0.81,0.0,8.89,3.31,1.25,1.25,10.2,8.22,25.06,26.51,17.78,0.62,0.36,2.28,1.65,0.51,10.15,0.36,0.51,0.0,1.02,0.36,2.7,0.62,0.62,0.0,2.28,24.12,19.47,1.08,0.36,2.42,2.04,0.62,0.36,14.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,5.7,1.77,1.91,3.82,0.0,0.0,0.0,0.81,1.87,6.84,0.0,0.0,1.87,0.36,0.0,0.0,0.0,0.0,2.16,1.14,1.91,0.72,1.4,0.0,1.53,2.79,6.96,0.81,0.36,0.0,0.0,0.51,0.51,3.93,1.65,5.19,0.51,4.46,0.0,0.51,1.14,0.0,0.0,0.36,1.14,3.53,3.82,3.06,1.02,6.25,1.61,0.0,0.72,1.25,1.02,0.0,0.0,0.0,0.0,2.42,0.51,0.0,1.98,1.02,0.88,0.72,0.0,0.36,0.72,0.0,0.51,0.36,8.21,0.0,0.72,1.4,0.88,1.14,0.36,1.25,0.0,0.51,0.0,0.0,3.42,5.61,0.0,16.19,9.4,6.88,7.65
8283,0.61,0.7,0.35,0.61,2.34,0.0,0.0,0.49,0.0,0.35,0.35,0.0,0.35,13.34,1.21,1.05,3.07,5.44,9.72,22.53,30.42,15.81,0.0,0.35,1.85,0.99,2.42,3.33,0.35,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2.71,23.9,17.51,2.1,0.7,2.71,0.99,0.0,0.0,14.95,0.99,0.49,0.0,0.0,0.0,0.0,0.0,0.86,1.4,0.7,0.86,2.07,0.0,0.0,0.0,0.35,0.35,4.32,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,4.45,1.21,1.1,0.0,0.49,1.31,0.35,1.71,4.42,0.49,0.35,0.0,0.0,0.0,0.0,5.93,0.49,2.26,0.0,7.26,0.0,0.49,0.49,0.0,0.0,0.49,0.7,1.35,1.71,2.59,0.0,2.82,2.1,0.0,2.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,6.17,1.1,4.74,0.35,1.35,0.0,0.7,0.0,0.0,1.21,4.92,0.0,0.35,0.0,0.35,0.35,0.99,0.35,0.61,0.61,0.0,0.35,2.34,10.13,0.61,28.64,5.91,5.68,8.73
6736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,2.32,0.0,0.32,0.64,0.97,5.9,2.79,0.64,14.49,0.64,0.56,0.91,0.32,0.32,1.44,0.0,0.32,0.0,0.0,0.46,1.25,0.0,0.64,0.0,0.91,0.0,6.21,37.4,0.0,7.06,0.64,0.0,0.0,3.4,0.0,0.0,0.64,0.0,0.0,0.64,0.0,0.46,0.0,4.98,4.98,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.32,0.0,0.0,1.37,0.0,1.11,2.79,0.0,1.02,2.73,2.16,0.91,1.47,5.19,6.03,7.5,15.16,0.91,3.81,0.0,0.0,0.32,0.0,2.16,0.79,9.54,0.32,0.0,0.0,4.32,2.84,0.0,3.3,3.19,6.23,7.85,7.16,18.91,5.09,16.88,9.76,0.91,4.19,5.29,2.95,2.95,0.0,1.58,0.46,2.55,0.91,1.7,6.71,0.0,1.02,2.61,0.0,0.46,1.7,0.0,0.64,15.51,13.94,0.0,2.82,5.9,2.39,3.51,3.4,10.57,15.21,24.8,21.73,9.56,40.0,3.02,0.32,2.03,23.31,4.32,0.0
443162,2.28,1.93,0.64,1.02,2.95,0.0,0.0,0.46,0.0,0.0,0.0,0.32,0.32,18.67,9.19,2.49,1.9,3.61,2.59,15.51,26.6,24.72,1.58,0.0,2.23,2.82,0.79,3.74,1.47,1.58,0.46,0.32,0.0,0.0,0.0,1.58,0.0,1.9,18.46,6.48,3.02,6.56,7.68,2.84,0.0,0.32,15.79,0.32,0.32,0.0,0.32,0.0,0.0,1.25,4.07,12.4,10.46,7.17,23.03,2.03,0.0,0.0,0.91,1.11,9.32,0.0,0.32,0.46,0.0,0.0,0.0,0.32,0.32,6.26,3.28,1.67,0.64,0.0,0.64,0.0,1.47,7.28,1.37,0.0,1.82,0.0,0.0,0.0,2.49,0.79,3.19,0.0,5.12,0.32,1.11,0.0,0.0,0.56,1.61,2.73,23.59,11.15,16.57,2.69,6.71,2.95,0.0,3.61,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.64,1.37,5.35,1.11,9.86,5.98,0.0,0.0,0.0,0.0,0.0,1.67,4.21,0.0,0.0,1.7,0.79,0.46,0.0,0.0,0.79,2.49,0.32,0.32,3.07,6.83,0.91,17.37,10.02,13.16,7.12
1127,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,2.99,0.0,5.16,16.0,0.0,0.0,0.62,1.64,0.36,3.67,0.0,0.0,0.88,0.0,0.36,0.0,0.88,1.75,0.0,0.0,3.28,0.8,1.43,0.0,1.01,1.13,0.0,0.36,2.26,0.0,0.36,0.0,0.0,0.8,0.36,0.0,3.54,7.44,6.79,21.07,3.28,0.88,0.36,0.88,0.51,0.0,1.01,0.0,0.36,0.8,0.36,0.0,0.36,1.43,1.24,0.0,1.52,0.0,0.0,1.39,1.34,0.36,0.51,4.75,0.0,0.36,0.0,0.0,0.0,0.0,0.51,0.51,1.39,0.0,0.0,0.0,0.36,1.43,0.0,3.28,1.39,1.86,6.2,6.5,25.86,2.53,43.31,17.25,1.96,4.8,0.88,1.64,0.8,0.36,0.0,1.24,1.52,1.01,4.8,8.76,0.36,3.28,2.12,0.36,0.0,0.36,0.0,0.51,13.39,8.54,0.0,11.98,8.36,22.7,5.15,3.9,3.1,8.57,21.51,1.01,5.54,51.39,1.75,0.0,2.91,24.32,1.64,3.51
5424,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.36,0.0,0.36,0.36,2.15,2.53,9.16,12.49,0.0,0.0,1.24,1.07,1.39,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,11.31,7.74,43.31,1.07,10.52,2.06,0.0,0.0,3.79,0.0,0.72,0.51,0.0,0.0,0.0,0.0,1.24,7.21,3.79,4.92,1.01,0.51,0.0,0.0,0.51,0.88,5.57,0.0,1.01,1.24,0.62,0.0,0.51,0.51,0.0,2.77,2.77,3.16,0.0,1.39,5.31,4.96,6.71,18.37,0.0,0.62,0.51,0.0,0.51,0.51,2.37,0.51,4.05,0.0,1.86,0.0,2.02,1.75,0.51,0.36,4.13,2.4,11.94,8.73,15.44,3.39,10.0,3.9,0.0,4.17,1.39,0.88,0.0,0.0,1.01,1.24,1.6,0.0,3.16,4.68,0.62,2.53,2.15,0.62,0.0,0.36,0.0,0.72,3.28,11.09,0.51,0.0,0.36,2.15,2.26,1.01,1.89,3.1,9.91,4.73,1.34,20.02,7.59,2.15,11.76,16.1,7.46,7.3
12603004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.7,7.56,14.92,0.0,0.0,15.9,0.78,14.72,2.96,0.0,0.0,0.0,0.0,0.99,1.31,0.0,0.0,0.0,2.1,6.92,2.47,0.0,0.0,0.0,0.0,0.86,1.71,5.91,1.21,5.85,1.71,0.0,1.48,0.35,0.0,0.35,0.0,0.35,0.49,0.35,0.0,0.0,0.35,0.0,0.0,1.05,0.0,0.35,5.91,5.24,4.45,0.0,0.0,0.0,0.49,1.6,2.32,0.49,1.48,0.61,3.53,4.57,8.15,0.0,2.42,0.0,16.54,1.35,0.0,0.86,1.35,11.85,0.0,0.7,1.21,0.49,2.26,0.7,0.7,0.0,0.0,0.49,0.0,3.63,0.86,2.82,3.78,0.0,0.35,0.49,0.0,0.0,0.78,0.0,0.0,0.49,0.35,0.0,20.04,20.04,0.0,0.35,48.21,1.71,3.28,0.49,2.82,4.45,11.27,0.0,0.0,0.0,1.98,0.0,0.35,1.98,0.0,1.6,0.99,0.0,7.95,8.12,0.0,6.55,14.22,0.35,13.91
1133,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,2.03,0.0,1.29,0.56,0.0,3.86,2.32,6.35,13.75,0.56,0.0,1.25,0.0,2.16,3.61,0.0,0.0,0.32,0.46,0.32,0.46,1.25,1.02,0.32,0.32,6.35,0.0,1.25,2.49,0.72,0.56,0.46,0.0,1.76,0.0,0.0,0.46,0.0,0.0,0.0,0.79,0.46,1.47,4.17,8.87,1.25,3.71,0.32,1.47,5.02,3.51,6.13,0.64,0.56,0.0,0.91,0.0,0.64,2.61,0.79,0.0,0.97,0.79,0.79,0.46,5.23,1.93,4.66,10.63,0.0,1.9,0.64,0.0,0.0,0.32,0.32,0.32,19.21,0.0,1.02,2.28,1.58,3.94,1.58,14.3,9.0,7.34,4.17,0.91,17.45,7.05,30.46,12.15,1.58,4.32,6.7,3.28,3.28,0.79,0.97,5.9,1.58,2.03,2.95,7.16,0.0,1.11,0.56,0.0,0.0,5.9,0.32,1.85,18.11,19.03,0.32,12.8,25.88,15.1,4.83,1.11,12.89,18.48,32.32,12.25,12.6,53.78,1.44,0.0,1.29,31.74,2.97,4.43
8030,0.0,0.0,0.0,0.0,0.65,0.0,0.33,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,3.1,0.33,4.43,6.69,0.0,0.0,1.46,0.0,2.73,8.1,0.46,0.33,0.0,0.0,4.27,2.99,1.6,0.92,0.8,0.33,3.66,0.33,0.33,0.0,1.96,0.65,0.0,0.33,1.13,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,4.15,1.96,8.36,0.33,1.13,0.8,0.46,1.73,0.33,2.77,0.33,0.57,0.33,1.6,0.0,0.33,2.88,0.0,1.79,2.4,1.6,1.79,1.85,3.45,1.93,4.13,12.32,0.8,0.8,1.93,0.33,0.0,0.33,0.33,2.88,26.11,0.0,0.46,0.33,3.45,6.23,1.03,11.07,10.43,4.95,1.7,0.65,9.13,2.88,20.75,12.34,2.77,1.6,2.88,2.06,2.06,2.19,0.33,4.96,3.58,3.58,1.38,12.23,0.0,0.65,0.33,1.26,0.92,5.98,1.26,5.26,11.35,15.34,0.8,27.13,23.65,35.42,3.92,4.96,3.92,12.68,14.41,3.23,2.86,35.78,4.0,1.26,2.73,36.0,1.22,7.59
6989,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.42,0.42,0.52,1.33,0.0,0.3,1.03,0.3,2.0,2.31,13.18,19.16,0.89,0.0,2.73,2.31,0.89,6.01,2.07,0.3,0.0,0.73,0.73,0.3,0.0,0.3,1.15,3.96,25.69,7.53,4.0,1.89,14.83,8.12,0.0,0.84,6.21,0.52,0.3,1.33,0.73,0.42,0.0,0.84,2.49,12.23,10.64,13.07,11.47,1.19,0.0,0.0,1.03,0.89,5.47,0.0,0.42,0.3,0.42,0.0,0.0,0.94,1.03,2.84,7.69,2.62,2.62,1.76,2.07,1.33,4.53,13.18,0.6,0.3,0.3,0.0,0.0,0.0,7.04,2.83,21.39,0.89,3.69,0.3,3.68,4.42,0.6,4.1,15.49,16.32,21.81,26.35,19.35,3.89,12.65,2.84,0.0,0.3,1.26,0.84,1.46,0.84,0.0,8.91,1.76,1.63,7.06,11.38,0.3,8.31,6.95,0.3,0.3,2.21,0.0,0.42,4.62,8.08,1.15,0.0,1.58,0.52,5.04,0.3,1.69,0.73,3.69,0.6,1.03,9.35,4.95,0.6,13.38,18.57,7.47,11.25
10722,3.77,1.33,0.0,1.69,15.35,1.15,1.15,3.37,0.0,0.6,0.0,2.83,1.49,11.25,3.16,3.27,4.38,3.16,2.73,15.03,39.16,40.95,2.83,20.73,46.51,2.37,5.79,15.03,3.37,6.69,0.73,1.15,1.03,0.3,0.3,0.42,0.3,3.79,9.78,4.11,7.02,6.2,4.95,2.19,0.0,5.47,35.7,1.15,0.3,3.27,0.6,0.3,2.84,3.35,2.31,7.54,3.06,1.93,4.5,1.46,0.0,0.3,1.46,2.19,7.69,0.0,0.6,1.03,1.26,0.42,0.0,2.11,0.3,2.31,1.58,1.33,0.3,0.0,0.42,0.3,1.55,2.62,0.0,0.0,0.0,0.0,0.0,0.42,2.8,0.3,3.16,0.0,4.84,0.0,0.6,0.3,0.0,0.0,3.35,3.46,8.84,9.55,19.79,3.01,7.58,2.95,0.0,0.42,0.0,0.3,0.33,0.0,0.0,0.0,0.3,0.0,0.3,7.06,1.03,6.83,3.46,0.0,0.0,0.0,0.0,0.0,2.0,1.76,0.3,0.0,0.73,0.84,1.89,0.0,0.3,0.0,0.67,0.0,0.0,3.16,2.84,0.42,10.56,19.28,9.79,15.08
1140,3.52,2.54,0.38,1.08,4.17,0.0,0.54,0.0,0.0,0.54,3.5,0.0,0.0,4.98,0.94,0.94,0.54,1.75,2.7,5.27,16.89,16.75,0.76,0.0,3.5,9.59,3.5,1.71,1.32,0.76,0.0,0.38,0.0,0.0,1.08,1.21,0.0,1.62,13.9,1.15,1.08,1.32,4.68,1.08,0.0,0.94,12.24,0.0,1.08,1.08,0.38,0.0,0.38,0.0,6.21,12.43,6.75,14.67,7.8,0.38,1.62,1.21,0.0,1.08,6.46,3.08,1.32,1.71,0.38,0.38,0.38,0.76,0.0,2.56,2.02,5.85,1.32,2.96,0.38,0.94,3.35,2.96,0.54,0.0,0.94,1.32,0.0,0.0,0.54,0.76,1.32,0.0,1.21,0.0,2.09,0.0,0.38,0.0,2.42,3.11,7.01,4.19,14.93,0.76,6.21,5.23,0.0,0.94,0.0,0.0,0.38,0.38,0.0,1.21,0.38,1.21,3.24,7.57,0.0,14.32,8.09,0.94,0.0,0.76,0.0,0.0,1.87,3.78,0.0,2.26,0.0,0.0,2.09,0.38,1.32,0.38,0.0,0.54,0.54,3.11,4.44,1.32,20.64,8.38,10.76,2.96
1140,0.72,0.72,0.88,0.88,1.24,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.24,3.28,1.89,0.62,1.75,0.0,1.24,3.92,13.12,14.25,0.0,0.0,1.6,6.96,0.88,1.6,0.0,0.0,0.51,1.01,0.0,0.88,0.62,0.88,0.0,2.53,17.68,2.84,0.72,1.96,0.51,0.36,0.36,0.62,7.71,0.88,0.36,0.36,0.72,0.51,0.36,0.36,2.26,9.09,7.21,10.58,5.57,0.0,0.36,1.07,0.36,0.0,1.01,0.36,0.72,0.72,0.0,0.0,0.0,0.0,0.0,1.01,2.77,1.75,1.52,0.72,1.24,1.13,2.53,3.92,0.36,0.0,0.0,0.0,0.0,0.0,3.04,1.07,1.89,0.36,0.36,0.0,0.72,0.0,0.0,0.0,0.88,1.64,2.88,1.07,18.66,1.07,7.69,10.73,0.36,1.07,0.36,0.0,1.07,0.0,0.0,0.88,0.36,0.0,3.04,4.6,0.0,14.4,6.58,0.88,0.0,0.36,0.0,0.36,4.29,6.05,0.0,1.52,1.01,0.0,2.15,0.72,0.36,0.51,1.43,0.36,0.0,3.14,1.39,0.62,20.03,4.02,9.74,3.65
1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,2.03,0.56,2.97,5.48,0.0,0.0,0.46,0.32,0.91,1.82,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.32,0.0,0.56,1.44,1.02,0.64,0.0,0.32,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.56,0.46,1.11,1.02,0.97,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,1.02,2.95,0.0,0.0,1.67,0.56,0.32,1.82,0.46,1.02,0.0,1.82,7.05,6.35,4.83,0.46,1.82,1.76,0.64,0.32,0.64,0.56,0.64,7.27,0.0,0.0,0.0,0.64,0.91,0.0,1.02,1.37,1.7,1.11,0.32,3.86,2.32,13.45,7.16,0.97,12.71,12.34,62.49,62.49,18.19,1.2,1.93,0.46,1.58,0.32,19.37,0.64,0.0,0.0,0.0,1.7,3.98,0.0,0.0,18.92,18.29,0.0,2.59,4.63,2.16,0.32,14.19,9.56,8.44,25.54,11.49,16.38,40.73,2.03,0.91,1.11,22.44,0.32,7.06
