Stimulus,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
MethoxyNaphthalene2_high,5.0,4.29,0.71,2.86,13.57,1.43,5.0,3.57,0.0,2.14,2.14,1.43,0.0,24.29,10.0,5.0,11.43,7.86,7.14,32.86,57.14,41.43,2.14,7.86,12.86,1.43,3.57,12.14,2.86,3.57,1.43,0.71,0.0,0.71,0.0,0.71,0.0,2.86,21.43,6.43,22.14,17.86,17.14,6.43,0.0,4.29,45.0,0.71,0.0,2.14,0.71,0.71,0.0,10.71,2.86,14.29,10.0,10.0,12.86,0.71,0.0,0.0,1.43,1.43,17.14,0.71,1.43,0.71,0.0,0.0,0.0,1.43,0.71,10.71,7.14,2.86,2.14,2.14,1.43,0.0,5.0,9.29,1.43,0.71,0.0,0.0,0.0,0.71,4.29,3.57,8.57,0.0,9.29,0.0,0.71,1.43,0.71,2.14,9.29,7.14,20.71,17.86,22.14,2.86,11.43,4.29,0.0,1.43,1.43,0.0,0.71,0.0,0.0,7.14,2.14,1.43,10.0,6.43,0.0,14.29,9.29,1.43,0.0,0.0,0.0,0.71,2.86,5.71,0.0,2.14,1.43,0.0,5.0,1.43,2.14,0.71,1.43,2.14,0.0,7.14,14.29,0.71,20.0,23.57,20.0,21.43
Methyl-iso-Borneol2_high,2.1,1.4,0.0,0.0,4.2,0.7,0.0,0.7,0.0,3.5,0.0,0.7,0.0,6.99,2.1,1.4,3.5,4.2,6.99,11.19,29.37,25.17,1.4,0.7,8.39,4.2,2.8,5.59,0.7,0.0,1.4,0.7,0.0,0.0,0.0,2.1,0.0,2.8,43.36,12.59,5.59,2.1,12.59,3.5,0.7,1.4,18.18,0.0,0.7,4.2,0.0,0.7,2.8,2.8,2.8,3.5,1.4,2.8,5.59,0.7,0.0,2.8,4.2,5.59,16.78,0.0,4.2,6.29,2.8,0.0,1.4,4.2,1.4,2.8,5.59,10.49,2.1,8.39,2.1,2.1,7.69,48.95,2.1,2.8,3.5,0.0,0.7,1.4,7.69,4.9,10.49,0.0,7.69,0.7,1.4,0.7,0.0,0.0,2.1,2.1,7.69,14.69,1.4,5.59,5.59,5.59,1.4,0.0,0.0,0.7,0.0,0.0,0.7,1.4,0.7,2.8,0.7,11.89,1.4,12.59,4.9,0.7,0.0,0.7,0.0,0.7,3.5,12.59,0.0,0.0,2.8,0.7,4.9,1.4,1.4,0.7,3.5,0.0,0.7,7.69,6.99,2.8,23.08,18.18,7.69,7.69
Methyl-iso-Nicotinate_high,1.52,0.0,0.0,0.0,3.79,0.76,0.0,0.76,0.0,0.0,0.76,0.0,0.0,7.58,2.27,0.76,1.52,3.79,2.27,7.58,25.76,17.42,0.76,1.52,3.79,0.0,4.55,6.82,1.52,0.0,0.0,1.52,0.0,0.76,3.03,1.52,1.52,5.3,32.58,8.33,1.52,7.58,2.27,3.03,1.52,0.76,18.18,0.0,0.76,1.52,0.76,0.0,0.76,0.76,2.27,10.61,0.76,3.03,3.03,2.27,3.03,4.55,3.79,3.79,15.91,1.52,3.79,2.27,0.76,0.0,0.76,0.76,0.0,1.52,1.52,6.06,1.52,3.79,1.52,2.27,9.85,27.27,0.76,1.52,1.52,1.52,1.52,0.0,6.06,6.06,15.91,3.79,2.27,1.52,5.3,2.27,0.76,0.76,3.03,4.55,6.82,10.61,6.06,1.52,7.58,6.06,0.0,1.52,0.0,0.0,0.0,0.76,0.0,0.0,4.55,1.52,1.52,6.82,0.0,4.55,0.0,0.0,0.76,0.76,0.0,3.03,4.55,5.3,1.52,1.52,4.55,1.52,2.27,0.0,0.76,0.0,4.55,0.0,0.0,6.06,12.12,4.55,27.27,12.88,14.39,11.36
MethylAcetaldehydeDiAce_high,8.94,8.13,2.44,2.44,5.69,1.63,0.81,1.63,0.81,1.63,1.63,0.81,0.0,39.02,20.33,6.5,5.69,9.76,2.44,30.08,39.84,25.2,1.63,1.63,2.44,4.07,0.0,4.07,1.63,0.0,3.25,0.0,0.0,0.0,0.0,1.63,0.81,0.81,11.38,0.81,1.63,4.88,6.5,1.63,0.0,0.0,32.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,8.13,8.13,2.44,12.2,7.32,0.0,5.69,4.07,4.88,26.83,0.81,1.63,0.0,1.63,0.0,1.63,3.25,0.0,12.2,0.81,0.0,1.63,0.0,0.0,0.81,3.25,10.57,0.0,0.0,2.44,0.0,0.0,0.0,1.63,0.0,4.07,0.0,4.07,0.0,1.63,0.81,0.0,1.63,1.63,0.81,6.5,8.94,9.76,1.63,14.63,5.69,0.81,1.63,2.44,1.63,0.0,0.0,2.44,4.88,0.81,0.81,2.44,4.07,0.81,8.94,4.07,0.0,0.0,0.81,0.81,1.63,3.25,7.32,0.81,0.81,0.0,0.0,3.25,0.0,1.63,0.81,1.63,1.63,0.81,11.38,7.32,0.81,19.51,12.2,13.01,8.13
MethylAnthranilate_high,10.79,7.19,0.0,11.51,47.48,5.76,31.65,14.39,0.0,2.88,3.6,5.76,1.44,37.41,14.39,9.35,17.99,12.95,4.32,42.45,69.78,47.48,7.91,22.3,10.07,1.44,1.44,10.07,0.72,3.6,1.44,0.72,0.0,0.0,0.72,0.0,0.0,2.88,10.07,4.32,5.04,7.19,7.91,3.6,0.0,7.91,61.15,2.16,0.72,0.72,1.44,0.0,0.0,1.44,3.6,4.32,0.72,0.72,0.72,0.72,0.0,1.44,0.0,1.44,12.23,0.0,1.44,0.72,0.72,0.0,0.0,1.44,0.0,5.76,1.44,0.72,0.0,0.0,2.16,0.72,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.72,2.16,1.44,2.88,0.72,11.51,0.0,0.72,0.0,0.0,0.0,0.72,2.16,5.04,6.47,4.32,0.0,4.32,3.6,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.72,1.44,1.44,5.04,0.0,1.44,1.44,0.72,0.0,0.0,0.0,0.0,0.72,2.88,0.0,0.0,0.0,0.0,0.72,0.0,0.0,1.44,1.44,0.72,0.0,2.88,10.79,0.0,33.81,12.23,15.83,16.55
MethylFuroate_high,1.49,0.75,0.0,0.75,5.97,0.0,0.0,0.75,0.0,1.49,0.0,0.75,2.99,2.99,1.49,0.75,0.75,1.49,3.73,4.48,14.18,17.16,0.0,0.75,5.22,11.94,4.48,4.48,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,1.49,17.91,3.73,2.24,8.21,6.72,4.48,0.75,1.49,20.9,0.0,0.75,0.75,0.0,0.75,0.0,0.0,7.46,20.9,7.46,13.43,11.19,0.0,0.75,0.75,1.49,1.49,8.21,0.0,0.75,2.99,2.24,0.0,1.49,1.49,0.0,0.75,4.48,9.7,1.49,2.99,5.97,1.49,8.21,9.7,0.75,0.75,0.75,2.24,0.0,0.0,2.99,2.24,13.43,0.75,2.24,0.0,1.49,3.73,0.0,3.73,7.46,5.97,11.19,19.4,25.37,4.48,26.87,16.42,2.24,5.22,1.49,1.49,2.24,0.75,0.75,11.19,2.99,0.75,5.22,17.91,2.24,13.43,6.72,0.75,0.0,1.49,0.0,0.0,8.96,10.45,0.75,5.22,6.72,5.22,7.46,0.75,1.49,3.73,5.22,2.24,2.24,16.42,7.46,0.75,20.9,17.91,15.67,5.97
MethylQuinolinepara_high,0.0,1.64,0.0,0.0,3.28,0.82,0.82,0.0,0.0,0.0,0.0,0.0,0.0,8.2,3.28,4.1,2.46,5.74,4.92,9.02,23.77,16.39,3.28,1.64,9.84,3.28,2.46,5.74,2.46,0.0,0.82,0.0,0.82,0.0,0.0,0.82,0.0,2.46,23.77,3.28,9.02,4.1,6.56,1.64,2.46,3.28,23.77,0.82,1.64,0.82,0.0,0.0,0.0,6.56,9.84,11.48,6.56,9.02,8.2,0.0,0.82,0.0,2.46,0.82,11.48,0.0,3.28,2.46,2.46,0.0,1.64,0.82,0.0,4.92,4.92,4.1,0.0,4.1,0.82,4.92,2.46,16.39,0.82,0.0,0.82,0.82,0.0,0.0,6.56,2.46,10.66,1.64,6.56,0.0,1.64,3.28,0.0,2.46,4.92,4.92,17.21,13.11,23.77,2.46,11.48,5.74,0.0,1.64,7.38,0.0,2.46,0.82,0.0,4.92,1.64,0.0,4.1,7.38,0.0,9.02,4.92,0.82,0.0,0.0,0.0,0.0,3.28,7.38,0.0,0.0,1.64,1.64,3.28,1.64,0.82,5.74,2.46,1.64,0.0,21.31,12.3,1.64,13.93,21.31,9.84,12.3
MethylThiobutyrate_high,0.0,1.43,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,1.43,0.0,4.29,7.86,0.71,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,1.43,0.71,0.0,0.0,1.43,0.0,0.0,2.14,0.71,2.14,0.0,0.0,0.71,0.0,0.0,5.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.71,3.57,0.71,1.43,2.86,0.0,0.0,0.71,0.0,2.14,0.71,0.71,2.14,2.86,10.0,0.71,32.14,12.14,0.0,1.43,0.71,3.57,0.71,3.57,6.43,12.86,13.57,20.0,2.14,5.71,0.71,0.71,0.71,0.71,0.71,1.43,5.71,0.0,0.71,0.0,2.14,0.71,3.57,0.71,0.71,1.43,3.57,1.43,8.57,5.0,30.0,35.0,7.14,5.71,9.29,8.57,5.0,0.71,0.71,0.71,0.71,1.43,0.71,11.43,0.71,0.71,1.43,0.0,0.0,2.86,0.0,3.57,47.14,28.57,0.0,6.43,17.86,4.29,2.86,12.14,13.57,29.29,62.86,30.71,29.29,81.43,0.71,0.0,1.43,33.57,1.43,10.71
Methylsalicylate_high,0.67,2.0,0.0,0.67,10.0,0.67,0.67,2.0,0.67,0.67,0.0,0.0,2.67,13.33,2.67,2.0,4.0,3.33,1.33,22.67,64.0,56.67,2.0,2.67,8.0,4.0,0.67,32.0,15.33,14.67,2.0,4.0,1.33,0.0,0.0,0.0,0.67,0.0,6.67,4.67,7.33,77.33,20.67,18.0,0.67,8.0,46.0,0.67,1.33,0.67,0.0,0.0,1.33,21.33,5.33,15.33,2.67,1.33,5.33,1.33,0.0,0.0,2.0,2.0,21.33,0.0,0.67,0.0,0.0,0.0,0.0,0.67,0.0,2.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.33,0.0,0.0,0.0,0.0,0.0,2.67,0.67,8.0,36.67,10.0,1.33,8.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,2.0,1.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,6.67,1.33,34.0,18.67,53.33,14.67
MuskGalaxolide_high,2.29,1.53,0.0,0.76,6.87,2.29,1.53,2.29,0.0,3.05,1.53,0.76,2.29,45.8,14.5,12.21,11.45,29.77,30.53,59.54,68.7,39.69,0.76,1.53,2.29,0.0,0.0,6.87,0.0,0.0,0.0,0.76,0.0,0.0,0.0,1.53,0.0,1.53,18.32,2.29,0.0,3.82,0.76,1.53,0.76,4.58,41.98,2.29,2.29,0.76,0.0,0.0,2.29,0.0,1.53,6.11,0.0,1.53,0.76,1.53,0.76,0.76,1.53,2.29,12.21,1.53,0.76,0.76,2.29,0.0,0.0,0.0,0.0,12.21,0.76,2.29,0.76,1.53,0.0,0.76,2.29,8.4,2.29,0.0,0.0,0.76,0.0,0.0,3.82,0.76,3.05,0.0,11.45,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.76,2.29,3.82,1.53,2.29,2.29,0.0,0.76,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.76,0.0,5.34,0.76,2.29,0.0,0.0,0.0,0.0,0.0,1.53,0.0,6.87,0.0,0.0,0.0,0.0,1.53,0.0,3.82,0.76,0.76,0.76,0.0,3.82,9.16,2.29,40.46,12.98,10.69,14.5
MuskTonalid_high,1.57,0.35,0.0,0.7,2.73,0.7,0.0,0.61,0.0,1.22,1.0,1.57,0.0,22.27,7.83,1.06,7.95,16.02,31.48,41.57,53.27,33.23,2.36,1.22,2.23,0.7,1.49,5.22,0.35,1.22,1.49,0.7,0.5,0.0,0.0,0.0,1.49,1.36,10.31,4.59,0.0,1.76,2.73,1.36,1.22,1.86,30.62,0.0,0.86,1.36,0.0,1.06,1.57,0.35,0.86,1.73,0.0,0.61,2.23,1.36,0.86,0.0,0.0,0.0,4.31,0.0,0.5,1.99,0.7,0.0,0.0,0.0,0.0,8.23,0.86,0.0,0.35,1.61,0.35,0.0,2.23,6.45,1.22,0.0,0.0,0.0,0.0,0.0,1.22,1.36,2.23,0.5,8.52,0.0,0.61,0.0,0.0,0.0,0.35,0.35,1.61,1.0,1.61,0.5,2.59,0.86,0.0,0.0,0.0,1.0,0.7,0.35,0.7,0.0,0.35,0.35,0.0,5.48,1.99,1.36,0.7,1.61,0.0,0.0,0.0,0.0,1.61,3.95,1.49,0.0,0.0,0.35,1.86,0.7,5.07,0.0,1.0,0.5,0.0,2.99,8.95,0.5,21.98,13.21,6.22,15.13
Myracaldehyde_high,33.82,30.15,5.88,15.44,25.0,6.62,4.41,4.41,0.0,2.94,8.09,8.09,0.0,35.29,13.24,5.15,8.09,17.65,3.68,38.24,66.91,31.62,1.47,5.15,1.47,2.21,0.74,8.09,1.47,0.0,2.21,0.74,0.0,0.0,0.74,0.0,0.0,2.21,13.97,3.68,2.21,3.68,1.47,1.47,0.0,0.74,50.0,0.0,0.74,0.74,0.0,0.0,0.74,0.0,3.68,5.15,0.74,0.74,3.68,2.21,0.74,1.47,2.21,2.21,32.35,1.47,0.74,0.0,0.0,0.74,0.0,1.47,0.0,21.32,1.47,1.47,0.74,0.74,0.0,0.74,0.0,3.68,0.74,0.0,0.74,0.0,0.0,0.0,0.74,0.0,2.21,0.0,5.88,0.0,0.74,0.0,0.0,0.0,0.0,0.0,5.15,2.94,4.41,0.74,2.94,6.62,0.74,0.74,0.74,0.0,0.74,0.0,0.0,0.0,0.74,0.0,0.74,11.03,2.94,1.47,0.74,0.0,0.0,0.74,0.0,0.74,2.94,1.47,0.0,0.0,0.0,0.74,4.41,0.0,0.0,0.74,0.74,0.0,0.0,2.21,7.35,1.47,46.32,8.09,19.85,7.35
NonylAcetate_high,1.0,5.56,1.59,3.17,10.32,4.76,0.79,3.17,0.79,4.76,3.97,4.76,0.79,9.52,1.59,0.79,1.59,2.38,5.56,11.11,26.19,19.84,0.0,0.0,2.38,1.59,1.59,5.56,0.0,0.0,0.79,0.0,0.79,0.0,0.0,0.79,0.79,2.38,12.7,3.97,2.38,1.59,2.38,0.79,0.0,0.79,20.63,0.0,0.0,0.0,0.79,0.0,1.59,1.59,1.59,13.49,5.56,5.56,1.59,2.38,0.0,1.59,1.59,3.97,15.87,0.79,0.0,0.0,0.79,0.0,0.0,0.79,0.79,27.78,1.59,0.79,0.0,1.59,4.76,2.38,5.56,13.49,2.38,0.0,3.97,0.0,0.0,0.0,3.17,2.38,4.76,0.0,0.0,0.0,0.79,0.79,0.0,0.79,0.79,3.97,15.08,8.73,21.43,3.17,19.84,13.49,1.59,3.97,0.79,1.59,0.0,0.0,1.59,2.38,1.59,4.76,2.38,11.11,0.79,4.76,4.76,0.0,0.0,0.79,0.79,0.79,7.94,11.9,0.79,1.59,3.17,0.0,16.67,1.59,1.59,0.0,6.35,0.0,0.0,11.11,9.52,0.79,22.22,11.9,11.9,7.94
Nootkatone_high,10.48,8.06,8.87,4.03,1.61,0.81,0.81,0.81,0.0,0.0,1.61,0.0,0.0,4.03,0.0,0.81,1.61,0.81,6.45,4.03,27.42,20.97,0.0,0.0,4.84,0.0,1.61,26.61,0.0,2.42,3.23,0.81,4.03,16.13,1.61,3.23,1.61,5.65,45.97,32.26,4.84,5.65,8.06,5.65,0.0,0.0,9.68,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.81,7.26,0.0,1.61,17.74,3.23,1.61,4.84,6.45,0.81,23.39,0.0,2.42,0.0,0.0,0.0,0.0,0.81,0.0,2.42,1.61,4.84,4.84,0.81,3.23,0.0,4.84,20.16,0.81,0.81,0.81,0.0,0.0,0.0,12.9,4.03,10.48,0.81,8.06,0.0,0.0,0.81,0.0,0.0,1.61,4.84,6.45,2.42,11.29,1.61,21.77,9.68,0.81,0.81,0.81,0.81,0.0,0.0,0.0,0.0,3.23,1.61,2.42,4.84,0.0,8.06,5.65,0.0,0.0,1.61,0.0,0.0,3.23,4.84,1.61,0.0,4.03,0.0,4.03,0.0,0.81,1.61,1.61,0.0,0.81,7.26,10.48,0.0,9.68,22.58,7.26,8.06
Octanol1_high,7.86,8.57,0.71,2.14,1.43,0.0,0.0,0.0,0.71,1.43,0.0,0.71,0.71,7.86,4.29,2.14,4.29,1.43,6.43,7.14,26.43,28.57,1.43,0.71,11.43,1.43,10.71,7.14,0.0,0.71,1.43,1.43,0.71,0.71,1.43,0.71,1.43,6.43,30.0,4.29,3.57,2.86,8.57,4.29,0.71,0.71,15.0,0.71,0.71,3.57,0.0,0.0,5.0,0.0,4.29,15.0,9.29,10.71,12.14,5.0,1.43,1.43,2.86,2.14,12.14,0.0,2.14,0.71,1.43,0.71,0.0,1.43,0.0,17.86,5.71,8.57,2.14,6.43,5.0,4.29,12.86,20.71,1.43,0.0,2.14,3.57,2.14,0.0,7.14,2.86,9.29,0.0,2.86,0.0,2.14,2.86,1.43,2.14,3.57,4.29,14.29,15.71,23.57,6.43,26.43,12.86,0.0,5.71,0.71,0.71,0.71,0.71,0.0,4.29,2.86,3.57,1.43,31.43,2.86,17.14,9.29,2.14,0.71,1.43,0.71,0.0,22.86,16.243,1.43,2.86,2.86,0.0,7.14,1.43,2.14,3.57,5.71,0.71,0.0,16.23,13.57,2.14,14.29,23.57,8.57,15.71
Octenol-1-3-OL_high,2.16,5.76,0.72,0.72,7.19,1.44,0.0,0.72,1.44,2.88,2.16,2.16,0.72,9.35,2.16,0.72,2.16,2.88,5.76,9.35,27.34,24.46,0.0,2.16,1.44,1.44,1.44,16.55,2.16,0.72,2.16,2.16,2.16,0.72,3.6,12.23,0.0,4.32,29.5,7.19,2.16,10.79,6.47,2.16,0.0,0.72,20.14,0.0,1.44,1.44,0.72,0.72,0.0,5.76,2.88,7.19,5.76,7.19,7.19,5.76,2.16,9.35,12.95,7.19,29.5,5.04,3.6,1.44,2.16,0.72,0.72,2.16,0.72,6.47,4.32,2.88,2.16,1.44,2.88,2.16,5.76,33.81,4.32,0.72,24.46,0.0,0.72,0.72,5.76,3.6,6.47,0.72,5.04,0.0,3.6,0.72,0.72,0.72,2.88,4.32,6.47,5.04,9.35,5.04,16.55,10.79,1.44,1.44,1.44,2.16,4.32,0.0,0.0,0.72,2.16,0.72,5.04,9.35,1.44,9.35,6.47,1.44,0.72,2.16,1.44,4.32,9.35,11.51,0.0,1.44,2.88,4.32,3.6,2.16,1.44,1.44,8.63,1.44,2.16,14.39,7.19,0.72,16.55,20.86,15.11,7.91
PentanoicAcid_high,1.43,0.0,0.0,0.0,3.57,1.43,0.0,0.71,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.71,7.14,12.86,1.43,0.0,2.14,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,2.86,0.0,0.71,3.57,0.71,0.71,0.0,0.0,0.0,1.43,0.71,3.57,0.0,0.0,2.86,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.71,13.57,0.0,15.0,8.57,0.71,0.71,4.29,3.57,1.43,2.14,13.57,14.29,13.57,22.86,0.71,3.57,1.43,0.0,0.0,0.71,2.14,1.43,4.29,0.0,0.0,0.0,0.71,0.0,0.71,0.71,1.43,0.71,1.43,2.86,8.57,7.14,33.57,32.86,5.71,1.43,10.0,9.29,6.43,0.71,1.43,0.71,0.0,0.71,0.0,15.71,3.57,0.0,0.0,0.0,0.0,2.14,0.0,1.43,48.57,49.29,0.0,0.0,10.71,0.71,2.14,8.57,21.43,21.43,47.86,45.0,20.71,62.86,2.86,0.0,0.71,32.14,0.0,9.29
PentenoicAcid4_high,4.35,1.45,0.0,1.45,7.25,0.72,2.17,0.72,0.0,0.0,0.72,0.72,1.45,0.72,0.0,0.72,0.0,0.0,2.17,1.45,9.42,9.42,2.9,2.17,1.45,0.0,5.07,3.62,0.0,0.72,0.0,0.0,1.45,0.72,0.0,0.0,0.0,0.72,5.07,0.0,0.0,0.72,2.17,0.0,1.45,0.72,19.57,0.72,2.9,2.17,0.72,0.72,0.0,0.0,0.0,1.45,0.72,0.0,0.72,0.72,0.0,0.72,1.45,0.0,0.72,0.0,0.0,0.0,6.52,0.0,26.09,10.14,2.17,1.45,0.0,0.0,0.72,0.0,2.17,6.52,6.52,17.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,2.9,0.0,2.9,0.0,1.45,0.72,0.72,0.0,0.72,0.72,1.45,1.45,8.7,3.62,28.99,34.06,4.35,4.35,6.52,3.62,2.9,1.45,1.45,0.0,0.72,0.72,0.0,15.22,5.8,2.17,0.0,0.0,0.72,0.72,0.0,2.17,33.33,21.74,0.0,0.72,5.8,2.9,0.72,5.8,4.35,6.52,28.26,13.04,3.62,47.83,3.62,0.0,3.62,26.81,1.45,5.8
PhenylAceticAcid_high,2.44,2.44,0.81,0.0,1.63,0.81,0.0,0.0,0.0,0.81,1.63,0.81,0.0,22.76,9.76,4.07,2.44,4.88,8.13,15.45,26.02,21.14,11.38,0.0,1.63,1.63,1.63,4.07,0.81,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81,12.2,2.44,2.44,0.0,4.88,0.81,0.81,3.25,24.39,0.0,3.25,0.0,1.63,0.0,0.0,0.0,0.0,4.07,2.44,0.81,1.63,1.63,0.0,1.63,2.44,2.44,7.32,0.81,2.44,1.63,2.44,0.0,0.81,3.25,1.63,6.5,0.81,1.63,1.63,0.0,4.88,10.57,5.69,16.26,0.0,0.81,0.81,0.0,0.0,0.0,1.63,3.25,6.5,0.81,4.88,0.0,0.81,0.0,0.0,0.0,0.0,0.81,4.07,4.88,8.13,0.81,17.89,18.7,0.0,8.94,24.39,9.76,2.44,0.0,3.25,0.0,3.25,0.0,0.81,7.32,0.0,0.81,1.63,0.0,0.0,0.81,0.0,0.0,11.38,23.58,0.81,0.81,3.25,0.81,4.07,0.81,4.88,4.07,10.57,5.69,3.25,34.96,9.76,0.0,10.57,27.64,4.88,14.63
PhenylAcetylene_high,0.0,0.0,0.71,0.0,0.71,0.71,0.0,0.71,0.0,0.0,0.0,0.71,0.71,6.43,1.43,0.0,0.71,1.43,2.86,3.57,15.71,30.0,2.14,0.71,2.14,17.86,2.14,4.29,2.14,0.71,0.71,0.71,0.0,0.0,0.0,0.71,0.0,3.57,18.57,2.86,11.43,2.14,8.57,0.71,1.43,2.14,12.86,0.0,0.71,1.43,0.0,0.71,0.0,1.43,8.57,32.86,25.71,39.29,22.86,1.43,0.0,0.0,0.71,0.0,3.57,0.0,0.71,1.43,1.43,0.0,0.71,1.43,2.14,2.86,5.71,1.43,0.71,1.43,1.43,0.0,3.57,7.14,0.0,0.0,0.71,0.71,0.0,0.0,1.43,2.14,8.57,0.0,1.43,0.71,2.14,2.14,0.0,3.57,9.29,8.57,24.29,19.29,47.14,5.0,43.57,10.71,0.0,5.0,0.0,0.71,2.14,0.0,0.71,4.29,3.57,1.43,20.71,7.86,0.0,39.29,24.29,0.0,0.0,0.71,0.0,0.0,2.14,12.14,0.0,11.43,7.14,1.43,7.86,1.43,2.14,1.43,6.43,0.0,2.14,22.14,2.14,0.0,14.29,22.86,9.29,7.86
PhenylEthanolhighconc_high,1.43,0.71,0.0,0.0,6.43,0.0,0.0,2.14,0.0,0.71,0.0,1.43,0.0,67.14,66.43,28.57,20.71,17.86,4.29,52.14,73.57,42.86,7.14,4.29,10.71,1.43,2.86,11.43,2.14,4.29,0.0,2.86,0.0,0.0,0.0,0.71,0.0,3.57,12.14,3.57,2.14,2.86,4.29,2.86,0.0,2.14,47.14,0.0,0.0,2.86,0.0,0.0,0.71,0.71,2.14,3.57,0.71,0.0,1.43,8.57,0.0,2.86,7.14,8.57,25.71,0.0,1.43,0.71,2.86,0.0,0.0,1.43,1.43,5.71,2.86,1.43,0.71,0.71,2.14,0.71,1.43,7.14,0.71,0.0,0.71,1.43,0.0,0.0,5.0,0.71,6.43,0.0,8.57,0.0,0.0,2.14,0.0,0.0,0.0,0.71,2.14,2.86,6.43,2.86,5.71,2.14,0.71,2.14,2.14,1.43,0.71,0.0,0.0,0.71,0.0,1.43,0.71,10.71,0.0,1.43,2.14,0.0,0.0,0.71,0.0,0.0,2.14,7.86,0.0,0.0,0.71,0.0,0.71,1.43,1.43,0.0,2.14,0.0,0.0,6.43,10.0,0.0,27.86,15.71,10.71,13.57
