,,,,,,,,,,,,,,,,,,,,,-0.027294296,-1.604703622,-2.776194208,-0.665686327,-1.182604616,-0.720196056,-1.395713702,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-1.020256862,-1.19272737,0.006485003,-0.9269848,-0.825503483,-1.00456304,-1.78229924,-1.30840257,-0.71286067,-0.219536671,-1.305291658,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.939412352,-0.252687963,-0.560134833,-0.456465136,-0.105537876,-1.071306079,-1.16798254,-0.579823001,0.149867677,0.453107267,-0.237823439,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.036399217,-0.829409183,-0.150112351,0.429602305,0.184593842,0.02825575,-0.293391257,0.02317866,-0.96892684,-0.684081593,0.020452193,0.16920894,0.087120943,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.282949734,-0.950023074,-0.014533914,-0.19756196,0.830326848,0.916702716,0.777573416,0.449504281,-0.854054005,-1.366297292,-0.181085981,-0.146863628,-0.552529772,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.566889578,-1.274124709,-0.260132852,-0.432185524,0.406736127,-0.495383679,-0.315243713,0.728542236,-1.25283466,-0.772508049,0.748650982,1.070544084,-0.873895586,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.025349804,-0.394144344,0.330548928,-1.309439455,-0.188382108,-0.0040633,0.63057161,-0.751976638,-0.276853819,0.75372518,-0.545288337,0.513947356,0.063332918,0.148211132,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.016777699,-0.199196227,0.318869977,-1.149280577,0.016965818,-0.392641958,0.777470141,0.030553559,0.560866121,0.420377349,-0.433150645,0.526563893,-1.265466488,-1.063728136,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.127336459,0.189142616,0.218765884,-0.241675205,0.472076757,-1.552373004,0.08169041,0.260492576,0.377951569,-0.17074107,0.958696103,0.832492363,-0.469105998,0.577687479,-1.087058707,-0.628808533,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.165427713,0.161117874,0.586061572,0.075408161,0.470353231,-0.72937697,0.230046609,0.436964367,0.993049809,0.400935357,1.14134956,0.551227704,-0.190608796,0.301768305,-1.288783103,-0.83275692,,,,,,,,,,,,,,,,,
,,,,,,,,,0.900364271,0.855867067,0.506050559,0.612251331,0.584836685,-0.218084397,0.344126031,-0.27280772,0.595800635,0.313073652,1.72041503,1.141960038,0.591382942,0.454472185,0.255940114,0.334945644,-0.06490431,0.175559847,,,,,,,,,,,,,,,,,
,,,,,,,,0.26294459,0.76396205,1.16464718,1.544594194,0.771432248,0.357754328,0.347242896,0.041437897,0.422603812,0.358103718,0.910336071,1.212201383,0.881181328,0.62738497,0.919829288,0.411406226,-0.010177134,1.474562914,1.620195238,,,,,,,,,,,,,,,,,
,,,,,,,0.277989702,0.261150081,0.182098866,0.522345633,-0.088563143,0.370057248,0.648150454,-0.022895762,0.251280891,0.132900892,0.481975923,0.884303436,1.390148587,0.875145557,1.111601766,1.182593139,0.66307495,0.185460045,0.822889273,0.964534522,,,,,,,,,,,,,,,,,
,,,,,,0.928566132,0.416476741,0.496813964,0.067833051,0.459181937,0.690104223,1.432792544,0.540040603,-0.301727832,0.482674634,0.023549104,0.099322913,0.756265091,1.078375249,0.746625143,1.384917758,0.861020931,0.527839769,0.269674172,1.324982982,1.541699013,,,,,,,,,,,,,,,,,
,,,,,,0.933167003,0.393512696,0.875657164,0.599075972,0.531389762,0.535877982,0.76525283,0.328310338,-0.007099833,0.581705045,0.568397878,-0.229989083,0.869982452,0.938690419,1.012426233,1.635015303,0.396024343,-0.060618236,0.169014484,1.084480098,1.291628287,,,,,,,,,,,,,,,,,
,,,,,0.561843011,0.979826399,0.392492893,0.469487519,0.177633445,0.214884902,0.502851201,0.93262165,0.34341818,0.341018814,0.011248033,0.614511979,-0.150062671,0.296498571,0.815821215,0.945461588,1.185083066,1.363928438,-0.014374828,0.73582928,-0.203600134,-0.199921167,,,,,,,,,,,,,,,,,
,,,,1.135970951,0.589022039,0.616182412,0.6967798,0.789320566,0.117293291,0.307040599,0.375335719,0.785253483,-0.196115718,0.187568151,-0.101470906,0.15552087,0.244628636,-0.249462466,0.250146634,0.378817132,0.974045519,0.324437575,0.682932675,0.965274702,0.402166252,0.324966319,,,,,,,,,,,,,,,,,
,,,,0.287821533,0.287684183,0.525119803,0.842652909,1.31706138,0.185174601,0.382777929,0.282444393,0.056656718,-0.11874624,0.254653558,-0.202591251,0.232834523,0.314215442,-0.022179583,0.653841297,0.470774237,0.893760606,0.427055709,0.525682919,1.461812421,0.929250074,1.317826202,,,,,,,,,,,,,,,,,
,,,,0.505709258,0.49889375,0.804321011,0.423679626,1.642903047,0.530077631,0.119323483,0.538209027,0.640253994,0.176578544,0.474851569,0.297081737,0.185063743,0.757359517,0.484945034,0.61796368,0.835599997,1.320955088,0.684473354,0.504626994,0.534177972,1.658008062,1.758843057,,,,,,,,,,,,,,,,,
,,,0.698030769,0.465029486,0.492326921,1.01415572,0.687564109,1.757124138,0.968055517,0.57973039,0.716251414,0.952299814,0.095452967,0.489706177,0.57773914,0.186856908,0.445925068,0.87365972,0.722908632,0.584027072,1.074225845,1.28333614,0.280407238,0.903792067,2.339164618,2.457309544,,,,,,,,,,,,,,,,,
