Test UID,Answer,Components in mixtures,Components that differ,% mixture overlap,Stimulus dilution,Molecule 1,Molecule 2,Molecule 3,Molecule 4,Molecule 5,Molecule 6,Molecule 7,Molecule 8,Molecule 9,Molecule 10,Molecule 11,Molecule 12,Molecule 13,Molecule 14,Molecule 15,Molecule 16,Molecule 17,Molecule 18,Molecule 19,Molecule 20,Molecule 21,Molecule 22,Molecule 23,Molecule 24,Molecule 25,Molecule 26,Molecule 27,Molecule 28,Molecule 29,Molecule 30
93,wrong,30,20,33.33,0.25,8918,798,5283349,2969,14286,443162,6654,22386,6561,5373603,62465,24915,7921,6989,8118,7966,8797,1068,7731,62444,176,7632,10722,460,8148,31244,443158,8048,8025,637566
93,wrong,30,20,33.33,0.5,8918,798,5283349,2969,14286,443162,6654,22386,6561,5373603,62465,24915,7921,6989,8118,7966,8797,1068,7731,62444,176,7632,10722,460,8148,31244,443158,8048,8025,637566
94,right,30,20,33.33,0.25,31276,12367,7410,12741,11002,8130,7710,31265,7583,19310,6544,6054,8635,7150,7991,7463,8892,179,14286,7344,261,7714,180,1031,22873,62433,12232,798,31272,8186
94,wrong,30,20,33.33,0.5,31276,12367,7410,12741,11002,8130,7710,31265,7583,19310,8030,6501,62336,637511,440917,12178,31249,8797,10430,18827,5373603,3314,6184,7600,7793,6590,6982,15380,7632,7921
94,wrong,30,20,33.33,1.0,31276,12367,7410,12741,11002,8130,7710,31265,7583,19310,8030,6501,62336,637511,440917,12178,31249,8797,10430,18827,5373603,3314,6184,7600,7793,6590,6982,15380,7632,7921
95,right,30,20,33.33,1.0,1140,8025,7710,8918,7731,637511,5634,8118,180,62433,7793,5283349,443162,7762,7966,7848,3314,26331,19310,7600,1068,2969,31272,12348,7921,15380,7799,10882,6736,1146
95,wrong,30,20,33.33,0.5,1140,8025,7710,8918,7731,637511,5634,8118,180,62433,6989,5373603,6054,1127,12020,440967,7654,1031,31265,16666,61016,6982,612,6590,7519,454,7344,8797,7059,18827
95,wrong,30,20,33.33,0.25,1140,8025,7710,8918,7731,637511,5634,8118,180,62433,6989,5373603,6054,1127,12020,440967,7654,1031,31265,16666,61016,6982,612,6590,7519,454,7344,8797,7059,18827
96,right,30,30,0.0,0.25,7632,61016,7966,440967,10890,5281168,7463,1146,240,8118,8858,11124,7921,6590,2758,31276,440917,7799,7888,62336,12020,91497,6501,5634,261,15380,2879,6654,326,179
96,wrong,30,30,0.0,1.0,62433,8025,7991,8918,6736,1127,8797,12348,637566,3776,8186,10821,460,12232,6054,6982,11509,8051,8103,31244,1060,22386,12178,31249,1031,7710,454,177,7749,7685
96,wrong,30,30,0.0,0.5,62433,8025,7991,8918,6736,1127,8797,12348,637566,3776,8186,10821,460,12232,6054,6982,11509,8051,8103,31244,1060,22386,12178,31249,1031,7710,454,177,7749,7685
97,right,10,10,0.0,0.25,8797,8918,22386,7150,7363,7793,8030,6184,5281515,637511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,wrong,10,10,0.0,1.0,8118,798,6982,6736,7460,7762,7632,6448,1068,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,wrong,10,10,0.0,0.5,8118,798,6982,6736,7460,7762,7632,6448,1068,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,right,30,20,33.33,0.5,1146,4133,177,176,12180,5634,24915,3314,11002,12232,2969,14286,7519,10882,7654,7762,5283349,440967,2879,31265,10560,8051,10890,6736,6989,11552,8118,7344,62465,8858
98,wrong,30,20,33.33,1.0,1146,4133,177,176,12180,5634,24915,3314,11002,12232,7632,6054,180,6184,62444,7583,1031,6448,7966,443158,16666,8130,7921,61138,7463,7363,460,5281168,240,8030
98,wrong,30,20,33.33,0.25,1146,4133,177,176,12180,5634,24915,3314,11002,12232,7632,6054,180,6184,62444,7583,1031,6448,7966,443158,16666,8130,7921,61138,7463,7363,460,5281168,240,8030
99,right,10,4,60.0,1.0,261,31272,8797,637566,2879,7654,7991,7714,22386,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,wrong,10,4,60.0,0.5,261,31272,8797,637566,2879,7654,3776,10882,1127,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,wrong,10,4,60.0,0.25,261,31272,8797,637566,2879,7654,3776,10882,1127,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,right,1,1,0.0,0.5,31276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,wrong,1,1,0.0,0.25,8892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,wrong,1,1,0.0,1.0,8892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,right,20,1,95.0,0.5,8918,6561,7710,31276,7991,19310,24915,8858,10976,8103,62444,8186,5283349,5281515,10560,798,31244,5634,11552,7749,0,0,0,0,0,0,0,0,0,0
101,wrong,20,1,95.0,0.25,8918,6561,7710,31276,7991,19310,24915,8858,10976,8103,62444,8186,5283349,5281515,10560,798,31244,5634,11552,10882,0,0,0,0,0,0,0,0,0,0
101,wrong,20,1,95.0,1.0,8918,6561,7710,31276,7991,19310,24915,8858,10976,8103,62444,8186,5283349,5281515,10560,798,31244,5634,11552,10882,0,0,0,0,0,0,0,0,0,0
102,right,30,1,96.67,0.25,31276,62465,326,8103,22386,31249,8091,7165,6590,7344,5634,7463,7685,11552,798,6736,7059,8030,440967,443162,12178,454,3776,6184,62444,62336,8797,7991,637511,8130
102,wrong,30,1,96.67,0.5,31276,62465,326,8103,22386,31249,8091,7165,6590,7344,5634,7463,7685,11552,798,6736,7059,8030,440967,443162,12178,454,3776,6184,62444,62336,8797,7991,637511,7799
102,wrong,30,1,96.67,1.0,31276,62465,326,8103,22386,31249,8091,7165,6590,7344,5634,7463,7685,11552,798,6736,7059,8030,440967,443162,12178,454,3776,6184,62444,62336,8797,7991,637511,7799
103,right,20,15,25.0,0.25,8048,1127,7600,637566,8797,31249,7344,7888,5634,6654,8030,10882,10722,7463,5281515,454,11124,5373603,10821,6561,0,0,0,0,0,0,0,0,0,0
103,wrong,20,15,25.0,0.5,8048,1127,7600,637566,8797,443158,61016,7150,62433,7165,26331,8635,7654,31265,15380,6448,7966,637511,8025,11509,0,0,0,0,0,0,0,0,0,0
103,wrong,20,15,25.0,1.0,8048,1127,7600,637566,8797,443158,61016,7150,62433,7165,26331,8635,7654,31265,15380,6448,7966,637511,8025,11509,0,0,0,0,0,0,0,0,0,0
104,right,30,1,96.67,0.5,6989,2969,1068,7848,1031,16666,15380,1140,7519,637511,12020,454,11124,8130,10976,8048,460,264,6184,31276,10430,26331,3314,24915,8051,8025,12232,6654,11552,31265
104,wrong,30,1,96.67,1.0,6989,2969,1068,7848,1031,16666,15380,1140,7519,637511,12020,454,11124,8130,10976,8048,460,264,6184,31276,10430,26331,3314,24915,8051,8025,12232,6654,11552,326
104,wrong,30,1,96.67,0.25,6989,2969,1068,7848,1031,16666,15380,1140,7519,637511,12020,454,11124,8130,10976,8048,460,264,6184,31276,10430,26331,3314,24915,8051,8025,12232,6654,11552,326
105,right,20,15,25.0,0.5,22873,6989,6654,7799,7519,1060,8118,12178,6590,7848,62465,1127,12367,180,11002,8091,6501,637511,31244,6736,0,0,0,0,0,0,0,0,0,0
105,wrong,20,15,25.0,0.25,22873,6989,6654,7799,7519,1140,8048,8797,2969,91497,14286,3776,7991,5283349,7363,8892,8186,443158,3314,4133,0,0,0,0,0,0,0,0,0,0
105,wrong,20,15,25.0,1.0,22873,6989,6654,7799,7519,1140,8048,8797,2969,91497,14286,3776,7991,5283349,7363,8892,8186,443158,3314,4133,0,0,0,0,0,0,0,0,0,0
106,right,20,20,0.0,0.25,7654,443158,261,7463,12178,10722,61016,7600,7966,12232,7059,7888,8918,177,8858,15380,5281168,12741,31265,3314,0,0,0,0,0,0,0,0,0,0
106,wrong,20,20,0.0,0.5,11552,7921,8091,240,637511,61138,12020,7762,10821,264,10882,31276,7519,8103,1140,6054,8186,8797,7848,8025,0,0,0,0,0,0,0,0,0,0
106,wrong,20,20,0.0,1.0,11552,7921,8091,240,637511,61138,12020,7762,10821,264,10882,31276,7519,8103,1140,6054,8186,8797,7848,8025,0,0,0,0,0,0,0,0,0,0
107,right,20,5,75.0,1.0,19310,2969,3776,454,18827,6501,7460,8858,12367,22386,8091,31272,7714,7463,10882,11124,8130,10430,177,440917,0,0,0,0,0,0,0,0,0,0
107,wrong,20,5,75.0,0.5,19310,2969,3776,454,18827,6501,7460,8858,12367,22386,8091,31272,7714,7463,10882,612,8918,6590,31265,443162,0,0,0,0,0,0,0,0,0,0
107,wrong,20,5,75.0,0.25,19310,2969,3776,454,18827,6501,7460,8858,12367,22386,8091,31272,7714,7463,10882,612,8918,6590,31265,443162,0,0,0,0,0,0,0,0,0,0
108,right,30,20,33.33,0.25,11552,12020,10560,5283349,31272,7165,460,179,16666,7731,8030,1146,7410,91497,6736,12741,454,12180,7749,440917,24915,8148,15380,7654,7848,6054,6654,22201,3776,26331
108,wrong,30,20,33.33,0.5,11552,12020,10560,5283349,31272,7165,460,179,16666,7731,3314,177,7059,5281168,6544,62433,7632,6561,7921,7793,5373603,2969,11002,1031,11509,326,5634,12348,176,62444
108,wrong,30,20,33.33,1.0,11552,12020,10560,5283349,31272,7165,460,179,16666,7731,3314,177,7059,5281168,6544,62433,7632,6561,7921,7793,5373603,2969,11002,1031,11509,326,5634,12348,176,62444
109,right,20,10,50.0,0.5,19310,22201,7966,8091,7363,8103,2758,6982,176,91497,6561,8918,326,7731,7991,7654,8148,1127,7710,7583,0,0,0,0,0,0,0,0,0,0
109,wrong,20,10,50.0,1.0,19310,22201,7966,8091,7363,8103,2758,6982,176,91497,31272,443158,10976,31265,454,7848,62336,5283349,7921,5281515,0,0,0,0,0,0,0,0,0,0
109,wrong,20,10,50.0,0.25,19310,22201,7966,8091,7363,8103,2758,6982,176,91497,31272,443158,10976,31265,454,7848,62336,5283349,7921,5281515,0,0,0,0,0,0,0,0,0,0
110,right,20,10,50.0,0.5,11002,177,7710,7410,6736,61138,8091,11124,8030,5373603,7344,7685,8918,31244,15380,7654,12367,1146,26331,8858,0,0,0,0,0,0,0,0,0,0
110,wrong,20,10,50.0,1.0,11002,177,7710,7410,6736,61138,8091,11124,8030,5373603,8797,7583,22201,12741,8025,6448,8118,12020,7793,18827,0,0,0,0,0,0,0,0,0,0
110,wrong,20,10,50.0,0.25,11002,177,7710,7410,6736,61138,8091,11124,8030,5373603,8797,7583,22201,12741,8025,6448,8118,12020,7793,18827,0,0,0,0,0,0,0,0,0,0
111,right,30,10,66.67,1.0,6982,1031,62444,440967,4133,612,5281515,7165,2879,7731,5373603,1060,19310,8858,5283349,16666,12367,8118,8918,6654,7749,999,31244,8635,7632,7966,7714,12020,10882,10821
111,wrong,30,10,66.67,0.5,6982,1031,62444,440967,4133,612,5281515,7165,2879,7731,5373603,1060,19310,8858,5283349,16666,12367,8118,8918,6654,8130,10430,8051,26331,62336,10890,11124,454,8103,177
111,wrong,30,10,66.67,0.25,6982,1031,62444,440967,4133,612,5281515,7165,2879,7731,5373603,1060,19310,8858,5283349,16666,12367,8118,8918,6654,8130,10430,8051,26331,62336,10890,11124,454,8103,177
112,right,20,20,0.0,1.0,62465,14286,7749,1068,261,454,8030,11124,7731,6054,6561,8091,7966,18827,8635,4133,460,16666,12741,10560,0,0,0,0,0,0,0,0,0,0
112,wrong,20,20,0.0,0.25,637511,7519,12020,31265,612,8130,8103,8118,7762,6544,179,7165,7583,7793,8892,6989,240,8858,7059,10430,0,0,0,0,0,0,0,0,0,0
112,wrong,20,20,0.0,0.5,637511,7519,12020,31265,612,8130,8103,8118,7762,6544,179,7165,7583,7793,8892,6989,240,8858,7059,10430,0,0,0,0,0,0,0,0,0,0
113,right,30,20,33.33,0.5,26331,440917,15380,10976,62444,10890,5283349,11509,19310,5281168,637511,2879,61138,264,7731,12367,12232,10821,1127,7710,7632,22386,7799,6448,8048,11552,8858,8148,7654,12178
113,wrong,30,20,33.33,0.25,26331,440917,15380,10976,62444,10890,5283349,11509,19310,5281168,12180,24915,62465,10882,999,7059,5281515,7921,8103,6054,176,177,22201,460,8892,440967,6590,2758,10560,6989
113,wrong,30,20,33.33,1.0,26331,440917,15380,10976,62444,10890,5283349,11509,19310,5281168,12180,24915,62465,10882,999,7059,5281515,7921,8103,6054,176,177,22201,460,8892,440967,6590,2758,10560,6989
114,right,30,1,96.67,1.0,8858,2969,7921,7344,11552,454,240,5281515,6184,31249,31272,7888,179,10430,91497,7799,1031,1146,10722,7150,10821,8892,61016,6989,1127,7710,12020,31276,7731,22386
114,wrong,30,1,96.67,0.5,8858,2969,7921,7344,11552,454,240,5281515,6184,31249,31272,7888,179,10430,91497,7799,1031,1146,10722,7150,10821,8892,61016,6989,1127,7710,12020,31276,7731,7714
114,wrong,30,1,96.67,0.25,8858,2969,7921,7344,11552,454,240,5281515,6184,31249,31272,7888,179,10430,91497,7799,1031,1146,10722,7150,10821,8892,61016,6989,1127,7710,12020,31276,7731,7714
115,right,20,15,25.0,0.5,10430,1031,7991,8892,440967,798,22873,10882,1146,6982,6736,7519,7762,8030,7710,326,10560,31265,7714,31249,0,0,0,0,0,0,0,0,0,0
115,wrong,20,15,25.0,1.0,10430,1031,7991,8892,440967,261,3776,22386,26331,11124,12741,61016,240,440917,460,24915,8118,7600,7460,8130,0,0,0,0,0,0,0,0,0,0
115,wrong,20,15,25.0,0.25,10430,1031,7991,8892,440967,261,3776,22386,26331,11124,12741,61016,240,440917,460,24915,8118,7600,7460,8130,0,0,0,0,0,0,0,0,0,0
116,right,30,20,33.33,1.0,6448,10722,5283349,5373603,8103,5634,2758,1140,4133,62444,8091,999,440967,16666,7363,7921,7583,7799,6736,11124,1060,8635,7731,8030,14286,179,11509,176,12741,12180
116,wrong,30,20,33.33,0.25,6448,10722,5283349,5373603,8103,5634,2758,1140,4133,62444,10560,19310,8148,261,8892,1146,12020,91497,2969,8118,8797,5281168,7460,7463,7762,31272,443162,6501,12178,6184
116,wrong,30,20,33.33,0.5,6448,10722,5283349,5373603,8103,5634,2758,1140,4133,62444,10560,19310,8148,261,8892,1146,12020,91497,2969,8118,8797,5281168,7460,7463,7762,31272,443162,6501,12178,6184
117,right,20,10,50.0,0.25,440967,8130,8148,7793,6448,2969,10821,7749,4133,8051,8858,2758,7632,7848,7363,22201,8797,7685,5281515,12020,0,0,0,0,0,0,0,0,0,0
117,wrong,20,10,50.0,1.0,440967,8130,8148,7793,6448,2969,10821,7749,4133,8051,5281168,6736,31244,12232,8030,14286,443162,61138,6982,240,0,0,0,0,0,0,0,0,0,0
117,wrong,20,10,50.0,0.5,440967,8130,8148,7793,6448,2969,10821,7749,4133,8051,5281168,6736,31244,12232,8030,14286,443162,61138,6982,240,0,0,0,0,0,0,0,0,0,0
118,right,10,7,30.0,1.0,62433,8030,8892,176,19310,22386,443158,6448,1127,6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,wrong,10,7,30.0,0.5,62433,8030,8892,10722,31272,261,7460,7583,31276,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,wrong,10,7,30.0,0.25,62433,8030,8892,10722,31272,261,7460,7583,31276,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,right,30,1,96.67,0.25,8635,7749,8048,7966,12020,31272,5283349,31244,2758,10821,240,31276,7762,24915,31265,8091,261,326,7888,179,10890,1146,8051,7460,1031,460,12178,6654,8186,7583
119,wrong,30,1,96.67,0.5,8635,7749,8048,7966,12020,31272,5283349,31244,2758,10821,240,31276,7762,24915,31265,8091,261,326,7888,179,10890,1146,8051,7460,1031,460,12178,6654,8186,7519
119,wrong,30,1,96.67,1.0,8635,7749,8048,7966,12020,31272,5283349,31244,2758,10821,240,31276,7762,24915,31265,8091,261,326,7888,179,10890,1146,8051,7460,1031,460,12178,6654,8186,7519
120,right,10,10,0.0,1.0,11002,798,22386,1031,7710,7921,240,18827,8103,62336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,wrong,10,10,0.0,0.5,61016,326,1146,2879,5283349,999,6736,7150,8892,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,wrong,10,10,0.0,0.25,61016,326,1146,2879,5283349,999,6736,7150,8892,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,right,30,10,66.67,0.5,7463,62444,8148,12348,24915,7749,10430,7799,31265,10890,7344,261,612,7793,7991,7600,7583,22873,61016,8051,12232,62433,22386,18827,798,16666,10976,637511,5373603,8858
121,wrong,30,10,66.67,0.25,7463,62444,8148,12348,24915,7749,10430,7799,31265,10890,7344,261,612,7793,7991,7600,7583,22873,61016,8051,2879,6989,2969,31276,11002,176,8130,7363,12741,7888
121,wrong,30,10,66.67,1.0,7463,62444,8148,12348,24915,7749,10430,7799,31265,10890,7344,261,612,7793,7991,7600,7583,22873,61016,8051,2879,6989,2969,31276,11002,176,8130,7363,12741,7888
122,right,30,30,0.0,0.25,261,7714,24915,7731,8091,440967,7966,6736,14286,6989,2758,637511,7793,8635,454,7519,177,31265,440917,7410,6654,6448,12348,5373603,7460,8858,8118,18827,7921,7059
122,wrong,30,30,0.0,1.0,1146,3314,62433,2879,179,5281515,10821,8051,11552,22201,1060,7600,5634,31244,2969,8025,10882,12741,7165,61016,7710,6184,612,264,11509,12367,22386,7799,7583,91497
122,wrong,30,30,0.0,0.5,1146,3314,62433,2879,179,5281515,10821,8051,11552,22201,1060,7600,5634,31244,2969,8025,10882,12741,7165,61016,7710,6184,612,264,11509,12367,22386,7799,7583,91497
123,right,20,15,25.0,0.25,10976,1068,12020,31265,7654,8148,6544,31276,8025,798,8797,62465,1060,7410,10722,7344,1140,2969,11509,12367,0,0,0,0,0,0,0,0,0,0
123,wrong,20,15,25.0,0.5,10976,1068,12020,31265,7654,22873,6654,16666,31249,7600,7921,6501,7363,176,7799,179,26331,5373603,443158,2879,0,0,0,0,0,0,0,0,0,0
123,wrong,20,15,25.0,1.0,10976,1068,12020,31265,7654,22873,6654,16666,31249,7600,7921,6501,7363,176,7799,179,26331,5373603,443158,2879,0,0,0,0,0,0,0,0,0,0
124,right,10,4,60.0,0.25,6544,3776,4133,62433,440917,1127,8048,1031,22386,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,wrong,10,4,60.0,0.5,6544,3776,4133,62433,440917,1127,7654,7632,7888,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,wrong,10,4,60.0,1.0,6544,3776,4133,62433,440917,1127,7654,7632,7888,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,right,20,20,0.0,0.5,11124,24915,8858,10560,2969,2758,7654,11002,7762,440967,460,14286,180,22386,7583,7363,61138,10722,1140,1146,0,0,0,0,0,0,0,0,0,0
125,wrong,20,20,0.0,0.25,7921,6561,5281168,8025,1060,3314,177,8103,22201,4133,31249,8186,440917,454,7344,26331,7165,326,6590,31272,0,0,0,0,0,0,0,0,0,0
125,wrong,20,20,0.0,1.0,7921,6561,5281168,8025,1060,3314,177,8103,22201,4133,31249,8186,440917,454,7344,26331,7165,326,6590,31272,0,0,0,0,0,0,0,0,0,0
126,right,20,1,95.0,0.25,31265,3776,6590,7685,16666,19310,7991,31272,62433,7793,12348,62336,6561,440967,2758,1060,7059,7762,22873,6054,0,0,0,0,0,0,0,0,0,0
126,wrong,20,1,95.0,0.5,31265,3776,6590,7685,16666,19310,7991,31272,62433,7793,12348,62336,6561,440967,2758,1060,7059,7762,22873,7150,0,0,0,0,0,0,0,0,0,0
126,wrong,20,1,95.0,1.0,31265,3776,6590,7685,16666,19310,7991,31272,62433,7793,12348,62336,6561,440967,2758,1060,7059,7762,22873,7150,0,0,0,0,0,0,0,0,0,0
127,right,10,4,60.0,1.0,62433,10722,6054,2969,6501,24915,798,11552,22386,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,wrong,10,4,60.0,0.25,62433,10722,6054,2969,6501,24915,5281168,6736,22873,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,wrong,10,4,60.0,0.5,62433,10722,6054,2969,6501,24915,5281168,6736,22873,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,right,30,30,0.0,1.0,8103,798,8186,8048,14286,7888,261,1127,7150,7654,443158,7848,6054,10560,6561,26331,8091,7799,12232,22386,1068,8635,6501,1060,6448,637566,454,3776,18827,176
128,wrong,30,30,0.0,0.25,2969,10722,1140,10976,7685,2879,7059,61016,7460,12020,8918,10882,8858,326,5281168,443162,8797,62433,11552,61138,12367,7714,7363,31272,7583,62336,7463,31276,7731,6982
128,wrong,30,30,0.0,0.5,2969,10722,1140,10976,7685,2879,7059,61016,7460,12020,8918,10882,8858,326,5281168,443162,8797,62433,11552,61138,12367,7714,7363,31272,7583,62336,7463,31276,7731,6982
129,right,10,10,0.0,0.5,15380,12180,22386,2879,31244,6654,7632,22201,7991,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,wrong,10,10,0.0,0.25,11509,6989,326,637511,26331,8030,460,7654,7600,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,wrong,10,10,0.0,1.0,11509,6989,326,637511,26331,8030,460,7654,7600,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,right,30,20,33.33,0.5,14286,6654,443158,7460,6982,3776,31276,10821,5281168,12180,440967,7848,11124,10560,31265,11552,176,179,1060,8635,177,8103,19310,7799,637511,4133,8892,6501,7710,61138
130,wrong,30,20,33.33,0.25,14286,6654,443158,7460,6982,3776,31276,10821,5281168,12180,6448,7150,8858,7363,798,261,1068,7519,637566,31272,12367,62444,7344,11509,62336,2758,7991,8186,1031,12232
130,wrong,30,20,33.33,1.0,14286,6654,443158,7460,6982,3776,31276,10821,5281168,12180,6448,7150,8858,7363,798,261,1068,7519,637566,31272,12367,62444,7344,11509,62336,2758,7991,8186,1031,12232
131,right,10,7,30.0,1.0,6982,443162,8051,7460,12232,22386,7685,8130,7632,62465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,wrong,10,7,30.0,0.25,6982,443162,8051,1146,26331,10976,6590,7921,7059,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,wrong,10,7,30.0,0.5,6982,443162,8051,1146,26331,10976,6590,7921,7059,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,right,30,1,96.67,0.25,22386,12367,7731,91497,6736,7921,460,240,16666,7410,10976,6544,7966,7519,261,7583,6054,62444,31272,7888,10560,3314,2758,6982,62433,4133,10890,8051,7165,12741
132,wrong,30,1,96.67,1.0,22386,12367,7731,91497,6736,7921,460,240,16666,7410,10976,6544,7966,7519,261,7583,6054,62444,31272,7888,10560,3314,2758,6982,62433,4133,10890,8051,7165,1068
132,wrong,30,1,96.67,0.5,22386,12367,7731,91497,6736,7921,460,240,16666,7410,10976,6544,7966,7519,261,7583,6054,62444,31272,7888,10560,3314,2758,6982,62433,4133,10890,8051,7165,1068
133,right,20,1,95.0,1.0,637566,7463,11002,2758,14286,7165,22386,7654,180,10821,5281168,8103,1068,798,177,18827,7749,440917,8186,7583,0,0,0,0,0,0,0,0,0,0
133,wrong,20,1,95.0,0.5,637566,7463,11002,2758,14286,7165,22386,7654,180,10821,5281168,8103,1068,798,177,18827,7749,440917,8186,6590,0,0,0,0,0,0,0,0,0,0
133,wrong,20,1,95.0,0.25,637566,7463,11002,2758,14286,7165,22386,7654,180,10821,5281168,8103,1068,798,177,18827,7749,440917,8186,6590,0,0,0,0,0,0,0,0,0,0
134,right,30,1,96.67,0.25,19310,7710,31265,999,8918,440967,12348,179,7519,177,7888,22873,326,6501,6982,443162,8797,12367,7165,8892,7966,7731,7583,5283349,7714,798,7685,2758,5281515,180
134,wrong,30,1,96.67,0.5,19310,7710,31265,999,8918,440967,12348,179,7519,177,7888,22873,326,6501,6982,443162,8797,12367,7165,8892,7966,7731,7583,5283349,7714,798,7685,2758,5281515,7848
134,wrong,30,1,96.67,1.0,19310,7710,31265,999,8918,440967,12348,179,7519,177,7888,22873,326,6501,6982,443162,8797,12367,7165,8892,7966,7731,7583,5283349,7714,798,7685,2758,5281515,7848
135,right,20,10,50.0,0.25,8118,264,179,12367,12178,7460,240,7632,6982,11124,62465,11002,15380,8048,91497,6989,440917,443162,2758,12741,0,0,0,0,0,0,0,0,0,0
135,wrong,20,10,50.0,1.0,8118,264,179,12367,12178,7460,240,7632,6982,11124,7059,22386,61138,454,7762,8091,1060,6561,10430,6736,0,0,0,0,0,0,0,0,0,0
135,wrong,20,10,50.0,0.5,8118,264,179,12367,12178,7460,240,7632,6982,11124,7059,22386,61138,454,7762,8091,1060,6561,10430,6736,0,0,0,0,0,0,0,0,0,0
136,right,10,1,90.0,1.0,7654,8148,8030,31272,460,6982,12348,2969,6184,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,wrong,10,1,90.0,0.25,7654,8148,8030,31272,460,6982,12348,2969,6184,14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,wrong,10,1,90.0,0.5,7654,8148,8030,31272,460,6982,12348,2969,6184,14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,right,30,30,0.0,0.5,7991,637511,10890,6736,1068,7921,14286,8030,7363,6654,31276,3314,999,8148,6982,5281168,326,1060,22201,62444,6054,2969,7749,12020,8103,179,8635,440917,31272,180
137,wrong,30,30,0.0,1.0,24915,7519,7799,91497,61016,6989,10976,11509,2758,6448,10560,7632,6561,240,5373603,637566,7793,2879,11002,62336,798,6590,31249,8091,1031,22873,62465,8051,7583,7059
137,wrong,30,30,0.0,0.25,24915,7519,7799,91497,61016,6989,10976,11509,2758,6448,10560,7632,6561,240,5373603,637566,7793,2879,11002,62336,798,6590,31249,8091,1031,22873,62465,8051,7583,7059
138,right,10,7,30.0,1.0,5281515,6448,10890,7921,12741,22386,2758,7632,7654,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,wrong,10,7,30.0,0.25,5281515,6448,10890,3776,10560,8892,62444,8918,6982,7731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,wrong,10,7,30.0,0.5,5281515,6448,10890,3776,10560,8892,62444,8918,6982,7731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,right,10,4,60.0,0.25,8048,10430,7410,7654,637511,12348,5634,8118,22386,443162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,wrong,10,4,60.0,1.0,8048,10430,7410,7654,637511,12348,10882,12020,7632,12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,wrong,10,4,60.0,0.5,8048,10430,7410,7654,637511,12348,10882,12020,7632,12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
