Test UID,Answer,Components in mixtures,Components that differ,% mixture overlap,Stimulus dilution,Molecule 1,Molecule 2,Molecule 3,Molecule 4,Molecule 5,Molecule 6,Molecule 7,Molecule 8,Molecule 9,Molecule 10,Molecule 11,Molecule 12,Molecule 13,Molecule 14,Molecule 15,Molecule 16,Molecule 17,Molecule 18,Molecule 19,Molecule 20,Molecule 21,Molecule 22,Molecule 23,Molecule 24,Molecule 25,Molecule 26,Molecule 27,Molecule 28,Molecule 29,Molecule 30
45,right,30,1,96.67,0.5,1127,7749,22201,637511,62433,179,7059,8635,8148,2758,440967,31244,7519,7714,7991,22873,6544,7685,8048,18827,11509,7848,5373603,1068,7363,5281168,460,10560,440917,6448
45,wrong,30,1,96.67,0.25,1127,7749,22201,637511,62433,179,7059,8635,8148,2758,440967,31244,7519,7714,7991,22873,6544,7685,8048,18827,11509,7848,5373603,1068,7363,5281168,460,10560,440917,261
45,wrong,30,1,96.67,1.0,1127,7749,22201,637511,62433,179,7059,8635,8148,2758,440967,31244,7519,7714,7991,22873,6544,7685,8048,18827,11509,7848,5373603,1068,7363,5281168,460,10560,440917,261
46,right,20,1,95.0,0.25,7583,61016,2758,6544,2969,91497,7632,14286,6989,12178,12232,1146,6501,11002,7410,7059,5281168,6054,5281515,7519,0,0,0,0,0,0,0,0,0,0
46,wrong,20,1,95.0,1.0,7583,61016,2758,6544,2969,91497,7632,14286,6989,12178,12232,1146,6501,11002,7410,7059,5281168,6054,5281515,8051,0,0,0,0,0,0,0,0,0,0
46,wrong,20,1,95.0,0.5,7583,61016,2758,6544,2969,91497,7632,14286,6989,12178,12232,1146,6501,11002,7410,7059,5281168,6054,5281515,8051,0,0,0,0,0,0,0,0,0,0
47,right,20,10,50.0,1.0,6448,8048,7921,22873,798,91497,12741,8635,8797,8051,7685,637511,612,6982,7150,637566,7888,8186,6501,22201,0,0,0,0,0,0,0,0,0,0
47,wrong,20,10,50.0,0.25,6448,8048,7921,22873,798,91497,12741,8635,8797,8051,6054,3314,31265,5281515,7991,7848,5281168,26331,1140,8148,0,0,0,0,0,0,0,0,0,0
47,wrong,20,10,50.0,0.5,6448,8048,7921,22873,798,91497,12741,8635,8797,8051,6054,3314,31265,5281515,7991,7848,5281168,26331,1140,8148,0,0,0,0,0,0,0,0,0,0
48,right,30,30,0.0,1.0,31265,8118,5373603,6654,7966,8918,10890,11552,3314,62444,31244,8858,7762,6184,3776,19310,440917,11509,5281515,31249,91497,12180,11002,7921,6448,10976,7731,460,2969,1060
48,wrong,30,30,0.0,0.25,8148,10722,12020,31276,7685,798,61138,7344,7848,8130,12178,10821,31272,443158,6561,999,12348,8051,11124,10560,264,14286,24915,7749,7519,6544,6054,22873,261,12741
48,wrong,30,30,0.0,0.5,8148,10722,12020,31276,7685,798,61138,7344,7848,8130,12178,10821,31272,443158,6561,999,12348,8051,11124,10560,264,14286,24915,7749,7519,6544,6054,22873,261,12741
49,right,20,15,25.0,0.5,4133,180,1060,18827,62465,326,999,7749,22201,7921,6054,1146,5281168,10882,6561,7799,7731,7632,5281515,8103,0,0,0,0,0,0,0,0,0,0
49,wrong,20,15,25.0,0.25,4133,180,1060,18827,62465,15380,11552,7848,10890,264,6590,7363,10976,31249,7888,179,12232,62336,7519,8186,0,0,0,0,0,0,0,0,0,0
49,wrong,20,15,25.0,1.0,4133,180,1060,18827,62465,15380,11552,7848,10890,264,6590,7363,10976,31249,7888,179,12232,62336,7519,8186,0,0,0,0,0,0,0,0,0,0
50,right,10,10,0.0,0.5,6654,7991,22386,22873,5281515,8918,7793,26331,6736,31265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,wrong,10,10,0.0,1.0,91497,10560,999,440967,7848,8091,2879,326,440917,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,wrong,10,10,0.0,0.25,91497,10560,999,440967,7848,8091,2879,326,440917,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,right,30,10,66.67,0.25,7363,6544,7714,16666,7410,7685,5281168,240,8797,7600,6184,8186,14286,62465,91497,8858,3314,10722,4133,6054,7888,10882,5634,637566,31249,3776,8635,7460,31244,7583
51,wrong,30,10,66.67,1.0,7363,6544,7714,16666,7410,7685,5281168,240,8797,7600,6184,8186,14286,62465,91497,8858,3314,10722,4133,6054,637511,8030,10890,440917,8091,11002,8025,326,10430,31276
51,wrong,30,10,66.67,0.5,7363,6544,7714,16666,7410,7685,5281168,240,8797,7600,6184,8186,14286,62465,91497,8858,3314,10722,4133,6054,637511,8030,10890,440917,8091,11002,8025,326,10430,31276
52,right,10,7,30.0,0.5,10430,3314,1146,11002,8103,22386,7799,12741,10976,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,wrong,10,7,30.0,1.0,10430,3314,1146,1031,7888,19310,8797,7463,440917,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,wrong,10,7,30.0,0.25,10430,3314,1146,1031,7888,19310,8797,7463,440917,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,right,10,1,90.0,0.5,7600,7749,10976,91497,3776,7583,7966,2758,26331,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,wrong,10,1,90.0,1.0,7600,7749,10976,91497,3776,7583,7966,2758,26331,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,wrong,10,1,90.0,0.25,7600,7749,10976,91497,3776,7583,7966,2758,26331,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,right,30,10,66.67,0.5,7410,6544,6590,7519,7150,8091,31244,3776,10821,8148,7793,1140,8918,10430,440967,8051,176,31265,1068,264,460,16666,10560,7463,7654,12232,180,22201,62444,7059
54,wrong,30,10,66.67,0.25,7410,6544,6590,7519,7150,8091,31244,3776,10821,8148,7793,1140,8918,10430,440967,8051,176,31265,1068,264,62433,14286,2969,15380,7966,6982,10890,179,261,61016
54,wrong,30,10,66.67,1.0,7410,6544,6590,7519,7150,8091,31244,3776,10821,8148,7793,1140,8918,10430,440967,8051,176,31265,1068,264,62433,14286,2969,15380,7966,6982,10890,179,261,61016
55,right,10,10,0.0,0.25,440917,7344,22386,1146,4133,6590,637566,7460,11509,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,wrong,10,10,0.0,1.0,5281515,5283349,7762,10882,7632,31244,8025,16666,7519,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,wrong,10,10,0.0,0.5,5281515,5283349,7762,10882,7632,31244,8025,16666,7519,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,right,20,5,75.0,0.5,7460,7793,177,180,8186,8051,10722,12020,22873,5373603,7966,3776,7731,6054,7519,8118,16666,179,5634,2969,0,0,0,0,0,0,0,0,0,0
56,wrong,20,5,75.0,1.0,7460,7793,177,180,8186,8051,10722,12020,22873,5373603,7966,3776,7731,6054,7519,12232,91497,10890,7344,440967,0,0,0,0,0,0,0,0,0,0
56,wrong,20,5,75.0,0.25,7460,7793,177,180,8186,8051,10722,12020,22873,5373603,7966,3776,7731,6054,7519,12232,91497,10890,7344,440967,0,0,0,0,0,0,0,0,0,0
57,right,10,10,0.0,0.25,7632,3314,1140,8635,62336,7600,7762,443158,7059,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,wrong,10,10,0.0,0.5,1068,10722,91497,31272,7848,8130,7654,6736,8025,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,wrong,10,10,0.0,1.0,1068,10722,91497,31272,7848,8130,7654,6736,8025,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,right,30,1,96.67,1.0,1031,6989,8051,8103,62465,6501,7799,7749,91497,8797,7888,5634,10821,7991,7632,7654,7059,16666,15380,5373603,637511,7165,22201,6054,7793,180,22386,7762,31265,8148
58,wrong,30,1,96.67,0.5,1031,6989,8051,8103,62465,6501,7799,7749,91497,8797,7888,5634,10821,7991,7632,7654,7059,16666,15380,5373603,637511,7165,22201,6054,7793,180,22386,7762,31265,798
58,wrong,30,1,96.67,0.25,1031,6989,8051,8103,62465,6501,7799,7749,91497,8797,7888,5634,10821,7991,7632,7654,7059,16666,15380,5373603,637511,7165,22201,6054,7793,180,22386,7762,31265,798
59,right,10,1,90.0,1.0,7793,180,6654,2758,177,440917,7410,91497,8918,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,wrong,10,1,90.0,0.5,7793,180,6654,2758,177,440917,7410,91497,8918,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,wrong,10,1,90.0,0.25,7793,180,6654,2758,177,440917,7410,91497,8918,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,right,10,7,30.0,0.5,31276,5283349,8130,7654,1140,22386,24915,1068,7410,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,wrong,10,7,30.0,0.25,31276,5283349,8130,6054,7600,22873,7710,8858,8148,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,wrong,10,7,30.0,1.0,31276,5283349,8130,6054,7600,22873,7710,8858,8148,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,right,20,1,95.0,0.25,62444,2879,7762,6448,176,62465,16666,3776,326,7600,1060,4133,8091,1031,10722,7410,6590,443162,460,7059,0,0,0,0,0,0,0,0,0,0
61,wrong,20,1,95.0,1.0,62444,2879,7762,6448,176,62465,16666,3776,326,7600,1060,4133,8091,1031,10722,7410,6590,443162,460,612,0,0,0,0,0,0,0,0,0,0
61,wrong,20,1,95.0,0.5,62444,2879,7762,6448,176,62465,16666,3776,326,7600,1060,4133,8091,1031,10722,7410,6590,443162,460,612,0,0,0,0,0,0,0,0,0,0
62,right,20,1,95.0,0.5,8148,8186,8797,6544,1146,22873,31272,176,61016,637566,7921,10430,7848,326,91497,460,8025,637511,8030,7600,0,0,0,0,0,0,0,0,0,0
62,wrong,20,1,95.0,1.0,8148,8186,8797,6544,1146,22873,31272,176,61016,637566,7921,10430,7848,326,91497,460,8025,637511,8030,7749,0,0,0,0,0,0,0,0,0,0
62,wrong,20,1,95.0,0.25,8148,8186,8797,6544,1146,22873,31272,176,61016,637566,7921,10430,7848,326,91497,460,8025,637511,8030,7749,0,0,0,0,0,0,0,0,0,0
63,right,20,1,95.0,0.5,7714,10890,8051,7966,5283349,2969,2879,10882,10560,7600,177,8797,6590,7410,8635,62336,31244,62465,7848,11002,0,0,0,0,0,0,0,0,0,0
63,wrong,20,1,95.0,0.25,7714,10890,8051,7966,5283349,2969,2879,10882,10560,7600,177,8797,6590,7410,8635,62336,31244,62465,7848,10976,0,0,0,0,0,0,0,0,0,0
63,wrong,20,1,95.0,1.0,7714,10890,8051,7966,5283349,2969,2879,10882,10560,7600,177,8797,6590,7410,8635,62336,31244,62465,7848,10976,0,0,0,0,0,0,0,0,0,0
64,right,10,7,30.0,0.25,22873,240,1127,14286,8918,22386,12180,8797,7762,8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,wrong,10,7,30.0,0.5,22873,240,1127,180,12348,7731,5634,6501,6982,8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,wrong,10,7,30.0,1.0,22873,240,1127,180,12348,7731,5634,6501,6982,8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,right,10,4,60.0,0.25,8025,7762,62336,10430,7632,6501,3314,6184,22386,18827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,wrong,10,4,60.0,0.5,8025,7762,62336,10430,7632,6501,12232,31244,176,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,wrong,10,4,60.0,1.0,8025,7762,62336,10430,7632,6501,12232,31244,176,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,right,20,20,0.0,1.0,1127,22386,8148,443158,7710,7991,179,7966,31272,62444,12232,1060,8635,7363,10560,5634,7600,22201,7762,8030,0,0,0,0,0,0,0,0,0,0
66,wrong,20,20,0.0,0.5,6590,240,8118,7749,12348,7460,3776,3314,7059,7344,7888,24915,12178,7165,7654,8797,12020,6654,11509,11552,0,0,0,0,0,0,0,0,0,0
66,wrong,20,20,0.0,0.25,6590,240,8118,7749,12348,7460,3776,3314,7059,7344,7888,24915,12178,7165,7654,8797,12020,6654,11509,11552,0,0,0,0,0,0,0,0,0,0
67,right,20,1,95.0,0.5,7848,4133,8130,8051,22873,7150,31276,264,5373603,62433,11124,14286,240,18827,8892,61138,11002,460,8030,2758,0,0,0,0,0,0,0,0,0,0
67,wrong,20,1,95.0,1.0,7848,4133,8130,8051,22873,7150,31276,264,5373603,62433,11124,14286,240,18827,8892,61138,11002,460,8030,7460,0,0,0,0,0,0,0,0,0,0
67,wrong,20,1,95.0,0.25,7848,4133,8130,8051,22873,7150,31276,264,5373603,62433,11124,14286,240,18827,8892,61138,11002,460,8030,7460,0,0,0,0,0,0,0,0,0,0
68,right,10,1,90.0,0.5,7059,443162,637511,16666,7888,31276,11124,6654,8051,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,wrong,10,1,90.0,0.25,7059,443162,637511,16666,7888,31276,11124,6654,8051,31249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,wrong,10,1,90.0,1.0,7059,443162,637511,16666,7888,31276,11124,6654,8051,31249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,right,10,4,60.0,1.0,8030,798,7714,6448,8118,7731,10722,7762,10821,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,wrong,10,4,60.0,0.5,8030,798,7714,6448,8118,7731,62336,8635,999,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,wrong,10,4,60.0,0.25,8030,798,7714,6448,8118,7731,62336,8635,999,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,right,30,20,33.33,0.5,637566,1146,1127,7714,177,6989,5634,2969,10821,1031,10882,6448,15380,31272,7410,31244,7731,8797,11124,7966,6561,7991,5281515,8025,999,180,7059,18827,91497,7921
70,wrong,30,20,33.33,1.0,637566,1146,1127,7714,177,6989,5634,2969,10821,1031,11509,8892,62444,443162,7848,5373603,2879,12020,12367,440967,7632,8130,22386,7344,798,12180,7583,7519,5283349,1068
70,wrong,30,20,33.33,0.25,637566,1146,1127,7714,177,6989,5634,2969,10821,1031,11509,8892,62444,443162,7848,5373603,2879,12020,12367,440967,7632,8130,22386,7344,798,12180,7583,7519,5283349,1068
71,right,10,7,30.0,0.25,7519,2758,12367,18827,16666,22386,7991,8051,5634,31272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,wrong,10,7,30.0,0.5,7519,2758,12367,7714,6184,240,6982,1068,3776,12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,wrong,10,7,30.0,1.0,7519,2758,12367,7714,6184,240,6982,1068,3776,12180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,right,10,4,60.0,0.25,179,22873,8103,6544,8118,6501,637566,7799,22386,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,wrong,10,4,60.0,0.5,179,22873,8103,6544,8118,6501,22201,6561,7685,5283349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,wrong,10,4,60.0,1.0,179,22873,8103,6544,8118,6501,22201,6561,7685,5283349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,right,10,7,30.0,1.0,4133,8148,7654,61016,6989,22386,8130,31249,19310,7762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,wrong,10,7,30.0,0.5,4133,8148,7654,612,7731,7150,1031,7848,6654,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,wrong,10,7,30.0,0.25,4133,8148,7654,612,7731,7150,1031,7848,6654,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,right,30,30,0.0,0.5,4133,798,10821,7731,12741,7714,12367,1140,240,326,7762,91497,443162,62336,8051,6544,8030,8130,6561,8635,6448,62465,62444,11552,12020,26331,61016,15380,61138,24915
74,wrong,30,30,0.0,0.25,12232,7710,19310,440917,5373603,11002,8103,2758,7888,3776,10976,637566,10882,7344,10722,8797,3314,7848,2969,180,5283349,6736,31265,7059,460,1127,22873,5281515,7460,7966
74,wrong,30,30,0.0,1.0,12232,7710,19310,440917,5373603,11002,8103,2758,7888,3776,10976,637566,10882,7344,10722,8797,3314,7848,2969,180,5283349,6736,31265,7059,460,1127,22873,5281515,7460,7966
75,right,20,15,25.0,1.0,798,5373603,22873,7519,443162,612,7165,7685,7793,6982,6184,7344,8858,7463,62336,22201,31249,26331,12180,12232,0,0,0,0,0,0,0,0,0,0
75,wrong,20,15,25.0,0.5,798,5373603,22873,7519,443162,15380,999,6448,637511,1146,5283349,12020,12367,176,454,6544,179,62444,8130,10821,0,0,0,0,0,0,0,0,0,0
75,wrong,20,15,25.0,0.25,798,5373603,22873,7519,443162,15380,999,6448,637511,1146,5283349,12020,12367,176,454,6544,179,62444,8130,10821,0,0,0,0,0,0,0,0,0,0
76,right,20,10,50.0,1.0,22201,8892,7654,7966,7799,10430,61138,10976,8030,10722,7921,8091,7583,16666,8797,22873,6184,8103,6654,7600,0,0,0,0,0,0,0,0,0,0
76,wrong,20,10,50.0,0.25,22201,8892,7654,7966,7799,10430,61138,10976,8030,10722,31249,6590,7991,8118,440967,91497,62465,4133,10890,19310,0,0,0,0,0,0,0,0,0,0
76,wrong,20,10,50.0,0.5,22201,8892,7654,7966,7799,10430,61138,10976,8030,10722,31249,6590,7991,8118,440967,91497,62465,4133,10890,19310,0,0,0,0,0,0,0,0,0,0
77,right,20,20,0.0,1.0,6982,14286,1146,11509,8051,8148,61138,10882,7749,7731,8103,18827,1031,12367,7793,7762,91497,8025,7799,19310,0,0,0,0,0,0,0,0,0,0
77,wrong,20,20,0.0,0.25,3776,240,6590,177,637511,24915,8091,1068,443162,179,6736,176,8858,8118,62336,8186,5281515,8797,7165,10821,0,0,0,0,0,0,0,0,0,0
77,wrong,20,20,0.0,0.5,3776,240,6590,177,637511,24915,8091,1068,443162,179,6736,176,8858,8118,62336,8186,5281515,8797,7165,10821,0,0,0,0,0,0,0,0,0,0
78,right,30,30,0.0,1.0,637566,7344,1060,31272,12178,1140,6544,6448,7463,7600,7793,612,19310,5281168,5283349,240,7731,326,8051,8918,1068,5373603,7363,6501,798,8030,14286,7583,5634,62444
78,wrong,30,30,0.0,0.5,10821,7966,10430,7749,8025,8148,8186,7991,443162,179,16666,8048,4133,62465,12367,6054,2758,8797,8130,12741,8892,176,440917,11552,177,7921,637511,8118,61138,62336
78,wrong,30,30,0.0,0.25,10821,7966,10430,7749,8025,8148,8186,7991,443162,179,16666,8048,4133,62465,12367,6054,2758,8797,8130,12741,8892,176,440917,11552,177,7921,637511,8118,61138,62336
79,right,20,10,50.0,0.25,3776,8130,24915,8048,62433,31249,2879,7632,10890,7991,326,7921,10882,6590,8051,8635,3314,12178,440917,1068,0,0,0,0,0,0,0,0,0,0
79,wrong,20,10,50.0,1.0,3776,8130,24915,8048,62433,31249,2879,7632,10890,7991,6054,7888,443162,7749,7363,2969,261,177,7793,460,0,0,0,0,0,0,0,0,0,0
79,wrong,20,10,50.0,0.5,3776,8130,24915,8048,62433,31249,2879,7632,10890,7991,6054,7888,443162,7749,7363,2969,261,177,7793,460,0,0,0,0,0,0,0,0,0,0
80,right,10,7,30.0,0.5,10560,3314,2758,12741,176,11552,7654,7762,6448,22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,wrong,10,7,30.0,1.0,10560,3314,2758,1068,11509,16666,1127,6590,10890,440967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,wrong,10,7,30.0,0.25,10560,3314,2758,1068,11509,16666,1127,6590,10890,440967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,right,20,5,75.0,0.25,5634,1060,6590,7654,3776,62465,5281515,176,443162,10821,12232,7363,6501,180,8148,22386,7762,7921,7710,12741,0,0,0,0,0,0,0,0,0,0
81,wrong,20,5,75.0,0.5,5634,1060,6590,7654,3776,62465,5281515,176,443162,10821,12232,7363,6501,180,8148,8797,7749,6982,7991,1146,0,0,0,0,0,0,0,0,0,0
81,wrong,20,5,75.0,1.0,5634,1060,6590,7654,3776,62465,5281515,176,443162,10821,12232,7363,6501,180,8148,8797,7749,6982,7991,1146,0,0,0,0,0,0,0,0,0,0
82,right,10,1,90.0,1.0,3776,12741,8148,8918,6448,10722,7632,6544,5281515,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,wrong,10,1,90.0,0.5,3776,12741,8148,8918,6448,10722,7632,6544,5281515,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,wrong,10,1,90.0,0.25,3776,12741,8148,8918,6448,10722,7632,6544,5281515,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,right,20,10,50.0,0.5,8797,1140,3314,8103,999,6544,7460,8118,11552,7749,5634,12348,62444,11124,2879,22873,31244,326,3776,637511,0,0,0,0,0,0,0,0,0,0
83,wrong,20,10,50.0,1.0,8797,1140,3314,8103,999,6544,7460,8118,11552,7749,7685,31249,180,6590,91497,10560,7410,7059,6501,6448,0,0,0,0,0,0,0,0,0,0
83,wrong,20,10,50.0,0.25,8797,1140,3314,8103,999,6544,7460,8118,11552,7749,7685,31249,180,6590,91497,10560,7410,7059,6501,6448,0,0,0,0,0,0,0,0,0,0
84,right,20,20,0.0,1.0,1127,7363,7991,8103,8858,12232,6544,12741,7731,7793,7463,31276,637566,7848,6654,1060,31249,1068,177,1146,0,0,0,0,0,0,0,0,0,0
84,wrong,20,20,0.0,0.5,6501,7632,61138,24915,179,460,6982,5281168,8892,62444,12178,19310,6184,7059,6448,8048,180,11552,10821,6736,0,0,0,0,0,0,0,0,0,0
84,wrong,20,20,0.0,0.25,6501,7632,61138,24915,179,460,6982,5281168,8892,62444,12178,19310,6184,7059,6448,8048,180,11552,10821,6736,0,0,0,0,0,0,0,0,0,0
85,right,10,10,0.0,0.25,31276,8858,22386,261,7762,1146,1068,4133,240,8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,wrong,10,10,0.0,1.0,62444,6736,91497,62465,15380,7519,7921,10821,7654,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,wrong,10,10,0.0,0.5,62444,6736,91497,62465,15380,7519,7921,10821,7654,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,right,30,1,96.67,0.5,177,179,1068,7363,7799,7600,12020,6544,11509,8091,7966,1127,8048,8103,3314,443158,14286,7749,7888,12741,10890,91497,2879,12178,7991,22201,7793,2969,240,6184
86,wrong,30,1,96.67,0.25,177,179,1068,7363,7799,7600,12020,6544,11509,8091,7966,1127,8048,8103,3314,443158,14286,7749,7888,12741,10890,91497,2879,12178,7991,22201,7793,2969,240,8635
86,wrong,30,1,96.67,1.0,177,179,1068,7363,7799,7600,12020,6544,11509,8091,7966,1127,8048,8103,3314,443158,14286,7749,7888,12741,10890,91497,2879,12178,7991,22201,7793,2969,240,8635
87,right,10,1,90.0,0.25,7848,3776,7799,7344,14286,31276,177,176,12178,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,wrong,10,1,90.0,1.0,7848,3776,7799,7344,14286,31276,177,176,12178,12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,wrong,10,1,90.0,0.5,7848,3776,7799,7344,14286,31276,177,176,12178,12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,right,10,1,90.0,0.5,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,wrong,10,1,90.0,0.25,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,26331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,wrong,10,1,90.0,1.0,5283349,10560,7519,6054,7363,8130,18827,8091,5373603,26331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,right,30,1,96.67,0.5,91497,7463,11509,7710,6982,10722,12348,2879,1031,460,11552,7632,798,7519,176,326,15380,7888,4133,3314,7848,6544,12178,8030,31249,7749,1127,6736,61138,261
89,wrong,30,1,96.67,0.25,91497,7463,11509,7710,6982,10722,12348,2879,1031,460,11552,7632,798,7519,176,326,15380,7888,4133,3314,7848,6544,12178,8030,31249,7749,1127,6736,61138,8103
89,wrong,30,1,96.67,1.0,91497,7463,11509,7710,6982,10722,12348,2879,1031,460,11552,7632,798,7519,176,326,15380,7888,4133,3314,7848,6544,12178,8030,31249,7749,1127,6736,61138,8103
90,right,10,1,90.0,1.0,443158,240,460,14286,7848,12348,8797,7749,443162,8892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,wrong,10,1,90.0,0.5,443158,240,460,14286,7848,12348,8797,7749,443162,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,wrong,10,1,90.0,0.25,443158,240,460,14286,7848,12348,8797,7749,443162,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,right,30,30,0.0,0.5,637511,440967,15380,3776,8892,11552,5634,6054,11509,1127,10560,7632,7731,10722,180,179,10882,19310,798,5373603,7793,61016,6654,22873,8918,3314,2969,261,12232,637566
91,wrong,30,30,0.0,1.0,7165,10430,22201,2758,7059,24915,7888,1060,7991,7654,454,6982,8797,7921,7583,1140,12741,1031,443162,7410,12367,91497,26331,7749,8030,6736,62444,7600,7762,8148
91,wrong,30,30,0.0,0.25,7165,10430,22201,2758,7059,24915,7888,1060,7991,7654,454,6982,8797,7921,7583,1140,12741,1031,443162,7410,12367,91497,26331,7749,8030,6736,62444,7600,7762,8148
92,right,10,7,30.0,0.25,3314,1068,6184,6590,264,22386,62465,10821,10430,22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,wrong,10,7,30.0,0.5,3314,1068,6184,2879,24915,443158,7991,7888,7749,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,wrong,10,7,30.0,1.0,3314,1068,6184,2879,24915,443158,7991,7888,7749,7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,right,30,20,33.33,1.0,8918,798,5283349,2969,14286,443162,6654,22386,6561,5373603,5634,1146,999,7583,1031,454,22873,31265,7685,6982,7799,6590,10560,16666,7710,2879,12178,11124,7344,5281168
