"OR"	"concentration"	"NormalizedLuc"	"Odor"	"Date"
1129	0.001	0.9268627	1325	120310
1129	1e-05	4.851628	1325	11911
1129	1.3717421e-05	7.0851483	1325	52411
1129	0.01	NA	1325	120310
1129	0.001	8.128507	1325	11911
1129	1e-05	0.27223754	1325	120310
1129	1e-05	4.855038	1325	11911
1129	0.001	1.2014173	1325	120310
1129	1e-08	0.37532023	1325	121410
1129	1e-06	4.444257	1325	11911
1129	0.0011111111	8.822771	1325	52411
1129	1e-08	0.23180957	1325	120310
1129	1e-07	0.32183558	1325	121410
1129	1e-04	0.4814273	1325	120310
1129	1e-12	4.477878	1325	52411
1129	1e-04	0.3757759	1325	120310
1134	1e-06	0.18771842	1337	20111
1134	1e-05	0.29064766	1326	20111
1134	1e-07	0.23233838	1326	20111
1134	1e-08	0.23908205	1326	20111
1134	1e-06	0.25668386	1326	20111
1134	1e-12	0.28342116	1326	20111
1134	0.001	0.94723207	1326	20111
1134	0.01	0.70498085	1337	20111
1134	1e-12	0.16209814	1337	20111
1134	1e-07	0.2466837	1326	20111
1134	0.001	0.39530334	1337	20111
1134	0.01	0.5986125	1326	20111
1134	1e-05	0.24027127	1337	20111
1134	1e-04	0.4570922	1326	20111
1134	0.001	0.91346973	1326	20111
1134	1e-08	0.2813889	1326	20111
1134	0.001	0.45497102	1337	20111
1134	1e-04	0.38582677	1337	20111
1134	1e-12	0.17964454	1337	20111
1134	1e-08	0.18609658	1337	20111
1134	1e-07	0.16149649	1337	20111
1134	1e-05	0.3411892	1326	20111
1134	1e-05	0.20052123	1337	20111
1134	1e-06	0.13327275	1337	20111
1134	0.01	0.59090906	1337	20111
1134	0.01	0.62639594	1326	20111
1134	1e-06	0.28120562	1326	20111
1134	1e-08	0.2455511	1326	20111
1134	1e-04	0.3834488	1326	20111
1134	1e-05	0.19659643	1337	20111
1134	1e-06	0.18660659	1337	20111
1134	1e-07	0.1837957	1337	20111
1134	1e-07	0.1574655	1337	20111
1134	1e-07	0.24049757	1326	20111
1134	1e-04	0.5037271	1326	20111
1134	1e-08	0.14648513	1337	20111
1134	1e-05	0.4008225	1326	20111
1134	1e-12	0.2493814	1326	20111
1134	1e-12	0.17167222	1337	20111
1134	1e-08	0.1846568	1337	20111
1134	0.01	0.50695014	1326	20111
1134	1e-12	0.25358132	1326	20111
1134	0.001	0.9069364	1326	20111
1134	1e-04	0.32018825	1337	20111
1134	1e-06	0.27375826	1326	20111
1134	0.01	0.7010676	1337	20111
1134	1e-04	0.3616565	1337	20111
1134	0.001	0.42874694	1337	20111
1136	1e-06	0.30604568	1326	20111
1136	1e-07	0.23192167	1326	20111
1136	1e-06	0.26190153	1326	20111
1136	0.01	0.53828305	1326	20111
1136	1e-07	0.25172943	1326	20111
1136	1e-05	0.35657144	1326	20111
1136	0.001	0.9936664	1326	20111
1136	1e-08	0.21589649	1326	20111
1136	1e-07	0.23190333	1326	20111
1136	1e-12	0.26600185	1326	20111
1136	0.001	0.96025246	1326	20111
1136	0.001	0.95	1326	20111
1136	0.01	0.4987437	1326	20111
1136	1e-08	0.23370202	1326	20111
1136	1e-04	0.5288811	1326	20111
1136	1e-08	0.20828626	1326	20111
1136	1e-04	0.48175013	1326	20111
1136	0.01	0.4117647	1326	20111
1136	1e-05	0.33414453	1326	20111
1136	1e-04	0.6184177	1326	20111
1136	1e-05	0.35628113	1326	20111
1136	1e-12	0.26652074	1326	20111
1136	1e-06	0.34271777	1326	20111
1136	1e-12	0.24189883	1326	20111
1137	0.001	0.6899452	1326	20111
1137	1e-06	0.16991246	1326	20111
1137	1e-07	0.1583462	1326	20111
1137	0.001	0.6496864	1326	20111
1137	0.01	0.47865853	1326	20111
1137	1e-04	0.12304891	1330	20111
1137	1e-04	0.27735978	1326	20111
1137	1e-04	0.2942244	1326	20111
1137	1e-05	0.19113174	1326	20111
1137	0.01	0.161208	1330	20111
1137	1e-05	0.1515748	1330	20111
1137	1e-08	0.14373831	1326	20111
1137	1e-06	0.13171616	1330	20111
1137	0.01	0.5283019	1326	20111
1137	1e-12	0.15993038	1330	20111
1137	1e-06	0.1735231	1326	20111
1137	1e-12	0.1545853	1326	20111
1137	1e-05	0.19448206	1326	20111
1137	1e-07	0.18030304	1326	20111
1137	1e-12	0.15503024	1330	20111
1137	1e-07	0.12083823	1330	20111
1137	0.01	0.42433697	1326	20111
1137	1e-08	0.13304624	1330	20111
1137	0.001	0.1199329	1330	20111
1137	1e-05	0.12354201	1330	20111
1137	1e-04	0.32440323	1326	20111
1137	0.01	0.17335473	1330	20111
1137	1e-08	0.16274165	1326	20111
1137	0.001	0.11420944	1330	20111
1137	1e-08	0.1294411	1330	20111
1137	0.001	0.6543509	1326	20111
1137	1e-06	0.19284977	1326	20111
1137	1e-06	0.18892083	1330	20111
1137	1e-12	0.16735752	1326	20111
1137	0.01	0.13030747	1330	20111
1137	1e-04	0.14770214	1330	20111
1137	1e-07	0.14433226	1330	20111
1137	1e-04	0.1258796	1330	20111
1137	1e-05	0.20480147	1326	20111
1137	1e-07	0.18338259	1326	20111
1137	1e-07	0.15960452	1330	20111
1137	1e-08	0.14457831	1330	20111
1137	1e-06	0.1548913	1330	20111
1137	0.001	0.12787239	1330	20111
1137	1e-08	0.15220806	1326	20111
1137	1e-12	0.1563153	1330	20111
1137	1e-05	0.13354187	1330	20111
1137	1e-12	0.14679457	1326	20111
1142	0.001	0.5985401	1341	120310
1142	1e-04	0.24820617	1315	120710
1142	0.01	NA	1341	120310
1142	1e-07	0.21889548	1315	120710
1142	1e-04	0.7044394	1341	120310
1142	1e-07	0.2582529	1117	121410
1142	1e-05	0.25944737	1315	120710
1142	1e-08	0.22833742	1117	121410
1142	1e-08	0.21956073	1067	121410
1142	1e-08	0.2033615	1315	120710
1142	1e-04	0.6142473	1341	120310
1142	1e-06	0.27672243	1315	120710
1142	1e-04	0.28306785	1117	121410
1142	1e-05	0.24664697	1341	120310
1142	1e-12	0.19026946	1067	121410
1142	1e-06	1.4142712	1396	20111
1142	1e-08	0.21685447	1341	120310
1142	1e-05	0.24503817	1117	121410
1142	1e-05	0.25065023	1315	120710
1142	0.01	NA	1396	20111
1142	0.001	0.20381795	1315	120710
1142	1e-04	7.1646953	1396	20111
1142	0.01	NA	1341	120310
1142	0.001	0.73257697	1341	120310
1142	1e-06	0.22616474	1117	121410
1142	0.01	0.16291313	1315	120710
1142	0.001	0.18571107	1315	120710
1142	1e-06	0.22099905	1341	120310
1142	0.01	0.17231898	1315	120710
1142	1e-06	0.20256205	1117	121410
1142	1e-07	0.21113539	1067	121410
1142	1e-12	0.21166977	1067	121410
1142	0.01	0.18450727	1067	121410
1142	1e-06	0.23996265	1315	120710
1142	1e-07	0.22737326	1315	120710
1142	1e-05	7.2917233	1396	20111
1142	1e-12	0.22388747	1117	121410
1142	1e-07	0.28578132	1396	20111
1142	1e-04	0.2253368	1315	120710
1142	1e-05	0.082542434	1396	20111
1142	1e-05	0.26464805	1341	120310
1142	1e-12	0.2116819	1341	120310
1142	0.001	0.2472592	1067	121410
1142	1e-05	0.25443122	1067	121410
1142	1e-12	0.19432984	1341	120310
1142	1e-07	0.2147591	1117	121410
1142	0.001	10.815702	1396	20111
1142	1e-12	0.22640917	1315	120710
1142	0.001	0.21161826	1117	121410
1142	1e-05	0.15438858	1117	121410
1142	1e-04	0.1938883	1117	121410
1142	0.01	NA	1396	20111
1142	1e-06	0.22048008	1067	121410
1142	1e-06	0.1824914	1341	120310
1142	1e-06	0.2544545	1067	121410
1142	1e-07	0.21719015	1067	121410
1142	1e-05	0.25549525	1067	121410
1142	1e-08	0.19598694	1396	20111
1142	1e-05	4.4857097	1396	20111
1142	0.001	0.22474304	1117	121410
1142	1e-07	0.2154289	1341	120310
1142	0.01	1.8895147	1117	121410
1142	0.01	0.78296256	1117	121410
1142	1e-05	0.2873835	1341	120310
1142	1e-12	0.16545478	1396	20111
1142	1e-04	10.72284	1396	20111
1142	0.001	0.33030555	1067	121410
1142	1e-07	0.20667003	1341	120310
1142	1e-06	0.25168252	1396	20111
1142	1e-12	0.15318556	1396	20111
1142	1e-04	0.25216055	1067	121410
1142	1e-06	2.0301707	1396	20111
1142	1e-08	0.23643118	1117	121410
1142	1e-08	0.24663928	1067	121410
1142	0.001	13.142302	1396	20111
1142	1e-08	0.25779697	1315	120710
1142	0.01	0.2055707	1315	120710
1142	1e-08	0.062190175	1396	20111
1142	1e-07	0.24425921	1396	20111
1142	1e-07	0.27017957	1396	20111
1142	1e-08	0.19013916	1067	121410
1142	1e-04	0.57107115	1341	120310
1142	1e-08	0.21416654	1341	120310
1142	1e-07	0.23238358	1067	121410
1142	1e-06	0.20998444	1341	120310
1142	1e-12	0.2328559	1117	121410
1142	1e-07	0.22020757	1341	120310
1142	1e-04	10.572875	1396	20111
1142	0.01	0.18097754	1067	121410
1142	1e-06	0.1979036	1067	121410
1142	1e-04	0.25431564	1067	121410
1142	1e-05	0.25811252	1315	120710
1142	1e-12	0.27982172	1117	121410
1142	1e-06	0.28983903	1315	120710
1142	0.001	0.24328259	1315	120710
1142	1e-12	0.26589596	1315	120710
1142	1e-04	0.20826282	1315	120710
1142	1e-08	0.16993052	1396	20111
1142	1e-05	0.23947726	1067	121410
1142	0.001	10.649449	1396	20111
1142	0.001	0.2007462	1117	121410
1142	1e-12	0.26760015	1315	120710
1142	0.01	NA	1396	20111
1142	1e-04	0.2648258	1117	121410
1142	1e-08	0.25144085	1315	120710
1142	1e-04	0.30399483	1067	121410
1142	1e-12	0.19258256	1067	121410
1142	1e-06	0.22622152	1117	121410
1142	0.001	1.100082	1341	120310
1142	1e-12	0.28692555	1396	20111
1142	0.01	0.23650794	1067	121410
1142	1e-07	0.23440969	1315	120710
1142	0.01	2.368662	1117	121410
1142	0.001	0.3125	1067	121410
1142	1e-08	0.27509922	1117	121410
1142	1e-07	0.24605232	1117	121410
1142	1e-12	0.21128139	1341	120310
1142	1e-08	0.19237013	1341	120310
1142	0.01	NA	1341	120310
1142	1e-05	0.30924183	1117	121410
1155	0.01	0.4442562	1325	20111
1155	1e-04	0.19768813	1325	20111
1155	1e-05	0.173107	1325	20111
1155	1e-07	0.19245091	1325	20111
1155	1e-06	0.20362571	1325	20111
1155	0.001	0.3410281	1325	20111
1155	0.001	0.33231708	1325	20111
1155	1e-08	0.23858495	1325	20111
1155	1e-06	0.21757595	1325	20111
1155	0.001	0.33916527	1325	20111
1155	1e-12	0.21858026	1325	20111
1155	1e-04	0.23853211	1325	20111
1155	0.01	0.35595238	1325	20111
1155	1e-07	0.22678572	1325	20111
1155	1e-12	0.2164541	1325	20111
1155	1e-05	0.20934878	1325	20111
1155	1e-07	0.19368184	1325	20111
1155	1e-08	0.20271023	1325	20111
1155	1e-04	0.22690763	1325	20111
1155	0.01	0.38137254	1325	20111
1155	1e-08	0.20131181	1325	20111
1155	1e-05	0.1735107	1325	20111
1155	1e-06	0.2182472	1325	20111
1155	1e-12	0.18611251	1325	20111
1158	1e-08	0.08795602	1113	11911
1158	0.01	0.8481203	1113	11911
1158	1e-12	0.07132708	1113	11911
1158	1e-05	0.08819153	1113	11911
1158	1e-08	0.072037704	1113	11911
1158	1e-04	0.07584523	1113	11911
1158	0.001	0.09533128	1113	11911
1158	0.01	1.2674509	1113	11911
1158	1e-12	0.09103432	1113	11911
1158	1e-12	0.08613039	1113	11911
1158	1e-07	0.07710752	1113	11911
1158	1e-04	0.088739045	1113	11911
1158	0.01	1.0284005	1113	11911
1158	0.001	0.088809945	1113	11911
1158	1e-05	0.07289696	1113	11911
1158	1e-06	0.08071538	1113	11911
1158	1e-07	0.06920542	1113	11911
1158	1e-06	0.08094063	1113	11911
1158	1e-04	0.08337156	1113	11911
1158	1e-08	0.081284314	1113	11911
1158	1e-06	0.08207587	1113	11911
1158	0.001	0.10188044	1113	11911
1158	1e-07	0.082852125	1113	11911
1158	1e-05	0.093079075	1113	11911
1161	0.001	0.80027455	1309	113010
1161	0.01	0.84931505	1309	113010
1161	1e-09	0.15165289	1290	120310
1161	1e-12	0.38176107	1309	113010
1161	1e-04	0.95616436	1309	113010
1161	0.01	0.82198954	1309	113010
1161	1e-06	0.15800902	1290	120310
1161	1e-08	0.4737456	1309	113010
1161	1e-10	0.15871409	1290	120310
1161	1e-14	0.17170131	1290	120310
1161	1e-08	0.42585662	1309	113010
1161	1e-07	0.1540488	1290	120310
1161	1e-12	0.38680342	1309	113010
1161	1e-05	0.7406855	1309	113010
1161	1e-14	0.14682858	1290	120310
1161	1e-12	0.37093794	1309	113010
1161	1e-06	0.15446243	1290	120310
1161	0.01	1.0857143	1309	113010
1161	1e-14	0.14876445	1290	120310
1161	1e-06	0.51367074	1309	113010
1161	1e-04	0.8228871	1309	113010
1161	0.001	0.77329975	1309	113010
1161	1e-04	0.4001375	1290	120310
1161	1e-09	0.16375495	1290	120310
1161	1e-07	0.45614034	1309	113010
1161	1e-04	0.46305686	1290	120310
1161	0.001	0.7173739	1309	113010
1161	1e-07	0.13964665	1290	120310
1161	1e-05	0.13744333	1290	120310
1161	1e-09	0.13399895	1290	120310
1161	1e-08	0.17184466	1290	120310
1161	1e-08	0.12420753	1290	120310
1161	1e-05	0.46705687	1309	113010
1161	1e-06	0.14954722	1290	120310
1161	1e-04	0.8528413	1309	113010
1161	1e-07	0.48788548	1309	113010
1161	1e-05	0.16645327	1290	120310
1161	1e-10	0.14270581	1290	120310
1161	1e-05	0.6296645	1309	113010
1161	1e-05	0.13537255	1290	120310
1161	1e-04	0.37093934	1290	120310
1161	1e-07	0.14614458	1290	120310
1161	1e-06	0.6345563	1309	113010
1161	1e-08	0.13759243	1290	120310
1161	1e-07	0.5496059	1309	113010
1161	1e-08	0.41763526	1309	113010
1161	1e-06	0.46337712	1309	113010
1161	1e-10	0.14373998	1290	120310
1162	1e-04	0.4211753	1290	120310
1162	1e-06	0.1156736	1290	120310
1162	1e-10	0.1689253	1290	120310
1162	1e-08	0.1121758	1290	120310
1162	1e-10	0.1176366	1290	120310
1162	1e-14	0.1560757	1290	120310
1162	1e-07	0.1231691	1290	120310
1162	1e-07	0.1528415	1290	120310
1162	1e-14	0.1818763	1290	120310
1162	1e-09	0.1527934	1290	120310
1162	1e-05	0.1193322	1290	120310
1162	1e-09	0.1609334	1290	120310
1162	1e-04	0.3163207	1290	120310
1162	1e-08	0.1318809	1290	120310
1162	1e-05	0.1404998	1290	120310
1162	1e-10	0.1260124	1290	120310
1162	1e-06	0.1525922	1290	120310
1162	1e-14	0.1423318	1290	120310
1162	1e-08	0.1236388	1290	120310
1162	1e-06	0.1135239	1290	120310
1162	1e-07	0.1342058	1290	120310
1162	1e-09	0.1473715	1290	120310
1162	1e-04	0.316652	1290	120310
1162	1e-05	0.1334497	1290	120310
1163	1e-07	0.49026752	1309	113010
1163	1e-12	0.3876522	1309	113010
1163	0.001	1.2482325	1309	113010
1163	1e-08	0.414475	1309	113010
1163	1e-12	0.3668624	1309	113010
1163	1e-12	0.3998261	1309	113010
1163	1e-05	0.8937933	1309	113010
1163	1e-07	0.40705314	1309	113010
1163	1e-07	0.46663946	1309	113010
1163	1e-06	0.53090364	1309	113010
1163	1e-05	0.6421725	1309	113010
1163	1e-06	0.5037396	1309	113010
1163	1e-08	0.37230146	1309	113010
1163	1e-08	0.5023666	1309	113010
1163	0.01	NA	1309	113010
1163	0.001	1.7270201	1309	113010
1163	1e-06	0.52021474	1309	113010
1163	0.01	NA	1309	113010
1163	1e-04	1.1806245	1309	113010
1163	1e-05	0.7674654	1309	113010
1163	0.01	NA	1309	113010
1163	1e-04	1.388045	1309	113010
1163	1e-04	1.1542425	1309	113010
1163	0.001	1.6943991	1309	113010
1164	1e-12	0.10786474	1410	11911
1164	1e-04	0.21312045	1342	111610
1164	1e-05	0.18120806	1342	111610
1164	1e-08	0.3500547	1342	111610
1164	1e-05	0.2343394	1342	111610
1164	1e-07	0.2390659	1342	111610
1164	0.01	0.39637163	1342	111610
1164	1e-06	0.22298793	1342	111610
1164	1e-07	0.32093835	1342	111610
1164	1e-04	0.0971091	1410	11911
1164	1e-05	0.08193356	1410	11911
1164	0.001	0.07571129	1410	11911
1164	1e-08	0.295583	1342	111610
1164	1e-07	0.07887324	1410	11911
1164	1e-12	0.39002344	1342	111610
1164	0.01	0.060972333	1410	11911
1164	1e-06	0.23098658	1342	111610
1164	1e-04	0.09475973	1410	11911
1164	1e-08	0.1173017	1410	11911
1164	1e-04	0.2107574	1342	111610
1164	1e-12	0.36525136	1342	111610
1164	0.001	0.09143303	1410	11911
1164	1e-05	0.07675099	1410	11911
1164	1e-06	0.09323666	1410	11911
1164	1e-06	0.25044763	1342	111610
1164	1e-06	0.07904023	1410	11911
1164	1e-05	0.07984977	1410	11911
1164	0.001	0.2684078	1342	111610
1164	1e-07	0.0888299	1410	11911
1164	0.01	0.06178968	1410	11911
1164	1e-07	0.3058801	1342	111610
1164	1e-08	0.09783899	1410	11911
1164	0.01	0.5382151	1342	111610
1164	1e-08	0.08798283	1410	11911
1164	1e-07	0.09230038	1410	11911
1164	1e-12	0.10189781	1410	11911
1164	0.001	0.28700453	1342	111610
1164	0.001	0.08414425	1410	11911
1164	1e-04	0.25797942	1342	111610
1164	1e-05	0.28144577	1342	111610
1164	0.01	0.417304	1342	111610
1164	1e-08	0.3199469	1342	111610
1164	1e-12	0.08863282	1410	11911
1164	0.01	0.0622665	1410	11911
1164	1e-12	0.4118986	1342	111610
1164	1e-06	0.09605692	1410	11911
1164	1e-04	0.09552402	1410	11911
1164	0.001	0.22494802	1342	111610
1172	0.001	0.3430577	1323	120710
1172	0.001	0.3705222	1323	120710
1172	1e-05	0.27618363	1323	120710
1172	1e-06	0.30483785	1323	120710
1172	1e-08	0.3305325	1323	120710
1172	1e-12	0.38539785	1323	120710
1172	0.01	0.28791666	1323	120710
1172	0.01	0.2666232	1323	120710
1172	1e-04	0.3181393	1323	120710
1172	1e-06	0.34221482	1323	120710
1172	1e-05	0.29053846	1323	120710
1172	1e-05	0.24110843	1323	120710
1172	1e-04	0.3246662	1323	120710
1172	1e-12	0.4209005	1323	120710
1172	1e-04	0.30836913	1323	120710
1172	1e-07	0.3368337	1323	120710
1172	0.01	0.25234365	1323	120710
1172	1e-07	0.33048803	1323	120710
1172	1e-06	0.29875284	1323	120710
1172	1e-12	0.34079066	1323	120710
1172	1e-07	0.28772846	1323	120710
1172	1e-08	0.3339496	1323	120710
1172	1e-08	0.30320823	1323	120710
1172	0.001	0.36349207	1323	120710
1183	1e-12	2.1796496	1191	113010
1183	1e-04	7.2214375	1191	113010
1183	1e-06	6.56193	1191	113010
1183	0.01	NA	1191	113010
1183	0.001	6.8873324	1191	113010
1183	1e-07	5.1104784	1191	113010
1183	1e-05	6.7120085	1191	113010
1183	0.001	8.192819	1191	113010
1183	1e-04	8.764445	1191	113010
1183	1e-05	7.0768757	1191	113010
1183	0.01	NA	1191	113010
1183	1e-07	4.450788	1191	113010
1183	1e-12	1.9726121	1191	113010
1183	1e-08	3.7523236	1191	113010
1183	1e-12	2.1559734	1191	113010
1183	1e-08	4.083905	1191	113010
1183	0.01	NA	1191	113010
1183	0.001	8.865847	1191	113010
1183	1e-07	5.40076	1191	113010
1183	1e-06	6.083373	1191	113010
1183	1e-06	6.0308523	1191	113010
1183	1e-04	9.286818	1191	113010
1183	1e-08	3.1296508	1191	113010
1183	1e-05	6.178092	1191	113010
1185	1e-05	0.19376922	1296	20111
1185	0.001	0.1647453	1296	20111
1185	1e-06	0.22269212	1296	20111
1185	1e-07	0.19374911	1296	20111
1185	1e-04	0.21007289	1296	20111
1185	1e-04	0.23099071	1296	20111
1185	1e-08	0.22572783	1296	20111
1185	1e-12	0.207382	1296	20111
1185	1e-08	0.19415016	1296	20111
1185	0.001	0.19683258	1296	20111
1185	1e-06	0.18836677	1296	20111
1185	1e-07	0.18797393	1296	20111
1185	1e-06	0.18795769	1296	20111
1185	1e-12	0.21552366	1296	20111
1185	1e-07	0.17228885	1296	20111
1185	1e-05	0.21823946	1296	20111
1185	0.01	0.19585063	1296	20111
1185	1e-12	0.22835678	1296	20111
1185	0.01	0.23611748	1296	20111
1185	1e-04	0.23183963	1296	20111
1185	1e-08	0.18284313	1296	20111
1185	0.01	0.18508287	1296	20111
1185	1e-05	0.24421237	1296	20111
1185	0.001	0.23602143	1296	20111
1190	1e-07	0.23187004	1308	120710
1190	0.01	0.41100323	1308	120710
1190	1e-06	0.31129175	1308	120710
1190	0.001	0.32465017	1308	120710
1190	0.01	0.6044776	1308	120710
1190	1e-04	0.31340834	1308	120710
1190	0.001	0.51428574	1308	120710
1190	1e-06	0.30583125	1308	120710
1190	1e-07	0.2948175	1308	120710
1190	1e-05	0.33884817	1308	120710
1190	1e-04	0.3883985	1308	120710
1190	1e-08	0.36409634	1308	120710
1190	1e-05	0.26396152	1308	120710
1190	1e-12	0.36973283	1308	120710
1190	1e-05	0.30963457	1308	120710
1190	0.01	0.37864077	1308	120710
1190	0.001	0.4059623	1308	120710
1190	1e-12	0.36962524	1308	120710
1190	1e-07	0.36780822	1308	120710
1190	1e-12	0.37210217	1308	120710
1190	1e-08	0.26273885	1308	120710
1190	1e-06	0.31450802	1308	120710
1190	1e-08	0.33210635	1308	120710
1190	1e-04	0.3268014	1308	120710
1193	1e-08	0.4949209	1326	111210
1193	1e-07	0.4361245	1326	111210
1193	1e-08	0.50398743	1326	111210
1193	1e-06	0.47354466	1326	111210
1193	1e-07	0.51371676	1326	111210
1193	1e-12	0.2589156	1326	112310
1193	0.01	1.5620689	1081	20111
1193	1e-05	0.49975154	1326	112310
1193	1e-05	0.23345843	1081	20111
1193	1e-06	0.46069404	1326	111210
1193	1e-07	0.26782966	1326	112310
1193	1e-07	0.2853624	1326	112310
1193	1e-10	0.16318928	1290	120310
1193	1e-12	0.46067074	1326	111210
1193	1e-04	0.74015206	1326	112310
1193	1e-06	0.30425203	1326	112310
1193	1e-04	0.21677697	1081	20111
1193	1e-05	0.2094363	1290	120310
1193	1e-10	0.18305877	1290	120310
1193	0.001	1.1240404	1326	112310
1193	1e-09	0.16409834	1290	120310
1193	1e-05	0.20123243	1081	20111
1193	1e-08	0.15833107	1290	120310
1193	1e-07	0.16638213	1290	120310
1193	1e-12	0.24357013	1081	20111
1193	1e-04	1.1163583	1326	111210
1193	1e-12	0.39328763	1326	111210
1193	0.001	1.1190089	1326	112310
1193	1e-12	0.39180854	1326	111210
1193	1e-06	0.32444176	1326	112310
1193	1e-04	0.5270655	1290	120310
1193	1e-06	0.18476096	1290	120310
1193	1e-14	0.23620868	1290	120310
1193	0.01	0.32163742	1326	112310
1193	1e-05	0.1980407	1290	120310
1193	0.001	0.2892392	1081	20111
1193	1e-04	0.2860593	1081	20111
1193	1e-04	0.48949867	1326	111210
1193	0.001	2.3845117	1326	111210
1193	1e-08	0.46257153	1326	111210
1193	1e-06	0.1782903	1290	120310
1193	1e-05	0.4314527	1326	112310
1193	1e-08	0.18748137	1081	20111
1193	1e-08	0.19172885	1290	120310
1193	1e-07	0.17605634	1290	120310
1193	1e-08	0.17046478	1290	120310
1193	1e-09	0.19743119	1290	120310
1193	0.01	0.41021416	1326	112310
1193	0.01	2.2836778	1081	20111
1193	1e-06	0.1770318	1081	20111
1193	1e-08	0.18927054	1081	20111
1193	0.01	NA	1326	111210
1193	1e-05	0.6865145	1326	111210
1193	1e-05	0.5952761	1326	111210
1193	0.01	0.44276458	1326	112310
1193	1e-08	0.31313315	1326	112310
1193	0.001	0.2313898	1081	20111
1193	1e-12	0.25720218	1326	112310
1193	1e-04	0.75570333	1326	112310
1193	1e-04	0.4924707	1290	120310
1193	0.001	1.9563246	1326	111210
1193	0.01	NA	1326	111210
1193	1e-07	0.2071636	1081	20111
1193	1e-04	0.46207866	1290	120310
1193	0.01	NA	1326	111210
1193	1e-08	0.29843023	1326	112310
1193	1e-07	0.44543222	1326	111210
1193	1e-07	0.2103602	1081	20111
1193	1e-05	0.18712956	1081	20111
1193	1e-14	0.16795719	1290	120310
1193	0.001	0.87185246	1326	112310
1193	1e-05	0.4025544	1326	112310
1193	1e-06	0.19949543	1081	20111
1193	1e-08	0.23604506	1326	112310
1193	1e-06	0.53990203	1326	111210
1193	1e-05	0.62920946	1326	111210
1193	1e-09	0.163329	1290	120310
1193	1e-04	0.9727639	1326	111210
1193	1e-12	0.2192499	1081	20111
1193	1e-05	0.18164848	1290	120310
1193	1e-04	0.21652421	1081	20111
1193	1e-04	0.88736224	1326	112310
1193	1e-06	0.19453125	1081	20111
1193	1e-07	0.29128158	1326	112310
1193	1e-07	0.19467084	1081	20111
1193	0.001	0.24653444	1081	20111
1193	1e-12	0.2055082	1081	20111
1193	1e-12	0.28193218	1326	112310
1193	1e-08	0.19448362	1081	20111
1193	0.01	2.4366198	1081	20111
1193	0.001	2.1262724	1326	111210
1193	1e-07	0.17512795	1290	120310
1193	1e-06	0.37857655	1326	112310
1193	1e-14	0.17159328	1290	120310
1193	1e-10	0.2286178	1290	120310
1193	1e-06	0.18305285	1290	120310
1194	1e-12	0.24291866	1379	20111
1194	1e-06	0.21529227	1379	20111
1194	1e-07	0.18282135	1379	20111
1194	0.01	0.9103774	1379	20111
1194	1e-06	0.17624633	1379	20111
1194	1e-04	0.20192838	1379	20111
1194	1e-12	0.2393321	1379	20111
1194	1e-05	0.2348863	1379	20111
1194	1e-08	0.1909984	1379	20111
1194	0.01	0.79802954	1379	20111
1194	1e-08	0.1697811	1379	20111
1194	0.01	0.7584541	1379	20111
1194	1e-12	0.21731448	1379	20111
1194	1e-05	0.21212122	1379	20111
1194	1e-07	0.17710109	1379	20111
1194	1e-04	0.21023713	1379	20111
1194	0.001	0.36535245	1379	20111
1194	1e-05	0.16908097	1379	20111
1194	0.001	0.4330107	1379	20111
1194	1e-08	0.14424819	1379	20111
1194	0.001	0.4965557	1379	20111
1194	1e-04	0.21371302	1379	20111
1194	1e-06	0.20902906	1379	20111
1194	1e-07	0.18001136	1379	20111
1195	1e-05	1.8637171	1282	111210
1195	0.01	NA	1281	111210
1195	0.001	2.2524085	1282	111210
1195	1e-05	1.585194	1282	999999
1195	1e-12	0.9148394	1282	999999
1195	1e-06	2.01338	1282	999999
1195	1e-12	1.2427686	1282	111210
1195	1e-06	1.619713	1281	111210
1195	0.001	2.3805172	1282	111210
1195	1e-07	1.8231268	1282	111210
1195	1e-07	1.6234607	1281	111210
1195	1e-08	1.13241	1282	999999
1195	1e-04	2.044544	1282	111210
1195	1e-08	1.0310531	1282	111210
1195	1e-05	1.5851942	1281	111210
1195	1e-06	1.454516	1282	999999
1195	1e-04	2.342545	1282	999999
1195	0.001	1.984709	1282	999999
1195	1e-07	1.5607235	1282	111210
1195	1e-07	1.5561703	1281	111210
1195	0.001	2.4744074	1281	111210
1195	1e-08	1.3131487	1281	111210
1195	1e-05	2.514062	1282	111210
1195	1e-04	2.41705	1282	999999
1195	1e-12	1.087031	1282	999999
1195	0.01	NA	1282	111210
1195	0.001	2.474407	1282	999999
1195	0.01	NA	1282	999999
1195	1e-04	2.4170496	1281	111210
1195	1e-07	1.266256	1282	999999
1195	1e-06	1.7182708	1282	111210
1195	1e-12	1.0005542	1282	111210
1195	0.001	1.9847088	1281	111210
1195	1e-05	2.194346	1282	999999
1195	1e-07	1.2662557	1281	111210
1195	1e-12	0.94990623	1281	111210
1195	1e-06	1.5335134	1282	111210
1195	1e-06	1.9057553	1282	111210
1195	0.001	2.4816694	1281	111210
1195	1e-08	1.3313328	1282	111210
1195	1e-07	1.662855	1282	111210
1195	0.01	NA	1281	111210
1195	1e-07	1.55617	1282	999999
1195	1e-06	1.4545162	1281	111210
1195	0.01	NA	1281	111210
1195	1e-06	2.0133798	1281	111210
1195	1e-04	2.2938497	1282	111210
