"OR"	"concentration"	"NormalizedLuc"	"Odor"	"Date"
1034	0.01	NA	1101	11911
1034	1e-06	0.13443619	1101	11911
1034	0.001	0.41730613	1379	20111
1034	1e-05	0.18197055	1337	11911
1034	1e-04	0.13577919	1379	20111
1034	0.001	0.3690476	1337	11911
1034	0.01	NA	1101	11911
1034	1e-04	0.4072236	1337	11911
1034	0.001	0.65391886	1101	11911
1034	1e-08	0.0771923	1337	11911
1034	1e-12	0.098931685	1101	11911
1034	1e-04	0.20067544	1379	20111
1034	0.01	0.49329758	1337	11911
1034	1e-06	0.17507975	1379	20111
1034	1e-12	0.087744355	1337	11911
1034	1e-12	0.16700493	1379	20111
1034	1e-12	0.18575498	1379	20111
1034	1e-07	0.080705926	1337	11911
1034	0.001	0.44187474	1337	11911
1034	1e-08	0.16997519	1379	20111
1034	1e-06	0.14634404	1337	11911
1034	1e-04	0.32298797	1101	11911
1034	1e-04	0.3705961	1337	11911
1034	0.001	0.62205815	1101	11911
1034	1e-07	0.18500966	1379	20111
1034	1e-08	0.07249977	1337	11911
1034	1e-06	0.21949533	1379	20111
1034	1e-12	0.10279829	1337	11911
1034	1e-04	0.35866827	1337	11911
1034	1e-05	0.18114066	1337	11911
1034	1e-06	0.12357832	1337	11911
1034	1e-07	0.11031491	1337	11911
1034	0.01	NA	1101	11911
1034	1e-05	0.19335279	1337	11911
1034	1e-05	0.18617745	1379	20111
1037	1e-12	0.1568341	1379	121010
1037	1e-07	0.12499042	1379	121010
1037	0.001	7.175522	1379	102010
1037	1e-05	0.8822576	1379	102010
1037	1e-06	0.18520235	1379	102010
1037	1e-08	0.14398117	1379	121010
1037	1e-05	0.9051612	1379	102010
1037	1e-06	0.28123716	1379	102010
1037	0.001	7.769508	1379	102010
1037	0.01	NA	1379	121010
1037	1e-08	0.17408638	1379	102010
1037	1e-07	0.17612664	1379	102010
1037	1e-12	0.17375983	1379	102010
1037	1e-04	1.4905312	1379	121010
1037	0.01	1.7777778	1379	102010
1037	0.001	8.250951	1379	102010
1037	1e-04	5.6573625	1379	102010
1037	1e-05	0.20023343	1379	121010
1037	1e-07	0.21814987	1379	102010
1037	0.01	2.2329545	1379	102010
1037	1e-12	0.20229648	1379	102010
1037	0.001	4.7997603	1379	121010
1037	0.01	2.364162	1379	102010
1037	1e-04	6.2030864	1379	102010
1037	1e-08	0.16268921	1379	102010
1037	1e-12	0.21157831	1379	102010
1037	1e-07	0.18346827	1379	102010
1037	1e-07	0.1645579	1379	121010
1037	1e-04	5.62854	1379	102010
1037	1e-06	0.12924485	1379	121010
1037	0.01	NA	1379	121010
1037	1e-05	0.22705607	1379	121010
1037	1e-06	0.18464926	1379	121010
1037	1e-04	1.9156463	1379	121010
1037	1e-08	0.20997664	1379	102010
1037	0.001	5.719394	1379	121010
1037	1e-07	0.15363972	1379	121010
1037	1e-05	0.20818676	1379	121010
1037	0.001	5.3217635	1379	121010
1037	1e-04	1.6045508	1379	121010
1037	1e-06	0.28196806	1379	102010
1037	1e-08	0.18732011	1379	121010
1037	1e-05	0.89640045	1379	102010
1037	0.01	NA	1379	121010
1037	1e-12	0.18518229	1379	121010
1037	1e-06	0.15960474	1379	121010
1037	1e-12	0.16058394	1379	121010
1037	1e-08	0.14513811	1379	121010
1039	1e-08	0.17980082	1311	120310
1039	0.01	0.46975806	1343	120710
1039	1e-06	0.29016736	1343	120710
1039	1e-06	0.29090074	1343	120710
1039	1e-08	0.29101506	1343	120710
1039	1e-12	0.21479374	1311	120310
1039	1e-04	0.3163522	1343	120710
1039	0.001	0.51116896	1311	120310
1039	1e-07	0.19786742	1311	120310
1039	0.001	0.36278424	1343	120710
1039	1e-08	0.29866558	1343	120710
1039	1e-07	0.19893141	1311	120310
1039	1e-12	0.2868918	1343	120710
1039	1e-12	0.27185577	1343	120710
1039	1e-05	0.2665678	1343	120710
1039	0.01	0.53825855	1343	120710
1039	1e-04	0.32716888	1343	120710
1039	1e-12	0.19741538	1311	120310
1039	1e-07	0.28561488	1343	120710
1039	0.01	0.3647343	1343	120710
1039	0.01	1.6024096	1311	120310
1039	1e-07	0.2760986	1343	120710
1039	1e-05	0.30324623	1343	120710
1039	1e-06	0.1788951	1311	120310
1039	1e-04	0.25356355	1343	120710
1039	0.001	0.31035072	1343	120710
1039	1e-08	0.19736373	1311	120310
1039	0.001	0.40265194	1311	120310
1039	1e-05	0.29594827	1343	120710
1039	1e-05	0.17012273	1311	120310
1039	1e-08	0.2906702	1343	120710
1039	1e-12	0.32959783	1343	120710
1039	1e-04	0.25184503	1311	120310
1039	0.01	1.0905899	1311	120310
1039	1e-06	0.19767745	1311	120310
1039	0.01	1.1984487	1311	120310
1039	1e-07	0.2886223	1343	120710
1039	1e-06	0.29084417	1343	120710
1039	1e-08	0.21759538	1311	120310
1039	0.001	0.36730123	1343	120710
1039	0.001	0.44496366	1311	120310
1039	1e-05	0.21300292	1311	120310
1039	1e-06	0.2072753	1311	120310
1039	1e-07	0.16797961	1311	120310
1039	1e-04	0.27893576	1311	120310
1039	1e-05	0.16381216	1311	120310
1039	1e-04	0.18890661	1311	120310
1039	1e-12	0.22257018	1311	120310
1042	0.001	0.5457704	1285	120710
1042	1e-07	0.10938237	1376	121710
1042	1e-08	0.13872443	1376	121710
1042	1e-05	0.13154082	1376	121710
1042	1e-06	0.08893871	1376	121710
1042	1e-07	0.3069653	1309	111810
1042	1e-12	0.3082482	1285	120710
1042	0.01	0.7379679	1285	120710
1042	1e-08	0.1091976	1078	121710
1042	1e-08	0.2978982	1309	111810
1042	1e-08	0.2653681	1285	120710
1042	1e-08	0.15427755	1376	121710
1042	1e-05	0.10786787	1376	121710
1042	0.01	0.11215891	1078	121710
1042	1e-06	0.10261536	1376	121710
1042	1e-07	0.24535865	1285	120710
1042	1e-07	0.11607493	1078	121710
1042	1e-04	0.13515069	1078	121710
1042	1e-05	0.13293181	1078	121710
1042	0.01	0.4307229	1309	111810
1042	1e-04	0.1492174	1376	121710
1042	1e-07	0.13358013	1376	121710
1042	1e-12	0.11172102	1376	121710
1042	1e-08	0.13602264	1376	121710
1042	1e-04	0.15339836	1376	121710
1042	0.01	0.6788991	1376	121710
1042	0.001	0.48654076	1309	111810
1042	1e-06	0.24655561	1285	120710
1042	0.01	0.5285171	1376	121710
1042	0.001	0.54867256	1376	121710
1042	0.001	0.65815604	1285	120710
1042	1e-06	0.2524708	1285	120710
1042	0.01	0.9622642	1285	120710
1042	0.01	0.6569343	1285	120710
1042	1e-12	0.36813504	1309	111810
1042	1e-12	0.12110203	1376	121710
1042	1e-05	0.35476154	1309	111810
1042	1e-04	0.4146223	1309	111810
1042	1e-05	0.38025486	1309	111810
1042	1e-05	0.11916772	1078	121710
1042	1e-07	0.30912957	1309	111810
1042	1e-05	0.23656398	1285	120710
1042	1e-04	0.27907243	1285	120710
1042	1e-07	0.26111048	1285	120710
1042	1e-08	0.24126779	1285	120710
1042	0.001	0.61914134	1285	120710
1042	1e-04	0.23838738	1285	120710
1042	0.001	0.81834865	1309	111810
1042	1e-04	0.3021742	1285	120710
1042	1e-12	0.33499593	1309	111810
1042	0.001	0.7400338	1376	121710
1042	1e-12	0.29787472	1309	111810
1042	1e-04	0.23390307	1309	111810
1042	1e-08	0.27371374	1309	111810
1042	0.001	0.46599948	1376	121710
1042	1e-04	0.16120219	1376	121710
1042	1e-05	0.10954291	1376	121710
1042	1e-06	0.24958752	1309	111810
1042	0.001	0.1277245	1078	121710
1042	0.01	0.41883117	1309	111810
1042	1e-05	0.27310875	1285	120710
1042	0.001	0.6564417	1309	111810
1042	1e-12	0.10238991	1078	121710
1042	0.01	0.5230263	1309	111810
1042	1e-06	0.30272332	1309	111810
1042	1e-06	0.14938562	1376	121710
1042	1e-07	0.32896617	1309	111810
1042	1e-12	0.11504658	1376	121710
1042	1e-07	0.14809626	1376	121710
1042	1e-08	0.31565952	1309	111810
1042	1e-06	0.10495772	1078	121710
1042	1e-05	0.24253687	1285	120710
1042	1e-12	0.2722652	1285	120710
1042	1e-12	0.2601795	1285	120710
1042	0.01	0.08113753	1078	121710
1042	1e-07	0.19872653	1285	120710
1042	1e-07	0.09743237	1078	121710
1042	1e-07	0.09247984	1078	121710
1042	0.01	0.5840336	1376	121710
1042	1e-06	0.26390627	1285	120710
1042	1e-04	0.1212297	1078	121710
1042	1e-08	0.11260203	1078	121710
1042	1e-06	0.11938652	1078	121710
1042	1e-12	0.11084998	1078	121710
1042	1e-06	0.10779253	1078	121710
1042	0.001	0.1158613	1078	121710
1042	1e-04	0.12442032	1078	121710
1042	1e-06	0.35652074	1309	111810
1042	0.001	0.11801811	1078	121710
1042	1e-08	0.2825949	1285	120710
1042	1e-12	0.11418367	1078	121710
1042	1e-05	0.10794572	1078	121710
1042	1e-04	0.4638009	1309	111810
1042	1e-08	0.09190638	1078	121710
1042	0.01	0.08047821	1078	121710
1042	1e-05	0.21042044	1309	111810
1044	1e-12	0.692116	1115	52411
1044	0.01	NA	1328	111810
1044	1e-05	1.1761916	1115	52411
1044	1e-06	0.98228616	1115	52411
1044	1e-08	0.6887915	1115	52411
1044	1e-12	0.9486541	1328	52411
1044	0.001	1.3256402	1328	111810
1044	1e-12	1.3036331	1328	111810
1044	1e-12	1.0803052	1328	52411
1044	1e-04	1.2447912	1115	52411
1044	1e-08	1.1201524	1328	111810
1044	0.01	NA	1328	111810
1044	0.01	NA	1328	52411
1044	1e-05	1.7804527	1328	52411
1044	1e-08	1.1478499	1328	52411
1044	1e-06	1.4634482	1115	52411
1044	1e-07	1.658175	1328	111810
1044	1e-08	0.62145543	1115	52411
1044	1e-04	1.2261261	1328	111810
1044	1e-05	1.7741183	1328	111810
1044	0.001	1.8800881	1115	52411
1044	1e-06	2.0223646	1328	52411
1044	1e-04	2.0219867	1328	52411
1044	0.01	NA	1328	52411
1044	1e-06	1.6172242	1328	111810
1044	0.001	1.68445	1115	52411
1044	0.01	NA	1115	52411
1044	1e-04	1.9893451	1328	111810
1044	1e-07	0.8967036	1115	52411
1044	1e-12	0.6579078	1115	52411
1044	1e-05	1.8333875	1328	52411
1044	1e-07	1.0079962	1115	52411
1044	1e-05	1.2272456	1328	111810
1044	1e-08	0.78744423	1115	52411
1044	0.001	2.0224707	1328	52411
1044	1e-08	0.8815427	1328	111810
1044	0.001	1.9583707	1328	111810
1044	1e-08	1.2266083	1328	52411
1044	0.001	2.0922925	1328	52411
1044	0.01	NA	1115	52411
1044	1e-05	0.9416287	1328	111810
1044	0.001	1.0287173	1328	111810
1044	1e-07	1.5496097	1328	52411
1044	0.01	NA	1328	52411
1044	1e-12	0.8522059	1328	111810
1044	1e-04	2.6732802	1328	52411
1044	1e-07	1.2137411	1328	52411
1044	1e-04	2.1754189	1328	52411
1044	1e-06	1.1809585	1328	111810
1044	1e-04	1.4222093	1115	52411
1044	1e-07	1.1185744	1328	52411
1044	0.001	2.021765	1328	52411
1044	1e-08	1.053963	1328	52411
1044	1e-05	1.2392837	1115	52411
1044	0.001	1.2431071	1115	52411
1044	1e-04	1.2119828	1115	52411
1044	1e-07	1.072038	1328	111810
1044	1e-07	0.6884331	1115	52411
1044	0.01	NA	1115	52411
1044	1e-12	0.7930916	1115	52411
1044	1e-05	1.7580427	1328	52411
1044	1e-04	1.2899877	1328	111810
1044	1e-12	1.072802	1328	52411
1044	1e-06	1.5984764	1328	111810
1044	1e-06	1.6786944	1328	52411
1044	0.01	NA	1328	111810
1044	1e-12	1.1659061	1328	111810
1044	1e-06	0.97873026	1115	52411
1044	1e-05	1.5357987	1115	52411
1044	1e-07	1.3471425	1328	111810
1044	1e-08	1.3479891	1328	111810
1044	1e-06	1.8159848	1328	52411
1047	1e-08	0.19593832	1337	20111
1047	1e-06	0.17650612	1337	20111
1047	0.001	0.549182	1337	20111
1047	1e-05	0.22078317	1337	20111
1047	1e-06	0.19205962	1337	20111
1047	1e-12	0.19801325	1337	20111
1047	1e-07	0.18855123	1337	20111
1047	0.01	0.62305295	1337	20111
1047	0.01	0.57419354	1337	20111
1047	0.001	0.5252739	1337	20111
1047	0.001	0.4657991	1337	20111
1047	1e-05	0.24098058	1337	20111
1047	1e-07	0.17274526	1337	20111
1047	1e-07	0.19826919	1337	20111
1047	1e-12	0.22270627	1337	20111
1047	1e-04	0.46644497	1337	20111
1047	1e-04	0.43858552	1337	20111
1047	0.01	0.47457626	1337	20111
1047	1e-04	0.43333808	1337	20111
1047	1e-08	0.19393466	1337	20111
1047	1e-05	0.20002589	1337	20111
1047	1e-06	0.21525615	1337	20111
1047	1e-08	0.23021899	1337	20111
1047	1e-12	0.22711472	1337	20111
1058	1e-04	0.6832962	1309	113010
1058	1e-07	0.45854887	1309	113010
1058	1e-12	0.35910788	1309	113010
1058	1e-05	0.6377755	1309	113010
1058	0.001	0.8490317	1309	113010
1058	1e-04	0.86395025	1309	113010
1058	1e-06	0.41734457	1309	113010
1058	1e-12	0.44593376	1309	113010
1058	0.001	0.8659531	1309	113010
1058	1e-06	0.5134665	1309	113010
1058	1e-08	0.4514034	1309	113010
1058	1e-05	0.60321903	1309	113010
1058	1e-06	0.3779559	1309	113010
1058	1e-12	0.4494254	1309	113010
1058	0.01	0.9170732	1309	113010
1058	1e-07	0.4186206	1309	113010
1058	0.01	0.8245614	1309	113010
1058	1e-05	0.6219068	1309	113010
1058	1e-08	0.56731784	1309	113010
1058	1e-08	0.5058275	1309	113010
1058	1e-04	0.8677637	1309	113010
1058	0.01	0.87362635	1309	113010
1058	0.001	1.029335	1309	113010
1058	1e-07	0.4958788	1309	113010
1061	1e-12	0.08747985	1300	121710
1061	1e-07	0.14983277	1326	20111
1061	1e-05	0.07999406	1300	121710
1061	1e-05	0.19755895	1326	20111
1061	0.001	0.2080292	1326	20111
1061	1e-06	0.15373632	1326	20111
1061	1e-07	0.06655032	1300	121710
1061	1e-06	0.070865124	1300	121710
1061	0.001	0.11142235	1300	121710
1061	1e-08	0.16351648	1326	20111
1061	0.01	0.3079561	1300	121710
1061	1e-08	0.06896946	1300	121710
1061	1e-07	0.15557477	1326	20111
1061	1e-05	0.09209864	1300	121710
1061	1e-04	0.19935966	1326	20111
1061	1e-12	0.15536512	1326	20111
1061	1e-04	0.08587512	1300	121710
1061	0.001	0.13388503	1300	121710
1061	1e-05	0.19052988	1326	20111
1061	0.001	0.22025186	1326	20111
1061	1e-04	0.08404616	1300	121710
1061	1e-08	0.07134489	1300	121710
1061	1e-12	0.08986147	1300	121710
1061	0.01	0.2775291	1300	121710
1061	1e-08	0.16663341	1326	20111
1061	1e-04	0.1822504	1326	20111
1061	1e-07	0.15181588	1326	20111
1061	1e-07	0.06976007	1300	121710
1061	1e-08	0.18139535	1326	20111
1061	0.01	0.5521127	1326	20111
1061	0.01	0.5436508	1326	20111
1061	1e-05	0.07760098	1300	121710
1061	1e-04	0.1782059	1326	20111
1061	1e-08	0.06483904	1300	121710
1061	1e-12	0.19052304	1326	20111
1061	1e-12	0.06970721	1300	121710
1061	1e-12	0.17999618	1326	20111
1061	1e-04	0.10483657	1300	121710
1061	0.01	0.24085365	1300	121710
1061	1e-06	0.14352606	1326	20111
1061	1e-06	0.17579117	1326	20111
1061	0.001	0.2496928	1326	20111
1061	0.01	0.53488374	1326	20111
1061	1e-06	0.076744184	1300	121710
1061	1e-07	0.07899874	1300	121710
1061	1e-06	0.08127547	1300	121710
1061	1e-05	0.14413165	1326	20111
1061	0.001	0.13275613	1300	121710
1062	1e-05	2.25526	1286	52411
1062	1e-12	6.515821	1286	112310
1062	0.01	0.5040301	1300	121410
1062	0.001	4.039182	1286	52411
1062	0.01	0.5339734	1300	121410
1062	1e-07	7.3390055	1286	112310
1062	1e-08	0.7245902	1286	52411
1062	0.01	4.0237	1286	52411
1062	1e-05	7.744356	1286	112310
1062	1e-06	1.2739726	1286	52411
1062	0.001	0.38622648	1300	121410
1062	1e-04	0.34445536	1300	121410
1062	0.01	NA	1286	112310
1062	1e-06	1.4250598	1286	52411
1062	1e-04	6.4893494	1286	112310
1062	0.001	7.1707563	1286	112310
1062	0.001	0.50096136	1300	121410
1062	1e-04	7.6338506	1286	112310
1062	1e-07	0.8983856	1286	52411
1062	1e-12	0.22033232	1300	121410
1062	1e-07	6.858066	1286	112310
1062	1e-12	0.8158845	1286	52411
1062	1e-08	6.7520094	1286	112310
1062	1e-07	6.998951	1286	112310
1062	1e-05	0.28973818	1300	121410
1062	1e-06	0.33319855	1300	121410
1062	1e-07	1.0686127	1286	52411
1062	1e-06	7.863003	1286	112310
1062	1e-04	0.2818792	1300	121410
1062	0.001	3.9265375	1286	52411
1062	1e-04	2.744197	1286	52411
1062	1e-08	0.23735362	1300	121410
1062	1e-07	0.9411944	1286	52411
1062	1e-05	0.23617144	1300	121410
1062	1e-07	0.23223409	1300	121410
1062	1e-04	3.0592008	1286	52411
1062	1e-08	0.26025477	1300	121410
1062	0.01	3.6916192	1286	52411
1062	1e-12	0.754614	1286	52411
1062	1e-05	1.9558473	1286	52411
1062	1e-04	0.31756225	1300	121410
1062	1e-12	0.3203135	1300	121410
1062	1e-05	0.25656793	1300	121410
1062	1e-07	0.24083458	1300	121410
1062	1e-08	0.9134292	1286	52411
1062	1e-05	1.7243079	1286	52411
1062	1e-12	0.6054141	1286	52411
1062	1e-06	6.790097	1286	112310
1062	1e-04	6.7100444	1286	112310
1062	1e-05	7.0720887	1286	112310
1062	0.01	0.4438406	1300	121410
1062	1e-08	0.66646636	1286	52411
1062	1e-08	0.21088818	1300	121410
1062	1e-08	7.229888	1286	112310
1062	0.01	NA	1286	112310
1062	1e-04	2.970893	1286	52411
1062	1e-06	1.4419502	1286	52411
1062	1e-12	0.25724173	1300	121410
1062	1e-06	0.22124532	1300	121410
1062	0.01	4.339328	1286	52411
1062	1e-06	0.19152616	1300	121410
1062	0.001	5.892736	1286	112310
1062	1e-07	0.25862715	1300	121410
1062	0.001	6.500747	1286	112310
1062	1e-12	6.795219	1286	112310
1062	0.001	0.41768858	1300	121410
1062	1e-05	6.5476613	1286	112310
1062	1e-08	6.077405	1286	112310
1062	1e-12	4.664104	1286	112310
1062	0.01	NA	1286	112310
1062	1e-06	6.870252	1286	112310
1062	0.001	4.311071	1286	52411
1063	1e-07	0.082754724	1300	121710
1063	1e-07	0.07760141	1300	121710
1063	1e-08	0.23594186	1338	20111
1063	1e-04	0.10003252	1300	121710
1063	0.01	0.14123611	1338	20111
1063	1e-04	0.1937711	1338	20111
1063	1e-05	0.10384356	1300	121710
1063	1e-07	0.18376604	1338	20111
1063	1e-06	0.1752543	1338	20111
1063	1e-06	0.09606711	1300	121710
1063	0.001	0.19314593	1338	20111
1063	1e-12	0.0976653	1300	121710
1063	0.001	0.12846132	1300	121710
1063	1e-05	0.08206594	1300	121710
1063	1e-06	0.2370788	1338	20111
1063	1e-12	0.19455764	1338	20111
1063	0.001	0.21199253	1338	20111
1063	0.01	0.11884997	1338	20111
1063	0.01	0.2422179	1300	121710
1063	1e-04	0.19126378	1338	20111
1063	0.01	0.2837838	1300	121710
1063	1e-12	0.071759686	1300	121710
1063	1e-05	0.20067085	1338	20111
1063	1e-06	0.08735426	1300	121710
1063	1e-04	0.19452968	1338	20111
1063	1e-08	0.07805387	1300	121710
1063	1e-06	0.18285799	1338	20111
1063	1e-12	0.18728587	1338	20111
1063	1e-05	0.20113075	1338	20111
1063	1e-12	0.20696482	1338	20111
1063	1e-07	0.18999852	1338	20111
1063	1e-08	0.07596297	1300	121710
1063	1e-08	0.18574925	1338	20111
1063	1e-05	0.16201118	1338	20111
1063	0.001	0.19759887	1338	20111
1063	1e-06	0.09265517	1300	121710
1063	1e-07	0.09012876	1300	121710
1063	1e-12	0.07043463	1300	121710
1063	1e-05	0.08101242	1300	121710
1063	1e-04	0.12338717	1300	121710
1063	1e-04	0.10600452	1300	121710
1063	0.001	0.12094643	1300	121710
1063	1e-07	0.20264693	1338	20111
1063	1e-08	0.07994004	1300	121710
1063	1e-08	0.1864545	1338	20111
1063	0.001	0.12735906	1300	121710
1063	0.01	0.11854167	1338	20111
1063	0.01	0.19422573	1300	121710
1064	1e-07	0.30886003	1316	111610
1064	1e-08	0.27692726	1316	111610
1064	1e-05	0.40680945	1316	111610
1064	1e-04	0.178733	1300	121710
1064	1e-06	0.3631487	1316	111610
1064	1e-12	0.3302762	1316	111610
1064	1e-08	0.38110748	1316	111610
1064	1e-07	0.3477348	1316	111610
1064	1e-05	0.4133046	1316	111610
1064	1e-08	0.09999029	1300	121710
1064	0.01	NA	1316	111610
1064	1e-04	0.5678492	1316	111610
1064	1e-04	0.1382373	1300	121710
1064	0.01	0.2658316	1300	121710
1064	1e-07	0.3462125	1316	111610
1064	1e-06	0.40250465	1316	111610
1064	1e-07	0.08880174	1300	121710
1064	1e-06	0.392082	1316	111610
1064	1e-08	0.35957292	1316	111610
1064	0.001	2.2014728	1316	111610
1064	0.01	NA	1316	111610
1064	0.01	0.2756024	1300	121710
1064	1e-12	0.1271524	1300	121710
1064	0.001	1.8843358	1316	111610
1064	1e-12	0.4296281	1316	111610
1064	0.01	0.3896637	1300	121710
1064	1e-04	0.4426361	1316	111610
1064	1e-05	0.1141	1300	121710
1064	1e-12	0.09340531	1300	121710
1064	0.001	0.2148002	1300	121710
1064	1e-08	0.1051527	1300	121710
1064	0.001	2.5003276	1316	111610
1064	1e-06	0.1202657	1300	121710
1064	1e-04	0.6049495	1316	111610
1064	1e-06	0.1107883	1300	121710
1064	1e-06	0.1305754	1300	121710
1064	0.001	0.1846413	1300	121710
1064	1e-05	0.4530846	1316	111610
1064	1e-12	0.1186077	1300	121710
1064	1e-07	0.1271735	1300	121710
1064	1e-05	0.1572893	1300	121710
1064	1e-04	0.1509712	1300	121710
1064	1e-07	0.1290658	1300	121710
1064	0.001	0.1958644	1300	121710
1064	0.01	NA	1316	111610
1064	1e-05	0.08997863	1300	121710
1064	1e-12	0.385589	1316	111610
1064	1e-08	0.1179073	1300	121710
1065	0.01	0.32050332	1300	121710
1065	1e-05	0.4795155	1391	111610
1065	1e-08	0.3116732	1391	111610
1065	1e-12	0.27325103	1391	111610
1065	1e-12	0.28022614	1391	111610
1065	1e-08	0.3204703	1391	111610
1065	1e-08	0.26489446	1391	111610
1065	1e-07	0.3540175	1391	111610
1065	1e-12	0.11008251	1300	121710
1065	1e-04	0.6067002	1391	111610
1065	1e-05	0.49786508	1391	111610
1065	0.01	NA	1391	111610
1065	1e-06	0.36643428	1391	111610
1065	1e-05	0.098226465	1300	121710
1065	1e-04	0.49051952	1391	111610
1065	1e-04	0.49933824	1391	111610
1065	0.001	0.23873875	1300	121710
1065	0.01	NA	1391	111610
1065	1e-08	0.093361214	1300	121710
1065	1e-07	0.26514214	1391	111610
1065	1e-04	0.11655077	1300	121710
1065	0.001	2.1479259	1391	111610
1065	1e-06	0.43766627	1391	111610
1065	0.01	0.23819302	1300	121710
1065	1e-06	0.36543092	1391	111610
1065	0.01	0.2380026	1300	121710
1065	0.001	0.15910965	1300	121710
1065	0.001	1.6242884	1391	111610
1065	1e-12	0.26211503	1391	111610
1065	1e-07	0.09582737	1300	121710
1065	1e-05	0.10961726	1300	121710
1065	1e-04	0.11074065	1300	121710
1065	1e-05	0.094727434	1300	121710
1065	1e-06	0.10729226	1300	121710
1065	1e-07	0.091511935	1300	121710
1065	1e-05	0.44150797	1391	111610
1065	1e-06	0.10137901	1300	121710
1065	1e-07	0.2989532	1391	111610
1065	0.001	0.13827026	1300	121710
1065	1e-06	0.08678053	1300	121710
1065	1e-04	0.12733325	1300	121710
1065	0.01	NA	1391	111610
1065	1e-07	0.09510961	1300	121710
1065	1e-08	0.091324665	1300	121710
1065	1e-12	0.1016634	1300	121710
1065	0.001	1.153151	1391	111610
1065	1e-12	0.08153477	1300	121710
1065	1e-08	0.08766615	1300	121710
1066	1e-05	0.2445605	1300	121410
1066	1e-06	0.2186883	1300	121410
1066	1e-12	0.1891665	1300	121410
1066	1e-06	0.2541962	1300	121410
1066	1e-08	0.1834691	1300	121410
1066	1e-04	0.2771699	1300	121410
1066	1e-04	0.3097782	1300	121410
1066	1e-05	0.3361889	1300	121410
1066	0.01	0.4584682	1300	121410
1066	0.001	0.5523574	1300	121410
1066	1e-07	0.2382277	1300	121410
1066	0.01	0.5151899	1300	121410
1066	0.001	0.4314706	1300	121410
1066	1e-12	0.190151	1300	121410
1066	1e-07	0.1725463	1300	121410
1066	0.01	0.4237996	1300	121410
